,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
40,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-08-30 20:28:58.000,2023-08-30 17:57:04,2940.0,54.0,1989.0,183.0,2491.0,556.0,4639.0,26402.0,2023-08-21 17:53:17.000,1.6.1,100.0,478.0,36,True,,poetry,conda-forge/poetry,,,,https://pypi.org/project/poetry,20011855.0,20283441.0,https://anaconda.org/conda-forge/poetry,2023-08-21 20:30:34.699,977890.0,2.0,,,15242900.0,,,,,,,,,,,,,,
41,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-08-30 18:28:58.000,2023-08-19 15:57:25,5159.0,129.0,1393.0,503.0,746.0,209.0,1483.0,23404.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,175.0,36,True,,glances,conda-forge/glances,,760.0,709.0,https://pypi.org/project/glances,139409.0,141723.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,204623.0,1.0,2022-05-26 08:29:00.000,51.0,1511.0,,,,,,,,,,,,,,
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-08-31 13:22:05.000,2023-08-29 08:54:19,24020.0,337.0,1640.0,202.0,5489.0,698.0,826.0,5072.0,2023-08-16 19:09:37.000,3.9.0,123.0,847.0,36,True,,buildbot,conda-forge/buildbot,,788.0,331.0,https://pypi.org/project/buildbot,31928.0,34639.0,https://anaconda.org/conda-forge/buildbot,2023-08-17 01:16:51.536,86972.0,1.0,2023-08-16 19:09:37.000,457.0,32270.0,,,,,,,,,,,,,,
43,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-07-13 14:14:49.000,2023-07-12 18:04:56,3696.0,4.0,352.0,91.0,245.0,375.0,400.0,4051.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,36,True,,invoke,conda-forge/invoke,,24803.0,22041.0,https://pypi.org/project/invoke,5865646.0,5895501.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,925515.0,1.0,2023-07-12 18:05:35.085,2762.0,,,,,,,,,,,,,,,
44,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-08-29 05:54:21.000,2023-08-29 05:54:18,2262.0,57.0,371.0,29.0,1659.0,104.0,960.0,2270.0,2023-05-31 14:30:27.000,0.18.0,55.0,182.0,36,True,,wemake-python-styleguide,,,15161.0,15161.0,https://pypi.org/project/wemake-python-styleguide,222493.0,222493.0,,,,2.0,,,,,,,,,,,,,,,,,
45,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-08-30 18:16:25.000,2023-08-30 18:16:25,3156.0,60.0,2845.0,380.0,977.0,30.0,1601.0,33157.0,2023-08-27 08:30:07.000,2.3.25,81.0,424.0,35,True,,pyenv,,,12.0,11.0,https://pypi.org/project/pyenv,9890.0,9890.0,,,,2.0,2019-01-12 14:49:22.000,1.0,,,,,,,,,,,,,,,
46,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-08-30 15:37:12.000,2023-08-30 14:10:14,579.0,32.0,8386.0,35.0,291.0,78.0,132.0,24184.0,2022-10-08 14:12:04.684,1.5.0,26.0,78.0,35,True,,numpydoc,conda-forge/numpydoc,['sphinx'],44807.0,40129.0,https://pypi.org/project/numpydoc,381595.0,407425.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,2040610.0,2.0,2023-08-21 17:22:15.000,4678.0,,,,,,,,,,7.0,,,,,
47,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-08-25 11:40:28.000,2023-08-09 05:24:13,1399.0,59.0,184.0,33.0,256.0,30.0,257.0,2724.0,2023-04-06 12:17:40.000,23.1.0,13.0,101.0,35,False,,structlog,conda-forge/structlog,,9233.0,9233.0,https://pypi.org/project/structlog,7338721.0,7342547.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,325270.0,2.0,,,,,,,,,,,,,,,,,
48,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-08-28 14:06:39.000,2023-08-28 04:32:42,8790.0,103.0,285.0,61.0,1007.0,658.0,2730.0,1760.0,2023-03-21 16:25:11.000,4.5.2,32.0,151.0,35,True,,scons,conda-forge/scons,,59.0,,https://pypi.org/project/scons,383872.0,390205.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,485747.0,2.0,2022-07-30 21:23:00.222,59.0,1354.0,,,,,,,,,,,,,,
49,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-06-16 13:15:36.736,2023-05-24 18:28:10,920.0,,197.0,39.0,237.0,132.0,237.0,1521.0,,,20.0,86.0,35,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],271004.0,271004.0,https://pypi.org/project/pytest-cov,25034341.0,25139029.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,9317301.0,1.0,,,,,,,,,,,,,,,,,
50,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-08-29 08:55:09.000,2023-08-29 08:55:07,895.0,30.0,129.0,31.0,194.0,31.0,339.0,438.0,,,32.0,74.0,35,True,,wheel,conda-forge/wheel,,224976.0,224976.0,https://pypi.org/project/wheel,260707309.0,262759123.0,https://anaconda.org/conda-forge/wheel,2023-08-22 10:40:09.822,73865328.0,2.0,,,,,,,,,,,,,,,,,
51,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-08-30 21:59:42.000,2023-08-30 21:54:21,14656.0,388.0,412.0,111.0,383.0,137.0,250.0,6454.0,2023-02-14 01:01:23.450,0.9.18,76.0,250.0,34,True,,pyre-check,,,56.0,11.0,https://pypi.org/project/pyre-check,69258.0,69258.0,,,,3.0,2023-02-14 01:01:23.450,45.0,,,,,,,,,,,,,,,
52,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-08-31 07:48:24.000,2023-08-31 07:46:16,2419.0,128.0,240.0,30.0,767.0,35.0,1189.0,5119.0,2023-08-31 07:48:28.000,2.9.0,173.0,132.0,34,True,,pdm,conda-forge/pdm,,209.0,166.0,https://pypi.org/project/pdm,432313.0,440327.0,https://anaconda.org/conda-forge/pdm,2023-08-07 20:42:34.237,184339.0,2.0,2023-08-31 07:48:24.000,43.0,4.0,,,,,,,,,,,,,,
53,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-08-31 10:21:00.000,2023-08-26 09:29:39,2529.0,50.0,305.0,61.0,1048.0,5.0,312.0,4026.0,2023-08-19 20:40:36.000,11.1.0,51.0,116.0,34,True,,mimesis,conda-forge/mimesis,,1453.0,1453.0,https://pypi.org/project/mimesis,119301.0,123324.0,https://anaconda.org/conda-forge/mimesis,2023-08-19 22:03:10.196,148689.0,2.0,,,466.0,,,,,,,,,,,,,,
54,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-08-28 06:35:28.000,2023-04-30 10:08:19,610.0,,141.0,21.0,91.0,83.0,132.0,1752.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,34,True,,tabulate,conda-forge/tabulate,,144061.0,136134.0,https://pypi.org/project/tabulate,49057353.0,49121237.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5557940.0,2.0,2022-10-06 17:23:25.701,7927.0,,,,,,,,,,,,,,,
55,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-08-25 13:06:56.000,2023-08-25 13:06:56,565.0,14.0,127.0,34.0,234.0,12.0,132.0,1635.0,2023-06-15 23:58:18.000,3.11.1,39.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],67183.0,67183.0,https://pypi.org/project/pytest-mock,11924212.0,11983018.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2234637.0,2.0,,,5.0,,,,,,,,,,,,,,
56,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-08-21 09:24:23.000,2023-05-12 08:01:49,682.0,,184.0,35.0,158.0,55.0,134.0,1615.0,2023-05-12 08:13:47.000,1.8.0,72.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,57332.0,56391.0,https://pypi.org/project/nodeenv,14387042.0,14429466.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3012154.0,2.0,2023-05-12 08:10:47.532,941.0,,,,,,,,,,,,,,,
57,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-08-31 01:45:43.000,2023-08-31 01:45:43,1080.0,1.0,300.0,37.0,533.0,49.0,418.0,1456.0,2022-12-01 01:51:31.000,4.0.2,52.0,117.0,34,True,,twine,conda-forge/twine,,108978.0,93988.0,https://pypi.org/project/twine,3678456.0,3688400.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,835300.0,2.0,2022-12-01 01:49:17.129,14990.0,,,,,,,,,,,,,,,
58,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-08-18 21:50:02.000,2023-08-18 21:49:00,1301.0,105.0,153.0,35.0,178.0,41.0,136.0,1444.0,2023-07-30 20:22:26.000,1.6.0,4.0,78.0,34,False,,logbook,conda-forge/logbook,,4811.0,4811.0,https://pypi.org/project/logbook,3431286.0,3435193.0,https://anaconda.org/conda-forge/logbook,2023-07-31 08:36:53.455,148384.0,2.0,,,322.0,,,,,,,,,,,,,,
59,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1358.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,nose,conda-forge/nose,,189950.0,145212.0,https://pypi.org/project/nose,4725804.0,4759201.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2905576.0,2.0,2015-06-02 09:12:36.000,44738.0,,,,,,,,,,,,,,,
60,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-08-29 15:02:25.115,2023-08-27 15:59:40,554.0,32.0,97.0,20.0,101.0,13.0,268.0,1267.0,2023-08-26 22:39:31.000,4.1.3,64.0,31.0,34,True,,typeguard,conda-forge/typeguard,,18865.0,17326.0,https://pypi.org/project/typeguard,10556528.0,10566576.0,https://anaconda.org/conda-forge/typeguard,2023-08-29 15:02:25.115,381849.0,3.0,2023-08-26 22:39:31.000,1539.0,,,,,,,,,,,,,,,
61,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-08-29 01:09:27.000,2023-08-29 01:09:26,954.0,89.0,98.0,22.0,68.0,9.0,204.0,824.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,34,True,,progressbar2,conda-forge/progressbar2,,31980.0,30424.0,https://pypi.org/project/progressbar2,17184428.0,17196642.0,https://anaconda.org/conda-forge/progressbar2,2023-06-16 13:18:55.458,999255.0,2.0,2022-11-01 15:41:03.059,1556.0,2074.0,,,,,,,,,,,,,,
62,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-08-31 10:22:13.000,2023-08-31 10:22:11,10097.0,21.0,5372.0,1087.0,358.0,63.0,4963.0,27937.0,2023-08-01 09:33:36.000,1.7.8,94.0,129.0,33,True,,sqlmap,,,20.0,11.0,https://pypi.org/project/sqlmap,9504.0,9504.0,,,,2.0,2023-08-01 09:33:36.000,9.0,,,,,,,,,,,,,,,
63,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-08-31 01:13:51.000,2023-08-31 01:13:50,3019.0,66.0,286.0,82.0,241.0,139.0,250.0,9190.0,2023-08-22 21:29:10.000,1.5.26,45.0,42.0,33,True,,scalene,,,483.0,483.0,https://pypi.org/project/scalene,21683.0,21683.0,,,,2.0,,,,,,,,,,,,,,,,,
64,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-08-29 23:13:35.000,2023-06-07 11:16:23,408.0,1.0,1079.0,187.0,156.0,419.0,225.0,8535.0,,,12.0,52.0,33,True,,pyautogui,conda-forge/pyautogui,,26411.0,26411.0,https://pypi.org/project/pyautogui,621959.0,624937.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,205508.0,2.0,,,,,,,,,,,,,,,,,
65,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-08-31 12:58:30.000,2023-08-29 13:39:07,579.0,19.0,285.0,74.0,461.0,115.0,462.0,6850.0,2023-03-12 06:08:11.000,1.2.0,24.0,102.0,33,True,,pipx,conda-forge/pipx,,1415.0,1415.0,https://pypi.org/project/pipx,1473252.0,1475108.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,33023.0,3.0,,,9868.0,,,,,,,,,,,,,,
66,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-08-21 09:12:18.000,2023-08-21 09:11:28,917.0,48.0,204.0,56.0,142.0,16.0,106.0,5524.0,2023-06-05 21:27:40.000,4.5.0,28.0,52.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1660.0,1660.0,https://pypi.org/project/pyinstrument,620557.0,627220.0,https://anaconda.org/conda-forge/pyinstrument,2023-07-23 00:53:24.914,239893.0,2.0,,,,,,,,,,,,,,,,,
67,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-08-02 22:25:18.000,2023-04-14 07:08:49,336.0,,359.0,59.0,149.0,177.0,98.0,5339.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,33,True,,pipreqs,conda-forge/pipreqs,,22441.0,22063.0,https://pypi.org/project/pipreqs,459863.0,460354.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,40817.0,3.0,2023-04-14 07:10:52.947,378.0,,,,,,,,,,,,,,,
68,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-08-31 08:03:21.000,2023-08-31 08:03:20,736.0,19.0,123.0,25.0,142.0,16.0,166.0,2703.0,2023-08-21 14:26:53.000,2.9.1,15.0,36.0,33,True,,vulture,conda-forge/vulture,,3989.0,3989.0,https://pypi.org/project/vulture,536575.0,537455.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,73934.0,1.0,,,,,,,,,,,,,,,,,
69,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2023-08-31 12:28:18.000,2023-08-31 12:28:10,4222.0,169.0,236.0,46.0,40.0,9.0,1204.0,2420.0,2023-08-28 10:49:29.000,8.3.5,100.0,31.0,33,False,,pyarmor,,,923.0,923.0,https://pypi.org/project/pyarmor,137533.0,137533.0,,,,2.0,,,,,,,,,,,,,,,,,
70,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-08-17 16:18:15.000,2023-08-11 20:46:02,1384.0,5.0,170.0,36.0,263.0,54.0,311.0,1845.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,33,True,landscapeio/prospector,prospector,conda-forge/prospector,,5134.0,4445.0,https://pypi.org/project/prospector,837513.0,838525.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,85065.0,1.0,2023-05-25 01:30:01.451,689.0,,,,,,,,,,,,,,,
71,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,210.0,27.0,84.0,12.0,89.0,1538.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,33,True,,python-json-logger,conda-forge/python-json-logger,,63808.0,62989.0,https://pypi.org/project/python-json-logger,20370366.0,20440931.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,5363008.0,2.0,2023-02-21 17:40:52.893,819.0,,,,,,,,,,,,,,,
72,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,187.0,30.0,88.0,65.0,56.0,703.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,33,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],115193.0,107464.0,https://pypi.org/project/alabaster,6781525.0,6858072.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6506563.0,2.0,2023-01-13 06:44:02.021,7729.0,,,,,,,,,,,,,,,
73,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-08-30 14:19:11.000,2023-08-16 19:43:46,1067.0,55.0,330.0,57.0,273.0,17.0,110.0,11085.0,2023-08-01 23:22:17.000,1.9.1,17.0,37.0,32,True,,memray,conda-forge/memray,,204.0,196.0,https://pypi.org/project/memray,352660.0,356492.0,https://anaconda.org/conda-forge/memray,2023-08-02 04:02:48.763,61313.0,2.0,2023-08-01 23:22:17.000,8.0,,,,,,,,,,,,,,,
74,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-08-29 01:24:14.000,2023-08-03 21:07:38,475.0,5.0,376.0,111.0,295.0,137.0,188.0,10762.0,2022-09-07 22:00:23.982,0.3.14,38.0,34.0,32,True,,py-spy,conda-forge/py-spy,,3017.0,2972.0,https://pypi.org/project/py-spy,2992265.0,3003247.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,470112.0,2.0,2022-09-07 22:00:23.982,45.0,13723.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,483.3333333333333,407550.0,
75,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-08-31 02:44:48.000,2023-08-28 22:29:29,1370.0,37.0,244.0,55.0,1151.0,160.0,906.0,2362.0,2023-08-28 22:42:08.000,2.1.145,234.0,115.0,32,True,,pex,,,138.0,,https://pypi.org/project/pex,942155.0,1073449.0,,,,2.0,2023-08-28 22:41:57.000,138.0,3151059.0,,,,,,,,,,,,,,
76,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-08-28 00:11:58.000,2023-08-01 09:09:03,960.0,31.0,179.0,27.0,274.0,17.0,315.0,1619.0,2023-06-19 11:55:01.926,14.0.0,99.0,53.0,32,True,,pdoc,,,2429.0,2119.0,https://pypi.org/project/pdoc,137090.0,137090.0,,,,2.0,2023-06-19 11:55:01.926,310.0,,,,,,,,,,,,,,,
77,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-08-12 07:15:17.000,2023-08-12 07:15:16,1055.0,32.0,198.0,56.0,323.0,139.0,199.0,1199.0,2022-11-09 16:51:21.000,6.1.1,95.0,58.0,32,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3206.0,3022.0,https://pypi.org/project/pytest-bdd,704109.0,705180.0,https://anaconda.org/conda-forge/pytest-bdd,2023-06-16 16:15:16.989,54650.0,2.0,2022-11-08 17:18:53.914,184.0,,,,,,,,,,,,,,,
78,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-08-29 03:23:22.000,2023-08-29 03:15:29,1690.0,102.0,201.0,29.0,1036.0,50.0,820.0,1123.0,2023-08-24 16:46:40.000,6.15.6,76.0,105.0,32,True,,cx_freeze,conda-forge/cx_freeze,,51.0,,https://pypi.org/project/cx_freeze,110504.0,117197.0,https://anaconda.org/conda-forge/cx_freeze,2023-08-24 17:40:58.929,261055.0,2.0,2023-08-24 16:46:40.000,51.0,,,,,,,,,,,,,,,
79,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-08-10 14:28:58.000,2023-07-16 13:59:19,540.0,14.0,138.0,23.0,411.0,54.0,272.0,1112.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,32,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4409.0,4409.0,https://pypi.org/project/nox,969534.0,973220.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,213798.0,2.0,,,,,,,,,,,,,,,,,
80,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-08-30 14:25:30.000,2023-07-26 16:58:11,323.0,11.0,93.0,8.0,206.0,50.0,149.0,963.0,2023-07-10 16:29:13.000,23.7.10,40.0,76.0,32,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],33791.0,33791.0,https://pypi.org/project/flake8-bugbear,2179110.0,2201300.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,732298.0,2.0,,,,,,,,,,,,,,,,,
81,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-08-30 13:58:41.000,2023-08-30 13:58:38,1116.0,2.0,137.0,23.0,312.0,52.0,215.0,756.0,2023-04-29 18:30:51.495,0.13.0,29.0,74.0,32,True,,nose2,conda-forge/nose2,,24836.0,23719.0,https://pypi.org/project/nose2,564833.0,566599.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,111266.0,2.0,2023-04-29 18:30:51.495,1117.0,,,,,,,,,,,,,,,
82,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,,2015-04-14 19:22:42.000,2023-08-29 07:01:11.000,2023-08-25 18:15:32,487.0,23.0,206.0,25.0,346.0,124.0,218.0,621.0,2022-11-11 08:16:56.000,3.2.0,21.0,50.0,32,False,,pytest-html,conda-forge/pytest-html,['pytest'],37863.0,37863.0,https://pypi.org/project/pytest-html,3467557.0,3481528.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,461045.0,2.0,,,,,,,,,,,,,,,,,
