,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611000,2026-01-12 16:01:33,1513.0,4.0,1814.0,168.0,767.0,678.0,5029.0,2026-01-12 16:03:28.000,3.1.0,64.0,122.0,263.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2026-01-12 16:03:28.000,20313.0,13884589.0,13956312.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,4948901.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
42,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2026-03-09 06:52:52.000000,2026-03-09 06:52:38,1840.0,21.0,266.0,31.0,402.0,354.0,4631.0,2025-10-27 08:28:21.000,25.5.0,42.0,136.0,35.0,38,True,,structlog,conda-forge/structlog,32431.0,30248.0,https://pypi.org/project/structlog,2025-10-27 08:28:21.000,2183.0,63409315.0,63425781.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,1020921.0,2.0,,,,,,,,,,,,,,,,,,,,
43,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2026-03-09 22:20:06.000000,2026-03-09 22:20:04,1371.0,13.0,253.0,51.0,572.0,403.0,1812.0,2025-07-01 13:31:02.000,3.8.0,71.0,114.0,292.0,38,True,,pytest-xdist,conda-forge/pytest-xdist,135375.0,129758.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,93971716.0,94141070.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,11515154.0,2.0,['pytest'],413.0,,,,,,,,,,,,,,,,,,
44,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2026-03-06 00:44:43.000000,2026-03-06 00:44:40,1366.0,13.0,325.0,38.0,729.0,504.0,1756.0,2025-09-04 15:43:15.000,6.2.0,59.0,132.0,56.0,38,True,,twine,conda-forge/twine,156551.0,133628.0,https://pypi.org/project/twine,2025-09-04 15:43:15.000,22923.0,26583570.0,26607365.0,https://anaconda.org/conda-forge/twine,2025-09-04 19:22:15.675,1641784.0,2.0,,125.0,,,,,,,,,,,,,,,,,,
45,xonsh,xonsh/xonsh,shell,"Python-powered shell. Full-featured, cross-platform and AI-friendly.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2026-03-11 15:44:52.000000,2026-03-11 15:44:22,11198.0,178.0,698.0,95.0,3066.0,2486.0,9243.0,2026-03-10 18:47:32.000,0.22.7,152.0,367.0,325.0,37,False,,xonsh,,1057.0,880.0,https://pypi.org/project/xonsh,2026-03-10 18:47:32.000,177.0,269524.0,269678.0,,,,1.0,,14184.0,,,,,,,,,,,,,,,,,,
46,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2026-03-05 09:46:41.000000,2026-03-05 02:51:48,3215.0,31.0,467.0,38.0,1350.0,1909.0,8543.0,2026-01-22 09:47:36.000,2.26.6,245.0,239.0,51.0,37,True,,pdm,conda-forge/pdm,789.0,573.0,https://pypi.org/project/pdm,2026-01-22 09:47:32.000,216.0,8610421.0,8642728.0,https://anaconda.org/conda-forge/pdm,2026-01-23 02:55:53.469,1723396.0,2.0,,14968.0,,,,,,,,,,,,,,,,,,
47,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2026-03-10 13:45:33.000000,2026-03-10 13:45:33,3037.0,40.0,421.0,28.0,2434.0,1162.0,2831.0,2026-02-28 18:57:23.000,1.6.1,67.0,224.0,21.0,37,True,,wemake-python-styleguide,,17705.0,17596.0,https://pypi.org/project/wemake-python-styleguide,2026-02-28 18:55:56.000,109.0,226140.0,226140.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
48,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-12-27 20:06:33.000000,2025-12-27 20:06:26,744.0,40.0,220.0,30.0,182.0,161.0,1775.0,2025-12-20 14:27:41.000,1.10.0,75.0,108.0,65.0,37,True,,nodeenv,conda-forge/nodeenv,134269.0,133860.0,https://pypi.org/project/nodeenv,2025-12-20 14:08:52.000,409.0,117751789.0,117864831.0,https://anaconda.org/conda-forge/nodeenv,2025-12-20 20:08:47.195,7799908.0,2.0,,,,,,,,,,,,,,,,,,,,
49,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2026-03-09 19:00:10.000000,2026-02-25 10:09:39,2109.0,30.0,227.0,23.0,631.0,611.0,940.0,2026-02-26 11:11:58.000,setuptools-scm-v10.0.0,99.0,155.0,42.0,37,True,,setuptools_scm,conda-forge/setuptools_scm,35060.0,32790.0,https://pypi.org/project/setuptools_scm,2025-10-19 22:08:04.000,2270.0,125421173.0,125514210.0,https://anaconda.org/conda-forge/setuptools_scm,2025-10-20 12:59:23.792,6512307.0,2.0,,692.0,,,,,,,,,,,,,,,,,,
50,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2026-03-11 12:09:41.000000,2026-03-11 12:09:38,10518.0,175.0,6211.0,1099.0,458.0,5357.0,36809.0,2026-03-10 13:43:02.000,1.10.3,131.0,152.0,60.0,36,True,,sqlmap,,33.0,21.0,https://pypi.org/project/sqlmap,2026-03-10 13:43:02.000,12.0,26583.0,26583.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
51,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2026-03-12 00:25:48.000000,2026-03-12 00:23:57,1434.0,23.0,432.0,58.0,518.0,218.0,14929.0,2025-10-16 02:25:26.000,1.19.1,34.0,62.0,45.0,36,True,,memray,conda-forge/memray,2052.0,1944.0,https://pypi.org/project/memray,2025-10-16 02:25:26.000,108.0,13626136.0,13639319.0,https://anaconda.org/conda-forge/memray,2025-12-15 18:21:46.247,619645.0,2.0,,,,,,,,,,,,,,,,,,,,
52,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2025-10-20 02:48:25.000000,2025-10-20 02:48:00,3746.0,,382.0,89.0,273.0,407.0,4723.0,2025-10-11 00:36:33.000,2.2.1,67.0,62.0,438.0,36,True,,invoke,conda-forge/invoke,33807.0,32598.0,https://pypi.org/project/invoke,2025-10-11 00:36:33.000,1209.0,69450825.0,69483020.0,https://anaconda.org/conda-forge/invoke,2025-10-11 01:29:11.650,1996138.0,2.0,,,,,,,,,,,,,,,,,,,,
53,beartype,beartype/beartype,linters,Unbearably fast near-real-time pure-Python runtime-static type-checker.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2026-03-12 09:07:18.000000,2026-03-12 07:02:14,1769.0,77.0,72.0,12.0,78.0,368.0,3374.0,2025-12-13 06:50:28.000,0.22.9,64.0,30.0,108.0,36,True,,beartype,conda-forge/beartype,10731.0,9832.0,https://pypi.org/project/beartype,2025-12-13 06:50:28.000,899.0,56353140.0,56361629.0,https://anaconda.org/conda-forge/beartype,2025-12-14 12:37:53.323,585792.0,1.0,,,,,,,,,,,,,,,,,,,,
54,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2026-03-11 08:45:56.000000,2026-03-11 08:42:59,865.0,114.0,179.0,18.0,169.0,196.0,2529.0,2026-03-04 18:55:31.000,0.10.0,28.0,108.0,112.0,36,True,,tabulate,conda-forge/tabulate,12252.0,,https://pypi.org/project/tabulate,2026-03-04 18:55:31.000,12252.0,163029030.0,163217896.0,https://anaconda.org/conda-forge/tabulate,2026-03-05 17:47:04.179,11520844.0,2.0,,,,,,,,,,,,,,,,,,,,
55,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2026-03-10 16:31:19.000000,2026-03-10 16:31:16,765.0,9.0,153.0,36.0,396.0,154.0,2017.0,2025-09-16 16:40:09.000,3.15.1,66.0,82.0,14.0,36,True,,pytest-mock,conda-forge/pytest-mock,138610.0,129197.0,https://pypi.org/project/pytest-mock,2025-09-16 16:37:25.000,9413.0,80322908.0,80391379.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,4724432.0,2.0,['pytest'],155.0,,,,,,,,,,,,,,,,,,
56,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2026-03-11 19:28:15.000000,2026-03-11 19:28:15,870.0,13.0,174.0,31.0,560.0,226.0,1961.0,2025-11-06 20:10:13.000,3.7.0,114.0,55.0,42.0,36,True,,safety,conda-forge/safety,20729.0,19432.0,https://pypi.org/project/safety,2026-03-10 21:06:52.000,1297.0,4576279.0,4592634.0,https://anaconda.org/conda-forge/safety,2025-11-07 13:05:02.116,160573.0,2.0,,994105.0,,,,,,,,,,,,,,,,,,
57,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2026-02-09 22:32:16.888000,2026-02-09 15:40:11,1147.0,16.0,114.0,18.0,116.0,108.0,666.0,2026-02-09 15:45:21.000,0.8.6,29.0,51.0,13.0,36,True,,parso,conda-forge/parso,595786.0,594657.0,https://pypi.org/project/parso,2026-02-09 15:45:21.000,1129.0,104932956.0,105440750.0,https://anaconda.org/conda-forge/parso,2026-02-09 22:32:16.888,34530032.0,1.0,,,,,,,,,,,,,,,,,,,,
58,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2026-03-10 22:38:00.000000,2026-03-10 22:37:45,3625.0,82.0,3220.0,384.0,1266.0,1833.0,44398.0,2026-03-10 22:38:10.000,2.6.26,100.0,473.0,78.0,35,True,,pyenv,,21.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,,15793.0,15793.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
59,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2026-03-05 17:27:16.000000,2026-03-05 17:27:16,3556.0,114.0,431.0,86.0,428.0,363.0,13312.0,2026-02-15 22:58:20.000,2.1.4,187.0,60.0,156.0,35,True,,scalene,,1041.0,978.0,https://pypi.org/project/scalene,2026-01-31 20:14:13.000,63.0,404736.0,404736.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2026-03-09 19:02:50.000000,2026-01-23 05:47:01,849.0,6.0,516.0,77.0,785.0,731.0,12616.0,2025-09-30 06:35:16.000,1.8.0,66.0,169.0,160.0,35,True,,pipx,conda-forge/pipx,4800.0,4725.0,https://pypi.org/project/pipx,2025-09-30 06:35:05.000,75.0,8291238.0,8306841.0,https://anaconda.org/conda-forge/pipx,2025-10-26 18:37:15.671,201873.0,3.0,,919988.0,,,,,,,,,,,,,,,,,,
61,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-09-03 16:04:18.705000,2023-06-07 11:16:23,408.0,,1380.0,194.0,186.0,256.0,12345.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,534.0,35,False,,pyautogui,conda-forge/pyautogui,57060.0,56026.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,1034.0,2598442.0,2605006.0,https://anaconda.org/conda-forge/pyautogui,2025-09-03 16:04:18.705,426664.0,2.0,,,,,,,,,,,,,,,,,,,,
62,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2026-03-09 22:49:55.000000,2026-01-06 08:15:54,1214.0,8.0,256.0,49.0,230.0,165.0,7660.0,2026-01-04 18:37:22.000,5.1.2,55.0,76.0,27.0,35,True,,pyinstrument,conda-forge/pyinstrument,4349.0,4104.0,https://pypi.org/project/pyinstrument,2026-01-04 18:37:22.000,245.0,10422811.0,10438742.0,https://anaconda.org/conda-forge/pyinstrument,2026-01-04 23:17:44.124,1067414.0,2.0,,,,,,,,,,,,,,,,,,,,
63,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2026-03-11 13:26:40.000000,2026-03-11 13:26:40,28421.0,707.0,1648.0,185.0,6981.0,1081.0,5436.0,2025-05-12 21:41:22.000,4.3.0,146.0,903.0,764.0,35,True,,buildbot,conda-forge/buildbot,427.0,407.0,https://pypi.org/project/buildbot,2025-05-12 21:41:22.000,20.0,43611.0,47175.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,175591.0,3.0,,103583.0,,,,,,,,,,,,,,,,,,
64,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-11-24 13:53:51.000000,2025-11-24 13:53:48,2967.0,,289.0,68.0,270.0,393.0,4665.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,124.0,35,True,,autopep8,conda-forge/autopep8,232239.0,230552.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,1687.0,8464760.0,8502632.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2613169.0,3.0,,,,,,,,,,,,,,,,,,,,
65,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2026-03-12 03:50:51.000000,2026-03-12 03:50:51,1978.0,59.0,309.0,52.0,1671.0,1168.0,4200.0,2026-03-10 21:16:20.000,2.91.1,454.0,125.0,53.0,35,True,pex-tool/pex,pex,,64.0,,https://pypi.org/project/pex,2026-03-10 21:14:30.000,64.0,4433169.0,4467298.0,,,,2.0,,273036.0,,,,,,,,,,,,,,,,,,
66,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2026-03-02 14:36:33.000000,2026-03-02 14:36:08,1057.0,3.0,230.0,40.0,283.0,295.0,2017.0,2025-09-09 10:57:00.000,7.0.0,53.0,102.0,156.0,35,True,,pytest-cov,conda-forge/pytest-cov,48176.0,,https://pypi.org/project/pytest-cov,2025-09-09 10:57:00.000,48176.0,146892326.0,147137460.0,https://anaconda.org/conda-forge/pytest-cov,2025-09-11 17:34:36.964,17159429.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
67,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2026-02-18 20:29:49.000000,2026-02-18 20:29:49,798.0,39.0,179.0,21.0,294.0,135.0,1624.0,2025-11-14 17:33:19.000,3.17.0,42.0,69.0,18.0,35,False,prettytable/prettytable,prettytable,conda-forge/prettytable,83093.0,80152.0,https://pypi.org/project/prettytable,2025-11-14 17:33:19.000,2941.0,42082602.0,42163180.0,https://anaconda.org/conda-forge/prettytable,2025-11-15 09:37:35.891,5157046.0,2.0,,,,,,,,,,,,,,,,,,,,
68,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807000,2025-06-20 18:44:19,579.0,,181.0,27.0,315.0,489.0,1444.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,61.0,35,True,,pyflakes,conda-forge/pyflakes,332059.0,330754.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,1305.0,56404711.0,56571750.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,10022347.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2026-03-09 19:54:25.000000,2026-03-09 19:54:24,641.0,20.0,253.0,22.0,534.0,264.0,769.0,2026-01-19 11:30:07.000,4.2.0,59.0,65.0,187.0,35,True,,pytest-html,conda-forge/pytest-html,59185.0,58088.0,https://pypi.org/project/pytest-html,2026-01-19 11:25:25.000,1097.0,19582762.0,19597692.0,https://anaconda.org/conda-forge/pytest-html,2026-01-21 10:01:29.357,955544.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
70,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2026-03-05 01:36:28.000000,2025-08-18 00:13:24,549.0,,501.0,108.0,407.0,228.0,15020.0,2025-07-31 19:34:11.519,0.4.1,40.0,53.0,226.0,34,True,,py-spy,conda-forge/py-spy,8092.0,7976.0,https://pypi.org/project/py-spy,2025-07-31 19:33:13.000,112.0,16679943.0,16713498.666666666,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,778765.0,2.0,,50317.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,21475.666666666668,506309.0,
71,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2026-02-07 00:51:34.000000,2026-02-07 00:51:27,4910.0,17.0,352.0,48.0,52.0,1787.0,4979.0,2025-12-16 09:50:24.000,9.2.3,373.0,38.0,15.0,34,False,,pyarmor,,2118.0,2013.0,https://pypi.org/project/pyarmor,2025-12-16 09:50:05.000,105.0,835977.0,835977.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
72,mimesis,lk-geimfari/mimesis,testing,Mimesis is a fast Python library for generating fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2026-03-04 10:02:41.000000,2026-01-18 21:51:11,2710.0,38.0,350.0,55.0,1290.0,354.0,4796.0,2026-01-11 09:14:55.000,19.1.0,64.0,130.0,11.0,34,True,,mimesis,conda-forge/mimesis,2350.0,2267.0,https://pypi.org/project/mimesis,2026-01-11 09:14:55.000,83.0,1796273.0,1801723.0,https://anaconda.org/conda-forge/mimesis,2026-01-11 13:15:04.094,370186.0,2.0,,868.0,,,,,,,,,,,,,,,,,,
73,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2026-03-09 04:54:01.000000,2026-03-09 04:54:01,5101.0,85.0,483.0,46.0,1555.0,817.0,3232.0,2026-03-09 04:31:44.000,0.4.1,63.0,197.0,192.0,34,True,,briefcase,,894.0,850.0,https://pypi.org/project/briefcase,2026-03-09 04:31:44.000,44.0,44487.0,44501.0,,,,2.0,,1078.0,,,,,,,,,,,,,,,,,,
74,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2026-03-09 17:30:16.000000,2026-02-16 18:04:02,1611.0,16.0,178.0,33.0,402.0,369.0,2073.0,2026-02-03 12:55:54.000,1.18.0,145.0,98.0,33.0,34,True,prospector-dev/prospector,prospector,conda-forge/prospector,5713.0,5420.0,https://pypi.org/project/prospector,2026-02-03 12:55:54.000,293.0,495362.0,498651.0,https://anaconda.org/conda-forge/prospector,2026-02-03 15:52:16.247,210504.0,1.0,,,,,,,,,,,,,,,,,,,,
75,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2026-03-11 11:11:54.000000,2026-03-11 11:11:40,807.0,14.0,124.0,13.0,196.0,466.0,2064.0,2026-02-07 14:31:43.000,1.0.3,74.0,54.0,7.0,34,True,,mkdocstrings,conda-forge/mkdocstrings,26581.0,24684.0,https://pypi.org/project/mkdocstrings,2026-02-07 14:31:39.000,1897.0,7151975.0,7156773.0,https://anaconda.org/conda-forge/mkdocstrings,2026-02-08 13:03:02.624,311877.0,2.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
76,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2026-02-12 12:57:06.000000,2026-02-12 12:52:51,1519.0,36.0,187.0,46.0,173.0,223.0,2030.0,2026-02-09 07:02:10.000,0.37.0,49.0,70.0,92.0,34,True,,doit,conda-forge/doit,2369.0,2227.0,https://pypi.org/project/doit,2026-02-09 07:02:10.000,142.0,689243.0,696285.0,https://anaconda.org/conda-forge/doit,2026-02-09 22:04:00.322,485939.0,3.0,,,,,,,,,,,,,,,,,,,,
77,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2026-03-12 14:01:10.000000,2026-03-12 14:01:09,746.0,17.0,175.0,18.0,631.0,370.0,1498.0,2026-02-10 04:38:57.000,2026.2.9,34.0,116.0,69.0,34,True,wntrblm/nox,nox,conda-forge/nox,9113.0,7574.0,https://pypi.org/project/nox,2026-02-10 04:38:57.000,1539.0,5354769.0,5362931.0,https://anaconda.org/conda-forge/nox,2026-02-10 21:59:57.424,563178.0,2.0,['pytest'],,,,,,,,,,,,,,,,,,,
78,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2026-03-09 17:37:19.000000,2026-03-09 17:37:19,1268.0,46.0,134.0,19.0,376.0,202.0,822.0,2026-03-02 00:49:50.000,0.16.0,35.0,83.0,43.0,34,True,,nose2,conda-forge/nose2,27387.0,27024.0,https://pypi.org/project/nose2,2026-03-02 00:49:50.000,363.0,632928.0,635254.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,218718.0,2.0,,,,,,,,,,,,,,,,,,,,
79,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2026-02-23 08:10:30.074000,2026-02-10 07:02:07,1319.0,20.0,63.0,5.0,112.0,271.0,615.0,2026-02-09 19:09:44.000,2.0.0,150.0,46.0,30.0,34,True,,griffe,conda-forge/griffe,16015.0,15571.0,https://pypi.org/project/griffe,2026-02-09 19:09:44.000,444.0,28416207.0,28432815.0,https://anaconda.org/conda-forge/griffe,2026-02-23 08:10:30.074,797221.0,2.0,,,,,,,,,,,,,,,,,,,,
80,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2026-03-10 11:01:31.119000,2026-03-09 17:51:11,532.0,58.0,111.0,9.0,428.0,229.0,584.0,2026-03-09 15:39:59.000,3.9.8,113.0,66.0,,34,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,66162.0,59701.0,https://pypi.org/project/sphinx-autodoc-typehints,2026-03-09 15:39:59.000,6461.0,7346155.0,7360883.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2026-03-10 11:01:31.119,1016241.0,2.0,['sphinx'],,,,,,,,,,,,,,,,,,,
