,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-10-14 10:47:33.000,2022-10-14 10:47:31,170.0,25.0,129.0,48.0,108.0,2.0,1702.0,2022-10-14 10:47:40.000,2022.10.13,60.0,9.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2022-10-13 18:37:31.000,2022-10-13 18:37:31,124.0,24.0,3.0,4.0,45.0,2.0,65.0,2022-10-13 18:37:41.000,2022.10.13,30.0,4.0,0,True,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2022-10-20 02:29:17.000,2022-10-18 10:46:47,14724.0,134.0,2149.0,195.0,4792.0,4302.0,9381.0,2022-09-02 11:15:53.605,7.1.3,155.0,827.0,47,True,797.0,pytest,conda-forge/pytest,['pytest'],681771.0,598180.0,https://pypi.org/project/pytest,2022-04-23 14:35:55.000,83591.0,48558603.0,48774263.0,https://anaconda.org/conda-forge/pytest,2022-09-02 18:18:41.232,16174531.0,1.0,,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2022-10-20 12:31:23.000,2022-10-19 06:36:07,13369.0,201.0,2727.0,305.0,5013.0,5599.0,8304.0,2022-07-27 17:30:11.390,22.2.1,125.0,693.0,47,True,974.0,pip,conda-forge/pip,,111983.0,101301.0,https://pypi.org/project/pip,2022-05-31 11:19:58.000,10682.0,115797577.0,116524330.0,https://anaconda.org/conda-forge/pip,2022-10-15 15:49:41.650,54506479.0,1.0,,,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2022-10-20 01:35:14.000,2022-10-17 10:16:33,13316.0,515.0,952.0,87.0,1292.0,1659.0,1821.0,2022-10-14 12:36:38.682,65.5.0,519.0,541.0,45,True,535.0,setuptools,conda-forge/setuptools,,249225.0,212655.0,https://pypi.org/project/setuptools,2022-07-04 02:25:55.000,36570.0,207960845.0,208728945.0,https://anaconda.org/conda-forge/setuptools,2022-10-14 18:17:14.960,57607532.0,1.0,,,,,,,,,,,,,,,,,,,,
7,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-10-18 20:57:11.000,2022-10-18 20:54:25,7942.0,440.0,1774.0,366.0,1584.0,3542.0,23361.0,2022-10-12 20:24:02.175,2022.10.12,336.0,440.0,44,True,255.0,pipenv,conda-forge/pipenv,,42238.0,40996.0,https://pypi.org/project/pipenv,2022-09-08 15:02:03.491,1242.0,6783892.0,6785904.0,https://anaconda.org/conda-forge/pipenv,2022-10-13 01:04:28.930,72449.0,1.0,,,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-10-20 12:42:28.000,2022-10-20 12:42:28,10705.0,339.0,2316.0,222.0,5627.0,6098.0,13985.0,,,96.0,610.0,44,True,2237.0,mypy,conda-forge/mypy,,104023.0,97738.0,https://pypi.org/project/mypy,2022-10-03 14:22:39.864,6285.0,12588042.0,12626860.0,https://anaconda.org/conda-forge/mypy,2022-10-05 00:25:54.532,2290291.0,1.0,,,,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-10-20 04:29:53.000,2022-10-18 20:30:29,5832.0,39.0,1268.0,236.0,585.0,1360.0,8780.0,2022-10-18 20:14:40.197,5.9.3,87.0,187.0,44,True,233.0,psutil,conda-forge/psutil,,228925.0,212968.0,https://pypi.org/project/psutil,2022-09-04 20:17:41.866,15957.0,66134060.0,66338201.0,https://anaconda.org/conda-forge/psutil,2022-10-19 05:12:14.851,15923067.0,1.0,,,,,,,,,,,,,,,,,,,,
