,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
20,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-01-26 18:42:44.000,2021-01-07 18:35:38.000,592.0,522.0,4249.0,2020-05-11 20:02:52.000,2.6.0,11.0,124.0,conda-forge/pycodestyle,,pycodestyle,112.0,1199.0,143176.0,121946.0,https://pypi.org/project/pycodestyle,2020-05-11 20:02:52.000,21230.0,5578831.0,5617590.0,https://anaconda.org/conda-forge/pycodestyle,2020-05-12 17:42:46.576,2170538.0,1.0,,,,,,,,,,
21,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,33,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-02-25 00:18:15.000,2021-02-25 00:18:15.000,233.0,330.0,3701.0,2021-02-04 07:28:23.000,1.5.5,65.0,48.0,conda-forge/autopep8,,autopep8,82.0,2682.0,76274.0,66090.0,https://pypi.org/project/autopep8,2021-02-04 06:08:51.000,10184.0,807965.0,815184.0,https://anaconda.org/conda-forge/autopep8,2021-02-04 08:47:28.848,404315.0,2.0,,,,,,,,,,
22,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-02-23 21:19:29.000,2021-02-23 18:43:10.000,1477.0,457.0,3607.0,2018-10-05 13:20:49.000,0.4.2,23.0,103.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,158.0,1193.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,737714.0,756809.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-01-05 13:49:54.682,1031179.0,1.0,,,,,,,,,,
23,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,32,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-02-25 00:01:03.866,2021-02-24 21:56:13.000,683.0,381.0,23542.0,2021-02-24 21:59:00.000,9.12.0,114.0,77.0,conda-forge/rich,,rich,11.0,1719.0,2569.0,2569.0,https://pypi.org/project/rich,2021-02-20 12:01:08.000,0.0,615078.0,628863.0,https://anaconda.org/conda-forge/rich,2021-02-25 00:01:03.866,96499.0,1.0,,,,,,,,,,
24,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,32,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2021-02-25 01:28:13.000,2021-02-24 20:07:18.000,5279.0,91.0,16327.0,2020-07-01 21:59:00.000,1.1.0,13.0,65.0,conda-forge/numpydoc,['sphinx'],numpydoc,51.0,434.0,31220.0,23872.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000,7348.0,97561.0,112258.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384,720191.0,2.0,,,,,,,,,,
25,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-02-24 18:10:08.000,2021-02-13 19:58:00.000,1102.0,1744.0,14013.0,2020-10-23 20:54:00.000,1.1.4,132.0,254.0,conda-forge/poetry,,poetry,1032.0,1683.0,64.0,,https://pypi.org/project/poetry,2020-10-23 20:54:00.000,64.0,761472.0,913007.0,https://anaconda.org/conda-forge/poetry,2020-12-14 11:33:01.818,169661.0,2.0,5083823.0,,,,,,,,,
26,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-02-25 14:36:04.000,2021-02-25 14:35:09.000,1421.0,917.0,5647.0,2021-02-24 17:24:29.000,7.0.1,187.0,102.0,conda-forge/mkdocs-material,['mkdocs'],mkdocs-material,11.0,3109.0,6966.0,5464.0,https://pypi.org/project/mkdocs-material,2021-02-24 17:25:05.000,1502.0,161832.0,163139.0,https://anaconda.org/conda-forge/mkdocs-material,2021-02-24 19:05:32.863,27447.0,2.0,,,,,,,,,,
27,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-02-24 04:06:10.000,2021-02-23 16:58:27.000,1004.0,5990.0,4026.0,2020-11-12 17:08:48.000,4.9.2,100.0,347.0,conda-forge/conda,,conda,1868.0,15589.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,19162.0,318892.0,https://anaconda.org/conda-forge/conda,2020-11-12 21:09:02.264,16185430.0,2.0,,,,,,,,,,
28,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-02-22 16:42:27.000,2021-02-22 16:42:26.000,878.0,1058.0,3807.0,2021-02-01 09:17:59.000,20.4.2,157.0,171.0,conda-forge/virtualenv,,virtualenv,52.0,,34422.0,,https://pypi.org/project/virtualenv,2021-02-01 09:17:59.000,34422.0,6178217.0,6192263.0,https://anaconda.org/conda-forge/virtualenv,2021-02-01 11:16:19.980,660205.0,2.0,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-02-15 11:55:51.000,2020-12-31 16:25:35.000,280.0,357.0,3172.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,conda-forge/invoke,,invoke,303.0,3499.0,11668.0,7066.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,583637.0,587845.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,244092.0,1.0,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-02-16 10:33:50.000,2021-02-11 16:44:36.000,307.0,363.0,3015.0,2020-12-13 02:48:28.000,1.7.0,31.0,130.0,conda-forge/bandit,,bandit,162.0,1166.0,8288.0,5934.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,510506.0,512665.0,https://anaconda.org/conda-forge/bandit,2020-10-11 11:23:21.028,45350.0,1.0,23.0,,,,,,,,,
31,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-01-29 17:51:06.000,2021-01-20 10:45:57.000,136.0,187.0,964.0,2021-01-20 10:46:34.000,2.11.1,40.0,62.0,conda-forge/pytest-cov,['pytest'],pytest-cov,91.0,797.0,122522.0,79128.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,3678986.0,3717009.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2243383.0,1.0,,,,,,,,,,
32,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-02-24 06:28:45.000,2021-02-21 21:55:40.000,65.0,83.0,381.0,2020-12-10 15:10:14.000,0.8.1,24.0,38.0,conda-forge/parso,,parso,7.0,1067.0,121750.0,110386.0,https://pypi.org/project/parso,2020-12-10 15:10:14.000,11364.0,6585313.0,6672243.0,https://anaconda.org/conda-forge/parso,2020-12-10 16:40:55.258,3303359.0,1.0,,,,,,,,,,
33,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-02-08 23:37:38.000,2021-02-08 23:37:31.000,84.0,286.0,226.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,conda-forge/wheel,,wheel,20.0,729.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,33536723.0,33818185.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,15480411.0,1.0,,,,,,,,,,
34,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-02-19 03:59:53.000,2020-12-19 16:17:53.000,368.0,308.0,8266.0,2020-09-20 07:56:32.000,0.5.3,17.0,28.0,conda-forge/loguru,,loguru,45.0,545.0,5815.0,5473.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,412548.0,417158.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,110647.0,2.0,,,,,,,,,,
35,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,31,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-02-25 12:09:53.000,2021-02-25 12:09:53.000,1600.0,3598.0,7716.0,2021-01-13 13:13:08.000,4.2,27.0,392.0,conda-forge/pyinstaller,,pyinstaller,405.0,7682.0,14746.0,14746.0,https://pypi.org/project/pyinstaller,2021-01-13 13:12:03.000,0.0,218646.0,229863.0,https://anaconda.org/conda-forge/pyinstaller,2021-02-02 18:07:09.778,198749.0,1.0,676814.0,,,,,,,,,
36,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-02-24 03:20:34.000,2021-02-24 03:20:33.000,403.0,1030.0,5541.0,2021-02-06 21:24:48.000,2.10.1,156.0,115.0,conda-forge/pre-commit,,pre-commit,24.0,1952.0,2136.0,,https://pypi.org/project/pre-commit,2021-02-06 21:21:49.000,2136.0,1146356.0,1167636.0,https://anaconda.org/conda-forge/pre-commit,2021-02-23 13:54:04.999,381975.0,1.0,2487.0,,,,,,,,,
37,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-02-24 21:40:09.000,2021-02-24 06:07:32.000,411.0,588.0,4772.0,2020-12-30 17:05:11.000,5.5.0,90.0,139.0,conda-forge/pip-tools,,pip-tools,119.0,1472.0,3252.0,,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,719724.0,720494.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,7701.0,2.0,,,,,,,,,,
38,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-01-20 09:23:22.014,2021-01-20 07:44:52.000,192.0,166.0,2791.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,conda-forge/freezegun,,freezegun,60.0,521.0,15652.0,7300.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,1226763.0,1229863.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,182917.0,2.0,,,,,,,,,,
39,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-02-25 13:08:56.000,2020-10-21 09:03:20.000,123.0,102.0,1351.0,2020-10-01 14:13:50.000,0.13.4,37.0,44.0,conda-forge/ipdb,,ipdb,50.0,312.0,41726.0,24828.0,https://pypi.org/project/ipdb,2020-10-01 14:13:50.000,16898.0,610474.0,613071.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,142846.0,1.0,,,,,,,,,,
40,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-02-24 21:25:20.000,2021-02-21 21:35:18.000,233.0,304.0,1092.0,2020-12-24 11:05:10.000,3.3.0,41.0,100.0,conda-forge/twine,,twine,38.0,943.0,52662.0,35158.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,660566.0,664613.0,https://anaconda.org/conda-forge/twine,2021-02-13 03:56:28.078,218542.0,2.0,,,,,,,,,,
41,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-02-19 19:37:23.000,2021-01-05 16:04:38.000,135.0,323.0,986.0,2020-04-10 03:52:17.000,2.2.0,28.0,74.0,conda-forge/pyflakes,,pyflakes,92.0,504.0,105651.0,79153.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,4169714.0,4206956.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,2085559.0,2.0,,,,,,,,,,
42,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,31,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-02-23 20:02:22.000,2021-02-22 14:40:46.000,186.0,357.0,854.0,2021-02-18 14:47:04.000,0.20.3,126.0,87.0,conda-forge/sentry-sdk,,sentry-sdk,133.0,1201.0,10239.0,9253.0,https://pypi.org/project/sentry-sdk,2021-02-18 14:46:46.000,986.0,2232750.0,2235268.0,https://anaconda.org/conda-forge/sentry-sdk,2021-02-18 16:32:52.126,63962.0,2.0,4373.0,,,,,,,,,
43,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2021-02-23 18:29:25.000,2021-02-22 07:39:58.000,60.0,54.0,707.0,2021-02-22 07:34:12.000,0.8.9,25.0,66.0,conda-forge/tabulate,,tabulate,27.0,496.0,45816.0,37714.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,8102.0,6798093.0,6812013.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,793458.0,2.0,,1.0,,,,,,,,
