,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
55,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,30,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000000,2022-01-06 13:44:03.000000,2022-01-06 13:44:03.000000,91.0,102.0,844.0,2021-10-15 23:29:49.000000,0.16.0,21.0,28.0,81.0,pytest-asyncio,conda-forge/pytest-asyncio,187.0,20948.0,18920.0,https://pypi.org/project/pytest-asyncio,2021-10-15 23:29:49.000000,2028.0,1832912.0,1846169.0,https://anaconda.org/conda-forge/pytest-asyncio,2021-10-18 14:13:21.673000,742414.0,2.0,['pytest'],,,,,,,,,,,,,,,
56,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,30,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-12-30 21:16:07.000000,2021-12-30 21:16:07.000000,152.0,199.0,836.0,2021-05-17 20:37:45.000000,6.1.1,17.0,77.0,79.0,pydocstyle,conda-forge/pydocstyle,719.0,25896.0,21976.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,1647340.0,1654834.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,494635.0,2.0,,,56.0,,,,,,,,,,,,,
57,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,30,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000000,2022-01-05 13:41:47.000000,2022-01-05 13:41:29.000000,100.0,188.0,737.0,2022-01-05 13:43:27.000000,4.0.0,99.0,40.0,10.0,progressbar2,conda-forge/progressbar2,904.0,16386.0,14190.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000000,2196.0,3389781.0,3395865.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844000,381433.0,2.0,,,1634.0,,,,,1.0,,,,,,,,
58,coveralls-python,https://github.com/TheKevJames/coveralls-python,,Show coverage stats online via coveralls.io.,testing,30,True,TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000000,2021-12-31 03:34:56.000000,2021-11-11 20:58:33.000000,185.0,143.0,466.0,2021-11-11 21:00:03.000000,3.3.1,42.0,63.0,5.0,coveralls,,444.0,37005.0,19997.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000000,17008.0,414217.0,414217.0,,,,2.0,['pytest'],,,,,,,,,,,,,,,
59,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,30,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2022-01-05 08:53:51.000000,2022-01-03 19:55:22.000000,103.0,300.0,290.0,2021-12-22 12:22:00.000000,0.37.1,66.0,64.0,29.0,wheel,conda-forge/wheel,,62544.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000000,62544.0,93612167.0,93981816.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622000,24396850.0,2.0,,,,,,,,,,,,,,,,
60,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,30,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000000,2022-01-01 12:42:42.000000,2022-01-01 12:42:41.000000,51.0,83.0,195.0,2021-12-03 22:29:41.000000,1.5.1,31.0,24.0,6.0,typed_ast,,190.0,10362.0,,https://pypi.org/project/typed_ast,2021-12-03 22:29:41.000000,10362.0,10660105.0,10660105.0,,,,1.0,,,,,,,,,,,,,,,,
61,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,29,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000000,2021-10-26 21:47:41.376000,2021-10-19 08:01:13.000000,331.0,353.0,2723.0,2018-05-05 15:05:40.000000,2.11.1,36.0,117.0,157.0,factory_boy,conda-forge/factory_boy,892.0,4256.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000000,4256.0,1568688.0,1570073.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376000,88664.0,2.0,,,,,,,,,,,,,,,,
62,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,29,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000000,2021-12-21 04:52:07.000000,2021-12-21 04:51:48.000000,143.0,200.0,1271.0,2021-12-11 04:51:26.000000,0.34.0,44.0,62.0,63.0,doit,conda-forge/doit,1406.0,1307.0,841.0,https://pypi.org/project/doit,2021-12-11 04:51:26.000000,466.0,157226.0,158687.0,https://anaconda.org/conda-forge/doit,2021-12-12 01:24:04.853000,71621.0,2.0,,,,,,,,,,,,,,,,
63,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,29,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000000,2021-12-27 21:58:56.000000,2021-12-27 21:58:55.000000,100.0,94.0,1245.0,2021-05-18 11:53:27.000000,3.6.1,52.0,54.0,13.0,pytest-mock,conda-forge/pytest-mock,,28218.0,22038.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000000,6180.0,4403201.0,4423437.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653000,1335581.0,2.0,['pytest'],,,,,,,,,,,,,,,
64,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,29,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000000,2022-01-01 23:31:47.000000,2022-01-01 23:31:47.000000,55.0,69.0,660.0,2021-11-29 19:56:14.000000,21.11.29,38.0,46.0,42.0,flake8-bugbear,conda-forge/flake8-bugbear,189.0,7268.0,6228.0,https://pypi.org/project/flake8-bugbear,2021-11-29 19:56:14.000000,1040.0,921828.0,940431.0,https://anaconda.org/conda-forge/flake8-bugbear,2021-11-29 22:51:30.414000,539513.0,2.0,['flake8'],,,,,,,,,,,,,,,
65,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,29,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000000,2021-12-29 13:22:24.000000,2021-12-28 13:09:32.000000,147.0,357.0,568.0,2021-09-14 23:59:31.000000,4.31.0,60.0,99.0,121.0,breathe,conda-forge/breathe,1573.0,7649.0,5641.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000000,2008.0,169061.0,173049.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185000,250048.0,2.0,,,175.0,,,,,,,,,,,,,
66,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,29,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2022-01-03 22:16:54.000000,2022-01-03 22:16:46.000000,104.0,156.0,490.0,2022-01-02 12:01:55.000000,2.5.0,50.0,62.0,32.0,pylint-django,conda-forge/pylint-django,589.0,18286.0,16040.0,https://pypi.org/project/pylint-django,2022-01-02 12:00:47.000000,2246.0,528522.0,529892.0,https://anaconda.org/conda-forge/pylint-django,2021-09-27 16:49:16.482000,88624.0,2.0,['pylint'],,204.0,,,,,1.0,,,,,,,,
67,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,29,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000000,2021-12-02 12:20:18.000000,2021-01-23 03:26:17.000000,181.0,180.0,459.0,2020-12-13 15:24:58.000000,3.1.1,44.0,43.0,94.0,pytest-html,conda-forge/pytest-html,376.0,15543.0,14559.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000000,984.0,1469739.0,1473277.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698000,198137.0,2.0,['pytest'],,,,,,,,,,,,,,,
68,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,29,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000000,2021-12-15 14:19:16.815000,2021-04-02 23:49:37.000000,42.0,34.0,446.0,2017-01-26 22:13:14.000000,0.6.1,12.0,21.0,6.0,mccabe,conda-forge/mccabe,142.0,267863.0,236853.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000000,31010.0,15260006.0,15316226.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536000,3766772.0,1.0,,,,,,,,,,,,,,,,
69,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,29,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-11-15 08:20:52.503000,2021-11-13 21:38:20.000000,25.0,25.0,118.0,2021-11-13 21:39:31.000000,0.5.3,20.0,10.0,1.0,gast,conda-forge/gast,92.0,77192.0,73804.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000000,3388.0,11402434.0,11433215.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503000,1354391.0,2.0,,,,,,,,,,,,,,,,
70,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,28,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000000,2021-09-14 17:19:37.000000,2021-09-11 09:46:36.000000,915.0,95.0,14842.0,2021-09-11 09:50:56.000000,1.0.0,55.0,26.0,18.0,pysnooper,conda-forge/pysnooper,300.0,582.0,536.0,https://pypi.org/project/pysnooper,2021-09-11 09:50:56.000000,46.0,135030.0,136383.0,https://anaconda.org/conda-forge/pysnooper,2021-05-19 12:14:49.747000,43306.0,1.0,,,,,,,,,,,,,,,,
71,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,28,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000000,2022-01-04 18:45:14.000000,2022-01-04 18:45:12.000000,283.0,166.0,7774.0,2021-11-13 01:54:19.000000,0.3.11,34.0,29.0,71.0,py-spy,,433.0,50.0,,https://pypi.org/project/py-spy,2021-11-13 01:54:19.000000,50.0,491552.0,491795.0,,,,2.0,,,7305.0,,,,,,,py-spy,,,,,,
72,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,28,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000000,2022-01-06 07:39:12.000000,2022-01-05 10:48:43.000000,353.0,954.0,6260.0,2021-12-02 18:06:01.000000,0.6.18,172.0,109.0,182.0,nuitka,conda-forge/nuitka,8525.0,54.0,,https://pypi.org/project/nuitka,2021-12-30 08:43:42.000000,54.0,21866.0,26607.0,https://anaconda.org/conda-forge/nuitka,2021-12-31 03:25:04.258000,327154.0,1.0,,,,,,,,,,,,,,,,
73,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,28,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000000,2022-01-06 12:12:41.000000,2022-01-06 12:12:38.000000,280.0,296.0,3443.0,2021-12-11 10:48:13.000000,5.2.1,33.0,110.0,2.0,mimesis,,2113.0,84.0,,https://pypi.org/project/mimesis,2021-12-11 10:48:13.000000,84.0,84798.0,84800.0,,,,2.0,,,186.0,,,,,,,,,,,,,
74,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,28,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000000,2022-01-01 13:13:34.000000,2022-01-01 13:13:33.000000,188.0,150.0,2287.0,2021-11-01 21:53:28.000000,2021.2.2,72.0,81.0,139.0,pudb,conda-forge/pudb,,4210.0,2784.0,https://pypi.org/project/pudb,2021-11-01 21:53:28.000000,1426.0,146581.0,148290.0,https://anaconda.org/conda-forge/pudb,2021-08-21 21:47:40.449000,112843.0,1.0,,,,,,,,,,,,,,,,
75,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,28,True,hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000000,2022-01-03 22:24:09.000000,2022-01-03 17:15:11.000000,151.0,179.0,1877.0,2021-12-16 12:54:47.000000,21.5.0,27.0,84.0,27.0,structlog,conda-forge/structlog,,1206.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000000,1206.0,2659224.0,2661598.0,https://anaconda.org/conda-forge/structlog,2021-11-29 03:24:33.105000,156745.0,2.0,,,,,,,,,,,,,,,,
76,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,28,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000000,2022-01-05 03:53:49.000000,2021-12-15 19:25:34.000000,409.0,118.0,1363.0,,,8.0,80.0,56.0,pyelftools,conda-forge/pyelftools,584.0,3728.0,2844.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000000,884.0,658015.0,659157.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901000,79962.0,1.0,,,,,,,,,,,,,,,,
77,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,28,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579000,2022-01-03 16:32:38.000000,2022-01-02 21:38:59.000000,254.0,2662.0,1308.0,2021-08-05 19:31:22.000000,4.2.0,14.0,139.0,655.0,scons,conda-forge/scons,7673.0,50.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000000,50.0,172842.0,177203.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201000,252306.0,3.0,,,384.0,,,,,,,,,,,,,
78,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,28,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000000,2021-12-15 14:08:03.854000,2021-08-08 13:24:47.000000,97.0,136.0,1277.0,2021-08-08 13:25:20.000000,5.1.0,54.0,49.0,21.0,radon,conda-forge/radon,521.0,3288.0,2190.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854000,1098.0,223796.0,224521.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415000,36980.0,2.0,,,,,,,,,,,,,,,,
79,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,28,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000000,2021-11-30 16:43:01.000000,2021-04-28 19:57:23.000000,99.0,75.0,1180.0,2021-01-15 19:34:46.000000,1.10.3,38.0,35.0,45.0,safety,conda-forge/safety,372.0,3821.0,3277.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000000,544.0,624044.0,630058.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958000,25976.0,2.0,,,114483.0,,,,,,,,,,,,,
80,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,28,True,klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000000,2021-12-15 07:32:14.000000,2021-12-15 07:30:45.000000,86.0,89.0,836.0,2021-12-15 07:32:14.000000,8.3.6,112.0,45.0,34.0,pylama,,807.0,4191.0,3187.0,https://pypi.org/project/pylama,2021-12-15 07:32:14.000000,1004.0,93588.0,93588.0,,,,2.0,,,,,,,,,,,,,,,,
81,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,28,False,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000000,2021-12-31 11:59:53.000000,2020-10-24 18:04:51.000000,56.0,69.0,814.0,2020-07-06 18:40:33.000000,0.9.4,26.0,36.0,35.0,pytest-sugar,conda-forge/pytest-sugar,344.0,13423.0,8843.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000000,4580.0,478862.0,481144.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029000,120953.0,2.0,['pytest'],,,,,,,,,,,,,,,
82,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,28,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000000,2021-12-15 13:51:36.167000,2021-12-08 13:47:41.000000,53.0,38.0,784.0,2021-10-05 13:05:13.000000,1.3.3,19.0,27.0,17.0,yappi,conda-forge/yappi,655.0,1146.0,506.0,https://pypi.org/project/yappi,2021-12-15 13:51:36.167000,640.0,1055806.0,1057549.0,https://anaconda.org/conda-forge/yappi,2021-11-07 16:26:03.838000,95894.0,2.0,,,,,,,,,,,,,,,,
83,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,28,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000000,2021-11-09 08:26:36.253000,2021-11-08 16:54:56.000000,76.0,71.0,725.0,2021-11-08 16:58:17.000000,6.6.0,63.0,30.0,,colorlog,conda-forge/colorlog,,16602.0,12936.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000000,3666.0,4928594.0,4935255.0,https://anaconda.org/conda-forge/colorlog,2021-11-09 08:26:36.253000,459641.0,2.0,,,,,,,,,,,,,,,,
84,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,28,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-12-15 03:45:47.000000,2021-10-27 00:10:12.000000,84.0,75.0,629.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,astor,conda-forge/astor,262.0,3756.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,3756.0,4860092.0,4885184.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1430274.0,3.0,,,,,,,,,,,,,,,,
85,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,28,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000000,2021-12-16 22:17:03.000000,2021-12-16 22:16:57.000000,172.0,217.0,526.0,2021-11-25 21:08:56.000000,2.13.6,117.0,90.0,133.0,zc.buildout,,1650.0,1974.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000000,1974.0,124138.0,124138.0,,,,3.0,,,,,,,,,,,,,,,,
86,wasabi,https://github.com/ines/wasabi,,A lightweight console printing and formatting toolkit.,logging,28,True,ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000000,2021-12-07 08:28:14.218000,2021-12-06 13:51:43.000000,20.0,3.0,316.0,2021-12-06 13:54:33.000000,0.9.0,35.0,7.0,3.0,wasabi,conda-forge/wasabi,224.0,15890.0,15476.0,https://pypi.org/project/wasabi,2021-12-06 14:21:35.000000,414.0,4721667.0,4737494.0,https://anaconda.org/conda-forge/wasabi,2021-12-07 08:28:14.218000,553957.0,2.0,,,,,,,,,,,,,,,,
87,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2021-10-07 10:15:47.000000,2021-10-07 08:43:54.000000,66.0,,221.0,2021-04-21 10:37:50.000000,4.1.0,37.0,182.0,,hacking,,1053.0,8690.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,8690.0,479891.0,479891.0,,,,2.0,['flake8'],,,,,,,,,,,,,,,
88,astunparse,https://github.com/simonpercivall/astunparse,,An AST unparser for Python.,ast,28,False,simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000000,2021-12-05 16:31:05.000000,2019-12-22 18:11:19.000000,42.0,21.0,175.0,2019-12-22 18:12:11.000000,1.6.3,11.0,10.0,18.0,astunparse,conda-forge/astunparse,86.0,35024.0,34842.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000000,182.0,6404046.0,6414177.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426000,557253.0,3.0,,,,,,,,,,,,,,,,
89,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,27,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2022-01-05 23:21:59.000000,2022-01-05 23:21:10.000000,1736.0,4072.0,8724.0,2021-11-10 11:31:07.000000,4.7,33.0,417.0,327.0,pyinstaller,conda-forge/pyinstaller,8019.0,0.0,,https://pypi.org/project/pyinstaller,2021-11-10 11:29:41.000000,0.0,575012.0,586560.0,https://anaconda.org/conda-forge/pyinstaller,2021-11-13 17:34:17.088000,285190.0,2.0,,,722733.0,,,,,,,,,,,,,
90,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,27,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000000,2021-11-05 18:08:14.000000,2021-06-11 17:11:55.000000,1356.0,2371.0,3290.0,2017-05-30 10:07:57.000000,0.11.1,730.0,482.0,835.0,coala-bears,,4487.0,218.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000000,208.0,4207.0,4208.0,,,,2.0,,,147.0,,,,,,,,,,,,,
91,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000000,2021-12-18 13:38:58.000000,2021-12-18 13:35:40.000000,329.0,104.0,3258.0,2018-08-16 03:16:49.000000,0.54.0,52.0,91.0,111.0,memory_profiler,,648.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000000,534.0,413586.0,413586.0,,,,2.0,,,,,,,,,,,,,,,,
92,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,True,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000000,2022-01-02 22:07:12.000000,2021-12-31 03:04:13.000000,593.0,132.0,1645.0,2016-11-25 22:13:29.000000,4.0.515,36.0,357.0,232.0,diamond,,3253.0,131.0,69.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000000,62.0,48123.0,48123.0,,,,2.0,,,,,,,,,,,,,,,,
93,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000000,2022-01-03 12:09:44.000000,2022-01-03 12:09:44.000000,145.0,236.0,1561.0,2021-12-08 10:44:47.000000,1.5.3.1,104.0,78.0,53.0,prospector,conda-forge/prospector,1128.0,1138.0,,https://pypi.org/project/prospector,2021-12-08 10:45:17.000000,1138.0,367594.0,368015.0,https://anaconda.org/conda-forge/prospector,2021-11-05 14:49:56.765000,27413.0,2.0,,,,,,,,,,,,,,,,
94,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,27,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2021-11-08 14:01:49.000000,2021-11-08 13:47:19.000000,239.0,412.0,1349.0,2021-10-14 07:45:09.000000,0.13.3,650.0,36.0,89.0,pybuilder,,1378.0,110.0,,https://pypi.org/project/pybuilder,2021-11-08 14:01:49.000000,110.0,15026.0,15026.0,,,,3.0,,,,,,,,,,,,,,,,
95,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,27,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000000,2022-01-05 10:13:55.000000,2022-01-05 10:13:51.000000,157.0,635.0,1301.0,2022-01-02 05:08:20.000000,7.3.0,240.0,17.0,9.0,pyarmor,,3351.0,347.0,337.0,https://pypi.org/project/pyarmor,2022-01-02 05:08:20.000000,10.0,61730.0,61730.0,,,,2.0,,,,,,,,,,,,,,,,
96,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,27,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000000,2022-01-06 13:54:58.000000,2022-01-04 09:05:15.000000,162.0,136.0,934.0,2021-10-25 16:25:47.000000,5.0.0,91.0,45.0,135.0,pytest-bdd,conda-forge/pytest-bdd,691.0,268.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000000,268.0,195320.0,196630.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114000,41932.0,2.0,['pytest'],,,,,,,,,,,,,,,
97,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,27,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000000,2021-12-29 11:53:11.000000,2021-12-29 11:52:34.000000,75.0,50.0,852.0,2021-12-22 16:55:15.000000,1.0.1,17.0,29.0,40.0,pympler,conda-forge/pympler,474.0,478.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000000,478.0,951058.0,954081.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935000,175377.0,2.0,,,,,,,,,,,,,,,,
98,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000000,2022-01-04 10:08:05.000000,2022-01-03 21:14:45.000000,134.0,201.0,697.0,2021-01-27 21:57:28.000000,0.10.0,26.0,71.0,55.0,nose2,conda-forge/nose2,1008.0,6321.0,4383.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000000,1938.0,384622.0,385573.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004000,41855.0,2.0,,,,,,,,,,,,,,,,
