,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
99,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,27,True,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000000,2021-10-02 23:08:01.000000,2021-10-02 23:08:01.000000,206.0,81.0,577.0,2021-09-12 03:26:49.000000,0.8.0,57.0,38.0,56.0,sphinx-bootstrap-theme,,396.0,976.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000000,976.0,245789.0,245789.0,,,,2.0,['sphinx'],,,,,,,,,,,,,,,
100,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,27,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-10-26 05:16:28.000000,2021-10-04 22:40:52.000000,100.0,38.0,401.0,2021-10-04 22:43:34.000000,1.4.4,28.0,36.0,15.0,ddt,conda-forge/ddt,222.0,6397.0,3913.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000000,2484.0,226073.0,227214.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,66234.0,2.0,,,,,,,,,,,,,,,,
101,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,27,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000000,2022-01-05 16:47:01.000000,2021-10-18 03:34:23.000000,34.0,92.0,370.0,2021-10-18 03:40:35.000000,1.8.1,48.0,22.0,47.0,darglint,conda-forge/darglint,504.0,1503.0,1483.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000000,20.0,191864.0,192860.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449000,27913.0,2.0,,,,,,,,,,,,,,,,
102,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,27,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000000,2021-12-03 11:26:42.000000,2021-12-03 11:26:42.000000,40.0,40.0,114.0,2021-10-14 11:43:49.000000,4.1.1,33.0,30.0,13.0,flake8-isort,conda-forge/flake8-isort,274.0,5333.0,4405.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000000,928.0,456759.0,457302.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684000,14680.0,2.0,['flake8'],,,,,,,,,,,,,,,
103,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,26,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000000,2022-01-05 20:46:07.000000,2022-01-05 20:46:06.000000,2263.0,1346.0,25707.0,2021-12-22 06:48:56.000000,2.2.3,53.0,355.0,31.0,pyenv,,2788.0,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000000,1.0,6142.0,6142.0,,,,2.0,,,,,,,,,,,,,,,,
104,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,26,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000000,2022-01-05 20:08:54.000000,2021-09-06 05:46:27.000000,481.0,164.0,8365.0,2021-09-06 05:59:07.000000,0.15.0.1,93.0,38.0,118.0,gdbgui,,427.0,131.0,129.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000000,2.0,116341.0,116702.0,,,,2.0,,,6512.0,,,,,,,,,,,,,
105,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,26,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2021-12-27 18:50:15.000000,2021-12-10 00:36:07.000000,498.0,512.0,5655.0,2021-12-02 23:05:00.000000,1.17.2,67.0,21.0,27.0,playwright,,,657.0,657.0,https://pypi.org/project/playwright,2021-12-02 23:05:00.000000,0.0,178389.0,178389.0,,,,3.0,,,,,,,,,,,,,,,,
106,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,26,True,plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000000,2022-01-04 20:31:31.000000,2022-01-04 20:31:27.000000,167.0,119.0,4893.0,2021-10-21 20:35:42.000000,1.3.16,115.0,23.0,38.0,scalene,,2149.0,76.0,76.0,https://pypi.org/project/scalene,2021-10-21 20:35:42.000000,0.0,3704.0,3704.0,,,,3.0,,,,,,,,,,,,,,,,
107,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,26,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000000,2022-01-05 17:15:38.000000,2021-12-17 14:51:42.000000,164.0,79.0,4033.0,2021-11-14 19:24:48.000000,4.1.1,36.0,38.0,15.0,pyinstrument,conda-forge/pyinstrument,,603.0,467.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000000,136.0,207317.0,208766.0,https://anaconda.org/conda-forge/pyinstrument,2021-11-15 12:40:54.294000,92786.0,3.0,,,,,,,,,,,,,,,,
108,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,26,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151000,2022-01-06 07:41:25.000000,2022-01-06 07:41:24.000000,250.0,22.0,3527.0,2021-12-30 14:39:07.000000,3.4.0,8.0,27.0,29.0,line_profiler,conda-forge/line_profiler,,692.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000000,692.0,111264.0,114539.0,https://anaconda.org/conda-forge/line_profiler,2021-11-13 04:18:41.049000,222705.0,3.0,,,,,,,,,,,,,,,,
109,detect-secrets,https://github.com/Yelp/detect-secrets,,An enterprise friendly way of detecting and preventing secrets in code.,security,26,True,Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000000,2021-12-07 14:12:45.000000,2021-11-15 18:55:16.000000,244.0,154.0,2106.0,2021-04-14 21:25:44.000000,1.1.0,34.0,53.0,83.0,detect-secrets,,1100.0,34.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000000,34.0,218043.0,218043.0,,,,3.0,,,,,,,,,,,,,,,,
110,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,26,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000000,2021-12-27 17:24:13.000000,2021-09-22 08:42:01.000000,78.0,54.0,2049.0,2021-08-23 20:42:56.000000,1.3.0,26.0,16.0,38.0,notifiers,,426.0,210.0,204.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000000,6.0,299860.0,299860.0,,,,3.0,,,,,,,,,,,,,,,,
111,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,26,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000000,2021-12-23 18:07:40.000000,2021-12-23 17:35:53.000000,212.0,629.0,2011.0,2021-12-23 18:09:12.000000,2.1.61,150.0,101.0,146.0,pex,,,230.0,,https://pypi.org/project/pex,2021-12-23 18:07:40.000000,230.0,152824.0,163605.0,,,,2.0,,,549873.0,,,,,,,,,,,,,
112,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,26,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647000,2022-01-03 17:23:29.000000,2022-01-03 17:23:29.000000,93.0,138.0,1980.0,2021-01-16 17:51:40.000000,2.3,42.0,30.0,15.0,vulture,conda-forge/vulture,683.0,1706.0,1346.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000000,360.0,171801.0,172584.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062000,50928.0,2.0,,,,,,,,,,,,,,,,
113,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,26,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-12-04 10:32:13.000000,2021-11-27 18:29:02.000000,46.0,116.0,842.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,pdbpp,conda-forge/pdbpp,698.0,3506.0,2478.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,1028.0,179998.0,181265.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,67181.0,2.0,,,,,,,,,,,,,,,,
114,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000000,2021-12-15 15:32:37.134000,2021-06-14 13:01:06.000000,92.0,78.0,841.0,2021-04-17 19:47:26.000000,3.4.1,42.0,34.0,78.0,pytest-benchmark,conda-forge/pytest-benchmark,986.0,3181.0,2451.0,https://pypi.org/project/pytest-benchmark,2021-04-17 19:47:26.000000,730.0,296555.0,312727.0,https://anaconda.org/conda-forge/pytest-benchmark,2021-04-18 21:19:04.860000,1132071.0,3.0,['pytest'],,,,,,,,,,,,,,,
115,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,26,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000000,2022-01-03 15:04:31.000000,2021-12-10 21:05:38.000000,69.0,150.0,781.0,2021-12-10 21:09:37.000000,2.13.3,45.0,19.0,29.0,typeguard,conda-forge/typeguard,266.0,158.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000000,158.0,8522607.0,8524497.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312000,68049.0,2.0,,,,,,,,,,,,,,,,
116,pdoc3,https://github.com/pdoc3/pdoc,,Auto-generate API documentation for Python projects.,documentation,26,True,pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000000,2021-11-08 07:00:59.000000,2021-09-24 14:45:57.000000,117.0,184.0,762.0,2021-08-03 14:51:19.000000,0.10.0,34.0,56.0,87.0,pdoc3,,569.0,1290.0,1200.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000000,90.0,170383.0,170383.0,,,,2.0,,,,,,,,,,,,,,,,
117,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,26,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000000,2021-12-08 10:01:20.000000,2019-06-15 20:36:43.000000,50.0,42.0,613.0,2018-05-20 19:52:16.000000,4.2.0,17.0,16.0,39.0,pytest-watch,conda-forge/pytest-watch,183.0,4018.0,3236.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000000,782.0,218609.0,219726.0,https://anaconda.org/conda-forge/pytest-watch,2021-08-21 18:28:52.305000,53631.0,3.0,['pytest'],,,,,,,,,,,,,,,
118,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,26,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000000,2021-12-27 22:28:00.000000,2021-12-27 22:27:58.000000,91.0,50.0,594.0,2021-12-12 20:12:38.000000,2.0.3,23.0,37.0,19.0,pyhamcrest,conda-forge/pyhamcrest,,3392.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000000,3392.0,799870.0,805522.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148000,384349.0,3.0,,,,,,,,,,,,,,,,
119,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,26,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000000,2022-01-06 11:32:46.000000,2022-01-03 21:27:51.000000,148.0,290.0,531.0,2021-09-11 19:20:03.000000,6.3.2,47.0,96.0,82.0,setuptools_scm,conda-forge/setuptools_scm,,694.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000000,694.0,13133159.0,13145244.0,https://anaconda.org/conda-forge/setuptools_scm,2021-09-11 22:03:30.037000,845956.0,3.0,,,,,,,,,,,,,,,,
120,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,26,False,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000000,2021-09-01 03:13:36.000000,2020-12-27 17:36:40.000000,50.0,33.0,465.0,2019-08-04 15:14:24.000000,1.3.1,36.0,17.0,33.0,autoflake,conda-forge/autoflake,439.0,4127.0,3547.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000000,580.0,535586.0,542681.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374000,234151.0,2.0,,,,,,,,,,,,,,,,
121,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,26,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000000,2021-06-11 10:22:42.000000,2021-06-11 10:22:09.000000,37.0,49.0,446.0,2021-06-11 10:22:42.000000,15.0.1,63.0,16.0,25.0,coloredlogs,,273.0,12025.0,9929.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000000,2096.0,1822972.0,1822972.0,,,,3.0,,,,,,,,,,,,,,,,
122,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000000,2021-11-26 06:02:28.000000,2021-10-20 14:00:57.000000,54.0,71.0,352.0,2021-08-08 02:45:08.000000,0.12.1,23.0,31.0,13.0,pep8-naming,conda-forge/pep8-naming,,11760.0,8732.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000000,3028.0,833386.0,836329.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577000,208982.0,2.0,,,,,,,,,,,,,,,,
123,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,26,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000000,2022-01-03 07:09:36.000000,2021-12-27 17:39:09.000000,26.0,23.0,330.0,2021-09-10 23:05:20.000000,1.5.0,14.0,12.0,8.0,interrogate,,174.0,1223.0,1223.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000000,0.0,73100.0,73100.0,,,,2.0,,,,,,,,,,,,,,,,
124,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,26,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000000,2021-12-12 11:01:59.000000,2021-06-16 15:01:08.000000,33.0,38.0,195.0,2021-03-21 15:51:09.000000,0.8.1,17.0,15.0,9.0,pytest-mypy,conda-forge/pytest-mypy,222.0,1701.0,1435.0,https://pypi.org/project/pytest-mypy,2021-03-21 15:51:09.000000,266.0,499788.0,500613.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057000,18997.0,3.0,['pytest'],,,,,,,,,,,,,,,
125,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,26,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000000,2022-01-06 12:11:00.000000,2022-01-06 12:11:00.000000,18.0,271.0,164.0,2021-09-27 15:32:37.000000,0.26.1,42.0,27.0,106.0,py2app,,697.0,5521.0,3879.0,https://pypi.org/project/py2app,2021-09-27 15:32:37.000000,1642.0,13521.0,13521.0,,,,2.0,,,,,,,,,,,,,,,,
126,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,26,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000000,2021-12-15 15:00:09.741000,2021-10-19 07:06:59.000000,33.0,40.0,134.0,2021-10-19 07:07:05.000000,3.3.1,40.0,30.0,3.0,flake8-quotes,conda-forge/flake8-quotes,104.0,5493.0,4089.0,https://pypi.org/project/flake8-quotes,2021-12-15 15:00:09.741000,1404.0,415912.0,425039.0,https://anaconda.org/conda-forge/flake8-quotes,2021-10-19 22:36:39.426000,584152.0,2.0,['flake8'],,,,,,,,,,,,,,,
127,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,25,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000000,2022-01-03 10:45:42.000000,2022-01-03 10:41:51.000000,4568.0,4486.0,22079.0,2022-01-03 10:35:57.000000,1.6,75.0,110.0,51.0,sqlmap,,9890.0,8.0,,https://pypi.org/project/sqlmap,2022-01-03 10:39:29.000000,8.0,6878.0,6878.0,,,,3.0,,,,,,,,,,,,,,,,
128,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,25,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000000,2022-01-06 05:45:59.000000,2022-01-06 05:45:59.000000,403.0,2277.0,7530.0,2022-01-05 17:44:04.000000,1.1.204,285.0,69.0,14.0,,,,179.0,175.0,,,,,194662.0,,,,3.0,,,,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-01-05 17:41:39.367000,4.0,194662.0,
129,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,25,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000000,2022-01-05 19:17:37.000000,2022-01-05 19:17:35.000000,376.0,208.0,5730.0,2021-12-22 19:13:54.000000,0.9.9,67.0,187.0,93.0,pyre-check,,,46.0,,https://pypi.org/project/pyre-check,2021-12-22 18:53:36.000000,46.0,23026.0,23026.0,,,,3.0,,,,,,,,,,,,,,,,
130,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,25,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000000,2022-01-06 04:33:35.852000,2022-01-05 23:29:46.000000,226.0,373.0,3567.0,2022-01-05 23:43:13.000000,2022.1.5,122.0,71.0,100.0,pytype,conda-forge/pytype,,88.0,,https://pypi.org/project/pytype,2022-01-05 23:43:13.000000,88.0,134705.0,137969.0,https://anaconda.org/conda-forge/pytype,2022-01-06 04:33:35.852000,65292.0,3.0,,,,,,,,,,,,,,,,
131,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,25,False,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000000,2021-12-01 06:29:43.000000,2020-11-16 01:36:32.000000,594.0,117.0,1756.0,2020-11-16 03:43:07.000000,1.0.2,41.0,13.0,171.0,uiautomator,,316.0,323.0,201.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000000,122.0,22148.0,22148.0,,,,3.0,,,,,,,,,,,,,,,,
132,flit,https://github.com/pypa/flit,,Simplified packaging of Python modules.,build-tools,25,True,takluyver/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000000,2022-01-03 13:05:07.000000,2022-01-03 13:05:05.000000,87.0,201.0,1610.0,2021-12-27 17:13:25.000000,3.6.0,44.0,50.0,84.0,flit,conda-forge/flit,,226.0,,https://pypi.org/project/flit,2021-12-27 17:13:25.000000,226.0,325702.0,327396.0,https://anaconda.org/conda-forge/flit,2021-12-28 13:17:38.802000,99966.0,3.0,,,,,,,,,pypa/flit,,,,,,,
133,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,25,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000000,2022-01-03 22:35:55.000000,2022-01-03 22:35:55.000000,91.0,244.0,1334.0,2022-01-01 00:43:49.000000,2.31.0,124.0,22.0,10.0,pyupgrade,conda-forge/pyupgrade,819.0,10.0,,https://pypi.org/project/pyupgrade,2022-01-01 00:43:49.000000,10.0,140375.0,148694.0,https://anaconda.org/conda-forge/pyupgrade,2022-01-01 03:14:54.401000,299495.0,2.0,,,,,,,,,,,,,,,,
134,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,25,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000000,2022-01-05 17:50:58.000000,2022-01-05 17:43:49.000000,121.0,195.0,1113.0,2022-01-05 17:50:58.000000,8.2.0,74.0,32.0,9.0,pdoc,,,773.0,485.0,https://pypi.org/project/pdoc,2022-01-05 17:50:58.000000,288.0,92163.0,92163.0,,,,2.0,,,,,,,,,,,,,,,,
135,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,25,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000000,2021-12-11 11:48:01.000000,2021-08-15 10:06:12.000000,131.0,301.0,625.0,2020-05-16 12:35:26.000000,0.4.2,16.0,55.0,114.0,asv,conda-forge/asv,1894.0,307.0,219.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000000,88.0,26586.0,35873.0,https://anaconda.org/conda-forge/asv,2021-11-08 20:30:28.394000,557260.0,3.0,,,,,,,,,,,,,,,,
136,sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,25,True,agronholm/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000000,2022-01-06 14:26:22.000000,2022-01-06 11:53:21.000000,74.0,74.0,383.0,2022-01-06 11:00:50.000000,1.14.0,31.0,32.0,51.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,,1380.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-01-06 11:00:50.000000,1380.0,310702.0,315821.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666000,255999.0,2.0,['sphinx'],,,,,,,,tox-dev/sphinx-autodoc-typehints,,,,,,,
137,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,25,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000000,2021-12-15 13:42:30.109000,2021-11-16 21:13:22.000000,44.0,90.0,342.0,2021-12-15 13:42:30.109000,0.6.6,19.0,14.0,5.0,py2exe,,1005.0,1713.0,1367.0,https://pypi.org/project/py2exe,2021-12-15 13:42:30.109000,346.0,20647.0,20856.0,,,,2.0,,,7127.0,,,,,,,,,,,,,
138,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,25,True,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000000,2021-12-09 03:34:37.000000,2021-12-09 03:33:22.000000,52.0,29.0,266.0,2021-12-09 03:33:32.000000,0.10.1,21.0,33.0,46.0,baron,,1505.0,301.0,189.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000000,112.0,25549.0,25549.0,,,,2.0,,,,,,,,,,,,,,,,
139,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,24,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000000,2022-01-02 03:47:38.000000,2021-12-22 19:22:48.000000,316.0,220.0,8139.0,2021-12-22 19:23:21.000000,1.0.68,53.0,35.0,58.0,bpytop,,405.0,0.0,,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000000,0.0,9922.0,9922.0,,,,3.0,,,,,,,,,,,,,,,,
140,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,24,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000000,2021-12-07 23:35:21.000000,2021-12-07 23:35:16.000000,286.0,199.0,1989.0,2021-12-07 12:36:00.000000,6.5.0,6.0,107.0,116.0,pytest-testinfra,,684.0,0.0,,https://pypi.org/project/pytest-testinfra,2021-12-07 12:36:00.000000,0.0,117714.0,117714.0,,,,3.0,['pytest'],,,,,,,,,,,,,,,
141,briefcase,https://github.com/beeware/briefcase,,Tools to support converting a Python project into a standalone native application.,packaging,24,True,beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000000,2022-01-01 21:34:58.000000,2021-11-17 23:01:54.000000,215.0,257.0,1282.0,2021-03-06 05:37:12.000000,0.3.5,36.0,87.0,112.0,briefcase,,1220.0,24.0,,https://pypi.org/project/briefcase,2021-03-06 05:37:12.000000,24.0,3559.0,3559.0,,,,3.0,,,,,,,,,,,,,,,,
142,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,24,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000000,2021-07-24 08:50:12.000000,2021-07-16 01:00:57.000000,75.0,166.0,717.0,2021-07-16 01:03:10.000000,3.3.0,141.0,37.0,6.0,green,conda-forge/green,1048.0,988.0,630.0,https://pypi.org/project/green,2021-07-16 01:03:10.000000,358.0,12241.0,13988.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157000,90881.0,3.0,,,,,,,,,,,,,,,,
143,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,24,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000000,2022-01-06 05:17:16.000000,2021-12-29 17:15:25.000000,103.0,225.0,685.0,2021-10-01 13:11:23.000000,2021.10.1,21.0,65.0,36.0,nox,conda-forge/nox,,56.0,,https://pypi.org/project/nox,2021-10-01 13:11:23.000000,56.0,601587.0,602722.0,https://anaconda.org/conda-forge/nox,2021-12-03 16:19:15.112000,44297.0,3.0,['pytest'],,,,,,,,,,,,,,,
