,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-08-13 18:46:55.000,2023-08-13 18:46:55,2256.0,87.0,159.0,22.0,777.0,129.0,409.0,790.0,2022-02-06 14:17:08.000,0.5.1,13.0,76.0,31,True,,asv,conda-forge/asv,,970.0,970.0,https://pypi.org/project/asv,32238.0,41537.0,https://anaconda.org/conda-forge/asv,2023-06-16 13:24:19.355,734659.0,2.0,,,,,,,,,,,,,,,,,,,
87,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-08-14 23:00:15.000,2023-08-14 23:00:14,321.0,16.0,95.0,11.0,206.0,26.0,145.0,494.0,2023-07-21 16:29:21.000,1.24.0,39.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],41174.0,41174.0,https://pypi.org/project/sphinx-autodoc-typehints,1729863.0,1744644.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,561697.0,2.0,,,,,,,,,,,,,,,,,,,
88,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-08-17 00:48:23.000,2023-08-14 00:53:20,3258.0,232.0,281.0,44.0,691.0,107.0,525.0,1977.0,2023-07-10 06:53:02.000,0.3.15,49.0,127.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,4163.0,4166.0,,,,2.0,2022-06-27 03:23:53.000,19.0,170.0,,,,,,,,,,,,,,,,
89,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-08-01 09:10:17.000,2023-08-01 09:09:03,960.0,51.0,170.0,28.0,274.0,16.0,314.0,1606.0,,,,44.0,30,True,,pdoc,,,2096.0,2096.0,https://pypi.org/project/pdoc,121800.0,121800.0,,,,2.0,,,,,,,,,,,,,,,,,,,
90,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2023-08-12 17:17:17.000,2023-08-08 07:31:15,426.0,2.0,70.0,18.0,161.0,22.0,91.0,1115.0,2023-04-10 11:18:29.000,0.9.7,29.0,50.0,30,True,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],25520.0,22753.0,https://pypi.org/project/pytest-sugar,980642.0,986535.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,206227.0,2.0,2023-04-10 11:17:46.295,2767.0,6.0,,,,,,,,,,,,,,,,
91,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-08-04 15:54:44.000,2023-08-04 15:54:43,743.0,1.0,187.0,19.0,314.0,121.0,223.0,1080.0,2023-01-17 20:31:11.783,6.3.0,23.0,90.0,30,True,,pydocstyle,conda-forge/pydocstyle,,60380.0,57652.0,https://pypi.org/project/pydocstyle,3108227.0,3126288.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1535193.0,2.0,2023-01-17 20:31:11.783,2728.0,69.0,,,,,,,,,,,,,,,,
92,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-06-22 17:19:13.688,2022-08-29 14:53:21,230.0,,84.0,14.0,46.0,3.0,73.0,817.0,2023-02-02 20:53:50.284,6.5.0,66.0,30.0,30,True,,colorlog,conda-forge/colorlog,,30436.0,27772.0,https://pypi.org/project/colorlog,6961046.0,7004985.0,https://anaconda.org/conda-forge/colorlog,2023-06-22 17:19:13.688,1625757.0,3.0,2023-02-02 20:53:50.284,2664.0,,,,,,,,,,,,,,,,,
93,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,,171.0,30.0,88.0,64.0,56.0,702.0,,,6.0,29.0,30,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],106266.0,106266.0,https://pypi.org/project/alabaster,6854009.0,6929813.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6443342.0,2.0,,,,,,,,,,,,,,,,,,,
94,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-06-19 12:19:26.000,2023-06-19 12:19:25,147.0,2.0,56.0,17.0,59.0,14.0,39.0,585.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,30,True,,mccabe,conda-forge/mccabe,,404442.0,388486.0,https://pypi.org/project/mccabe,29786717.0,29870518.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7206926.0,2.0,2022-01-24 01:14:49.000,15956.0,,,,,,,,,,,,,,,,,
95,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-07-04 22:51:12.026,2023-07-03 22:55:34,205.0,3.0,56.0,20.0,109.0,1.0,86.0,221.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5537.0,,https://pypi.org/project/typed_ast,8723440.0,8903053.0,https://anaconda.org/conda-forge/typed-ast,2023-07-04 22:51:12.026,6106849.0,1.0,2023-07-04 18:38:08.820,5537.0,,,,,,,,,,,,,,,,,
96,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-08-16 14:49:04.786,2023-08-16 12:28:18,695.0,109.0,29.0,6.0,43.0,26.0,126.0,192.0,2023-08-16 12:18:23.000,0.33.0,74.0,21.0,30,True,,griffe,conda-forge/griffe,,2891.0,2860.0,https://pypi.org/project/griffe,724666.0,734200.0,https://anaconda.org/conda-forge/griffe,2023-08-16 14:49:04.786,162094.0,2.0,2023-08-16 12:18:23.000,31.0,,,,,,,,,,,,,,,,,
97,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-06-15 15:02:40.000,2023-06-01 01:16:09,678.0,9.0,183.0,46.0,49.0,15.0,184.0,4580.0,,,19.0,7.0,29,True,,alive-progress,conda-forge/alive-progress,,2156.0,2156.0,https://pypi.org/project/alive-progress,445116.0,446048.0,https://anaconda.org/conda-forge/alive-progress,2023-06-01 05:47:28.243,39175.0,3.0,,,,,,,,,,,,,,,,,,,
98,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-07-21 11:34:22.000,2023-07-21 11:34:22,716.0,3.0,371.0,80.0,161.0,131.0,114.0,3989.0,2022-11-15 17:59:01.069,0.61.0,59.0,102.0,29,True,,memory_profiler,conda-forge/memory_profiler,,211.0,,https://pypi.org/project/memory_profiler,820943.0,825021.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,354838.0,2.0,2022-11-15 17:59:01.069,211.0,,,,,,,,,,7.0,,,,,,,
99,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-08-16 20:31:27.000,2023-08-08 23:40:48,1362.0,29.0,237.0,55.0,1146.0,151.0,902.0,2357.0,2023-08-08 12:04:14.000,2.1.142,100.0,113.0,29,True,,pex,,,,,https://pypi.org/project/pex,860239.0,985776.0,,,,2.0,,,3138433.0,,,,,,,,,,,,,,,,
100,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-08-07 10:48:39.000,2023-07-22 11:18:08,753.0,18.0,330.0,82.0,395.0,130.0,207.0,2235.0,2023-05-21 15:39:00.833,8.1.0,13.0,130.0,29,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],10.0,,https://pypi.org/project/pytest-testinfra,370718.0,371125.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-06-16 19:24:25.742,12642.0,3.0,2023-05-21 15:39:00.833,10.0,,,,,,,,,,,,,,,,,
101,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-08-15 08:03:07.000,2023-08-15 08:03:07,1162.0,5.0,118.0,34.0,268.0,109.0,269.0,2000.0,,,22.0,68.0,29,True,,flit,conda-forge/flit,,1532.0,1532.0,https://pypi.org/project/flit,266088.0,268223.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,166554.0,3.0,,,,,,,,,,,,,,,,,,,
102,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-08-17 05:28:17.000,2023-08-17 05:26:08,1000.0,69.0,37.0,12.0,41.0,51.0,162.0,1970.0,2023-07-22 05:25:41.000,0.15.0,28.0,17.0,29,True,,beartype,conda-forge/beartype,,124.0,,https://pypi.org/project/beartype,634086.0,635661.0,https://anaconda.org/conda-forge/beartype,2023-08-09 04:25:38.901,59871.0,2.0,2023-07-22 05:25:41.000,124.0,,,,,,,,,,,,,,,,,
103,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 14:30:43.000,2023-08-03 14:30:43,380.0,1.0,141.0,29.0,84.0,60.0,129.0,1739.0,,,14.0,58.0,29,True,,ipdb,conda-forge/ipdb,,47586.0,47586.0,https://pypi.org/project/ipdb,2162856.0,2167444.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,390040.0,2.0,,,,,,,,,,,,,,,,,,,
104,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-07-10 05:27:47.685,2023-07-10 03:17:08,1424.0,3.0,256.0,92.0,384.0,95.0,421.0,1567.0,2023-07-10 03:25:42.000,0.13.10,674.0,39.0,29,True,,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,19165.0,21708.0,https://anaconda.org/conda-forge/pybuilder,2023-07-10 05:27:47.685,53404.0,3.0,2022-11-04 03:13:11.030,60.0,,,,,,,,,,,,,,,,,
105,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-06-18 06:48:16.000,2023-06-18 06:48:14,539.0,1.0,105.0,33.0,81.0,21.0,145.0,1479.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,29,True,,radon,conda-forge/radon,,4849.0,4216.0,https://pypi.org/project/radon,416278.0,417176.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,62863.0,2.0,2023-03-26 06:25:00.948,633.0,,,,,,,,,,,,,,,,,
106,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2023-08-15 21:48:38.000,2023-08-15 21:48:20,544.0,23.0,89.0,19.0,94.0,16.0,260.0,1258.0,,,21.0,30.0,29,False,,typeguard,conda-forge/typeguard,,17068.0,17068.0,https://pypi.org/project/typeguard,10054779.0,10064483.0,https://anaconda.org/conda-forge/typeguard,2023-07-30 08:44:03.718,368761.0,3.0,,,,,,,,,,,,,,,,,,,
107,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-07-17 11:18:48.076,2023-07-01 04:17:44,517.0,2.0,127.0,21.0,136.0,33.0,84.0,1096.0,2023-06-11 13:26:37.000,3.8.0,20.0,54.0,29,False,,prettytable,conda-forge/prettytable,,47304.0,47304.0,https://pypi.org/project/prettytable,9685369.0,9721015.0,https://anaconda.org/conda-forge/prettytable,2023-07-17 11:18:48.076,1176328.0,3.0,,,,,,,,,,,,,,,,,,,
108,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-06-16 13:23:08.435,2022-12-31 03:02:53,264.0,,98.0,25.0,109.0,40.0,77.0,736.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,29,True,,astor,conda-forge/astor,,2174.0,,https://pypi.org/project/astor,5395502.0,5423625.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2137411.0,2.0,2019-12-10 01:50:33.000,2174.0,,,,,,,,,,,,,,,,,
109,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-08-09 16:53:06.000,2023-02-28 20:05:14,1758.0,,179.0,19.0,357.0,168.0,398.0,690.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,29,False,breathe-doc/breathe,breathe,conda-forge/breathe,,10537.0,10537.0,https://pypi.org/project/breathe,284977.0,298122.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,498801.0,2.0,,,540.0,,,,,,,,,,,,,,,,
110,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-06-28 15:43:10.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,233.0,565.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1042.0,,https://pypi.org/project/zc.buildout,75870.0,77139.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,29208.0,3.0,2022-04-07 19:12:49.000,1042.0,,,,,,,,,,,,,,,,,
111,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-08-01 10:10:46.000,2023-05-15 04:10:28,628.0,,119.0,16.0,184.0,51.0,167.0,560.0,2023-01-31 16:35:25.772,2.4.4,54.0,68.0,29,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],28059.0,26888.0,https://pypi.org/project/pylint-django,2107750.0,2109672.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,161012.0,2.0,2023-01-31 16:35:25.772,1171.0,277.0,,,,,,,,,,,,,,,,
112,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-08-15 05:37:46.000,2023-08-14 16:01:13,475.0,1.0,183.0,8.0,225.0,15.0,146.0,521.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31902.0,31902.0,https://pypi.org/project/coveralls,431529.0,443929.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,979658.0,3.0,,,,,,,,,,,,,,,,,,,
113,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-06-16 16:21:34.925,2022-12-27 17:54:48,436.0,,27.0,11.0,39.0,15.0,18.0,258.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,29,True,,executing,conda-forge/executing,,97387.0,97387.0,https://pypi.org/project/executing,12056513.0,12248371.0,https://anaconda.org/conda-forge/executing,2023-06-16 16:21:34.925,8441780.0,2.0,,,,,,,,,,,,,,,,,,,
114,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-08-11 11:38:36.000,2023-05-03 10:52:31,1066.0,,66.0,33.0,7.0,,,230.0,2023-04-27 15:17:02.669,6.0.1,40.0,186.0,29,True,,hacking,,['flake8'],4396.0,,https://pypi.org/project/hacking,70796.0,70796.0,,,,2.0,2023-04-27 15:17:02.669,4396.0,,,,,,,,,,10.0,,,,,,,
115,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-07-16 14:41:21.000,2019-12-22 18:11:19,86.0,,49.0,8.0,35.0,25.0,21.0,206.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,83645.0,83192.0,https://pypi.org/project/astunparse,8861314.0,8885645.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1800550.0,2.0,2019-12-22 18:12:11.000,453.0,,,,,,,,,,,,,,,,,
116,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,2.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,129520.0,127567.0,https://pypi.org/project/gast,12543667.0,12609442.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2367928.0,2.0,2023-04-29 19:44:01.995,1953.0,,,,,,,,,,,,,,,,,
117,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-08-07 06:05:25.000,2022-03-06 14:20:17,408.0,,373.0,153.0,70.0,73.0,228.0,9486.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,28,False,,bpytop,conda-forge/bpytop,,143.0,142.0,https://pypi.org/project/bpytop,6162.0,6619.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,13732.0,3.0,2021-12-22 19:23:21.000,1.0,,,,,,,,,,,,,,,,,
118,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-08-16 07:02:38.000,2023-08-16 07:01:35,10453.0,21.0,587.0,105.0,2570.0,259.0,2191.0,7196.0,2023-08-16 07:02:39.000,0.14.1,99.0,314.0,28,False,,xonsh,,,,,https://pypi.org/project/xonsh,8069.0,8158.0,,,,1.0,,,9007.0,,,,,,,,,,,,,,,,
119,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-08-17 12:34:09.000,2023-08-17 12:33:03,2553.0,102.0,284.0,44.0,1331.0,399.0,1023.0,5040.0,2023-07-13 14:10:52.000,2023.07.13,111.0,131.0,28,True,,,conda-forge/mamba,,,,,,219116.0,https://anaconda.org/conda-forge/mamba,2023-07-13 16:48:37.318,8545552.0,3.0,,,,,,,,,,,,,,,,,,,
120,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-07-31 15:11:29.000,2023-04-11 16:04:33,1217.0,,380.0,48.0,417.0,119.0,199.0,3150.0,2022-10-05 17:13:10.000,1.4.0,37.0,73.0,28,True,,detect-secrets,,,35.0,,https://pypi.org/project/detect-secrets,372616.0,372616.0,,,,3.0,2020-07-26 03:40:27.000,35.0,,,,,,,,,,,,,,,,,
121,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-08-16 19:14:52.000,2023-08-16 00:31:26,645.0,2.0,462.0,69.0,264.0,69.0,154.0,1720.0,,,7.0,91.0,28,False,,pyelftools,conda-forge/pyelftools,,5782.0,5782.0,https://pypi.org/project/pyelftools,1732813.0,1734375.0,https://anaconda.org/conda-forge/pyelftools,2023-06-16 13:24:33.275,139073.0,2.0,,,,,,,,,,,,,,,,,,,
122,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-07-10 11:06:19.000,2023-01-29 19:46:36,3335.0,,600.0,92.0,534.0,135.0,170.0,1715.0,2016-11-25 22:13:29.000,4.0.515,36.0,385.0,28,True,,diamond,,,179.0,145.0,https://pypi.org/project/diamond,7935.0,7935.0,,,,3.0,2016-11-25 22:13:29.000,34.0,,,,,,,,,,,,,,,,,
123,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-08-10 16:18:37.000,2023-05-29 16:30:35,590.0,6.0,131.0,32.0,306.0,62.0,117.0,1528.0,2022-12-08 19:10:01.428,2.3.5,55.0,41.0,28,True,,safety,conda-forge/safety,,440.0,29.0,https://pypi.org/project/safety,972973.0,983548.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,74819.0,3.0,2022-10-04 21:08:20.401,411.0,373456.0,,,,,,,,,,,,,,,,
124,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-08-15 12:26:03.000,2023-08-15 12:26:03,1107.0,13.0,190.0,48.0,373.0,216.0,328.0,1221.0,,,48.0,90.0,28,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,10712053.0,10771848.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,5082593.0,3.0,,,,,,,,,,,,,,,,,,,
125,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-08-14 09:16:06.000,2023-05-29 13:41:01,712.0,9.0,66.0,14.0,77.0,19.0,51.0,1193.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,1000.0,1000.0,https://pypi.org/project/yappi,1657224.0,1659391.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,160372.0,3.0,,,,,,,,,,,,,,,,,,,
126,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-07-07 23:15:37.000,2022-07-14 18:31:38,706.0,,62.0,18.0,318.0,78.0,125.0,1154.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,5007.0,5007.0,https://pypi.org/project/pdbpp,276174.0,277589.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,101929.0,2.0,,,,,,,,,,,,,,,,,,,
127,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-07-06 16:17:57.000,2023-04-27 00:15:19,1004.0,,102.0,19.0,68.0,90.0,87.0,1114.0,,,5.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7355.0,7355.0,https://pypi.org/project/pytest-benchmark,700324.0,720939.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1834787.0,3.0,,,,,,,,,,,,,,,,,,,
128,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-08-16 20:01:45.000,2023-08-04 02:32:55,887.0,65.0,56.0,26.0,110.0,33.0,68.0,1096.0,2023-07-05 05:04:00.529,1.24.2,51.0,24.0,28,True,,wily,,,198.0,189.0,https://pypi.org/project/wily,10939.0,10939.0,,,,3.0,2018-10-14 05:01:41.000,9.0,,,,,,,,,,,,,,,,,
129,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,29.0,52.0,511.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,25500.0,25500.0,https://pypi.org/project/coloredlogs,6794302.0,6794457.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11064.0,3.0,,,,,,,,,,,,,,,,,,,
