,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
22,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2026-05-04 17:39:52.000000,2026-05-04 17:39:50,1192.0,225.0,552.0,37.0,1842.0,1889.0,3916.0,2026-05-02 08:34:39.000,4.53.1,285.0,347.0,,43,True,,tox,conda-forge/tox,['pytest'],,43747157.0,148322.0,135137.0,https://pypi.org/project/tox,2026-05-02 08:34:39.000,13185.0,43722056.0,https://anaconda.org/conda-forge/tox,2026-05-02 13:23:01.901,1807281.0,1.0,,,,,,,,,,,,,,,,,,
23,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2026-05-03 19:54:01.115000,2026-05-03 14:50:53,3785.0,81.0,2435.0,184.0,3403.0,5837.0,34272.0,2026-05-03 15:06:36.000,2.4.0,187.0,650.0,546.0,42,True,,poetry,conda-forge/poetry,,15555748.0,78275499.0,923.0,,https://pypi.org/project/poetry,2026-05-03 15:06:36.000,923.0,77989261.0,https://anaconda.org/conda-forge/poetry,2026-05-03 19:54:01.115,7913356.0,2.0,,,,,,,,,,,,,,,,,,
24,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2026-04-28 22:25:57.000000,2026-04-28 22:25:55,2833.0,13.0,955.0,90.0,1338.0,2263.0,15245.0,2026-04-21 20:32:56.000,4.6.0,202.0,166.0,30.0,42,True,,pre-commit,conda-forge/pre-commit,,5908242.0,146166579.0,309142.0,276564.0,https://pypi.org/project/pre-commit,2026-04-21 20:31:40.000,32578.0,145959707.0,https://anaconda.org/conda-forge/pre-commit,2026-04-22 11:48:25.495,9527962.0,1.0,,,,,,,,,,,,,,,,,,
25,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2026-05-03 00:18:17.000000,2026-04-27 20:18:23,17333.0,129.0,643.0,64.0,2961.0,1692.0,8610.0,2026-04-27 20:19:01.000,hypothesis-python-6.152.4,1498.0,366.0,74.0,42,True,,hypothesis,conda-forge/hypothesis,,,34602660.0,45832.0,40529.0,https://pypi.org/project/hypothesis,2026-04-27 20:18:35.000,5303.0,34348706.0,https://anaconda.org/conda-forge/hypothesis,2026-04-27 23:30:22.698,18284716.0,1.0,,,,,,,,,,,,,,,,,,
26,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2026-05-03 22:54:54.000000,2025-12-31 15:07:44,22399.0,,2394.0,169.0,6667.0,6185.0,7810.0,2025-12-31 15:09:25.000,9.1.0,241.0,908.0,1423.0,42,False,,sphinx,conda-forge/sphinx,['sphinx'],,73710158.0,519364.0,483307.0,https://pypi.org/project/sphinx,2025-12-31 15:09:25.000,36057.0,73509311.0,https://anaconda.org/conda-forge/sphinx,2026-01-01 12:53:05.325,14460997.0,1.0,,,,,,,,,,,,,,,,,,
27,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2026-05-07 11:19:59.000000,2026-05-07 11:18:14,1024.0,18.0,1149.0,149.0,1187.0,1511.0,14595.0,2026-04-29 08:11:08.000,1.59.0,128.0,52.0,83.0,41,True,,playwright,,,,88380216.0,59766.0,54304.0,https://pypi.org/project/playwright,2026-04-29 08:11:08.000,5462.0,88380216.0,,,,1.0,,,,,,9.0,,,,,,,,,,,,
28,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-10-20 13:17:06.000000,2025-10-20 13:17:06,2118.0,,2602.0,223.0,1362.0,2001.0,22051.0,2024-08-30 12:24:05.000,1.6.1,62.0,262.0,144.0,40,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],,15872764.0,107487.0,100351.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,7136.0,15857219.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,917157.0,1.0,,,,,,,,,,,,,,,,,,
29,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33.000,2026-05-07 15:12:30.000000,2026-05-06 12:36:25,14879.0,482.0,772.0,137.0,545.0,2622.0,14811.0,2026-04-10 07:18:15.000,4.0.8,379.0,209.0,208.0,40,True,,nuitka,conda-forge/nuitka,,,2258816.0,3994.0,3788.0,https://pypi.org/project/nuitka,2026-04-10 07:18:15.000,206.0,2216746.0,https://anaconda.org/conda-forge/nuitka,2026-04-10 13:48:03.006,3029075.0,1.0,,,,,,,,,,,,,,,,,,
30,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2026-05-04 17:30:35.000000,2026-04-30 18:08:24,2607.0,88.0,661.0,96.0,1191.0,973.0,8005.0,2026-02-11 18:25:06.000,7.5.3,125.0,226.0,200.0,40,True,,pip-tools,conda-forge/pip-tools,,,28205822.0,40657.0,37732.0,https://pypi.org/project/pip-tools,2026-02-11 18:25:06.000,2925.0,28201483.0,https://anaconda.org/conda-forge/pip-tools,2026-02-12 02:27:03.925,312419.0,2.0,,,,,,,,,,,,,,,,,,
31,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2026-04-28 22:22:31.000000,2026-04-28 22:22:29,2512.0,6.0,342.0,37.0,399.0,1590.0,3782.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,24.0,40,True,,flake8,conda-forge/flake8,,,56246720.0,714170.0,687636.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,56098851.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,10646622.0,1.0,,,,,,,,,,,,,,,,,,
32,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2026-05-07 15:50:47.000000,2026-05-07 14:02:40,3921.0,319.0,610.0,68.0,3771.0,1978.0,2175.0,2026-05-04 12:19:27.000,2.59.0,332.0,314.0,456.0,40,True,,sentry-sdk,conda-forge/sentry-sdk,,4421.0,117283511.0,1637.0,,https://pypi.org/project/sentry-sdk,2026-05-05 08:55:11.000,1637.0,117260217.0,https://anaconda.org/conda-forge/sentry-sdk,2026-05-04 14:46:50.738,1641399.0,1.0,,,,,,,,,,,,,,,,,,
33,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2026-05-06 20:51:55.000000,2026-05-05 23:35:36,8465.0,27.0,1783.0,127.0,2406.0,7249.0,15417.0,2026-04-16 00:34:34.305,1.1.409,493.0,145.0,260.0,39,True,,,,,6748.0,3507238.0,1649.0,1591.0,,,,,,,,2.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2026-04-16 00:34:34.305,58.0,3507051.0,,,,,,,
34,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2026-04-24 16:16:24.000000,2025-02-10 20:44:26,1355.0,,902.0,197.0,425.0,473.0,13977.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,418.0,39,False,,yapf,conda-forge/yapf,,,15100250.0,109163.0,107907.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,15046820.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,3259283.0,2.0,,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2026-04-24 21:33:08.000000,2026-04-24 21:33:08,1076.0,22.0,232.0,40.0,287.0,299.0,2035.0,2026-03-21 20:11:14.000,7.1.0,54.0,104.0,158.0,39,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],,184903440.0,77890.0,,https://pypi.org/project/pytest-cov,2026-03-21 20:11:14.000,77890.0,184654060.0,https://anaconda.org/conda-forge/pytest-cov,2026-03-22 00:27:51.180,17955394.0,2.0,,,,,,,,,,,,,,,,,,
36,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2026-05-02 07:40:43.000000,2026-05-01 08:07:38,1357.0,76.0,181.0,34.0,1022.0,345.0,1638.0,2025-11-10 16:08:54.000,1.3.0,75.0,78.0,52.0,39,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1874.0,172940448.0,233738.0,196557.0,https://pypi.org/project/pytest-asyncio,2026-05-02 07:40:43.000,37181.0,172896447.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-11-10 17:56:23.183,3165531.0,2.0,,,,,,,,,,,,,,,,,,
37,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2026-05-02 22:37:43.000000,2026-05-02 22:37:41,984.0,86.0,292.0,26.0,744.0,359.0,726.0,2026-04-24 20:20:36.000,26.2,53.0,140.0,99.0,39,False,,packaging,conda-forge/packaging,,981.0,1746985337.0,1870594.0,1851462.0,https://pypi.org/project/packaging,2026-04-24 20:15:22.000,19132.0,1745637231.0,https://anaconda.org/conda-forge/packaging,2026-04-25 07:54:06.589,97062803.0,2.0,,,,,,,,,,,,,,,,,,
38,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2026-04-22 17:23:18.659000,2026-04-22 15:50:19,1006.0,12.0,180.0,28.0,266.0,409.0,558.0,2026-04-22 15:51:31.000,0.47.0,86.0,89.0,11.0,39,True,,wheel,conda-forge/wheel,,,517149244.0,402859.0,386729.0,https://pypi.org/project/wheel,2026-04-22 15:51:26.000,16130.0,514730239.0,https://anaconda.org/conda-forge/wheel,2026-04-22 17:23:18.659,166911413.0,1.0,,,,,,,,,,,,,,,,,,
39,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2026-05-07 05:24:52.000000,2026-05-05 14:54:49,7116.0,319.0,1724.0,498.0,1077.0,2092.0,32445.0,2026-04-19 08:39:01.000,4.5.4,136.0,243.0,101.0,38,False,,glances,conda-forge/glances,,1787.0,113509.0,1234.0,1228.0,https://pypi.org/project/glances,2026-04-19 07:46:47.000,6.0,102765.0,https://anaconda.org/conda-forge/glances,2026-04-19 10:16:43.213,686792.0,1.0,,,,,,,,,,,,,,,,,,
40,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2026-04-06 15:52:02.000000,2026-04-06 15:35:47,1025.0,30.0,783.0,137.0,309.0,918.0,23854.0,2024-12-06 11:25:42.000,0.7.3,22.0,74.0,237.0,38,True,,loguru,conda-forge/loguru,,,76926170.0,163489.0,152001.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11488.0,76866850.0,https://anaconda.org/conda-forge/loguru,2026-01-16 11:15:00.482,4271073.0,2.0,,,,,,,,,,,,,,,,,,
