,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,conda_forge
154,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,17.0,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2026-01-05 21:33:55.000,49.0,37.0,657.0,23,True,interrogate,,,9796.0,9410.0,https://pypi.org/project/interrogate,2024-04-07 22:30:44.000,2024-04-07 22:30:44.000,1.7.0,16.0,386.0,1484996.0,1484996.0,,,,3.0,,,,,,,,,,,,,,,,
155,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,30.0,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2025-11-12 13:42:28.000,77.0,21.0,477.0,23,True,pytest-docker,,['pytest'],2853.0,2699.0,https://pypi.org/project/pytest-docker,2025-11-12 13:42:18.000,2025-11-12 13:42:18.000,3.2.5,34.0,154.0,2129426.0,2129426.0,,,,3.0,,,,,,,,,,,,,,,,
156,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,17.0,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2025-04-22 14:57:50.454,12.0,8.0,310.0,23,False,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],20526.0,20353.0,https://pypi.org/project/flake8-eradicate,2023-05-31 09:59:03.360,2023-05-31 09:59:03.360,1.5.0,16.0,173.0,726544.0,727017.0,https://anaconda.org/conda-forge/flake8-eradicate,2025-04-22 14:57:50.454,29844.0,3.0,,,,,,,,,,,,,,,,
157,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,16.0,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2026-05-25 18:54:55.000,26.0,5.0,275.0,23,True,pytest-datadir,conda-forge/pytest-datadir,['pytest'],2570.0,2297.0,https://pypi.org/project/pytest-datadir,2025-07-30 13:52:11.000,2025-07-30 13:52:11.000,1.8.0,17.0,273.0,1601929.0,1613786.0,https://anaconda.org/conda-forge/pytest-datadir,2025-07-30 22:39:32.200,533582.0,3.0,,,,,,,,,,,,,,,,
158,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,19.0,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2026-03-11 10:56:56.000,60.0,,161.0,23,True,sphinx-markdown-builder,,['sphinx'],1789.0,1556.0,https://pypi.org/project/sphinx-markdown-builder,2026-03-11 10:56:56.000,2026-03-11 10:56:56.000,0.6.10,34.0,233.0,503571.0,503571.0,,,,3.0,,,,,,,,,,,,,,,,
159,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,20.0,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2025-10-22 12:49:05.000,204.0,34.0,4677.0,22,True,better-exceptions,,,102.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,2021-01-29 16:48:55.000,0.3.3,16.0,102.0,595701.0,595701.0,,,,3.0,,,,,,,,,,,,,,,,
160,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,16.0,https://github.com/shobrook/rebound,GPL-3.0,2018-02-28 04:47:03.000,2026-07-22 18:48:53.000,380.0,24.0,4074.0,22,True,rebound,conda-forge/rebound,,59.0,,https://pypi.org/project/rebound,2026-07-22 18:48:53.000,2026-07-22 18:48:53.000,5.1.1,236.0,59.0,44800.0,62471.0,https://anaconda.org/conda-forge/rebound,2026-07-10 14:03:18.528,1307680.0,3.0,,,,,,,,,,,,,,,,
161,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,13.0,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,636.0,183.0,1897.0,22,False,uiautomator,,,329.0,317.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,2020-11-16 03:43:07.000,1.0.2,41.0,12.0,98512.0,98512.0,,,,3.0,,,,,,,,,,,,,,,,
162,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,388.0,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2024-06-29 14:21:40.000,599.0,123.0,1761.0,22,False,diamond,,,223.0,217.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,2016-11-25 22:13:29.000,4.0.515,36.0,6.0,7086.0,7086.0,,,,3.0,,,,,,,,,,,,,,,,
163,cx_Freeze,marcelotduarte/cx_Freeze,packaging,Creates standalone executables from Python scripts with the same performance as the original script. It is cross-..,,https://github.com/marcelotduarte/cx_Freeze,126.0,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2026-07-21 18:13:30.000,242.0,47.0,1556.0,22,True,cx_freeze,conda-forge/cx_freeze,,138.0,,https://pypi.org/project/cx_freeze,2026-04-13 06:00:29.000,2026-04-13 06:00:29.000,8.6.4,118.0,138.0,203679.0,222858.0,https://anaconda.org/conda-forge/cx_freeze,2026-04-13 07:15:39.549,1419313.0,3.0,,,,,,,,,,,,,,,,
164,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,9.0,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2026-04-20 09:55:00.937,42.0,14.0,1302.0,22,True,stackprinter,conda-forge/stackprinter,,506.0,452.0,https://pypi.org/project/stackprinter,2026-04-17 07:09:53.000,2026-04-17 07:09:53.000,0.2.13,22.0,54.0,436539.0,436835.0,https://anaconda.org/conda-forge/stackprinter,2026-04-20 09:55:00.937,20440.0,3.0,,,,,,,,,,,,,,,,
165,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,25.0,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2026-06-21 21:24:36.000,112.0,18.0,990.0,22,True,py2exe,,,2262.0,2250.0,https://pypi.org/project/py2exe,2026-06-21 21:24:36.000,2021-12-15 13:42:30.109,0.6.6,33.0,12.0,14840.0,14840.0,,,,3.0,,,,,,,,,,,,,,,,
166,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,42.0,,,2020-09-18 07:36:09.761,2026-04-29 19:03:06.638,87.0,,592.0,22,False,docformatter,conda-forge/docformatter,,4982.0,4574.0,https://pypi.org/project/docformatter,2026-04-28 20:34:50.000,2026-04-28 20:34:50.000,1.7.8,65.0,408.0,1399376.0,1405247.0,https://anaconda.org/conda-forge/docformatter,2026-04-29 19:03:06.638,411023.0,3.0,,,,,,,,,,,,,,,,
167,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,39.0,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,213.0,57.0,588.0,22,False,sphinx-bootstrap-theme,,['sphinx'],275.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,2022-02-03 20:27:24.000,0.8.1,58.0,275.0,172218.0,172218.0,,,,3.0,,,,,,,,,,,,,,,,
168,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/tvorog/pytest-lazy-fixture,9.0,https://github.com/tvorog/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2025-04-22 14:56:34.780,30.0,23.0,379.0,22,False,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],3761.0,3466.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,2020-02-01 18:04:00.000,0.6.3,12.0,295.0,551892.0,559191.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2025-04-22 14:56:34.780,810229.0,3.0,,,,,,,,,,,,,,,,
169,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,50.0,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2026-05-26 00:52:05.000,73.0,14.0,281.0,22,True,flake8-import-order,conda-forge/flake8-import-order,['flake8'],654.0,,https://pypi.org/project/flake8-import-order,2025-06-24 12:47:38.000,2025-06-24 12:47:38.000,0.19.2,38.0,654.0,1582999.0,1596137.0,https://anaconda.org/conda-forge/flake8-import-order,2025-06-26 20:28:26.571,578092.0,3.0,,,,,,,,,,,,,,,,
170,pytest-mypy,dbader/pytest-mypy,testing,A Pytest Plugin for Mypy.,,https://github.com/realpython/pytest-mypy,16.0,,,2020-08-27 04:01:58.344,2025-04-22 14:57:21.503,33.0,,257.0,22,False,pytest-mypy,conda-forge/pytest-mypy,['pytest'],5635.0,4852.0,https://pypi.org/project/pytest-mypy,2025-04-02 19:31:14.000,2025-04-02 19:31:14.000,1.0.1,25.0,783.0,527770.0,529599.0,https://anaconda.org/conda-forge/pytest-mypy,2025-04-22 14:57:21.503,129927.0,3.0,,,,,,,,,,,,,,,,
171,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,11.0,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2025-10-06 16:41:25.000,11.0,4.0,165.0,22,True,flake8-black,conda-forge/flake8-black,['flake8'],9353.0,8811.0,https://pypi.org/project/flake8-black,2025-09-21 18:56:36.000,2025-09-21 18:56:36.000,0.4.0,22.0,542.0,637274.0,643975.0,https://anaconda.org/conda-forge/flake8-black,2025-09-22 00:17:36.193,495898.0,3.0,,,,,,,,,,,,,,,,
172,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,15.0,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2026-01-05 17:48:01.000,30.0,3.0,134.0,22,True,flake8-commas,,['flake8'],19363.0,19147.0,https://pypi.org/project/flake8-commas,2024-05-16 20:07:44.000,2024-05-16 20:07:44.000,4.0.0,22.0,216.0,312213.0,312213.0,,,,3.0,,,,,,,,,,,,,,,,
173,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,21.0,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2025-10-27 19:47:11.685,25.0,3.0,118.0,22,True,flake8-builtins,conda-forge/flake8-builtins,['flake8'],12316.0,11730.0,https://pypi.org/project/flake8-builtins,2025-10-25 13:45:56.000,2025-10-25 13:45:56.000,3.1.0,33.0,586.0,973766.0,988885.0,https://anaconda.org/conda-forge/flake8-builtins,2025-10-27 19:47:11.685,680397.0,3.0,,,,,,,,,,,,,,,,
174,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,45.0,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2025-06-29 22:40:49.000,522.0,179.0,10347.0,21,False,gdbgui,,,517.0,515.0,https://pypi.org/project/gdbgui,2025-06-29 22:39:12.000,2017-01-25 18:46:20.000,0.7.2,96.0,2.0,7669.0,7669.0,,,,3.0,,,,,,,,,,,,,,,,
175,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,51.0,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2025-06-19 05:52:11.000,185.0,61.0,4920.0,21,False,monkeytype,conda-forge/monkeytype,,23.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,2023-03-20 14:10:04.829,23.3.0,23.0,23.0,333314.0,335524.0,https://anaconda.org/conda-forge/monkeytype,2025-04-22 14:56:45.647,163543.0,2.0,,,,,,,,,,,,,,,,
176,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,54.0,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-07-19 05:29:25.000,204.0,324.0,4846.0,21,False,pyoxidizer,,,161.0,159.0,https://pypi.org/project/pyoxidizer,2023-01-02 16:18:55.910,2023-01-02 16:18:55.910,0.24.0,11.0,2.0,10974.0,10974.0,,,,3.0,,,,,,,,,,,,,,,,
177,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,25.0,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2026-04-26 09:12:52.000,67.0,34.0,1286.0,21,True,wily,,,320.0,306.0,https://pypi.org/project/wily,2026-04-26 04:28:26.000,2023-10-11 03:48:57.000,1.25.0,53.0,14.0,53881.0,53881.0,,,,3.0,,,,,,,,,,,,,,,,
178,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,14.0,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2025-04-22 14:57:50.459,49.0,28.0,969.0,21,False,python-devtools,conda-forge/python-devtools,,9163.0,9161.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,2017-08-20 20:54:53.000,0.0.1,9.0,2.0,17204.0,18119.0,https://anaconda.org/conda-forge/python-devtools,2025-04-22 14:57:50.459,57684.0,3.0,,,,,,,,,,,,,,,,
179,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,41.0,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2026-03-02 18:18:44.792,75.0,7.0,791.0,21,True,green,conda-forge/green,,1503.0,1377.0,https://pypi.org/project/green,2024-04-18 23:54:19.000,2024-04-18 23:54:19.000,4.0.2,149.0,126.0,17163.0,23740.0,https://anaconda.org/conda-forge/green,2026-03-02 18:18:44.792,473546.0,3.0,,,,,,,,,,,,,,,,
180,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/pycqa/redbaron,34.0,https://github.com/pycqa/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,72.0,90.0,724.0,21,False,redbaron,,,870.0,782.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,2019-03-17 18:59:01.000,0.9.2,15.0,88.0,396396.0,396396.0,,,,2.0,,,,,,,,,,,,,,,,
181,blacken-docs,asottile/blacken-docs,documentation,Run Black on Python code blocks in documentation files.,,https://github.com/asottile/blacken-docs,26.0,,MIT,2020-07-16 13:05:04.123,2025-09-08 21:36:16.747,45.0,,670.0,21,True,blacken-docs,conda-forge/blacken-docs,,1726.0,1607.0,https://pypi.org/project/blacken-docs,2025-09-08 15:33:17.000,2025-09-08 15:33:17.000,1.20.0,31.0,119.0,120401.0,121293.0,https://anaconda.org/conda-forge/blacken-docs,2025-09-08 21:36:16.747,64252.0,3.0,,,,,,,,,,,,,,,,
182,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,23.0,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:34:22.000,65.0,53.0,520.0,21,False,mamba,,,1424.0,1395.0,https://pypi.org/project/mamba,2023-11-09 15:34:22.000,2023-11-09 15:34:22.000,0.11.3,22.0,29.0,16476.0,16476.0,,,,3.0,,,,,,,,,,,,,,,,
183,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,6.0,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2024-05-25 03:08:01.000,80.0,92.0,357.0,21,False,mkdocs-with-pdf,,['mkdocs'],933.0,925.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,2021-07-03 02:04:39.000,0.9.3,28.0,8.0,327555.0,327555.0,,,,3.0,,,,,,,,,,,,,,,,
184,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,26.0,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2025-04-22 14:56:42.129,53.0,1.0,233.0,21,False,typed_ast,conda-forge/typed-ast,,645.0,,https://pypi.org/project/typed_ast,2023-07-04 18:38:08.820,2023-07-04 18:38:08.820,1.5.5,35.0,645.0,,102247.0,https://anaconda.org/conda-forge/typed-ast,2025-04-22 14:56:42.129,7055065.0,3.0,,,,,,,,,,,,,,,,
185,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of RegEx.,,https://github.com/Erotemic/xdoctest,14.0,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2026-03-27 03:08:44.328,18.0,25.0,222.0,21,True,xdoctest,conda-forge/xdoctest,,261.0,,https://pypi.org/project/xdoctest,2026-03-27 01:13:23.000,2026-03-27 01:13:23.000,1.3.2,76.0,261.0,985145.0,989097.0,https://anaconda.org/conda-forge/xdoctest,2026-03-27 03:08:44.328,280625.0,3.0,,,,,,,,,,,,,,,,conda-forge/xdoctest
186,eradicate,myint/eradicate,refactoring,Removes commented-out code.,,https://github.com/pycqa/eradicate,17.0,,Saxpath,2021-04-19 20:24:54.437,2025-11-01 17:12:18.956,26.0,,218.0,21,False,eradicate,conda-forge/eradicate,,17033.0,17002.0,https://pypi.org/project/eradicate,2025-10-27 07:14:29.000,2025-10-27 07:14:29.000,3.0.1,21.0,31.0,915883.0,916255.0,https://anaconda.org/conda-forge/eradicate,2025-11-01 17:12:18.956,23488.0,2.0,,,,,,,,,,,,,,,,
187,data-science-types,predictive-analytics-lab/data-science-types,linters,Type stubs for Python machine learning libraries.,,https://github.com/predictive-analytics-lab/data-science-types,43.0,,Apache-2.0,2020-12-14 14:03:45.803,2025-04-22 14:57:41.763,51.0,,202.0,21,False,data-science-types,conda-forge/data-science-types,,2033.0,1939.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,2021-02-16 16:45:03.000,0.2.23,26.0,94.0,173894.0,174204.0,https://anaconda.org/conda-forge/data-science-types,2025-04-22 14:57:41.763,20783.0,3.0,,,,,,,,,,,,,,,,
188,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,23.0,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2025-04-22 14:57:38.190,30.0,6.0,54.0,21,False,pytkdocs,conda-forge/pytkdocs,,1678.0,1656.0,https://pypi.org/project/pytkdocs,2025-03-09 17:32:40.000,2025-03-09 17:32:40.000,0.16.5,30.0,22.0,178589.0,182084.0,https://anaconda.org/conda-forge/pytkdocs,2025-04-22 14:57:38.190,241206.0,3.0,,,,,,,,,,,,,,,,
189,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,183.0,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2026-07-21 08:52:03.000,444.0,470.0,8070.0,20,True,,conda-forge/mamba,,,,,,,,183.0,,,359210.0,https://anaconda.org/conda-forge/mamba,2026-06-08 20:50:25.264,26581543.0,3.0,,,,,,,,,,,,,,,,
190,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,17.0,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,153.0,30.0,3958.0,20,False,vprof,,,157.0,146.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,2018-06-24 14:16:36.000,0.37.6,24.0,11.0,24059.0,24059.0,,,,3.0,,,,,,,,,,,,,,,,
191,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,484.0,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2024-02-05 04:33:35.000,1299.0,833.0,3587.0,20,False,coala-bears,,,19.0,13.0,https://pypi.org/project/coala-bears,2023-12-02 01:06:08.134,2017-05-30 10:07:57.000,0.11.1,731.0,6.0,3670.0,3670.0,,,,3.0,,,,,,,,,,,,,,,,
192,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,5.0,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2025-04-22 14:57:40.153,87.0,13.0,2861.0,20,False,pretty_errors,conda-forge/pretty_errors,,110.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,2021-11-24 14:32:07.000,1.2.25,48.0,110.0,157500.0,158013.0,https://anaconda.org/conda-forge/pretty_errors,2025-04-22 14:57:40.153,34933.0,3.0,,,,,,,,,,,,,,,,
193,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,40.0,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2026-04-02 08:18:27.541,272.0,102.0,1973.0,20,True,pybuilder,conda-forge/pybuilder,,6.0,,https://pypi.org/project/pybuilder,2026-04-02 06:20:15.000,2026-04-02 06:20:15.000,0.13.20,699.0,6.0,47844.0,54968.0,https://anaconda.org/conda-forge/pybuilder,2026-04-02 08:18:27.541,398963.0,3.0,,,,,,,,,,,,,,,,
194,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,45.0,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2026-01-10 12:19:00.000,109.0,65.0,1918.0,20,True,shiv,,,29.0,,https://pypi.org/project/shiv,2024-11-01 19:47:45.000,2024-11-01 19:47:45.000,1.0.8,65.0,29.0,335235.0,335235.0,,,,3.0,,,,,,,,,,,,,,,,
195,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,37.0,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,116.0,107.0,1788.0,20,False,dephell,,,871.0,848.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,2020-04-28 06:31:03.273,0.8.3,30.0,23.0,967.0,967.0,,,,3.0,,,,,,,,,,,,,,,,
196,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,20.0,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,72.0,32.0,864.0,20,False,portray,,,891.0,869.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,2022-12-19 09:01:00.611,1.8.0,29.0,22.0,41935.0,41935.0,,,,3.0,,,,,,,,,,,,,,,,
197,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin/,12.0,,MIT,,2024-12-22 21:13:46.000,42.0,,623.0,20,False,mkdocs-awesome-pages-plugin,,['mkdocs'],881.0,665.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2024-12-22 21:13:46.000,2024-12-22 21:13:46.000,2.10.1,27.0,216.0,887802.0,887802.0,,,,3.0,,,,,,,,,,,,,,,,
198,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,101.0,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2026-04-29 07:54:20.000,177.0,121.0,614.0,20,False,zc.buildout,conda-forge/zc.buildout,,123.0,,https://pypi.org/project/zc.buildout,2026-04-29 07:54:20.000,2026-04-29 07:54:20.000,5.2.0,155.0,123.0,45646.0,47376.0,https://anaconda.org/conda-forge/zc.buildout,2025-04-22 14:58:01.521,100362.0,3.0,,,,,,,,,,,,,,,,
199,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,18.0,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2025-11-30 12:15:09.000,24.0,48.0,413.0,20,True,nitpick,,['flake8'],1397.0,1371.0,https://pypi.org/project/nitpick,2025-11-30 12:11:22.000,2025-11-30 12:11:22.000,0.38.1,38.0,26.0,11109.0,11109.0,,,,3.0,,,,,,,,,,,,,,,,
200,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,33.0,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,50.0,57.0,302.0,20,False,baron,,,467.0,462.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,2021-12-09 03:33:32.000,0.10.1,21.0,5.0,397005.0,397005.0,,,,3.0,,,,,,,,,,,,,,,,
201,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,12.0,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2021-10-05 01:33:27.000,34.0,41.0,215.0,20,False,mkdocs-pdf-export-plugin,,['mkdocs'],1534.0,1528.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,2021-10-05 01:33:27.000,0.5.10,24.0,6.0,39561.0,39561.0,,,,3.0,,,,,,,,,,,,,,,,
202,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,10.0,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2025-07-28 15:33:16.000,41.0,32.0,176.0,20,True,releases,conda-forge/sphinx-releases,['sphinx'],797.0,756.0,https://pypi.org/project/releases,2023-04-28 19:14:01.551,2023-04-28 19:14:01.551,2.1.1,37.0,41.0,62420.0,63017.0,https://anaconda.org/conda-forge/sphinx-releases,2025-04-22 14:56:50.743,58583.0,3.0,,,,,,,,,,,,,,,,
