,name,github_id,category,description,resource,homepage,contributor_count,github_url,license,created_at,updated_at,fork_count,open_issue_count,star_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,latest_stable_release_published_at,latest_stable_release_number,release_count,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,conda_forge
203,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,12.0,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,23.0,12.0,111.0,20,False,flake8-bandit,,['flake8'],210.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,2022-08-29 14:28:51.025,4.1.1,13.0,210.0,510708.0,510708.0,,,,3.0,,,,,,,,,,,,,,,,
204,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,13.0,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2025-05-10 18:39:17.052,4.0,1.0,81.0,20,False,xenon,conda-forge/xenon,,1885.0,1838.0,https://pypi.org/project/xenon,2024-10-21 10:27:51.000,2024-10-21 10:27:51.000,0.9.3,24.0,47.0,1148069.0,1151019.0,https://anaconda.org/conda-forge/xenon,2025-05-10 18:39:17.052,41313.0,3.0,,,,,,,,,,,,,,,,
205,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,7.0,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,8.0,6.0,56.0,20,False,mkdocs-git-revision-date-plugin,,['mkdocs'],3077.0,3036.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,2022-03-08 14:42:31.000,0.3.2,9.0,41.0,606321.0,606321.0,,,,3.0,,,,,,,,,,,,,,,,
206,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,27.0,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2025-04-22 14:56:57.175,92.0,48.0,1572.0,19,False,bowler,conda-forge/bowler,,19.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,2020-09-17 01:55:39.000,0.9.0,8.0,19.0,47107.0,47391.0,https://anaconda.org/conda-forge/bowler,2025-04-22 14:56:57.175,26164.0,3.0,,,,,,,,,,,,,,,,
207,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,17.0,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,61.0,36.0,1442.0,19,False,pyannotate,,,189.0,155.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,2019-09-16 15:37:03.000,1.2.0,9.0,34.0,12905.0,12905.0,,,,3.0,,,,,,,,,,,,,,,,
208,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,31.0,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2024-04-09 12:58:32.000,119.0,34.0,893.0,19,False,pynsist,,,273.0,259.0,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,2020-07-03 08:11:24.000,2.5.1,22.0,14.0,6400.0,6400.0,,,,3.0,,,,,,,,,,,,,,,,
209,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,10.0,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2025-11-03 14:44:40.719,51.0,48.0,872.0,19,True,hunter,conda-forge/hunter,,17.0,,https://pypi.org/project/hunter,2025-08-22 22:11:39.000,2025-08-22 22:11:39.000,3.9.0,56.0,17.0,1057149.0,1061082.0,https://anaconda.org/conda-forge/hunter,2025-11-03 14:44:40.719,236005.0,3.0,,,,,,,,,,,,,,,,
210,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,36.0,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,146.0,35.0,844.0,19,False,pycco,,,352.0,346.0,https://pypi.org/project/pycco,2018-07-25 01:44:55.232,2018-07-25 01:44:55.232,0.6.0,11.0,6.0,5301.0,5301.0,,,,3.0,,,,,,,,,,,,,,,,
211,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,67.0,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2026-01-28 17:36:23.000,89.0,47.0,598.0,19,True,pytest-virtualenv,conda-forge/pytest-shutil,,73.0,,https://pypi.org/project/pytest-virtualenv,2024-11-29 19:33:49.000,2024-11-29 19:33:49.000,1.8.1,14.0,73.0,36428.0,38807.0,https://anaconda.org/conda-forge/pytest-shutil,2025-04-22 14:56:53.611,135653.0,3.0,,,,,,,,,,,,,,,,
212,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,11.0,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2019-11-17 15:47:15.000,2025-04-22 14:56:43.876,75.0,,520.0,19,False,assertpy,conda-forge/assertpy,,99.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,,,13.0,99.0,862843.0,863558.0,https://anaconda.org/conda-forge/assertpy,2025-04-22 14:56:43.876,51512.0,3.0,,,,,,,,,,,,,,,,
213,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,81.0,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2026-07-07 22:55:25.314,180.0,45.0,497.0,19,True,,constructor,,27.0,27.0,,,2026-07-07 19:38:50.000,3.16.2,57.0,,,211.0,https://anaconda.org/anaconda/constructor,2026-07-07 22:55:25.314,26389.0,3.0,,,,,,,,,,,,,,,,
214,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,46.0,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2025-04-22 14:56:29.275,86.0,46.0,463.0,19,False,paver,conda-forge/paver,,13.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,2017-12-31 01:13:41.000,1.3.4,28.0,13.0,141219.0,142350.0,https://anaconda.org/conda-forge/paver,2025-04-22 14:56:29.275,131310.0,3.0,,,,,,,,,,,,,,,,
215,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://unimport.hakancelik.dev/,16.0,,MIT,,2026-06-02 15:33:55.000,21.0,,247.0,19,True,unimport,,,218.0,173.0,https://pypi.org/project/unimport,2026-06-02 15:33:55.000,2026-02-18 10:29:08.000,1.3.1,60.0,45.0,47990.0,47990.0,,,,3.0,,,,,,,,,,,,,,,,
216,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,13.0,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2025-08-28 22:06:24.000,43.0,4.0,236.0,19,True,lazydocs,,,486.0,421.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,2021-07-27 08:05:42.000,0.4.8,18.0,65.0,21200.0,21200.0,,,,3.0,,,,,,,,,,,,,,,,
217,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,16.0,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2026-01-06 00:50:50.189,23.0,55.0,195.0,19,True,flake8-simplify,conda-forge/flake8-simplify,,137.0,,https://pypi.org/project/flake8-simplify,2026-01-01 13:32:20.000,2026-01-01 13:32:20.000,0.30.0,40.0,137.0,403647.0,404770.0,https://anaconda.org/conda-forge/flake8-simplify,2026-01-06 00:50:50.189,75269.0,3.0,,,,,,,,,,,,,,,,
218,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,14.0,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2025-04-22 14:57:04.228,19.0,13.0,170.0,19,False,pandas-vet,conda-forge/pandas-vet,['flake8'],522.0,485.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,2023-08-11 15:09:04.000,2023.8.2,10.0,37.0,68078.0,68597.0,https://anaconda.org/conda-forge/pandas-vet,2025-04-22 14:57:04.228,27557.0,3.0,,,,,,,,,,,,,,,,
219,dodgy,landscapeio/dodgy,security,Dodgy: Searches for dodgy looking lines in Python code.,,https://github.com/landscapeio/dodgy,14.0,,MIT,2016-08-11 14:42:36.022,2025-04-22 14:56:26.263,18.0,,123.0,19,False,dodgy,conda-forge/dodgy,,3240.0,3189.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,2019-12-31 16:44:58.000,0.2.1,10.0,51.0,681529.0,683298.0,https://anaconda.org/conda-forge/dodgy,2025-04-22 14:56:26.263,210629.0,3.0,,,,,,,,,,,,,,,,
220,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,18.0,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,112.0,17.0,2951.0,18,False,profiling,,,82.0,80.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,2017-06-28 06:10:16.000,0.1.3,5.0,2.0,1169.0,1169.0,,,,3.0,,,,,,,,,,,,,,,,
221,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,25.0,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2017-12-21 21:09:24.000,143.0,28.0,1766.0,18,False,pyrasite,,,75.0,75.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,,,13.0,,10409.0,10409.0,,,,3.0,,,,,,,,,,,,,,,,
222,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,56.0,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,184.0,89.0,1762.0,18,False,sixpack,,,14.0,14.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,2017-11-22 14:27:35.000,2.7.0,37.0,,624.0,624.0,,,,3.0,,,,,,,,,,,,,,,,
223,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,52.0,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2025-11-12 22:19:10.000,67.0,44.0,693.0,18,False,fixit,,,127.0,111.0,https://pypi.org/project/fixit,2025-11-12 22:19:10.000,2025-11-12 22:19:10.000,2.2.1,13.0,16.0,351661.0,351661.0,,,,3.0,,,,,,,,,,,,,,,,
224,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,11.0,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2025-04-22 14:57:57.761,25.0,9.0,402.0,18,False,manhole,conda-forge/manhole,,6.0,,https://pypi.org/project/manhole,2024-07-04 16:25:34.000,2024-07-04 16:25:34.000,1.8.1,24.0,6.0,1097955.0,1099142.0,https://anaconda.org/conda-forge/manhole,2025-04-22 14:57:57.761,71263.0,3.0,,,,,,,,,,,,,,,,
225,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,11.0,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2025-10-10 17:59:27.000,29.0,,368.0,18,True,add-trailing-comma,,,41.0,,https://pypi.org/project/add-trailing-comma,2025-10-10 17:59:24.000,2025-10-10 17:59:24.000,4.0.0,43.0,41.0,81127.0,81127.0,,,,3.0,,,,,,,,,,,,,,,,
226,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,17.0,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2026-04-10 06:13:04.000,28.0,14.0,184.0,18,True,mkdocs-print-site-plugin,,['mkdocs'],22.0,,https://pypi.org/project/mkdocs-print-site-plugin,2025-08-03 14:15:06.000,2025-05-07 07:31:00.000,2.7.3,50.0,22.0,189585.0,189585.0,,,,3.0,,,,,,,,,,,,,,,,
227,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,16.0,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2026-01-07 12:21:46.000,17.0,23.0,179.0,18,True,dlint,conda-forge/dlint,,107.0,,https://pypi.org/project/dlint,2024-10-31 12:39:01.000,2024-10-31 12:39:01.000,0.16.0,19.0,107.0,92881.0,93138.0,https://anaconda.org/conda-forge/dlint,2025-04-22 14:58:04.693,14399.0,3.0,,,,,,,,,,,,,,,,
228,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,8.0,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,17.0,23.0,102.0,18,False,flake8-mypy,,['flake8'],1832.0,1777.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,2017-08-31 23:17:01.000,17.8.0,6.0,55.0,51024.0,51024.0,,,,3.0,,,,,,,,,,,,,,,,
229,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,5.0,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2025-04-22 14:57:56.214,15.0,12.0,94.0,18,False,unify,conda-forge/unify,,1530.0,1459.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,2013-06-22 15:34:37.000,0.1.5,10.0,71.0,42563.0,42625.0,https://anaconda.org/conda-forge/unify,2025-04-22 14:57:56.214,3819.0,3.0,,,,,,,,,,,,,,,,
230,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,9.0,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2025-04-22 14:56:27.130,9.0,9.0,64.0,18,False,pylint-flask,conda-forge/pylint-flask,['pylint'],8297.0,8291.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,,,5.0,6.0,209559.0,213034.0,https://anaconda.org/conda-forge/pylint-flask,2025-04-22 14:56:27.130,413616.0,3.0,,,,,,,,,,,,,,,,
231,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,3.0,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2025-04-22 14:57:56.114,122.0,5.0,1539.0,17,False,heartrate,conda-forge/heartrate,,76.0,73.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,213.0,334.0,https://anaconda.org/conda-forge/heartrate,2025-04-22 14:57:56.114,7403.0,3.0,,,,,,,,,,,,,,,,
232,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,2.0,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,22.0,21.0,338.0,17,False,pycycle,,,116.0,113.0,https://pypi.org/project/pycycle,2017-02-13 18:07:58.000,2017-02-13 18:07:58.000,0.0.8,8.0,3.0,23059.0,23059.0,,,,3.0,,,,,,,,,,,,,,,,
233,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,16.0,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,46.0,4.0,227.0,17,False,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,2021-01-11 18:41:10.489,2021-01-11 18:41:10.489,0.9.0,28.0,18.0,13683.0,13683.0,,,,3.0,,,,,,,,,,,,,,,,
234,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,8.0,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2025-06-02 23:03:18.000,13.0,10.0,155.0,17,False,com2ann,,,105.0,103.0,https://pypi.org/project/com2ann,2021-08-21 09:01:26.000,2021-08-21 09:01:26.000,0.3.0,3.0,2.0,24858.0,24858.0,,,,3.0,,,,,,,,,,,,,,,,
235,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,22.0,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,244.0,27.0,2183.0,16,False,python-taint,,,2.0,,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,2018-04-09 03:32:38.000,0.2.0,15.0,2.0,2087.0,2087.0,,,,3.0,,,,,,,,,,,,,,,,
236,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,10.0,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2025-09-06 15:27:49.000,73.0,21.0,1689.0,16,True,birdseye,,,9.0,,https://pypi.org/project/birdseye,2025-09-06 15:27:49.000,2025-09-06 15:27:49.000,0.10.0,42.0,9.0,1168.0,1168.0,,,,3.0,,,,,,,,,,,,,,,,
237,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,44.0,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-28 22:35:49.000,56.0,8.0,1577.0,16,False,xar,,,,,https://pypi.org/project/xar,2020-12-02 20:41:20.000,2020-12-02 20:41:20.000,20.12.2,3.0,,3658.0,3658.0,,,,3.0,,,,,,,,,,,,,,,,
238,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,30.0,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2025-12-30 18:35:32.000,48.0,65.0,1335.0,16,True,pyflow,,,45.0,44.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,2021-07-02 13:17:04.000,0.3.1,11.0,1.0,,,,,,3.0,,,,,,,,,,,,,,,,
239,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,5.0,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,40.0,5.0,733.0,16,False,py-heat,,,86.0,80.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,2018-12-06 03:59:34.000,0.0.6,6.0,6.0,807.0,807.0,,,,3.0,,,,,,,,,,,,,,,,
240,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,12.0,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2018-12-14 18:07:29.000,12.0,5.0,301.0,16,False,tbvaccine,,,17.0,17.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,2018-12-14 18:07:29.000,0.3.1,12.0,,9064.0,9064.0,,,,3.0,,,,,,,,,,,,,,,,
241,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,10.0,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2025-07-16 13:54:30.000,19.0,11.0,155.0,16,True,pynt,,,131.0,130.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,2018-06-24 06:23:48.000,0.8.2,7.0,1.0,6957.0,6957.0,,,,3.0,,,,,,,,,,,,,,,,
242,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,3.0,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2024-01-01 00:20:53.000,10.0,7.0,94.0,16,False,pyformat,,,1923.0,1915.0,https://pypi.org/project/pyformat,2024-01-01 00:20:50.000,2014-09-07 13:57:37.000,0.5.7,24.0,8.0,6032.0,6032.0,,,,3.0,,,,,,,,,,,,,,,,
243,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,29.0,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2025-09-22 12:12:06.000,116.0,30.0,5790.0,15,True,xxh-xxh,,,,,https://pypi.org/project/xxh-xxh,2024-04-06 23:52:28.000,2024-04-06 23:52:28.000,0.8.14,55.0,,773.0,773.0,,,,3.0,,,,,,,,,,,,,,,,
244,reloadium,reloadware/reloadium,debugging,Hot Reloading and Profiling for Python.,,https://github.com/reloadware/reloadium,3.0,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2024-05-24 16:13:26.000,63.0,35.0,2999.0,15,False,reloadium,,,,,https://pypi.org/project/reloadium,2024-05-22 15:28:18.000,2024-05-22 15:28:18.000,1.5.1,50.0,,1221.0,1221.0,,,,3.0,,,,,,,,,,,,,,,,
245,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,18.0,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:45.608,120.0,7.0,2148.0,15,False,fake2db,,,33.0,33.0,https://pypi.org/project/fake2db,2021-12-15 15:44:45.608,2021-12-15 15:44:45.608,0.1.0,23.0,,257.0,257.0,,,,3.0,,,,,,,,,,,,,,,,
246,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,7.0,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2023-07-27 15:15:12.000,14.0,11.0,267.0,15,False,bellybutton,,,51.0,50.0,https://pypi.org/project/bellybutton,2023-07-27 15:15:12.000,2023-07-27 15:15:12.000,0.3.2,12.0,1.0,943.0,943.0,,,,3.0,,,,,,,,,,,,,,,,
247,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,3.0,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2025-04-22 14:58:04.676,6.0,8.0,253.0,15,False,cohesion,conda-forge/cohesion,,13.0,,https://pypi.org/project/cohesion,2024-12-09 15:14:21.000,2024-12-09 15:14:21.000,1.2.0,11.0,13.0,33985.0,34107.0,https://anaconda.org/conda-forge/cohesion,2025-04-22 14:58:04.676,6857.0,3.0,,,,,,,,,,,,,,,,
248,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,25.0,https://github.com/jaraco/pip-run,,2016-01-25 01:59:13.000,2025-05-30 00:58:13.000,20.0,10.0,138.0,15,False,pip-run,,,98.0,88.0,https://pypi.org/project/pip-run,2025-05-30 00:58:13.000,2025-05-30 00:58:13.000,16.1.0,72.0,10.0,16998.0,16998.0,,,,3.0,,,,,,,,,,,,,,,,
249,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,9.0,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2025-09-21 21:50:29.000,14.0,1.0,116.0,15,True,massedit,,,57.0,54.0,https://pypi.org/project/massedit,2025-09-21 21:30:16.000,2025-09-21 21:30:16.000,0.71.0,17.0,3.0,1885.0,1885.0,,,,3.0,2.0,,,,,,,,,,,,,,,
250,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,18.0,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2024-10-01 16:15:26.000,24.0,15.0,96.0,15,False,autoimport,,,14.0,,https://pypi.org/project/autoimport,2024-10-01 16:15:26.000,2024-10-01 16:15:26.000,1.6.1,44.0,14.0,50156.0,50156.0,,,,3.0,,,,,,,,,,,,,,,,
251,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,5.0,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,5.0,7.0,40.0,15,False,mkdocs-versioning,,['mkdocs'],179.0,179.0,https://pypi.org/project/mkdocs-versioning,2021-02-11 10:24:35.000,2021-02-11 10:24:35.000,0.4.0,6.0,,2585.0,2585.0,,,,3.0,,,,,,,,,,,,,,,,
252,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,70.0,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2024-09-18 19:08:52.000,399.0,99.0,6314.0,14,False,,,,24.0,24.0,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,
253,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,3.0,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2019-05-10 19:21:38.000,19.0,1.0,351.0,14,False,vex,,,37.0,34.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,363.0,363.0,,,,3.0,,,,,,,,,,,,,,,,
254,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,17.0,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-02-20 06:09:25.000,36.0,20.0,217.0,14,False,imhotep,,,19.0,15.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,2022-02-20 06:09:19.000,2.0.0,10.0,4.0,54.0,54.0,,,,3.0,,,,,,,,,,,,,,,,
255,pytest-play,pytest-dev/pytest-play,testing,pytest plugin that let you automate actions and assertions with test metrics reporting executing plain YAML files.,,https://github.com/pytest-dev/pytest-play,3.0,https://github.com/pytest-dev/pytest-play,Apache-2.0,2017-12-14 09:08:26.000,2019-08-20 15:57:27.000,4.0,5.0,73.0,14,False,pytest-play,,['pytest'],10.0,,https://pypi.org/project/pytest-play,2019-06-12 11:59:29.000,2019-06-12 11:59:29.000,2.3.1,23.0,10.0,1369.0,1369.0,,,,3.0,,,,,,,,,,,,,,,,
