,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
188,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-07-03 23:06:12.000,2023-07-03 23:06:10,165.0,1.0,11.0,2.0,50.0,6.0,23.0,159.0,,,12.0,10.0,23,True,,flake8-black,conda-forge/flake8-black,['flake8'],6966.0,6966.0,https://pypi.org/project/flake8-black,969403.0,978446.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,443133.0,3.0,,,,,,,,,,,,,,,,,,,
189,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,154.0,72.0,32.0,26.0,57.0,3927.0,,,19.0,17.0,22,True,,vprof,,,114.0,114.0,https://pypi.org/project/vprof,3216.0,3216.0,,,,3.0,,,,,,,,,,,,,,,,,,,
190,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-06-16 16:11:48.791,2023-01-20 18:08:14,186.0,,93.0,31.0,75.0,38.0,34.0,1482.0,,,5.0,27.0,22,True,,bowler,conda-forge/bowler,,,,https://pypi.org/project/bowler,93925.0,94226.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,16897.0,3.0,,,,,,,,,,,,,,,,,,,
191,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,44.0,24.0,55.0,63.0,72.0,1279.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,161.0,288.0,,,,3.0,5982.0,2021-07-02 13:17:04.000,1.0,,,,,,,,,,,,,,,,
192,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,,72.0,18.0,42.0,32.0,32.0,844.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,22,True,,portray,,,817.0,796.0,https://pypi.org/project/portray,12972.0,12972.0,,,,3.0,,2022-12-19 09:01:00.611,21.0,,,,,,,,,,,,,,,,
193,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-07-20 12:18:11.000,2023-05-23 15:06:17,123.0,2.0,34.0,11.0,84.0,11.0,39.0,781.0,2023-04-05 18:22:56.000,0.11.0,15.0,12.0,22,True,,python-devtools,conda-forge/python-devtools,,1520.0,1520.0,https://pypi.org/project/python-devtools,669.0,1258.0,https://anaconda.org/conda-forge/python-devtools,2023-06-16 19:25:38.145,15904.0,3.0,,,,,,,,,,,,,,,,,,,
194,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-06-16 13:25:36.186,2023-05-18 17:02:25,1091.0,18.0,74.0,25.0,77.0,5.0,173.0,770.0,,,8.0,39.0,22,True,,green,conda-forge/green,,,,https://pypi.org/project/green,12874.0,14692.0,https://anaconda.org/conda-forge/green,2023-06-16 13:25:36.186,127310.0,3.0,,,,,,,,,,,,,,,,,,,
195,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2023-06-28 15:43:10.000,2022-11-08 15:07:52,1711.0,,164.0,55.0,274.0,125.0,232.0,564.0,,,5.0,92.0,22,False,,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,78242.0,79538.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,28527.0,3.0,,,,,,,,,,,,,,,,,,-8.0,
196,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-06-16 19:26:54.777,2022-12-17 09:19:54,492.0,,21.0,10.0,44.0,7.0,15.0,342.0,2021-03-24 19:56:29.000,1.7.0,14.0,11.0,22,True,,manhole,conda-forge/manhole,,253.0,253.0,https://pypi.org/project/manhole,14117.0,14810.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,16651.0,3.0,,,,,,,,,,,,,,,,,,,
197,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,50.0,15.0,100.0,44.0,30.0,281.0,2019-02-25 23:55:38.000,0.8,12.0,33.0,22,False,,baron,,,299.0,299.0,https://pypi.org/project/baron,31658.0,31658.0,,,,3.0,,,,,,,,,,,,,,,,,,,
198,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-06-21 21:06:31.000,2023-06-18 06:50:58,114.0,1.0,20.0,6.0,16.0,9.0,27.0,220.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,True,,xenon,conda-forge/xenon,,1153.0,1078.0,https://pypi.org/project/xenon,133394.0,133694.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,20725.0,3.0,,2022-02-24 08:21:17.000,75.0,,,,,,,,,,,,,,,,
199,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-06-16 16:08:54.259,2023-04-28 19:12:18,591.0,8.0,35.0,6.0,27.0,26.0,46.0,171.0,,,5.0,10.0,22,True,,releases,conda-forge/sphinx-releases,['sphinx'],572.0,572.0,https://pypi.org/project/releases,11532.0,12325.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,49180.0,3.0,,,,,,,,,,,,,,,,,,,
200,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-06-24 21:25:39.000,2023-06-24 21:25:38,106.0,4.0,40.0,7.0,27.0,,39.0,163.0,2019-10-11 01:01:17.000,0.5.3,4.0,20.0,22,True,,sphinx-markdown-builder,,['sphinx'],711.0,711.0,https://pypi.org/project/sphinx-markdown-builder,44063.0,44063.0,,,,3.0,,,,,,,,,,,,,,,,,,,
201,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,16.0,2.0,16.0,24.0,21.0,155.0,2023-04-10 19:35:00.918,0.14.1,17.0,16.0,22,True,,dlint,conda-forge/dlint,,49.0,,https://pypi.org/project/dlint,123059.0,123221.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,3259.0,3.0,,2022-08-09 19:17:19.574,49.0,,,,,,,,,,,,,,,5.0,
202,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-06-24 16:23:53.000,2023-06-15 18:07:24,224.0,4.0,12.0,3.0,8.0,9.0,68.0,81.0,2023-06-12 08:53:35.050,2.3.5,40.0,4.0,22,True,,mkdocs-print-site-plugin,,['mkdocs'],235.0,229.0,https://pypi.org/project/mkdocs-print-site-plugin,11571.0,11571.0,,,,3.0,,2022-06-01 11:12:02.000,6.0,,,,,,,,,,,,,,,,
203,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,17.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,21,False,,profiling,,,69.0,63.0,https://pypi.org/project/profiling,2367.0,2367.0,,,,3.0,,2017-06-28 06:10:16.000,6.0,,,,,,,,,,,,,,,,
204,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,,198.0,60.0,44.0,40.0,16.0,2688.0,,,,23.0,21,True,,pyrasite,,,49.0,49.0,https://pypi.org/project/pyrasite,20170.0,20170.0,,,,3.0,,,,,,,,,,,,,,,,,,,
205,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,,2016-05-26 17:37:38.151,2023-06-16 13:17:35.941,2023-05-30 17:59:57,301.0,3.0,98.0,17.0,130.0,35.0,48.0,1953.0,2023-03-04 00:16:16.000,4.0.3,13.0,39.0,21,False,,line_profiler,conda-forge/line_profiler,,,,https://pypi.org/project/line_profiler,359071.0,363876.0,https://anaconda.org/conda-forge/line_profiler,2023-06-16 13:17:35.941,413267.0,3.0,,,,,,,,,,,,,,,,,,,
206,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,69.0,126.0,1751.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,sixpack,,,11.0,11.0,https://pypi.org/project/sixpack,137.0,137.0,,,,3.0,,,,,,,,,,,,,,,,,,,
207,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,80.0,27.0,113.0,36.0,76.0,1609.0,2022-11-02 23:26:19.000,1.0.3,18.0,39.0,21,True,,shiv,,,,,https://pypi.org/project/shiv,18638.0,18650.0,,,,3.0,583.0,,,,,,,,,,,,,,,,,,
208,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-06-11 01:13:27.000,2023-01-27 11:02:15,1077.0,,82.0,20.0,33.0,13.0,133.0,620.0,2022-11-05 16:32:25.000,0.13.0.0,17.0,17.0,21,False,,py2exe,,,1798.0,1798.0,https://pypi.org/project/py2exe,14609.0,14875.0,,,,3.0,13843.0,,,,,,,,,,,,,,,,,,
209,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-07-18 02:11:55.000,2023-07-16 19:15:39,569.0,19.0,26.0,5.0,502.0,6.0,52.0,525.0,,,6.0,19.0,21,True,,pytest-randomly,conda-forge/pytest-randomly,,,,https://pypi.org/project/pytest-randomly,816457.0,823091.0,https://anaconda.org/conda-forge/pytest-randomly,2023-07-10 15:26:54.030,139315.0,3.0,,,,,,,,,,,,,,,,,,,
210,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-11-22 05:06:36.000,2021-10-05 01:31:10,72.0,,41.0,19.0,31.0,41.0,46.0,283.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,,mkdocs-pdf-export-plugin,,['mkdocs'],459.0,453.0,https://pypi.org/project/mkdocs-pdf-export-plugin,19329.0,19329.0,,,,3.0,,2021-10-05 01:33:27.000,6.0,,,,,,,,,,,,,,,,
211,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-06-16 16:14:58.026,2023-05-16 19:17:28,188.0,2.0,17.0,6.0,71.0,19.0,30.0,155.0,2022-02-09 03:17:52.000,0.2.3,4.0,13.0,21,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],382.0,382.0,https://pypi.org/project/pandas-vet,57643.0,57955.0,https://anaconda.org/conda-forge/pandas-vet,2023-06-16 16:14:58.026,15888.0,3.0,63.0,,,,,,,,,,,,,,,,,,
212,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,26.0,4.0,38.0,5.0,26.0,126.0,,,,12.0,21,False,,flake8-commas,,['flake8'],15815.0,15815.0,https://pypi.org/project/flake8-commas,541270.0,541270.0,,,,3.0,,,,,,,,,,,,,,,,,,,
213,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,20.0,6.0,14.0,9.0,3.0,114.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,21,False,,dodgy,conda-forge/dodgy,,2759.0,2473.0,https://pypi.org/project/dodgy,433035.0,433873.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,69593.0,3.0,,2019-12-31 16:44:58.000,286.0,,,,,,,,,,,,,,,,
214,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,,2017-07-11 00:19:00.000,2023-06-16 16:09:34.593,2023-05-23 22:06:16,330.0,1.0,155.0,55.0,126.0,37.0,130.0,4302.0,,,16.0,45.0,20,False,,monkeytype,conda-forge/monkeytype,,,,https://pypi.org/project/monkeytype,68263.0,69064.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,52931.0,3.0,,,,,,,,,,,,,,,,,,,
215,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,122.0,34.0,4.0,5.0,4.0,1630.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,20,False,,heartrate,conda-forge/heartrate,,54.0,51.0,https://pypi.org/project/heartrate,917.0,1022.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,2634.0,3.0,,2021-11-13 14:58:19.000,3.0,,,,,,,,,,,,,,,,
216,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,189.0,24.0,95.0,49.0,83.0,586.0,,,,39.0,20,False,,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,212873.0,212873.0,,,,3.0,,,,,,,,,,,,,,,,,,,
217,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-06-16 16:13:53.097,2022-11-03 10:04:57,807.0,,72.0,24.0,114.0,48.0,58.0,515.0,,,4.0,62.0,20,True,,pytest-virtualenv,conda-forge/pytest-shutil,,,,https://pypi.org/project/pytest-virtualenv,33073.0,33823.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,45033.0,3.0,,,,,,,,,,,,,,,,,,,
218,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2023-06-16 13:24:36.177,2019-10-30 17:50:10,279.0,,57.0,1.0,,,,381.0,,,13.0,10.0,20,False,,assertpy,conda-forge/assertpy,,105.0,,https://pypi.org/project/assertpy,395908.0,396224.0,https://anaconda.org/conda-forge/assertpy,2023-06-16 13:24:36.177,21495.0,3.0,,2020-07-19 14:39:02.000,105.0,,,,,,,,,,,,,,,,
219,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-07-07 11:13:17.000,2023-07-07 10:58:24,475.0,3.0,21.0,5.0,177.0,10.0,99.0,229.0,2023-07-07 11:07:02.000,1.0.0,32.0,15.0,20,True,hakancelikdev/unimport,unimport,,,,,https://pypi.org/project/unimport,13150.0,13150.0,,,,3.0,,,,,,,,,,,,,,,,,,,
220,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2023-07-05 16:21:21.000,2023-07-05 16:21:20,768.0,58.0,15.0,8.0,17.0,2.0,58.0,85.0,2023-06-27 01:15:05.282,12.1.0,53.0,16.0,20,True,,pip-run,,,3.0,,https://pypi.org/project/pip-run,3594.0,3594.0,,,,3.0,,2022-07-06 00:51:42.000,3.0,,,,,,,,,,,,,,,,
221,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,9.0,3.0,8.0,7.0,6.0,62.0,,,5.0,7.0,20,True,,pylint-flask,conda-forge/pylint-flask,['pylint'],7848.0,7493.0,https://pypi.org/project/pylint-flask,262737.0,263942.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,100078.0,3.0,,2019-01-30 19:26:02.000,355.0,,,,,,,,,,,,,,,,
222,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,9.0,5.0,9.0,4.0,9.0,54.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,20,False,,mkdocs-git-revision-date-plugin,,['mkdocs'],1500.0,1468.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,61852.0,61852.0,,,,3.0,,2022-03-08 14:42:31.000,32.0,,,,,,,,,,,,,,,,
223,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-06-26 22:36:05.000,2023-06-26 22:36:04,503.0,1.0,367.0,75.0,132.0,106.0,224.0,5592.0,2023-01-29 21:48:52.000,1.2.1,9.0,58.0,19,True,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
224,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,56.0,28.0,63.0,26.0,33.0,1390.0,,,,17.0,19,False,,pyannotate,,,117.0,117.0,https://pypi.org/project/pyannotate,3343.0,3343.0,,,,3.0,,,,,,,,,,,,,,,,,,,
225,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-06-16 19:27:40.699,2022-12-22 13:48:56,431.0,,32.0,19.0,16.0,22.0,28.0,943.0,,,4.0,22.0,19,True,,snoop,conda-forge/snoop,,,,https://pypi.org/project/snoop,49948.0,50137.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,3987.0,3.0,,,,,,,,,,,,,,,,,,,
226,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,115.0,33.0,90.0,25.0,143.0,847.0,,,,30.0,19,False,,pynsist,,,194.0,194.0,https://pypi.org/project/pynsist,1585.0,1585.0,,,,3.0,,,,,,,,,,,,,,,,,,,
227,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-07-19 11:59:17.000,2023-07-19 11:56:48,72.0,1.0,55.0,8.0,53.0,8.0,33.0,342.0,2023-07-19 11:59:17.000,2.0.0,12.0,17.0,19,True,,pytest-docker,,['pytest'],,,https://pypi.org/project/pytest-docker,131382.0,131385.0,,,,3.0,130.0,,,,,,,,,,,,,,,,,,
228,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,48.0,5.0,68.0,4.0,,233.0,2021-01-11 18:41:10.489,0.9.0,28.0,16.0,19,False,,flakehell,,['flake8'],18.0,,https://pypi.org/project/flakehell,23446.0,23447.0,,,,3.0,70.0,2021-01-11 18:41:10.489,18.0,,,,,,,,,,,,,,,,
229,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-06-20 17:22:28.000,2023-04-19 05:31:49,827.0,,9.0,5.0,101.0,18.0,25.0,187.0,2023-01-30 01:07:41.000,1.1.1,11.0,9.0,19,True,,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,85513.0,89332.0,https://anaconda.org/conda-forge/xdoctest,2023-06-16 19:18:12.043,156600.0,3.0,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
230,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-07-20 13:23:55.000,2023-06-11 00:08:52,155.0,1.0,32.0,7.0,31.0,5.0,23.0,148.0,2021-07-27 09:00:22.000,0.4.8,13.0,10.0,19,True,,lazydocs,,,161.0,161.0,https://pypi.org/project/lazydocs,6406.0,6406.0,,,,3.0,,,,,,,,,,,,,,,,,,,
231,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,19.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,,flake8-mypy,,['flake8'],1727.0,1604.0,https://pypi.org/project/flake8-mypy,45473.0,45473.0,,,,3.0,,2017-08-31 23:17:01.000,123.0,,,,,,,,,,,,,,,,
232,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,14.0,7.0,10.0,8.0,3.0,82.0,,,1.0,5.0,19,False,,unify,conda-forge/unify,,1201.0,1201.0,https://pypi.org/project/unify,137377.0,137434.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1429.0,3.0,,,,,,,,,,,,,,,,,,,
233,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,242.0,,115.0,68.0,29.0,7.0,15.0,2189.0,2019-03-09 13:53:12.000,1.0.0,2.0,18.0,18,False,,fake2db,,,23.0,23.0,https://pypi.org/project/fake2db,303.0,303.0,,,,3.0,,,,,,,,,,,,,,,,,,,
234,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,,2017-06-29 18:15:26.000,2023-07-19 01:21:53.000,2023-07-19 01:01:35,98.0,1.0,55.0,42.0,22.0,7.0,25.0,1551.0,2020-12-02 20:33:26.000,20.12.2,3.0,39.0,18,False,,xar,,,26.0,26.0,https://pypi.org/project/xar,165.0,165.0,,,,3.0,,,,,,,,,,,,,,,,,,,
235,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,2.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,18,False,,vex,,,39.0,29.0,https://pypi.org/project/vex,427.0,427.0,,,,3.0,,2019-05-10 19:21:38.000,10.0,,,,,,,,,,,,,,,,
