,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
144,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-06-24 19:35:05.000,2022-12-04 22:09:17,262.0,,142.0,49.0,45.0,38.0,70.0,6856.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,26,True,,icecream,conda-forge/icecream,,125.0,,https://pypi.org/project/icecream,243919.0,244679.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,20534.0,3.0,,2022-07-21 09:20:01.329,125.0,,,,,,,,,,,,,,,,
145,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-07-19 05:29:25.000,2023-01-21 22:38:30,6697.0,,200.0,58.0,127.0,302.0,233.0,4813.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,148.0,148.0,https://pypi.org/project/pyoxidizer,6611.0,6855.0,,,,3.0,10249.0,,,,,,,,,,,,,,,,,,
146,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2023-07-08 17:13:30.032,2022-02-16 05:16:40,168.0,,383.0,76.0,41.0,24.0,38.0,4014.0,2023-07-08 14:38:01.029,3.26.0,201.0,16.0,26,False,,rebound,conda-forge/rebound,,43.0,24.0,https://pypi.org/project/rebound,2947.0,10891.0,https://anaconda.org/conda-forge/rebound,2023-07-08 17:13:30.032,301779.0,3.0,229.0,2022-04-25 14:15:09.000,19.0,,,,,,,,,,,,,,,4.0,
147,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-06-16 13:17:16.464,2023-02-22 05:49:22,592.0,,236.0,32.0,219.0,110.0,177.0,3734.0,,,15.0,109.0,26,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,6112591.0,6126778.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1248513.0,3.0,,,,,,,,,,,,,,,,,,,
148,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-07-19 13:42:09.417,2023-07-19 13:30:11,982.0,10.0,363.0,41.0,478.0,164.0,387.0,3152.0,,,11.0,126.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,2834182.0,2838050.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,131535.0,3.0,,,,,,,,,,,,,,,,,,,
149,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-07-10 15:07:19.000,2023-04-11 16:04:33,1217.0,,328.0,48.0,414.0,90.0,198.0,3123.0,2022-10-05 17:13:10.000,1.4.0,8.0,73.0,26,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,400024.0,400024.0,,,,3.0,,,,,,,,,,,,,,,,,,,
150,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-07-15 20:03:40.000,2023-07-15 20:03:40,1085.0,59.0,150.0,37.0,480.0,14.0,368.0,2723.0,,,116.0,34.0,26,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,386782.0,401686.0,https://anaconda.org/conda-forge/pyupgrade,2023-07-08 18:39:24.513,566355.0,2.0,,,,,,,,,,,,,,,,,,,
151,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-07-10 05:27:47.685,2023-07-10 03:17:08,1424.0,3.0,239.0,92.0,384.0,84.0,421.0,1558.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,26,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,21859.0,24430.0,https://anaconda.org/conda-forge/pybuilder,2023-07-10 05:27:47.685,51429.0,3.0,,,,,,,,,,,,,,,,,,,
152,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-06-16 13:20:11.899,2022-07-24 14:45:54,478.0,,84.0,10.0,59.0,57.0,53.0,1066.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,26,True,,pympler,conda-forge/pympler,,330.0,,https://pypi.org/project/pympler,1855353.0,1859932.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,348034.0,3.0,,2021-12-22 16:55:15.000,330.0,,,,,,,,,,,,,,,,
153,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-06-16 16:19:13.966,2022-12-21 03:55:00,575.0,,136.0,8.0,115.0,118.0,201.0,985.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3629.0,3398.0,https://pypi.org/project/pdoc3,302630.0,302657.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1231.0,3.0,,2021-08-03 14:51:19.000,231.0,,,,,,,,,,,,,,,,
154,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-06-16 16:07:30.628,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,48.0,42.0,700.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,26,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],8977.0,8320.0,https://pypi.org/project/pytest-watch,440481.0,441858.0,https://anaconda.org/conda-forge/pytest-watch,2023-06-16 16:07:30.628,90946.0,3.0,,2018-05-20 19:52:16.000,657.0,,,,,,,,,,,,,,,,
155,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-07-17 22:42:27.000,2023-07-16 19:15:47,541.0,20.0,20.0,7.0,464.0,3.0,51.0,439.0,2023-06-15 14:04:03.387,3.13.0,38.0,15.0,26,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],641.0,,https://pypi.org/project/flake8-comprehensions,916359.0,936059.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,728911.0,3.0,,2022-05-19 09:53:53.000,641.0,,,,,,,,,,,,,,,6.0,
156,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,1.0,14.0,6.0,256.0,19.0,30.0,302.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,26,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],16878.0,16765.0,https://pypi.org/project/flake8-eradicate,619066.0,619446.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,10276.0,3.0,,2022-08-11 07:18:01.020,113.0,,,,,,,,,,,,,,,,
157,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,15.0,33.0,9.0,97.0,10.0,52.0,229.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,26,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3601.0,3601.0,https://pypi.org/project/pytest-mypy,256583.0,258397.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,74387.0,3.0,,,,,,,,,,,,,,,,,,,
158,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,57.0,9.0,171.0,39.0,23.0,196.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,26,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1057.0,1013.0,https://pypi.org/project/data-science-types,81997.0,82281.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,8813.0,3.0,,2021-02-16 16:45:03.000,44.0,,,,,,,,,,,,,,,,
159,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,,2015-03-18 20:52:08.000,2023-07-20 01:25:56.000,2023-07-20 01:25:53,6084.0,135.0,259.0,56.0,834.0,135.0,504.0,4282.0,,,71.0,94.0,25,False,,pytype,conda-forge/pytype,,,,https://pypi.org/project/pytype,204287.0,208801.0,https://anaconda.org/conda-forge/pytype,2023-06-17 19:29:31.399,167051.0,3.0,,,,,,,,,,,,,,,,,,,
160,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,617.0,155.0,35.0,166.0,119.0,1925.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,248.0,248.0,https://pypi.org/project/uiautomator,45133.0,45133.0,,,,3.0,,,,,,,,,,,,,,,,,,,
161,beartype,beartype/beartype,linters,Unbearably fast near-real-time runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-07-19 19:13:09.000,2023-07-19 18:58:58,976.0,64.0,34.0,13.0,39.0,49.0,151.0,1906.0,2023-06-07 05:37:47.000,0.14.1,26.0,16.0,25,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,369625.0,371129.0,https://anaconda.org/conda-forge/beartype,2023-06-07 06:57:51.188,55659.0,3.0,,,,,,,,,,,,,,,,,,,
162,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1759.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,833.0,817.0,https://pypi.org/project/dephell,2663.0,2667.0,,,,3.0,244.0,2019-03-14 17:37:00.000,16.0,,,,,,,,,,,,,,,,
163,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-06-16 16:15:48.838,2023-02-20 18:24:13,204.0,,34.0,9.0,34.0,6.0,21.0,1249.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,273.0,273.0,https://pypi.org/project/stackprinter,430188.0,430306.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,5785.0,3.0,,,,,,,,,,,,,,,,,,,
164,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-06-16 19:23:42.346,2023-03-13 20:38:27,472.0,,75.0,19.0,417.0,10.0,107.0,573.0,2022-10-20 06:20:02.477,3.4.0,40.0,36.0,25,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,87.0,,https://pypi.org/project/mypy-protobuf,1141933.0,1145216.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-06-16 19:23:42.346,105078.0,3.0,,2022-10-20 06:20:02.477,87.0,,,,,,,,,,,,,,,,
165,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-07-16 13:36:24.000,2023-07-15 12:53:08,93.0,4.0,31.0,7.0,16.0,13.0,47.0,344.0,2023-05-08 18:47:19.000,2.9.1,23.0,6.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],2973.0,2865.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,104332.0,104332.0,,,,3.0,,2022-07-24 17:45:31.955,108.0,,,,,,,,,,,,,,,,
166,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-06-26 22:59:27.000,2023-05-02 14:06:24,564.0,1.0,39.0,6.0,70.0,19.0,76.0,279.0,,,43.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,12327.0,9357.0,https://pypi.org/project/check-manifest,214686.0,216437.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,96308.0,3.0,,2015-03-26 17:42:26.000,2970.0,,,,,,,,,,,,,,,,
167,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-06-16 13:24:07.930,2022-12-10 16:20:39,292.0,,71.0,10.0,100.0,12.0,90.0,273.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,25,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1214.0,,https://pypi.org/project/flake8-import-order,404568.0,407536.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,237475.0,3.0,,2019-03-04 08:39:11.000,1214.0,,,,,,,,,,,,,,,,
168,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-07-17 17:37:24.000,2023-04-16 08:34:06,854.0,,26.0,11.0,24.0,167.0,307.0,259.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,py2app,,,4478.0,4478.0,https://pypi.org/project/py2app,16946.0,16946.0,,,,3.0,,,,,,,,,,,,,,,,,,,
169,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,6.0,23.0,5.0,25.0,7.0,16.0,184.0,2023-06-09 06:29:34.000,2.3.0,4.0,13.0,25,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,13932.0,13932.0,https://pypi.org/project/eradicate,627177.0,627463.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,7726.0,2.0,,,,,,,,,,,,,,,,,,,
170,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,32.0,3.0,45.0,19.0,80.0,48.0,2021-09-21 19:52:30.000,0.12.0,13.0,23.0,25,False,,pytkdocs,conda-forge/pytkdocs,,1258.0,1258.0,https://pypi.org/project/pytkdocs,92433.0,95190.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,90985.0,3.0,,,,,,,,,,,,,,,,,,,
171,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-06-21 16:18:50.000,2023-06-21 16:18:49,768.0,13.0,90.0,44.0,56.0,19.0,59.0,4488.0,2022-09-29 10:20:01.217,0.8.12,89.0,24.0,24,True,,xxh-xxh,,,75.0,75.0,https://pypi.org/project/xxh-xxh,450.0,489.0,,,,3.0,1604.0,2022-09-29 10:20:01.217,,,,,,,,,,,,,,,,,
172,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,207.0,71.0,56.0,32.0,46.0,4408.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,True,,better-exceptions,,,84.0,,https://pypi.org/project/better-exceptions,114015.0,114015.0,,,,3.0,,2021-01-29 16:48:55.000,84.0,,,,,,,,,,,,,,,,
173,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-07-14 06:03:38.000,2023-07-03 20:31:25,603.0,19.0,74.0,15.0,161.0,38.0,69.0,785.0,2023-06-25 03:08:35.000,2.2.0,28.0,37.0,24,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,,,https://pypi.org/project/autoflake,1490475.0,1500004.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,486007.0,2.0,,,,,,,,,,,,,,,,,,,
174,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-07-17 22:40:30.000,2023-07-16 19:15:31,341.0,20.0,39.0,7.0,193.0,13.0,55.0,536.0,2023-07-09 06:47:00.760,1.15.0,25.0,16.0,24,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,28.0,,https://pypi.org/project/blacken-docs,137124.0,137959.0,https://anaconda.org/conda-forge/blacken-docs,2023-07-09 08:54:58.497,30067.0,3.0,,2023-01-16 10:50:01.873,28.0,,,,,,,,,,,,,,,,
175,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-06-16 13:23:26.276,2022-12-22 23:43:03,285.0,,21.0,4.0,58.0,1.0,42.0,105.0,,,19.0,17.0,24,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9329.0,9329.0,https://pypi.org/project/flake8-builtins,591686.0,594362.0,https://anaconda.org/conda-forge/flake8-builtins,2023-06-16 13:23:26.276,214153.0,3.0,,,,,,,,,,,,,,,,,,,
176,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,30.0,10.0,6.0,38.0,2650.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,23,False,,pretty_errors,conda-forge/pretty_errors,,53.0,,https://pypi.org/project/pretty_errors,26748.0,27132.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,12297.0,3.0,,2021-11-24 14:32:07.000,53.0,,,,,,,,,,,,,,,,
177,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,235.0,70.0,116.0,22.0,78.0,2141.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,,python-taint,,,101.0,89.0,https://pypi.org/project/python-taint,4542.0,4543.0,,,,3.0,106.0,2018-11-01 16:02:04.000,12.0,,,,,,,,,,,,,,,,
178,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,29.0,28.0,827.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,23,False,,pycco,,,304.0,304.0,https://pypi.org/project/pycco,1527.0,1527.0,,,,3.0,,,,,,,,,,,,,,,,,,,
179,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-06-16 19:26:54.897,2023-04-26 09:11:54,1074.0,19.0,42.0,15.0,21.0,40.0,54.0,740.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,23,True,,hunter,conda-forge/hunter,,145.0,145.0,https://pypi.org/project/hunter,6316.0,8243.0,https://anaconda.org/conda-forge/hunter,2023-06-16 19:26:54.897,46248.0,3.0,,,,,,,,,,,,,,,,,,,
180,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,72.0,28.0,106.0,66.0,48.0,668.0,2019-03-17 19:03:54.000,0.9.2,6.0,34.0,23,False,,redbaron,,,565.0,565.0,https://pypi.org/project/redbaron,31675.0,31675.0,,,,2.0,,,,,,,,,,,,,,,,,,,
181,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,24.0,85.0,28.0,52.0,506.0,2020-11-16 12:36:24.000,0.11.2,7.0,23.0,23,False,,mamba,,,814.0,814.0,https://pypi.org/project/mamba,6883.0,6883.0,,,,3.0,,,,,,,,,,,,,,,,,,,
182,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-03-19 22:56:32.000,2022-07-29 16:12:10,178.0,,37.0,5.0,102.0,26.0,27.0,488.0,,,,12.0,23,True,,interrogate,,,4749.0,4749.0,https://pypi.org/project/interrogate,76789.0,76789.0,,,,3.0,,,,,,,,,,,,,,,,,,,
183,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2023-07-17 20:31:20.000,2023-07-17 20:21:11,296.0,38.0,49.0,21.0,275.0,22.0,71.0,417.0,2023-07-17 20:20:42.042,2.0.0,10.0,35.0,23,False,,fixit,,,42.0,40.0,https://pypi.org/project/fixit,13471.0,13471.0,,,,3.0,,2021-07-30 20:35:02.000,2.0,,,,,,,,,,,,,,,,
184,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2023-07-19 18:52:29.000,2023-07-17 18:26:46,1112.0,26.0,154.0,33.0,379.0,35.0,286.0,414.0,2023-07-13 12:41:10.000,3.4.4,42.0,69.0,23,False,,,constructor,,14.0,14.0,,,87.0,https://anaconda.org/anaconda/constructor,2023-07-17 18:51:08.519,7342.0,3.0,275.0,,,,,,,,,,,,,,,,,,
185,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-06-16 13:24:44.425,2022-01-27 10:32:34,98.0,,20.0,9.0,21.0,18.0,21.0,333.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,23,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1985.0,1863.0,https://pypi.org/project/pytest-lazy-fixture,414133.0,420679.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,491020.0,3.0,,2020-02-01 18:04:00.000,122.0,,,,,,,,,,,,,,,,
186,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,60.0,10.0,50.0,53.0,44.0,250.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,23,False,,mkdocs-with-pdf,,['mkdocs'],357.0,354.0,https://pypi.org/project/mkdocs-with-pdf,22616.0,22616.0,,,,3.0,,2021-07-03 02:04:39.000,3.0,,,,,,,,,,,,,,,,
187,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-07-18 00:37:10.000,2023-07-18 00:37:10,120.0,7.0,22.0,7.0,45.0,9.0,12.0,213.0,2022-10-25 11:19:00.465,1.4.1,10.0,10.0,23,True,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1549.0,1447.0,https://pypi.org/project/pytest-datadir,158695.0,161187.0,https://anaconda.org/conda-forge/pytest-datadir,2023-06-16 13:24:06.959,201896.0,3.0,,2022-10-25 11:19:00.465,102.0,,,,,,,,,,,,,,,,
