,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-09-29 07:14:15.000,2022-09-29 06:48:26,12702.0,812.0,394.0,106.0,321.0,225.0,6061.0,2022-09-09 15:56:37.775,0.9.16,74.0,217.0,34,True,111.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,159329.0,159329.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
51,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-09-27 05:09:06.000,2022-09-27 05:09:06,1185.0,19.0,200.0,46.0,248.0,162.0,2497.0,2022-07-19 14:27:35.000,2022.1.2,75.0,89.0,34,True,148.0,pudb,conda-forge/pudb,,4136.0,3397.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,433447.0,435581.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,157921.0,1.0,,,,,,,,,,,,,,,,,,,,,
52,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-09-27 13:38:27.000,2022-09-26 15:16:45,8342.0,176.0,272.0,56.0,900.0,2700.0,1526.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,34,True,645.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,263506.0,268635.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,337401.0,2.0,-1.0,718.0,,,,,,,,,,,,,,,,,,,
53,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-09-29 11:35:11.604,2022-09-28 12:02:03,512.0,24.0,116.0,33.0,191.0,113.0,1454.0,2022-09-28 12:02:19.450,3.9.0,57.0,60.0,34,True,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],35076.0,30697.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7215534.0,7238597.0,https://anaconda.org/conda-forge/pytest-mock,2022-09-29 11:35:11.604,1706708.0,2.0,,,,,,,,,,,,,,,,,,,,,
54,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-09-27 23:02:06.000,2022-09-19 07:25:03,2643.0,84.0,156.0,26.0,234.0,174.0,1405.0,2022-07-29 12:59:00.921,1.3.0,75.0,70.0,34,True,73.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,611857.0,624957.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,851530.0,1.0,,,,,,,,,,,,,,,,,,,,,
55,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-09-19 14:06:14.000,2022-06-22 16:57:16,556.0,,113.0,19.0,64.0,72.0,1400.0,2022-06-21 16:26:40.000,0.8.10,26.0,76.0,34,True,71.0,tabulate,conda-forge/tabulate,,93031.0,86389.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,42456031.0,42499314.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,3289551.0,2.0,,,,,,,,,,,,,,,,,,,,,
56,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,371.0,48.0,261.0,462.0,1354.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,447.0,nose,conda-forge/nose,,174291.0,129684.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5113954.0,5145666.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2410164.0,2.0,,,,,,,,,,,,,,,,,,,,,
57,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-09-27 13:35:17.000,2022-09-27 13:35:17,1044.0,1.0,269.0,33.0,491.0,387.0,1329.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,34,True,41.0,twine,conda-forge/twine,,83634.0,71098.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3166658.0,3174447.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,568636.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,,
58,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-09-12 21:01:06.000,2022-09-12 21:01:02,458.0,14.0,326.0,108.0,265.0,176.0,9093.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,33,True,92.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,40.0,936020.0,946384.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,333118.0,2.0,,10219.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,579.0,401814.0,,,
59,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-09-28 20:37:52.000,2022-09-28 20:37:51,569.0,38.0,626.0,110.0,640.0,789.0,6907.0,2022-09-28 19:15:13.007,1.26.1,85.0,28.0,33,True,25.0,playwright,,,1933.0,1857.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,1025606.0,1025606.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
60,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-09-28 18:10:04.000,2022-09-28 18:10:04,1228.0,56.0,221.0,57.0,993.0,782.0,2158.0,2022-09-20 02:42:37.000,2.1.105,192.0,108.0,33,True,148.0,pex,,,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,470786.0,517325.0,,,,2.0,,1396184.0,,,,,,,,,,,,,,,,,,,
61,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-09-28 23:09:51.000,2022-09-28 23:05:34,3509.0,46.0,197.0,40.0,32.0,800.0,1763.0,2022-09-28 23:09:51.000,7.7.0,254.0,25.0,33,False,13.0,pyarmor,,,522.0,508.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,596164.0,596164.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
62,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-09-16 13:56:20.000,2022-08-20 08:31:04,665.0,2.0,163.0,31.0,146.0,133.0,1502.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,28774.0,27873.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6837980.0,6863495.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1530904.0,2.0,,,,,,,,,,,,,,,,,,,,,
63,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,18.0,154.0,50.0,160.0,212.0,1470.0,2022-04-22 15:33:23.000,0.36.0,48.0,66.0,33,True,67.0,doit,conda-forge/doit,,1323.0,1042.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,292566.0,294770.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,125663.0,2.0,,,,,,,,,,,,,,,,,,,,,
64,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-09-09 12:13:22.000,2022-09-06 20:37:38,1005.0,10.0,166.0,46.0,313.0,289.0,982.0,2021-12-10 11:41:55.000,2.5.0,58.0,84.0,33,True,205.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,5885262.0,5930871.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3375137.0,2.0,,,,,,,,,,,,,,,,,,,,,
65,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-09-26 20:06:04.000,2022-09-14 17:44:44,1361.0,26.0,171.0,24.0,338.0,343.0,630.0,2022-07-11 12:26:57.000,7.0.5,78.0,109.0,33,True,85.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,14077360.0,14092697.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1196328.0,2.0,,,,,,,,,,,,,,,,,,,,,
66,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-09-27 09:42:31.000,2022-09-27 09:42:30,794.0,6.0,106.0,25.0,125.0,303.0,343.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,37.0,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,119116166.0,119691612.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,42583059.0,2.0,,,,,,,,,,,,,,,,,,,,,
67,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-09-23 13:37:20.000,2022-09-23 13:37:19,2920.0,47.0,2561.0,383.0,854.0,1479.0,28884.0,2022-09-03 22:55:24.000,2.3.4,60.0,382.0,32,True,31.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,8058.0,8058.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
68,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-09-28 18:55:55.000,2022-09-28 08:15:37,763.0,41.0,194.0,55.0,112.0,89.0,4799.0,2022-08-21 16:25:32.877,4.3.0,38.0,44.0,32,True,16.0,pyinstrument,conda-forge/pyinstrument,,1006.0,900.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,476108.0,477974.0,https://anaconda.org/conda-forge/pyinstrument,2022-08-21 20:28:12.470,134401.0,2.0,,,,,,,,,,,,,,,,,,,,,
69,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-09-28 22:43:11.000,2022-09-27 21:50:58,5585.0,190.0,256.0,55.0,742.0,454.0,3920.0,2022-09-28 00:15:14.752,2022.9.27,151.0,84.0,32,True,99.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,336721.0,340620.0,https://anaconda.org/conda-forge/pytype,2022-09-28 22:12:19.643,109182.0,2.0,,,,,,,,,,,,,,,,,,,,,
70,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-09-29 10:02:55.000,2022-09-24 10:54:32,2295.0,52.0,294.0,66.0,930.0,304.0,3752.0,2022-08-08 19:53:18.372,6.0.0,39.0,112.0,32,True,2.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,168487.0,170224.0,https://anaconda.org/conda-forge/mimesis,2022-08-08 22:27:40.671,45052.0,2.0,,367.0,,,,,,,,,,,,,,,,,,,
71,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-09-14 06:42:31.877,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1424.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,64.0,logbook,conda-forge/logbook,,4662.0,3479.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1609374.0,1611425.0,https://anaconda.org/conda-forge/logbook,2022-09-14 06:42:31.877,86043.0,2.0,,280.0,,,,,,,,,,,,,,,,,,,
72,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-09-25 14:42:36.000,2022-09-25 14:42:36,819.0,39.0,151.0,26.0,158.0,273.0,1341.0,2022-09-20 11:49:09.380,12.2.0,90.0,39.0,32,True,9.0,pdoc,,,1022.0,819.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,203.0,63602.0,63602.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
73,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-09-26 15:22:09.000,2022-09-23 10:15:55,318.0,23.0,106.0,35.0,195.0,190.0,1011.0,2022-07-15 08:25:25.352,0.19.0,32.0,39.0,32,True,34.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3866425.0,3885637.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1229273.0,2.0,,40.0,,,,,,,,,,,,,,,,,,,
74,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-09-15 18:36:34.000,2022-04-05 09:33:19,724.0,,173.0,21.0,303.0,211.0,946.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,91.0,pydocstyle,conda-forge/pydocstyle,,36625.0,34230.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2503922.0,2516198.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,908477.0,2.0,,57.0,,,,,,,,,,,,,,,,,,,
75,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-09-26 17:14:19.000,2022-09-23 20:44:04,1084.0,39.0,136.0,24.0,283.0,210.0,728.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,49.0,nose2,conda-forge/nose2,,6306.0,5224.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,572438.0,573726.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,67007.0,2.0,,,,,,,,,,,,,,,,,,,,,
76,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,180.0,21.0,79.0,54.0,659.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,True,89.0,alabaster,conda-forge/alabaster,['sphinx'],79676.0,71996.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7680.0,5916090.0,5979998.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,4729260.0,2.0,,,,,,,,,,,,,,,,,,,,,
77,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-07-24 20:36:52.000,2022-07-24 20:36:52,1726.0,7.0,164.0,22.0,335.0,384.0,629.0,2022-06-20 18:54:02.000,4.34.0,64.0,103.0,32,True,136.0,breathe,conda-forge/breathe,,8612.0,7582.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1030.0,345915.0,351277.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,379170.0,2.0,,390.0,,,,,,,,,,,,,,,,,breathe-doc/breathe,,
78,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-09-26 23:35:33.000,2022-07-17 11:28:12,387.0,3.0,183.0,20.0,244.0,190.0,527.0,2022-07-04 14:37:44.000,3.1.1,44.0,45.0,32,True,103.0,pytest-html,conda-forge/pytest-html,['pytest'],24780.0,24096.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2422080.0,2426559.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,286667.0,2.0,,,,,,,,,,,,,,,,,,,,,
79,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-09-25 14:34:44.000,2022-09-25 14:34:40,9973.0,14.0,4927.0,1069.0,325.0,4707.0,24758.0,2022-08-04 07:00:10.225,1.6.8,83.0,118.0,31,True,52.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,7321.0,7321.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
80,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-07-05 13:32:55.000,2022-04-02 15:07:32,305.0,,918.0,233.0,111.0,97.0,15234.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,19.0,pysnooper,conda-forge/pysnooper,,825.0,777.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,48.0,182118.0,183435.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,52700.0,1.0,,,,,,,,,,,,,,,,,,,,,
81,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-09-27 21:54:37.000,2022-09-27 21:54:35,2599.0,119.0,217.0,63.0,179.0,165.0,6012.0,2022-09-24 17:19:01.377,1.5.13,132.0,31.0,31,True,71.0,scalene,,,135.0,132.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,3.0,13560.0,13560.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
82,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-09-28 18:48:41.000,2022-09-27 16:12:20,1203.0,40.0,301.0,46.0,355.0,184.0,2473.0,2022-07-22 15:22:53.000,1.3.0,36.0,67.0,31,True,96.0,detect-secrets,,,24.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,24.0,468106.0,468106.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,
83,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2022-09-15 14:17:35.000,2021-12-30 16:31:44,354.0,,135.0,27.0,75.0,118.0,1609.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,31,True,61.0,ipdb,conda-forge/ipdb,,43388.0,34663.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8725.0,2630700.0,2634690.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,295266.0,1.0,,,,,,,,,,,,,,,,,,,,,
84,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-09-24 13:29:15.000,2022-09-24 13:29:15,633.0,30.0,457.0,71.0,247.0,138.0,1509.0,,,10.0,86.0,31,True,63.0,pyelftools,conda-forge/pyelftools,,4473.0,3947.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,526.0,1530411.0,1531711.0,https://anaconda.org/conda-forge/pyelftools,2022-08-12 23:44:46.717,101454.0,1.0,,,,,,,,,,,,,,,,,,,,,
85,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-09-27 18:06:41.000,2022-09-27 18:06:40,934.0,164.0,176.0,53.0,286.0,181.0,1074.0,2022-07-07 14:31:17.000,6.0.1,93.0,49.0,31,True,128.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],171.0,,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,171.0,552033.0,553297.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,50582.0,2.0,,,,,,,,,,,,,,,,,,,,,
86,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-06-08 15:08:54.000,2022-01-05 13:41:29,905.0,,100.0,22.0,64.0,189.0,784.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,31,True,16.0,progressbar2,conda-forge/progressbar2,,23220.0,21734.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,15084566.0,15092614.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,569502.0,2.0,,1695.0,,,,,,,,,,,,,,,,,,,
87,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2022-08-29 18:12:54.657,2022-08-29 14:53:21,230.0,6.0,78.0,11.0,43.0,72.0,762.0,2022-08-29 14:53:13.855,6.7.0,64.0,30.0,31,True,,colorlog,conda-forge/colorlog,,20587.0,18137.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000,2450.0,7988003.0,8002737.0,https://anaconda.org/conda-forge/colorlog,2022-08-29 18:12:54.657,1134521.0,2.0,,,,,,,,,,,,,,,,,,,,,
88,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-09-28 17:49:02.000,2022-09-28 17:49:01,1100.0,2.0,85.0,20.0,102.0,99.0,508.0,2021-11-30 21:05:47.000,0.8.3,26.0,45.0,31,True,8.0,parso,conda-forge/parso,,232142.0,226239.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,14533498.0,14705565.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,9807859.0,2.0,,,,,,,,,,,,,,,,,,,,,
89,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2022-09-27 21:07:47.000,2022-09-26 17:17:43,352.0,133.0,23.0,8.0,30.0,15.0,189.0,2022-09-25 13:38:00.886,1.1.0,29.0,8.0,31,True,11.0,executing,conda-forge/executing,,30539.0,30483.0,https://pypi.org/project/executing,2022-02-27 22:45:22.000,56.0,6813590.0,6911929.0,https://anaconda.org/conda-forge/executing,2022-09-25 17:22:43.296,3245212.0,1.0,,,,,,,,,,,,,,,,,,,,,
90,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-07-07 23:20:47.000,2022-06-22 04:41:01,431.0,,518.0,165.0,143.0,166.0,8836.0,2022-06-22 04:50:45.000,0.15.1.0,94.0,40.0,30,True,127.0,gdbgui,,,203.0,201.0,https://pypi.org/project/gdbgui,2022-06-22 04:46:50.000,2.0,332833.0,333231.0,,,,2.0,,10350.0,,,,,,,,,,,,,,,,,,,
91,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-09-29 06:23:28.000,2021-10-23 09:17:21,311.0,,309.0,61.0,127.0,95.0,4544.0,2021-12-15 16:10:13.225,0.1.0,40.0,51.0,30,True,127.0,pipreqs,conda-forge/pipreqs,,13429.0,13093.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,336.0,312776.0,313174.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,28679.0,2.0,,,,,,,,,,,,,,,,,,,,,
