,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge,new_addition
10,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-09-29 14:38:04.000,2022-09-28 10:04:42,19641.0,212.0,1763.0,138.0,4689.0,5173.0,4910.0,2022-09-27 22:59:24.377,5.2.2,171.0,753.0,44,True,1082.0,sphinx,conda-forge/sphinx,['sphinx'],282114.0,222153.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,59961.0,7677615.0,7761169.0,https://anaconda.org/conda-forge/sphinx,2022-09-27 19:40:26.018,6099457.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-09-29 13:30:13.000,2022-09-23 15:13:07,3472.0,175.0,1360.0,537.0,812.0,863.0,39881.0,2022-07-11 14:38:05.650,12.5.1,169.0,197.0,42,True,59.0,rich,conda-forge/rich,,33629.0,31504.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,2125.0,12453437.0,12523134.0,https://anaconda.org/conda-forge/rich,2022-07-11 20:48:09.934,1812147.0,1.0,,,,,,,,,,,,,,,,,,,,,
12,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-09-29 02:56:32.000,2022-09-29 02:56:28,1425.0,69.0,1855.0,220.0,1218.0,1732.0,29236.0,2022-08-31 22:49:55.134,22.8.0,41.0,340.0,42,True,351.0,black,conda-forge/black,,7852.0,,https://pypi.org/project/black,2022-06-28 00:39:54.000,7852.0,14991232.0,15087636.0,https://anaconda.org/conda-forge/black,2022-09-15 18:06:36.919,4982476.0,1.0,-2.0,24701.0,,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-09-25 02:53:40.000,2022-09-03 10:56:22,1928.0,4.0,1168.0,204.0,488.0,558.0,23009.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,376.0,tqdm,conda-forge/tqdm,,350813.0,328384.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,22429.0,44393810.0,44583097.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,14182941.0,1.0,,10106.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-09-24 01:54:47.900772,2.0,4046.0,,,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-09-27 21:27:01.000,2022-09-27 18:00:35,1787.0,140.0,2078.0,233.0,1066.0,1608.0,15010.0,2022-09-27 23:29:59.250,1.4.0,53.0,221.0,42,True,121.0,mkdocs,conda-forge/mkdocs,['mkdocs'],29275.0,25525.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,1126637.0,1129266.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,202449.0,1.0,,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-09-28 13:29:23.000,2022-09-28 13:29:23,8503.0,95.0,1828.0,233.0,2027.0,4375.0,9563.0,2022-09-19 15:43:47.717,5.4.1,42.0,438.0,42,True,277.0,pyinstaller,conda-forge/pyinstaller,,30819.0,30630.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,835566.0,847115.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,353396.0,1.0,,731649.0,,,,,,,,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-09-29 14:44:20.000,2022-09-28 16:41:33,4535.0,159.0,2483.0,106.0,2020.0,1537.0,11194.0,2022-09-20 11:49:33.541,8.5.3,278.0,164.0,41,True,9.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],18322.0,17057.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1534147.0,1538066.0,https://anaconda.org/conda-forge/mkdocs-material,2022-09-18 18:35:12.577,156763.0,1.0,,,,,,,,,,,,,,,,,,,,,
17,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-09-29 11:24:46.000,2022-09-29 11:24:46,13706.0,163.0,2004.0,480.0,591.0,3701.0,7321.0,2022-05-16 07:56:15.000,5.0.1,92.0,170.0,41,True,239.0,robotframework,conda-forge/robotframework,,6969.0,5921.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1048.0,1610348.0,1612048.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,94965.0,1.0,,539.0,,,,,,,,,,,,,,,,,,,
18,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-09-27 01:45:51.000,2022-09-27 01:45:50,2288.0,60.0,228.0,31.0,258.0,1410.0,2322.0,2022-08-03 23:23:36.795,5.0.4,86.0,168.0,41,True,27.0,flake8,conda-forge/flake8,,335239.0,293340.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,41899.0,17382333.0,17446815.0,https://anaconda.org/conda-forge/flake8,2022-08-04 20:32:50.634,4836198.0,1.0,,,,,,,,,,,,,,,,,,,,,
19,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-09-29 12:55:57.000,2022-09-28 04:20:01,2588.0,199.0,1725.0,178.0,2023.0,3455.0,22005.0,2022-09-16 18:22:23.000,1.2.1,153.0,398.0,40,True,993.0,poetry,conda-forge/poetry,,155.0,,https://pypi.org/project/poetry,2022-08-31 03:48:14.633,155.0,9299427.0,9579068.0,https://anaconda.org/conda-forge/poetry,2022-08-31 12:09:56.826,630130.0,1.0,,14094984.0,,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-09-28 18:46:39.000,2022-09-27 06:18:42,12400.0,140.0,527.0,68.0,2148.0,1274.0,6231.0,2022-09-20 04:42:30.759,6.54.6,992.0,295.0,40,True,42.0,hypothesis,conda-forge/hypothesis,,16178.0,14204.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,1974.0,3222387.0,3306814.0,https://anaconda.org/conda-forge/hypothesis,2022-09-28 18:20:52.012,6247607.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
21,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-09-29 12:27:22.000,2022-09-29 12:27:21,16046.0,90.0,1253.0,196.0,3241.0,7704.0,4885.0,2022-09-20 09:40:51.000,22.9.0,100.0,397.0,40,True,1055.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,205490.0,640747.0,https://anaconda.org/conda-forge/conda,2022-09-27 23:46:05.654,31773785.0,1.0,,,,,,,,,,,,,,,,,,,,,
22,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-09-27 12:36:23.000,2022-09-19 23:06:28,591.0,37.0,955.0,160.0,1161.0,1165.0,4266.0,2022-09-08 03:30:59.000,20.16.5,193.0,224.0,40,True,75.0,virtualenv,conda-forge/virtualenv,,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,36094979.0,36135228.0,https://anaconda.org/conda-forge/virtualenv,2022-09-08 13:29:58.143,2656481.0,2.0,-1.0,,,,,,,,,,,,,,,,,,,,
23,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-09-29 13:34:00.000,2022-09-28 20:41:09,7855.0,292.0,904.0,73.0,3066.0,3842.0,4243.0,2022-09-19 14:28:39.000,2.15.3,153.0,481.0,40,True,654.0,pylint,conda-forge/pylint,,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,12453434.0,12497610.0,https://anaconda.org/conda-forge/pylint,2022-09-19 20:34:46.218,3224862.0,1.0,,,,,,,,,,,,,,,,,,,,,
24,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-09-27 22:42:28.000,2022-09-27 12:06:09,2112.0,22.0,424.0,42.0,1051.0,1305.0,2997.0,2022-09-08 06:15:10.471,3.26.0,131.0,263.0,40,True,64.0,tox,conda-forge/tox,['pytest'],84122.0,63227.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20895.0,5251690.0,5260634.0,https://anaconda.org/conda-forge/tox,2022-09-08 14:33:36.288,536660.0,1.0,,,,,,,,,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-09-28 22:36:10.000,2022-09-26 23:21:58,2274.0,36.0,639.0,82.0,939.0,1542.0,8890.0,2022-07-11 00:58:54.000,2.20.0,169.0,142.0,39,True,23.0,pre-commit,conda-forge/pre-commit,,65024.0,61576.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,6503331.0,6554985.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1827498.0,1.0,,135803.0,,,,,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-09-05 20:36:59.000,2022-09-03 12:36:01,8274.0,8.0,464.0,114.0,562.0,1266.0,5243.0,2021-11-17 00:47:47.000,0.18.1,31.0,152.0,39,True,46.0,jedi,conda-forge/jedi,,235373.0,227064.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8309.0,15300243.0,15462798.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,11541473.0,1.0,,,,,,,,,,,,,,,,,,,,,
27,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-09-29 00:28:48.000,2022-09-29 00:28:48,1319.0,24.0,658.0,122.0,432.0,577.0,4688.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,38,True,119.0,pycodestyle,conda-forge/pycodestyle,,265283.0,253921.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,26712565.0,26779237.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,5000445.0,1.0,,,,,,,,,,,,,,,,,,,,,
28,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-09-23 01:37:35.000,2022-09-23 01:37:35,2775.0,32.0,273.0,66.0,208.0,344.0,4162.0,2022-08-09 12:57:05.771,1.7.0,69.0,55.0,38,True,101.0,autopep8,conda-forge/autopep8,,140719.0,135033.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5686.0,3333614.0,3344782.0,https://anaconda.org/conda-forge/autopep8,2022-08-09 15:59:52.816,837649.0,2.0,,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-09-29 14:19:18.000,2022-09-29 13:32:14,1511.0,85.0,311.0,59.0,906.0,572.0,1332.0,2022-09-26 13:16:07.290,1.9.9,163.0,145.0,38,True,182.0,sentry-sdk,conda-forge/sentry-sdk,,25376.0,24361.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,18256503.0,18261921.0,https://anaconda.org/conda-forge/sentry-sdk,2022-09-26 17:32:40.597,244787.0,1.0,,4078.0,,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-09-28 17:10:47.000,2022-09-28 17:10:40,4431.0,114.0,1306.0,491.0,543.0,1317.0,21503.0,2022-07-29 11:22:05.000,3.2.7,85.0,161.0,37,True,222.0,glances,conda-forge/glances,,563.0,513.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,131608.0,133793.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,169781.0,1.0,,810.0,,,,,,,,,,,,,,,,,,,
31,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-09-10 18:27:11.000,2022-05-20 06:58:02,3909.0,,469.0,41.0,854.0,1017.0,5192.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,37,True,99.0,isort,conda-forge/isort,,288543.0,273421.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,23000996.0,23050620.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3672240.0,2.0,,,,,,,,,,,,,,,,,,,,,
32,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-09-28 07:13:45.000,2022-08-27 21:15:28,1413.0,56.0,1691.0,159.0,614.0,558.0,4184.0,2021-12-15 14:46:50.702,0.1.0,32.0,109.0,37,True,217.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2021-09-13 19:53:37.000,6044.0,2874228.0,2911968.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2755072.0,2.0,,,,,,,,,,,,,,,,,,,,,
33,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-09-29 09:02:14.000,2022-09-29 09:02:13,1110.0,70.0,160.0,30.0,209.0,213.0,2193.0,2022-07-20 11:47:25.000,22.1.0,28.0,90.0,37,True,25.0,structlog,conda-forge/structlog,,6213.0,5274.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,939.0,3450743.0,3453916.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,234843.0,2.0,,,,,,,,,,,,,,,,,,,,,
34,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-09-29 04:59:22.000,2022-09-28 15:20:20,903.0,33.0,182.0,34.0,221.0,216.0,1317.0,2022-09-28 18:41:46.166,4.0.0,44.0,79.0,37,True,119.0,pytest-cov,conda-forge/pytest-cov,['pytest'],177242.0,147555.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,29687.0,15494966.0,15575792.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6304469.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,
35,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-09-27 11:28:34.000,2022-09-19 17:49:45,655.0,15.0,548.0,120.0,74.0,568.0,13011.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,36,True,74.0,loguru,conda-forge/loguru,,28882.0,27173.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,4056435.0,4072336.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,683782.0,2.0,,,,,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-09-28 21:34:45.000,2022-09-28 21:34:34,5353.0,209.0,503.0,77.0,430.0,3208.0,8459.0,2022-09-28 00:30:51.000,1.1.273,357.0,80.0,36,True,5.0,,,,363.0,357.0,,,,,307584.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-09-28 00:28:06.041,6.0,307584.0,,,,,,,,,
37,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-09-26 18:34:12.000,2022-09-25 16:16:46,1759.0,26.0,534.0,105.0,799.0,738.0,6254.0,2022-06-30 09:26:49.000,6.8.0,104.0,174.0,36,True,142.0,pip-tools,conda-forge/pip-tools,,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,6885294.0,6887152.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,53906.0,2.0,,,,,,,,,,,,,,,,,,,,,
38,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-09-14 17:50:00.000,2022-09-14 17:49:59,1288.0,22.0,468.0,58.0,345.0,432.0,4497.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,36,True,170.0,bandit,conda-forge/bandit,,21644.0,20160.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2634868.0,2639177.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,172015.0,1.0,,469.0,,,,,,,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-09-29 11:05:43.000,2022-09-27 11:35:20,2117.0,49.0,348.0,26.0,1471.0,938.0,2021.0,2022-09-27 22:22:25.120,0.17.0,55.0,176.0,36,True,99.0,wemake-python-styleguide,,,6245.0,6214.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,31.0,286313.0,286313.0,,,,1.0,2.0,,,,,,,,,,,,,,,,,,,,
40,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-09-27 14:51:37.000,2022-09-16 04:14:09,540.0,8.0,164.0,27.0,275.0,419.0,1183.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,36,True,65.0,pyflakes,conda-forge/pyflakes,,171180.0,157540.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,17675795.0,17739849.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4804092.0,1.0,,,,,,,,,,,,,,,,,,,,,
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-09-28 00:59:56.000,2022-09-23 21:42:57,577.0,20.0,184.0,28.0,333.0,205.0,425.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,66.0,packaging,conda-forge/packaging,,476183.0,458666.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,118219061.0,118491116.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,20403050.0,1.0,,547.0,,,,,,,,,,,,,,,,,,,
42,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-09-28 18:21:38.000,2022-09-28 18:21:38,532.0,15.0,7355.0,35.0,254.0,121.0,21517.0,2022-06-09 21:27:11.000,1.4.0,21.0,74.0,35,True,70.0,numpydoc,conda-forge/numpydoc,['sphinx'],38191.0,33800.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,347976.0,367537.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1330188.0,2.0,,,,,,,,,,,,,,,,,,,,,
43,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-09-23 18:03:58.000,2022-09-23 18:03:58,1207.0,2.0,858.0,217.0,266.0,398.0,12823.0,2020-04-23 19:07:36.000,0.30.0,68.0,137.0,35,True,355.0,yapf,conda-forge/yapf,,40298.0,38209.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2413424.0,2428752.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1149666.0,3.0,-1.0,,,,,,,,,,,,,,,,,,,,
44,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-09-28 07:40:18.000,2022-09-26 08:57:32,9870.0,455.0,415.0,126.0,264.0,1317.0,7522.0,2022-09-25 08:27:03.120,1.0.8,209.0,123.0,35,True,213.0,nuitka,conda-forge/nuitka,,732.0,695.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,45528.0,50587.0,https://anaconda.org/conda-forge/nuitka,2022-09-26 06:22:47.405,389606.0,2.0,,,,,,,,,,,,,,,,,,,,,
45,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-09-23 15:19:12.000,2022-09-23 15:19:12,23051.0,181.0,1604.0,206.0,5155.0,785.0,4903.0,2022-09-22 04:30:44.515,3.6.1,120.0,825.0,35,True,666.0,buildbot,conda-forge/buildbot,,755.0,298.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,30992.0,33242.0,https://anaconda.org/conda-forge/buildbot,2022-09-22 06:41:52.613,64529.0,1.0,,28379.0,,,,,,,,,,,,,,,,,,,
46,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-09-01 10:38:23.000,2022-06-07 20:06:03,3558.0,,325.0,96.0,216.0,376.0,3694.0,2022-05-11 16:04:49.000,1.7.1,56.0,57.0,35,True,343.0,invoke,conda-forge/invoke,,16068.0,13437.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,2631.0,3656893.0,3666986.0,https://anaconda.org/conda-forge/invoke,2022-05-11 20:17:05.673,777201.0,1.0,,,,,,,,,,,,,,,,,,,,,
47,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-09-14 19:17:35.000,2022-08-12 12:22:25,568.0,12.0,235.0,33.0,207.0,172.0,3422.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,35,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5226792.0,5232508.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,445865.0,2.0,,,,,,,,,,,,,,,,,,,,,
48,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-09-15 04:48:17.000,2022-07-13 13:26:51,231.0,12.0,186.0,25.0,67.0,49.0,1357.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,35.0,python-json-logger,conda-forge/python-json-logger,,29512.0,28783.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6698635.0,6721657.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1496479.0,2.0,,,,,,,,,,,,,,,,,,,,,
49,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-09-10 02:31:57.039,2021-09-14 17:41:07,402.0,,950.0,173.0,141.0,214.0,7212.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,True,419.0,pyautogui,conda-forge/pyautogui,,17862.0,17251.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,528771.0,531614.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,164918.0,2.0,,,,,,,,,,,,,,,,,,,,,
