,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
44,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2024-01-05 03:19:34.488,2024-01-05 00:27:25,564.0,2.0,182.0,29.0,296.0,465.0,1319.0,2024-01-05 00:28:45.000,3.2.0,38.0,84.0,36,True,,56.0,pyflakes,conda-forge/pyflakes,,278195.0,264352.0,https://pypi.org/project/pyflakes,2024-01-05 00:28:45.000,13843.0,24364889.0,24571939.0,https://anaconda.org/conda-forge/pyflakes,2024-01-05 03:19:34.488,7039709.0,1.0,,,,,,,,,,,,,,,,,
45,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,,2014-05-15 22:49:43.000,2024-01-24 20:08:44.000,2024-01-17 19:36:10,686.0,12.0,218.0,28.0,420.0,283.0,560.0,2023-10-01 13:50:29.000,23.2,19.0,105.0,36,False,,74.0,packaging,conda-forge/packaging,,1025609.0,1025609.0,https://pypi.org/project/packaging,,,239680207.0,240640033.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,42231742.0,2.0,755.0,,,,,,,,,,,,,,,,
46,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2024-01-24 14:39:54.000,2024-01-20 09:59:55,5301.0,88.0,1422.0,501.0,783.0,1524.0,24262.0,2023-05-18 15:52:21.000,3.4.0.2,97.0,180.0,35,True,,227.0,glances,conda-forge/glances,,843.0,791.0,https://pypi.org/project/glances,2023-05-20 14:52:01.505,52.0,180657.0,182920.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,211334.0,1.0,1570.0,,,,,,,,,,,,,,,,
47,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2024-01-22 10:58:23.000,2023-12-01 19:06:35,3701.0,3.0,384.0,93.0,248.0,403.0,4178.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,35,True,,393.0,invoke,conda-forge/invoke,,26821.0,24001.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,2820.0,6222850.0,6249368.0,https://anaconda.org/conda-forge/invoke,2023-07-13 01:13:36.486,954673.0,2.0,,,,,,,,,,,,,,,,,
48,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2024-01-21 20:46:26.000,2024-01-14 11:14:37,613.0,18.0,266.0,34.0,229.0,190.0,3901.0,2023-12-19 10:46:44.000,1.4.0,62.0,113.0,35,True,,139.0,freezegun,conda-forge/freezegun,,4627.0,,https://pypi.org/project/freezegun,2023-12-19 10:46:39.000,4627.0,7520884.0,7558815.0,https://anaconda.org/conda-forge/freezegun,2023-12-19 12:37:51.731,1516874.0,2.0,10.0,,,,,,,,,,,,,,,,
49,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2024-01-14 14:41:28.000,2024-01-14 14:40:53,1524.0,77.0,196.0,33.0,284.0,281.0,2944.0,2024-01-08 09:51:37.000,24.1.0,14.0,109.0,35,False,,25.0,structlog,conda-forge/structlog,,10584.0,10584.0,https://pypi.org/project/structlog,,,8164189.0,8174096.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,356667.0,2.0,,,,,,,,,,,,,,,,,
50,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2024-01-24 08:02:23.000,2024-01-24 08:02:19,2349.0,46.0,375.0,29.0,1756.0,962.0,2362.0,2023-05-31 14:30:27.000,0.18.0,56.0,183.0,35,True,,111.0,wemake-python-styleguide,,,16025.0,15978.0,https://pypi.org/project/wemake-python-styleguide,2020-01-19 11:56:48.000,47.0,169495.0,169495.0,,,,2.0,,,,,,,,,,,,,,,,,
51,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-12-25 07:46:21.000,2023-05-24 18:28:10,920.0,,201.0,42.0,243.0,241.0,1609.0,,,20.0,86.0,35,True,,141.0,pytest-cov,conda-forge/pytest-cov,['pytest'],295400.0,295400.0,https://pypi.org/project/pytest-cov,,,30787646.0,30895469.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,10135369.0,2.0,,,,,,,,,,,,,,,,,
52,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2024-01-15 20:12:32.000,2023-12-10 16:21:44,509.0,15.0,257.0,23.0,372.0,250.0,643.0,2023-11-07 16:58:34.000,4.1.1,58.0,54.0,35,True,,144.0,pytest-html,conda-forge/pytest-html,['pytest'],43756.0,42933.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,823.0,4247493.0,4260744.0,https://anaconda.org/conda-forge/pytest-html,2023-11-23 18:39:24.921,503544.0,2.0,,,,,,,,,,,,,,,,,
53,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2024-01-24 21:22:54.000,2024-01-24 21:22:54,3234.0,37.0,2861.0,385.0,1022.0,1646.0,35155.0,2023-12-08 10:23:28.000,2.3.35,91.0,438.0,34,True,,37.0,pyenv,,,21.0,21.0,https://pypi.org/project/pyenv,,,11132.0,11132.0,,,,2.0,,,,,,,,,,,,,,,,,
54,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2024-01-23 15:20:19.000,2024-01-23 15:20:19,681.0,93.0,331.0,75.0,558.0,591.0,7874.0,2024-01-16 16:21:09.000,1.4.3,33.0,127.0,34,True,,55.0,pipx,conda-forge/pipx,,1779.0,1779.0,https://pypi.org/project/pipx,,,2780404.0,2782696.0,https://anaconda.org/conda-forge/pipx,2024-01-17 09:19:13.109,42264.0,3.0,31916.0,,,,,,,,,,,,,,,,
55,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-12-23 18:52:59.000,2023-02-28 17:40:55,262.0,,216.0,27.0,87.0,89.0,1617.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,34,True,,12.0,python-json-logger,conda-forge/python-json-logger,,82862.0,81989.0,https://pypi.org/project/python-json-logger,2023-02-21 17:40:52.893,873.0,19512010.0,19597542.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,6928132.0,2.0,,,,,,,,,,,,,,,,,
56,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2024-01-24 22:49:54.000,2024-01-24 22:46:00,15249.0,347.0,416.0,112.0,398.0,258.0,6604.0,2023-02-14 00:24:14.000,0.9.18,11.0,255.0,33,True,,122.0,pyre-check,,,21.0,21.0,https://pypi.org/project/pyre-check,,,61217.0,61217.0,,,,3.0,,,,,,,,,,,,,,,,,
57,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2024-01-24 22:04:50.706,2024-01-24 17:11:17,2588.0,39.0,321.0,62.0,1098.0,328.0,4183.0,2024-01-24 17:07:57.000,13.1.0,56.0,120.0,33,True,,7.0,mimesis,conda-forge/mimesis,,1682.0,1606.0,https://pypi.org/project/mimesis,2024-01-24 17:07:57.000,76.0,139564.0,143693.0,https://anaconda.org/conda-forge/mimesis,2024-01-24 22:04:50.706,173199.0,2.0,535.0,,,,,,,,,,,,,,,,
58,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,,2017-08-26 04:11:53.000,2024-01-25 08:23:23.000,2024-01-25 08:23:17,4362.0,68.0,246.0,45.0,42.0,1372.0,2717.0,2023-12-18 02:24:13.000,8.4.6,100.0,32.0,33,False,,11.0,pyarmor,,,1091.0,1091.0,https://pypi.org/project/pyarmor,,,132411.0,132411.0,,,,2.0,,,,,,,,,,,,,,,,,
59,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2024-01-22 02:34:26.000,2024-01-22 02:33:52,1432.0,42.0,242.0,56.0,1214.0,936.0,2416.0,2024-01-22 02:35:41.000,2.1.160,100.0,119.0,33,True,,155.0,pex,,,544.0,544.0,https://pypi.org/project/pex,,,1479401.0,1638916.0,,,,2.0,3987898.0,,,,,,,,,,,,,,,,
60,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2024-01-24 09:31:05.000,2024-01-24 09:30:57,3734.0,216.0,299.0,44.0,827.0,568.0,2221.0,2023-10-20 05:20:21.000,0.3.16,26.0,135.0,33,True,,118.0,briefcase,,,518.0,518.0,https://pypi.org/project/briefcase,,,9330.0,9334.0,,,,2.0,231.0,,,,,,,,,,,,,,,,
61,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2024-01-10 16:52:21.000,2023-10-18 06:21:56,1396.0,,174.0,36.0,278.0,313.0,1892.0,2023-10-18 06:23:27.000,1.10.3,125.0,90.0,33,True,landscapeio/prospector,58.0,prospector,conda-forge/prospector,,5440.0,4733.0,https://pypi.org/project/prospector,2023-10-18 06:23:27.000,707.0,527645.0,530234.0,https://anaconda.org/conda-forge/prospector,2023-10-19 14:14:48.980,98412.0,1.0,,,,,,,,,,,,,,,,,
62,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-12-25 20:43:29.000,2023-12-20 15:05:10,592.0,8.0,132.0,36.0,252.0,139.0,1707.0,2023-10-19 16:26:09.000,3.12.0,40.0,68.0,33,True,,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],73483.0,73483.0,https://pypi.org/project/pytest-mock,,,13331693.0,13388547.0,https://anaconda.org/conda-forge/pytest-mock,2023-10-19 18:22:47.849,2444730.0,2.0,16.0,,,,,,,,,,,,,,,,
63,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-12-20 13:33:36.000,2023-10-05 17:12:04,684.0,,191.0,37.0,166.0,136.0,1651.0,2023-05-12 08:13:47.000,1.8.0,72.0,93.0,33,True,,55.0,nodeenv,conda-forge/nodeenv,,72354.0,71395.0,https://pypi.org/project/nodeenv,2023-05-12 08:10:47.532,959.0,15495060.0,15540330.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,3440534.0,2.0,,,,,,,,,,,,,,,,,
64,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2024-01-24 06:26:29.000,2024-01-23 21:24:06,586.0,10.0,93.0,22.0,121.0,279.0,1379.0,2023-09-11 07:31:36.000,4.1.5,26.0,34.0,33,False,,21.0,typeguard,conda-forge/typeguard,,20612.0,20612.0,https://pypi.org/project/typeguard,,,11961120.0,11972161.0,https://anaconda.org/conda-forge/typeguard,2023-10-24 19:46:37.353,474791.0,3.0,,,,,,,,,,,,,,,,,
65,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2024-01-22 18:20:37.000,2024-01-19 17:05:01,1683.0,39.0,216.0,27.0,459.0,465.0,794.0,2023-10-02 15:14:31.000,8.0.4,85.0,132.0,33,True,,87.0,setuptools_scm,conda-forge/setuptools_scm,,834.0,,https://pypi.org/project/setuptools_scm,2023-10-02 15:14:31.000,834.0,21625044.0,21672713.0,https://anaconda.org/conda-forge/setuptools_scm,2023-10-04 14:19:42.239,2097457.0,2.0,,,,,,,,,,,,,,,,,
66,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,,2013-12-07 00:03:15.000,2024-01-17 02:05:17.000,2024-01-10 01:04:53,417.0,33.0,177.0,32.0,91.0,63.0,707.0,2024-01-10 00:55:48.000,0.7.16,8.0,37.0,33,False,sphinx-doc/alabaster,62.0,alabaster,conda-forge/alabaster,['sphinx'],118731.0,118731.0,https://pypi.org/project/alabaster,,,7536708.0,8118344.0,https://anaconda.org/conda-forge/alabaster,2024-01-10 01:09:16.100,6979638.0,2.0,,,,,,,,,,,,,,,,,
67,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,,97.0,22.0,107.0,104.0,575.0,2021-11-30 21:07:01.473,0.8.3,26.0,46.0,33,True,,11.0,parso,conda-forge/parso,,393853.0,387743.0,https://pypi.org/project/parso,2021-11-30 21:07:01.473,6110.0,19753813.0,19989070.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,17173829.0,2.0,,,,,,,,,,,,,,,,,
68,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2024-01-13 17:27:19.000,2024-01-13 17:27:19,317.0,4.0,937.0,232.0,117.0,105.0,16163.0,2024-01-05 13:51:59.000,1.2.0,24.0,27.0,32,True,,26.0,pysnooper,conda-forge/pysnooper,,1677.0,1677.0,https://pypi.org/project/pysnooper,,,339513.0,341326.0,https://anaconda.org/conda-forge/pysnooper,2023-07-27 14:52:53.379,72532.0,1.0,,,,,,,,,,,,,,,,,
69,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2024-01-25 05:53:40.000,2024-01-25 05:53:40,1141.0,40.0,384.0,58.0,327.0,129.0,11808.0,2023-12-04 20:37:33.000,1.11.0,19.0,43.0,32,True,,21.0,memray,conda-forge/memray,,307.0,288.0,https://pypi.org/project/memray,2023-12-04 20:37:33.000,19.0,312782.0,316984.0,https://anaconda.org/conda-forge/memray,2023-10-05 21:58:12.929,88262.0,2.0,,,,,,,,,,,,,,,,,
70,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2024-01-22 21:37:09.000,2023-12-16 00:50:19,486.0,7.0,376.0,111.0,314.0,190.0,11417.0,2022-09-07 22:01:08.223,0.3.14,38.0,37.0,32,True,,143.0,py-spy,conda-forge/py-spy,,3560.0,3508.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,51.0,2112910.0,2123447.3333333335,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,504696.0,2.0,15055.0,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,363.3333333333333,409143.0,
71,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2024-01-23 20:44:51.000,2024-01-18 20:31:19,3116.0,48.0,345.0,88.0,283.0,271.0,10606.0,2024-01-17 21:31:40.000,1.5.33.1,55.0,45.0,32,True,,152.0,scalene,,,573.0,573.0,https://pypi.org/project/scalene,,,26696.0,26696.0,,,,2.0,,,,,,,,,,,,,,,,,
72,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2024-01-24 23:07:26.000,2024-01-22 22:24:01,703.0,29.0,770.0,126.0,795.0,1177.0,10005.0,2024-01-24 23:07:27.000,1.41.1,82.0,35.0,32,True,,36.0,playwright,,,21.0,21.0,https://pypi.org/project/playwright,,,2134743.0,2134743.0,,,,2.0,,,,,,,,,,,,,,,,,
73,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2024-01-23 10:26:15.000,2024-01-23 10:26:15,10492.0,25.0,634.0,105.0,2597.0,2209.0,7511.0,2024-01-16 14:00:03.000,0.14.4,126.0,322.0,32,False,,287.0,xonsh,,,98.0,,https://pypi.org/project/xonsh,2024-01-16 14:00:03.000,98.0,21103.0,21207.0,,,,1.0,9613.0,,,,,,,,,,,,,,,,
74,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2024-01-06 16:21:06.000,2024-01-06 16:21:06,945.0,10.0,213.0,53.0,154.0,115.0,5857.0,2023-10-12 08:46:13.000,4.6.0,31.0,55.0,32,True,,20.0,pyinstrument,conda-forge/pyinstrument,,1984.0,1984.0,https://pypi.org/project/pyinstrument,,,648713.0,655585.0,https://anaconda.org/conda-forge/pyinstrument,2023-11-18 02:43:45.664,281778.0,2.0,,,,,,,,,,,,,,,,,
75,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2024-01-16 12:36:07.000,2023-10-08 03:21:32,337.0,,359.0,56.0,177.0,108.0,5617.0,2023-04-14 07:11:09.000,0.4.13,6.0,60.0,32,True,,146.0,pipreqs,conda-forge/pipreqs,,26374.0,26374.0,https://pypi.org/project/pipreqs,,,506834.0,507360.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,46355.0,3.0,,,,,,,,,,,,,,,,,
76,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2024-01-08 22:40:26.000,2024-01-08 22:40:25,1156.0,10.0,167.0,35.0,512.0,399.0,3064.0,2023-10-07 18:35:56.000,3.15.0,166.0,35.0,32,True,,15.0,pyupgrade,conda-forge/pyupgrade,,194.0,,https://pypi.org/project/pyupgrade,2023-10-07 18:35:56.000,194.0,424407.0,438293.0,https://anaconda.org/conda-forge/pyupgrade,2023-10-07 20:00:06.902,611021.0,2.0,,,,,,,,,,,,,,,,,
77,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2024-01-19 19:55:57.000,2024-01-19 19:55:53,752.0,12.0,131.0,26.0,152.0,175.0,2897.0,2024-01-19 19:44:22.000,2.11,17.0,41.0,32,True,,22.0,vulture,conda-forge/vulture,,4290.0,4290.0,https://pypi.org/project/vulture,,,477787.0,478658.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,77547.0,2.0,,,,,,,,,,,,,,,,,
78,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2024-01-16 22:08:41.000,2024-01-16 22:07:01,1237.0,7.0,228.0,49.0,281.0,176.0,2821.0,2024-01-16 22:18:37.000,2024.1,78.0,95.0,32,True,,160.0,pudb,conda-forge/pudb,,6600.0,5838.0,https://pypi.org/project/pudb,2024-01-16 22:08:26.000,762.0,209365.0,212097.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,245963.0,1.0,,,,,,,,,,,,,,,,,
79,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2024-01-22 16:58:52.000,2023-04-30 10:08:19,610.0,,145.0,21.0,100.0,133.0,1886.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,32,True,,83.0,tabulate,conda-forge/tabulate,,8443.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8443.0,45848203.0,45916018.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,6238994.0,2.0,,,,,,,,,,,,,,,,,
80,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2024-01-24 16:59:57.000,2024-01-16 02:28:13,8931.0,66.0,294.0,62.0,1051.0,2750.0,1878.0,2023-11-20 02:03:13.000,4.6.0,20.0,157.0,32,True,,627.0,scons,conda-forge/scons,,,,https://pypi.org/project/scons,,,371946.0,384863.0,https://anaconda.org/conda-forge/scons,2024-01-02 02:37:29.147,528650.0,3.0,1445.0,,,,,,,,,,,,,,,,
81,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2024-01-24 12:17:06.000,2023-12-14 19:36:04,1345.0,14.0,155.0,35.0,193.0,137.0,1450.0,2023-11-10 23:35:23.000,1.7.0.post0,6.0,79.0,32,False,,42.0,logbook,conda-forge/logbook,,5415.0,5415.0,https://pypi.org/project/logbook,,,3487949.0,3491809.0,https://anaconda.org/conda-forge/logbook,2023-11-11 10:50:13.350,165877.0,2.0,333.0,,,,,,,,,,,,,,,,
82,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2024-01-21 15:14:50.000,2024-01-21 14:57:12,1094.0,23.0,198.0,57.0,340.0,206.0,1245.0,2022-11-09 16:51:21.000,6.1.1,7.0,61.0,32,True,,112.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],3329.0,3329.0,https://pypi.org/project/pytest-bdd,,,749336.0,756329.0,https://anaconda.org/conda-forge/pytest-bdd,2023-12-02 22:25:37.629,55948.0,2.0,,,,,,,,,,,,,,,,,
83,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2024-01-01 17:59:33.000,2024-01-01 17:59:31,536.0,13.0,138.0,22.0,147.0,91.0,1194.0,2023-09-11 14:02:21.000,3.9.0,21.0,55.0,32,False,,34.0,prettytable,conda-forge/prettytable,,53779.0,53779.0,https://pypi.org/project/prettytable,,,10210774.0,10244705.0,https://anaconda.org/conda-forge/prettytable,2023-09-11 20:34:41.890,1289401.0,2.0,,,,,,,,,,,,,,,,,
84,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-11-03 22:28:46.000,2023-11-03 22:28:45,746.0,2.0,187.0,19.0,318.0,225.0,1105.0,2023-01-17 20:31:11.783,6.3.0,23.0,92.0,32,True,,121.0,pydocstyle,conda-forge/pydocstyle,,64908.0,62074.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2834.0,3510865.0,3530079.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1729271.0,2.0,69.0,,,,,,,,,,,,,,,,
85,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2024-01-22 18:05:43.000,2024-01-17 15:51:43,364.0,34.0,101.0,8.0,239.0,160.0,1019.0,2024-01-17 15:53:23.000,24.1.17,67.0,82.0,32,True,,58.0,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],36499.0,35958.0,https://pypi.org/project/flake8-bugbear,2024-01-17 15:53:23.000,541.0,2308651.0,2328714.0,https://anaconda.org/conda-forge/flake8-bugbear,2024-01-18 18:08:38.128,762394.0,2.0,,,,,,,,,,,,,,,,,
86,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2024-01-24 16:53:41.000,2024-01-24 16:53:39,345.0,15.0,99.0,11.0,234.0,153.0,515.0,2023-11-11 00:29:39.000,1.25.2,43.0,54.0,32,True,,31.0,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],46414.0,46414.0,https://pypi.org/project/sphinx-autodoc-typehints,,,1268394.0,1283184.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-11-11 13:45:27.523,635977.0,2.0,,,,,,,,,,,,,,,,,
