,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
210,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2023-12-28 22:35:49.000,2023-12-28 22:31:34,105.0,3.0,55.0,43.0,24.0,25.0,1565.0,2020-12-02 20:41:20.000,20.12.2,3.0,44.0,21,True,,8.0,xar,,,28.0,28.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,232.0,232.0,,,,3.0,,,,,,,,,,,,,,,,,
211,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2024-01-23 01:15:11.000,2024-01-23 01:15:04,330.0,10.0,58.0,26.0,312.0,84.0,635.0,,,,41.0,21,False,,24.0,fixit,,,56.0,56.0,https://pypi.org/project/fixit,,,39966.0,39966.0,,,,3.0,,,,,,,,,,,,,,,,,
212,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,,2012-03-25 21:47:18.000,2024-01-04 13:26:22.000,2022-11-08 15:07:52,1711.0,,166.0,54.0,277.0,233.0,568.0,,,5.0,93.0,21,False,,128.0,zc.buildout,conda-forge/zc.buildout,,,,https://pypi.org/project/zc.buildout,,,34362.0,35501.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,31897.0,3.0,,,,,,,,,,,,,,,,,
213,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,43.0,19.0,32.0,46.0,304.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,,41.0,mkdocs-pdf-export-plugin,,['mkdocs'],628.0,628.0,https://pypi.org/project/mkdocs-pdf-export-plugin,,,16384.0,16384.0,,,,3.0,,,,,,,,,,,,,,,,,
214,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2024-01-16 13:20:10.000,2024-01-16 13:20:10,156.0,1.0,35.0,8.0,38.0,25.0,166.0,2021-07-27 09:00:22.000,0.4.8,18.0,11.0,21,True,,6.0,lazydocs,,,218.0,196.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,6815.0,6815.0,,,,3.0,,,,,,,,,,,,,,,,,
215,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,,202.0,57.0,44.0,16.0,2746.0,,,,24.0,20,True,,41.0,pyrasite,,,56.0,56.0,https://pypi.org/project/pyrasite,,,5497.0,5497.0,,,,3.0,,,,,,,,,,,,,,,,,
216,reloadium,reloadware/reloadium,debugging,"Hot Reloading, Profiling and AI debugging for Python.",,https://github.com/reloadware/reloadium,https://github.com/reloadware/reloadium,Apache-2.0,2022-01-15 03:01:41.000,2024-01-04 12:57:15.000,2024-01-04 08:31:12,53.0,3.0,57.0,25.0,29.0,110.0,2627.0,2024-01-04 12:57:15.000,1.3.4,46.0,3.0,20,True,,14.0,reloadium,,,,,https://pypi.org/project/reloadium,2024-01-04 12:57:15.000,,2837.0,2837.0,,,,3.0,,,,,,,,,,,,,,,,,
217,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2023-12-12 06:18:06.000,2022-12-22 13:48:56,431.0,,32.0,21.0,17.0,28.0,1054.0,,,4.0,22.0,20,False,,22.0,snoop,conda-forge/snoop,,,,https://pypi.org/project/snoop,,,53596.0,53776.0,https://anaconda.org/conda-forge/snoop,2023-06-16 19:27:40.699,4881.0,3.0,,,,,,,,,,,,,,,,,
218,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,,72.0,20.0,455.0,111.0,609.0,,,11.0,37.0,20,True,nipunn1313/mypy-protobuf,12.0,mypy-protobuf,conda-forge/mypy-protobuf,,,,https://pypi.org/project/mypy-protobuf,,,2266186.0,2269382.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,121479.0,3.0,,,,,,,,,,,,,,,,,
219,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,188.0,24.0,95.0,83.0,587.0,,,,39.0,20,False,,50.0,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,,,90026.0,90026.0,,,,3.0,,,,,,,,,,,,,,,,,
220,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,2015-07-02 21:41:44.000,2024-01-08 18:35:26.000,2023-11-13 19:51:32,136.0,2.0,19.0,8.0,56.0,14.0,223.0,2023-10-03 12:20:54.000,1.5.0,8.0,11.0,20,False,,3.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1575.0,1575.0,https://pypi.org/project/pytest-datadir,,,276227.0,292033.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,237095.0,3.0,2.0,,,,,,,,,,,,,,,,
221,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-11-04 20:51:43.000,2023-10-26 00:20:56,853.0,,10.0,7.0,105.0,27.0,198.0,2023-10-26 00:22:06.000,1.1.2,12.0,9.0,20,True,,18.0,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,,,208706.0,213569.0,https://anaconda.org/conda-forge/xdoctest,2023-10-26 04:48:19.232,199409.0,3.0,,,,,,,,,,,,,,,,,conda-forge/xdoctest
222,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-12-25 09:43:40.000,2023-12-25 09:43:39,144.0,1.0,19.0,5.0,70.0,72.0,172.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,20,True,,49.0,flake8-simplify,conda-forge/flake8-simplify,,41.0,,https://pypi.org/project/flake8-simplify,2023-09-23 21:40:23.000,41.0,258735.0,259719.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,36429.0,3.0,,,,,,,,,,,,,,,,,
223,flake8-bandit,tylerwince/flake8-bandit,linters,Automated security testing using bandit and flake8.,,https://github.com/tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2023-09-13 06:38:29.000,2022-08-29 13:45:55,70.0,,27.0,5.0,18.0,17.0,109.0,2022-08-29 14:28:51.025,4.1.1,13.0,12.0,20,False,,11.0,flake8-bandit,,['flake8'],196.0,,https://pypi.org/project/flake8-bandit,2022-08-29 14:28:51.025,196.0,399575.0,399575.0,,,,3.0,,,,,,,,,,,,,,,,,
224,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,123.0,32.0,4.0,5.0,1689.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,19,False,,5.0,heartrate,conda-forge/heartrate,,57.0,54.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,495.0,593.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,3064.0,3.0,,,,,,,,,,,,,,,,,
225,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,56.0,27.0,63.0,33.0,1399.0,,,,17.0,19,False,,26.0,pyannotate,,,130.0,130.0,https://pypi.org/project/pyannotate,,,3354.0,3354.0,,,,3.0,,,,,,,,,,,,,,,,,
226,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,117.0,33.0,90.0,144.0,863.0,,,,30.0,19,False,,28.0,pynsist,,,208.0,208.0,https://pypi.org/project/pynsist,,,1634.0,1634.0,,,,3.0,,,,,,,,,,,,,,,,,
227,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,32.0,856.0,,,,20.0,19,True,,31.0,portray,,,815.0,815.0,https://pypi.org/project/portray,,,6781.0,6781.0,,,,3.0,,,,,,,,,,,,,,,,,
228,pip-run,jaraco/pip-run,dependency-managers,pip-run - dynamic dependency loader for Python.,,https://github.com/jaraco/pip-run,https://github.com/jaraco/pip-run,MIT,2016-01-25 01:59:13.000,2024-01-20 19:45:02.000,2024-01-20 17:50:52,862.0,37.0,19.0,8.0,26.0,64.0,119.0,2024-01-20 19:51:20.000,12.5.0,45.0,23.0,19,True,,7.0,pip-run,,,,,https://pypi.org/project/pip-run,,,7688.0,7688.0,,,,3.0,,,,,,,,,,,,,,,,,
229,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,19.0,6.0,14.0,3.0,118.0,,,2.0,14.0,19,False,,9.0,dodgy,conda-forge/dodgy,,2676.0,2676.0,https://pypi.org/project/dodgy,,,339934.0,340897.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,85765.0,3.0,,,,,,,,,,,,,,,,,
230,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,19.0,5.0,13.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19,False,,23.0,flake8-mypy,,['flake8'],1788.0,1661.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,127.0,42982.0,42982.0,,,,3.0,,,,,,,,,,,,,,,,,
231,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2024-01-01 00:20:53.000,2024-01-01 00:18:13,201.0,2.0,10.0,8.0,6.0,3.0,94.0,2014-09-07 13:57:37.000,0.5.7,24.0,3.0,19,False,,7.0,pyformat,,,1868.0,1842.0,https://pypi.org/project/pyformat,2024-01-01 00:20:50.000,26.0,11211.0,11211.0,,,,3.0,,,,,,,,,,,,,,,,,
232,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2023-06-16 19:26:39.293,2019-08-07 13:44:00,69.0,,15.0,7.0,10.0,3.0,90.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,19,False,,10.0,unify,conda-forge/unify,,1339.0,1277.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,62.0,48741.0,48798.0,https://anaconda.org/conda-forge/unify,2023-06-16 19:26:39.293,1787.0,3.0,,,,,,,,,,,,,,,,,
233,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2023-11-23 11:10:59.000,2023-11-23 11:09:40,546.0,4.0,24.0,2.0,206.0,33.0,80.0,2023-11-23 11:09:50.000,1.4.0,41.0,15.0,19,True,,14.0,autoimport,,,131.0,123.0,https://pypi.org/project/autoimport,2023-11-23 11:09:50.000,8.0,3703.0,3703.0,,,,3.0,,,,,,,,,,,,,,,,,
234,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2023-06-16 13:25:29.031,2022-07-19 20:45:38,40.0,,9.0,3.0,8.0,6.0,64.0,,,5.0,7.0,19,False,,8.0,pylint-flask,conda-forge/pylint-flask,['pylint'],8176.0,7819.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,357.0,190281.0,191589.0,https://anaconda.org/conda-forge/pylint-flask,2023-06-16 13:25:29.031,116440.0,3.0,,,,,,,,,,,,,,,,,
235,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2023-03-28 19:19:30.000,2022-03-08 14:42:57,26.0,,9.0,5.0,9.0,9.0,55.0,2022-03-08 14:43:59.000,0.3.2,2.0,7.0,19,False,,5.0,mkdocs-git-revision-date-plugin,,['mkdocs'],1744.0,1744.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,,,47158.0,47158.0,,,,3.0,,,,,,,,,,,,,,,,,
236,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2023-06-16 19:23:41.476,2021-11-24 14:32:14,130.0,,82.0,31.0,10.0,38.0,2686.0,,,8.0,5.0,18,False,,8.0,pretty_errors,conda-forge/pretty_errors,,,,https://pypi.org/project/pretty_errors,,,27176.0,27542.0,https://anaconda.org/conda-forge/pretty_errors,2023-06-16 19:23:41.476,13926.0,3.0,,,,,,,,,,,,,,,,,
237,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2019-11-25 09:19:01.000,2019-11-25 09:19:00,242.0,,119.0,68.0,29.0,15.0,2242.0,2019-03-09 13:53:12.000,1.0.0,2.0,18.0,18,False,,7.0,fake2db,,,25.0,25.0,https://pypi.org/project/fake2db,,,492.0,492.0,,,,3.0,,,,,,,,,,,,,,,,,
238,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2023-10-16 20:28:47.000,2023-10-16 20:22:41,416.0,,71.0,42.0,48.0,36.0,1596.0,,,,10.0,17,True,,20.0,birdseye,,,,,https://pypi.org/project/birdseye,,,1198.0,1198.0,,,,3.0,,,,,,,,,,,,,,,,,
239,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,,2010-11-11 09:43:52.000,2023-12-29 21:15:34.000,2023-04-16 21:21:14,535.0,,79.0,13.0,87.0,93.0,457.0,,,1.0,46.0,17,False,,40.0,paver,conda-forge/paver,,,,https://pypi.org/project/paver,,,65723.0,66049.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,28094.0,3.0,,,,,,,,,,,,,,,,,
240,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,24.0,14.0,24.0,40.0,372.0,,,,3.0,17,False,,3.0,vex,,,31.0,31.0,https://pypi.org/project/vex,,,6737.0,6737.0,,,,3.0,,,,,,,,,,,,,,,,,
241,bellybutton,hchasestevens/bellybutton,linters,Custom Python linting through AST expressions.,,https://github.com/hchasestevens/bellybutton,https://github.com/hchasestevens/bellybutton,MIT,2018-02-17 06:31:44.000,2023-07-27 15:15:12.000,2023-07-27 15:12:07,35.0,,15.0,6.0,23.0,6.0,261.0,2023-07-27 15:15:12.000,0.3.2,12.0,7.0,17,True,,11.0,bellybutton,,,45.0,44.0,https://pypi.org/project/bellybutton,2023-07-27 15:15:12.000,1.0,2198.0,2198.0,,,,3.0,,,,,,,,,,,,,,,,,
242,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-06-24 21:25:39.000,2023-06-24 21:25:38,106.0,,41.0,7.0,27.0,39.0,161.0,2019-10-11 01:01:17.000,0.5.3,4.0,19.0,17,True,,,sphinx-markdown-builder,,['sphinx'],,,https://pypi.org/project/sphinx-markdown-builder,,,47243.0,47243.0,,,,3.0,,,,,,,-5.0,,,,,,,,,,
243,massedit,elmotec/massedit,refactoring,Programmatically edit text files with Python. Useful for source to source transformations.,,https://github.com/elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2023-09-12 01:27:09.000,2023-09-12 01:27:09,194.0,,16.0,5.0,17.0,7.0,112.0,2023-09-11 03:03:54.000,0.70.1,10.0,9.0,17,True,,1.0,massedit,,,42.0,42.0,https://pypi.org/project/massedit,,,1576.0,1576.0,,,,3.0,23.0,,,,,,,,,,,,,,,,
244,mkdocs-versioning,zayd62/mkdocs-versioning,documentation,A tool that allows for versioning sites built with mkdocs.,,https://github.com/zayd62/mkdocs-versioning,https://github.com/zayd62/mkdocs-versioning,MIT,2019-07-20 18:09:56.000,2021-08-01 15:51:53.000,2021-08-01 15:51:53,133.0,,6.0,3.0,39.0,22.0,40.0,2021-02-11 10:24:03.000,0.4.0,2.0,5.0,17,False,,3.0,mkdocs-versioning,,['mkdocs'],66.0,66.0,https://pypi.org/project/mkdocs-versioning,,,2760.0,2760.0,,,,3.0,,,,,,,,,,,,,,,,,
245,pyenv-installer,pyenv/pyenv-installer,virtual-envs,This tool is used to install `pyenv` and friends.,,https://github.com/pyenv/pyenv-installer,https://github.com/pyenv/pyenv-installer,MIT,2013-06-01 03:48:07.000,2023-06-10 12:37:58.000,2023-06-10 12:37:58,149.0,,411.0,74.0,60.0,77.0,3802.0,,,,39.0,16,True,,3.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
246,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2023-05-18 15:24:11.000,2023-01-03 15:31:24,422.0,,177.0,41.0,154.0,172.0,1592.0,,,,60.0,16,True,,34.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,
247,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2023-07-04 11:25:43.000,2021-09-18 20:16:24,55.0,,41.0,12.0,8.0,9.0,775.0,,,,5.0,16,False,,6.0,py-heat,,,61.0,61.0,https://pypi.org/project/py-heat,,,2203.0,2203.0,,,,3.0,,,,,,,,,,,,,,,,,
248,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,6.0,18.0,13.0,371.0,2017-07-27 16:45:20.000,0.2.2,8.0,12.0,16,False,,7.0,tbvaccine,,,13.0,13.0,https://pypi.org/project/tbvaccine,,,2137.0,2137.0,,,,3.0,,,,,,,,,,,,,,,,,
249,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,29.0,5.0,68.0,,232.0,2019-12-19 14:20:08.000,.0.3.3,3.0,16.0,16,False,,,flakehell,,['flake8'],,,https://pypi.org/project/flakehell,,,16720.0,16721.0,,,,3.0,72.0,,,,,,,,,,,,,,,,
250,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-06-16 19:27:52.099,2023-04-10 19:27:15,234.0,,17.0,2.0,16.0,21.0,161.0,,,4.0,16.0,16,True,,22.0,dlint,conda-forge/dlint,,,,https://pypi.org/project/dlint,,,92687.0,92845.0,https://anaconda.org/conda-forge/dlint,2023-06-16 19:27:52.099,4128.0,3.0,,,,,,,,,,,,,,,,,
251,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2022-05-13 18:18:48.000,2019-10-04 19:05:46,128.0,,18.0,11.0,10.0,13.0,156.0,,,,10.0,16,False,,6.0,pynt,,,119.0,119.0,https://pypi.org/project/pynt,,,11073.0,11073.0,,,,3.0,,,,,,,,,,,,,,,,,
252,com2ann,ilevkivskyi/com2ann,refactoring,Tool for translation type comments to type annotations in Python.,,https://github.com/ilevkivskyi/com2ann,https://github.com/ilevkivskyi/com2ann,MIT,2016-09-09 07:17:02.000,2023-08-29 08:53:47.000,2023-08-29 08:53:43,44.0,,11.0,7.0,31.0,21.0,135.0,,,,7.0,16,True,,7.0,com2ann,,,61.0,61.0,https://pypi.org/project/com2ann,,,14731.0,14731.0,,,,3.0,,,,,,,,,,,,,,,,,
253,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2023-06-17 04:37:59.000,2023-06-17 04:37:59,400.0,,36.0,9.0,68.0,26.0,222.0,,,,17.0,15,True,,20.0,imhotep,,,12.0,12.0,https://pypi.org/project/imhotep,,,33.0,33.0,,,,3.0,,,,,,,,,,,,,,,,,
254,cohesion,mschwager/cohesion,code-metrics,A tool for measuring Python class cohesion.,,https://github.com/mschwager/cohesion,https://github.com/mschwager/cohesion,GPL-3.0,2016-08-11 21:09:32.000,2023-06-16 19:27:52.015,2023-03-08 16:15:03,84.0,,4.0,10.0,2.0,12.0,219.0,2023-03-08 16:22:18.671,1.1.0,10.0,3.0,15,True,,5.0,cohesion,conda-forge/cohesion,,11.0,,https://pypi.org/project/cohesion,2019-07-10 16:08:05.000,11.0,4530.0,4610.0,https://anaconda.org/conda-forge/cohesion,2023-06-16 19:27:52.015,2088.0,3.0,,,,,,,,,,,,,,,,,
255,universal-build,ml-tooling/universal-build,build-tools,Universal build utilities for containerized build pipelines.,,https://github.com/ml-tooling/universal-build,https://github.com/ml-tooling/universal-build,MIT,2020-10-19 14:57:21.000,2022-11-09 08:14:25.000,2022-09-15 18:19:20,395.0,,7.0,5.0,34.0,3.0,21.0,2021-11-17 16:59:34.000,0.6.18,40.0,5.0,15,True,,1.0,universal-build,,,19.0,12.0,https://pypi.org/project/universal-build,2021-11-16 23:08:45.000,7.0,214.0,214.0,,,,3.0,19.0,,,,,,,,,,,,,,,,
256,pycycle,bndr/pycycle,linters,Tool for pinpointing circular imports in Python. Find cyclic imports in any project.,,https://github.com/bndr/pycycle,https://github.com/bndr/pycycle,MIT,2017-01-28 17:22:00.000,2022-01-15 20:44:01.000,2017-02-13 18:07:04,26.0,,21.0,6.0,6.0,2.0,323.0,,,,2.0,14,False,,15.0,pycycle,,,80.0,80.0,https://pypi.org/project/pycycle,,,3278.0,3278.0,,,,3.0,,,,,,,,,,,,,,,,,
257,freshenv,raiyanyahya/freshenv,virtual-envs,"Provision, share, manage local and cloud developer environments.",,https://github.com/raiyanyahya/freshenv,https://github.com/raiyanyahya/freshenv,MPL-2.0,2021-12-19 21:38:32.000,2024-01-09 20:27:42.000,2023-10-13 18:07:34,192.0,,3.0,2.0,230.0,3.0,168.0,2022-08-09 15:40:30.000,3.0.0,5.0,3.0,14,True,,,freshenv,raiyanyahya/freshenv,,,,https://pypi.org/project/freshenv,,,166.0,166.0,https://anaconda.org/raiyanyahya/freshenv,,,3.0,,,,,,,,,,,,,,,,,
258,pep8ify,spulec/pep8ify,refactoring,A library that modifies python source code to conform to pep8.,,https://github.com/spulec/pep8ify,https://github.com/spulec/pep8ify,Apache-2.0,2012-06-03 03:31:33.000,2019-03-08 03:06:14.000,2014-10-24 20:36:38,154.0,,12.0,5.0,7.0,12.0,117.0,,,,6.0,14,False,,7.0,pep8ify,,,46.0,46.0,https://pypi.org/project/pep8ify,,,283.0,283.0,,,,3.0,,,,,,,,,,,,,,,,,
259,yala,cemsbr/yala,linters,Yet Another Linter Aggregator.,,https://github.com/cemsbr/yala,https://github.com/cemsbr/yala,MIT,2017-06-02 22:45:50.000,2023-10-17 23:50:57.000,2023-01-30 07:50:18,198.0,,5.0,2.0,142.0,11.0,14.0,2023-01-30 07:57:23.000,3.2.0,29.0,4.0,14,False,,1.0,yala,,"['flake8', 'pylint']",60.0,50.0,https://pypi.org/project/yala,2021-11-15 05:05:38.000,10.0,804.0,804.0,,,,3.0,,,,,,,,,,,,,,,,,
