,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
129,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,24,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2020-12-29 19:27:26.000,2020-12-29 19:24:52.000,76.0,90.0,439.0,2017-12-31 01:13:41.000,1.3.4,28.0,44.0,,conda-forge/paver,paver,36.0,525.0,1908.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,1908.0,16429.0,16820.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,20762.0,3.0,,,,,,,,,,
130,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,24,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2021-03-31 05:13:31.000,2021-02-25 22:40:31.000,53.0,58.0,341.0,,,29.0,27.0,,,mypy-protobuf,12.0,252.0,229.0,205.0,https://pypi.org/project/mypy-protobuf,2021-02-04 23:42:23.000,24.0,262331.0,262331.0,,,,3.0,,,,,,,,,,
131,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,24,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2021-03-14 17:15:24.297,2021-03-14 13:43:08.000,47.0,44.0,314.0,2021-03-14 13:46:47.000,2021.3.14,15.0,17.0,['sphinx'],conda-forge/sphinx-autobuild,sphinx-autobuild,11.0,,4682.0,,https://pypi.org/project/sphinx-autobuild,2021-03-14 13:46:47.000,4682.0,58574.0,59541.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,46431.0,2.0,,,,,,,,,,
132,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,24,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2021-03-29 20:37:43.000,2021-02-22 05:33:05.000,24.0,89.0,289.0,2021-02-22 05:24:56.000,1.7.0,47.0,20.0,,conda-forge/darglint,darglint,36.0,474.0,368.0,348.0,https://pypi.org/project/darglint,2021-02-22 05:24:56.000,20.0,42613.0,43132.0,https://anaconda.org/conda-forge/darglint,2021-02-22 07:20:19.625,9878.0,3.0,,,,,,,,,,
133,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,24,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2021-01-27 10:20:48.000,2021-01-27 10:19:52.000,29.0,70.0,223.0,,,40.0,18.0,,conda-forge/check-manifest,check-manifest,14.0,517.0,6460.0,4656.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000,1804.0,77151.0,78017.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618,24259.0,3.0,,,,,,,,,,
134,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,24,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2021-03-28 20:23:30.000,2021-03-28 18:34:19.000,32.0,64.0,201.0,2021-03-28 20:16:06.000,0.10.3.1,9.0,14.0,,,py2exe,5.0,956.0,1422.0,1076.0,https://pypi.org/project/py2exe,2021-03-28 20:23:30.000,346.0,12520.0,12856.0,,,,2.0,8407.0,,,,,,,,,
135,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,24,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2020-06-06 07:55:44.000,2020-05-12 23:46:18.000,33.0,39.0,123.0,2020-05-12 23:46:28.000,3.2.0,37.0,28.0,['flake8'],conda-forge/flake8-quotes,flake8-quotes,3.0,99.0,4330.0,2926.0,https://pypi.org/project/flake8-quotes,2020-05-12 23:46:28.000,1404.0,157762.0,161427.0,https://anaconda.org/conda-forge/flake8-quotes,2020-05-13 00:39:59.431,201595.0,3.0,,,,,,,,,,
136,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,24,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2021-02-05 16:31:25.000,2020-08-11 08:04:26.000,35.0,37.0,104.0,2020-08-11 08:04:21.000,4.0.0,31.0,28.0,['flake8'],conda-forge/flake8-isort,flake8-isort,9.0,257.0,3555.0,2627.0,https://pypi.org/project/flake8-isort,2020-08-11 08:04:21.000,928.0,116203.0,116799.0,https://anaconda.org/conda-forge/flake8-isort,2020-08-11 09:43:27.627,10731.0,3.0,,,,,,,,,,
137,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,23,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2021-03-30 13:18:02.000,2020-12-21 02:51:39.000,457.0,154.0,7866.0,2020-12-21 03:07:33.000,0.14.0.2,90.0,35.0,,,gdbgui,111.0,420.0,79.0,77.0,https://pypi.org/project/gdbgui,2020-12-21 02:53:00.000,2.0,5724.0,6057.0,,,,3.0,3002.0,,,,,,,,,
138,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,23,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-01-29 16:48:55.000,2021-01-29 16:48:11.000,195.0,40.0,3895.0,2021-01-29 16:48:55.000,0.3.3,16.0,14.0,,,better-exceptions,29.0,97.0,74.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,74.0,14820.0,14820.0,,,,3.0,,,,,,,,,,
139,Scalene,https://github.com/plasma-umass/scalene,,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",profiling,23,True,emeryberger/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2021-04-01 00:34:30.000,2021-04-01 00:30:30.000,136.0,72.0,3847.0,2021-03-10 22:44:06.000,1.3.0,94.0,18.0,,,scalene,19.0,1257.0,35.0,35.0,https://pypi.org/project/scalene,2021-03-10 22:44:06.000,0.0,1153.0,1153.0,,,,3.0,,,plasma-umass/scalene,,,,,,,
140,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,23,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2021-02-20 07:50:28.000,2021-02-20 07:47:40.000,165.0,56.0,3729.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,,,vprof,23.0,619.0,89.0,71.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,18.0,1369.0,1369.0,,,,3.0,,,,,,,,,,
141,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2021-02-12 20:08:59.862,2021-01-04 03:14:37.000,328.0,38.0,3509.0,2021-02-12 16:01:26.000,3.16.0,164.0,16.0,,conda-forge/rebound,rebound,20.0,166.0,32.0,18.0,https://pypi.org/project/rebound,2021-02-12 16:01:26.000,14.0,560.0,2893.0,https://anaconda.org/conda-forge/rebound,2021-02-12 20:08:59.862,109484.0,3.0,160.0,,,,,,,,,
142,pipx,https://github.com/pipxproject/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,23,True,pipxproject/pipx,https://github.com/pipxproject/pipx,MIT,2018-10-06 18:47:46.000,2021-04-01 07:10:44.000,2021-04-01 02:56:12.000,150.0,301.0,3370.0,2021-02-26 02:43:19.000,0.16.1.0,41.0,54.0,,,pipx,67.0,432.0,4.0,,https://pypi.org/project/pipx,2021-01-16 08:17:57.000,4.0,15735.0,15735.0,,,,3.0,,,,,,,,,,
143,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2021-03-08 18:14:34.000,2021-03-08 18:14:34.000,126.0,102.0,3316.0,2020-05-18 19:40:30.000,20.5.0,20.0,36.0,,conda-forge/monkeytype,monkeytype,35.0,270.0,148.0,114.0,https://pypi.org/project/monkeytype,2020-05-18 19:40:30.000,34.0,5174.0,5942.0,https://anaconda.org/conda-forge/monkeytype,2020-05-19 00:57:07.937,29979.0,2.0,,,,,,,,,,
144,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, eta and very cool animations!.",logging,23,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-03-29 03:03:07.000,2021-01-08 01:36:09.000,77.0,41.0,2144.0,2021-01-08 01:37:28.000,1.6.2,19.0,1.0,,conda-forge/alive-progress,alive-progress,17.0,246.0,260.0,260.0,https://pypi.org/project/alive-progress,2021-01-08 01:37:28.000,0.0,3321.0,3791.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,6582.0,3.0,,,,,,,,,,
145,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,23,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2021-03-18 20:49:53.000,2021-03-18 20:43:49.000,273.0,195.0,1871.0,2021-03-18 20:45:49.000,6.2.0,3.0,102.0,['pytest'],,pytest-testinfra,111.0,657.0,0.0,,https://pypi.org/project/pytest-testinfra,2020-11-12 20:35:38.000,0.0,36704.0,36704.0,,,,3.0,,,,,,,,,,
146,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,23,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2021-03-01 11:41:45.000,2021-02-21 23:09:11.000,85.0,34.0,1277.0,2020-09-17 01:55:39.000,0.9.0,8.0,26.0,,conda-forge/bowler,bowler,46.0,182.0,10.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,10.0,22995.0,23310.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,9156.0,2.0,,,,,,,,,,
147,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,23,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2021-03-18 20:44:50.000,2021-01-01 18:48:26.000,31.0,13.0,1130.0,2020-10-31 13:10:42.000,0.2.5,14.0,6.0,,,stackprinter,9.0,159.0,55.0,51.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000,4.0,22205.0,22205.0,,,,3.0,,,,,,,,,,
148,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,23,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2021-03-26 04:15:18.000,2021-03-24 16:21:14.000,120.0,466.0,897.0,2021-02-28 23:41:29.000,6.6.2,218.0,14.0,,,pyarmor,14.0,3069.0,182.0,172.0,https://pypi.org/project/pyarmor,2021-02-01 05:33:37.000,10.0,15638.0,15638.0,,,,3.0,18.0,,,,,,,,,
149,pdoc,https://github.com/mitmproxy/pdoc,,API Documentation for Python Projects.,documentation,23,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2021-03-28 10:50:11.000,2021-03-28 10:49:51.000,101.0,148.0,872.0,2021-03-19 13:58:38.000,6.4.1,55.0,27.0,,,pdoc,3.0,,587.0,299.0,https://pypi.org/project/pdoc,2021-03-19 13:58:38.000,288.0,9265.0,9265.0,,,,3.0,,,,,,,,,,
150,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,23,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2021-04-01 05:22:21.000,2021-03-18 20:05:02.000,149.0,544.0,678.0,2021-01-24 10:58:47.000,6.5.3,15.0,88.0,,conda-forge/cx_freeze,cx_freeze,84.0,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,12860.0,15001.0,https://anaconda.org/conda-forge/cx_freeze,2021-02-21 18:55:46.284,57817.0,2.0,,,,,,,,,,
151,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,23,False,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2020-12-13 18:51:56.000,2019-08-11 17:42:44.000,66.0,46.0,576.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,,,redbaron,59.0,1669.0,434.0,262.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,172.0,8712.0,8712.0,,,,2.0,,,,,,,,,,
152,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,23,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2021-01-29 17:57:16.000,2019-06-15 20:36:43.000,48.0,40.0,559.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,['pytest'],conda-forge/pytest-watch,pytest-watch,39.0,183.0,2822.0,2040.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,782.0,56367.0,57316.0,https://anaconda.org/conda-forge/pytest-watch,2021-01-18 20:02:36.906,37033.0,3.0,,,,,,,,,,
153,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,23,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2021-03-19 13:51:30.000,2021-03-18 15:47:19.000,28.0,76.0,472.0,2021-03-19 13:52:22.000,1.1.0,33.0,16.0,['pytest'],conda-forge/pytest-testmon,pytest-testmon,33.0,277.0,373.0,275.0,https://pypi.org/project/pytest-testmon,2020-08-05 14:56:03.000,98.0,19365.0,20110.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,28334.0,3.0,,,,,,,,,,
154,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,23,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2021-03-27 19:53:52.000,2021-03-27 19:53:51.000,21.0,29.0,291.0,2020-11-16 10:02:15.000,3.5.0,20.0,15.0,,,pytest-randomly,8.0,,214.0,,https://pypi.org/project/pytest-randomly,2020-11-16 10:02:15.000,214.0,194166.0,194166.0,,,,3.0,,,,,,,,,,
155,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,23,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000,2021-03-31 22:44:00.000,2020-12-27 18:10:35.000,30.0,22.0,204.0,2019-11-10 16:23:03.000,1.3.1,48.0,15.0,,,docformatter,27.0,441.0,643.0,533.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,110.0,23454.0,23454.0,,,,3.0,,,,,,,,,,
156,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,23,False,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-02-14 21:22:27.000,2019-06-17 12:14:38.000,19.0,25.0,121.0,2018-03-19 16:49:31.000,2.0.0,19.0,9.0,['flake8'],,flake8-commas,5.0,165.0,1932.0,1382.0,https://pypi.org/project/flake8-commas,2018-03-19 16:49:31.000,550.0,88855.0,88855.0,,,,3.0,,,,,,,,,,
157,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2021-03-28 19:50:54.000,2021-03-28 19:50:38.000,27.0,42.0,117.0,2021-02-26 19:45:01.000,0.9.23,23.0,16.0,,conda-forge/asteval,asteval,4.0,382.0,751.0,513.0,https://pypi.org/project/asteval,2021-02-26 19:45:01.000,238.0,38447.0,40648.0,https://anaconda.org/conda-forge/asteval,2021-02-27 14:24:12.922,118906.0,3.0,,,,,,,,,,
158,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) but without all the weirdness.,testing,23,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2021-03-24 23:30:27.000,2021-02-19 04:28:57.000,5.0,16.0,91.0,2021-01-29 16:18:48.000,0.15.4,56.0,5.0,,,xdoctest,16.0,585.0,899.0,847.0,https://pypi.org/project/xdoctest,2021-01-29 16:18:48.000,52.0,16572.0,16572.0,,,,3.0,,,,,,,,,,conda-forge/xdoctest
159,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,22,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2021-03-15 13:42:54.000,2021-02-21 13:51:39.000,223.0,180.0,6045.0,2021-02-21 13:51:43.000,1.0.63,48.0,27.0,,,bpytop,39.0,368.0,,,https://pypi.org/project/bpytop,2021-02-21 13:51:43.000,,4279.0,4279.0,,,,3.0,,,,,,,,,,
160,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,22,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2021-04-01 13:04:24.000,2021-04-01 04:29:54.000,73.0,37.0,3817.0,2021-01-27 01:30:01.000,2.1.0,14.0,11.0,,,icecream,16.0,193.0,6.0,,https://pypi.org/project/icecream,2021-01-27 01:30:01.000,6.0,8762.0,8762.0,,,,3.0,,,,,,,,,,
161,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,22,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2021-03-22 19:07:18.000,2021-03-22 19:07:17.000,60.0,153.0,900.0,2021-03-20 21:14:23.000,2.11.0,87.0,14.0,,conda-forge/pyupgrade,pyupgrade,21.0,617.0,10.0,,https://pypi.org/project/pyupgrade,2021-03-20 21:14:23.000,10.0,30643.0,37416.0,https://anaconda.org/conda-forge/pyupgrade,2021-03-20 23:11:53.578,182895.0,3.0,,,,,,,,,,
162,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,22,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2021-03-29 17:53:40.000,2019-12-20 19:59:49.000,129.0,28.0,739.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,,,pycco,26.0,222.0,439.0,215.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,224.0,688.0,688.0,,,,3.0,,,,,,,,,,
163,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2021-03-26 01:30:14.000,2021-03-25 13:32:37.000,29.0,46.0,602.0,2021-03-26 01:29:45.000,3.3.2,42.0,8.0,,,hunter,35.0,918.0,92.0,58.0,https://pypi.org/project/hunter,2021-03-26 01:29:45.000,34.0,4200.0,4200.0,,,,3.0,,,,,,,,,,
164,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,22,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2021-03-27 19:53:48.000,2021-03-27 19:53:48.000,13.0,30.0,256.0,2021-03-18 11:33:43.000,3.4.0,26.0,10.0,['flake8'],conda-forge/flake8-comprehensions,flake8-comprehensions,7.0,,714.0,,https://pypi.org/project/flake8-comprehensions,2021-03-18 11:33:43.000,714.0,158415.0,164080.0,https://anaconda.org/conda-forge/flake8-comprehensions,2021-03-18 22:09:48.074,300271.0,3.0,,,,,,,,,,
165,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,22,False,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-01-31 10:24:10.000,2020-02-10 02:47:14.000,50.0,29.0,254.0,2019-02-25 23:55:38.000,0.8,19.0,31.0,,,baron,46.0,1489.0,255.0,143.0,https://pypi.org/project/baron,2019-02-01 15:17:04.000,112.0,8886.0,8886.0,,,,3.0,,,,,,,,,,
166,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,22,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2021-03-22 07:11:19.000,2020-11-03 22:08:37.000,17.0,16.0,246.0,2020-11-03 22:11:18.000,1.3.2,12.0,8.0,,,interrogate,11.0,122.0,445.0,445.0,https://pypi.org/project/interrogate,2020-11-03 22:11:18.000,0.0,14250.0,14250.0,,,,3.0,,,,,,,,,,
167,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,22,False,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2020-01-30 01:07:19.000,2020-01-26 03:27:03.000,38.0,42.0,154.0,2020-01-11 00:29:49.000,1.6.3,32.0,10.0,['sphinx'],,releases,30.0,520.0,1038.0,332.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000,706.0,3113.0,3113.0,,,,3.0,,,,,,,,,,
168,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2020-10-20 18:00:58.207,2018-06-28 13:35:12.000,11.0,,62.0,2018-08-16 03:16:49.000,0.54.0,52.0,61.0,,conda-forge/memory_profiler,memory_profiler,,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,95862.0,97747.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207,111258.0,3.0,,,,,,,,,,
169,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,21,False,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06.000,224.0,75.0,2030.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,,,python-taint,19.0,1576.0,64.0,42.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,22.0,640.0,642.0,,,,3.0,59.0,,,,,,,,,
170,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,True,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-03-25 21:45:24.000,2020-08-26 00:32:16.000,185.0,125.0,1679.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,,,sixpack,88.0,828.0,12.0,8.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,137.0,137.0,,,,3.0,,,,,,,,,,
171,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,21,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2021-03-28 16:30:41.000,2021-03-28 16:12:50.000,101.0,128.0,686.0,2020-07-03 08:11:24.000,2.5.1,21.0,27.0,,,pynsist,25.0,541.0,88.0,,https://pypi.org/project/pynsist,2021-03-28 16:28:58.000,88.0,761.0,761.0,,,,3.0,,,,,,,,,,
172,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,21,True,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2021-03-31 21:49:05.000,2021-03-30 08:59:23.000,15.0,15.0,308.0,2021-03-24 19:56:29.000,1.7.0,21.0,10.0,,,manhole,5.0,479.0,132.0,66.0,https://pypi.org/project/manhole,2021-03-22 21:28:54.000,66.0,4458.0,4458.0,,,,3.0,,2.0,,,,,,,,
173,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,21,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2021-03-19 02:26:03.000,2021-03-19 02:26:02.000,6.0,24.0,185.0,2020-10-12 08:27:22.000,1.0.0,10.0,9.0,['flake8'],,flake8-eradicate,2.0,285.0,72.0,,https://pypi.org/project/flake8-eradicate,2020-10-12 08:26:40.000,72.0,59119.0,59119.0,,,,3.0,,,,,,,,,,
174,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,21,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2021-01-23 10:48:57.000,2021-01-23 10:47:31.000,6.0,193.0,119.0,2020-09-16 09:18:09.000,0.22,38.0,24.0,,,py2app,143.0,595.0,5239.0,3597.0,https://pypi.org/project/py2app,2021-01-02 09:31:59.000,1642.0,8068.0,8068.0,,,,3.0,,,,,,,,,,
175,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,21,True,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-03-21 11:36:52.000,2021-03-21 11:36:52.000,17.0,3.0,88.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,,conda-forge/dodgy,dodgy,7.0,70.0,1808.0,1284.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,524.0,50812.0,51210.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,22317.0,3.0,,,,,,,,,,
176,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,21,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2020-10-26 15:39:53.000,2020-08-11 08:34:28.000,15.0,30.0,60.0,2020-05-14 10:45:01.000,1.5.3,23.0,13.0,['flake8'],conda-forge/flake8-builtins,flake8-builtins,2.0,209.0,2288.0,1776.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,512.0,108657.0,110714.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,109054.0,3.0,,,,,,,,,,
