,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,36,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-03-04 07:51:12.000,2021-03-04 07:50:53.000,387.0,890.0,3723.0,2020-12-31 01:16:34.000,5.7.0,126.0,226.0,conda-forge/isort,,isort,32.0,3449.0,181983.0,157765.0,https://pypi.org/project/isort,2020-12-31 01:15:41.000,24218.0,5201422.0,5230638.0,https://anaconda.org/conda-forge/isort,2020-12-31 02:59:49.605,1636126.0,1.0,,,,,,,,,,
11,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,35,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2021-03-02 23:20:54.000,2021-03-02 23:20:54.000,1616.0,4524.0,10125.0,,,79.0,450.0,conda-forge/mypy,,mypy,1603.0,9400.0,35342.0,29258.0,https://pypi.org/project/mypy,2021-02-19 17:28:31.000,6084.0,2362757.0,2381016.0,https://anaconda.org/conda-forge/mypy,2021-02-19 18:45:03.122,730371.0,1.0,,,,,,,,,,
12,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,35,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-03-04 00:47:12.000,2021-03-02 08:46:20.000,676.0,2586.0,3232.0,2021-02-23 20:15:22.000,2.7.1,94.0,363.0,conda-forge/pylint,,pylint,697.0,5130.0,220199.0,182465.0,https://pypi.org/project/pylint,2021-02-23 20:15:22.000,37734.0,3338366.0,3367672.0,https://anaconda.org/conda-forge/pylint,2021-03-03 00:06:43.039,1611866.0,1.0,,,,,,,,,,
13,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2021-03-04 10:23:54.000,2021-03-03 11:26:00.000,350.0,1013.0,2094.0,2021-02-16 08:44:01.000,3.22.0,114.0,235.0,conda-forge/tox,['pytest'],tox,143.0,1970.0,77862.0,41462.0,https://pypi.org/project/tox,2021-02-16 08:44:01.000,36400.0,1704620.0,1710074.0,https://anaconda.org/conda-forge/tox,2021-03-03 16:46:37.023,229072.0,1.0,,,,,,,,,,
14,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-02-25 00:18:15.000,2021-02-25 00:18:15.000,236.0,330.0,3709.0,2021-02-04 07:28:23.000,1.5.5,65.0,48.0,conda-forge/autopep8,,autopep8,84.0,2682.0,76998.0,66814.0,https://pypi.org/project/autopep8,2021-02-04 06:08:51.000,10184.0,826205.0,833374.0,https://anaconda.org/conda-forge/autopep8,2021-02-04 08:47:28.848,408646.0,2.0,,1.0,,,,,,,,
15,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-03-03 22:29:31.000,2021-03-03 22:29:31.000,708.0,1206.0,1311.0,2021-02-28 22:28:26.000,54.0.0,421.0,417.0,conda-forge/setuptools,,setuptools,525.0,,150093.0,92163.0,https://pypi.org/project/setuptools,2021-02-28 22:28:17.000,57930.0,46758723.0,47104420.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,19359027.0,1.0,105.0,,,,,,,,,
16,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,34,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-01-07 23:32:13.000,2021-01-07 23:32:08.000,183.0,,1096.0,2020-10-02 23:34:01.000,3.8.4,76.0,148.0,conda-forge/flake8,,flake8,7.0,1876.0,223231.0,151941.0,https://pypi.org/project/flake8,2020-10-02 23:34:01.000,71290.0,3961813.0,3998188.0,https://anaconda.org/conda-forge/flake8,2020-10-05 05:07:54.333,2073419.0,1.0,,,,,,,,,,
17,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-03-04 13:59:31.000,2021-03-04 13:59:31.000,1218.0,982.0,19784.0,2020-08-26 15:56:21.000,20.8b1,23.0,229.0,conda-forge/black,,black,396.0,904.0,54367.0,48139.0,https://pypi.org/project/black,2020-08-26 15:52:03.000,6228.0,2447997.0,2483428.0,https://anaconda.org/conda-forge/black,2020-09-07 11:42:46.809,1188493.0,2.0,11431.0,,,,,,,,,
18,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,33,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-03-04 10:15:10.000,2021-02-28 22:01:13.000,1668.0,1345.0,11696.0,2020-05-14 15:18:01.000,1.1.2,44.0,185.0,conda-forge/mkdocs,['mkdocs'],mkdocs,142.0,1498.0,16800.0,10858.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,199107.0,201136.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,119731.0,1.0,,,,,,,,,,
19,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-03-04 12:54:03.996,2021-03-04 11:27:12.000,452.0,1015.0,4991.0,2021-03-04 11:27:35.000,hypothesis-python-6.4.3,810.0,244.0,conda-forge/hypothesis,,hypothesis,53.0,10565.0,10473.0,7857.0,https://pypi.org/project/hypothesis,2021-03-04 11:27:20.000,2616.0,602988.0,667448.0,https://anaconda.org/conda-forge/hypothesis,2021-03-04 12:54:03.996,3609804.0,1.0,,,,,,,,,,
20,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-01-26 18:42:44.000,2021-01-07 18:35:38.000,592.0,522.0,4260.0,2020-05-11 20:02:52.000,2.6.0,11.0,124.0,conda-forge/pycodestyle,,pycodestyle,112.0,1199.0,144382.0,123152.0,https://pypi.org/project/pycodestyle,2020-05-11 20:02:52.000,21230.0,5677759.0,5716465.0,https://anaconda.org/conda-forge/pycodestyle,2020-05-12 17:42:46.576,2206297.0,1.0,,,,,,,,,,
21,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-03-04 08:01:05.000,2021-03-04 01:17:05.000,1477.0,460.0,3610.0,2018-10-05 13:20:49.000,0.4.2,23.0,103.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,158.0,1196.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,761568.0,780725.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-01-05 13:49:54.682,1053643.0,1.0,,,,,,,,,,
22,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,32,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-03-04 13:05:38.000,2021-03-04 13:05:38.000,702.0,397.0,23786.0,2021-03-01 22:37:53.000,9.12.4,119.0,78.0,conda-forge/rich,,rich,7.0,1735.0,2690.0,2690.0,https://pypi.org/project/rich,2021-03-01 22:36:52.000,0.0,685845.0,698968.0,https://anaconda.org/conda-forge/rich,2021-03-02 05:10:40.399,104984.0,1.0,,,,,,,,,,
23,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,32,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2021-02-26 19:22:59.000,2021-02-26 19:22:59.000,5311.0,91.0,16428.0,2020-07-01 21:59:00.000,1.1.0,13.0,65.0,conda-forge/numpydoc,['sphinx'],numpydoc,51.0,435.0,31331.0,23983.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000,7348.0,98818.0,113298.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384,724029.0,2.0,,,,,,,,,,
24,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-03-04 13:23:11.000,2021-02-13 19:58:00.000,1115.0,1748.0,14096.0,2021-03-04 10:43:56.000,1.1.5,133.0,254.0,conda-forge/poetry,,poetry,1059.0,1683.0,64.0,,https://pypi.org/project/poetry,2021-03-04 10:44:26.000,64.0,765156.0,914830.0,https://anaconda.org/conda-forge/poetry,2020-12-14 11:33:01.818,172418.0,2.0,5166638.0,,,,,,,,,
25,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-03-01 21:57:22.000,2021-03-01 19:09:10.000,1427.0,932.0,5714.0,2021-02-26 15:45:14.000,7.0.3,187.0,102.0,conda-forge/mkdocs-material,['mkdocs'],mkdocs-material,13.0,3134.0,7043.0,5541.0,https://pypi.org/project/mkdocs-material,2021-02-24 17:25:05.000,1502.0,162042.0,163342.0,https://anaconda.org/conda-forge/mkdocs-material,2021-02-26 17:06:26.172,28620.0,2.0,,,,,,,,,,
26,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,32,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-03-04 12:31:20.000,2021-03-04 12:30:23.000,1619.0,3310.0,5625.0,2020-09-01 18:21:46.000,3.2.2,53.0,134.0,conda-forge/robotframework,,robotframework,180.0,12791.0,4853.0,3445.0,https://pypi.org/project/robotframework,2021-02-16 19:59:51.000,1408.0,280670.0,281714.0,https://anaconda.org/conda-forge/robotframework,2020-09-03 11:47:40.885,39450.0,1.0,499.0,-1.0,,,,,,,,
27,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-03-03 18:20:04.000,2021-02-23 16:58:27.000,1004.0,5992.0,4033.0,2020-11-12 17:08:48.000,4.9.2,100.0,347.0,conda-forge/conda,,conda,1868.0,15589.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,20256.0,317609.0,https://anaconda.org/conda-forge/conda,2020-11-12 21:09:02.264,16354455.0,2.0,,,,,,,,,,
28,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-03-01 17:15:20.000,2021-03-01 17:15:19.000,878.0,1058.0,3813.0,2021-02-01 09:17:59.000,20.4.2,157.0,171.0,conda-forge/virtualenv,,virtualenv,55.0,,34422.0,,https://pypi.org/project/virtualenv,2021-02-01 09:17:59.000,34422.0,6308009.0,6322145.0,https://anaconda.org/conda-forge/virtualenv,2021-02-01 11:16:19.980,678545.0,2.0,,,,,,,,,,
29,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-02-15 11:55:51.000,2020-12-31 16:25:35.000,280.0,357.0,3177.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,conda-forge/invoke,,invoke,303.0,3499.0,11709.0,7107.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,587802.0,592016.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,248636.0,1.0,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-03-04 00:06:39.000,2021-02-11 16:44:36.000,313.0,363.0,3031.0,2020-12-13 02:48:28.000,1.7.0,31.0,130.0,conda-forge/bandit,,bandit,164.0,1166.0,8349.0,5995.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,521543.0,523652.0,https://anaconda.org/conda-forge/bandit,2020-10-11 11:23:21.028,46400.0,1.0,23.0,,,,,,,,,
31,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-03-04 12:09:27.000,2021-03-04 12:09:21.000,136.0,188.0,969.0,2021-01-20 10:46:34.000,2.11.1,40.0,62.0,conda-forge/pytest-cov,['pytest'],pytest-cov,91.0,798.0,123039.0,79645.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,3767287.0,3805491.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2292286.0,1.0,,,,,,,,,,
32,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-03-02 12:36:57.000,2021-03-02 12:36:57.000,66.0,84.0,385.0,2020-12-10 15:10:14.000,0.8.1,24.0,39.0,conda-forge/parso,,parso,7.0,1069.0,122881.0,111517.0,https://pypi.org/project/parso,2020-12-10 15:10:14.000,11364.0,7401971.0,7488207.0,https://anaconda.org/conda-forge/parso,2020-12-10 16:40:55.258,3363227.0,1.0,,,,,,,,,,
33,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-02-08 23:37:38.000,2021-02-08 23:37:31.000,84.0,286.0,229.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,conda-forge/wheel,,wheel,20.0,729.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,35438811.0,35718699.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,15673754.0,1.0,,,,,,,,,,
34,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,31,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-03-03 09:42:07.000,2021-02-27 09:08:05.000,1600.0,3611.0,7737.0,2021-01-13 13:13:08.000,4.2,27.0,392.0,conda-forge/pyinstaller,,pyinstaller,405.0,7682.0,14926.0,14926.0,https://pypi.org/project/pyinstaller,2021-01-13 13:12:03.000,0.0,224041.0,235175.0,https://anaconda.org/conda-forge/pyinstaller,2021-02-02 18:07:09.778,201153.0,1.0,678796.0,,,,,,,,,
35,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-03-03 22:06:25.000,2021-02-27 17:19:40.000,415.0,1039.0,5574.0,2021-02-06 21:24:48.000,2.10.1,156.0,117.0,conda-forge/pre-commit,,pre-commit,27.0,1956.0,2136.0,,https://pypi.org/project/pre-commit,2021-02-06 21:21:49.000,2136.0,1173713.0,1194557.0,https://anaconda.org/conda-forge/pre-commit,2021-02-23 13:54:04.999,394894.0,1.0,2584.0,,,,,,,,,
36,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-03-03 18:07:51.000,2021-03-03 18:07:51.000,411.0,590.0,4786.0,2020-12-30 17:05:11.000,5.5.0,90.0,139.0,conda-forge/pip-tools,,pip-tools,119.0,1476.0,3252.0,,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,1052227.0,1052944.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,7891.0,2.0,,,,,,,,,,
37,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-01-20 09:23:22.014,2021-01-20 07:44:52.000,192.0,166.0,2798.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,conda-forge/freezegun,,freezegun,60.0,521.0,15687.0,7335.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,1235663.0,1238757.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,185687.0,2.0,,,,,,,,,,
38,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-03-03 10:18:20.000,2021-03-02 11:10:32.000,127.0,102.0,1359.0,2020-10-01 14:13:50.000,0.13.4,38.0,45.0,conda-forge/ipdb,,ipdb,52.0,325.0,41826.0,24928.0,https://pypi.org/project/ipdb,2021-03-02 11:10:22.000,16898.0,625616.0,628199.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,144699.0,1.0,,,,,,,,,,
39,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,31,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-02-25 18:46:16.000,2016-03-04 01:16:26.000,358.0,461.0,1326.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,conda-forge/nose,,nose,447.0,1004.0,190684.0,104210.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,1872095.0,1900665.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1657111.0,2.0,,1.0,,,,,,,,
40,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-03-02 01:34:52.000,2021-03-02 01:34:50.000,234.0,306.0,1096.0,2020-12-24 11:05:10.000,3.3.0,41.0,100.0,conda-forge/twine,,twine,39.0,946.0,53113.0,35609.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,648683.0,652732.0,https://anaconda.org/conda-forge/twine,2021-02-13 03:56:28.078,222695.0,2.0,,,,,,,,,,
41,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-02-19 19:37:23.000,2021-01-05 16:04:38.000,135.0,323.0,986.0,2020-04-10 03:52:17.000,2.2.0,28.0,74.0,conda-forge/pyflakes,,pyflakes,92.0,504.0,106281.0,79783.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,4263628.0,4300809.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,2119362.0,2.0,,,,,,,,,,
42,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,31,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-03-04 10:20:29.000,2021-03-04 10:20:29.000,190.0,358.0,863.0,2021-03-03 16:35:19.000,1.0.0,126.0,88.0,conda-forge/sentry-sdk,,sentry-sdk,132.0,1210.0,10375.0,9389.0,https://pypi.org/project/sentry-sdk,2021-02-18 14:46:46.000,986.0,2314624.0,2317095.0,https://anaconda.org/conda-forge/sentry-sdk,2021-02-18 16:32:52.126,65153.0,2.0,4365.0,,,,,,,,,
43,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2021-03-04 09:33:31.000,2021-03-04 09:33:31.000,60.0,54.0,717.0,2021-02-22 07:34:12.000,0.8.9,25.0,67.0,conda-forge/tabulate,,tabulate,27.0,502.0,46290.0,38188.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,8102.0,6636944.0,6650996.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,815059.0,2.0,,,,,,,,,,
44,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,30,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-02-25 17:27:33.000,2020-12-19 16:17:53.000,376.0,308.0,8310.0,2020-09-20 07:56:32.000,0.5.3,17.0,28.0,conda-forge/loguru,,loguru,51.0,545.0,5923.0,5581.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,424911.0,429515.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,115121.0,2.0,,-1.0,,,,,,,,
