,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,updated_github_id,cargo_id,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
122,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,25,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2021-01-18 20:02:36.906,2019-06-15 20:36:43.000,48.0,534.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,conda-forge/pytest-watch,['pytest'],pytest-watch,30.0,40.0,183.0,2162.0,1935.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,227.0,94545.0,95408.0,https://anaconda.org/conda-forge/pytest-watch,2021-01-18 20:02:36.906,31082.0,3.0,,,,,,,,,,
123,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,25,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2020-12-29 19:27:26.000,2020-12-29 19:24:52.000,76.0,435.0,2017-12-31 01:13:41.000,1.3.4,28.0,44.0,conda-forge/paver,,paver,36.0,90.0,525.0,1876.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,1876.0,16901.0,17294.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,19657.0,3.0,,,,,,,,,,
124,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,25,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000,2020-12-27 17:36:41.000,2020-12-27 17:36:40.000,38.0,343.0,2019-08-04 15:14:24.000,1.3.1,36.0,17.0,conda-forge/autoflake,,autoflake,22.0,32.0,439.0,2410.0,1830.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,580.0,178671.0,181433.0,https://anaconda.org/conda-forge/autoflake,2019-04-25 16:08:45.978,58014.0,2.0,,,,,,,,,,
125,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2021-01-18 14:56:31.000,2021-01-18 14:56:20.000,29.0,220.0,,,40.0,18.0,conda-forge/check-manifest,,check-manifest,14.0,70.0,516.0,5861.0,4057.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000,1804.0,102480.0,103226.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618,18650.0,2.0,,,,,,,,,,
126,gdbgui,https://github.com/cs01/gdbgui,,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",debugging,24,True,cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2021-01-18 15:36:47.000,2020-12-21 02:51:39.000,457.0,7782.0,2020-12-21 03:07:33.000,0.14.0.2,90.0,35.0,,,gdbgui,106.0,153.0,420.0,63.0,61.0,https://pypi.org/project/gdbgui,2020-12-21 02:53:00.000,2.0,9025.0,9379.0,,,,3.0,2125.0,,,,,,,,,
127,better-exceptions,https://github.com/Qix-/better-exceptions,,"Pretty and useful exceptions in Python, automatically.",logging,24,True,Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2021-01-02 12:26:41.000,2021-01-02 12:26:40.000,193.0,3850.0,2020-12-24 08:34:45.000,0.3.2,15.0,14.0,,,better-exceptions,29.0,40.0,96.0,74.0,,https://pypi.org/project/better-exceptions,2020-12-24 08:34:45.000,74.0,21404.0,21404.0,,,,3.0,,,,,,,,,,
128,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,24,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2021-01-20 21:26:23.000,2021-01-20 04:59:05.000,301.0,3818.0,2021-01-20 20:39:15.000,1.8.0a1,46.0,13.0,,,playwright,23.0,162.0,269.0,81.0,81.0,https://pypi.org/project/playwright,2021-01-20 20:41:12.000,0.0,12779.0,12779.0,,,,3.0,,,,-1.0,,,,,,
129,alive-progress,https://github.com/rsalmei/alive-progress,,"A new kind of Progress Bar, with real time throughput, eta and very cool animations!.",logging,24,True,rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2021-01-09 16:00:22.000,2021-01-08 01:36:09.000,47.0,1782.0,2021-01-08 01:37:28.000,1.6.2,19.0,1.0,conda-forge/alive-progress,,alive-progress,13.0,38.0,246.0,213.0,213.0,https://pypi.org/project/alive-progress,2021-01-08 01:37:28.000,0.0,16307.0,16804.0,https://anaconda.org/conda-forge/alive-progress,2021-01-08 03:33:35.990,5472.0,3.0,,,,,,,,,,
130,notifiers,https://github.com/liiight/notifiers,,The easy way to send notifications.,logging,24,True,liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2020-12-30 22:21:46.000,2020-12-30 22:21:45.000,69.0,1766.0,2019-10-05 13:00:41.000,1.2.1,26.0,14.0,,,notifiers,35.0,52.0,377.0,108.0,102.0,https://pypi.org/project/notifiers,2019-10-05 13:00:41.000,6.0,176193.0,176193.0,,,,3.0,,,,,,,,,,
131,Bowler,https://github.com/facebookincubator/Bowler,,Safe code refactoring for modern Python.,refactoring,24,True,facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2020-11-05 21:21:11.000,2020-11-05 21:21:09.000,85.0,1237.0,2020-09-17 01:55:39.000,0.9.0,8.0,26.0,conda-forge/bowler,,bowler,43.0,33.0,177.0,10.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,10.0,33735.0,34066.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,8619.0,2.0,,,,,,,,,,
132,cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",packaging,24,True,marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2021-01-19 04:45:46.000,2021-01-19 02:57:32.000,141.0,635.0,2021-01-19 02:59:51.000,6.5.2,14.0,86.0,conda-forge/cx_freeze,,cx_freeze,73.0,525.0,938.0,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,16632.0,18439.0,https://anaconda.org/conda-forge/cx_freeze,2021-01-05 08:47:35.640,43380.0,2.0,,,,,,,,,,
133,asv,https://github.com/airspeed-velocity/asv,,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,testing,24,True,airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2020-12-22 14:28:14.000,2020-12-22 14:28:12.000,121.0,552.0,2020-05-16 12:35:26.000,0.4.2,16.0,53.0,conda-forge/asv,,asv,101.0,296.0,1887.0,164.0,120.0,https://pypi.org/project/asv,2020-05-16 12:33:41.000,44.0,4663.0,10399.0,https://anaconda.org/conda-forge/asv,2020-12-11 12:30:25.113,275344.0,3.0,,,,,,,,,,
134,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,24,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2020-11-17 20:29:45.000,2020-11-16 12:31:58.000,61.0,456.0,2020-11-16 12:36:24.000,0.11.2,21.0,22.0,,,mamba,45.0,52.0,468.0,220.0,,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,220.0,7925.0,7925.0,,,,3.0,,,,-1.0,,,,,,
135,mypy-protobuf,https://github.com/dropbox/mypy-protobuf,,open source tools to generate mypy stubs from protobufs.,linters,24,True,dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2021-01-03 02:37:16.000,2020-12-28 17:25:33.000,51.0,302.0,,,23.0,25.0,,,mypy-protobuf,15.0,49.0,195.0,197.0,173.0,https://pypi.org/project/mypy-protobuf,2020-06-18 21:38:10.000,24.0,173796.0,173796.0,,,,3.0,,,,,,,,,,
136,pytest-randomly,https://github.com/pytest-dev/pytest-randomly,,Pytest plugin to randomly order tests and control random.seed.,testing,24,True,pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2021-01-17 16:36:28.000,2021-01-17 16:36:26.000,21.0,270.0,2020-11-16 10:02:15.000,3.5.0,20.0,14.0,,,pytest-randomly,7.0,27.0,323.0,107.0,,https://pypi.org/project/pytest-randomly,2020-11-16 10:02:15.000,107.0,234309.0,234309.0,,,,3.0,,,,,,,,,,
137,darglint,https://github.com/terrencepreilly/darglint,,A python documentation linter which checks that the docstring description matches the definition.,linters,24,True,terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2021-01-17 18:16:22.000,2020-11-24 02:29:06.000,22.0,257.0,2020-11-24 02:49:27.000,1.5.8,45.0,17.0,conda-forge/darglint,,darglint,35.0,82.0,454.0,277.0,257.0,https://pypi.org/project/darglint,2020-11-24 02:49:27.000,20.0,42758.0,43212.0,https://anaconda.org/conda-forge/darglint,2020-11-24 05:07:32.192,7275.0,3.0,,,,,,,,,,
138,flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,,A flake8 plugin to help you write better list/set/dict comprehensions.,linters,24,True,adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2021-01-17 16:35:49.000,2021-01-17 16:35:47.000,12.0,243.0,2020-12-19 10:49:01.000,3.3.1,25.0,9.0,conda-forge/flake8-comprehensions,['flake8'],flake8-comprehensions,10.0,28.0,307.0,714.0,,https://pypi.org/project/flake8-comprehensions,2020-12-19 10:49:01.000,714.0,167997.0,172930.0,https://anaconda.org/conda-forge/flake8-comprehensions,2020-12-20 00:33:24.687,246682.0,3.0,,,,,,,,,,
139,flake8-import-order,https://github.com/PyCQA/flake8-import-order,,Flake8 plugin that checks import order against various Python Style Guides.,linters,24,True,PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2020-10-20 13:40:35.000,2020-08-04 12:21:12.000,58.0,231.0,2019-03-04 08:39:11.000,0.18.1,34.0,40.0,conda-forge/flake8-import-order,['flake8'],flake8-import-order,8.0,83.0,274.0,1892.0,,https://pypi.org/project/flake8-import-order,2019-03-04 08:39:11.000,1892.0,156914.0,160512.0,https://anaconda.org/conda-forge/flake8-import-order,2019-03-06 03:48:48.199,179902.0,3.0,,,,,,,,,,
140,flake8-quotes,https://github.com/zheller/flake8-quotes,,Flake8 extension for checking quotes in python.,linters,24,True,zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2020-06-06 07:55:44.000,2020-05-12 23:46:18.000,32.0,121.0,2020-05-12 23:12:42.000,3.2.0,37.0,28.0,conda-forge/flake8-quotes,['flake8'],flake8-quotes,3.0,39.0,99.0,4119.0,2715.0,https://pypi.org/project/flake8-quotes,2020-05-12 23:46:28.000,1404.0,171077.0,173735.0,https://anaconda.org/conda-forge/flake8-quotes,2020-05-13 00:39:59.431,138218.0,3.0,,,,,,,,,,
141,Bpytop,https://github.com/aristocratos/bpytop,,Linux/OSX/FreeBSD resource monitor.,profiling,23,True,aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2021-01-11 20:53:19.000,2021-01-11 20:53:15.000,183.0,5134.0,2021-01-10 11:52:16.000,1.0.58,43.0,26.0,,,bpytop,30.0,161.0,349.0,,,https://pypi.org/project/bpytop,2021-01-10 11:52:16.000,,9073.0,9073.0,,,,3.0,,,,,,,,,,
142,vprof,https://github.com/nvdv/vprof,,Visual profiler for Python.,profiling,23,True,nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2020-11-08 14:27:24.000,2020-11-08 14:27:12.000,165.0,3709.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,,,vprof,22.0,56.0,618.0,78.0,69.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,9.0,1545.0,1545.0,,,,3.0,,,,,,,,,,
143,rebound,https://github.com/shobrook/rebound,,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,logging,23,True,shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2021-01-20 09:52:02.000,2021-01-04 03:14:37.000,323.0,3461.0,2021-01-04 16:34:49.000,3.13.2,161.0,16.0,conda-forge/rebound,,rebound,20.0,38.0,166.0,30.0,16.0,https://pypi.org/project/rebound,2021-01-04 16:34:49.000,14.0,913.0,3000.0,https://anaconda.org/conda-forge/rebound,2021-01-15 02:06:52.730,91676.0,3.0,159.0,,,,,,,,,
144,MonkeyType,https://github.com/Instagram/MonkeyType,,A system for Python that generates static type annotations by collecting runtime types.,refactoring,23,True,Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2021-01-20 20:10:28.000,2021-01-20 20:10:24.000,120.0,3227.0,2020-04-04 04:48:23.000,20.5.0,20.0,35.0,conda-forge/monkeytype,,monkeytype,30.0,101.0,268.0,148.0,114.0,https://pypi.org/project/monkeytype,2020-05-18 19:40:30.000,34.0,6155.0,6919.0,https://anaconda.org/conda-forge/monkeytype,2020-05-19 00:57:07.937,27509.0,2.0,,,,,,,,,,
145,pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,,Testinfra test your infrastructures.,testing,23,True,pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2021-01-03 00:53:53.000,2021-01-03 00:53:52.000,263.0,1831.0,2020-11-12 20:35:38.000,6.1.0,3.0,101.0,,['pytest'],pytest-testinfra,107.0,192.0,631.0,,,https://pypi.org/project/pytest-testinfra,2020-11-12 20:35:38.000,,39678.0,39678.0,,,,3.0,,,,,,,,,,
146,stackprinter,https://github.com/cknd/stackprinter,,Debugging-friendly exceptions for Python.,logging,23,True,cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2021-01-02 06:03:14.000,2021-01-01 18:48:26.000,31.0,1121.0,2020-10-31 13:10:42.000,0.2.5,14.0,6.0,,,stackprinter,9.0,12.0,159.0,41.0,37.0,https://pypi.org/project/stackprinter,2020-10-31 13:06:59.000,4.0,50745.0,50745.0,,,,3.0,,,,,,,,,,
147,shiv,https://github.com/linkedin/shiv,,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",packaging,23,True,linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2020-12-14 23:37:39.000,2020-12-14 23:37:34.000,62.0,1109.0,2020-10-19 03:49:16.000,0.4.0,53.0,29.0,,,shiv,26.0,54.0,177.0,10.0,,https://pypi.org/project/shiv,2020-10-19 03:49:16.000,10.0,3043.0,3049.0,,,,2.0,113.0,,,,,,,,,
148,mamba,https://github.com/mamba-org/mamba,,The Fast Cross-Platform Package Manager.,dependency-managers,23,True,mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2021-01-19 22:40:25.000,2021-01-19 19:36:30.000,58.0,1082.0,,,55.0,30.0,conda-forge/mamba,,,104.0,223.0,896.0,300.0,300.0,,,,,16464.0,https://anaconda.org/conda-forge/mamba,2021-01-15 11:20:31.080,362214.0,3.0,,,,,,,,,,
149,pyarmor,https://github.com/dashingsoft/pyarmor,,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",security,23,False,dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2021-01-20 22:49:01.000,2021-01-20 22:48:53.000,110.0,830.0,2021-01-04 01:02:33.000,6.6.0,217.0,13.0,,,pyarmor,16.0,415.0,2964.0,151.0,141.0,https://pypi.org/project/pyarmor,2021-01-04 01:02:33.000,10.0,16698.0,16698.0,,,,3.0,18.0,,,,,,,,,
150,pylama,https://github.com/klen/pylama,,Code audit tool for python.,linters,23,False,klen/pylama,https://github.com/klen/pylama,LGPL-3.0,2012-08-17 10:10:10.000,2020-08-02 16:32:20.000,2019-04-10 18:20:19.000,70.0,753.0,2018-11-02 11:01:56.000,7.6.6,97.0,38.0,,,pylama,60.0,53.0,689.0,2575.0,2172.0,https://pypi.org/project/pylama,2018-11-02 11:01:56.000,403.0,44826.0,44826.0,,,,3.0,,,,,,,,,,
151,redbaron,https://github.com/PyCQA/redbaron,,Bottom-up approach to refactoring in python.,refactoring,23,False,pycqa/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2020-12-13 18:51:56.000,2019-08-11 17:42:44.000,64.0,506.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,,,redbaron,59.0,46.0,1669.0,366.0,238.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,128.0,6176.0,6176.0,,,,2.0,,,,,,,,,,
152,docformatter,https://github.com/myint/docformatter,,Formats docstrings to follow PEP 257.,formatters,23,True,myint/docformatter,https://github.com/myint/docformatter,MIT,2012-05-26 21:40:48.000,2020-12-28 10:17:29.000,2020-12-27 18:10:35.000,27.0,197.0,2019-11-10 16:23:03.000,1.3.1,48.0,15.0,,,docformatter,18.0,22.0,441.0,591.0,481.0,https://pypi.org/project/docformatter,2020-12-27 18:11:12.000,110.0,21056.0,21056.0,,,,3.0,,,,,,,,,,
153,data-science-types,https://github.com/predictive-analytics-lab/data-science-types,,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",linters,23,True,predictive-analytics-lab/data-science-types,https://github.com/predictive-analytics-lab/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-01-18 16:20:35.000,2021-01-18 13:06:06.000,54.0,165.0,2020-12-15 14:14:56.000,0.2.22,25.0,42.0,,,data-science-types,34.0,21.0,438.0,46.0,46.0,https://pypi.org/project/data-science-types,2020-12-15 12:21:44.000,0.0,5497.0,5497.0,,,,3.0,,,,,,,,,,
154,py2exe,https://github.com/py2exe/py2exe,,A distutils extension to create standalone Windows programs from Python code.,packaging,23,True,py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2021-01-17 22:51:58.000,2020-11-07 23:23:29.000,23.0,147.0,2020-11-08 11:19:26.000,0.10.1.0,5.0,12.0,,,py2exe,9.0,45.0,885.0,1163.0,990.0,https://pypi.org/project/py2exe,2020-11-08 11:19:44.000,173.0,15458.0,15779.0,,,,2.0,7078.0,,,,,,,,,
155,flake8-commas,https://github.com/PyCQA/flake8-commas,,Flake8 extension for enforcing trailing commas in python.,linters,23,False,PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2020-12-09 08:41:47.000,2019-06-17 12:14:38.000,18.0,119.0,2018-03-19 16:49:31.000,2.0.0,19.0,9.0,,['flake8'],flake8-commas,4.0,25.0,165.0,1358.0,1211.0,https://pypi.org/project/flake8-commas,2018-03-19 16:49:31.000,147.0,146758.0,146758.0,,,,3.0,,,,,,,,,,
156,asteval,https://github.com/newville/asteval,,minimalistic evaluator of python expression using ast module.,ast,23,True,newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2020-12-10 03:10:39.000,2020-11-21 19:17:17.000,26.0,113.0,2020-11-15 20:07:00.000,0.9.21,21.0,15.0,conda-forge/asteval,,asteval,3.0,40.0,359.0,708.0,470.0,https://pypi.org/project/asteval,2020-11-15 20:07:00.000,238.0,36749.0,38853.0,https://anaconda.org/conda-forge/asteval,2019-10-23 14:59:12.733,107339.0,3.0,,,,,,,,,,
157,flake8-isort,https://github.com/gforcada/flake8-isort,,flake8 plugin that integrates isort.,linters,23,True,gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2020-08-11 09:43:27.627,2020-08-11 08:04:26.000,33.0,98.0,2020-07-08 08:06:12.000,4.0.0,31.0,28.0,conda-forge/flake8-isort,['flake8'],flake8-isort,7.0,37.0,257.0,3331.0,2403.0,https://pypi.org/project/flake8-isort,2020-08-11 08:04:21.000,928.0,127138.0,127782.0,https://anaconda.org/conda-forge/flake8-isort,2020-08-11 09:43:27.627,9669.0,3.0,,,,,,,,,,
158,py2app,https://github.com/ronaldoussoren/py2app,,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,packaging,23,True,ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2021-01-02 09:31:59.000,2020-12-26 12:32:49.000,6.0,97.0,2020-09-16 09:18:09.000,0.22,38.0,24.0,,,py2app,131.0,192.0,594.0,5118.0,3476.0,https://pypi.org/project/py2app,2021-01-02 09:31:59.000,1642.0,7980.0,7980.0,,,,2.0,,,,-1.0,,,,,,
159,Scalene,https://github.com/emeryberger/scalene,,"Scalene: a high-performance, high-precision CPU and memory profiler for Python.",profiling,22,True,emeryberger/scalene,https://github.com/emeryberger/scalene,Apache-2.0,2019-12-17 20:56:28.000,2021-01-20 19:09:23.000,2021-01-20 05:20:12.000,124.0,3500.0,2021-01-20 01:28:27.000,1.1.13,86.0,16.0,,,scalene,20.0,55.0,820.0,22.0,22.0,https://pypi.org/project/scalene,2021-01-20 01:28:27.000,0.0,1615.0,1615.0,,,,3.0,,,,,,,,,,
160,pyt,https://github.com/python-security/pyt,,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,security,22,True,python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06.000,224.0,2009.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,,,python-taint,18.0,75.0,1576.0,46.0,35.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,11.0,1046.0,1048.0,,,,3.0,55.0,,,,,,,,,
161,pyupgrade,https://github.com/asottile/pyupgrade,,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,refactoring,22,True,asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2021-01-15 22:43:10.000,2021-01-04 17:13:58.000,48.0,750.0,2020-11-11 00:07:02.000,2.7.4,82.0,11.0,conda-forge/pyupgrade,,pyupgrade,22.0,129.0,541.0,10.0,,https://pypi.org/project/pyupgrade,2020-11-11 00:07:02.000,10.0,29978.0,36012.0,https://anaconda.org/conda-forge/pyupgrade,2020-11-11 12:49:43.382,144835.0,3.0,,,,,,,,,,
162,pdoc,https://github.com/mitmproxy/pdoc,,Auto-generate API documentation for Python projects.,documentation,22,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2021-01-20 09:51:59.000,2021-01-20 09:51:54.000,94.0,699.0,2021-01-19 23:44:05.000,1.1.0,39.0,23.0,,,pdoc,4.0,129.0,,566.0,278.0,https://pypi.org/project/pdoc,2021-01-19 23:44:05.000,288.0,3370.0,3370.0,,,,3.0,,,,,,,,,,
163,python-hunter,https://github.com/ionelmc/python-hunter,,Hunter is a flexible code tracing toolkit.,debugging,22,True,ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2021-01-19 23:23:28.000,2020-10-24 10:26:58.000,27.0,580.0,2020-10-24 15:25:27.000,3.3.1,41.0,6.0,,,hunter,34.0,44.0,900.0,88.0,54.0,https://pypi.org/project/hunter,2020-10-24 15:25:27.000,34.0,5404.0,5404.0,,,,3.0,,,,,,,,,,
164,pytest-testmon,https://github.com/tarpas/pytest-testmon,,Selects tests affected by changed files. Continous test runner when used with pytest-watch.,testing,22,True,tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2020-08-05 15:07:23.000,2020-08-05 15:07:10.000,25.0,462.0,2020-08-05 15:08:20.000,1.0.3,31.0,16.0,conda-forge/pytest-testmon,['pytest'],pytest-testmon,36.0,71.0,271.0,297.0,248.0,https://pypi.org/project/pytest-testmon,2019-11-27 13:50:53.000,49.0,22864.0,23620.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,26491.0,3.0,,,,,,,,,,
165,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,22,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2021-01-04 07:20:57.000,2020-11-03 22:08:37.000,17.0,232.0,2020-11-03 22:11:18.000,1.3.2,12.0,8.0,,,interrogate,11.0,16.0,122.0,327.0,327.0,https://pypi.org/project/interrogate,2020-11-03 22:11:18.000,,18874.0,18874.0,,,,3.0,,,,,,,,,,
166,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,22,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2021-01-21 02:15:07.000,2021-01-21 02:15:04.000,6.0,174.0,2020-10-12 08:27:22.000,1.0.0,10.0,9.0,,['flake8'],flake8-eradicate,2.0,23.0,270.0,72.0,,https://pypi.org/project/flake8-eradicate,2020-10-12 08:26:40.000,72.0,57811.0,57811.0,,,,3.0,,,,,,,,,,
167,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,22,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2020-01-30 01:07:19.000,2020-01-26 03:27:03.000,35.0,149.0,2020-01-11 00:04:02.000,1.6.2,31.0,10.0,,['sphinx'],releases,28.0,42.0,520.0,1016.0,310.0,https://pypi.org/project/releases,2020-01-11 00:04:02.000,706.0,4830.0,4830.0,,,,3.0,,,,,,,,,,
168,xdoctest,https://github.com/Erotemic/xdoctest,,A rewrite of Python's builtin doctest module (with pytest plugin integration) but without all the weirdness.,testing,22,True,Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2021-01-21 04:20:58.000,2020-09-12 02:37:45.000,4.0,88.0,2020-09-11 16:44:12.000,0.15.0,53.0,3.0,,,xdoctest,13.0,14.0,551.0,776.0,724.0,https://pypi.org/project/xdoctest,2020-09-11 16:44:12.000,52.0,21431.0,21431.0,,,,3.0,,,,1.0,,,,,,conda-forge/xdoctest
169,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2020-10-20 18:00:58.207,2018-06-28 13:35:12.000,11.0,60.0,2018-08-16 03:16:49.000,0.54.0,52.0,61.0,conda-forge/memory_profiler,,memory_profiler,,,500.0,534.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,103802.0,105618.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207,101723.0,3.0,,,,,,,,,,
