,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,35,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-12-21 23:56:51.000000,2021-12-21 23:56:51.000000,2436.0,5145.0,7621.0,2021-10-22 15:57:09.000000,21.3.1,113.0,649.0,911.0,,conda-forge/pip,pip,,86386.0,67720.0,https://pypi.org/project/pip,2021-10-22 15:57:09.000000,18666.0,79283420.0,79722683.0,https://anaconda.org/conda-forge/pip,2021-10-22 18:02:50.098000,28552109.0,1.0,,,,,,,,,,,,,,,
11,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,35,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000000,2021-12-22 01:47:30.000000,2021-12-22 01:45:05.000000,1833.0,3491.0,6543.0,2021-12-15 19:00:16.000000,4.1.3,81.0,153.0,221.0,,conda-forge/robotframework,robotframework,13194.0,6131.0,4723.0,https://pypi.org/project/robotframework,2021-12-15 18:57:24.000000,1408.0,871823.0,873303.0,https://anaconda.org/conda-forge/robotframework,2021-12-15 22:28:24.922000,69346.0,1.0,,514.0,,,,,,,,,,,,,
12,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-12-21 12:23:54.000000,2021-12-03 18:30:47.000000,385.0,1142.0,2527.0,2021-10-07 07:28:06.000000,4.0.0a9,124.0,252.0,138.0,['pytest'],conda-forge/tox,tox,2053.0,88368.0,51968.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,3640910.0,3648625.0,https://anaconda.org/conda-forge/tox,2021-11-29 13:25:37.578000,393496.0,1.0,,,,,,,,,,,,,,,
13,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,35,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-12-23 01:21:10.000000,2021-12-22 09:41:54.000000,802.0,1358.0,1505.0,2021-12-22 12:29:02.000000,60.0.4,463.0,470.0,546.0,,conda-forge/setuptools,setuptools,,188701.0,130771.0,https://pypi.org/project/setuptools,2021-12-22 12:28:53.000000,57930.0,214165620.0,214638323.0,https://anaconda.org/conda-forge/setuptools,2021-12-22 18:25:40.831000,30725685.0,1.0,,113.0,,,,,,,,,,,,,
14,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-12-21 23:38:33.000000,2021-12-21 18:43:10.000000,1537.0,1427.0,24031.0,2021-12-05 22:41:43.000000,21.12b0,37.0,289.0,350.0,,conda-forge/black,black,,109636.0,103408.0,https://pypi.org/project/black,2021-12-05 22:42:08.000000,6228.0,9890731.0,9953067.0,https://anaconda.org/conda-forge/black,2021-12-13 14:19:25.118000,2655550.0,1.0,,19140.0,,,,,,,,,,,,,
15,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,34,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-12-23 07:20:22.000000,2021-11-25 14:34:14.000000,1685.0,2987.0,22553.0,2021-11-23 15:27:39.000000,2021.11.23,303.0,396.0,583.0,,conda-forge/pipenv,pipenv,,26115.0,23841.0,https://pypi.org/project/pipenv,2021-11-23 15:27:39.000000,2274.0,4000735.0,4002492.0,https://anaconda.org/conda-forge/pipenv,2021-11-24 15:21:31.977000,45706.0,1.0,,,,,,,,,,,,,,,
16,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,34,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-12-21 12:48:45.000000,2021-12-21 12:47:28.000000,1930.0,1227.0,8300.0,2021-12-19 12:50:32.000000,8.1.3,233.0,139.0,20.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,3904.0,11749.0,10247.0,https://pypi.org/project/mkdocs-material,2021-12-19 12:50:32.000000,1502.0,742262.0,744723.0,https://anaconda.org/conda-forge/mkdocs-material,2021-12-20 14:30:57.230000,76300.0,1.0,,,,,,,,,,,,,,,
17,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,34,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-12-21 20:25:04.000000,2021-12-06 17:41:00.000000,1100.0,6413.0,4443.0,2021-11-22 18:47:32.000000,4.11.0,100.0,375.0,1847.0,,conda-forge/conda,conda,15794.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,71662.0,443441.0,https://anaconda.org/conda-forge/conda,2021-11-23 11:16:29.692000,23793914.0,2.0,,,,,,,1.0,,,,,,,,
18,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-11-03 13:22:29.000000,2021-10-30 04:18:06.000000,253.0,340.0,3967.0,2021-10-24 07:01:21.000000,1.6.0,68.0,51.0,92.0,,conda-forge/autopep8,autopep8,2730.0,110462.0,100278.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000000,10184.0,2490877.0,2499698.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178000,582201.0,1.0,,,,,,,,,,,,,,,
19,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,34,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-12-21 20:38:55.000000,2021-12-21 17:09:57.000000,156.0,204.0,1159.0,2021-10-04 01:48:57.000000,3.0.0,43.0,74.0,106.0,['pytest'],conda-forge/pytest-cov,pytest-cov,868.0,151710.0,108316.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000000,43394.0,10869722.0,10931726.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977000,4278281.0,1.0,,,,,,,,,,,,,,,
20,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,34,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-12-23 13:15:43.000000,2021-12-23 13:15:42.000000,254.0,426.0,1106.0,2021-12-13 14:18:31.000000,1.5.1,137.0,113.0,209.0,,conda-forge/sentry-sdk,sentry-sdk,1325.0,17419.0,16433.0,https://pypi.org/project/sentry-sdk,2021-12-13 14:18:29.000000,986.0,11861459.0,11864801.0,https://anaconda.org/conda-forge/sentry-sdk,2021-12-13 17:53:01.825000,119303.0,1.0,,4507.0,,,,,,,,,,,,,
21,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-12-23 13:03:39.000000,2021-12-16 16:38:09.000000,1026.0,595.0,31737.0,2021-12-15 09:34:17.000000,10.16.1,149.0,138.0,35.0,,conda-forge/rich,rich,2506.0,9640.0,9640.0,https://pypi.org/project/rich,2021-12-15 09:32:57.000000,0.0,2945394.0,2977623.0,https://anaconda.org/conda-forge/rich,2021-12-15 15:27:57.415000,547907.0,1.0,,,,,,,,,,,,,,,
22,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-12-21 10:01:55.000000,2021-12-07 02:05:52.000000,1440.0,2250.0,17585.0,2021-11-28 06:15:58.000000,1.1.12,142.0,317.0,1252.0,,conda-forge/poetry,poetry,1994.0,64.0,,https://pypi.org/project/poetry,2021-11-28 06:15:58.000000,64.0,4389959.0,4618947.0,https://anaconda.org/conda-forge/poetry,2021-12-14 16:53:47.809000,348859.0,2.0,,9880201.0,,,,,,,,,,,,,
23,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-12-23 09:43:10.414000,2021-12-23 05:58:35.000000,478.0,1142.0,5577.0,2021-12-23 05:58:53.000000,hypothesis-python-6.32.1,914.0,255.0,54.0,,conda-forge/hypothesis,hypothesis,11276.0,13424.0,10808.0,https://pypi.org/project/hypothesis,2021-12-23 05:58:39.000000,2616.0,2192124.0,2270622.0,https://anaconda.org/conda-forge/hypothesis,2021-12-23 09:43:10.414000,5102403.0,1.0,,,,,,,,,,,,,,,
24,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,33,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-12-20 17:11:20.000000,2021-11-12 05:03:34.000000,475.0,661.0,5399.0,2021-10-12 16:00:05.000000,6.4.0,97.0,163.0,135.0,,conda-forge/pip-tools,pip-tools,1670.0,3252.0,,https://pypi.org/project/pip-tools,2021-10-12 16:00:05.000000,3252.0,3856825.0,3857899.0,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029000,21494.0,2.0,,,,,,,,,,,,,,,
25,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-12-06 05:59:25.000000,2021-12-06 05:59:24.000000,432.0,1003.0,4384.0,2021-11-09 05:43:22.000000,5.10.1,132.0,253.0,32.0,,conda-forge/isort,isort,,234281.0,210063.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000000,24218.0,16609368.0,16650429.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919000,2668965.0,2.0,,,,,,,,,,,,,,,
26,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-12-18 23:25:25.000000,2021-10-19 23:03:00.000000,1611.0,537.0,3912.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,195.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1347.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,2044306.0,2075766.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,2013456.0,2.0,,,,,,,,,,,,,,,
27,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,33,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-12-20 21:55:32.000000,2021-12-20 21:55:31.000000,182.0,1305.0,1698.0,2021-10-11 12:42:47.000000,4.0.1,81.0,159.0,39.0,,conda-forge/flake8,flake8,,285924.0,214634.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000000,71290.0,13326641.0,13379044.0,https://anaconda.org/conda-forge/flake8,2021-11-02 21:24:52.298000,3458608.0,1.0,,,,,,,,,,,,,,,
28,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-12-15 13:40:55.609000,2021-11-21 13:51:51.000000,158.0,360.0,1094.0,2021-10-06 20:39:49.000000,2.4.0,33.0,79.0,84.0,,conda-forge/pyflakes,pyflakes,517.0,137473.0,110975.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000000,26498.0,13529171.0,13581749.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408000,3470162.0,1.0,,,,,,,,,,,,,,,
29,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-12-22 22:59:13.000000,2021-12-22 21:34:39.000000,519.0,1273.0,7100.0,2021-11-30 23:21:06.000000,2.16.0,164.0,129.0,23.0,,conda-forge/pre-commit,pre-commit,2126.0,2136.0,,https://pypi.org/project/pre-commit,2021-11-30 23:17:09.000000,2136.0,3836049.0,3868676.0,https://anaconda.org/conda-forge/pre-commit,2021-12-01 17:32:37.464000,900725.0,1.0,,23413.0,,,,,,,,,,,,,
30,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-12-16 01:24:54.000000,2021-12-04 10:07:26.000000,912.0,1120.0,4022.0,2021-11-01 08:01:30.000000,20.10.0,173.0,220.0,65.0,,conda-forge/virtualenv,virtualenv,,34422.0,,https://pypi.org/project/virtualenv,2021-11-01 08:01:30.000000,34422.0,22502469.0,22526618.0,https://anaconda.org/conda-forge/virtualenv,2021-11-02 07:32:46.596000,1376499.0,2.0,,,,,,,,,,,,,,,
31,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-12-22 04:34:32.000000,2021-11-13 01:35:32.000000,386.0,372.0,3773.0,2021-11-12 12:25:41.000000,1.7.1,32.0,137.0,187.0,,conda-forge/bandit,bandit,1181.0,12256.0,9902.0,https://pypi.org/project/bandit,2021-11-12 12:25:41.000000,2354.0,1933572.0,1936832.0,https://anaconda.org/conda-forge/bandit,2021-11-13 09:57:40.313000,100995.0,1.0,,127.0,,,,,,,,,,,,,
32,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-12-15 13:50:39.978000,2021-10-16 04:43:50.000000,296.0,364.0,3467.0,2021-07-09 21:42:28.000000,1.6.0,54.0,56.0,336.0,,conda-forge/invoke,invoke,3523.0,14389.0,9787.0,https://pypi.org/project/invoke,2021-12-15 13:50:39.978000,4602.0,1994564.0,2001716.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,486366.0,1.0,,,,,,,,,,,,,,,
33,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-10-25 05:23:45.000000,2016-03-04 01:16:26.000000,365.0,462.0,1344.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,,conda-forge/nose,nose,1004.0,204924.0,118450.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,4233126.0,4262918.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1996105.0,2.0,,,,,,,,,,,,,,,
34,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,32,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000000,2021-12-20 03:34:57.000000,2021-12-20 03:34:42.000000,149.0,162.0,1249.0,2021-11-22 15:09:58.000000,0.22.0,69.0,68.0,72.0,,conda-forge/rope,rope,2285.0,36496.0,33564.0,https://pypi.org/project/rope,2021-12-15 13:42:34.748000,2932.0,556468.0,567353.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372000,609615.0,1.0,,,,,,,,,,,,,,,
35,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,166.0,46.0,1143.0,2021-07-27 23:09:33.000000,2.0.2,22.0,46.0,24.0,,conda-forge/python-json-logger,python-json-logger,196.0,20105.0,19187.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,4438351.0,4456792.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,1032731.0,2.0,,,,,,,,,,,,,,,
36,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000000,2021-12-01 05:04:36.494000,2021-11-30 21:03:35.000000,77.0,96.0,465.0,2021-11-30 21:05:47.000000,0.8.3,26.0,43.0,7.0,,conda-forge/parso,parso,1096.0,177994.0,166630.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000000,11364.0,17521454.0,17644708.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494000,5916220.0,1.0,,,,,,,,,,,,,,,
37,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-12-17 14:54:11.000000,2021-09-09 07:14:10.000000,465.0,411.0,10627.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,89.0,,conda-forge/loguru,loguru,562.0,13114.0,12772.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,2045187.0,2055009.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476000,333952.0,2.0,,,,,,,,,,,,,,,
38,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,31,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-11-16 09:51:57.000000,2021-09-14 17:41:07.000000,788.0,197.0,6006.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,342.0,,conda-forge/pyautogui,pyautogui,402.0,12471.0,11863.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,483803.0,486667.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687000,140359.0,2.0,,,,,,,,,,,,,,,
39,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-12-20 14:04:02.000000,2021-12-20 01:03:56.000000,1560.0,750.0,4737.0,2021-10-16 08:31:36.000000,3.4.0,116.0,803.0,634.0,,conda-forge/buildbot,buildbot,22391.0,1152.0,260.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000000,892.0,55247.0,57333.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804000,47241.0,2.0,,18753.0,,,,,,,,,,,,,
40,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,31,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-12-22 16:31:13.000000,2021-12-19 14:02:01.000000,614.0,554.0,4465.0,2021-10-11 00:56:25.000000,2.8.0,13.0,130.0,113.0,,conda-forge/pycodestyle,pycodestyle,,201553.0,180323.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000000,21230.0,19246117.0,19301117.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620000,3630004.0,1.0,,,,,,,,,,,,,,,
41,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-12-23 13:56:28.000000,2021-12-23 13:05:22.000000,802.0,3106.0,3740.0,2021-12-03 17:31:36.000000,2.12.2,132.0,433.0,771.0,,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-12-03 17:31:36.000000,37734.0,9291357.0,9330141.0,https://anaconda.org/conda-forge/pylint,2021-12-03 20:37:10.043000,2482189.0,1.0,,,,,,,,,,,,,,,
42,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-11-22 22:50:40.000000,2021-08-25 15:42:15.000000,215.0,168.0,3094.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,90.0,,conda-forge/freezegun,freezegun,541.0,8352.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,3502489.0,3506815.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,298505.0,2.0,,,,,,,,,,,,,,,
