,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,open_issue_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-08-04 16:48:40.000,2022-08-04 16:48:39,149.0,23.0,124.0,47.0,96.0,2.0,1616.0,2022-08-04 16:49:17.000,2022.08.04,50.0,8.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2022-08-04 20:48:32.000,2022-08-04 20:48:32,104.0,43.0,,2.0,33.0,,31.0,2022-08-04 20:48:42.000,2022.08.04,20.0,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2022-08-11 11:30:09.000,2022-08-08 09:14:49,14600.0,117.0,2116.0,194.0,4706.0,4254.0,9077.0,2022-04-23 14:36:35.000,7.1.2,154.0,807.0,47,True,pytest,conda-forge/pytest,['pytest'],785.0,633911.0,550320.0,https://pypi.org/project/pytest,2022-04-23 14:35:55.000,83591.0,44339732.0,44540929.0,https://anaconda.org/conda-forge/pytest,2022-04-23 18:57:49.689,14687390.0,1.0,,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2022-08-10 17:09:05.000,2022-08-10 16:44:25,13253.0,296.0,2683.0,298.0,4948.0,5481.0,8164.0,2022-07-27 17:30:11.390,22.2.1,124.0,686.0,47,True,pip,conda-forge/pip,,1001.0,103764.0,93082.0,https://pypi.org/project/pip,2022-05-31 11:19:58.000,10682.0,123756738.0,124404054.0,https://anaconda.org/conda-forge/pip,2022-08-04 01:13:49.047,47254071.0,1.0,,,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2022-08-11 12:34:13.000,2022-08-11 12:28:49,13047.0,685.0,921.0,86.0,1236.0,1610.0,1756.0,2022-08-11 13:58:45.391,64.0.0,506.0,525.0,45,True,setuptools,conda-forge/setuptools,,507.0,223194.0,186623.0,https://pypi.org/project/setuptools,2022-07-04 02:25:55.000,36571.0,208711247.0,209395052.0,https://anaconda.org/conda-forge/setuptools,2022-08-10 22:04:06.518,49917807.0,1.0,,,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-08-10 21:29:47.000,2022-08-10 21:29:47,1384.0,47.0,1828.0,220.0,1173.0,1681.0,28804.0,2022-06-28 00:39:54.000,22.6.0,40.0,331.0,44,True,black,conda-forge/black,,361.0,182121.0,174269.0,https://pypi.org/project/black,2022-06-28 00:39:54.000,7852.0,14914136.0,15004539.0,https://anaconda.org/conda-forge/black,2022-08-06 13:34:19.041,4581079.0,1.0,23723.0,,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-08-11 12:57:48.000,2022-08-11 12:41:02,10459.0,219.0,2266.0,219.0,5344.0,5846.0,13586.0,,,94.0,597.0,44,True,mypy,conda-forge/mypy,,2255.0,92652.0,86367.0,https://pypi.org/project/mypy,2022-06-06 16:09:21.000,6285.0,14025622.0,14061802.0,https://anaconda.org/conda-forge/mypy,2022-07-29 23:31:12.535,2062308.0,1.0,,,,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-08-02 18:04:57.000,2022-07-31 05:21:07,5795.0,25.0,1255.0,233.0,572.0,1335.0,8594.0,2022-05-20 20:09:47.000,5.9.1,85.0,181.0,44,True,psutil,conda-forge/psutil,,257.0,206512.0,190555.0,https://pypi.org/project/psutil,2022-05-20 20:09:47.000,15957.0,56819417.0,57001703.0,https://anaconda.org/conda-forge/psutil,2022-05-20 23:41:36.748,13853777.0,1.0,,,,,,,,,,,,,,,,,,,,
10,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-08-11 13:28:29.000,2022-08-07 13:18:08,19553.0,346.0,1736.0,136.0,4623.0,5133.0,4828.0,2022-07-26 21:26:02.000,5.1.1,167.0,747.0,44,True,sphinx,conda-forge/sphinx,['sphinx'],1068.0,274496.0,214535.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,59961.0,7324904.0,7404963.0,https://anaconda.org/conda-forge/sphinx,2022-08-02 16:24:50.107,5764304.0,1.0,,,,,,,,,,,,,,,,,,,,
11,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-08-10 01:46:57.000,2022-08-10 01:46:57,7601.0,176.0,1756.0,363.0,1487.0,3303.0,23178.0,2022-08-05 14:50:13.659,2022.8.5,317.0,423.0,43,True,pipenv,conda-forge/pipenv,,432.0,32565.0,31323.0,https://pypi.org/project/pipenv,2022-07-04 21:30:18.000,1242.0,5411006.0,5412779.0,https://anaconda.org/conda-forge/pipenv,2022-08-05 20:55:05.309,60298.0,1.0,,2.0,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-08-09 16:53:30.000,2022-08-09 13:11:48,3355.0,173.0,1317.0,530.0,780.0,811.0,39080.0,2022-07-11 14:38:05.650,12.5.1,167.0,183.0,42,True,rich,conda-forge/rich,,89.0,27524.0,25399.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,2125.0,13242974.0,13298662.0,https://anaconda.org/conda-forge/rich,2022-07-11 20:48:09.934,1392205.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-08-10 19:34:07.000,2022-04-04 01:25:49,1924.0,,1123.0,203.0,480.0,554.0,22666.0,2022-04-04 17:56:45.000,4.64.0,129.0,112.0,41,True,tqdm,conda-forge/tqdm,,345.0,334384.0,312402.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,21982.0,41116027.0,41294379.0,https://anaconda.org/conda-forge/tqdm,2022-04-04 05:55:15.707,13185053.0,1.0,9545.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-08-06 01:49:57.520370,2.0,4038.0,,,,,,,,,,,,,
14,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-08-10 06:37:01.000,2022-08-10 06:37:01,1673.0,28.0,2046.0,229.0,1031.0,1583.0,14703.0,2022-07-19 07:28:26.000,1.3.1,52.0,219.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],135.0,27597.0,23847.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,3750.0,999028.0,1001561.0,https://anaconda.org/conda-forge/mkdocs,2022-03-31 16:37:37.228,192570.0,1.0,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-08-07 18:10:09.000,2022-08-07 18:10:09,8448.0,71.0,1817.0,234.0,2001.0,4334.0,9406.0,2022-07-30 20:10:36.000,5.3,40.0,435.0,41,True,pyinstaller,conda-forge/pyinstaller,,283.0,29554.0,29365.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,189.0,822740.0,834184.0,https://anaconda.org/conda-forge/pyinstaller,2022-05-21 21:16:21.534,337354.0,1.0,730153.0,,,,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-08-10 13:14:24.000,2022-08-10 13:14:24,13614.0,129.0,1971.0,477.0,576.0,3657.0,7179.0,2022-05-16 07:56:15.000,5.0.1,90.0,167.0,41,True,robotframework,conda-forge/robotframework,,231.0,6762.0,5714.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1048.0,1273549.0,1275158.0,https://anaconda.org/conda-forge/robotframework,2022-05-17 12:50:09.371,88220.0,1.0,539.0,,,,,,,,,,,,,,,,,,,
17,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-08-11 06:49:54.000,2022-08-11 06:49:54,12374.0,329.0,530.0,67.0,2137.0,1254.0,6133.0,2022-08-10 04:19:05.554,6.54.2,988.0,294.0,41,True,hypothesis,conda-forge/hypothesis,,40.0,15568.0,13594.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,1974.0,3479735.0,3562515.0,https://anaconda.org/conda-forge/hypothesis,2022-08-10 08:55:16.982,6042956.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
18,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-08-09 13:05:49.000,2022-08-04 17:35:56,581.0,48.0,951.0,159.0,1147.0,1159.0,4227.0,2022-08-04 16:20:05.347,20.16.3,191.0,224.0,41,True,virtualenv,conda-forge/virtualenv,,74.0,17759.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,17759.0,31327377.0,31363484.0,https://anaconda.org/conda-forge/virtualenv,2022-08-04 19:04:27.782,2347010.0,2.0,,,,,,,,,,,,,,,,,,,,
19,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-08-10 17:53:31.000,2022-08-10 17:53:31,2270.0,52.0,221.0,29.0,245.0,1390.0,2210.0,2022-08-03 23:23:36.795,5.0.4,86.0,165.0,41,True,flake8,conda-forge/flake8,,27.0,321305.0,279406.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,41899.0,17234016.0,17295695.0,https://anaconda.org/conda-forge/flake8,2022-08-04 20:32:50.634,4564303.0,1.0,,,,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-08-11 07:51:38.000,2022-08-11 07:51:37,2440.0,246.0,1667.0,174.0,1818.0,3141.0,20916.0,2022-07-08 14:37:01.048,1.1.14,147.0,380.0,40,True,poetry,conda-forge/poetry,,1258.0,155.0,,https://pypi.org/project/poetry,2022-06-06 21:41:00.000,155.0,7857087.0,8122688.0,https://anaconda.org/conda-forge/poetry,2022-07-13 15:37:10.192,551072.0,1.0,13427826.0,,,,,,,,,,,,,,,,,,,
21,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-08-10 23:00:17.000,2022-08-10 19:02:51,16009.0,89.0,1220.0,196.0,3162.0,7557.0,4811.0,2022-08-03 21:03:44.000,4.14.0,100.0,393.0,40,True,conda,conda-forge/conda,,1085.0,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,173637.0,589538.0,https://anaconda.org/conda-forge/conda,2022-05-31 19:06:17.033,29944934.0,1.0,,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-08-11 08:53:49.000,2022-08-10 15:45:01,7689.0,572.0,889.0,71.0,2929.0,3744.0,4142.0,2022-07-17 19:47:47.777,2.14.5,149.0,469.0,40,True,pylint,conda-forge/pylint,,635.0,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,21280.0,12145533.0,12187862.0,https://anaconda.org/conda-forge/pylint,2022-07-18 15:21:37.621,3047751.0,1.0,,,,,,,,,,,,,,,,,,,,
23,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-08-08 18:23:35.000,2022-08-08 18:23:35,2103.0,26.0,422.0,42.0,1037.0,1297.0,2929.0,2022-06-29 23:25:56.000,3.25.1,130.0,262.0,40,True,tox,conda-forge/tox,['pytest'],65.0,82207.0,61312.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,20895.0,5076248.0,5084769.0,https://anaconda.org/conda-forge/tox,2022-06-30 13:54:22.394,502791.0,1.0,,,,,,,,,,,,,,,,,,,,
24,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-08-11 13:06:30.000,2022-08-04 10:15:19,4419.0,153.0,2367.0,104.0,1973.0,1472.0,10657.0,2022-07-20 15:39:25.000,8.4.0rc1,269.0,160.0,39,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],17.0,16935.0,15670.0,https://pypi.org/project/mkdocs-material,2022-07-04 11:30:27.000,1265.0,1086791.0,1090182.0,https://anaconda.org/conda-forge/mkdocs-material,2022-07-04 17:42:43.758,132287.0,1.0,,,,,,,,,,,,,,,,,,,,
25,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-08-11 07:34:24.000,2022-08-08 22:52:59,2260.0,35.0,617.0,79.0,925.0,1506.0,8617.0,2022-07-11 00:58:54.000,2.20.0,169.0,140.0,39,True,pre-commit,conda-forge/pre-commit,,21.0,60229.0,56781.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,3448.0,6327400.0,6374006.0,https://anaconda.org/conda-forge/pre-commit,2022-07-11 12:30:44.086,1616231.0,1.0,100986.0,,,,,,,,,,,,,,,,,,,
26,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-08-08 11:59:59.996,2022-07-15 07:36:27,8268.0,2.0,464.0,113.0,557.0,1262.0,5202.0,2021-11-17 00:47:47.000,0.18.1,31.0,150.0,38,True,jedi,conda-forge/jedi,,46.0,223847.0,215538.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8309.0,14667082.0,14818252.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,10581966.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,
27,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-08-09 18:10:05.000,2022-08-09 12:55:10,2762.0,19.0,273.0,65.0,206.0,342.0,4117.0,2022-08-09 12:57:05.771,1.7.0,69.0,53.0,38,True,autopep8,conda-forge/autopep8,,101.0,134383.0,128697.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5686.0,3285601.0,3296128.0,https://anaconda.org/conda-forge/autopep8,2022-08-09 15:59:52.816,779067.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-08-11 13:11:30.000,2022-08-11 11:58:10,1469.0,53.0,298.0,60.0,860.0,549.0,1305.0,2022-08-09 12:07:06.791,1.9.3,157.0,138.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,170.0,24128.0,23113.0,https://pypi.org/project/sentry-sdk,2022-06-22 08:27:10.000,1015.0,16876093.0,16880913.0,https://anaconda.org/conda-forge/sentry-sdk,2022-08-09 15:50:51.142,212421.0,1.0,4235.0,,,,,,,,,,,,,,,,,,,
29,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-08-08 09:29:46.000,2022-08-08 09:29:40,4373.0,95.0,1297.0,491.0,539.0,1293.0,20949.0,2022-07-29 11:22:05.000,3.2.7,85.0,159.0,37,True,glances,conda-forge/glances,,221.0,534.0,484.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,50.0,178204.0,180344.0,https://anaconda.org/conda-forge/glances,2022-07-28 23:15:17.838,164139.0,1.0,796.0,,,,,,,,,,,,,,,,,,,
30,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-08-01 16:44:23.000,2022-08-01 16:44:14,652.0,45.0,532.0,120.0,71.0,561.0,12493.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,37,True,loguru,conda-forge/loguru,,121.0,25268.0,23791.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1477.0,3514005.0,3528188.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,595699.0,2.0,,,,,,,,,,,,,,,,,,,,
31,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-08-03 18:10:43.000,2022-05-20 06:58:02,3909.0,7.0,469.0,39.0,850.0,1017.0,5067.0,2021-11-09 05:43:22.000,5.10.1,132.0,262.0,37,True,isort,conda-forge/isort,,99.0,277083.0,261961.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,15122.0,20835604.0,20882886.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3451618.0,2.0,,-1.0,,,,,,,,,,,,,,,,,,
32,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-08-09 00:44:40.000,2022-08-09 00:44:39,1313.0,26.0,658.0,121.0,427.0,571.0,4646.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,37,True,pycodestyle,conda-forge/pycodestyle,,119.0,251257.0,239895.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11362.0,23990847.0,24054662.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,4722365.0,1.0,,,,,,,,,,,,,,,,,,,,
33,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-08-11 09:52:34.000,2022-07-14 18:40:17,1285.0,26.0,458.0,58.0,339.0,432.0,4374.0,2022-03-04 07:43:44.000,1.7.4,35.0,158.0,37,True,bandit,conda-forge/bandit,,170.0,19096.0,17612.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1484.0,2596811.0,2600884.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,158539.0,1.0,413.0,,,,,,,,,,,,,,,,,,,
34,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-08-11 11:12:04.000,2022-07-30 17:26:52,536.0,15.0,164.0,26.0,271.0,411.0,1160.0,2022-07-30 17:30:20.172,2.5.0,34.0,84.0,37,True,pyflakes,conda-forge/pyflakes,,65.0,160570.0,146930.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13640.0,17007112.0,17068383.0,https://anaconda.org/conda-forge/pyflakes,2022-07-30 19:45:14.299,4534102.0,1.0,,,,,,,,,,,,,,,,,,,,
35,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-07-14 22:18:06.000,2022-03-01 23:11:32,1205.0,,858.0,216.0,259.0,397.0,12722.0,2020-04-23 19:07:36.000,0.30.0,68.0,136.0,36,True,yapf,conda-forge/yapf,,352.0,37122.0,35033.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,1926250.0,1941052.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1095350.0,3.0,,,,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-08-10 19:45:16.000,2022-08-10 19:45:16,5265.0,282.0,484.0,77.0,416.0,3070.0,8283.0,2022-08-08 05:59:51.000,1.1.266,345.0,78.0,36,True,,,,10.0,328.0,324.0,,,,,340388.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-08-08 05:56:34.131,4.0,340388.0,,,,,,,,
37,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-08-10 17:25:42.000,2022-08-10 17:20:43,9736.0,606.0,408.0,123.0,254.0,1258.0,7259.0,2022-08-08 16:33:01.024,1.0.2,203.0,120.0,36,True,nuitka,conda-forge/nuitka,,201.0,663.0,626.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,64644.0,69504.0,https://anaconda.org/conda-forge/nuitka,2022-08-09 05:59:26.144,369413.0,1.0,,,,,,,,,,,,,,,,,,,,
38,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-08-09 22:55:41.000,2022-08-09 22:55:41,1742.0,39.0,525.0,104.0,790.0,735.0,6111.0,2022-06-30 09:26:49.000,6.8.0,104.0,173.0,36,True,pip-tools,conda-forge/pip-tools,,129.0,1868.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1868.0,7639124.0,7640768.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,46034.0,2.0,,,,,,,,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-08-10 07:11:28.000,2022-08-10 07:11:25,2097.0,46.0,336.0,26.0,1454.0,930.0,1978.0,2022-03-11 19:01:02.000,0.16.1,54.0,172.0,36,True,wemake-python-styleguide,,,90.0,4494.0,4469.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,25.0,170108.0,170108.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-08-01 21:10:47.000,2022-07-27 16:17:56,897.0,27.0,173.0,33.0,219.0,215.0,1294.0,2021-10-04 01:48:57.000,3.0.0,43.0,78.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],115.0,168647.0,140233.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,14671167.0,14747998.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,5916013.0,1.0,,,,,,,,,,,,,,,,,,,,
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-08-06 11:56:08.000,2022-08-05 07:39:09,566.0,20.0,182.0,28.0,327.0,195.0,414.0,2021-11-18 00:41:06.000,21.3,39.0,79.0,36,True,packaging,conda-forge/packaging,,66.0,439678.0,422161.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,118566567.0,118813746.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,18290332.0,1.0,460.0,,,,,,,,,,,,,,,,,,,
