,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2026-01-24 22:27:14.000,2026-01-24 22:27:12,9286.0,88.0,1874.0,354.0,2073.0,4182.0,25108.0,2025-12-17 01:55:45.000,2026.0.3,407.0,531.0,153.0,45,True,,pipenv,conda-forge/pipenv,,,18849894.0,174444.0,174190.0,https://pypi.org/project/pipenv,2025-12-17 01:55:45.000,254.0,18845320.0,https://anaconda.org/conda-forge/pipenv,2025-12-17 03:59:49.753,311041.0,1.0,,,,,,,,,,,,,,,,,,
11,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2026-01-28 12:59:05.000,2026-01-28 12:59:04,16527.0,38.0,1361.0,96.0,1975.0,2172.0,2801.0,2026-01-25 22:38:20.000,80.10.2,627.0,636.0,671.0,45,True,,setuptools,conda-forge/setuptools,,,921591224.0,865014.0,833777.0,https://pypi.org/project/setuptools,2026-01-25 22:38:15.000,31237.0,918950661.0,https://anaconda.org/conda-forge/setuptools,2026-01-28 11:58:36.193,179558341.0,1.0,,,,,,,,,,,,,,,,,,
12,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2026-01-28 09:51:37.000,2026-01-28 09:51:36,9906.0,50.0,2014.0,221.0,2658.0,5318.0,12859.0,2026-01-13 03:14:30.000,6.18.0,78.0,489.0,287.0,44,True,,pyinstaller,conda-forge/pyinstaller,,752675.0,5378106.0,87771.0,86215.0,https://pypi.org/project/pyinstaller,2026-01-13 03:12:15.000,1556.0,5346883.0,https://anaconda.org/conda-forge/pyinstaller,2026-01-14 02:04:53.548,1568297.0,1.0,,,,,,,,,,,,,,,,,,
13,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2026-01-25 22:42:51.000,2025-12-31 15:07:44,22399.0,162.0,2352.0,166.0,6587.0,6176.0,7640.0,2025-12-31 15:09:25.000,9.1.0,241.0,907.0,1347.0,44,False,,sphinx,conda-forge/sphinx,['sphinx'],,56688724.0,510263.0,474206.0,https://pypi.org/project/sphinx,2025-12-31 15:09:25.000,36057.0,56492870.0,https://anaconda.org/conda-forge/sphinx,2026-01-01 12:53:05.325,13318090.0,1.0,,,,,,,,,,,,,,,,,,
14,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2026-01-28 21:36:14.000,2026-01-28 21:36:14,9919.0,72.0,1204.0,74.0,4912.0,4876.0,5641.0,2025-11-30 13:29:02.000,4.0.4,210.0,627.0,1026.0,44,True,pylint-dev/pylint,pylint,conda-forge/pylint,,526.0,36208131.0,498305.0,486613.0,https://pypi.org/project/pylint,2025-11-30 13:29:02.000,11692.0,36099118.0,https://anaconda.org/conda-forge/pylint,2025-11-30 15:45:47.777,7303312.0,1.0,,,,,,,,,,,,,,,,,,
15,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2026-01-21 14:19:54.000,2026-01-21 14:19:54,6707.0,45.0,4009.0,146.0,3326.0,2659.0,25921.0,2025-12-18 09:54:49.000,9.7.1,436.0,330.0,3.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],,11053801.0,85791.0,78830.0,https://pypi.org/project/mkdocs-material,2025-12-18 09:48:56.000,6961.0,11040966.0,https://anaconda.org/conda-forge/mkdocs-material,2025-12-18 12:47:02.325,872795.0,1.0,,,,,,,,,,,,,,,,,,
16,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2026-01-26 11:21:06.000,2026-01-26 11:20:55,15335.0,151.0,2514.0,472.0,847.0,4521.0,11383.0,2025-12-23 17:07:57.000,7.4.1,151.0,224.0,268.0,43,True,,robotframework,conda-forge/robotframework,,576.0,3857911.0,14908.0,13858.0,https://pypi.org/project/robotframework,2025-12-23 17:07:57.000,1050.0,3853542.0,https://anaconda.org/conda-forge/robotframework,2025-12-23 19:54:23.354,253193.0,1.0,,,,,,,,,,,,,,,,,,
17,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2026-01-29 13:39:56.000,2026-01-29 00:09:44,17630.0,123.0,2054.0,177.0,5217.0,9803.0,7290.0,2025-12-12 11:12:52.000,25.11.1,108.0,483.0,618.0,43,True,,conda,conda-forge/conda,,39027.0,1019618.0,51882.0,51799.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,6441.0,https://anaconda.org/conda-forge/conda,2025-12-15 16:48:19.575,68867260.0,1.0,,,,,,,,,,,,,,,,,,
18,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2026-01-26 18:42:53.000,2026-01-20 14:15:11,1049.0,23.0,1078.0,162.0,1579.0,1380.0,5007.0,2026-01-09 18:21:02.000,20.36.1,248.0,300.0,16.0,43,True,,virtualenv,conda-forge/virtualenv,,,281988361.0,496651.0,494622.0,https://pypi.org/project/virtualenv,2026-01-09 18:20:59.000,2029.0,281685192.0,https://anaconda.org/conda-forge/virtualenv,2026-01-10 18:30:30.769,19099707.0,2.0,,,,,,,,,,,,,,,,,,
19,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2026-01-26 21:17:48.000,2026-01-24 22:10:06,3703.0,59.0,2393.0,188.0,3278.0,5792.0,34172.0,2026-01-20 14:53:11.000,2.3.1,183.0,629.0,575.0,42,True,,poetry,conda-forge/poetry,,15583643.0,57499515.0,892.0,,https://pypi.org/project/poetry,2026-01-20 14:53:11.000,892.0,57206477.0,https://anaconda.org/conda-forge/poetry,2026-01-21 12:10:24.534,7492828.0,2.0,,,,,,,,,,,,,,,,,,
20,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-12-22 21:55:48.000,2025-12-22 21:55:46,2820.0,37.0,908.0,90.0,1307.0,2238.0,14863.0,2025-12-16 21:18:45.000,4.5.1,201.0,166.0,28.0,42,True,,pre-commit,conda-forge/pre-commit,,4714313.0,98781921.0,289616.0,263654.0,https://pypi.org/project/pre-commit,2025-12-16 21:14:32.000,25962.0,98588785.0,https://anaconda.org/conda-forge/pre-commit,2025-12-17 02:34:24.697,8722064.0,1.0,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2026-01-29 09:18:52.231,2026-01-29 01:30:06,17201.0,335.0,629.0,66.0,2909.0,1676.0,8419.0,2026-01-29 01:30:33.000,hypothesis-python-6.151.4,1483.0,362.0,59.0,42,True,,hypothesis,conda-forge/hypothesis,,,14515201.0,41193.0,37442.0,https://pypi.org/project/hypothesis,2026-01-29 01:30:12.000,3751.0,14273182.0,https://anaconda.org/conda-forge/hypothesis,2026-01-29 09:18:52.231,16457341.0,1.0,,,,,,,,,,,,,,,,,,
22,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-12-10 19:30:24.000,2025-12-10 19:27:33,4448.0,23.0,612.0,44.0,1087.0,1184.0,6894.0,2025-10-11 13:30:57.000,7.0.0,150.0,325.0,173.0,42,True,,isort,conda-forge/isort,,,67470319.0,593345.0,571136.0,https://pypi.org/project/isort,2025-10-11 13:30:57.000,22209.0,67340122.0,https://anaconda.org/conda-forge/isort,2025-10-11 14:25:50.638,8593046.0,2.0,,,,,,,,,,,,,,,,,,
23,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2026-01-20 01:05:54.000,2026-01-20 01:05:51,8509.0,11.0,521.0,108.0,619.0,1365.0,6101.0,2024-11-11 01:41:40.000,0.19.2,35.0,178.0,93.0,42,True,,jedi,conda-forge/jedi,,,87334791.0,589814.0,588661.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,86803248.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,35613405.0,1.0,,,,,,,,,,,,,,,,,,
24,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1408.0,209.0,595.0,590.0,30913.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,576.0,41,False,,tqdm,conda-forge/tqdm,,20297.0,256404022.0,1222982.0,1176548.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,46434.0,255731597.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,45036072.0,1.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5517.0,,,,,,,,,,,,
25,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-12-22 21:54:36.000,2025-12-22 21:54:35,2506.0,10.0,339.0,37.0,395.0,1585.0,3753.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,23.0,41,True,,flake8,conda-forge/flake8,,,41645987.0,706249.0,679715.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,41498297.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,10042936.0,1.0,,,,,,,,,,,,,,,,,,
26,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-10-20 13:17:06.000,2025-10-20 13:17:06,2118.0,,2581.0,225.0,1348.0,1995.0,21652.0,2024-08-30 12:24:05.000,1.6.1,62.0,261.0,139.0,40,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],,11110163.0,101450.0,94314.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,7136.0,11096948.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,726856.0,1.0,,,,,,,,,,,,,,,,,,
27,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-12-09 08:06:18.000,2025-12-08 10:31:56,1005.0,5.0,1105.0,150.0,1159.0,1451.0,14202.0,2025-12-09 08:06:18.000,1.57.0,126.0,51.0,61.0,40,True,,playwright,,,,27277430.0,52393.0,49111.0,https://pypi.org/project/playwright,2025-12-09 08:06:18.000,3282.0,27277430.0,,,,1.0,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2026-01-29 13:45:24.000,2026-01-29 13:45:21,3567.0,215.0,579.0,72.0,3261.0,1794.0,2132.0,2026-01-28 10:30:09.000,2.51.0,313.0,295.0,255.0,40,True,,sentry-sdk,conda-forge/sentry-sdk,,3901.0,75776466.0,1440.0,,https://pypi.org/project/sentry-sdk,2026-01-28 10:29:48.000,1440.0,75753858.0,https://anaconda.org/conda-forge/sentry-sdk,2026-01-29 00:45:53.633,1503470.0,1.0,,,,,,,,,,,,,,,,,,
29,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2026-01-28 15:14:01.000,2026-01-28 15:09:58,1278.0,69.0,174.0,34.0,943.0,337.0,1608.0,2025-11-10 16:08:54.000,1.3.0,72.0,77.0,54.0,40,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1827.0,114163999.0,187062.0,172492.0,https://pypi.org/project/pytest-asyncio,2025-11-10 16:07:45.000,14570.0,114121950.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-11-10 17:56:23.183,2856772.0,1.0,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2026-01-29 07:48:37.000,2026-01-29 07:46:52,6786.0,208.0,1654.0,496.0,1011.0,2011.0,31462.0,2025-11-05 09:08:23.000,4.4.1,126.0,218.0,142.0,39,True,,glances,conda-forge/glances,,1722.0,101451.0,1220.0,1216.0,https://pypi.org/project/glances,2025-11-03 13:57:21.000,4.0,92898.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,512422.0,1.0,,,,,,,,,,,,,,,,,,
31,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,AGPL-3.0,2013-04-23 15:40:33.000,2026-01-28 13:10:56.000,2026-01-28 12:53:14,14347.0,379.0,759.0,136.0,500.0,2544.0,14446.0,2026-01-23 09:54:56.000,2.8.10,370.0,201.0,197.0,39,True,,nuitka,conda-forge/nuitka,,,617693.0,3761.0,3586.0,https://pypi.org/project/nuitka,2026-01-23 09:54:56.000,175.0,579514.0,https://anaconda.org/conda-forge/nuitka,2026-01-28 08:22:34.354,2596233.0,1.0,,,,,,,,,,,,,,,,,,
32,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2026-01-26 04:33:25.000,2025-02-10 20:44:26,1355.0,,902.0,198.0,424.0,472.0,13976.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,418.0,39,True,,yapf,conda-forge/yapf,,,7529418.0,108603.0,107347.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,7478668.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2892786.0,2.0,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2026-01-26 17:31:48.000,2026-01-20 03:35:17,2480.0,118.0,639.0,96.0,1132.0,951.0,7990.0,2025-11-12 22:46:11.000,7.5.2,124.0,224.0,219.0,39,True,,pip-tools,conda-forge/pip-tools,,,18082050.0,39897.0,37057.0,https://pypi.org/project/pip-tools,2025-11-12 22:46:11.000,2840.0,18077825.0,https://anaconda.org/conda-forge/pip-tools,2025-11-13 01:43:55.319,287323.0,2.0,,,,,,,,,,,,,,,,,,
34,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2026-01-26 23:19:24.000,2026-01-26 23:19:12,965.0,24.0,541.0,39.0,1635.0,1692.0,3893.0,2026-01-09 17:42:58.000,4.34.1,252.0,335.0,151.0,39,True,,tox,conda-forge/tox,['pytest'],,21220318.0,145467.0,133030.0,https://pypi.org/project/tox,2026-01-09 17:42:58.000,12437.0,21195869.0,https://anaconda.org/conda-forge/tox,2026-01-10 01:08:30.913,1662598.0,2.0,,,,,,,,,,,,,,,,,,
35,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2026-01-28 04:57:28.000,2026-01-28 04:57:28,9865.0,121.0,338.0,61.0,1304.0,2813.0,2344.0,2025-11-16 22:46:54.000,4.10.1,42.0,171.0,649.0,39,True,,scons,conda-forge/scons,,2000.0,871665.0,4168.0,4110.0,https://pypi.org/project/scons,2025-11-16 22:43:35.000,58.0,853268.0,https://anaconda.org/conda-forge/scons,2025-11-17 08:09:00.894,1194292.0,1.0,,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2026-01-23 17:10:13.000,2026-01-23 17:10:13,8435.0,10.0,1763.0,127.0,2333.0,7214.0,15174.0,2026-01-08 01:30:41.000,1.1.408,492.0,133.0,199.0,38,True,,,,,6168.0,1643862.0,1525.0,1486.0,,,,,,,,2.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2026-01-08 01:25:24.427,39.0,1643670.0,,,,,,,
37,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2026-01-26 01:47:35.000,2026-01-26 01:47:35,1488.0,15.0,719.0,70.0,590.0,520.0,7724.0,2026-01-19 04:05:20.000,1.9.3,50.0,195.0,213.0,38,True,,bandit,conda-forge/bandit,,912.0,12742387.0,64790.0,61776.0,https://pypi.org/project/bandit,2026-01-19 04:05:20.000,3014.0,12733254.0,https://anaconda.org/conda-forge/bandit,2026-01-19 06:43:34.510,574766.0,1.0,,,,,,,,,,,,,,,,,,
38,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2026-01-23 19:01:45.611,2026-01-12 16:01:33,1513.0,6.0,1812.0,168.0,766.0,677.0,5011.0,2026-01-12 16:03:28.000,3.1.0,64.0,121.0,262.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],,11937540.0,20329.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2026-01-12 16:03:28.000,20313.0,11865394.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2026-01-23 19:01:45.611,4833823.0,2.0,,,,,,,,,,,,,,,,,,
39,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2026-01-22 10:38:16.000,2026-01-22 10:36:43,1828.0,14.0,264.0,31.0,394.0,353.0,4526.0,2025-10-27 08:28:21.000,25.5.0,42.0,136.0,35.0,38,True,,structlog,conda-forge/structlog,,,44219708.0,30823.0,28640.0,https://pypi.org/project/structlog,2025-10-27 08:28:21.000,2183.0,44203899.0,https://anaconda.org/conda-forge/structlog,2025-10-28 14:11:51.489,948596.0,2.0,,,,,,,,,,,,,,,,,,
40,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2026-01-26 21:21:25.000,2026-01-26 21:21:22,762.0,13.0,149.0,36.0,392.0,154.0,2011.0,2025-09-16 16:40:09.000,3.15.1,66.0,81.0,13.0,38,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],152.0,56341829.0,135236.0,125823.0,https://pypi.org/project/pytest-mock,2025-09-16 16:37:25.000,9413.0,56275157.0,https://anaconda.org/conda-forge/pytest-mock,2025-09-17 09:28:14.765,4467000.0,2.0,,,,,,,,,,,,,,,,,,
