,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-10-12 12:20:58.000,2022-10-08 14:17:24,541.0,14.0,7519.0,35.0,258.0,124.0,21977.0,2022-10-08 14:12:04.684,1.5.0,23.0,74.0,35,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],39053.0,34662.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,352466.0,373260.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1455608.0,2.0,4391.0,,,,,,,,,,,,,,,,,,,,
42,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-10-03 14:12:07.000,2022-09-23 18:03:58,1207.0,2.0,858.0,217.0,269.0,400.0,12925.0,2020-04-23 19:07:36.000,0.30.0,68.0,137.0,35,True,359.0,yapf,conda-forge/yapf,,44841.0,42752.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2485395.0,2501145.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1212758.0,3.0,2089.0,,,,,,,,,,,,,,,,,,,,
43,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-11-24 10:29:04.000,2022-11-20 08:16:07,10064.0,649.0,427.0,127.0,269.0,1392.0,7755.0,2022-11-16 17:05:34.886,1.2.1,220.0,125.0,35,True,214.0,nuitka,conda-forge/nuitka,,795.0,758.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,44874.0,50136.0,https://anaconda.org/conda-forge/nuitka,2022-11-08 21:05:31.371,415758.0,2.0,37.0,,,,,,,,,,,,,,,,,,,,
44,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-11-22 04:47:13.000,2022-11-07 18:36:09,23181.0,170.0,1609.0,206.0,5191.0,790.0,4931.0,2022-09-22 04:30:44.515,3.6.1,120.0,828.0,35,True,668.0,buildbot,conda-forge/buildbot,,758.0,301.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,29275.0,31540.0,https://anaconda.org/conda-forge/buildbot,2022-09-22 06:41:52.613,69090.0,2.0,457.0,28668.0,,,,,,-1.0,,,,,,,,,,,,,
45,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-11-20 19:52:32.000,2022-09-27 13:35:17,1044.0,1.0,278.0,33.0,495.0,392.0,1340.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,48.0,twine,conda-forge/twine,,87464.0,74781.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,3714467.0,3722682.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,616146.0,2.0,12683.0,,,,,,,,,,,,,,,,,,,,
46,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-11-24 12:50:25.000,2022-11-24 12:50:25,1044.0,43.0,182.0,45.0,328.0,300.0,1027.0,2022-10-25 15:59:13.353,3.0.2,60.0,86.0,35,True,210.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4683.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,6583619.0,6632732.0,https://anaconda.org/conda-forge/pytest-xdist,2022-10-25 19:57:12.738,3732659.0,2.0,4683.0,,,,,,,,,,,,,,,,,,,,
47,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-11-09 11:25:03.000,2022-11-09 11:25:03,956.0,50.0,97.0,22.0,65.0,198.0,792.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,35,True,9.0,progressbar2,conda-forge/progressbar2,,24590.0,23078.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,16333400.0,16341955.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,622577.0,2.0,1512.0,1723.0,,,,,,,,,,,,,,,,,,,
48,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-11-14 20:20:02.000,2022-11-09 20:33:01,818.0,26.0,121.0,26.0,139.0,317.0,361.0,2022-11-09 20:45:23.777,0.38.4,71.0,66.0,35,True,40.0,wheel,conda-forge/wheel,,35368.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,166995572.0,167619232.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,47398174.0,2.0,35368.0,,,,,,,,,,,,,,,,,,,,
49,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-09-10 02:31:57.039,2021-09-14 17:41:07,402.0,,952.0,177.0,141.0,215.0,7438.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,419.0,pyautogui,conda-forge/pyautogui,,19109.0,18498.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,545382.0,548259.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,172655.0,2.0,611.0,,,,,,,,,,,,,,,,,,,,
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-11-24 01:59:54.000,2022-11-24 01:58:20,13074.0,724.0,399.0,106.0,334.0,229.0,6133.0,2022-11-08 21:43:56.374,0.9.17,75.0,228.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,188807.0,188807.0,,,,2.0,33.0,,,,,,,,,,,,,,,,,,,,
51,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-11-23 10:26:57.000,2022-10-28 14:45:51,1289.0,2.0,486.0,59.0,349.0,435.0,4697.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,34,True,183.0,bandit,conda-forge/bandit,,24939.0,23405.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,2832838.0,2837347.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,188998.0,1.0,1534.0,521.0,,,,,,,,,,,,,,,,,,,
52,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-11-17 07:26:15.000,2022-08-12 12:22:25,568.0,,235.0,34.0,213.0,173.0,3482.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,34,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,5671994.0,5678846.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,548215.0,2.0,4479.0,,,,,,,,,,,,,,,,,,,,
53,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-11-20 00:46:01.000,2022-11-20 00:46:00,1193.0,14.0,211.0,45.0,256.0,163.0,2540.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,34,True,154.0,pudb,conda-forge/pudb,,4286.0,3547.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,247091.0,249413.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,176531.0,1.0,739.0,,,,,,,,,,,,,,,,,,,,
54,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2022-11-24 07:44:15.000,2022-11-24 07:44:11,1277.0,187.0,166.0,30.0,224.0,233.0,2286.0,2022-11-24 07:49:29.000,22.3.0,30.0,93.0,34,False,23.0,structlog,conda-forge/structlog,,939.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,3935564.0,3938925.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,255472.0,2.0,939.0,,,,,,,-3.0,,,,,,,,,,,,,
55,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-11-22 20:13:35.000,2022-11-22 17:47:10,8401.0,87.0,279.0,59.0,920.0,2704.0,1577.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,347735.0,353072.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,361634.0,2.0,48.0,851.0,,,,,,,,,,,,,,,,,,,
56,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-11-21 13:18:14.000,2022-08-20 08:31:04,665.0,,165.0,32.0,148.0,134.0,1515.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,34,True,39.0,nodeenv,conda-forge/nodeenv,,31308.0,30407.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,8105474.0,8133655.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1747251.0,2.0,901.0,,,,,,,1.0,,,,,,,,,,,,,
57,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-11-22 00:35:55.000,2022-11-22 00:35:55,530.0,26.0,117.0,33.0,202.0,117.0,1485.0,2022-10-05 18:54:14.310,3.10.0,58.0,63.0,34,True,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],36828.0,32453.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,7873100.0,7896870.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1806576.0,2.0,4375.0,,,,,,,,,,,,,,,,,,,,
58,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-11-22 16:12:07.631,2022-11-22 04:52:18,2706.0,74.0,159.0,26.0,247.0,185.0,1442.0,2022-11-22 15:09:01.700,1.5.0,77.0,71.0,34,True,69.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,624048.0,637779.0,https://anaconda.org/conda-forge/rope,2022-11-22 16:12:07.631,920039.0,1.0,1602.0,,,,,,,,,,,,,,,,,,,,
59,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-10-25 20:08:40.000,2022-07-13 13:26:51,231.0,,194.0,25.0,70.0,49.0,1390.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,34,True,37.0,python-json-logger,conda-forge/python-json-logger,,31668.0,30939.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,7226496.0,7251408.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1669112.0,2.0,729.0,,,,,,,,,,,,,,,,,,,,
60,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-11-20 17:55:13.000,2022-11-18 21:08:53,2955.0,65.0,2581.0,383.0,881.0,1504.0,29594.0,2022-11-03 08:31:32.000,2.3.6,62.0,393.0,33,True,33.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,8819.0,8819.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
61,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-11-16 22:15:00.000,2022-11-16 21:59:05,592.0,29.0,649.0,113.0,666.0,831.0,7559.0,2022-11-16 22:23:01.967,1.28.0,88.0,29.0,33,True,32.0,playwright,,,2339.0,2263.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,1035271.0,1035271.0,,,,2.0,76.0,,,,,,,,,,,,,,,,,,,,
62,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-11-23 02:36:45.000,2022-11-13 13:11:55,802.0,45.0,198.0,52.0,116.0,95.0,4917.0,2022-11-05 12:02:04.078,4.4.0,39.0,45.0,33,True,12.0,pyinstrument,conda-forge/pyinstrument,,1082.0,976.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,452838.0,454839.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,148079.0,2.0,106.0,,,,,,,,,,,,,,,,,,,,
63,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-11-19 03:51:51.061,2022-11-18 23:56:58,5679.0,167.0,258.0,55.0,757.0,461.0,3987.0,2022-11-19 00:09:01.589,2022.11.18,155.0,87.0,33,True,104.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,439100.0,443398.0,https://anaconda.org/conda-forge/pytype,2022-11-19 03:51:51.061,128951.0,2.0,101.0,,,,,,,1.0,,,,,,,,,,,,,
64,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-11-23 23:14:49.000,2022-11-23 17:13:21,1260.0,49.0,228.0,56.0,1031.0,812.0,2177.0,2022-11-21 23:08:03.781,2.1.114,201.0,109.0,33,True,144.0,pex,,,132.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,476989.0,538421.0,,,,2.0,132.0,1720103.0,,,,,,,,,,,,,,,,,,,
65,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-11-16 15:37:43.000,2022-11-08 14:21:19,598.0,36.0,116.0,18.0,72.0,114.0,1466.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,44353447.0,44402013.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,3788148.0,2.0,6688.0,,,,,,,,,,,,,,,,,,,,
66,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,371.0,47.0,261.0,463.0,1353.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,447.0,nose,conda-forge/nose,,176140.0,131533.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,5390181.0,5422157.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2494137.0,2.0,44607.0,,,,,,,,,,,,,,,,,,,,
67,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-11-03 16:22:18.000,2022-11-03 16:22:18,1738.0,12.0,176.0,21.0,338.0,385.0,638.0,2022-06-20 18:54:02.000,4.34.0,64.0,105.0,33,True,135.0,breathe,conda-forge/breathe,,9061.0,8031.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,297695.0,303249.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,403944.0,2.0,1030.0,414.0,,,,,,,,,,,,breathe-doc/breathe,,,,,,,
68,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-11-16 17:17:52.000,2022-09-12 21:01:02,458.0,6.0,336.0,108.0,270.0,178.0,9365.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,32,True,97.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,1106280.0,1116108.3333333333,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,343982.0,2.0,40.0,10692.0,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,265.3333333333333,402141.0,
69,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-11-21 00:08:22.000,2022-11-18 16:43:53,2760.0,221.0,230.0,65.0,191.0,187.0,6659.0,2022-11-16 23:23:01.035,1.5.15,134.0,34.0,32,True,93.0,scalene,,,158.0,155.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,14932.0,14932.0,,,,2.0,3.0,,,,,,,1.0,,,,,,,,,,,,,
70,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-11-20 05:45:16.000,2022-11-20 05:45:12,3528.0,34.0,201.0,40.0,32.0,811.0,1867.0,2022-11-20 05:32:00.000,7.7.3,257.0,25.0,32,False,31.0,pyarmor,,,578.0,564.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,539831.0,539831.0,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,
71,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,10.0,156.0,50.0,160.0,213.0,1497.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,32,True,70.0,doit,conda-forge/doit,,1366.0,1085.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,322487.0,324868.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,140517.0,3.0,281.0,,,,,,,,,,,,,,,,,,,,
72,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1427.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,64.0,logbook,conda-forge/logbook,,4784.0,3601.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2038034.0,2040312.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,100132.0,2.0,1183.0,282.0,,,,,,,,,,,,,,,,,,,
73,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-11-15 17:47:59.000,2022-11-15 17:47:54,845.0,36.0,156.0,26.0,172.0,281.0,1399.0,2022-11-15 12:55:03.470,12.3.0,93.0,43.0,32,True,12.0,pdoc,,,1111.0,908.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,61680.0,61680.0,,,,2.0,203.0,,,,,,,,,,,,,,,,,,,,
74,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-11-07 12:45:30.000,2022-04-05 09:33:19,724.0,,175.0,21.0,305.0,212.0,969.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,91.0,pydocstyle,conda-forge/pydocstyle,,40261.0,37866.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2553312.0,2566626.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,1011901.0,2.0,2395.0,57.0,,,,,,,,,,,,,,,,,,,
75,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,180.0,21.0,79.0,54.0,666.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,False,89.0,alabaster,conda-forge/alabaster,['sphinx'],84589.0,76909.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,6022754.0,6089621.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,5081921.0,2.0,7680.0,,,,,,,,,,,,,,,,,,,,
76,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-11-22 15:05:53.000,2022-11-03 11:13:31,1367.0,8.0,180.0,24.0,344.0,346.0,648.0,2022-07-11 12:53:19.170,7.0.5,78.0,110.0,32,True,96.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,22769582.0,22785882.0,https://anaconda.org/conda-forge/setuptools_scm,2022-10-26 09:15:53.040,1304057.0,3.0,520.0,,,,,,,,,,,,,,,,,,,,
77,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-11-23 22:44:42.000,2022-10-27 14:07:32,392.0,5.0,199.0,20.0,257.0,193.0,543.0,2022-11-11 08:16:56.000,3.2.0,45.0,46.0,32,True,134.0,pytest-html,conda-forge/pytest-html,['pytest'],26996.0,26313.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,2788284.0,2793148.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,321026.0,2.0,683.0,,,,,,,,,,,,,,,,,,,,
78,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-11-21 23:28:36.000,2022-11-21 23:28:20,9991.0,23.0,5017.0,1078.0,330.0,4757.0,25353.0,2022-10-06 09:52:06.098,1.6.10,85.0,121.0,31,True,59.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6566.0,6566.0,,,,2.0,6.0,,,,,,,,,,,,,,,,,,,,
79,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-11-16 06:25:05.000,2022-04-02 15:07:32,305.0,,918.0,234.0,112.0,97.0,15359.0,2022-04-02 15:00:56.000,1.1.1,57.0,27.0,31,True,19.0,pysnooper,conda-forge/pysnooper,,874.0,826.0,https://pypi.org/project/pysnooper,2022-04-02 15:00:56.000,203939.0,205269.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,55870.0,1.0,48.0,,,,,,,,,,,,,,,,,,,,
80,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-11-24 13:18:19.000,2021-10-23 09:17:21,311.0,,316.0,59.0,131.0,95.0,4680.0,2021-12-15 16:10:13.225,0.1.0,40.0,51.0,31,False,133.0,pipreqs,conda-forge/pipreqs,,14487.0,14151.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,503826.0,504238.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,30488.0,2.0,336.0,,,,,,,,,,,,,,,,,,,,
81,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-11-16 12:00:44.000,2022-10-27 14:38:47,2322.0,36.0,299.0,64.0,956.0,305.0,3805.0,2022-10-02 11:00:01.178,6.1.1,41.0,115.0,31,True,2.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,135828.0,137884.0,https://anaconda.org/conda-forge/mimesis,2022-10-02 13:13:51.318,57461.0,2.0,61.0,369.0,,,,,,,,,,,,,,,,,,,
82,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-11-08 14:38:20.000,2022-11-07 13:29:07,957.0,11.0,351.0,41.0,460.0,373.0,2985.0,2021-10-26 14:02:33.000,3.2.1,42.0,125.0,31,True,159.0,factory_boy,conda-forge/factory_boy,,735.0,,https://pypi.org/project/factory_boy,2021-10-26 14:02:33.000,2327917.0,2329451.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,113566.0,2.0,735.0,,,,,,,,,,,,,,,,,,,,
