,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-05-24 18:37:39.000,2023-05-24 18:25:55,848.0,37.0,202.0,55.0,128.0,17.0,98.0,5335.0,,,26.0,50.0,30,True,,pyinstrument,conda-forge/pyinstrument,,1485.0,1485.0,https://pypi.org/project/pyinstrument,458607.0,461119.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,200976.0,2.0,,,,,,,,,,,,,,,,,
87,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-05-25 12:53:07.000,2023-05-22 23:17:15,3025.0,483.0,276.0,41.0,626.0,114.0,492.0,1738.0,2023-04-12 04:05:00.862,0.3.14,48.0,121.0,30,True,,briefcase,,,19.0,,https://pypi.org/project/briefcase,5407.0,5409.0,,,,2.0,2023-01-30 02:23:00.441,19.0,117.0,,,,,,,,,,,,,,
88,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2023-04-21 13:18:12.000,2023-04-21 13:17:49,643.0,5.0,465.0,70.0,257.0,66.0,148.0,1667.0,,,10.0,91.0,30,True,,pyelftools,conda-forge/pyelftools,,5821.0,5273.0,https://pypi.org/project/pyelftools,1655995.0,1657498.0,https://anaconda.org/conda-forge/pyelftools,2022-10-29 13:21:01.531,129288.0,2.0,2022-08-10 21:45:29.337,548.0,,,,,,,,,,,,,,,
89,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,373.0,49.0,261.0,400.0,465.0,1360.0,,,1.0,95.0,30,False,,nose,conda-forge/nose,,142113.0,142113.0,https://pypi.org/project/nose,5004325.0,5037027.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2747035.0,2.0,,,,,,,,,,,,,,,,,
90,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-05-14 09:46:26.000,2023-05-14 09:46:26,515.0,9.0,122.0,22.0,133.0,30.0,81.0,1030.0,2023-04-10 08:58:50.000,3.7.0,19.0,54.0,30,False,,prettytable,conda-forge/prettytable,,44038.0,44038.0,https://pypi.org/project/prettytable,7824862.0,7838123.0,https://anaconda.org/conda-forge/prettytable,2023-04-11 08:30:15.746,1100669.0,2.0,,,,,,,,,,,,,,,,,
91,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-05-22 18:18:20.000,2023-05-22 18:16:01,1114.0,15.0,128.0,23.0,310.0,51.0,215.0,753.0,,,5.0,74.0,30,False,,nose2,conda-forge/nose2,,23303.0,23303.0,https://pypi.org/project/nose2,563514.0,565083.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,94141.0,2.0,,,,,,,,,,,,,,,,,
92,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-05-25 09:05:30.000,2023-05-23 22:37:49,1490.0,65.0,183.0,23.0,380.0,96.0,377.0,716.0,2022-12-17 15:59:27.000,7.1.0,50.0,117.0,30,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,16359853.0,16379227.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1666221.0,3.0,,,,,,,,,,,,,,,,,
93,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-03-23 01:07:33.000,2023-03-23 01:07:33,145.0,2.0,52.0,16.0,57.0,13.0,39.0,569.0,2022-01-24 01:14:49.000,0.7.0,13.0,22.0,30,True,,mccabe,conda-forge/mccabe,,384994.0,369056.0,https://pypi.org/project/mccabe,27661946.0,27743216.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,6745468.0,2.0,2022-01-24 01:14:49.000,15938.0,,,,,,,,,,,,,,,
94,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,,2012-06-26 09:52:15.000,2023-05-25 09:27:15.000,2023-05-25 09:27:15,10074.0,32.0,5055.0,1096.0,350.0,55.0,4891.0,27082.0,2023-01-02 22:32:55.000,1.7,8.0,128.0,29,False,,sqlmap,,,,,https://pypi.org/project/sqlmap,9520.0,9520.0,,,,2.0,,,,,,,,,,,,,,,,,
95,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2023-05-12 22:09:01.000,2022-06-22 04:41:01,431.0,,472.0,164.0,153.0,138.0,169.0,9241.0,2022-06-22 04:50:45.000,0.15.1.0,9.0,40.0,29,True,,gdbgui,,,288.0,288.0,https://pypi.org/project/gdbgui,67310.0,67715.0,,,,2.0,,,13792.0,,,,,,,,,,,,,,
96,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-05-23 06:09:10.000,2023-05-18 00:53:56,644.0,31.0,694.0,121.0,726.0,34.0,988.0,8700.0,2023-05-03 11:20:18.000,1.33.0,73.0,32.0,29,True,,playwright,,,,,https://pypi.org/project/playwright,1140480.0,1140480.0,,,,2.0,,,,,,,,,,,,,,,,,
97,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-05-09 03:43:14.112,2023-05-09 01:24:24,669.0,30.0,177.0,46.0,48.0,18.0,175.0,4418.0,,,17.0,7.0,29,True,,alive-progress,conda-forge/alive-progress,,1879.0,1879.0,https://pypi.org/project/alive-progress,280998.0,281837.0,https://anaconda.org/conda-forge/alive-progress,2023-05-09 03:43:14.112,32733.0,3.0,,,,,,,,,,,,,,,,,
98,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2023-04-10 14:01:09.000,2022-12-06 17:25:01,713.0,,367.0,78.0,160.0,125.0,113.0,3884.0,2022-11-15 17:59:01.069,0.61.0,59.0,101.0,29,True,,memory_profiler,conda-forge/memory_profiler,,219.0,,https://pypi.org/project/memory_profiler,710885.0,714808.0,https://anaconda.org/conda-forge/memory_profiler,2022-11-16 08:09:24.242,329548.0,2.0,2022-11-15 17:59:01.069,219.0,,,,,,,,,,,,,,,
99,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-05-13 17:14:32.000,2023-05-13 17:12:47,1333.0,41.0,234.0,55.0,1108.0,147.0,883.0,2322.0,2023-05-13 17:15:35.000,2.1.137,100.0,113.0,29,True,,pex,,,,,https://pypi.org/project/pex,750087.0,872446.0,,,,2.0,,,3058989.0,,,,,,,,,,,,,,
100,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-05-15 01:17:30.000,2023-05-01 11:28:11,909.0,25.0,167.0,27.0,223.0,17.0,304.0,1541.0,,,,44.0,29,True,,pdoc,,,1801.0,1801.0,https://pypi.org/project/pdoc,99833.0,99833.0,,,,2.0,,,,,,,,,,,,,,,,,
101,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,152.0,35.0,151.0,49.0,126.0,1437.0,2016-07-28 10:37:00.000,1.0.0,2.0,76.0,29,False,,logbook,conda-forge/logbook,,4461.0,4461.0,https://pypi.org/project/logbook,2705481.0,2708099.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,130756.0,3.0,,,297.0,,,,,,,,,,,,,,
102,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-05-03 14:12:17.000,2023-04-10 11:51:09,424.0,14.0,69.0,17.0,159.0,22.0,90.0,1074.0,2023-04-10 11:18:29.000,0.9.7,8.0,48.0,29,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],22212.0,22212.0,https://pypi.org/project/pytest-sugar,881107.0,883826.0,https://anaconda.org/conda-forge/pytest-sugar,2023-04-10 13:13:03.642,187307.0,2.0,,,5.0,,,,,,,,,,,,,,
103,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-02-08 04:25:59.000,2022-08-29 14:53:21,230.0,,84.0,12.0,46.0,3.0,73.0,803.0,2022-08-29 14:53:13.855,6.7.0,66.0,30.0,29,True,,colorlog,conda-forge/colorlog,,27830.0,25218.0,https://pypi.org/project/colorlog,6375862.0,6393222.0,https://anaconda.org/conda-forge/colorlog,2022-10-26 21:11:56.658,1475676.0,3.0,2022-08-29 14:53:13.855,2612.0,,,,,,,,,,,,,,,
104,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-03-15 15:29:58.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,229.0,561.0,2022-11-08 15:13:17.367,3.0.1,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1064.0,,https://pypi.org/project/zc.buildout,73642.0,74905.0,https://anaconda.org/conda-forge/zc.buildout,2022-03-31 09:12:41.632,25275.0,3.0,2022-11-08 15:13:17.367,1064.0,,,,,,,,,,,,,,,
105,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-05-15 04:10:34.000,2023-05-15 04:10:28,628.0,5.0,116.0,17.0,182.0,60.0,164.0,557.0,2022-03-26 22:16:11.000,2.5.3,54.0,68.0,29,True,,pylint-django,conda-forge/pylint-django,['pylint'],27145.0,25972.0,https://pypi.org/project/pylint-django,1031599.0,1033415.0,https://anaconda.org/conda-forge/pylint-django,2022-04-07 12:02:14.331,146719.0,2.0,2022-03-25 16:09:23.000,1173.0,232.0,,,,,,,,,,,,,,
106,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-05-09 03:45:03.000,2023-05-03 14:19:26,474.0,1.0,184.0,8.0,225.0,14.0,146.0,520.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31341.0,31341.0,https://pypi.org/project/coveralls,470110.0,482234.0,https://anaconda.org/conda-forge/coveralls,2022-08-03 01:11:21.846,921442.0,2.0,,,,,,,,,,,,,,,,,
107,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-05-23 07:12:47.000,2023-05-23 07:12:47,10433.0,30.0,580.0,102.0,2554.0,252.0,2178.0,7037.0,2023-05-19 13:34:12.000,0.14.0,98.0,312.0,28,False,,xonsh,,,,,https://pypi.org/project/xonsh,8118.0,8205.0,,,,1.0,,,8615.0,,,,,,,,,,,,,,
108,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-04-24 08:06:16.000,2023-01-21 22:38:30,6697.0,,198.0,59.0,123.0,309.0,231.0,4742.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,28,True,,pyoxidizer,,,152.0,148.0,https://pypi.org/project/pyoxidizer,6162.0,6376.0,,,,3.0,2023-01-02 16:18:55.910,4.0,8598.0,,,,,,,,,,,,,,
109,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-05-25 13:58:41.000,2023-05-25 08:16:56,2457.0,105.0,273.0,47.0,1220.0,514.0,851.0,4700.0,2023-05-16 21:07:08.000,2023.05.16,105.0,124.0,28,True,,,conda-forge/mamba,,,,,,149939.0,https://anaconda.org/conda-forge/mamba,2023-04-06 15:21:25.785,7496964.0,3.0,,,,,,,,,,,,,,,,,
110,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3152.0,835.0,2373.0,3471.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,28,False,,coala-bears,,,121.0,12.0,https://pypi.org/project/coala-bears,3550.0,3551.0,,,,2.0,2017-11-10 21:04:50.000,109.0,166.0,,,,,,,,,,,,,,
111,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-05-07 04:19:19.000,2023-02-27 07:59:09,717.0,1.0,119.0,22.0,136.0,15.0,162.0,2528.0,2023-01-08 21:24:44.000,2.7,12.0,35.0,28,True,,vulture,conda-forge/vulture,,3775.0,3775.0,https://pypi.org/project/vulture,390504.0,391361.0,https://anaconda.org/conda-forge/vulture,2023-01-09 08:50:44.861,69484.0,2.0,,,,,,,,,,,,,,,,,
112,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-05-17 13:51:51.000,2022-07-14 07:40:12,517.0,,97.0,32.0,361.0,33.0,66.0,2446.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,28,True,,notifiers,conda-forge/notifiers,,946.0,946.0,https://pypi.org/project/notifiers,594655.0,595764.0,https://anaconda.org/conda-forge/notifiers,2022-09-07 07:53:17.789,32180.0,3.0,,,,,,,,,,,,,,,,,
113,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-05-15 18:58:28.000,2023-05-09 15:46:22,418.0,34.0,117.0,37.0,307.0,25.0,212.0,1145.0,2023-03-19 10:27:27.000,0.21.0,20.0,41.0,28,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,6370203.0,6392857.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-03-19 13:23:50.028,1630742.0,3.0,,,91.0,,,,,,,,,,,,,,
114,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-05-24 08:01:48.000,2023-05-23 15:33:39,708.0,5.0,63.0,13.0,66.0,19.0,50.0,1132.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,939.0,939.0,https://pypi.org/project/yappi,1276657.0,1278774.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,150363.0,3.0,,,,,,,,,,,,,,,,,
115,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-05-17 21:27:39.000,2023-02-28 20:05:14,1758.0,2.0,179.0,19.0,352.0,160.0,395.0,675.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,28,False,breathe-doc/breathe,breathe,conda-forge/breathe,,9783.0,9783.0,https://pypi.org/project/breathe,345162.0,351155.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,471888.0,2.0,,,509.0,,,,,,,,,,,,,,
116,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-04-25 13:29:34.000,2021-06-11 10:22:09,273.0,,41.0,9.0,36.0,30.0,51.0,505.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,21840.0,21840.0,https://pypi.org/project/coloredlogs,5772228.0,5772370.0,https://anaconda.org/anaconda/coloredlogs,2023-03-17 13:09:02.979,9670.0,3.0,,,,,,,,,,,,,,,,,
117,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-12-08 14:26:52.000,2021-10-18 03:34:23,504.0,,41.0,6.0,61.0,71.0,95.0,476.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,28,False,,darglint,conda-forge/darglint,,18640.0,18519.0,https://pypi.org/project/darglint,484539.0,485980.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,63413.0,2.0,2021-10-18 03:40:35.000,121.0,,,,,,,,,,,,,,,
118,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-05-06 20:04:57.000,2023-05-06 20:04:56,258.0,2.0,131.0,15.0,123.0,17.0,78.0,451.0,2022-12-19 20:46:55.580,0.13.3,27.0,35.0,28,False,,pep8-naming,conda-forge/pep8-naming,,49506.0,47633.0,https://pypi.org/project/pep8-naming,1773592.0,1777099.0,https://anaconda.org/conda-forge/pep8-naming,2022-12-20 00:48:27.815,305132.0,2.0,2022-12-19 20:46:55.580,1873.0,,,,,,,,,,,,,,,
119,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-05-23 01:42:28.000,2023-05-23 01:32:41,560.0,39.0,50.0,11.0,105.0,14.0,102.0,407.0,2023-05-19 22:22:15.000,1.7.1,11.0,26.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,2848.0,2848.0,https://pypi.org/project/docformatter,351547.0,353583.0,https://anaconda.org/conda-forge/docformatter,2023-05-20 04:44:20.878,65171.0,3.0,,,,,,,,,,,,,,,,,
120,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-04-20 14:31:29.000,2023-04-20 14:31:29,255.0,2.0,26.0,16.0,31.0,4.0,5.0,395.0,2023-01-16 06:55:01.507,1.1.1,40.0,12.0,28,True,explosion/wasabi,wasabi,conda-forge/wasabi,,29111.0,28803.0,https://pypi.org/project/wasabi,4114242.0,4135347.0,https://anaconda.org/conda-forge/wasabi,2023-01-23 10:44:50.730,1076390.0,3.0,2023-01-16 06:55:01.507,308.0,,,,,,,,,,,,,,,
121,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-05-24 21:42:23.000,2023-05-24 21:42:02,785.0,81.0,22.0,4.0,468.0,45.0,78.0,345.0,2023-03-29 18:53:41.000,0.33.1,50.0,15.0,28,True,,nitpick,,['flake8'],1237.0,1237.0,https://pypi.org/project/nitpick,92705.0,92705.0,,,,2.0,,,4.0,,,,,,,,,,,,,,
122,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-05-19 08:53:18.000,2022-12-27 17:54:48,436.0,,27.0,11.0,39.0,14.0,18.0,243.0,2020-12-27 11:10:13.000,0.5.4,18.0,9.0,28,True,,executing,conda-forge/executing,,75988.0,75988.0,https://pypi.org/project/executing,10317337.0,10491603.0,https://anaconda.org/conda-forge/executing,2022-11-01 15:44:50.965,7144935.0,1.0,,,,,,,,,,,,,,,,,
123,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-05-11 13:21:06.000,2023-04-25 14:50:41,1065.0,1.0,66.0,33.0,7.0,,,227.0,2023-04-27 15:17:02.669,6.0.1,40.0,186.0,28,True,,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,77828.0,77828.0,,,,2.0,2022-10-06 09:48:04.927,4397.0,,,,,,,9.0,,,,,,,,
124,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-05-09 08:32:48.000,2023-05-08 06:33:29,274.0,15.0,33.0,8.0,97.0,10.0,52.0,225.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,28,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3996.0,3517.0,https://pypi.org/project/pytest-mypy,245691.0,247379.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,65839.0,3.0,2022-12-18 18:49:02.248,479.0,,,,,,,,,,,,,,,
125,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,,369.0,153.0,69.0,72.0,227.0,9369.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,27,False,,bpytop,conda-forge/bpytop,,118.0,117.0,https://pypi.org/project/bpytop,5766.0,6208.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,11959.0,3.0,2021-12-22 19:23:21.000,1.0,,,,,,,,,,,,,,,
126,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-05-22 05:46:31.886,2023-05-21 15:35:56,739.0,20.0,315.0,81.0,380.0,116.0,207.0,2208.0,2023-05-21 15:37:18.000,8.1.0,12.0,129.0,27,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],,,https://pypi.org/project/pytest-testinfra,234293.0,234673.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-05-22 05:46:31.886,10656.0,3.0,,,,,,,,,,,,,,,,,
127,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-04-05 10:48:47.000,2023-02-26 17:29:13,584.0,7.0,124.0,30.0,303.0,50.0,115.0,1495.0,2022-12-08 19:08:48.000,2.3.5,18.0,41.0,27,True,,safety,conda-forge/safety,,16.0,16.0,https://pypi.org/project/safety,1009834.0,1019865.0,https://anaconda.org/conda-forge/safety,2022-12-09 10:33:04.329,64160.0,3.0,,,330431.0,,,,,,,,,,,,,,
128,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-05-19 12:40:06.584,2023-05-19 10:55:03,1094.0,27.0,185.0,48.0,363.0,210.0,322.0,1159.0,,,48.0,90.0,27,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],,,https://pypi.org/project/pytest-xdist,8570149.0,8627763.0,https://anaconda.org/conda-forge/pytest-xdist,2023-05-19 12:40:06.584,4724397.0,3.0,,,,,,,,,,,,,,,,,
129,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-04-27 00:15:19.000,2023-04-27 00:15:19,1004.0,3.0,100.0,18.0,67.0,86.0,86.0,1084.0,,,5.0,39.0,27,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],6859.0,6859.0,https://pypi.org/project/pytest-benchmark,849908.0,870238.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1748425.0,3.0,,,,,,,,,,,,,,,,,
130,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-05-16 14:03:19.000,2022-08-08 11:25:05,700.0,,99.0,20.0,97.0,49.0,95.0,994.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,27,True,,pylama,,,6514.0,5857.0,https://pypi.org/project/pylama,181224.0,181224.0,,,,2.0,2022-08-08 11:29:01.059,657.0,,,,,,,,,,,,,,,
