,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-10-12 12:20:58.000,2022-10-08 14:17:24,541.0,19.0,7419.0,35.0,258.0,124.0,21798.0,2022-10-08 14:12:04.684,1.5.0,23.0,74.0,35,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],38645.0,34254.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,350214.0,370408.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1393447.0,2.0,,,,,,,,,,,,,,,,,,,,
42,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-10-03 14:12:07.000,2022-09-23 18:03:58,1207.0,2.0,858.0,218.0,269.0,399.0,12874.0,2020-04-23 19:07:36.000,0.30.0,68.0,137.0,35,True,357.0,yapf,conda-forge/yapf,,42523.0,40434.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2599946.0,2615505.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1182518.0,3.0,,,,,,,,,,,,,,,,,,,,
43,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-10-27 13:05:31.000,2022-10-27 13:05:31,5401.0,163.0,520.0,77.0,440.0,3283.0,8581.0,2022-10-26 03:22:14.000,1.1.277,361.0,82.0,35,True,9.0,,,,385.0,378.0,,,,,336483.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-10-26 03:19:37.808,7.0,336483.0,,,,,,,,
44,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-10-27 12:19:06.000,2022-10-27 08:43:56,9986.0,571.0,420.0,125.0,267.0,1354.0,7653.0,2022-10-19 18:50:44.436,1.1.6,216.0,123.0,35,True,217.0,nuitka,conda-forge/nuitka,,769.0,732.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,45799.0,50944.0,https://anaconda.org/conda-forge/nuitka,2022-10-20 06:31:29.721,401343.0,2.0,,,,,,,,,,,,,,,,,,,,
45,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-10-18 17:12:20.000,2022-10-06 15:04:32,23053.0,171.0,1609.0,205.0,5161.0,785.0,4916.0,2022-09-22 04:30:44.515,3.6.1,120.0,826.0,35,True,668.0,buildbot,conda-forge/buildbot,,757.0,300.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,28975.0,31231.0,https://anaconda.org/conda-forge/buildbot,2022-09-22 06:41:52.613,66757.0,2.0,,28539.0,,,,,,,,,,,,,,,,,,
46,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-10-26 22:50:16.000,2022-09-14 17:49:59,1288.0,3.0,487.0,59.0,349.0,434.0,4607.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,35,True,183.0,bandit,conda-forge/bandit,,23622.0,22088.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1534.0,2674654.0,2679045.0,https://anaconda.org/conda-forge/bandit,2022-04-16 19:08:19.798,179671.0,1.0,,499.0,,,,,,,,,,,,,,,,,,
47,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-10-22 11:56:44.000,2022-09-27 13:35:17,1044.0,1.0,278.0,33.0,494.0,391.0,1336.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,35,True,48.0,twine,conda-forge/twine,,85739.0,73056.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12683.0,3928342.0,3936340.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,591864.0,2.0,,,,,,,,,,,,,,,,,,,,
48,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-10-26 19:44:38.000,2022-10-26 19:39:53,807.0,15.0,118.0,25.0,133.0,310.0,350.0,2022-10-20 21:25:30.626,0.38.0,67.0,66.0,35,True,35.0,wheel,conda-forge/wheel,,35368.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,35368.0,123645604.0,124242695.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,44781826.0,2.0,,,,,,,,,,,,,,,,,,,,
49,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-09-10 02:31:57.039,2021-09-14 17:41:07,402.0,,950.0,173.0,141.0,214.0,7305.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,419.0,pyautogui,conda-forge/pyautogui,,18459.0,17848.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,530260.0,533113.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,168341.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-10-27 03:15:28.000,2022-10-27 03:10:42,12892.0,818.0,398.0,106.0,327.0,226.0,6102.0,2022-09-09 15:56:37.775,0.9.16,74.0,226.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,185100.0,185100.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
51,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-10-27 05:46:46.000,2022-08-12 12:22:25,568.0,4.0,235.0,34.0,210.0,172.0,3446.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,34,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5862111.0,5868385.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,495665.0,2.0,,,,,,,,,,,,,,,,,,,,
52,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-10-14 23:32:32.000,2022-10-14 23:32:31,1188.0,13.0,201.0,45.0,250.0,163.0,2518.0,2022-07-19 14:27:35.000,2022.1.2,75.0,90.0,34,True,148.0,pudb,conda-forge/pudb,,4213.0,3474.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,314166.0,316388.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,166694.0,1.0,,,,,,,,,,,,,,,,,,,,
53,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-10-27 13:57:48.000,2022-10-26 17:55:20,8374.0,117.0,278.0,56.0,911.0,2702.0,1542.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,324608.0,329810.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,347391.0,2.0,,776.0,,,,,,,,,,,,,,,,,,
54,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-10-18 02:18:58.000,2022-10-18 02:18:58,523.0,19.0,119.0,33.0,198.0,116.0,1471.0,2022-10-05 18:54:14.310,3.10.0,58.0,62.0,34,True,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],35940.0,31561.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7515452.0,7538842.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1754283.0,2.0,,,,,,,,,,,,,,,,,,,,
55,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-10-25 20:08:40.000,2022-07-13 13:26:51,231.0,,192.0,25.0,70.0,49.0,1372.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,34,True,37.0,python-json-logger,conda-forge/python-json-logger,,30654.0,29925.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,7103279.0,7127388.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1591228.0,2.0,,,,,,,,,,,,,,,,,,,,
56,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-10-25 19:57:12.738,2022-10-25 15:58:44,1030.0,31.0,180.0,45.0,322.0,297.0,994.0,2022-10-25 15:59:13.353,3.0.2,60.0,84.0,34,True,208.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,6621913.0,6669839.0,https://anaconda.org/conda-forge/pytest-xdist,2022-10-25 19:57:12.738,3594455.0,2.0,2.0,,,,,,,,,,,,,,,,,,,
57,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-10-27 07:36:32.452,2022-10-26 13:47:25,928.0,22.0,97.0,22.0,64.0,197.0,787.0,2022-10-26 13:49:10.642,4.2.0,102.0,41.0,34,True,9.0,progressbar2,conda-forge/progressbar2,,24016.0,22504.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1512.0,15437145.0,15445438.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,595202.0,2.0,,1703.0,,,,,,,,,,,,,,,,,,
58,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-10-26 23:55:27.000,2022-10-26 23:55:27,2932.0,49.0,2580.0,382.0,866.0,1487.0,29211.0,2022-10-08 17:53:56.000,2.3.5,61.0,386.0,33,True,33.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,8336.0,8336.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
59,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-10-27 05:16:15.000,2022-10-27 05:16:14,576.0,30.0,633.0,111.0,650.0,804.0,7080.0,2022-10-12 17:23:01.332,1.27.1,87.0,28.0,33,True,27.0,playwright,,,2142.0,2066.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,783130.0,783130.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-10-18 08:14:35.000,2022-10-18 08:14:26,792.0,50.0,194.0,54.0,113.0,90.0,4860.0,2022-08-21 16:25:32.877,4.3.0,38.0,46.0,33,True,16.0,pyinstrument,conda-forge/pyinstrument,,1040.0,934.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,458554.0,460464.0,https://anaconda.org/conda-forge/pyinstrument,2022-08-21 20:28:12.470,139442.0,2.0,,,,,,,,,,,,,,,,,,,,
61,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-10-27 01:39:03.000,2022-10-27 01:39:03,1250.0,51.0,225.0,57.0,1018.0,802.0,2168.0,2022-10-22 01:29:01.368,2.1.112,199.0,108.0,33,True,136.0,pex,,,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,536102.0,592888.0,,,,2.0,,1533233.0,,,,,,,,,,,,,,,,,,
62,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-09-16 13:56:20.000,2022-08-20 08:31:04,665.0,2.0,165.0,32.0,146.0,134.0,1509.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,29940.0,29039.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,7268462.0,7295254.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1634370.0,2.0,,,,,,,,,,,,,,,,,,,,
63,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-10-27 13:51:52.000,2022-10-27 13:51:52,595.0,33.0,115.0,18.0,69.0,112.0,1437.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6688.0,45333785.0,45380147.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,3569927.0,2.0,,,,,,,,,,,,,,,,,,,,
64,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-10-21 19:54:35.397,2022-10-21 17:27:46,2668.0,38.0,157.0,26.0,237.0,180.0,1420.0,2022-10-21 17:10:20.034,1.4.0,76.0,71.0,33,True,71.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,603030.0,616466.0,https://anaconda.org/conda-forge/rope,2022-10-21 19:54:35.397,886806.0,1.0,,,,,,,,,,,,,,,,,,,,
65,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,372.0,48.0,261.0,463.0,1356.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,447.0,nose,conda-forge/nose,,175158.0,130551.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5084557.0,5116407.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2452466.0,2.0,,,,,,,,,,,,,,,,,,,,
66,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-10-25 17:10:51.000,2022-09-12 21:01:02,458.0,8.0,326.0,108.0,267.0,178.0,9264.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,32,True,92.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,40.0,914961.0,925024.6666666666,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,337812.0,2.0,,10444.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,413.6666666666667,401978.0,,
67,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-10-23 16:23:00.000,2022-10-22 08:24:51,2601.0,95.0,217.0,64.0,181.0,169.0,6339.0,2022-09-24 17:19:01.377,1.5.13,132.0,31.0,32,True,86.0,scalene,,,148.0,145.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,3.0,102832.0,102832.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-10-27 04:00:29.148,2022-10-26 21:20:05,5632.0,182.0,257.0,55.0,751.0,456.0,3957.0,2022-10-26 21:56:01.298,2022.10.26,153.0,86.0,32,True,103.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,376066.0,380127.0,https://anaconda.org/conda-forge/pytype,2022-10-27 04:00:29.148,117797.0,2.0,,,,,,,,,,,,,,,,,,,,
69,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-10-27 14:24:48.000,2022-10-27 14:24:48,2320.0,63.0,299.0,64.0,947.0,305.0,3765.0,2022-10-02 11:00:01.178,6.1.1,41.0,115.0,32,True,2.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,167447.0,169371.0,https://anaconda.org/conda-forge/mimesis,2022-10-02 13:13:51.318,51826.0,2.0,,369.0,,,,,,,,,,,,,,,,,,
70,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-10-10 12:30:21.000,2022-10-10 12:30:16,3518.0,36.0,197.0,40.0,32.0,806.0,1821.0,2022-09-28 23:09:51.000,7.7.0,254.0,25.0,32,False,27.0,pyarmor,,,546.0,532.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,581390.0,581390.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
71,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,13.0,156.0,50.0,160.0,212.0,1478.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,32,True,70.0,doit,conda-forge/doit,,1349.0,1068.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,306073.0,308373.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,133410.0,3.0,,,,,,,,,,,,,,,,,,,,
72,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-09-14 06:42:31.877,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1427.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,64.0,logbook,conda-forge/logbook,,4716.0,3533.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1628195.0,1630339.0,https://anaconda.org/conda-forge/logbook,2022-09-14 06:42:31.877,92065.0,2.0,,280.0,,,,,,,,,,,,,,,,,,
73,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-10-25 16:13:21.000,2022-04-05 09:33:19,724.0,,175.0,21.0,304.0,212.0,960.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,91.0,pydocstyle,conda-forge/pydocstyle,,38707.0,36312.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2552822.0,2565665.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,963265.0,2.0,,57.0,,,,,,,,,,,,,,,,,,
74,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,180.0,21.0,79.0,54.0,661.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,False,89.0,alabaster,conda-forge/alabaster,['sphinx'],82122.0,74442.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7680.0,6490612.0,6556015.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,4905265.0,2.0,,,,,,,,,,,,,,,,,,,,
75,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-10-26 09:15:53.040,2022-09-14 17:44:44,1361.0,9.0,180.0,24.0,340.0,343.0,639.0,2022-07-11 12:53:19.170,7.0.5,78.0,109.0,32,True,96.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,14279132.0,14294894.0,https://anaconda.org/conda-forge/setuptools_scm,2022-10-26 09:15:53.040,1245224.0,3.0,,,,,,,,,,,,,,,,,,,,
76,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-10-27 14:10:08.000,2022-10-27 14:07:32,392.0,5.0,200.0,20.0,252.0,192.0,533.0,2022-10-25 12:14:09.865,3.2.0,45.0,46.0,32,True,125.0,pytest-html,conda-forge/pytest-html,['pytest'],25971.0,25287.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2434359.0,2439024.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,303225.0,2.0,,,,,,,,,,,,,,,,,,,,
77,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-10-21 17:10:43.000,2022-10-21 17:10:43,9985.0,22.0,5017.0,1073.0,327.0,4732.0,25036.0,2022-09-06 13:26:21.172,1.6.9,84.0,121.0,31,True,59.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,7804.0,7804.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
78,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2022-10-12 14:58:25.000,2021-12-30 16:31:44,354.0,,145.0,27.0,76.0,118.0,1617.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,31,True,65.0,ipdb,conda-forge/ipdb,,43985.0,35189.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8796.0,2796015.0,2800054.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,302933.0,1.0,,,,,,,,,,,,,,,,,,,,
79,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-10-27 12:43:24.000,2022-10-18 15:53:57,635.0,28.0,457.0,71.0,251.0,138.0,1534.0,,,10.0,86.0,31,True,63.0,pyelftools,conda-forge/pyelftools,,4614.0,4088.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,526.0,1671427.0,1672755.0,https://anaconda.org/conda-forge/pyelftools,2022-08-12 23:44:46.717,104938.0,1.0,,,,,,,,,,,,,,,,,,,,
80,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-10-10 22:46:32.000,2022-10-10 22:46:27,492.0,50.0,120.0,31.0,275.0,98.0,1389.0,2022-10-05 21:54:12.383,2.3.1,50.0,39.0,31,True,60.0,safety,conda-forge/safety,,357.0,3.0,https://pypi.org/project/safety,2022-06-28 21:38:28.000,354.0,1169307.0,1177410.0,https://anaconda.org/conda-forge/safety,2022-10-07 14:49:03.846,41403.0,2.0,,219942.0,,,,,,,,,,,,,,,,,,
81,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-10-26 10:59:14.000,2022-10-26 10:59:14,826.0,41.0,151.0,26.0,161.0,274.0,1365.0,2022-09-20 11:49:09.380,12.2.0,90.0,40.0,31,True,9.0,pdoc,,,1068.0,865.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,203.0,52932.0,52932.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
82,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-10-11 07:28:11.000,2022-10-11 07:28:10,936.0,54.0,181.0,52.0,287.0,181.0,1082.0,2022-07-07 14:31:17.000,6.0.1,93.0,49.0,31,True,121.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],171.0,,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,171.0,576750.0,577998.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,51189.0,2.0,,,,,,,,,,,,,,,,,,,,
