,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,pypi_latest_release_published_at,pypi_dependent_project_count,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
86,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-06-16 13:22:52.551,2023-01-16 03:40:03,1483.0,,170.0,51.0,162.0,85.0,218.0,1649.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,,doit,conda-forge/doit,,1846.0,1560.0,https://pypi.org/project/doit,416533.0,419739.0,https://anaconda.org/conda-forge/doit,2023-06-16 13:22:52.551,218065.0,3.0,,2022-04-22 15:33:23.000,286.0,,,,,,,,,,,,,,,,
87,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2023-08-01 19:50:30.000,2023-07-16 13:59:19,540.0,16.0,137.0,24.0,410.0,52.0,271.0,1095.0,2023-04-23 01:43:49.000,2023.04.22,25.0,91.0,31,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],4296.0,4296.0,https://pypi.org/project/nox,997322.0,1000802.0,https://anaconda.org/conda-forge/nox,2023-06-16 16:11:40.627,201865.0,2.0,,,,,,,,,,,,,,,,,,,
88,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-06-16 13:18:02.967,2023-01-17 20:27:44,742.0,,179.0,19.0,313.0,109.0,223.0,1075.0,2023-01-17 20:28:28.000,6.3.0,17.0,89.0,31,True,,pydocstyle,conda-forge/pydocstyle,,57296.0,57296.0,https://pypi.org/project/pydocstyle,3118524.0,3136300.0,https://anaconda.org/conda-forge/pydocstyle,2023-06-16 13:18:02.967,1510962.0,2.0,68.0,,,,,,,,,,,,,,,,,,
89,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2023-07-26 16:58:11.000,2023-07-26 16:58:11,323.0,17.0,93.0,8.0,205.0,51.0,148.0,957.0,2023-07-10 16:29:13.000,23.7.10,40.0,76.0,31,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],33364.0,33364.0,https://pypi.org/project/flake8-bugbear,2093569.0,2115443.0,https://anaconda.org/conda-forge/flake8-bugbear,2023-07-17 21:14:51.714,721858.0,2.0,,,,,,,,,,,,,,,,,,,
90,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2023-07-24 09:19:18.000,2023-07-22 19:08:27,2212.0,57.0,167.0,22.0,774.0,150.0,404.0,787.0,2022-02-06 14:17:08.000,0.5.1,18.0,75.0,31,True,,asv,conda-forge/asv,,1036.0,963.0,https://pypi.org/project/asv,31667.0,40921.0,https://anaconda.org/conda-forge/asv,2023-06-16 13:24:19.355,731086.0,2.0,,2022-02-06 14:16:23.000,73.0,,,,,,,,,,,,,,,,
91,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2023-07-25 05:50:45.000,2023-07-25 05:50:44,318.0,13.0,95.0,11.0,203.0,26.0,145.0,493.0,2023-07-21 16:29:21.000,1.24.0,39.0,53.0,31,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],40490.0,40490.0,https://pypi.org/project/sphinx-autodoc-typehints,1669006.0,1683548.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2023-07-21 19:10:23.294,552603.0,2.0,,,,,,,,,,,,,,,,,,,
92,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,,2011-05-13 23:44:30.000,2023-08-01 06:03:19.000,2023-08-01 06:03:18,1205.0,4.0,208.0,49.0,268.0,144.0,168.0,2724.0,2022-11-03 16:37:24.000,2022.1.3,12.0,92.0,30,False,,pudb,conda-forge/pudb,,5149.0,5149.0,https://pypi.org/project/pudb,205188.0,207903.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,230815.0,1.0,,,,,,,,,,,,,,,,,,,
93,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2023-06-16 13:24:21.364,2023-02-27 07:59:09,717.0,,121.0,24.0,136.0,17.0,163.0,2665.0,2023-01-08 21:24:44.000,2.7,12.0,35.0,30,True,,vulture,conda-forge/vulture,,3938.0,3938.0,https://pypi.org/project/vulture,496523.0,497389.0,https://anaconda.org/conda-forge/vulture,2023-06-16 13:24:21.364,72806.0,2.0,,,,,,,,,,,,,,,,,,,
94,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-08-03 01:00:46.000,2023-04-11 09:56:01,379.0,,140.0,29.0,84.0,60.0,129.0,1730.0,,,14.0,57.0,30,True,,ipdb,conda-forge/ipdb,,47141.0,47141.0,https://pypi.org/project/ipdb,2286469.0,2290983.0,https://anaconda.org/conda-forge/ipdb,2023-06-16 13:21:31.191,383768.0,1.0,,,,,,,,,,,,,,,,,,,
95,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,,2016-01-15 02:39:17.000,2023-07-17 11:18:48.076,2023-07-01 04:17:44,517.0,3.0,127.0,21.0,136.0,32.0,84.0,1085.0,2023-06-11 13:26:37.000,3.8.0,20.0,54.0,30,False,,prettytable,conda-forge/prettytable,,46800.0,46800.0,https://pypi.org/project/prettytable,8874638.0,8909922.0,https://anaconda.org/conda-forge/prettytable,2023-07-17 11:18:48.076,1164394.0,3.0,,,,,,,,,,,,,,,,,,,
96,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2023-06-22 17:19:13.688,2022-08-29 14:53:21,230.0,,84.0,14.0,46.0,3.0,73.0,816.0,2023-02-02 20:53:50.284,6.5.0,66.0,30.0,30,True,,colorlog,conda-forge/colorlog,,29989.0,27348.0,https://pypi.org/project/colorlog,6927477.0,6970728.0,https://anaconda.org/conda-forge/colorlog,2023-06-22 17:19:13.688,1600314.0,3.0,,2023-02-02 20:53:50.284,2641.0,,,,,,,,,,,,,,,,
97,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2023-06-19 12:19:26.000,2023-06-19 12:19:25,147.0,2.0,56.0,17.0,59.0,14.0,39.0,586.0,2022-01-24 01:14:49.000,0.7.0,13.0,23.0,30,True,,mccabe,conda-forge/mccabe,,401175.0,385237.0,https://pypi.org/project/mccabe,28677166.0,28760107.0,https://anaconda.org/conda-forge/mccabe,2023-06-16 13:17:55.573,7132935.0,2.0,,2022-01-24 01:14:49.000,15938.0,,,,,,,,,,,,,,,,
98,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2023-07-04 22:51:12.026,2023-07-03 22:55:34,205.0,3.0,56.0,20.0,109.0,1.0,86.0,220.0,2023-07-04 18:38:08.820,1.5.5,35.0,26.0,30,True,,typed_ast,conda-forge/typed-ast,,5523.0,,https://pypi.org/project/typed_ast,8473152.0,8652276.0,https://anaconda.org/conda-forge/typed-ast,2023-07-04 22:51:12.026,6090233.0,1.0,,2023-07-04 18:38:08.820,5523.0,,,,,,,,,,,,,,,,
99,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,,2009-10-02 00:43:37.000,2023-08-01 13:37:49.000,2023-08-01 13:37:48,1429.0,74.0,669.0,118.0,488.0,88.0,606.0,4874.0,2017-10-25 15:35:12.000,1.7.1,12.0,132.0,29,True,,pycodestyle,conda-forge/pycodestyle,,,,https://pypi.org/project/pycodestyle,28601466.0,28833056.0,https://anaconda.org/conda-forge/pycodestyle,2023-07-30 14:00:03.599,6716124.0,2.0,,,,,,,,,,,,,,,,,,,
100,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-08-02 19:28:32.000,2023-07-02 07:06:09,1159.0,7.0,118.0,34.0,268.0,109.0,269.0,2001.0,,,22.0,67.0,29,True,,flit,conda-forge/flit,,1512.0,1512.0,https://pypi.org/project/flit,214843.0,216964.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,165500.0,3.0,,,,,,,,,,,,,,,,,,,
101,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2023-06-18 06:48:16.000,2023-06-18 06:48:14,539.0,1.0,105.0,33.0,81.0,21.0,145.0,1475.0,2023-03-26 06:25:00.948,6.0.1,56.0,56.0,29,True,,radon,conda-forge/radon,,4808.0,4181.0,https://pypi.org/project/radon,401417.0,402306.0,https://anaconda.org/conda-forge/radon,2023-06-16 13:24:51.939,62292.0,2.0,,2023-03-26 06:25:00.948,627.0,,,,,,,,,,,,,,,,
102,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-08-01 07:45:40.000,2023-08-01 07:45:39,458.0,43.0,120.0,36.0,347.0,24.0,215.0,1185.0,2023-07-12 10:20:02.000,0.21.1,21.0,42.0,29,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],,,https://pypi.org/project/pytest-asyncio,6775576.0,6819502.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-07-12 15:08:45.602,1712849.0,2.0,141.0,,,,,,,,,,,,,,,,,,
103,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-07-06 16:17:57.000,2023-04-27 00:15:19,1004.0,,108.0,19.0,68.0,95.0,87.0,1108.0,2022-10-25 21:23:01.695,4.0.0,43.0,39.0,29,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7957.0,7283.0,https://pypi.org/project/pytest-benchmark,710561.0,731007.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1819700.0,2.0,,2022-10-25 21:23:01.695,674.0,,,,,,,,,,,,,,,,
104,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,,2011-12-14 15:33:15.000,2023-07-24 17:51:58.000,2023-05-22 18:16:01,1114.0,3.0,128.0,23.0,311.0,51.0,215.0,758.0,,,5.0,74.0,29,False,,nose2,conda-forge/nose2,,23629.0,23629.0,https://pypi.org/project/nose2,544508.0,546200.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,106636.0,2.0,,,,,,,,,,,,,,,,,,,
105,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2023-06-16 13:23:08.435,2022-12-31 03:02:53,264.0,,98.0,25.0,109.0,40.0,77.0,736.0,2019-12-10 01:50:33.000,0.8.1,14.0,33.0,29,True,,astor,conda-forge/astor,,2166.0,,https://pypi.org/project/astor,5653869.0,5681794.0,https://anaconda.org/conda-forge/astor,2023-06-16 13:23:08.435,2122347.0,2.0,,2019-12-10 01:50:33.000,2166.0,,,,,,,,,,,,,,,,
106,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-07-19 07:51:33.000,2023-02-28 20:05:14,1758.0,,179.0,19.0,357.0,168.0,398.0,687.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,29,False,breathe-doc/breathe,breathe,conda-forge/breathe,,10395.0,10395.0,https://pypi.org/project/breathe,294286.0,307348.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,495660.0,2.0,539.0,,,,,,,,,,,,,,,,,,
107,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2023-06-28 15:43:10.000,2022-11-08 15:07:52,1711.0,,172.0,55.0,274.0,134.0,232.0,564.0,2023-02-03 17:52:32.253,2.13.7,123.0,92.0,29,False,,zc.buildout,conda-forge/zc.buildout,,1042.0,,https://pypi.org/project/zc.buildout,76690.0,77942.0,https://anaconda.org/conda-forge/zc.buildout,2023-06-16 19:27:31.340,28803.0,3.0,,2022-04-07 19:12:49.000,1042.0,,,,,,,,,,,,,,,,
108,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/pylint-dev/pylint-django,https://github.com/pylint-dev/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2023-08-01 10:10:46.000,2023-05-15 04:10:28,628.0,5.0,116.0,16.0,184.0,51.0,167.0,559.0,2022-03-26 22:16:11.000,2.5.3,23.0,68.0,29,True,pylint-dev/pylint-django,pylint-django,conda-forge/pylint-django,['pylint'],26697.0,26697.0,https://pypi.org/project/pylint-django,1438672.0,1440569.0,https://anaconda.org/conda-forge/pylint-django,2023-06-16 13:25:11.432,158992.0,2.0,275.0,,,,,,,,,,,,,,,,,,
109,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,,2017-05-08 20:14:30.000,2023-06-18 23:54:48.000,2023-06-18 23:54:47,1112.0,2.0,93.0,22.0,107.0,9.0,104.0,556.0,,,21.0,46.0,29,False,,parso,conda-forge/parso,,328040.0,328040.0,https://pypi.org/project/parso,19652011.0,19874317.0,https://anaconda.org/conda-forge/parso,2023-06-16 13:24:17.757,15116813.0,2.0,,,,,,,,,,,,,,,,,,,
110,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2023-08-01 06:38:12.000,2023-05-03 14:19:26,474.0,,183.0,8.0,225.0,15.0,146.0,520.0,2021-11-11 20:59:17.000,3.3.1,28.0,64.0,29,True,,coveralls,conda-forge/coveralls,['pytest'],31804.0,31804.0,https://pypi.org/project/coveralls,415468.0,427759.0,https://anaconda.org/conda-forge/coveralls,2023-06-16 13:24:40.028,971041.0,2.0,,,,,,,,,,,,,,,,,,,
111,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2023-06-16 16:21:34.925,2022-12-27 17:54:48,436.0,,27.0,11.0,39.0,20.0,18.0,256.0,2022-10-29 15:21:26.062,1.2.0,31.0,9.0,29,True,,executing,conda-forge/executing,,93513.0,93364.0,https://pypi.org/project/executing,11532830.0,11720071.0,https://anaconda.org/conda-forge/executing,2023-06-16 16:21:34.925,8238610.0,2.0,,2022-10-29 15:21:26.062,149.0,,,,,,,,,,,,,,,,
112,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2023-07-16 14:41:21.000,2019-12-22 18:11:19,86.0,,48.0,8.0,35.0,25.0,21.0,204.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,29,False,,astunparse,conda-forge/astunparse,,82497.0,82061.0,https://pypi.org/project/astunparse,8368951.0,8392816.0,https://anaconda.org/conda-forge/astunparse,2023-06-16 13:24:50.388,1766048.0,2.0,,2019-12-22 18:12:11.000,436.0,,,,,,,,,,,,,,,,
113,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-08-02 14:44:09.000,2023-08-01 15:30:14,687.0,112.0,29.0,6.0,41.0,26.0,124.0,190.0,2023-07-17 12:45:24.000,0.32.3,42.0,20.0,29,True,,griffe,conda-forge/griffe,,2745.0,2745.0,https://pypi.org/project/griffe,652981.0,662254.0,https://anaconda.org/conda-forge/griffe,2023-07-17 21:07:00.790,157655.0,2.0,,,,,,,,,,,,,,,,,,,
114,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,11.0,45.0,2.0,30.0,127.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,29,True,,gast,conda-forge/gast,,128269.0,126327.0,https://pypi.org/project/gast,12545272.0,12610450.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2346430.0,2.0,,2023-04-29 19:44:01.995,1942.0,,,,,,,,,,,,,,,,
115,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2023-08-03 14:19:28.000,2023-08-03 14:17:33,2541.0,99.0,284.0,44.0,1311.0,395.0,1019.0,4990.0,2023-07-13 14:10:52.000,2023.07.13,111.0,131.0,28,True,,,conda-forge/mamba,,,,,,214793.0,https://anaconda.org/conda-forge/mamba,2023-07-13 16:48:37.318,8376959.0,3.0,,,,,,,,,,,,,,,,,,,
116,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-07-31 15:11:29.000,2023-04-11 16:04:33,1217.0,,380.0,47.0,417.0,119.0,199.0,3133.0,2022-10-05 17:13:10.000,1.4.0,37.0,73.0,28,True,,detect-secrets,,,35.0,,https://pypi.org/project/detect-secrets,390046.0,390046.0,,,,3.0,,2020-07-26 03:40:27.000,35.0,,,,,,,,,,,,,,,,
117,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-08-01 15:55:38.000,2023-08-01 15:55:37,1097.0,68.0,149.0,37.0,484.0,14.0,371.0,2749.0,,,118.0,34.0,28,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,432949.0,447569.0,https://anaconda.org/conda-forge/pyupgrade,2023-07-31 03:46:27.643,570187.0,2.0,,,,,,,,,,,,,,,,,,,
118,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2023-08-02 19:06:49.000,2023-08-01 23:18:14,3241.0,260.0,275.0,42.0,686.0,108.0,524.0,1828.0,2023-07-10 06:51:43.000,0.3.15,25.0,127.0,28,True,,briefcase,,,,,https://pypi.org/project/briefcase,4298.0,4301.0,,,,2.0,158.0,,,,,,,,,,,,,,,,,,
119,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,,2013-06-08 22:55:54.000,2023-08-02 09:52:21.000,2023-06-29 02:31:30,644.0,1.0,463.0,69.0,260.0,69.0,153.0,1713.0,,,7.0,91.0,28,False,,pyelftools,conda-forge/pyelftools,,5691.0,5691.0,https://pypi.org/project/pyelftools,1601277.0,1602825.0,https://anaconda.org/conda-forge/pyelftools,2023-06-16 13:24:33.275,137858.0,2.0,,,,,,,,,,,,,,,,,,,
120,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-07-17 23:38:14.000,2023-05-29 16:30:35,590.0,6.0,131.0,32.0,305.0,62.0,117.0,1521.0,2022-12-08 19:10:01.428,2.3.5,55.0,41.0,28,True,,safety,conda-forge/safety,,439.0,29.0,https://pypi.org/project/safety,995467.0,1005825.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,72820.0,3.0,366174.0,2022-10-04 21:08:20.401,410.0,,,,,,,,,,,,,,,,
121,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-07-19 08:46:00.000,2023-05-29 13:41:01,712.0,9.0,64.0,14.0,74.0,19.0,51.0,1190.0,2022-10-31 08:14:02.000,1.4.0,12.0,28.0,28,True,,yappi,conda-forge/yappi,,994.0,994.0,https://pypi.org/project/yappi,1669334.0,1671485.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,159213.0,2.0,,,,,,,,,,,,,,,,,,,
122,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-07-07 23:15:37.000,2022-07-14 18:31:38,706.0,,62.0,18.0,318.0,78.0,125.0,1144.0,2021-07-09 22:21:56.000,0.10.3,13.0,41.0,28,False,,pdbpp,conda-forge/pdbpp,,4980.0,4980.0,https://pypi.org/project/pdbpp,278874.0,280278.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,101135.0,2.0,,,,,,,,,,,,,,,,,,,
123,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,,2013-06-25 21:09:27.000,2023-07-02 12:36:24.393,2023-06-10 14:41:49,425.0,1.0,68.0,18.0,159.0,22.0,90.0,1102.0,2023-04-10 11:18:29.000,0.9.7,8.0,49.0,28,False,,pytest-sugar,conda-forge/pytest-sugar,['pytest'],22648.0,22648.0,https://pypi.org/project/pytest-sugar,973999.0,979822.0,https://anaconda.org/conda-forge/pytest-sugar,2023-07-02 12:36:24.393,203788.0,3.0,6.0,,,,,,,,,,,,,,,,,,
124,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-08-02 18:59:08.000,2023-07-12 15:07:37,1519.0,37.0,185.0,24.0,395.0,85.0,400.0,740.0,2022-12-17 15:59:27.000,7.1.0,50.0,119.0,28,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,16593409.0,16613946.0,https://anaconda.org/conda-forge/setuptools_scm,2023-06-16 13:24:17.147,1827816.0,3.0,,,,,,,,,,,,,,,,,,,
125,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-08-02 14:48:20.000,2023-08-02 14:48:20,633.0,6.0,104.0,25.0,155.0,21.0,65.0,713.0,2022-08-07 15:50:19.406,2.0.4,24.0,42.0,28,False,,pyhamcrest,conda-forge/pyhamcrest,,36563.0,34724.0,https://pypi.org/project/pyhamcrest,1527053.0,1532492.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,473264.0,3.0,,2022-08-07 15:50:19.406,1839.0,,,,,,,,,,,,,,,,
126,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,29.0,52.0,511.0,,,7.0,15.0,28,False,,coloredlogs,anaconda/coloredlogs,,24415.0,24415.0,https://pypi.org/project/coloredlogs,6545721.0,6545876.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11009.0,3.0,,,,,,,,,,,,,,,,,,,
127,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,56.0,95.0,479.0,,,18.0,22.0,28,False,,darglint,conda-forge/darglint,,19046.0,19046.0,https://pypi.org/project/darglint,520771.0,522265.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,70245.0,2.0,,,,,,,,,,,,,,,,,,,
128,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-07-27 02:41:54.000,2023-02-09 08:53:43,295.0,,61.0,19.0,62.0,21.0,53.0,477.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],18864.0,18864.0,https://pypi.org/project/sphinx-autobuild,466263.0,468860.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,197400.0,3.0,,,,,,,,,,,,,,,,,,,
