,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
41,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-10-05 22:24:56.000,2022-10-01 09:57:10,578.0,20.0,184.0,28.0,335.0,206.0,425.0,2021-11-18 00:41:06.000,21.3,39.0,81.0,36,True,66.0,packaging,conda-forge/packaging,,481406.0,463889.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,17517.0,113565210.0,113837718.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,20709514.0,1.0,560.0,,,,,,,,,,,,,,,,,,,
42,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-10-06 12:29:11.000,2022-10-06 12:29:11,537.0,19.0,7389.0,35.0,256.0,123.0,21602.0,2022-06-09 21:27:11.000,1.4.0,22.0,74.0,35,True,70.0,numpydoc,conda-forge/numpydoc,['sphinx'],38285.0,33894.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4391.0,345348.0,364833.0,https://anaconda.org/conda-forge/numpydoc,2022-07-19 05:18:08.354,1344524.0,2.0,,,,,,,,,,,,,,,,,,,,
43,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-10-02 08:41:53.000,2022-10-02 08:34:39,657.0,9.0,548.0,120.0,75.0,571.0,13053.0,2022-01-29 13:50:01.000,0.6.0,18.0,38.0,35,True,74.0,loguru,conda-forge/loguru,,29197.0,27488.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,4192561.0,4208389.0,https://anaconda.org/conda-forge/loguru,2022-04-08 18:48:43.959,696445.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,
44,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-10-03 14:12:07.000,2022-09-23 18:03:58,1207.0,2.0,858.0,217.0,269.0,398.0,12838.0,2020-04-23 19:07:36.000,0.30.0,68.0,137.0,35,True,356.0,yapf,conda-forge/yapf,,40746.0,38657.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2372068.0,2387302.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1157816.0,3.0,,,,,,,,,,,,,,,,,,,,
45,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-10-05 06:38:53.360,2022-10-04 14:11:18,9913.0,498.0,418.0,126.0,267.0,1326.0,7562.0,2022-10-04 16:13:06.767,1.1.2,211.0,123.0,35,True,215.0,nuitka,conda-forge/nuitka,,741.0,704.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,46071.0,51102.0,https://anaconda.org/conda-forge/nuitka,2022-10-05 06:38:53.360,392453.0,2.0,,,,,,,,,,,,,,,,,,,,
46,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-10-05 16:24:24.000,2022-09-23 15:19:12,23051.0,181.0,1604.0,205.0,5158.0,785.0,4903.0,2022-09-22 04:30:44.515,3.6.1,120.0,825.0,35,True,666.0,buildbot,conda-forge/buildbot,,755.0,298.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,30387.0,32597.0,https://anaconda.org/conda-forge/buildbot,2022-09-22 06:41:52.613,65070.0,2.0,28428.0,,,,,,,,,,,,,,,,,,,
47,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-09-14 19:17:35.000,2022-08-12 12:22:25,568.0,12.0,235.0,33.0,207.0,172.0,3427.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,35,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,4479.0,5245179.0,5250925.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,453952.0,2.0,,,,,,,,,,,,,,,,,,,,
48,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-10-06 14:44:22.000,2022-10-06 10:28:53,570.0,11.0,112.0,19.0,65.0,74.0,1410.0,2022-06-21 16:26:40.000,0.8.10,26.0,80.0,35,True,71.0,tabulate,conda-forge/tabulate,,93767.0,87125.0,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6642.0,42784883.0,42828429.0,https://anaconda.org/conda-forge/tabulate,2022-06-22 12:29:14.585,3353058.0,2.0,,,,,,,1.0,,,,,,,,,,,,,
49,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-09-15 04:48:17.000,2022-07-13 13:26:51,231.0,12.0,186.0,25.0,67.0,49.0,1360.0,2022-07-11 14:10:01.875,2.0.4,24.0,54.0,35,True,35.0,python-json-logger,conda-forge/python-json-logger,,29805.0,29076.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,6777376.0,6800248.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1509592.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-09-10 02:31:57.039,2021-09-14 17:41:07,402.0,,950.0,173.0,141.0,214.0,7233.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,419.0,pyautogui,conda-forge/pyautogui,,17979.0,17368.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,532188.0,534996.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,165702.0,2.0,,,,,,,,,,,,,,,,,,,,
51,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-10-06 14:25:33.000,2022-10-06 14:23:49,12740.0,802.0,394.0,106.0,323.0,225.0,6070.0,2022-09-09 15:56:37.775,0.9.16,74.0,222.0,34,True,111.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,177276.0,177276.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
52,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-10-03 21:56:54.000,2022-10-03 21:56:54,1186.0,18.0,201.0,45.0,249.0,162.0,2502.0,2022-07-19 14:27:35.000,2022.1.2,75.0,90.0,34,True,148.0,pudb,conda-forge/pudb,,4154.0,3415.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,390201.0,392339.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,160383.0,1.0,,,,,,,,,,,,,,,,,,,,
53,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-09-27 13:38:27.000,2022-09-26 15:16:45,8342.0,155.0,272.0,56.0,900.0,2701.0,1532.0,2022-07-30 21:59:57.000,4.4.0,29.0,145.0,34,True,645.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,276827.0,281912.0,https://anaconda.org/conda-forge/scons,2022-08-04 12:06:30.011,339593.0,2.0,738.0,,,,,,,,,,,,,,,,,,,
54,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-10-06 14:14:09.423,2022-10-05 19:28:12,519.0,21.0,118.0,33.0,196.0,114.0,1458.0,2022-10-05 18:54:14.310,3.10.0,58.0,62.0,34,True,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],35270.0,30891.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,4379.0,7354970.0,7377876.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1718004.0,2.0,,,,,,,,,,,,,,,,,,,,
55,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2022-10-06 13:46:06.000,2022-10-06 13:46:01,2658.0,95.0,156.0,26.0,236.0,178.0,1408.0,2022-07-29 12:59:00.921,1.3.0,75.0,71.0,34,True,73.0,rope,conda-forge/rope,,1602.0,,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,566236.0,579258.0,https://anaconda.org/conda-forge/rope,2022-07-29 18:04:29.841,859469.0,1.0,,,,,,,,,,,,,,,,,,,,
56,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-09-27 13:35:17.000,2022-09-27 13:35:17,1044.0,1.0,269.0,33.0,491.0,387.0,1332.0,2022-06-01 11:37:12.000,4.0.1,50.0,107.0,34,True,41.0,twine,conda-forge/twine,,84077.0,71541.0,https://pypi.org/project/twine,2022-06-01 11:02:29.000,12536.0,3219117.0,3226877.0,https://anaconda.org/conda-forge/twine,2022-06-09 13:25:42.238,574259.0,2.0,,,,,,,,,,,,,,,,,,,,
57,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-09-12 21:01:06.000,2022-09-12 21:01:02,458.0,14.0,326.0,108.0,265.0,177.0,9124.0,2022-09-07 22:01:08.223,0.3.14,38.0,30.0,33,True,92.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,40.0,964568.0,974698.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,334121.0,2.0,10277.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,586.0,401863.0,,
58,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-10-06 03:59:05.000,2022-10-05 15:56:20,570.0,33.0,626.0,110.0,643.0,790.0,6941.0,2022-09-28 19:15:13.007,1.26.1,85.0,28.0,33,True,27.0,playwright,,,1976.0,1900.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,1066753.0,1066753.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
59,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-10-05 22:56:03.000,2022-10-05 22:56:01,5603.0,208.0,256.0,55.0,745.0,455.0,3926.0,2022-09-28 00:15:14.752,2022.9.27,151.0,85.0,33,True,99.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,101.0,354156.0,357987.0,https://anaconda.org/conda-forge/pytype,2022-09-28 22:12:19.643,111111.0,2.0,,,,,,,,,,,,,,,,,,,,
60,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-10-06 13:02:28.000,2022-10-06 13:02:28,1238.0,62.0,225.0,57.0,1004.0,791.0,2160.0,2022-10-04 22:53:23.951,2.1.108,195.0,108.0,33,True,135.0,pex,,,133.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,133.0,489108.0,537032.0,,,,2.0,1437745.0,,,,,,,,,,,,,,,,,,,
61,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-10-05 11:56:06.000,2022-10-05 11:56:02,3517.0,52.0,197.0,40.0,32.0,799.0,1770.0,2022-09-28 23:09:51.000,7.7.0,254.0,25.0,33,False,19.0,pyarmor,,,527.0,513.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,14.0,590858.0,590858.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
62,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2022-09-16 13:56:20.000,2022-08-20 08:31:04,665.0,2.0,163.0,31.0,146.0,133.0,1506.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,29052.0,28151.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,6940708.0,6966231.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1556923.0,2.0,,,,,,,,,,,,,,,,,,,,
63,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,371.0,48.0,261.0,462.0,1355.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,447.0,nose,conda-forge/nose,,174472.0,129865.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44607.0,5103069.0,5134500.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2420237.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,
64,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-09-09 12:13:22.000,2022-09-06 20:37:38,1005.0,10.0,166.0,46.0,313.0,289.0,987.0,2021-12-10 11:41:55.000,2.5.0,58.0,84.0,33,True,205.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4688.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4688.0,5945928.0,5991769.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,3438092.0,2.0,,,,,,,,,,,,,,,,,,,,
65,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-10-03 19:51:23.000,2022-09-14 17:44:44,1361.0,25.0,171.0,24.0,338.0,343.0,632.0,2022-07-11 12:26:57.000,7.0.5,78.0,109.0,33,True,85.0,setuptools_scm,conda-forge/setuptools_scm,,520.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,520.0,14191108.0,14206394.0,https://anaconda.org/conda-forge/setuptools_scm,2022-07-11 20:49:26.454,1207603.0,2.0,,,,,,,,,,,,,,,,,,,,
66,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-09-27 09:42:31.000,2022-09-27 09:42:30,794.0,5.0,106.0,25.0,125.0,303.0,343.0,2021-12-22 12:22:00.000,0.37.1,66.0,65.0,33,True,37.0,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,118769876.0,119344975.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,43132490.0,2.0,,,,,,,,,,,,,,,,,,,,
67,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-10-05 17:52:20.000,2022-10-05 17:52:20,2921.0,47.0,2580.0,382.0,855.0,1478.0,28956.0,2022-09-03 22:55:24.000,2.3.4,60.0,382.0,32,True,33.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,8053.0,8053.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
68,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-10-04 09:45:14.000,2022-10-03 07:36:15,768.0,40.0,195.0,54.0,112.0,89.0,4808.0,2022-08-21 16:25:32.877,4.3.0,38.0,45.0,32,True,16.0,pyinstrument,conda-forge/pyinstrument,,1011.0,905.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,106.0,489055.0,490913.0,https://anaconda.org/conda-forge/pyinstrument,2022-08-21 20:28:12.470,135634.0,2.0,,,,,,,,,,,,,,,,,,,,
69,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-10-06 10:01:41.000,2022-10-05 10:57:11,2302.0,55.0,299.0,65.0,935.0,304.0,3752.0,2022-10-02 11:00:01.178,6.1.1,41.0,115.0,32,True,2.0,mimesis,conda-forge/mimesis,,61.0,,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,61.0,172495.0,174245.0,https://anaconda.org/conda-forge/mimesis,2022-10-02 13:13:51.318,47118.0,2.0,369.0,,,,,,,,,,,,,,,,,,,
70,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-09-08 09:01:34.000,2022-09-08 09:01:23,1479.0,18.0,154.0,50.0,160.0,212.0,1470.0,2022-04-22 15:33:23.000,0.36.0,48.0,66.0,32,True,67.0,doit,conda-forge/doit,,1328.0,1047.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,281.0,297585.0,299788.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,127817.0,3.0,,,,,,,,,,,,,,,,,,,,
71,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-09-14 06:42:31.877,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1424.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,32,False,64.0,logbook,conda-forge/logbook,,4672.0,3489.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1604160.0,1606198.0,https://anaconda.org/conda-forge/logbook,2022-09-14 06:42:31.877,87507.0,2.0,280.0,,,,,,,,,,,,,,,,,,,
72,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-10-04 05:37:53.000,2022-10-04 05:37:52,324.0,26.0,111.0,35.0,201.0,190.0,1017.0,2022-07-15 08:25:25.352,0.19.0,32.0,39.0,32,True,33.0,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],2057.0,,https://pypi.org/project/pytest-asyncio,2022-07-15 08:25:25.352,2057.0,3938106.0,3957222.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-07-15 14:13:02.270,1242336.0,2.0,40.0,,,,,,,,,,,,,,,,,,,
73,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-09-15 18:36:34.000,2022-04-05 09:33:19,724.0,,173.0,21.0,303.0,211.0,949.0,2021-05-17 20:37:45.000,6.1.1,17.0,81.0,32,True,91.0,pydocstyle,conda-forge/pydocstyle,,36899.0,34504.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2538207.0,2550515.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,923100.0,2.0,57.0,,,,,,,,,,,,,,,,,,,
74,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-10-04 19:09:51.000,2022-10-04 19:09:48,1085.0,40.0,136.0,24.0,283.0,211.0,729.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,48.0,nose2,conda-forge/nose2,,6331.0,5249.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,1082.0,571435.0,572713.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,67754.0,2.0,,,,,,,,,,,,,,,,,,,,
75,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-05-06 18:17:17.000,2021-09-24 20:53:41,351.0,,180.0,21.0,79.0,54.0,659.0,2021-12-15 14:50:58.488,0.0.1,25.0,28.0,32,False,89.0,alabaster,conda-forge/alabaster,['sphinx'],80208.0,72528.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7680.0,6121027.0,6184649.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,4771722.0,2.0,,,,,,,,,,,,,,,,,,,,
76,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-09-30 13:24:53.000,2022-07-17 11:28:12,387.0,3.0,183.0,20.0,245.0,190.0,528.0,2022-07-04 14:37:44.000,3.1.1,44.0,45.0,32,True,103.0,pytest-html,conda-forge/pytest-html,['pytest'],25085.0,24401.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,684.0,2414118.0,2418592.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,290827.0,2.0,,,,,,,,,,,,,,,,,,,,
77,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-10-06 09:50:52.000,2022-10-06 09:50:35,9975.0,16.0,4927.0,1071.0,326.0,4712.0,24816.0,2022-09-06 13:26:21.172,1.6.9,84.0,119.0,31,True,52.0,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-06-03 22:10:42.000,6.0,7599.0,7599.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
78,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-10-05 19:24:41.000,2022-10-05 19:24:39,2600.0,114.0,217.0,63.0,179.0,166.0,6024.0,2022-09-24 17:19:01.377,1.5.13,132.0,31.0,31,True,71.0,scalene,,,139.0,136.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,3.0,11399.0,11399.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
79,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-10-04 20:12:37.000,2022-10-04 19:43:37,1207.0,43.0,301.0,46.0,357.0,186.0,2481.0,2022-10-05 17:13:10.000,1.4.0,37.0,68.0,31,True,96.0,detect-secrets,,,24.0,,https://pypi.org/project/detect-secrets,2022-02-16 21:40:39.000,24.0,417174.0,417174.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
80,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2022-09-15 14:17:35.000,2021-12-30 16:31:44,354.0,,135.0,27.0,75.0,118.0,1609.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,31,True,61.0,ipdb,conda-forge/ipdb,,43520.0,34795.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8725.0,2688394.0,2692357.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,297242.0,1.0,,,,,,,,,,,,,,,,,,,,
81,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-09-24 13:29:15.000,2022-09-24 13:29:15,633.0,28.0,457.0,71.0,247.0,138.0,1516.0,,,10.0,86.0,31,True,63.0,pyelftools,conda-forge/pyelftools,,4503.0,3977.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,526.0,1534249.0,1535542.0,https://anaconda.org/conda-forge/pyelftools,2022-08-12 23:44:46.717,102171.0,1.0,,,,,,,,,,,,,,,,,,,,
82,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-10-05 21:47:56.000,2022-10-05 21:39:15,485.0,55.0,121.0,31.0,272.0,95.0,1376.0,2022-10-05 21:54:12.383,2.3.1,50.0,39.0,31,True,60.0,safety,conda-forge/safety,,357.0,3.0,https://pypi.org/project/safety,2022-06-28 21:38:28.000,354.0,1167443.0,1175137.0,https://anaconda.org/conda-forge/safety,2022-10-05 14:19:10.730,39416.0,2.0,208743.0,,,,,,,,,,,,,,,,,,,
