,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,new_addition,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads
80,Diamond,https://github.com/python-diamond/Diamond,,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,profiling,27,False,python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2020-12-28 06:55:11.000,2018-03-15 16:54:31.000,1596.0,2016-11-25 22:13:29.000,4.0.515,36.0,,,diamond,592.0,226.0,128.0,3219.0,85.0,54.0,342.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,31.0,19085.0,19085.0,,,,2.0,,,,,,,,,
81,prospector,https://github.com/PyCQA/prospector,,"Inspects Python source files and provides information about type and location of classes, methods etc.",code-metrics,27,True,PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2020-12-30 15:25:53.000,2020-10-21 22:30:57.000,1358.0,2020-10-21 22:32:26.000,1.3.1,91.0,conda-forge/prospector,,prospector,115.0,36.0,211.0,1051.0,3155.0,2017.0,67.0,https://pypi.org/project/prospector,2020-10-21 22:31:43.000,1138.0,68286.0,68689.0,https://anaconda.org/conda-forge/prospector,2020-11-18 00:26:14.628,21401.0,2.0,,,,,,,,,
82,wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,,The strictest and most opinionated python linter ever!.,linters,27,True,wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2021-01-12 08:17:55.000,2021-01-12 08:17:51.000,1321.0,2020-07-29 16:50:22.000,0.14.1,48.0,,,wemake-python-styleguide,256.0,102.0,815.0,1516.0,242.0,235.0,130.0,https://pypi.org/project/wemake-python-styleguide,2020-07-29 15:43:28.000,7.0,17220.0,17220.0,,,,2.0,,,,,,,,,
83,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,27,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2021-01-12 15:03:49.000,2021-01-12 15:03:47.000,1142.0,,,7.0,conda-forge/pyelftools,,pyelftools,377.0,48.0,107.0,565.0,2546.0,1662.0,73.0,https://pypi.org/project/pyelftools,2019-12-05 13:39:36.000,884.0,399312.0,400281.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,56237.0,2.0,,,,,,,,,
84,vulture,https://github.com/jendrikseipp/vulture,,Find dead Python code.,refactoring,27,True,jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2020-11-20 08:50:44.000,2020-11-20 08:50:43.000,1122.0,2020-08-19 09:18:57.000,2.1,39.0,conda-forge/vulture,,vulture,63.0,8.0,127.0,667.0,1153.0,793.0,25.0,https://pypi.org/project/vulture,2020-08-11 21:29:41.000,360.0,59496.0,60204.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,37558.0,2.0,,,,,,,,,
85,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,27,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2020-12-08 01:22:37.000,2020-09-01 16:32:08.000,943.0,2020-09-04 06:38:01.000,0.33.1,43.0,conda-forge/doit,,doit,112.0,65.0,185.0,1339.0,1112.0,646.0,50.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000,466.0,35522.0,36593.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103,39663.0,3.0,,,,,,,,,
86,safety,https://github.com/pyupio/safety,,Safety checks your installed dependencies for known security vulnerabilities.,security,27,True,pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2021-01-11 20:29:46.000,2021-01-11 20:29:46.000,926.0,2021-01-11 04:10:50.000,1.10.2,36.0,conda-forge/safety,,safety,79.0,40.0,67.0,368.0,2138.0,1594.0,35.0,https://pypi.org/project/safety,2021-01-11 04:10:50.000,544.0,228623.0,230658.0,https://anaconda.org/conda-forge/safety,2021-01-11 13:52:07.584,11915.0,2.0,14407.0,,,,,,,,
87,nose2,https://github.com/nose-devs/nose2,,"The successor to nose, based on unittest2.",testing,27,True,nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2021-01-03 17:10:37.000,2020-03-03 16:52:03.000,660.0,2020-02-02 00:58:56.000,0.9.2,25.0,conda-forge/nose2,,nose2,127.0,62.0,178.0,934.0,5298.0,3360.0,69.0,https://pypi.org/project/nose2,2020-02-02 00:58:56.000,1938.0,151491.0,152225.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,23507.0,2.0,,,,,,,,,
88,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,27,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2020-12-23 06:06:36.000,2020-12-09 16:11:46.000,558.0,2020-11-27 15:28:40.000,1.3.2,17.0,conda-forge/yappi,,yappi,38.0,10.0,30.0,635.0,989.0,349.0,21.0,https://pypi.org/project/yappi,2020-11-27 15:28:40.000,640.0,65815.0,67177.0,https://anaconda.org/conda-forge/yappi,2020-11-28 16:22:51.992,58574.0,2.0,,,,,,,,,
89,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,27,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2020-12-23 02:40:21.000,2020-01-08 07:29:19.000,542.0,2019-12-10 01:50:33.000,0.8.1,14.0,conda-forge/astor,,astor,77.0,35.0,67.0,258.0,3756.0,,28.0,https://pypi.org/project/astor,2019-12-10 01:50:33.000,3756.0,1888248.0,1910797.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1014717.0,2.0,,,,,,,,,
90,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,27,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2021-01-12 09:07:20.984,2021-01-10 12:24:27.000,436.0,2021-01-10 12:27:12.000,2.4.2,48.0,conda-forge/pylint-django,['pylint'],pylint-django,93.0,20.0,142.0,529.0,13604.0,11358.0,55.0,https://pypi.org/project/pylint-django,2021-01-10 12:25:25.000,2246.0,240087.0,241408.0,https://anaconda.org/conda-forge/pylint-django,2021-01-12 09:07:20.984,69526.0,2.0,160.0,,,,,,,,
91,python-coloredlogs,https://github.com/xolox/python-coloredlogs,,Colored terminal output for Python's logging module.,logging,27,True,xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2020-12-10 13:10:51.000,2020-12-10 13:09:55.000,392.0,2018-04-29 22:06:15.000,9.3.1,62.0,,,coloredlogs,34.0,20.0,49.0,271.0,8605.0,6509.0,16.0,https://pypi.org/project/coloredlogs,2020-12-10 13:10:51.000,2096.0,551690.0,551690.0,,,,3.0,,True,,,,,,,
92,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,27,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2020-12-11 12:47:31.000,2020-05-15 02:47:02.000,379.0,2020-05-15 02:43:35.000,1.4.1,26.0,conda-forge/ddt,,ddt,93.0,16.0,29.0,206.0,5704.0,3220.0,32.0,https://pypi.org/project/ddt,2020-05-15 02:43:35.000,2484.0,126311.0,127452.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,52511.0,2.0,,,,,,,,,
93,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,27,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2020-11-26 20:25:06.000,2020-11-26 20:24:53.000,96.0,2020-08-07 21:45:21.000,0.4.0,16.0,conda-forge/gast,,gast,20.0,4.0,20.0,80.0,48517.0,45129.0,10.0,https://pypi.org/project/gast,2020-08-07 21:45:21.000,3388.0,3937978.0,3968042.0,https://anaconda.org/conda-forge/gast,2020-08-07 22:36:47.303,962077.0,2.0,,,-1.0,,,,,,
94,pyenv,https://github.com/pyenv/pyenv,,Simple Python version management.,virtual-envs,26,True,pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2021-01-11 17:11:37.000,2021-01-10 14:50:28.000,22019.0,2021-01-10 03:54:20.000,1.2.22,30.0,,,pyenv,1917.0,294.0,949.0,2353.0,1.0,,300.0,https://pypi.org/project/pyenv,2019-01-12 14:42:27.000,1.0,3945.0,3945.0,,,,2.0,,,,,,,,,
95,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,26,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2021-01-11 05:32:45.000,2021-01-06 18:25:58.000,6396.0,2020-02-24 06:04:00.000,0.3.3,26.0,,,py-spy,216.0,53.0,126.0,340.0,544.0,519.0,19.0,https://pypi.org/project/py-spy,2020-06-22 23:38:51.000,25.0,217660.0,217886.0,,,,3.0,4079.0,,,py-spy,,,,,
96,pyright,https://github.com/microsoft/pyright,,Static type checker for Python.,linters,26,True,Microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2021-01-12 22:39:10.000,2021-01-12 22:39:03.000,6126.0,2021-01-11 16:49:17.000,1.1.101,185.0,,,,254.0,2.0,1173.0,2843.0,41.0,37.0,48.0,,,,,24579.0,,,,2.0,,,,,pyright,https://www.npmjs.com/package/pyright,2021-01-11 16:47:07.310,4.0,24579.0
97,pyre-check,https://github.com/facebook/pyre-check,,Performant type-checking for python.,linters,26,True,facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2021-01-12 20:13:45.000,2021-01-11 19:44:23.000,5125.0,2020-11-12 01:14:55.000,0.0.58,54.0,,,pyre-check,296.0,59.0,172.0,8320.0,23.0,,140.0,https://pypi.org/project/pyre-check,2020-11-12 01:14:55.000,23.0,5773.0,5773.0,,,,2.0,,,,,,,,,
98,coala,https://github.com/coala/coala,,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",linters,26,True,coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-01-08 15:51:12.000,2020-05-04 07:15:23.000,3118.0,2017-05-30 10:07:57.000,0.11.1,730.0,,,coala-bears,1363.0,852.0,2353.0,4469.0,82.0,10.0,473.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,72.0,5719.0,5720.0,,,,2.0,135.0,,,,,,,,
99,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,26,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2021-01-12 19:18:36.000,2021-01-12 19:18:29.000,1041.0,2019-08-08 15:19:16.000,3.1.2,14.0,conda-forge/scons,,scons,208.0,664.0,2616.0,6812.0,50.0,,129.0,https://pypi.org/project/scons,2019-12-17 02:49:51.000,50.0,91328.0,94354.0,https://anaconda.org/conda-forge/scons,2021-01-08 12:12:21.963,138528.0,3.0,341.0,,2.0,,,,,,
100,pytest-bdd,https://github.com/pytest-dev/pytest-bdd,,BDD library for the py.test runner.,testing,26,True,pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2020-12-07 12:42:45.000,2020-12-07 12:38:07.000,760.0,2020-12-07 12:41:15.000,4.0.2,89.0,conda-forge/pytest-bdd,['pytest'],pytest-bdd,129.0,102.0,126.0,634.0,1361.0,1093.0,37.0,https://pypi.org/project/pytest-bdd,2020-12-07 12:41:15.000,268.0,55756.0,56642.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,17729.0,3.0,,,,,,,,,
101,pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,,py.test fixture for benchmarking code.,testing,26,True,ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2020-11-02 10:37:20.000,2020-11-02 10:37:12.000,695.0,2020-01-10 10:25:10.000,3.2.3,39.0,conda-forge/pytest-benchmark,['pytest'],pytest-benchmark,62.0,62.0,74.0,953.0,2224.0,1494.0,29.0,https://pypi.org/project/pytest-benchmark,2020-01-10 10:25:10.000,730.0,119860.0,125516.0,https://anaconda.org/conda-forge/pytest-benchmark,2020-03-24 11:45:49.727,328080.0,3.0,,,,,,,,,
102,green,https://github.com/CleanCut/green,,"Green is a clean, colorful, fast python test runner.",testing,26,True,CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2020-12-14 17:20:18.000,2020-12-14 17:20:18.000,680.0,2020-11-23 18:43:18.000,3.2.5,139.0,conda-forge/green,,green,73.0,12.0,158.0,1036.0,903.0,545.0,37.0,https://pypi.org/project/green,2020-11-23 18:43:18.000,358.0,9055.0,10636.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,63263.0,3.0,,,,,,,,,
103,pytest-sugar,https://github.com/Teemu/pytest-sugar,,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",testing,26,True,Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2020-10-24 19:01:48.000,2020-10-24 18:04:51.000,660.0,2020-04-26 13:34:09.000,0.9.3,24.0,conda-forge/pytest-sugar,['pytest'],pytest-sugar,48.0,35.0,68.0,344.0,11150.0,6570.0,38.0,https://pypi.org/project/pytest-sugar,2020-04-26 13:34:09.000,4580.0,214985.0,217088.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029,86256.0,3.0,,,,,,,,,
104,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,26,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2020-12-30 21:40:44.000,2020-11-22 13:22:19.000,647.0,2019-04-18 20:10:18.000,0.10.2,25.0,conda-forge/pdbpp,,pdbpp,35.0,50.0,105.0,682.0,2792.0,1836.0,39.0,https://pypi.org/project/pdbpp,2019-10-04 12:04:09.000,956.0,68062.0,69255.0,https://anaconda.org/conda-forge/pdbpp,2019-05-07 20:32:36.208,48951.0,2.0,,,,,,,,,
105,PyHamcrest,https://github.com/hamcrest/PyHamcrest,,Hamcrest matchers for Python.,testing,26,True,hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2020-10-30 10:46:27.000,2020-10-23 23:38:43.000,516.0,2020-03-02 14:42:32.000,2.0.2,22.0,conda-forge/pyhamcrest,,pyhamcrest,79.0,10.0,40.0,531.0,3392.0,,34.0,https://pypi.org/project/pyhamcrest,2020-03-02 14:42:32.000,3392.0,1472852.0,1478428.0,https://anaconda.org/conda-forge/pyhamcrest,2020-03-02 15:36:14.195,312277.0,3.0,,,,,,,,,
106,buildout,https://github.com/buildout/buildout,,Buildout is a deployment automation tool written in and extended with Python.,build-tools,26,False,buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2020-10-13 15:54:16.000,2020-10-13 15:54:13.000,500.0,2020-02-11 15:14:12.000,2.13.3,100.0,,,zc.buildout,170.0,138.0,184.0,1574.0,1974.0,,87.0,https://pypi.org/project/zc.buildout,2020-05-25 08:46:02.000,1974.0,90766.0,90766.0,,,,3.0,,,,,,,,,
107,nox,https://github.com/theacodes/nox,,Flexible test automation for Python.,testing,26,True,theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000,2021-01-06 20:13:32.270,2021-01-01 01:11:36.000,470.0,2021-01-01 01:16:23.000,2020.12.31,18.0,conda-forge/nox,['pytest'],nox,80.0,50.0,139.0,340.0,471.0,415.0,47.0,https://pypi.org/project/nox,2021-01-01 01:16:23.000,56.0,246908.0,247487.0,https://anaconda.org/conda-forge/nox,2021-01-06 20:13:32.270,15637.0,3.0,,,,,,,,,
108,sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,,Type hints support for the Sphinx autodoc extension.,documentation,26,True,agronholm/sphinx-autodoc-typehints,https://github.com/agronholm/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2020-12-21 10:53:12.000,2020-10-12 20:32:13.000,299.0,2020-06-21 06:33:28.000,1.11.1,28.0,conda-forge/sphinx-autodoc-typehints,['sphinx'],sphinx-autodoc-typehints,60.0,39.0,66.0,157.0,1380.0,,27.0,https://pypi.org/project/sphinx-autodoc-typehints,2020-10-12 20:37:53.000,1380.0,85047.0,88134.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2020-10-12 21:34:27.077,117329.0,2.0,,,,,,,,,
109,sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,documentation,26,True,executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2020-12-18 12:21:01.000,2020-11-05 11:21:34.000,297.0,2017-07-05 10:52:34.000,0.7.1,13.0,conda-forge/sphinx-autobuild,['sphinx'],sphinx-autobuild,48.0,10.0,44.0,276.0,4682.0,,17.0,https://pypi.org/project/sphinx-autobuild,2017-07-05 10:52:34.000,4682.0,121779.0,122583.0,https://anaconda.org/conda-forge/sphinx-autobuild,2020-12-16 17:57:16.464,36224.0,2.0,,,,,,,,,
110,pep8-naming,https://github.com/PyCQA/pep8-naming,,Naming Convention checker for Python.,linters,26,False,PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2021-01-05 20:59:00.000,2021-01-05 19:26:21.000,270.0,2020-06-16 23:48:52.000,0.11.1,21.0,conda-forge/pep8-naming,,pep8-naming,44.0,9.0,61.0,210.0,8518.0,5490.0,26.0,https://pypi.org/project/pep8-naming,2020-06-16 23:48:52.000,3028.0,256268.0,259220.0,https://anaconda.org/conda-forge/pep8-naming,2020-07-01 03:49:33.929,174173.0,2.0,,,,,,,,,
111,pytest-mypy,https://github.com/dbader/pytest-mypy,,Mypy static type checker plugin for Pytest.,testing,26,True,dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2020-11-24 14:50:18.057,2020-11-13 23:44:03.000,185.0,2020-11-14 01:36:41.000,0.8.0,16.0,conda-forge/pytest-mypy,['pytest'],pytest-mypy,31.0,8.0,32.0,202.0,1114.0,848.0,15.0,https://pypi.org/project/pytest-mypy,2020-11-14 01:36:41.000,266.0,97015.0,97596.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,6401.0,3.0,,,,,,,,,
112,sqlmap,https://github.com/sqlmapproject/sqlmap,,Automatic SQL injection and database takeover tool.,security,25,True,sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2021-01-12 15:55:30.000,2021-01-12 15:55:24.000,19128.0,2021-01-03 14:27:24.000,1.5,63.0,,,sqlmap,4096.0,44.0,4140.0,9671.0,8.0,,103.0,https://pypi.org/project/sqlmap,2021-01-03 14:25:31.000,8.0,5648.0,5648.0,,,,2.0,,,,,,,,,
113,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,25,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2021-01-12 23:05:00.000,2021-01-11 22:05:03.000,3701.0,2020-12-28 21:46:10.000,0.171.1,43.0,,,playwright,285.0,29.0,141.0,256.0,67.0,67.0,13.0,https://pypi.org/project/playwright,2020-12-28 21:47:53.000,0.0,14397.0,14397.0,,,,3.0,,True,,,,,,,
114,line_profiler,https://github.com/pyutils/line_profiler,,Line-by-line profiling for Python.,profiling,25,True,pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2020-11-25 23:27:25.000,2020-11-19 15:52:01.000,3490.0,2020-01-12 22:11:51.000,3.0.2,8.0,conda-forge/line_profiler,,line_profiler,245.0,21.0,7.0,139.0,692.0,,20.0,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,692.0,197890.0,200501.0,https://anaconda.org/conda-forge/line_profiler,2020-11-21 01:07:52.592,146237.0,3.0,,,,,,,,,
115,uiautomator,https://github.com/xiaocong/uiautomator,,Python wrapper of Android uiautomator test tool.,testing,25,True,xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2020-12-29 05:34:09.000,2020-11-16 01:36:32.000,1624.0,2020-11-16 03:43:07.000,1.0.2,41.0,,,uiautomator,571.0,165.0,114.0,316.0,295.0,173.0,13.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,122.0,4525.0,4525.0,,,,3.0,,,,,,,,,
116,flit,https://github.com/takluyver/flit,,Simplified packaging of Python modules.,build-tools,25,True,takluyver/flit,https://github.com/takluyver/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2020-12-04 10:55:35.000,2020-11-19 11:50:56.000,1284.0,2020-04-08 08:04:11.000,3.0.0,38.0,conda-forge/flit,,flit,63.0,68.0,147.0,847.0,226.0,,41.0,https://pypi.org/project/flit,2020-09-06 10:57:48.000,226.0,35298.0,36712.0,https://anaconda.org/conda-forge/flit,2020-10-14 10:18:51.643,66475.0,3.0,,,,,,,,,
117,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,25,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2020-10-21 02:59:32.000,2020-10-18 16:56:10.000,1273.0,2020-10-06 16:13:40.000,0.12.10,449.0,,,pybuilder,230.0,83.0,388.0,1284.0,110.0,,35.0,https://pypi.org/project/pybuilder,2020-10-18 17:13:30.000,110.0,7009.0,7009.0,,,,3.0,,,,,,,,,
118,pympler,https://github.com/pympler/pympler,,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",profiling,25,True,pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2020-12-22 22:15:18.000,2020-10-15 19:16:49.000,722.0,2016-03-31 11:48:42.000,0.4.3,15.0,conda-forge/pympler,,pympler,67.0,32.0,46.0,443.0,478.0,,26.0,https://pypi.org/project/pympler,2020-10-14 20:27:50.000,478.0,97725.0,101242.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,161815.0,3.0,,,,,,,,,
119,sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,,Sphinx Bootstrap Theme.,documentation,25,False,ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2020-05-13 20:22:32.000,2019-09-25 19:17:09.000,574.0,2019-03-29 17:36:17.000,0.7.0,55.0,,['sphinx'],sphinx-bootstrap-theme,180.0,47.0,78.0,393.0,2634.0,1862.0,37.0,https://pypi.org/project/sphinx-bootstrap-theme,2019-03-29 17:36:17.000,772.0,24050.0,24050.0,,,,2.0,,,,,,,,,
120,typeguard,https://github.com/agronholm/typeguard,,Run-time type checker for Python.,debugging,25,True,agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2021-01-09 11:48:40.000,2021-01-09 11:48:40.000,559.0,2020-10-19 08:18:56.000,2.10.0,37.0,conda-forge/typeguard,,typeguard,51.0,26.0,107.0,219.0,158.0,,16.0,https://pypi.org/project/typeguard,2020-10-19 08:18:56.000,158.0,554182.0,555195.0,https://anaconda.org/conda-forge/typeguard,2020-06-07 13:28:30.133,24312.0,3.0,,,,,,,,,
121,pytest-watch,https://github.com/joeyespo/pytest-watch,,Local continuous test runner with pytest and watchdog.,testing,25,False,joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2020-11-14 03:41:13.000,2019-06-15 20:36:43.000,532.0,2018-05-20 19:52:16.000,4.2.0,17.0,conda-forge/pytest-watch,['pytest'],pytest-watch,48.0,30.0,40.0,183.0,2153.0,1926.0,16.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,227.0,100827.0,101676.0,https://anaconda.org/conda-forge/pytest-watch,2020-10-13 03:33:27.252,30570.0,3.0,,,,,,,,,
122,Mamba Test Runner,https://github.com/nestorsalceda/mamba,,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,testing,25,True,nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2020-11-17 20:29:45.000,2020-11-16 12:31:58.000,453.0,2020-11-16 12:36:24.000,0.11.2,21.0,,,mamba,61.0,45.0,52.0,468.0,220.0,,22.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,220.0,8723.0,8723.0,,,,3.0,,True,,,,,,,
123,paver,https://github.com/paver/paver,,Python-based project scripting.,build-tools,25,True,paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2020-12-29 19:27:26.000,2020-12-29 19:24:52.000,434.0,2017-12-31 01:13:41.000,1.3.4,28.0,conda-forge/paver,,paver,76.0,36.0,90.0,525.0,1876.0,,44.0,https://pypi.org/project/paver,2017-12-31 01:13:41.000,1876.0,18361.0,18753.0,https://anaconda.org/conda-forge/paver,2018-07-24 12:48:36.122,19621.0,3.0,,,,,,,,,
124,autoflake,https://github.com/myint/autoflake,,Removes unused imports and unused variables as reported by pyflakes.,refactoring,25,True,myint/autoflake,https://github.com/myint/autoflake,MIT,2012-12-27 03:40:17.000,2020-12-27 17:36:41.000,2020-12-27 17:36:40.000,340.0,2019-08-04 15:14:24.000,1.3.1,36.0,conda-forge/autoflake,,autoflake,38.0,22.0,32.0,439.0,2389.0,1809.0,17.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,580.0,168850.0,171452.0,https://anaconda.org/conda-forge/autoflake,2019-04-25 16:08:45.978,54656.0,2.0,,,,,,,,,
125,check-manifest,https://github.com/mgedmin/check-manifest,,Tool to check the completeness of MANIFEST.in for Python packages.,linters,25,True,mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2021-01-04 16:36:49.618,2021-01-04 14:37:29.000,218.0,,,40.0,conda-forge/check-manifest,,check-manifest,29.0,14.0,69.0,515.0,5839.0,4035.0,18.0,https://pypi.org/project/check-manifest,2021-01-04 14:37:14.000,1804.0,105094.0,105811.0,https://anaconda.org/conda-forge/check-manifest,2021-01-04 16:36:49.618,17930.0,2.0,,,,,,,,,
