,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,new_addition,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads
36,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-01-11 11:49:49.321,2021-01-04 17:19:50.000,5326.0,2020-12-07 23:08:20.000,2.9.3,153.0,conda-forge/pre-commit,,pre-commit,403.0,24.0,991.0,1922.0,2136.0,,113.0,https://pypi.org/project/pre-commit,2020-11-26 02:40:52.000,2136.0,1141391.0,1159477.0,https://anaconda.org/conda-forge/pre-commit,2021-01-11 11:49:49.321,306967.0,1.0,1230.0,True,,,,,,,
37,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-01-11 21:58:47.000,2021-01-03 05:42:27.000,4679.0,2020-12-30 17:05:11.000,5.5.0,90.0,conda-forge/pip-tools,,pip-tools,406.0,118.0,580.0,1459.0,3252.0,,138.0,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,723666.0,724403.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,6635.0,2.0,,,,,,,,,
38,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2020-11-19 07:00:57.000,2020-11-19 07:00:56.000,2713.0,2020-09-05 16:30:35.000,1.0.0,55.0,conda-forge/freezegun,,freezegun,185.0,55.0,163.0,519.0,15327.0,6975.0,94.0,https://pypi.org/project/freezegun,2020-09-05 16:30:35.000,8352.0,1065317.0,1068192.0,https://anaconda.org/conda-forge/freezegun,2020-09-05 20:09:13.257,166760.0,2.0,,,,,,,,,
39,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-01-11 16:16:21.000,2020-10-21 09:03:20.000,1326.0,2020-10-01 14:13:50.000,0.13.4,37.0,conda-forge/ipdb,,ipdb,123.0,50.0,102.0,312.0,41042.0,24144.0,44.0,https://pypi.org/project/ipdb,2020-10-01 14:13:50.000,16898.0,787392.0,789851.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,132792.0,1.0,,,,,,,,,
40,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2020-12-24 15:31:28.323,2020-12-23 14:13:30.000,1074.0,2020-12-24 11:05:10.000,3.3.0,41.0,conda-forge/twine,,twine,233.0,39.0,301.0,941.0,49873.0,32369.0,98.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,813324.0,816959.0,https://anaconda.org/conda-forge/twine,2020-12-24 15:31:28.323,192680.0,2.0,,,,,,,,,
41,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-01-06 16:34:08.000,2021-01-05 16:04:38.000,976.0,2020-04-10 03:52:17.000,2.2.0,28.0,conda-forge/pyflakes,,pyflakes,135.0,92.0,318.0,504.0,101389.0,74891.0,74.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,4643125.0,4677543.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,1893022.0,2.0,,,,,,,,,
42,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,31,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-01-12 14:32:53.000,2021-01-12 14:32:52.000,831.0,2020-12-10 11:11:11.000,0.19.5,121.0,conda-forge/sentry-sdk,,sentry-sdk,171.0,112.0,342.0,1161.0,9451.0,8465.0,78.0,https://pypi.org/project/sentry-sdk,2020-11-19 16:41:33.000,986.0,2635169.0,2637475.0,https://anaconda.org/conda-forge/sentry-sdk,2020-12-10 12:35:18.064,56205.0,1.0,4080.0,True,,,,,,,
43,packaging,https://github.com/pypa/packaging,,Core utilities for Python packages.,packaging,31,True,pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2021-01-05 03:16:01.000,2021-01-04 20:58:43.000,262.0,2020-12-12 04:41:59.000,20.8,34.0,conda-forge/packaging,,packaging,129.0,46.0,125.0,475.0,190528.0,161328.0,59.0,https://pypi.org/project/packaging,2020-12-12 04:36:49.000,29200.0,17118031.0,17214156.0,https://anaconda.org/conda-forge/packaging,2020-12-12 15:04:34.863,5286809.0,1.0,39.0,True,,,,,,,
44,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2020-12-26 11:58:36.000,2020-10-04 08:13:41.000,4685.0,2020-10-06 22:15:19.000,0.9.52,49.0,conda-forge/pyautogui,,pyautogui,640.0,270.0,161.0,361.0,6151.0,5543.0,42.0,https://pypi.org/project/pyautogui,2020-10-06 22:15:19.000,608.0,241806.0,244513.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308,102903.0,2.0,,,,,,,,,
45,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,30,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-01-12 22:13:22.000,2021-01-11 16:25:05.000,4527.0,2021-01-02 21:47:28.000,2.10.0,100.0,conda-forge/buildbot,,buildbot,1505.0,640.0,625.0,21457.0,1126.0,234.0,776.0,https://pypi.org/project/buildbot,2021-01-02 21:50:22.000,892.0,3249.0,5007.0,https://anaconda.org/conda-forge/buildbot,2021-01-02 23:03:46.115,23685.0,2.0,13158.0,,,,,,,,
46,factory_boy,https://github.com/FactoryBoy/factory_boy,,A test fixtures replacement for Python.,testing,30,True,FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2021-01-09 11:18:54.000,2020-12-28 08:48:43.000,2369.0,2018-05-05 15:05:40.000,2.11.1,36.0,conda-forge/factory_boy,,factory_boy,309.0,135.0,331.0,866.0,4256.0,,109.0,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000,4256.0,1090252.0,1091247.0,https://anaconda.org/conda-forge/factory_boy,2020-10-05 10:08:00.894,51781.0,2.0,,,,,,,,,
47,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,30,True,hynek/structlog,https://github.com/hynek/structlog,MIT,2013-08-13 15:55:58.000,2021-01-08 07:50:39.000,2021-01-08 07:50:03.000,1404.0,2020-12-31 11:39:01.000,20.2.0,22.0,conda-forge/structlog,,structlog,130.0,31.0,136.0,777.0,4047.0,2841.0,69.0,https://pypi.org/project/structlog,2020-12-31 11:28:04.000,1206.0,481704.0,483248.0,https://anaconda.org/conda-forge/structlog,2021-01-04 12:27:27.303,83393.0,2.0,,,,,,,,,
48,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,30,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-01-11 05:40:29.145,2019-10-16 17:48:40.000,1396.0,2019-01-16 20:35:25.000,1.4.3,36.0,conda-forge/logbook,,logbook,155.0,54.0,125.0,1194.0,4361.0,2395.0,76.0,https://pypi.org/project/logbook,2019-01-16 20:35:25.000,1966.0,172435.0,173657.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145,26833.0,2.0,244.0,,,,,,,,
49,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,30,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2020-10-11 16:52:20.277,2016-03-04 01:16:26.000,1325.0,2015-06-02 09:12:36.000,1.3.7,14.0,conda-forge/nose,,nose,358.0,447.0,460.0,1004.0,187705.0,101231.0,95.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,2154291.0,2182853.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1599519.0,2.0,,,,,,,,,
50,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,30,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2021-01-11 19:20:47.000,2021-01-11 19:20:44.000,960.0,2021-01-10 22:17:10.000,3.5.1,50.0,conda-forge/pytest-mock,['pytest'],pytest-mock,87.0,10.0,83.0,388.0,19834.0,13654.0,50.0,https://pypi.org/project/pytest-mock,2021-01-10 22:17:10.000,6180.0,1542954.0,1555287.0,https://anaconda.org/conda-forge/pytest-mock,2021-01-11 11:41:18.792,665995.0,2.0,,,,,,,,,
51,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,30,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2020-12-30 00:48:21.000,2020-04-07 07:38:20.000,663.0,2020-03-22 17:02:41.000,0.8.7,23.0,conda-forge/tabulate,,tabulate,54.0,40.0,32.0,437.0,42733.0,34631.0,50.0,https://pypi.org/project/tabulate,2020-03-22 17:02:41.000,8102.0,8442567.0,8455006.0,https://anaconda.org/conda-forge/tabulate,2020-03-22 20:02:25.689,696632.0,2.0,,True,,,,,,,
52,pytest-xdist,https://github.com/pytest-dev/pytest-xdist,,pytest plugin for distributed testing and loop-on-failures testing modes.,testing,30,True,pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2020-12-15 12:07:15.000,2020-12-15 12:07:13.000,646.0,2020-12-14 12:15:22.000,2.2.0,54.0,conda-forge/pytest-xdist,['pytest'],pytest-xdist,139.0,173.0,220.0,836.0,20702.0,13360.0,70.0,https://pypi.org/project/pytest-xdist,2020-12-14 12:15:22.000,7342.0,2033562.0,2050693.0,https://anaconda.org/conda-forge/pytest-xdist,2020-12-14 15:51:37.434,925114.0,2.0,,,,,,,,,
53,coveralls-python,https://github.com/coveralls-clients/coveralls-python,,Show coverage stats online via coveralls.io.,testing,30,True,coveralls-clients/coveralls-python,https://github.com/coveralls-clients/coveralls-python,MIT,2013-02-06 20:48:39.000,2021-01-12 08:14:22.000,2021-01-12 01:52:56.000,447.0,2021-01-12 01:39:43.000,3.0.0,37.0,,['pytest'],coveralls,160.0,9.0,130.0,357.0,33101.0,16093.0,52.0,https://pypi.org/project/coveralls,2021-01-12 01:39:43.000,17008.0,271030.0,271030.0,,,,2.0,,,,,,,,,
54,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,30,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2021-01-06 11:33:39.000,2020-12-21 00:51:36.000,383.0,2020-12-13 15:24:58.000,3.1.1,44.0,conda-forge/pytest-html,['pytest'],pytest-html,156.0,72.0,175.0,375.0,7542.0,6558.0,43.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,984.0,902264.0,904294.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,89323.0,2.0,,,,,,,,,
55,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,29,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2021-01-11 17:19:32.000,2021-01-11 17:19:32.000,17494.0,2020-08-20 08:36:13.000,3.1.5,50.0,conda-forge/glances,,glances,1145.0,193.0,1111.0,3736.0,314.0,264.0,135.0,https://pypi.org/project/glances,2020-08-19 08:51:13.000,50.0,34710.0,36773.0,https://anaconda.org/conda-forge/glances,2020-03-10 23:31:03.583,119324.0,1.0,414.0,,,,,,,,
56,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,29,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2021-01-11 03:59:27.000,2021-01-10 23:09:09.000,1940.0,2017-09-02 18:52:28.000,2017.1.4,68.0,conda-forge/pudb,,pudb,167.0,138.0,122.0,905.0,3568.0,2142.0,68.0,https://pypi.org/project/pudb,2020-12-21 04:20:59.000,1426.0,726646.0,728277.0,https://anaconda.org/conda-forge/pudb,2020-04-15 19:25:06.154,88099.0,1.0,,,,,,,,,
57,rope,https://github.com/python-rope/rope,,a python refactoring library.,refactoring,29,True,python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2021-01-11 13:32:45.000,2021-01-11 13:32:44.000,1068.0,2020-10-07 16:08:59.000,0.18.0,19.0,conda-forge/rope,,rope,118.0,75.0,104.0,1868.0,27535.0,24603.0,60.0,https://pypi.org/project/rope,2020-10-07 16:08:59.000,2932.0,134222.0,144567.0,https://anaconda.org/conda-forge/rope,2020-10-07 18:16:45.645,465525.0,1.0,,,,,,,,,
58,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,29,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2020-09-21 00:19:01.000,2020-09-19 00:07:00.000,737.0,2020-08-29 20:58:00.000,5.1.1,14.0,conda-forge/pydocstyle,,pydocstyle,144.0,65.0,186.0,693.0,17676.0,13756.0,71.0,https://pypi.org/project/pydocstyle,2020-08-29 20:56:43.000,3920.0,606035.0,611143.0,https://anaconda.org/conda-forge/pydocstyle,2020-08-30 00:38:13.707,275884.0,2.0,51.0,,,,,,,,
59,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,29,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2021-01-11 11:21:18.000,2021-01-11 11:21:17.000,657.0,2020-11-08 10:28:00.000,4.5.0,48.0,conda-forge/colorlog,,colorlog,68.0,12.0,49.0,169.0,12073.0,8407.0,28.0,https://pypi.org/project/colorlog,2020-11-09 09:28:57.000,3666.0,2801975.0,2807144.0,https://anaconda.org/conda-forge/colorlog,2021-01-09 09:32:45.756,294689.0,2.0,,True,,,,,,,
60,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,29,True,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2020-07-22 08:04:58.000,2020-01-10 23:50:18.000,587.0,2018-10-03 01:39:17.000,0.7.12,24.0,conda-forge/alabaster,['sphinx'],alabaster,151.0,75.0,50.0,350.0,53321.0,38423.0,28.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,14898.0,1890907.0,1923696.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,1770608.0,2.0,,,,,,,,,
61,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,29,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2020-12-30 23:50:52.000,2020-12-30 23:50:51.000,172.0,2020-12-30 23:17:52.000,1.4.2,28.0,,,typed_ast,44.0,4.0,72.0,167.0,10362.0,,19.0,https://pypi.org/project/typed_ast,2020-12-30 23:17:52.000,10362.0,5649289.0,5649289.0,,,,1.0,,,,,,,,,
62,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,28,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2020-12-28 18:13:10.000,2020-12-28 18:13:09.000,14132.0,2020-09-14 09:47:00.000,0.4.2,53.0,conda-forge/pysnooper,,pysnooper,872.0,17.0,89.0,288.0,380.0,334.0,25.0,https://pypi.org/project/pysnooper,2020-09-14 09:47:00.000,46.0,19707.0,21221.0,https://anaconda.org/conda-forge/pysnooper,2020-09-14 13:44:42.361,30284.0,2.0,,,,,,,,,
63,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,28,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2020-12-10 09:04:42.000,2020-05-18 23:46:19.000,3129.0,2019-11-14 11:06:56.000,0.4.10,38.0,conda-forge/pipreqs,,pipreqs,200.0,93.0,63.0,260.0,4451.0,3923.0,36.0,https://pypi.org/project/pipreqs,2019-11-14 11:00:54.000,528.0,34548.0,34915.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131,19094.0,3.0,,,,,,,,,
64,pex,https://github.com/pantsbuild/pex,,A library and tool for generating .pex (Python EXecutable) files.,packaging,28,True,pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2021-01-12 23:11:58.000,2021-01-12 17:07:29.000,1788.0,2020-12-16 00:15:53.000,2.1.24,113.0,,,pex,188.0,138.0,489.0,808.0,230.0,,95.0,https://pypi.org/project/pex,2020-12-16 00:11:35.000,230.0,56546.0,60008.0,,,,2.0,228497.0,,,,,,,,
65,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,28,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2020-12-30 20:02:44.000,2020-09-28 16:15:09.000,1173.0,2020-09-18 13:15:32.000,4.3.2,45.0,conda-forge/radon,,radon,84.0,20.0,124.0,501.0,2650.0,1552.0,41.0,https://pypi.org/project/radon,2020-09-18 13:15:32.000,1098.0,96002.0,96627.0,https://anaconda.org/conda-forge/radon,2020-09-18 20:13:31.841,24375.0,1.0,,,,,,,,,
66,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,28,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2020-10-14 13:54:16.000,2020-10-12 16:12:03.000,890.0,2020-10-12 16:26:53.000,2.0.1,19.0,conda-forge/python-json-logger,,python-json-logger,134.0,15.0,44.0,179.0,12401.0,11483.0,43.0,https://pypi.org/project/python-json-logger,2020-10-12 16:26:53.000,918.0,1248811.0,1258460.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,434227.0,3.0,,True,,,,,,,
67,progressbar2,https://github.com/WoLpH/python-progressbar,,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,logging,28,True,WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2020-09-09 14:31:33.844,2020-09-09 13:26:11.000,669.0,2020-09-09 13:36:59.000,3.53.1,94.0,conda-forge/progressbar2,,progressbar2,89.0,8.0,175.0,867.0,9598.0,7402.0,38.0,https://pypi.org/project/progressbar2,2020-09-09 13:28:47.000,2196.0,521704.0,525837.0,https://anaconda.org/conda-forge/progressbar2,2020-09-09 14:31:33.844,208882.0,3.0,1561.0,True,,,,,,,
68,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,28,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2020-12-01 01:03:16.000,2020-12-01 01:03:15.000,657.0,2020-06-23 22:10:28.000,0.14.0,18.0,conda-forge/pytest-asyncio,['pytest'],pytest-asyncio,74.0,59.0,91.0,157.0,10194.0,8166.0,26.0,https://pypi.org/project/pytest-asyncio,2020-06-23 22:10:28.000,2028.0,531046.0,537161.0,https://anaconda.org/conda-forge/pytest-asyncio,2020-10-30 17:49:56.641,269064.0,2.0,,,,,,,,,
69,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,28,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2021-01-08 04:56:58.938,2021-01-08 00:06:53.000,504.0,2021-01-08 00:09:39.000,4.26.0,52.0,conda-forge/breathe,,breathe,134.0,88.0,301.0,1344.0,5824.0,3816.0,87.0,https://pypi.org/project/breathe,2021-01-08 00:09:39.000,2008.0,43461.0,46747.0,https://anaconda.org/conda-forge/breathe,2021-01-08 04:56:58.938,167591.0,2.0,,,,,,,,,
70,flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that don't belong in..,linters,28,True,PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2020-11-29 22:09:57.000,2020-11-29 22:09:56.000,494.0,2020-11-23 23:15:47.000,20.11.1,29.0,conda-forge/flake8-bugbear,['flake8'],flake8-bugbear,36.0,32.0,48.0,151.0,3927.0,2887.0,32.0,https://pypi.org/project/flake8-bugbear,2020-11-23 23:15:47.000,1040.0,255366.0,265193.0,https://anaconda.org/conda-forge/flake8-bugbear,2020-11-24 05:42:24.272,167067.0,2.0,,,,,,,,,
71,setuptools_scm,https://github.com/pypa/setuptools_scm,,the blessed package to manage your versions by scm tags.,build-tools,28,True,pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2020-12-14 03:19:38.747,2020-12-13 22:15:44.000,418.0,2020-12-13 22:17:40.000,5.0.1,47.0,conda-forge/setuptools_scm,,setuptools_scm,119.0,54.0,248.0,947.0,694.0,,77.0,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,694.0,7079822.0,7088909.0,https://anaconda.org/conda-forge/setuptools_scm,2020-12-14 03:19:38.747,527083.0,2.0,,,,,,,,,
72,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2020-11-23 03:29:18.000,2020-10-03 17:22:54.000,365.0,2017-01-26 22:13:14.000,0.6.1,11.0,conda-forge/mccabe,,mccabe,37.0,7.0,33.0,128.0,197146.0,166136.0,20.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000,31010.0,6480893.0,6517711.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536,2025037.0,1.0,,,,,,,,,
73,prettytable,https://github.com/jazzband/prettytable,,Display tabular data in a visually appealing ASCII table format.,logging,28,False,jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2021-01-11 13:37:25.000,2020-11-23 13:46:36.000,353.0,2020-11-14 08:08:43.000,2.0.0,13.0,conda-forge/prettytable,,prettytable,51.0,10.0,25.0,299.0,13780.0,13780.0,25.0,https://pypi.org/project/prettytable,2020-11-14 08:08:43.000,0.0,1596418.0,1600517.0,https://anaconda.org/conda-forge/prettytable,2020-11-14 10:12:39.810,225460.0,3.0,,True,,,,,,,
74,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,28,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2020-11-25 21:07:11.000,2020-11-25 20:26:24.000,210.0,2020-11-12 11:18:09.000,4.0.0,36.0,,['flake8'],hacking,68.0,,,1039.0,8690.0,,175.0,https://pypi.org/project/hacking,2020-11-12 11:18:09.000,8690.0,53690.0,53690.0,,,,2.0,,,,,,,,,
75,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,27,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2021-01-11 17:23:33.000,2021-01-11 17:20:36.000,3697.0,2020-12-07 11:50:19.000,0.6.10,125.0,conda-forge/nuitka,,nuitka,248.0,172.0,583.0,7107.0,54.0,,87.0,https://pypi.org/project/nuitka,2020-12-30 01:13:12.000,54.0,7364.0,11569.0,https://anaconda.org/conda-forge/nuitka,2021-01-10 20:42:29.666,239728.0,2.0,,,,,,,,,
76,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,27,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2021-01-12 10:46:50.000,2021-01-12 10:46:43.000,3192.0,2020-12-21 11:12:37.000,4.1.3,30.0,,,mimesis,268.0,12.0,270.0,1918.0,84.0,,106.0,https://pypi.org/project/mimesis,2020-12-21 11:12:37.000,84.0,13382.0,13384.0,,,,2.0,136.0,,,,,,,,
77,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,27,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2021-01-11 20:43:37.000,2021-01-11 20:43:34.000,3043.0,2020-12-23 23:04:26.000,2020.12.23,82.0,conda-forge/pytype,,pytype,173.0,122.0,261.0,3982.0,88.0,,53.0,https://pypi.org/project/pytype,2020-12-23 23:04:26.000,88.0,35137.0,38356.0,https://anaconda.org/conda-forge/pytype,2020-10-13 18:48:00.617,25757.0,2.0,,,,,,,,,
78,memory-profiler,https://github.com/pythonprofilers/memory_profiler,,Monitor Memory usage of Python code.,profiling,27,True,pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2020-12-03 12:57:49.000,2020-12-03 12:57:47.000,2679.0,2018-08-16 03:16:49.000,0.54.0,52.0,,,memory_profiler,292.0,82.0,98.0,618.0,534.0,,83.0,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,110393.0,110393.0,,,,2.0,,,,,,,,,
79,pyinstrument,https://github.com/joerick/pyinstrument,,Call stack profiler for Python. Shows you why your code is slow!.,profiling,27,True,joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2020-12-31 09:47:08.000,2020-12-31 09:47:07.000,2409.0,2020-08-21 11:12:14.000,3.2.0,26.0,conda-forge/pyinstrument,,pyinstrument,92.0,18.0,51.0,407.0,339.0,203.0,22.0,https://pypi.org/project/pyinstrument,2020-09-09 18:00:59.000,136.0,67626.0,68787.0,https://anaconda.org/conda-forge/pyinstrument,2020-12-17 19:08:06.344,60391.0,2.0,,,,,,,,,
