,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-02-24 16:36:35.000000,2022-02-19 17:48:44,116.0,28.0,96.0,48.0,73.0,2.0,1446.0,2022-02-19 17:48:53.000,2022.02.17,34.0,8.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2022-03-03 14:01:41.000000,2022-03-03 14:01:41,14359.0,247.0,1958.0,194.0,4488.0,4131.0,8464.0,2022-02-11 18:49:52.000,7.0.1,151.0,771.0,743.0,48,True,pytest,conda-forge/pytest,['pytest'],534588.0,453466.0,https://pypi.org/project/pytest,2022-02-11 18:47:56.000,81122.0,38359579.0,38530884.0,https://anaconda.org/conda-forge/pytest,2022-02-11 22:07:39.180,11648779.0,1.0,,,,,,,,,,,,,,,,,,,
4,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2022-03-03 10:58:05.000000,2022-02-27 12:39:06,12753.0,165.0,2518.0,299.0,4766.0,5241.0,7796.0,2022-02-03 08:44:11.000,22.0.3,117.0,661.0,988.0,45,True,pip,conda-forge/pip,,84666.0,74162.0,https://pypi.org/project/pip,2022-02-03 08:44:11.000,10504.0,111706308.0,112171080.0,https://anaconda.org/conda-forge/pip,2022-02-03 10:50:56.891,31604528.0,1.0,-1.0,,,,,,,,,,,,,,,,,,
5,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2022-03-02 17:30:37.000000,2022-02-28 09:53:28,11822.0,476.0,825.0,80.0,1072.0,1501.0,1569.0,2022-02-18 02:10:21.000,60.9.3,479.0,486.0,476.0,45,True,setuptools,conda-forge/setuptools,,183063.0,147233.0,https://pypi.org/project/setuptools,2022-02-18 02:10:09.000,35830.0,213015271.0,213515478.0,https://anaconda.org/conda-forge/setuptools,2022-02-18 10:36:57.120,34014013.0,1.0,,116.0,,,,,,,,,,,,,,,,,
6,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-03-03 13:48:08.000000,2022-03-01 04:13:34,1277.0,108.0,1629.0,208.0,1039.0,1552.0,25877.0,2022-01-29 20:39:31.000,22.1.0,38.0,308.0,321.0,44,True,black,conda-forge/black,,131789.0,124875.0,https://pypi.org/project/black,2022-01-29 20:39:31.000,6914.0,14589863.0,14661891.0,https://anaconda.org/conda-forge/black,2022-01-31 13:41:24.552,3286972.0,1.0,,20635.0,,,,,,,,,,,,,,,,,
7,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-02-25 07:41:36.000000,2022-02-25 07:41:36,5759.0,30.0,1188.0,232.0,554.0,1326.0,8162.0,2021-12-29 21:26:19.000,5.9.0,84.0,174.0,210.0,44,True,psutil,conda-forge/psutil,,156241.0,140842.0,https://pypi.org/project/psutil,2021-12-29 21:26:19.000,15399.0,39417390.0,39560559.0,https://anaconda.org/conda-forge/psutil,2021-12-30 18:15:13.024,10165014.0,1.0,,,,,,,,,,,,,,,,,,,
8,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-03-02 17:40:14.000000,2022-03-02 17:40:11,18762.0,296.0,1626.0,133.0,4364.0,4934.0,4463.0,2022-01-16 15:20:56.000,4.4.0,162.0,712.0,960.0,44,True,sphinx,conda-forge/sphinx,['sphinx'],243792.0,184967.0,https://pypi.org/project/sphinx,2022-01-16 15:18:30.000,58825.0,5164919.0,5236443.0,https://anaconda.org/conda-forge/sphinx,2022-01-20 19:43:31.997,4792139.0,1.0,,,,,,,,,,,,,,,,,,,
9,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-03-01 06:11:50.000000,2022-02-20 18:50:37,7301.0,71.0,1700.0,367.0,1366.0,3083.0,22734.0,2022-01-08 15:34:11.000,2022.1.8,304.0,411.0,559.0,43,True,pipenv,conda-forge/pipenv,,26477.0,25240.0,https://pypi.org/project/pipenv,2022-01-08 15:34:11.000,1237.0,4499712.0,4501333.0,https://anaconda.org/conda-forge/pipenv,2022-01-08 20:44:18.377,47012.0,1.0,,,,,,,,,,,,,,,,,,,
