,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
75,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2022-02-05 08:19:21.000,2022-01-07 13:26:45,504.0,1.0,91.0,16.0,57.0,59.0,1122.0,2021-02-22 07:34:12.000,0.8.9,25.0,68.0,52.0,31,True,tabulate,conda-forge/tabulate,,69045.0,62722.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,6323.0,35167213.0,35193797.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,1834298.0,2.0,,,,,,,,,,,,,,,,,,,
76,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2022-01-17 16:16:07.000,2021-12-30 21:16:07,719.0,5.0,153.0,20.0,290.0,202.0,850.0,2021-05-17 20:37:45.000,6.1.1,17.0,77.0,82.0,31,True,pydocstyle,conda-forge/pydocstyle,,25335.0,22940.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2395.0,2040390.0,2048211.0,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379,524034.0,2.0,56.0,,,,,,,,,,,,,,,,,,
77,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2022-01-20 22:19:06.000,2021-09-24 20:53:41,351.0,,177.0,20.0,78.0,54.0,640.0,2018-10-03 01:39:17.000,0.7.12,25.0,28.0,85.0,31,True,alabaster,conda-forge/alabaster,['sphinx'],66151.0,58488.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000,7663.0,4476753.0,4529077.0,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017,3505768.0,2.0,,,,,,,,,,,,,,,,,,,
78,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2022-02-03 10:51:05.000,2021-12-16 22:16:57,1650.0,21.0,172.0,54.0,261.0,217.0,530.0,2021-11-25 21:08:56.000,2.13.6,117.0,90.0,133.0,31,False,zc.buildout,conda-forge/zc.buildout,,1067.0,,https://pypi.org/project/zc.buildout,2021-12-16 22:16:31.000,1067.0,112968.0,113787.0,https://anaconda.org/conda-forge/zc.buildout,2021-11-26 00:53:19.847,4098.0,3.0,,,,,,,,,,,,,,,,,,,
79,pylint-django,PyCQA/pylint-django,linters,Pylint plugin for improving code analysis for when using Django.,,https://github.com/PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000,2022-01-31 23:34:13.000,2022-01-08 21:32:39,591.0,42.0,105.0,17.0,164.0,156.0,497.0,2022-01-02 12:01:55.000,2.5.0,50.0,62.0,31.0,31,True,pylint-django,conda-forge/pylint-django,['pylint'],17582.0,16418.0,https://pypi.org/project/pylint-django,2022-01-02 12:00:47.000,1164.0,729088.0,730444.0,https://anaconda.org/conda-forge/pylint-django,2022-01-10 10:53:19.629,89093.0,2.0,208.0,,,,,,,,,,,,,,,,,,
80,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-12-01 05:04:36.494,2021-11-30 21:03:35,1096.0,2.0,80.0,20.0,99.0,96.0,473.0,2021-11-30 21:05:47.000,0.8.3,26.0,43.0,7.0,31,True,parso,conda-forge/parso,,181462.0,175559.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,19015781.0,19141531.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,6287535.0,2.0,,,,,,,,,,,,,,,,,,,
81,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2021-12-31 03:34:56.000,2021-11-11 20:58:33,444.0,,185.0,6.0,191.0,144.0,466.0,2021-11-11 21:00:03.000,3.3.1,42.0,63.0,5.0,31,True,coveralls,conda-forge/coveralls,['pytest'],29592.0,20440.0,https://pypi.org/project/coveralls,2021-11-11 21:00:03.000,9152.0,572526.0,582593.0,https://anaconda.org/conda-forge/coveralls,2021-11-12 20:59:06.844,614115.0,2.0,,,,,,,,,,,,,,,,,,,
82,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-02-09 10:42:09.000,2022-01-26 09:26:20,9897.0,24.0,4568.0,1046.0,305.0,4527.0,22358.0,2022-01-03 10:35:57.000,1.6,75.0,111.0,51.0,30,True,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-01-03 10:39:29.000,6.0,5204.0,5204.0,,,,2.0,,,,,,,,,,,,,,,,,,,
83,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-01-20 23:47:25.346,2022-01-14 18:37:05,302.0,2.0,916.0,237.0,110.0,96.0,14909.0,2022-01-14 18:39:42.000,1.1.0,56.0,26.0,18.0,30,True,pysnooper,conda-forge/pysnooper,,608.0,560.0,https://pypi.org/project/pysnooper,2022-01-14 18:39:42.000,48.0,185675.0,186998.0,https://anaconda.org/conda-forge/pysnooper,2022-01-20 23:47:25.346,43688.0,1.0,,,,,,,,,,,,,,,,,,,
84,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-01-26 07:30:47.190,2021-12-17 14:51:42,666.0,13.0,168.0,52.0,81.0,80.0,4112.0,2021-11-14 19:24:48.000,4.1.1,36.0,38.0,16.0,30,True,pyinstrument,conda-forge/pyinstrument,,616.0,519.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000,97.0,383587.0,385048.0,https://anaconda.org/conda-forge/pyinstrument,2022-01-26 07:30:47.190,94989.0,2.0,,,,,,,,,,,,,,,,,,,
85,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2022-02-09 21:04:21.000,2022-01-25 23:13:26,1041.0,38.0,214.0,54.0,804.0,643.0,2028.0,2022-01-25 23:51:39.000,2.1.65,154.0,101.0,148.0,30,True,pex,,,132.0,,https://pypi.org/project/pex,2022-01-25 23:51:27.000,132.0,218594.0,231417.0,,,,2.0,615535.0,,,,,,,,,,,,,,,,,,
86,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-12-30 19:43:11.000,2021-12-30 16:31:44,354.0,2.0,133.0,25.0,73.0,113.0,1511.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,58.0,30,True,ipdb,conda-forge/ipdb,,39000.0,30275.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8725.0,2199185.0,2202615.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,229846.0,1.0,,,,,,,,,,,,,,,,,,,
87,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-02-08 17:57:41.000,2022-02-07 18:20:57,1241.0,67.0,172.0,26.0,595.0,666.0,868.0,2022-01-24 07:19:20.000,6.10,37.0,94.0,60.0,30,True,cx_freeze,conda-forge/cx_freeze,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,57355.0,60334.0,https://anaconda.org/conda-forge/cx_freeze,2022-01-24 11:51:51.383,110250.0,2.0,,,,,,,,,,,,,,,,,,,
88,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-01-10 09:57:08.000,2022-01-10 09:55:09,674.0,100.0,88.0,17.0,84.0,90.0,853.0,2022-01-10 09:57:08.000,8.3.7,113.0,46.0,37.0,30,True,pylama,,,3936.0,3344.0,https://pypi.org/project/pylama,2022-01-10 09:57:08.000,592.0,118298.0,118298.0,,,,2.0,,,,,,,,,,,,,,,,,,,
89,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-02-07 19:05:22.000,2022-02-07 19:05:16,1031.0,27.0,134.0,24.0,256.0,204.0,699.0,2021-01-27 21:57:28.000,0.10.0,26.0,73.0,55.0,30,True,nose2,conda-forge/nose2,,5582.0,4505.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000,1077.0,390459.0,391415.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,43031.0,2.0,,,,,,,,,,,,,,,,,,,
90,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2022-02-03 03:38:06.000,2022-01-27 22:05:32,194.0,15.0,55.0,8.0,108.0,72.0,682.0,2022-01-12 04:23:34.000,22.1.11,39.0,48.0,42.0,30,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],7563.0,6686.0,https://pypi.org/project/flake8-bugbear,2022-01-12 04:23:34.000,877.0,1253798.0,1272045.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-01-12 18:37:51.792,547425.0,2.0,,,,,,,,,,,,,,,,,,,
91,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2022-01-31 23:27:42.000,2021-12-27 22:27:58,572.0,13.0,91.0,21.0,128.0,50.0,602.0,2021-12-12 20:12:38.000,2.0.3,23.0,37.0,19.0,30,True,pyhamcrest,conda-forge/pyhamcrest,,1812.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000,1812.0,1043358.0,1048947.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148,385675.0,2.0,,,,,,,,,,,,,,,,,,,
92,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-02-04 22:59:44.000,2022-02-04 12:06:54,382.0,6.0,181.0,20.0,226.0,181.0,466.0,2020-12-13 15:24:58.000,3.1.1,44.0,43.0,103.0,30,True,pytest-html,conda-forge/pytest-html,['pytest'],16627.0,15964.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,663.0,1750408.0,1754011.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,205418.0,2.0,,,,,,,,,,,,,,,,,,,
93,typed_ast,python/typed_ast,ast,Modified fork of CPythons ast module that parses `# type:` comments.,,https://github.com/python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000,2022-01-25 07:47:50.000,2022-01-25 07:47:50,194.0,8.0,51.0,18.0,97.0,83.0,197.0,2022-01-24 06:17:40.000,1.5.2,32.0,25.0,5.0,30,True,typed_ast,conda-forge/typed-ast,,5476.0,,https://pypi.org/project/typed_ast,2022-01-24 06:17:40.000,5476.0,13034543.0,13102290.0,https://anaconda.org/conda-forge/typed-ast,2022-01-24 18:00:39.470,3522860.0,1.0,,,,,,,,,,,,,,,,,,,
94,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-01-27 10:00:30.000,2022-01-17 15:26:15,435.0,9.0,283.0,102.0,241.0,167.0,7931.0,2021-11-13 01:56:30.544,0.3.11,34.0,29.0,71.0,29,True,py-spy,conda-forge/py-spy,,35.0,,https://pypi.org/project/py-spy,2021-11-13 01:54:19.000,35.0,617047.0,631239.0,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,252435.0,2.0,7581.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2021-11-13 01:56:30.544,4933.0,395539.0,,
95,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-02-09 20:41:59.000,2022-02-09 20:40:52,658.0,12.0,329.0,72.0,140.0,108.0,3302.0,2018-08-16 03:16:49.000,0.54.0,52.0,93.0,111.0,29,True,memory_profiler,conda-forge/memory_profiler,,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,268.0,433951.0,436162.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,152614.0,2.0,,,,,,,,,,,,,,,,,,,
96,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-02-09 14:58:43.000,2022-02-08 21:53:39,1125.0,25.0,244.0,47.0,283.0,157.0,2156.0,2021-04-14 21:25:44.000,1.1.0,34.0,57.0,83.0,29,True,detect-secrets,,,23.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000,23.0,268201.0,268201.0,,,,3.0,,,,,,,,,,,,,,,,,,,
97,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-01-15 22:54:55.000,2022-01-15 22:54:55,3262.0,21.0,593.0,92.0,524.0,136.0,1651.0,2016-11-25 22:13:29.000,4.0.515,36.0,361.0,232.0,29,True,diamond,,,106.0,74.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,32.0,48958.0,48958.0,,,,2.0,,,,,,,,,,,,,,,,,,,
98,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-01-31 23:39:07.000,2022-01-31 23:39:06,832.0,43.0,94.0,32.0,341.0,250.0,1402.0,2022-01-01 00:43:49.000,2.31.0,124.0,22.0,10.0,29,True,pyupgrade,conda-forge/pyupgrade,,34.0,,https://pypi.org/project/pyupgrade,2022-01-01 00:43:49.000,34.0,232505.0,240977.0,https://anaconda.org/conda-forge/pyupgrade,2022-01-01 03:14:54.401,313469.0,2.0,,,,,,,,,,,,,,,,,,,
99,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-02-03 14:49:44.000,2022-02-03 14:45:41,587.0,9.0,436.0,69.0,217.0,120.0,1383.0,,,9.0,82.0,62.0,29,True,pyelftools,conda-forge/pyelftools,,3507.0,2988.0,https://pypi.org/project/pyelftools,2022-02-03 14:49:18.000,519.0,888345.0,889485.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,80950.0,2.0,,,,,,,,,,,,,,,,,,,
100,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-01-20 11:02:04.000,2022-01-12 04:23:14,1384.0,6.0,239.0,94.0,353.0,412.0,1366.0,2022-01-12 04:38:54.000,0.13.4,651.0,36.0,92.0,29,True,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,2022-01-12 04:38:54.000,60.0,19548.0,19798.0,https://anaconda.org/conda-forge/pybuilder,2022-01-12 08:27:33.345,9014.0,3.0,,,,,,,,,,,,,,,,,,,
101,safety,pyupio/safety,security,Safety checks your installed dependencies for known security vulnerabilities.,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-01-11 22:54:29.000,2021-04-28 19:57:23,372.0,,104.0,29.0,238.0,78.0,1201.0,2021-01-15 19:34:46.000,1.10.3,38.0,35.0,44.0,29,True,safety,conda-forge/safety,,3804.0,3482.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000,322.0,848090.0,854328.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958,26835.0,3.0,124787.0,,,,,,,,,,,,,,,,,,
102,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-02-01 20:34:17.000,2022-01-15 19:36:38,696.0,13.0,166.0,52.0,246.0,150.0,947.0,2021-10-25 16:25:47.000,5.0.0,91.0,45.0,133.0,29,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],169.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000,169.0,284296.0,285601.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,43073.0,3.0,,,,,,,,,,,,,,,,,,,
103,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2021-11-09 08:26:36.253,2021-11-08 16:54:56,224.0,,76.0,10.0,43.0,71.0,729.0,2021-11-08 16:58:17.000,6.6.0,63.0,30.0,,29,True,colorlog,conda-forge/colorlog,,15925.0,13558.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000,2367.0,5616579.0,5623947.0,https://anaconda.org/conda-forge/colorlog,2021-11-09 08:26:36.253,515807.0,3.0,,,,,,,,,,,,,,,,,,,
104,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-02-05 18:42:01.000,2021-10-27 00:10:12,262.0,,84.0,24.0,104.0,75.0,638.0,2019-12-10 01:50:33.000,0.8.1,14.0,31.0,34.0,29,True,astor,conda-forge/astor,,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2109.0,5767521.0,5792679.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1459208.0,2.0,,,,,,,,,,,,,,,,,,,
105,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-01-24 18:42:20.668,2022-01-24 01:11:19,143.0,1.0,43.0,16.0,52.0,35.0,455.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,7.0,29,True,mccabe,conda-forge/mccabe,,260143.0,244303.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15840.0,19938841.0,19996444.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,3917014.0,2.0,,,,,,,,,,,,,,,,,,,
106,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-02-01 00:35:09.000,2022-02-01 00:35:09,210.0,32.0,79.0,10.0,85.0,109.0,401.0,2022-01-25 14:26:00.000,1.16.0,37.0,36.0,23.0,29,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1291.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-01-25 14:26:00.000,1291.0,532220.0,537442.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666,266329.0,2.0,,,,,,,,,,,,,,,,,,,
107,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-01-16 06:03:42.000,2022-01-16 06:03:38,429.0,2.0,481.0,165.0,134.0,164.0,8422.0,2021-09-06 05:59:07.000,0.15.0.1,93.0,39.0,119.0,28,True,gdbgui,,,141.0,139.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000,2.0,206055.0,206420.0,,,,2.0,6942.0,,,,,,,,,,,,,,,,,,
108,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-02-07 11:30:50.000,2022-02-01 00:50:27,495.0,22.0,214.0,61.0,346.0,350.0,4606.0,2022-01-04 09:17:35.000,1.0.0,49.0,73.0,107.0,28,True,pipx,conda-forge/pipx,,6.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000,6.0,94517.0,94584.0,https://anaconda.org/conda-forge/pipx,2022-01-04 11:29:53.789,134.0,3.0,,,,,,,,,,,,,,,,,,,
109,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2022-02-08 15:04:56.000,2022-02-08 15:04:56,182.0,7.0,250.0,13.0,69.0,25.0,3527.0,2021-12-30 14:39:07.000,3.4.0,9.0,28.0,30.0,28,True,line_profiler,conda-forge/line_profiler,,353.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,353.0,154433.0,157717.0,https://anaconda.org/conda-forge/line_profiler,2022-02-05 10:08:24.119,226639.0,3.0,,,,,,,,,,,,,,,,,,,
110,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-11-05 18:08:14.000,2021-06-11 17:11:55,4487.0,,1356.0,105.0,3151.0,2371.0,3304.0,2017-05-30 10:07:57.000,0.11.1,730.0,482.0,835.0,28,True,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,1703.0,1704.0,,,,2.0,148.0,,,,,,,,,,,,,,,,,,
111,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2022-02-10 10:47:12.000,2022-02-10 10:37:25,690.0,12.0,291.0,85.0,338.0,200.0,2004.0,2022-02-10 10:47:12.000,6.6.0,7.0,110.0,115.0,28,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],5.0,,https://pypi.org/project/pytest-testinfra,2022-02-10 10:47:12.000,5.0,125984.0,126171.0,https://anaconda.org/conda-forge/pytest-testinfra,2021-12-12 11:43:25.251,2433.0,3.0,,,,,,,,,,,,,,,,,,,
112,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2021-12-15 14:08:03.854,2021-08-08 13:24:47,521.0,,97.0,33.0,73.0,136.0,1291.0,2021-08-08 13:25:20.000,5.1.0,54.0,49.0,21.0,28,True,radon,conda-forge/radon,,2858.0,2258.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854,600.0,336114.0,336834.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,37470.0,2.0,,,,,,,,,,,,,,,,,,,
113,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-02-10 11:02:47.000,2020-10-24 18:04:51,344.0,,59.0,18.0,132.0,69.0,823.0,2020-07-06 18:40:33.000,0.9.4,26.0,36.0,35.0,28,False,pytest-sugar,conda-forge/pytest-sugar,['pytest'],11674.0,9095.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000,2579.0,641214.0,643499.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029,123433.0,3.0,,,,,,,,,,,,,,,,,,,
114,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2022-01-03 15:04:31.000,2021-12-10 21:05:38,266.0,9.0,69.0,19.0,47.0,151.0,789.0,2021-12-10 21:09:37.000,2.13.3,45.0,19.0,29.0,28,True,typeguard,conda-forge/typeguard,,299.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,299.0,8134847.0,8136806.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312,72499.0,2.0,,,,,,,,,,,,,,,,,,,
115,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2022-01-20 23:42:44.000,2022-01-20 23:33:27,1058.0,10.0,74.0,23.0,72.0,169.0,725.0,2022-01-20 23:42:44.000,3.4.1,143.0,37.0,2.0,28,True,green,conda-forge/green,,852.0,644.0,https://pypi.org/project/green,2022-01-20 23:42:44.000,208.0,17302.0,19024.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,91308.0,3.0,,,,,,,,,,,,,,,,,,,
116,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-02-09 19:27:57.000,2022-02-08 15:33:30,441.0,39.0,106.0,15.0,308.0,233.0,713.0,2022-01-07 23:34:01.000,2022.1.7,22.0,66.0,31.0,28,True,nox,conda-forge/nox,['pytest'],146.0,,https://pypi.org/project/nox,2022-01-07 23:34:01.000,146.0,916691.0,917851.0,https://anaconda.org/conda-forge/nox,2022-01-13 17:20:23.329,46420.0,3.0,,,,,,,,,,,,,,,,,,,
