,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
33,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-01-25 01:20:31.000,2022-01-25 01:20:30,2734.0,4.0,256.0,67.0,192.0,340.0,3990.0,2021-10-24 07:01:21.000,1.6.0,68.0,51.0,92.0,36,True,autopep8,conda-forge/autopep8,,110786.0,105179.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5607.0,2624630.0,2633541.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,605982.0,3.0,,,,,,,,,,,,,,,,,,,
34,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2021-12-20 03:34:57.000,2021-12-20 03:34:42,2285.0,68.0,149.0,25.0,204.0,162.0,1279.0,2021-11-22 15:09:58.000,0.22.0,69.0,68.0,72.0,36,True,rope,conda-forge/rope,,36080.0,34496.0,https://pypi.org/project/rope,2021-12-15 13:42:34.748,1584.0,606826.0,617601.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372,624957.0,1.0,,,,,,,,,,,,,,,,,,,
35,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-02-03 13:22:14.000,2022-02-02 17:53:26,870.0,9.0,168.0,34.0,210.0,207.0,1190.0,2021-10-04 01:48:57.000,3.0.0,43.0,74.0,111.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],142130.0,113716.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28414.0,11916726.0,11980474.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,4526159.0,1.0,,,,,,,,,,,,,,,,,,,
36,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-01-30 19:28:37.000,2022-01-30 19:28:37,584.0,22.0,481.0,112.0,61.0,431.0,11010.0,2022-01-29 13:50:01.000,0.6.0,18.0,33.0,99.0,35,True,loguru,conda-forge/loguru,,15500.0,14183.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1317.0,2507393.0,2517488.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476,363433.0,2.0,,,,,,,,,,,,,,,,,,,
37,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-02-10 00:24:27.000,2022-02-10 00:24:20,4589.0,483.0,424.0,78.0,353.0,2429.0,7637.0,2022-02-09 09:21:24.000,1.1.220,300.0,71.0,14.0,35,True,,,,205.0,202.0,,,,,303307.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-02-09 09:18:32.865,3.0,303307.0,,,,,,,
38,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-01-19 16:45:03.000,2021-10-19 23:03:00,1347.0,,1611.0,156.0,587.0,542.0,3974.0,2018-10-05 13:20:49.000,0.4.2,23.0,108.0,195.0,35,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],11910.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,11894.0,2223268.0,2255150.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2104275.0,2.0,,,,,,,,,,,,,,,,,,,
39,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-02-10 06:27:45.000,2022-02-08 15:33:11,1208.0,28.0,400.0,62.0,257.0,390.0,3860.0,2022-01-26 01:00:17.000,1.7.2,33.0,144.0,192.0,35,True,bandit,conda-forge/bandit,,12241.0,10769.0,https://pypi.org/project/bandit,2022-01-26 01:00:17.000,1472.0,2359585.0,2362811.0,https://anaconda.org/conda-forge/bandit,2022-01-26 10:27:27.386,106378.0,1.0,148.0,,,,,,,,,,,,,,,,,,
40,structlog,hynek/structlog,logging,Structured Logging for Python.,,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-02-10 10:40:03.000,2022-02-07 06:36:56,1009.0,107.0,151.0,32.0,186.0,183.0,1934.0,2021-12-16 12:54:47.000,21.5.0,27.0,84.0,28.0,35,True,structlog,conda-forge/structlog,,899.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,899.0,3606080.0,3608519.0,https://anaconda.org/conda-forge/structlog,2022-01-06 16:55:04.638,163444.0,2.0,,,,,,,,,,,,,,,,,,,
41,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-02-09 06:26:10.000,2022-02-09 06:26:08,2003.0,85.0,320.0,24.0,1354.0,918.0,1772.0,2021-12-13 20:48:04.000,0.16.0,53.0,163.0,79.0,35,True,wemake-python-styleguide,,,1011.0,987.0,https://pypi.org/project/wemake-python-styleguide,2021-12-13 20:48:04.000,24.0,88640.0,88640.0,,,,1.0,,,,,,,,,,,,,,,,,,,
42,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-02-09 14:55:36.000,2022-02-05 16:07:04,1025.0,26.0,258.0,30.0,469.0,359.0,1222.0,2022-02-02 19:00:23.000,3.8.0,48.0,104.0,38.0,35,True,twine,conda-forge/twine,,66572.0,54495.0,https://pypi.org/project/twine,2022-02-02 18:50:21.000,12077.0,2738093.0,2744106.0,https://anaconda.org/conda-forge/twine,2022-02-03 13:33:25.889,396885.0,2.0,,,,,,,,,,,,,,,,,,,
43,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2022-02-06 07:06:25.000,2021-12-24 21:39:26,518.0,2.0,158.0,27.0,251.0,367.0,1102.0,2021-10-06 20:39:49.000,2.4.0,33.0,79.0,84.0,35,True,pyflakes,conda-forge/pyflakes,,130820.0,117234.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000,13586.0,15477318.0,15530753.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408,3633620.0,1.0,,,,,,,,,,,,,,,,,,,
44,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-02-08 22:51:43.000,2022-01-20 07:45:01,531.0,7.0,175.0,28.0,281.0,169.0,367.0,2021-11-18 00:41:06.000,21.3,39.0,74.0,66.0,35,True,packaging,conda-forge/packaging,,328791.0,311946.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,16845.0,95492677.0,95673573.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,12300431.0,1.0,250.0,,,,,,,,,,,,,,,,,,
45,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2022-01-31 19:39:47.000,2022-01-31 19:39:45,782.0,42.0,103.0,23.0,112.0,302.0,293.0,2021-12-22 12:22:00.000,0.37.1,66.0,64.0,30.0,35,True,wheel,conda-forge/wheel,,34659.0,,https://pypi.org/project/wheel,2021-12-22 12:22:00.000,34659.0,120019748.0,120403203.0,https://anaconda.org/conda-forge/wheel,2021-12-22 18:22:48.622,25691543.0,2.0,,,,,,,,,,,,,,,,,,,
46,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2022-01-26 18:06:27.000,2022-01-26 18:06:27,470.0,21.0,6495.0,35.0,204.0,107.0,19521.0,2022-01-24 18:29:52.000,numpydoc-1.2,15.0,70.0,60.0,34,True,numpydoc,conda-forge/numpydoc,['sphinx'],34389.0,30102.0,https://pypi.org/project/numpydoc,2022-01-24 18:40:01.000,4287.0,278349.0,293602.0,https://anaconda.org/conda-forge/numpydoc,2022-01-24 22:28:54.876,930459.0,2.0,,,,,,,,,,,,,,,,,,,
47,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2022-02-10 12:58:39.000,2022-02-10 12:58:39,461.0,23.0,100.0,35.0,167.0,100.0,1272.0,2022-01-28 11:41:08.000,3.7.0,53.0,55.0,12.0,34,True,pytest-mock,conda-forge/pytest-mock,['pytest'],27288.0,23116.0,https://pypi.org/project/pytest-mock,2022-01-28 11:25:58.000,4172.0,5536350.0,5556770.0,https://anaconda.org/conda-forge/pytest-mock,2022-01-31 11:40:52.506,1368185.0,2.0,,,,,,,,,,,,,,,,,,,
48,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2022-02-06 18:53:16.000,2022-02-06 17:21:56,216.0,19.0,170.0,21.0,62.0,46.0,1182.0,2021-07-27 23:09:33.000,2.0.2,22.0,50.0,26.0,34,True,python-json-logger,conda-forge/python-json-logger,,21502.0,20813.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,689.0,4843434.0,4861776.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855,1063850.0,2.0,,,,,,,,,,,,,,,,,,,
49,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2022-02-07 23:30:00.000,2022-02-07 23:29:59,970.0,36.0,158.0,46.0,292.0,257.0,838.0,2021-12-10 11:41:55.000,2.5.0,58.0,79.0,205.0,34,True,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4513.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4513.0,5171261.0,5206379.0,https://anaconda.org/conda-forge/pytest-xdist,2021-12-10 14:46:36.827,2352957.0,2.0,,,,,,,,,,,,,,,,,,,
50,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2022-02-10 08:02:00.000,2022-02-01 19:53:50,1248.0,43.0,156.0,21.0,303.0,303.0,542.0,2022-01-19 10:32:28.000,6.4.2,47.0,99.0,78.0,34,True,setuptools_scm,conda-forge/setuptools_scm,,380.0,,https://pypi.org/project/setuptools_scm,2018-08-09 06:35:57.000,380.0,14185862.0,14198188.0,https://anaconda.org/conda-forge/setuptools_scm,2022-01-19 14:29:46.963,875181.0,2.0,,,,,,,,,,,,,,,,,,,
51,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2022-01-19 00:04:35.000,2021-09-14 17:41:07,402.0,,818.0,177.0,129.0,199.0,6224.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,342.0,33,True,pyautogui,conda-forge/pyautogui,,13336.0,12792.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,544.0,506786.0,509570.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687,142015.0,2.0,,,,,,,,,,,,,,,,,,,
52,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2022-02-10 06:56:47.000,2022-02-10 06:56:44,10927.0,543.0,379.0,100.0,258.0,215.0,5767.0,2022-01-11 04:31:32.000,0.9.10,68.0,189.0,95.0,33,True,pyre-check,,,32.0,,https://pypi.org/project/pyre-check,2022-01-11 04:25:03.000,32.0,34987.0,34987.0,,,,2.0,,,,,,,,,,,,,,,,,,,
53,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2022-02-10 02:38:40.000,2022-02-10 02:38:37,5064.0,240.0,229.0,56.0,640.0,382.0,3615.0,2022-02-08 23:49:27.000,2022.2.8,126.0,72.0,99.0,33,True,pytype,conda-forge/pytype,,89.0,,https://pypi.org/project/pytype,2022-02-08 23:49:27.000,89.0,137345.0,140500.0,https://anaconda.org/conda-forge/pytype,2022-02-01 01:42:21.839,66274.0,2.0,,,,,,,,,,,,,,,,,,,
54,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-01-31 11:28:49.000,2021-10-16 04:43:50,3523.0,,303.0,98.0,209.0,364.0,3510.0,2021-07-09 21:42:28.000,1.6.0,54.0,56.0,346.0,33,True,invoke,conda-forge/invoke,,12916.0,10338.0,https://pypi.org/project/invoke,2021-12-15 13:50:39.978,2578.0,2575878.0,2583166.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642,510187.0,2.0,,,,,,,,,,,,,,,,,,,
55,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2022-02-10 04:42:11.000,2022-02-05 22:01:18,1155.0,26.0,191.0,45.0,222.0,151.0,2316.0,2021-11-01 21:53:28.000,2021.2.2,73.0,82.0,140.0,33,True,pudb,conda-forge/pudb,,3580.0,2847.0,https://pypi.org/project/pudb,2022-01-07 17:48:07.000,733.0,200126.0,201838.0,https://anaconda.org/conda-forge/pudb,2022-01-11 21:31:34.620,114724.0,1.0,,,,,,,,,,,,,,,,,,,
56,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-10-25 05:23:45.000,2016-03-04 01:16:26,1004.0,,367.0,47.0,261.0,462.0,1343.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,447.0,33,False,nose,conda-forge/nose,,165151.0,120608.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44543.0,4387413.0,4416979.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2040082.0,2.0,,,,,,,,,,,,,,,,,,,
57,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2022-01-24 20:25:33.658,2022-01-24 08:27:06,1420.0,52.0,146.0,49.0,152.0,201.0,1297.0,2022-01-12 04:51:07.000,0.34.1,45.0,62.0,64.0,33,True,doit,conda-forge/doit,,1147.0,867.0,https://pypi.org/project/doit,2022-01-12 04:51:07.000,280.0,243217.0,244697.0,https://anaconda.org/conda-forge/doit,2022-01-24 20:25:33.658,74043.0,2.0,,,,,,,,,,,,,,,,,,,
58,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/WoLpH/python-progressbar,https://github.com/WoLpH/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2022-02-01 19:09:44.843,2022-01-05 13:41:29,905.0,12.0,100.0,21.0,63.0,188.0,753.0,2022-01-05 13:43:27.000,4.0.0,99.0,40.0,14.0,33,True,progressbar2,conda-forge/progressbar2,,16454.0,14968.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1486.0,5866133.0,5872319.0,https://anaconda.org/conda-forge/progressbar2,2022-02-01 19:09:44.843,394017.0,2.0,1648.0,,,,,,,,,,,,,,,,,,
59,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2022-02-09 21:06:45.000,2022-02-09 21:06:45,1642.0,78.0,155.0,17.0,312.0,364.0,575.0,2022-01-30 02:04:21.000,4.32.0,61.0,99.0,127.0,33,True,breathe,conda-forge/breathe,,6896.0,5868.0,https://pypi.org/project/breathe,2022-01-30 02:00:44.000,1028.0,215775.0,219923.0,https://anaconda.org/conda-forge/breathe,2022-01-31 14:10:22.783,264070.0,2.0,226.0,,,,,,,,,,,,,,,,,,
60,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2022-02-10 11:57:17.000,2022-02-08 12:00:11,8901.0,744.0,359.0,121.0,214.0,1014.0,6394.0,2022-01-09 12:48:34.000,0.6.19,179.0,109.0,180.0,32,True,nuitka,conda-forge/nuitka,,35.0,,https://pypi.org/project/nuitka,2022-02-03 13:08:21.000,35.0,30511.0,35217.0,https://anaconda.org/conda-forge/nuitka,2022-02-05 20:17:35.027,329439.0,2.0,,,,,,,,,,,,,,,,,,,
61,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2022-02-08 10:52:05.000,2022-02-08 10:52:00,2170.0,88.0,282.0,68.0,853.0,298.0,3472.0,2022-01-25 20:45:06.000,5.3.0,34.0,111.0,5.0,32,True,mimesis,conda-forge/mimesis,,58.0,,https://pypi.org/project/mimesis,2022-01-25 20:45:06.000,58.0,117313.0,117576.0,https://anaconda.org/conda-forge/mimesis,2020-07-15 18:05:16.129,4969.0,2.0,193.0,,,,,,,,,,,,,,,,,,
62,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-11-22 22:50:40.000,2021-08-25 15:42:15,541.0,,215.0,32.0,195.0,169.0,3167.0,2021-01-20 07:45:20.000,1.1.0,56.0,97.0,90.0,32,True,freezegun,conda-forge/freezegun,,4426.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,4426.0,3832760.0,3837163.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,312617.0,2.0,,,,,,,,,,,,,,,,,,,
63,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-12-31 17:49:47.000,2019-10-16 17:48:40,1195.0,,157.0,37.0,148.0,125.0,1414.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,56.0,32,False,logbook,conda-forge/logbook,,4116.0,2933.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,1183.0,1075871.0,1077503.0,https://anaconda.org/conda-forge/logbook,2021-11-19 00:37:39.705,57020.0,2.0,280.0,,,,,,,,,,,,,,,,,,
64,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Pytest support for asyncio.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2022-02-10 13:01:44.000,2022-02-10 11:58:38,240.0,59.0,97.0,38.0,108.0,154.0,880.0,2022-02-10 13:01:48.000,0.18.1,29.0,37.0,31.0,32,True,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1844.0,,https://pypi.org/project/pytest-asyncio,2022-02-10 13:01:44.000,1844.0,2688781.0,2702702.0,https://anaconda.org/conda-forge/pytest-asyncio,2022-02-07 18:38:53.801,793285.0,2.0,4.0,,,,,,,,,,,,,,,,,,
65,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2022-02-04 00:04:53.000,2022-02-04 00:04:53,2800.0,38.0,2293.0,377.0,780.0,1361.0,26087.0,2022-01-27 15:53:45.000,2.2.4-1,54.0,358.0,38.0,31,True,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,7205.0,7205.0,,,,2.0,,,,,,,,,,,,,,,,,,,
66,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2022-02-08 15:47:19.000,2022-02-08 15:47:17,471.0,25.0,518.0,103.0,518.0,546.0,5754.0,2022-02-01 15:41:59.000,1.18.2,70.0,24.0,26.0,31,True,playwright,,,812.0,766.0,https://pypi.org/project/playwright,2022-02-01 15:41:59.000,46.0,212778.0,212778.0,,,,2.0,,,,,,,,,,,,,,,,,,,
67,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-02-10 01:46:04.000,2022-02-10 01:46:01,2284.0,267.0,180.0,64.0,155.0,136.0,5292.0,2022-02-04 18:46:11.000,1.5.3,122.0,27.0,40.0,31,True,scalene,,,87.0,84.0,https://pypi.org/project/scalene,2022-02-04 18:46:11.000,3.0,11446.0,11446.0,,,,2.0,,,,,,,,,,,,,,,,,,,
68,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2022-01-13 10:27:44.000,2021-10-23 09:17:21,311.0,,274.0,60.0,118.0,92.0,4039.0,2021-10-23 09:23:42.000,0.4.11,40.0,51.0,101.0,31,True,pipreqs,conda-forge/pipreqs,,9161.0,8836.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,325.0,226385.0,226744.0,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131,23345.0,3.0,,,,,,,,,,,,,,,,,,,
69,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2022-01-24 16:28:44.000,2021-10-19 08:01:13,892.0,,331.0,40.0,407.0,354.0,2753.0,2018-05-05 15:05:40.000,2.11.1,36.0,117.0,157.0,31,True,factory_boy,conda-forge/factory_boy,,2143.0,,https://pypi.org/project/factory_boy,2018-05-05 15:05:40.000,2143.0,2019945.0,2021338.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,90563.0,2.0,,,,,,,,,,,,,,,,,,,
70,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2022-01-27 19:52:35.000,2022-01-20 20:54:10,1036.0,65.0,91.0,31.0,223.0,205.0,1662.0,2021-12-27 17:13:25.000,3.6.0,44.0,51.0,107.0,31,True,flit,conda-forge/flit,,203.0,,https://pypi.org/project/flit,2021-12-27 17:13:25.000,203.0,145109.0,146808.0,https://anaconda.org/conda-forge/flit,2021-12-28 13:17:38.802,101991.0,3.0,,,,,,,,,,,,,,,,,,,
71,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2022-02-01 06:50:01.000,2022-02-01 06:50:01,1134.0,22.0,145.0,35.0,188.0,237.0,1584.0,2022-01-17 17:19:37.000,1.6.0,105.0,78.0,59.0,31,True,prospector,conda-forge/prospector,,665.0,,https://pypi.org/project/prospector,2022-01-17 17:19:37.000,665.0,530949.0,531366.0,https://anaconda.org/conda-forge/prospector,2022-01-11 08:42:55.445,27574.0,1.0,,,,,,,,,,,,,,,,,,,
72,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2022-02-07 03:38:37.000,2022-02-07 03:22:31,3381.0,92.0,162.0,39.0,22.0,658.0,1355.0,2022-02-07 03:38:37.000,7.3.6,245.0,17.0,15.0,31,False,pyarmor,,,365.0,354.0,https://pypi.org/project/pyarmor,2022-02-03 01:46:58.000,11.0,378997.0,378997.0,,,,2.0,,,,,,,,,,,,,,,,,,,
73,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2022-02-10 10:30:41.000,2022-02-07 01:59:24,7730.0,127.0,254.0,57.0,798.0,2663.0,1353.0,2021-08-05 19:31:22.000,4.2.0,14.0,140.0,655.0,31,True,scons,conda-forge/scons,,37.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000,37.0,212663.0,217056.0,https://anaconda.org/conda-forge/scons,2021-11-17 22:33:26.201,258540.0,3.0,395.0,,,,,,,,,,,,,,,,,,
74,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2022-02-10 12:52:12.000,2022-02-04 16:49:49,682.0,73.0,122.0,24.0,128.0,208.0,1150.0,2022-01-26 08:57:12.000,9.0.1,77.0,33.0,10.0,31,True,pdoc,,,701.0,518.0,https://pypi.org/project/pdoc,2022-01-26 08:57:12.000,183.0,102230.0,102230.0,,,,2.0,,,,,,,,,,,,,,,,,,,
