,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
30,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2025-08-03 00:19:58.000,2025-08-03 00:19:58,9678.0,96.0,331.0,62.0,1247.0,655.0,2807.0,2266.0,2025-03-27 20:46:09.000,4.9.1,40.0,171.0,37,True,,scons,conda-forge/scons,,1775.0,16446.0,3964.0,3912.0,https://pypi.org/project/scons,2025-03-27 20:42:16.000,52.0,https://anaconda.org/conda-forge/scons,2025-04-22 14:56:33.410,985398.0,1.0,,,,,,,,,,,,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-06-27 16:02:09.000,2025-02-10 20:44:26,1355.0,,901.0,203.0,409.0,416.0,466.0,13930.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,36,True,,yapf,conda-forge/yapf,,,45731.0,107746.0,106490.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2378021.0,2.0,,,,,,,,,,,,,,,,,,
32,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-08-06 08:08:04.000,2025-08-05 19:01:02,899.0,39.0,539.0,41.0,1577.0,135.0,1675.0,3832.0,2025-07-31 21:20:24.000,4.28.4,242.0,328.0,36,True,,tox,conda-forge/tox,['pytest'],,23095.0,140575.0,129301.0,https://pypi.org/project/tox,2025-07-31 21:20:24.000,11274.0,https://anaconda.org/conda-forge/tox,2025-08-01 12:49:17.074,1455026.0,1.0,,,,,,,,,,,,,,,,,,
33,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2025-07-20 08:55:15.000,2025-07-20 08:55:15,1014.0,21.0,217.0,41.0,271.0,151.0,286.0,1929.0,2025-06-12 10:47:45.000,6.2.1,51.0,95.0,36,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],,236183.0,446251.0,406071.0,https://pypi.org/project/pytest-cov,2025-06-12 10:47:45.000,40180.0,https://anaconda.org/conda-forge/pytest-cov,2025-06-13 01:28:23.973,14879589.0,1.0,,,,,,,,,,,,,,,,,,
34,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-08-05 12:08:43.000,2025-08-05 12:08:41,1322.0,19.0,239.0,52.0,522.0,280.0,390.0,1676.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],278.0,148338.0,125505.0,119888.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9047831.0,1.0,,,,,,,,,,,,,,,,,,
35,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2025-08-01 15:42:11.000,2025-07-29 16:23:50,761.0,17.0,269.0,31.0,517.0,115.0,317.0,667.0,2025-04-19 11:49:36.000,25.0,47.0,124.0,36,True,,packaging,conda-forge/packaging,,919.0,1145132.0,1791906.0,1778125.0,https://pypi.org/project/packaging,2025-04-19 11:48:57.000,13781.0,https://anaconda.org/conda-forge/packaging,2025-04-22 18:15:05.471,72142619.0,2.0,,,,,,,,,,,,,,,,,,
36,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2025-08-07 05:55:38.000,2025-08-07 05:55:16,3117.0,57.0,448.0,40.0,1268.0,48.0,1858.0,8448.0,2025-07-30 06:47:53.000,2.25.5,234.0,224.0,35,True,,pdm,conda-forge/pdm,,623.0,31659.0,702.0,502.0,https://pypi.org/project/pdm,2025-07-30 06:47:49.000,200.0,https://anaconda.org/conda-forge/pdm,2025-07-30 09:44:31.684,1487200.0,2.0,,,,,,,,,,,,,,,,,,
37,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-08-04 22:47:07.000,2025-08-04 22:38:37,2309.0,93.0,628.0,101.0,1074.0,209.0,928.0,7926.0,2025-07-31 09:45:18.000,7.5.0,122.0,219.0,35,True,,pip-tools,conda-forge/pip-tools,,,3992.0,38541.0,35840.0,https://pypi.org/project/pip-tools,2025-07-31 09:45:18.000,2701.0,https://anaconda.org/conda-forge/pip-tools,2025-07-31 16:14:34.350,251530.0,2.0,,,,,,,,,,,,,,,,,,
38,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2025-08-05 00:33:57.000,2025-08-05 00:33:55,1462.0,13.0,666.0,68.0,554.0,198.0,508.0,7222.0,2025-07-06 03:10:49.000,1.8.6,47.0,188.0,35,True,,bandit,conda-forge/bandit,,881.0,8642.0,59817.0,57987.0,https://pypi.org/project/bandit,2025-07-06 03:10:49.000,1830.0,https://anaconda.org/conda-forge/bandit,2025-07-06 11:19:39.653,500681.0,1.0,,,,,,,,,,,,,,,,,,
39,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2025-08-01 00:55:03.000,2025-07-02 13:49:24,27694.0,496.0,1648.0,194.0,6780.0,764.0,1036.0,5376.0,2025-05-12 21:41:22.000,4.3.0,146.0,891.0,35,True,,buildbot,conda-forge/buildbot,,118375.0,3737.0,404.0,384.0,https://pypi.org/project/buildbot,2025-05-12 21:41:22.000,20.0,https://anaconda.org/conda-forge/buildbot,2025-05-13 11:35:44.706,153564.0,2.0,,,,,,,,,,,,,,,,,,
40,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-08-07 14:43:38.000,2025-08-07 08:20:55,3147.0,121.0,555.0,80.0,2810.0,216.0,1591.0,2052.0,2025-07-30 11:13:54.000,2.34.1,289.0,281.0,35,True,,sentry-sdk,conda-forge/sentry-sdk,,3930.0,21572.0,1272.0,,https://pypi.org/project/sentry-sdk,2025-08-07 12:34:46.000,1272.0,https://anaconda.org/conda-forge/sentry-sdk,2025-07-30 13:15:58.115,1328124.0,1.0,,,,,,,,,,,,,,,,,,
41,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-08-06 19:50:10.000,2025-08-06 19:46:53,1086.0,93.0,162.0,35.0,792.0,52.0,324.0,1541.0,2025-07-16 04:29:24.000,1.1.0,69.0,72.0,35,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],1620.0,40118.0,161399.0,152404.0,https://pypi.org/project/pytest-asyncio,2025-07-16 04:29:24.000,8995.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-07-28 13:34:27.883,2525122.0,2.0,,,,,,,,,,,,,,,,,,
42,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-08-05 19:41:21.000,2025-08-05 19:28:43,1984.0,125.0,223.0,28.0,567.0,29.0,593.0,913.0,2025-08-05 19:41:21.000,9.0.3,94.0,148.0,35,True,,setuptools_scm,conda-forge/setuptools_scm,,,78473.0,33827.0,31708.0,https://pypi.org/project/setuptools_scm,2025-08-05 19:41:21.000,2119.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-05 16:25:00.366,4943860.0,2.0,,,,,,,,,,,,,,,,,,
43,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-08-06 19:30:49.000,2025-08-06 19:30:42,967.0,25.0,741.0,140.0,262.0,229.0,883.0,22388.0,2024-12-06 11:25:42.000,0.7.3,22.0,66.0,34,True,,loguru,conda-forge/loguru,,,55809.0,151554.0,141042.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,10512.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3516020.0,2.0,,,,,,,,,,,,,,,,,,
44,xonsh,xonsh/xonsh,shell,Python-powered shell. Full-featured and cross-platform.,,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,BSD-1-Clause,2015-01-21 22:05:27.000,2025-08-07 05:24:13.000,2025-08-07 05:23:48,10945.0,67.0,668.0,101.0,2931.0,285.0,2418.0,8923.0,2025-06-24 19:59:46.000,0.19.9,140.0,348.0,34,False,,xonsh,,,13648.0,155.0,1033.0,860.0,https://pypi.org/project/xonsh,2025-06-24 19:59:46.000,173.0,,,,1.0,,,,,,,,,,,,,,,,,,
45,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2025-08-05 07:03:25.000,2025-08-05 07:01:56,1735.0,32.0,246.0,33.0,365.0,39.0,336.0,4143.0,2025-06-02 08:21:11.000,25.4.0,41.0,133.0,34,True,,structlog,conda-forge/structlog,,,13266.0,25795.0,24320.0,https://pypi.org/project/structlog,2025-06-02 08:21:11.000,1475.0,https://anaconda.org/conda-forge/structlog,2025-06-02 14:06:59.579,729671.0,2.0,,,,,,,,,,,,,,,,,,
46,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2025-07-13 00:41:35.626,2025-07-12 17:41:05,3390.0,16.0,171.0,26.0,392.0,117.0,261.0,2091.0,2025-07-12 17:46:05.000,1.14.0,95.0,82.0,34,True,,rope,conda-forge/rope,,42.0,33459.0,78969.0,78650.0,https://pypi.org/project/rope,2025-07-12 17:46:05.000,319.0,https://anaconda.org/conda-forge/rope,2025-07-13 00:41:35.626,1940533.0,1.0,,,,,,,,,,,,,,,,,,
47,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2025-08-05 04:36:49.000,2025-08-05 04:36:47,722.0,18.0,148.0,37.0,355.0,11.0,151.0,1973.0,2025-05-26 13:58:59.000,3.14.1,64.0,79.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],103.0,60444.0,122706.0,115607.0,https://pypi.org/project/pytest-mock,2025-05-26 13:58:43.000,7099.0,https://anaconda.org/conda-forge/pytest-mock,2025-05-26 17:57:58.503,3747528.0,2.0,,,,,,,,,,,,,,,,,,
48,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2025-07-31 14:18:31.000,2025-07-31 14:18:31,984.0,1.0,165.0,32.0,254.0,15.0,402.0,535.0,2025-04-08 20:55:45.000,0.46.1,83.0,86.0,34,True,,wheel,conda-forge/wheel,,,2243257.0,388240.0,373847.0,https://pypi.org/project/wheel,2025-04-08 20:55:39.000,14393.0,https://anaconda.org/conda-forge/wheel,2025-04-22 14:56:25.544,134595435.0,2.0,,,,,,,,,,,,,,,,,,
49,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2025-08-06 01:45:10.000,2025-08-06 01:45:09,1355.0,38.0,419.0,58.0,468.0,37.0,207.0,14256.0,2025-05-09 02:02:22.000,1.17.2,31.0,59.0,33,True,,memray,conda-forge/memray,,,12077.0,1516.0,1433.0,https://pypi.org/project/memray,2025-05-09 02:02:22.000,83.0,https://anaconda.org/conda-forge/memray,2025-07-14 18:01:14.671,483119.0,2.0,,,,,,,,,,,,,,,,,,
50,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2025-08-07 13:57:37.000,2025-07-31 19:09:21,545.0,27.0,469.0,111.0,390.0,206.0,227.0,14070.0,2025-07-31 19:34:11.519,0.4.1,40.0,52.0,33,True,,py-spy,conda-forge/py-spy,,32406.0,13234.666666666666,6895.0,6779.0,https://pypi.org/project/py-spy,2025-07-31 19:33:13.000,112.0,https://anaconda.org/conda-forge/py-spy,2025-08-01 00:41:54.066,691962.0,2.0,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2025-07-31 19:34:11.519,4.0,1448.6666666666667,438584.0,,
51,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2025-08-05 05:08:35.000,2025-07-31 12:31:55,1157.0,24.0,246.0,51.0,208.0,30.0,152.0,7255.0,2025-07-02 14:12:56.000,5.0.3,52.0,70.0,33,True,,pyinstrument,conda-forge/pyinstrument,,,13440.0,3874.0,3668.0,https://pypi.org/project/pyinstrument,2025-07-02 14:12:56.000,206.0,https://anaconda.org/conda-forge/pyinstrument,2025-07-02 18:39:34.387,806433.0,2.0,,,,,,,,,,,,,,,,,,
52,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2025-08-02 18:06:41.000,2025-08-02 18:06:41,1511.0,15.0,753.0,115.0,538.0,104.0,663.0,5110.0,2025-03-29 17:33:29.000,2.13.0,23.0,137.0,33,True,,pycodestyle,conda-forge/pycodestyle,,,174778.0,2210.0,,https://pypi.org/project/pycodestyle,2025-06-20 18:49:47.000,2210.0,https://anaconda.org/conda-forge/pycodestyle,2025-06-22 18:14:44.520,9263283.0,1.0,,,,,,,,,,,,,,,,,,
53,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme from Read the Docs.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2025-04-22 14:56:26.071,2025-02-20 10:22:56,1507.0,,1766.0,172.0,754.0,251.0,669.0,4934.0,2024-11-13 11:06:02.000,3.0.2,61.0,118.0,33,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],,72248.0,13229.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2024-11-13 11:06:02.000,13213.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2025-04-22 14:56:26.071,4479412.0,2.0,,,,,,,,,,,,,,,,,,
54,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pex-tool/pex,https://github.com/pex-tool/pex,Apache-2.0,2014-07-21 17:06:12.000,2025-08-03 06:15:23.000,2025-08-03 05:05:15,1766.0,50.0,304.0,53.0,1512.0,73.0,1106.0,4040.0,2025-08-03 06:18:47.000,2.50.1,360.0,123.0,33,True,pex-tool/pex,pex,,,2261949.0,161567.0,61.0,,https://pypi.org/project/pex,2025-08-03 06:15:23.000,61.0,,,,2.0,,,,,,,,,,,,,,,,,,
55,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2025-08-04 22:11:57.000,2025-08-04 22:11:55,2944.0,77.0,405.0,30.0,2345.0,17.0,1137.0,2756.0,2025-07-13 06:23:42.000,1.3.0,63.0,211.0,33,True,,wemake-python-styleguide,,,,,17608.0,17508.0,https://pypi.org/project/wemake-python-styleguide,2025-07-13 06:22:43.000,100.0,,,,1.0,,,,,,,,,,,,,,,,,,
56,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2025-07-11 21:09:54.000,2025-07-11 21:09:54,816.0,30.0,163.0,32.0,513.0,33.0,220.0,1872.0,2025-07-09 11:49:50.000,3.6.0,102.0,52.0,33,True,,safety,conda-forge/safety,,845276.0,15445.0,18066.0,17406.0,https://pypi.org/project/safety,2025-07-09 11:49:50.000,660.0,https://anaconda.org/conda-forge/safety,2025-07-10 01:32:47.084,136713.0,2.0,,,,,,,,,,,,,,,,,,
57,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2025-08-06 19:46:52.000,2025-07-13 12:33:46,1334.0,4.0,321.0,40.0,693.0,52.0,496.0,1709.0,2025-01-21 18:45:24.000,6.1.0,58.0,131.0,33,True,,twine,conda-forge/twine,,83.0,21156.0,141158.0,124230.0,https://pypi.org/project/twine,2025-01-21 18:45:24.000,16928.0,https://anaconda.org/conda-forge/twine,2025-04-22 14:56:27.094,1311644.0,2.0,,,,,,,,,,,,,,,,,,
58,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2025-06-21 07:47:51.807,2025-06-20 18:44:19,579.0,2.0,180.0,29.0,312.0,59.0,488.0,1429.0,2025-06-20 18:45:26.000,3.4.0,42.0,88.0,33,True,,pyflakes,conda-forge/pyflakes,,,168655.0,325974.0,324669.0,https://pypi.org/project/pyflakes,2025-06-20 18:45:26.000,1305.0,https://anaconda.org/conda-forge/pyflakes,2025-06-21 07:47:51.807,8938750.0,1.0,,,,,,,,,,,,,,,,,,
59,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-08-05 11:37:33.000,2025-08-05 11:37:31,982.0,41.0,1029.0,149.0,1124.0,43.0,1425.0,13512.0,2025-07-22 13:58:04.000,1.54.0,123.0,48.0,32,True,,playwright,,,,,47279.0,44764.0,https://pypi.org/project/playwright,2025-07-22 13:58:04.000,2515.0,,,,2.0,,,,,,,,,,,,,,,,,-7.0,
60,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2025-04-22 14:56:43.041,2023-06-07 11:16:23,408.0,,1328.0,191.0,178.0,534.0,249.0,11719.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,32,False,,pyautogui,conda-forge/pyautogui,,,6140.0,55760.0,54726.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,1034.0,https://anaconda.org/conda-forge/pyautogui,2025-04-22 14:56:43.041,356127.0,2.0,,,,,,,,,,,,,,,,,,
61,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2025-04-22 14:56:24.132,2025-01-14 14:39:50,2956.0,,289.0,71.0,265.0,124.0,392.0,4632.0,2025-01-14 14:46:15.000,2.3.2,82.0,64.0,32,True,,autopep8,conda-forge/autopep8,,,32777.0,230490.0,228803.0,https://pypi.org/project/autopep8,2025-01-14 14:46:15.000,1687.0,https://anaconda.org/conda-forge/autopep8,2025-04-22 14:56:24.132,2032182.0,3.0,,,,,,,,,,,,,,,,,,
62,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2025-06-17 23:41:13.000,2025-06-15 22:37:24,3706.0,4.0,373.0,94.0,263.0,429.0,400.0,4594.0,2023-07-12 18:05:35.085,2.2.0,65.0,60.0,32,True,,invoke,conda-forge/invoke,,,21193.0,31353.0,30348.0,https://pypi.org/project/invoke,2023-07-12 18:05:35.085,1005.0,https://anaconda.org/conda-forge/invoke,2025-04-22 14:56:22.672,1165663.0,3.0,,,,,,,,,,,,,,,,,,
63,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/prettytable/prettytable,https://github.com/prettytable/prettytable,,2016-01-15 02:39:17.000,2025-08-01 10:16:12.000,2025-08-01 10:16:10,730.0,16.0,174.0,25.0,249.0,24.0,123.0,1528.0,2025-03-24 19:39:02.000,3.16.0,41.0,66.0,32,False,prettytable/prettytable,prettytable,conda-forge/prettytable,,,77227.0,80658.0,78024.0,https://pypi.org/project/prettytable,2025-03-24 19:39:02.000,2634.0,https://anaconda.org/conda-forge/prettytable,2025-04-22 14:56:24.496,4401979.0,2.0,,,,,,,,,,,,,,,,,,
64,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2025-07-15 17:09:42.000,2025-07-08 20:27:36,1997.0,87.0,209.0,18.0,397.0,187.0,425.0,786.0,2025-07-08 19:34:47.000,5.0.0a2,68.0,121.0,32,True,breathe-doc/breathe,breathe,conda-forge/breathe,,750.0,12604.0,18646.0,18515.0,https://pypi.org/project/breathe,2025-07-08 20:28:19.000,131.0,https://anaconda.org/conda-forge/breathe,2025-04-22 14:56:28.512,780609.0,2.0,,,,,,,,,,,,,,,,,,
65,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2025-08-06 18:15:09.000,2025-06-13 12:10:53,831.0,2.0,470.0,75.0,743.0,140.0,711.0,11895.0,2024-08-23 16:54:00.000,1.7.1,65.0,161.0,31,True,,pipx,conda-forge/pipx,,523690.0,10532.0,4562.0,4504.0,https://pypi.org/project/pipx,2024-08-23 16:53:46.000,58.0,https://anaconda.org/conda-forge/pipx,2025-04-22 14:58:07.924,143436.0,3.0,,,,,,,,,,,,,,,,,,
66,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2025-08-07 06:32:33.000,2025-08-07 06:32:31,3190.0,65.0,398.0,45.0,2069.0,444.0,1579.0,7556.0,2025-06-16 08:58:07.000,2.3.0,162.0,174.0,31,True,,,conda-forge/mamba,,,292189.0,,,,,,https://anaconda.org/conda-forge/mamba,2025-07-29 08:48:30.400,18407909.0,3.0,,,,,,,,,,,,,,,,,,
67,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2025-07-30 21:35:49.896,2025-07-30 18:23:51,674.0,20.0,282.0,33.0,254.0,148.0,208.0,4394.0,2025-07-30 18:24:09.000,1.5.4,67.0,125.0,31,True,,freezegun,conda-forge/freezegun,,120.0,28938.0,1261.0,,https://pypi.org/project/freezegun,2025-07-30 18:24:05.000,1261.0,https://anaconda.org/conda-forge/freezegun,2025-07-30 21:35:49.896,1706992.0,2.0,,,,,,,,,,,,,,,,,,
68,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2025-08-04 22:08:31.000,2025-08-04 22:08:29,1252.0,16.0,195.0,36.0,566.0,22.0,442.0,3857.0,2025-05-23 18:55:41.000,3.20.0,174.0,36.0,31,True,,pyupgrade,conda-forge/pyupgrade,,,13419.0,515.0,,https://pypi.org/project/pyupgrade,2025-05-23 18:55:41.000,515.0,https://anaconda.org/conda-forge/pyupgrade,2025-05-24 00:48:10.166,845446.0,2.0,,,,,,,,,,,,,,,,,,
69,beartype,beartype/beartype,linters,Unbearably fast near-real-time hybrid runtime-static type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2025-08-06 06:46:24.000,2025-08-06 06:34:36,1586.0,80.0,62.0,14.0,59.0,99.0,322.0,3135.0,2025-05-22 05:09:24.000,0.21.0,54.0,26.0,31,True,,beartype,conda-forge/beartype,,,6418.0,8235.0,7522.0,https://pypi.org/project/beartype,2025-05-22 05:09:24.000,713.0,https://anaconda.org/conda-forge/beartype,2025-05-22 18:52:36.044,397954.0,2.0,,,,,,,,,,,,,,,,,,
70,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2025-08-01 15:35:40.000,2025-08-01 15:35:38,1285.0,16.0,232.0,50.0,309.0,161.0,195.0,3127.0,2025-05-06 22:09:45.000,2025.1,82.0,99.0,31,True,,pudb,conda-forge/pudb,,,6962.0,8326.0,8208.0,https://pypi.org/project/pudb,2025-05-06 20:43:17.000,118.0,https://anaconda.org/conda-forge/pudb,2025-06-04 20:11:24.709,334208.0,1.0,,,,,,,,,,,,,,,,,,
71,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2019-09-02 14:34:19.000,2025-07-23 18:54:27.000,2025-07-23 18:54:26,739.0,12.0,173.0,21.0,128.0,120.0,147.0,2409.0,2022-10-06 17:23:25.701,0.9.0,27.0,102.0,31,True,,tabulate,conda-forge/tabulate,,,185273.0,8388.0,,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,8388.0,https://anaconda.org/conda-forge/tabulate,2025-04-22 14:56:22.696,10004777.0,2.0,,,,,,,,,,,,,,,,,,
