,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,trending,conda_forge
72,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/prospector-dev/prospector,https://github.com/prospector-dev/prospector,GPL-2.0,2013-08-05 07:26:30.000,2025-08-04 17:25:46.000,2025-08-04 17:25:46,1584.0,30.0,175.0,34.0,379.0,35.0,367.0,2029.0,2025-06-23 15:31:38.000,1.17.2,143.0,98.0,31,True,prospector-dev/prospector,prospector,conda-forge/prospector,,,2847.0,5490.0,5212.0,https://pypi.org/project/prospector,2025-06-23 15:31:38.000,278.0,https://anaconda.org/conda-forge/prospector,2025-06-24 10:25:01.648,162299.0,1.0,,,,,,,,,,,,,,,,,,
73,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2025-04-22 14:56:41.723,2024-08-25 11:10:59,704.0,,215.0,34.0,181.0,64.0,146.0,1745.0,2024-06-04 18:44:55.000,1.9.1,74.0,101.0,31,True,,nodeenv,conda-forge/nodeenv,,,103877.0,122307.0,122054.0,https://pypi.org/project/nodeenv,2024-06-04 18:44:08.000,253.0,https://anaconda.org/conda-forge/nodeenv,2025-04-22 14:56:41.723,6440426.0,2.0,,,,,,,,,,,,,,,,,,
74,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2025-08-04 15:53:45.000,2025-07-26 22:01:40,1435.0,33.0,167.0,35.0,246.0,47.0,139.0,1485.0,2025-06-14 17:26:52.000,1.8.2,48.0,80.0,31,True,,logbook,conda-forge/logbook,,477.0,5635.0,7609.0,7335.0,https://pypi.org/project/logbook,2025-06-14 17:24:24.000,274.0,https://anaconda.org/conda-forge/logbook,2025-06-15 09:31:49.048,349144.0,2.0,,,,,,,,,,,,,,,,,,
75,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MIT,2015-04-14 19:22:42.000,2025-08-04 20:55:35.000,2025-08-02 12:37:11,587.0,16.0,243.0,24.0,470.0,174.0,260.0,740.0,2023-11-07 16:58:34.000,4.1.1,58.0,61.0,31,True,,pytest-html,conda-forge/pytest-html,['pytest'],,12685.0,57026.0,56404.0,https://pypi.org/project/pytest-html,2023-11-07 15:44:27.000,622.0,https://anaconda.org/conda-forge/pytest-html,2025-04-22 14:56:37.472,723066.0,2.0,,,,,,,,,,,,,,,,,,
76,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2025-06-24 10:29:42.000,2025-06-24 10:29:39,1125.0,1.0,112.0,20.0,112.0,14.0,107.0,645.0,2024-04-05 09:43:53.000,0.8.4,27.0,50.0,31,True,,parso,conda-forge/parso,,,488238.0,584919.0,583849.0,https://pypi.org/project/parso,2024-04-05 09:43:53.000,1070.0,https://anaconda.org/conda-forge/parso,2025-04-22 14:56:44.663,29782544.0,2.0,,,,,,,,,,,,,,,,,,
77,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2025-08-03 06:29:54.000,2025-08-03 06:29:54,3467.0,35.0,3169.0,391.0,1182.0,78.0,1803.0,42834.0,2025-07-23 18:21:20.000,2.6.5,100.0,464.0,30,True,,pyenv,,,,,21.0,21.0,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,,,,,2.0,,,,,,,,,,,,,,,,,,
78,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2025-08-05 12:58:28.000,2025-08-05 12:57:58,10311.0,36.0,5979.0,1105.0,429.0,61.0,5289.0,34956.0,2025-08-05 12:58:17.000,1.9.8,124.0,146.0,30,True,,sqlmap,,,,,33.0,21.0,https://pypi.org/project/sqlmap,2025-08-05 12:58:17.000,12.0,,,,2.0,,,,,,,,,,,,,,,,,,
79,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2025-07-20 18:54:32.000,2025-07-20 18:54:29,724.0,22.0,214.0,50.0,55.0,14.0,226.0,5963.0,2025-07-20 02:10:37.000,3.3.0,36.0,10.0,30,True,,alive-progress,conda-forge/alive-progress,,,2510.0,5248.0,4659.0,https://pypi.org/project/alive-progress,2025-07-20 02:10:37.000,589.0,https://anaconda.org/conda-forge/alive-progress,2025-04-22 14:57:21.935,153126.0,2.0,,,,,,,,,,,,,,,,,,
80,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2025-06-23 16:59:58.000,2025-06-23 16:59:52,6952.0,2.0,288.0,54.0,1177.0,204.0,549.0,4914.0,2024-10-11 08:28:27.000,2024.10.11,204.0,112.0,30,True,,pytype,conda-forge/pytype,,,8937.0,4267.0,4036.0,https://pypi.org/project/pytype,2024-10-11 08:28:27.000,231.0,https://anaconda.org/conda-forge/pytype,2025-04-22 14:57:26.233,554155.0,3.0,,,,,,,,,,,,,,,,,,
81,briefcase,beeware/briefcase,packaging,Tools to support converting a Python project into a standalone native application.,,https://github.com/beeware/briefcase,https://github.com/beeware/briefcase,BSD-3-Clause,2015-07-28 15:20:03.000,2025-08-05 06:09:45.000,2025-08-05 06:09:44,4889.0,84.0,447.0,48.0,1327.0,182.0,765.0,3031.0,2025-07-10 08:50:15.000,0.3.24,58.0,187.0,30,True,,briefcase,,,705.0,10.0,864.0,827.0,https://pypi.org/project/briefcase,2025-07-10 08:50:15.000,37.0,,,,2.0,,,,,,,,,,,,,,,,,,
82,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2025-08-05 19:09:23.000,2025-08-05 19:09:22,1333.0,19.0,146.0,36.0,331.0,135.0,306.0,2217.0,2025-03-25 08:03:19.000,3.12.0,53.0,80.0,30,True,,flit,conda-forge/flit,,,4499.0,3374.0,2444.0,https://pypi.org/project/flit,2025-03-25 08:03:19.000,930.0,https://anaconda.org/conda-forge/flit,2025-04-22 14:56:31.709,265486.0,3.0,,,,,,,,,,,,,,,,,,
83,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2025-07-21 21:26:17.000,2025-07-21 21:26:17,694.0,13.0,166.0,17.0,577.0,69.0,347.0,1447.0,2025-05-01 16:35:46.000,2025.5.1,30.0,109.0,30,True,wntrblm/nox,nox,conda-forge/nox,['pytest'],,7947.0,8016.0,6785.0,https://pypi.org/project/nox,2025-05-01 16:35:46.000,1231.0,https://anaconda.org/conda-forge/nox,2025-05-15 20:58:18.188,492753.0,2.0,,,,,,,,,,,,,,,,,,
84,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the pytest runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2025-08-04 20:55:22.000,2025-02-13 21:33:26,1462.0,,228.0,60.0,408.0,82.0,294.0,1393.0,2024-12-05 21:45:56.000,8.1.0,106.0,65.0,30,True,,pytest-bdd,conda-forge/pytest-bdd,['pytest'],,2606.0,4518.0,4412.0,https://pypi.org/project/pytest-bdd,2024-12-05 21:45:56.000,106.0,https://anaconda.org/conda-forge/pytest-bdd,2025-04-22 14:57:05.450,70382.0,2.0,,,,,,,,,,,,,,,,,,
85,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2025-04-22 14:56:22.777,2016-03-04 01:16:26,1004.0,,395.0,47.0,261.0,451.0,467.0,1362.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,30,False,,nose,conda-forge/nose,,,31157.0,171432.0,168737.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,2695.0,https://anaconda.org/conda-forge/nose,2025-04-22 14:56:22.777,3458448.0,2.0,,,,,,,,,,,,,,,,,,
86,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2025-04-22 14:56:25.041,2024-07-26 17:57:57,434.0,,189.0,34.0,96.0,60.0,70.0,754.0,2024-07-26 18:15:02.000,1.0.0,30.0,42.0,30,False,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],,311893.0,155002.0,154375.0,https://pypi.org/project/alabaster,2024-07-26 18:15:02.000,627.0,https://anaconda.org/conda-forge/alabaster,2025-04-22 14:56:25.041,9668689.0,2.0,,,,,,,,,,,,,,,,,,
87,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2025-08-06 14:08:40.000,2025-08-06 14:08:39,448.0,12.0,107.0,11.0,341.0,41.0,172.0,577.0,2025-04-25 16:53:24.000,3.2.0,93.0,61.0,30,True,,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],,14590.0,60821.0,56941.0,https://pypi.org/project/sphinx-autodoc-typehints,2025-04-25 16:53:24.000,3880.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2025-04-25 23:49:21.688,904598.0,2.0,,,,,,,,,,,,,,,,,,
88,coveralls-python,TheKevJames/coveralls-python,testing,Show coverage stats online via coveralls.io.,,https://github.com/TheKevJames/coveralls-python,https://github.com/TheKevJames/coveralls-python,MIT,2013-02-06 20:48:39.000,2025-08-04 15:11:37.000,2025-08-04 05:46:52,667.0,15.0,187.0,8.0,431.0,11.0,167.0,575.0,2024-05-15 12:56:12.000,4.0.1,46.0,66.0,30,True,,coveralls,conda-forge/coveralls,['pytest'],,21442.0,38088.0,35936.0,https://pypi.org/project/coveralls,2024-05-15 12:56:12.000,2152.0,https://anaconda.org/conda-forge/coveralls,2025-04-22 14:56:31.028,1307977.0,2.0,,,,,,,,,,,,,,,,,,
89,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2025-08-06 17:36:02.549,2025-08-06 09:21:24,1194.0,23.0,51.0,6.0,88.0,30.0,249.0,511.0,2025-08-06 09:19:26.000,1.10.0,142.0,39.0,30,True,,griffe,conda-forge/griffe,,,14691.0,12478.0,12161.0,https://pypi.org/project/griffe,2025-08-06 09:19:21.000,317.0,https://anaconda.org/conda-forge/griffe,2025-08-06 17:36:02.549,602331.0,2.0,,,,,,,,,,,,,,,,,,
90,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2025-06-29 21:06:49.241,2025-06-15 13:07:07,322.0,14.0,201.0,55.0,64.0,90.0,86.0,9846.0,2025-06-25 18:03:43.000,2.1.5,19.0,25.0,29,True,,icecream,conda-forge/icecream,,,1575.0,529.0,21.0,https://pypi.org/project/icecream,2025-06-25 18:02:30.000,508.0,https://anaconda.org/conda-forge/icecream,2025-06-29 21:06:49.241,81941.0,1.0,,,,,,,,,,,,,,,,,,
91,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2025-08-04 23:55:07.000,2025-08-04 18:14:57,733.0,189.0,129.0,14.0,250.0,48.0,77.0,3072.0,2025-07-23 21:27:06.000,5.0.0,33.0,51.0,29,True,,line_profiler,conda-forge/line_profiler,,965.0,66878.0,297.0,,https://pypi.org/project/line_profiler,2025-07-23 20:14:25.000,297.0,https://anaconda.org/conda-forge/line_profiler,2025-07-24 01:09:47.309,3811292.0,2.0,,,,,,,,,,,,,,,,,,
92,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2025-07-03 01:48:18.000,2025-07-03 01:48:18,729.0,4.0,516.0,69.0,347.0,74.0,199.0,2141.0,,,13.0,110.0,29,True,,pyelftools,conda-forge/pyelftools,,,14219.0,11264.0,10995.0,https://pypi.org/project/pyelftools,2025-02-19 14:19:59.000,269.0,https://anaconda.org/conda-forge/pyelftools,2025-04-22 14:56:21.172,824712.0,1.0,,,,,,,,,,,,,,,,,,
93,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2025-07-30 15:16:18.000,2025-07-30 15:16:18,775.0,6.0,114.0,14.0,189.0,60.0,394.0,1950.0,2025-07-22 23:49:19.000,0.30.0,69.0,51.0,29,True,,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],,4138.0,21782.0,20212.0,https://pypi.org/project/mkdocstrings,2025-07-22 23:48:44.000,1570.0,https://anaconda.org/conda-forge/mkdocstrings,2025-07-24 13:24:20.459,240027.0,2.0,,,,,,,,,,,,,,,,,,
94,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2025-04-27 01:47:32.000,2024-12-12 19:59:04,263.0,,233.0,26.0,92.0,30.0,91.0,1764.0,2025-03-07 07:08:25.000,3.3.0,35.0,63.0,29,True,,python-json-logger,conda-forge/python-json-logger,,,123402.0,965.0,,https://pypi.org/project/python-json-logger,2025-04-27 01:47:32.000,965.0,https://anaconda.org/conda-forge/python-json-logger,2025-04-22 14:56:33.638,12340224.0,3.0,,,,,,,,,,,,,,,,,,
95,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,,2015-12-27 23:15:37.000,2025-07-07 17:45:31.000,2025-06-18 09:54:49,669.0,12.0,118.0,19.0,151.0,30.0,332.0,1684.0,2025-06-18 09:56:09.000,4.4.4,74.0,40.0,29,False,,typeguard,conda-forge/typeguard,,,18606.0,44826.0,41681.0,https://pypi.org/project/typeguard,2025-06-18 09:56:05.000,3145.0,https://anaconda.org/conda-forge/typeguard,2025-06-18 12:21:32.288,1153593.0,3.0,,,,,,,,,,,,,,,,,,
96,cx_Freeze,marcelotduarte/cx_Freeze,packaging,Creates standalone executables from Python scripts with the same performance as the original script. It is cross-..,,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2025-08-06 21:23:22.000,2025-08-06 21:00:03,2481.0,102.0,235.0,26.0,1854.0,44.0,995.0,1476.0,2025-05-12 00:17:06.000,8.3.0,107.0,120.0,29,True,,cx_freeze,conda-forge/cx_freeze,,,16793.0,120.0,,https://pypi.org/project/cx_freeze,2025-05-12 00:17:06.000,120.0,https://anaconda.org/conda-forge/cx_freeze,2025-06-12 16:47:45.220,1057976.0,2.0,,,,,,,,,,,,,,,,,,
97,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2025-04-22 14:56:24.767,2023-11-03 22:28:45,746.0,,188.0,19.0,317.0,123.0,225.0,1118.0,2023-01-17 20:31:11.783,6.3.0,23.0,91.0,29,False,,pydocstyle,conda-forge/pydocstyle,,93.0,43545.0,74170.0,72418.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,1752.0,https://anaconda.org/conda-forge/pydocstyle,2025-04-22 14:56:24.767,2612758.0,2.0,,,,,,,,,,,,,,,,,,
98,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2025-06-01 17:18:34.000,2025-06-01 17:18:34,2603.0,28.0,185.0,18.0,863.0,164.0,499.0,936.0,2024-08-12 22:58:12.000,0.6.4,23.0,92.0,29,True,,asv,conda-forge/asv,,1633.0,17940.0,1503.0,1396.0,https://pypi.org/project/asv,2024-08-12 22:58:12.000,107.0,https://anaconda.org/conda-forge/asv,2025-04-22 14:56:30.847,1129296.0,2.0,,,,,,,,,,,,,,,,,,
99,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2025-07-07 16:54:23.000,2025-05-15 15:50:38,1222.0,3.0,131.0,21.0,351.0,40.0,201.0,807.0,2024-06-01 03:20:04.000,0.15.1,34.0,80.0,29,True,,nose2,conda-forge/nose2,,,2205.0,27126.0,26807.0,https://pypi.org/project/nose2,2024-06-01 03:20:04.000,319.0,https://anaconda.org/conda-forge/nose2,2025-04-22 14:56:50.674,191860.0,2.0,,,,,,,,,,,,,,,,,,
100,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,,https://docs.astral.sh/ruff,MIT,2022-11-30 10:02:13.208,2025-07-30 20:29:19.914,,,,1462.0,,,,,41191.0,2025-07-29 22:31:41.000,0.12.7,368.0,,28,True,,ruff,conda-forge/ruff,,,133210.0,16611.0,,https://pypi.org/project/ruff,2025-07-29 22:31:41.000,16611.0,https://anaconda.org/conda-forge/ruff,2025-07-30 20:29:19.914,4395960.0,2.0,,,,,,,,,,,,,,,,,,
101,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2025-05-31 23:22:45.000,2025-05-31 23:21:24,327.0,2.0,950.0,230.0,121.0,29.0,109.0,16516.0,2025-05-31 23:22:45.000,1.2.3,62.0,29.0,28,True,,pysnooper,conda-forge/pysnooper,,,2267.0,2111.0,2044.0,https://pypi.org/project/pysnooper,2025-05-31 23:22:45.000,67.0,https://anaconda.org/conda-forge/pysnooper,2025-04-22 14:57:05.002,133800.0,2.0,,,,,,,,,,,,,,,,,,
102,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2025-07-12 18:56:30.000,2025-07-12 18:56:30,3329.0,5.0,406.0,90.0,365.0,163.0,332.0,12843.0,2025-03-02 21:47:43.000,1.5.52,178.0,55.0,28,True,,scalene,,,,,917.0,899.0,https://pypi.org/project/scalene,2025-01-27 22:22:41.000,18.0,,,,2.0,,,,,,,,,,,,,,,,,,
103,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2025-08-07 08:16:27.000,2025-08-07 08:11:10,20438.0,122.0,453.0,114.0,526.0,149.0,308.0,7072.0,2024-10-29 21:22:27.000,0.9.23,81.0,293.0,28,True,,pyre-check,,,,,108.0,21.0,https://pypi.org/project/pyre-check,2025-07-07 15:59:16.000,87.0,,,,3.0,,,,,,,,,,,,,,,,,,
104,mimesis,lk-geimfari/mimesis,testing,Mimesis is a robust data generator for Python that can produce a wide range of fake data in multiple languages.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2025-07-31 10:52:09.000,2025-05-12 12:07:58,2669.0,1.0,335.0,59.0,1264.0,22.0,349.0,4605.0,2024-09-13 22:26:03.000,18.0.0,62.0,126.0,28,True,,mimesis,conda-forge/mimesis,,839.0,5211.0,2229.0,2161.0,https://pypi.org/project/mimesis,2024-09-13 22:26:03.000,68.0,https://anaconda.org/conda-forge/mimesis,2025-05-10 09:59:37.648,317459.0,3.0,,,,,,,,,,,,,,,,,,
105,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2025-07-21 14:09:42.000,2025-06-19 01:41:56,4810.0,10.0,325.0,46.0,49.0,7.0,1704.0,4488.0,2025-07-21 14:09:42.000,9.1.8,368.0,36.0,28,False,,pyarmor,,,,,2028.0,1948.0,https://pypi.org/project/pyarmor,2025-07-21 14:09:14.000,80.0,,,,3.0,,,,,,,,,,,,,,,,,,
106,doit,pydoit/doit,build-tools,CLI task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2025-04-22 14:56:44.640,2023-01-16 03:40:03,1483.0,,182.0,49.0,169.0,91.0,219.0,1956.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,28,False,,doit,conda-forge/doit,,,6235.0,2289.0,2171.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,118.0,https://anaconda.org/conda-forge/doit,2025-04-22 14:56:44.640,386608.0,3.0,,,,,,,,,,,,,,,,,,
107,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2025-07-28 10:12:07.000,2025-07-28 10:06:52,381.0,1.0,147.0,29.0,87.0,75.0,131.0,1931.0,2023-03-09 15:41:00.602,0.13.13,46.0,58.0,28,True,,ipdb,conda-forge/ipdb,,,9938.0,67088.0,65970.0,https://pypi.org/project/ipdb,2023-03-09 15:41:00.602,1118.0,https://anaconda.org/conda-forge/ipdb,2025-04-22 14:56:25.687,616210.0,2.0,,,,,,,,,,,,,,,,,,
108,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2025-06-23 22:35:22.000,2025-06-23 22:35:20,423.0,6.0,109.0,8.0,280.0,60.0,178.0,1095.0,2024-12-12 16:49:23.000,24.12.12,73.0,89.0,28,True,,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],,15081.0,42581.0,41343.0,https://pypi.org/project/flake8-bugbear,2024-12-12 16:49:23.000,1238.0,https://anaconda.org/conda-forge/flake8-bugbear,2025-04-22 14:57:10.503,859657.0,2.0,,,,,,,,,,,,,,,,,,
109,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2025-04-22 14:56:21.712,2024-10-29 18:33:27,246.0,,93.0,13.0,49.0,,78.0,929.0,2025-03-05 10:58:17.000,6.9.0,69.0,34.0,28,True,,colorlog,conda-forge/colorlog,,,89054.0,61392.0,59307.0,https://pypi.org/project/colorlog,2024-10-29 18:34:49.000,2085.0,https://anaconda.org/conda-forge/colorlog,2025-04-22 14:56:21.712,5432333.0,3.0,,,,,,,,,,,,,,,,,,
110,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2025-04-22 14:56:24.539,2023-12-03 13:55:50,149.0,,62.0,15.0,61.0,9.0,45.0,661.0,2022-01-24 01:14:49.000,0.7.0,13.0,24.0,28,True,,mccabe,conda-forge/mccabe,,,237511.0,511613.0,510679.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,934.0,https://anaconda.org/conda-forge/mccabe,2025-04-22 14:56:24.539,10213010.0,2.0,,,,,,,,,,,,,,,,,,
111,buildout,buildout/buildout,build-tools,Buildout is a deployment automation tool written in and extended with Python.,,https://github.com/buildout/buildout,https://github.com/buildout/buildout,ZPL-2.1,2012-03-25 21:47:18.000,2025-07-18 19:17:10.000,2025-07-18 19:13:21,1999.0,49.0,174.0,49.0,325.0,144.0,274.0,591.0,2025-06-11 15:54:50.000,4.1.12,145.0,100.0,28,False,,zc.buildout,conda-forge/zc.buildout,,,1603.0,117.0,,https://pypi.org/project/zc.buildout,2025-07-17 15:03:36.000,117.0,https://anaconda.org/conda-forge/zc.buildout,2025-04-22 14:58:01.521,75381.0,3.0,,,,,,,,,,,,,,,,,,
112,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2025-07-24 18:48:54.000,2025-07-24 18:48:50,621.0,20.0,81.0,8.0,149.0,20.0,149.0,573.0,2025-05-11 04:54:03.000,1.7.7,64.0,39.0,28,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,50.0,3964.0,4565.0,4260.0,https://pypi.org/project/docformatter,2025-05-11 04:54:03.000,305.0,https://anaconda.org/conda-forge/docformatter,2025-05-11 20:23:47.641,233829.0,3.0,,,,,,,,,,,,,,,,,,
113,executing,alexmojaki/executing,ast,"Get information about what a Python frame is currently doing, particularly the AST node being executed.",,https://github.com/alexmojaki/executing,https://github.com/alexmojaki/executing,MIT,2019-05-25 08:22:26.000,2025-06-19 05:52:51.000,2025-01-12 16:03:09,500.0,,36.0,11.0,51.0,21.0,31.0,358.0,2025-01-22 15:41:25.000,2.2.0,35.0,11.0,28,True,,executing,conda-forge/executing,,,358288.0,324542.0,323909.0,https://pypi.org/project/executing,2025-01-22 15:41:25.000,633.0,https://anaconda.org/conda-forge/executing,2025-04-24 13:44:02.181,20780721.0,1.0,,,,,,,,,,,,,,,,,,
