,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
13,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2025-07-08 19:36:14.983,2025-07-07 21:44:30,9196.0,,1876.0,357.0,2016.0,4089.0,25097.0,2025-07-07 21:45:44.000,2025.0.4,401.0,530.0,43,True,,236.0,pipenv,conda-forge/pipenv,174278.0,174028.0,https://pypi.org/project/pipenv,2025-07-07 21:45:44.000,250.0,27514178.0,27518647.0,https://anaconda.org/conda-forge/pipenv,2025-07-08 19:36:14.983,290500.0,2.0,,,,,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2025-10-02 10:05:02.000,2025-10-02 10:04:58,6657.0,56.0,3909.0,145.0,3297.0,2637.0,24744.0,2025-09-30 19:11:24.000,9.6.21,432.0,325.0,43,True,,6.0,mkdocs-material,conda-forge/mkdocs-material,79782.0,73983.0,https://pypi.org/project/mkdocs-material,2025-09-30 19:11:24.000,5799.0,10101578.0,10113747.0,https://anaconda.org/conda-forge/mkdocs-material,2025-10-01 13:00:59.191,791041.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2025-10-07 13:20:12.000,2025-10-07 13:20:05,15171.0,74.0,2484.0,478.0,823.0,4456.0,11127.0,2025-07-04 14:43:52.000,7.3.2,146.0,222.0,43,True,,262.0,robotframework,conda-forge/robotframework,14713.0,13716.0,https://pypi.org/project/robotframework,2025-10-07 13:19:44.000,997.0,3835484.0,3839810.0,https://anaconda.org/conda-forge/robotframework,2025-07-07 01:12:14.679,237712.0,1.0,,576.0,,,,,,,,,,,,,,,,,,
16,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,,2015-01-02 10:53:28.000,2025-10-08 05:16:33.000,2025-10-08 05:16:30,22208.0,102.0,2249.0,165.0,6380.0,6114.0,7411.0,2025-03-02 22:31:56.000,8.2.3,229.0,890.0,43,False,,1238.0,sphinx,conda-forge/sphinx,491108.0,463752.0,https://pypi.org/project/sphinx,2025-03-02 22:31:56.000,27356.0,60913569.0,61103882.0,https://anaconda.org/conda-forge/sphinx,2025-09-17 17:21:40.903,12370376.0,1.0,['sphinx'],,,,,,,,,,,,,,,,,,,
17,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2025-10-09 09:45:24.000,2025-10-09 09:45:22,17477.0,139.0,1957.0,184.0,5024.0,9638.0,7123.0,2025-09-30 07:44:31.000,25.9.0,105.0,473.0,43,True,,621.0,conda,conda-forge/conda,51823.0,51740.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,83.0,8053.0,1016291.0,https://anaconda.org/conda-forge/conda,2025-10-03 10:49:14.060,65513228.0,1.0,,30904.0,,,,,,,,,,,,,,,,,,
18,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2025-10-07 20:36:20.000,2025-10-07 06:57:18,4405.0,73.0,609.0,45.0,1070.0,1176.0,6838.0,2025-10-01 16:36:36.000,6.1.0,149.0,320.0,43,True,,243.0,isort,conda-forge/isort,584541.0,562661.0,https://pypi.org/project/isort,2025-10-01 16:26:43.000,21880.0,67581159.0,67708729.0,https://anaconda.org/conda-forge/isort,2025-10-01 23:43:11.271,8036930.0,2.0,,,,,,,,,,,,,,,,,,,,
19,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2025-09-13 18:55:05.000,2025-07-20 17:02:56,16478.0,2.0,1314.0,98.0,1948.0,2138.0,2759.0,2025-05-27 00:56:55.000,80.9.0,624.0,631.0,43,True,,667.0,setuptools,conda-forge/setuptools,849375.0,819637.0,https://pypi.org/project/setuptools,2025-05-27 00:56:49.000,29738.0,742336471.0,744873141.0,https://anaconda.org/conda-forge/setuptools,2025-06-01 19:09:46.361,164883583.0,1.0,,,,,,,,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2025-10-06 22:03:26.000,2025-09-24 15:28:31,3639.0,43.0,2375.0,190.0,3206.0,5740.0,33946.0,2025-09-21 14:51:46.000,2.2.1,181.0,611.0,42,True,,577.0,poetry,conda-forge/poetry,868.0,,https://pypi.org/project/poetry,2025-09-21 14:51:46.000,868.0,69665403.0,69949087.0,https://anaconda.org/conda-forge/poetry,2025-09-22 08:31:06.578,6303527.0,2.0,,15556201.0,,,,,,,,,,,,,,,,,,
21,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2025-09-23 13:36:37.000,2025-09-23 13:36:35,2775.0,20.0,897.0,91.0,1279.0,2207.0,14435.0,2025-08-09 18:59:03.000,4.3.0,198.0,165.0,42,True,,29.0,pre-commit,conda-forge/pre-commit,273692.0,253160.0,https://pypi.org/project/pre-commit,2025-08-09 18:56:13.000,20532.0,60296331.0,60473979.0,https://anaconda.org/conda-forge/pre-commit,2025-08-10 13:09:51.846,7967790.0,1.0,,3745464.0,,,,,,,,,,,,,,,,,,
22,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2025-09-22 22:26:42.000,2025-09-22 22:26:41,2494.0,10.0,335.0,37.0,387.0,1581.0,3699.0,2025-06-20 19:31:34.000,7.3.0,94.0,178.0,42,True,,22.0,flake8,conda-forge/flake8,694734.0,668200.0,https://pypi.org/project/flake8,2025-06-20 19:31:34.000,26534.0,45201153.0,45345534.0,https://anaconda.org/conda-forge/flake8,2025-06-26 20:01:55.726,9384781.0,1.0,,,3.0,,,,,,,,,,,,,,,,,
23,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2025-05-22 12:10:29.000,2024-11-12 13:36:45,2019.0,,1399.0,208.0,587.0,587.0,30514.0,2024-11-27 19:23:27.000,4.67.1,142.0,129.0,41,True,,572.0,tqdm,conda-forge/tqdm,1203594.0,1157763.0,https://pypi.org/project/tqdm,2024-11-24 20:12:19.000,45831.0,232974613.0,233626994.0,https://anaconda.org/conda-forge/tqdm,2025-04-22 14:56:23.993,41737016.0,1.0,,19362.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2024-12-14 01:39:50.951159,3.0,5315.0,,,,,,,,,,,,
24,hypothesis,HypothesisWorks/hypothesis,testing,The property-based testing library for Python.,,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2025-10-05 22:45:51.000,2025-10-05 22:45:50,16707.0,465.0,623.0,69.0,2836.0,1640.0,8103.0,2025-10-04 22:30:05.000,hypothesis-python-6.140.3,1441.0,353.0,41,True,,81.0,hypothesis,conda-forge/hypothesis,38216.0,35271.0,https://pypi.org/project/hypothesis,2025-10-04 22:29:40.000,2945.0,18088078.0,18319243.0,https://anaconda.org/conda-forge/hypothesis,2025-10-05 02:29:20.841,15025788.0,1.0,,,,,,,,,,,,,,,,,,,,
25,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2025-09-03 13:15:39.000,2025-09-03 13:15:39,8498.0,8.0,513.0,112.0,616.0,1362.0,6033.0,2024-11-11 01:41:40.000,0.19.2,35.0,176.0,41,True,,90.0,jedi,conda-forge/jedi,584371.0,583218.0,https://pypi.org/project/jedi,2024-11-11 01:41:40.000,1153.0,77216460.0,77741124.0,https://anaconda.org/conda-forge/jedi,2025-04-22 14:56:29.139,33578503.0,1.0,,,,,,,,,,,,,,,,,,,,
26,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2025-10-09 01:29:11.000,2025-10-09 01:29:11,927.0,44.0,541.0,40.0,1602.0,1683.0,3844.0,2025-10-02 16:24:38.000,4.30.3,247.0,331.0,41,True,,145.0,tox,conda-forge/tox,141947.0,130246.0,https://pypi.org/project/tox,2025-10-02 16:24:38.000,11701.0,24277313.0,24300930.0,https://anaconda.org/conda-forge/tox,2025-10-02 22:51:39.645,1535145.0,1.0,['pytest'],,,,,,,,,,,,,,,,,,,
27,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2025-08-03 20:02:22.000,2025-08-03 20:02:22,2116.0,1.0,2545.0,230.0,1333.0,1991.0,21141.0,2024-08-30 12:24:05.000,1.6.1,62.0,260.0,40,True,,124.0,mkdocs,conda-forge/mkdocs,96526.0,89566.0,https://pypi.org/project/mkdocs,2024-08-30 12:24:05.000,6960.0,9532876.0,9544670.0,https://anaconda.org/conda-forge/mkdocs,2025-04-22 14:56:22.183,613325.0,1.0,['mkdocs'],,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2025-10-09 14:13:04.000,2025-10-09 14:13:02,3296.0,199.0,562.0,77.0,2958.0,1664.0,2080.0,2025-10-09 14:12:38.000,2.41.0,300.0,287.0,40,True,,202.0,sentry-sdk,conda-forge/sentry-sdk,1343.0,,https://pypi.org/project/sentry-sdk,2025-10-09 14:12:19.000,1343.0,78459420.0,78481377.0,https://anaconda.org/conda-forge/sentry-sdk,2025-10-06 13:45:10.465,1394823.0,1.0,,3924.0,,,,,,,,,,,,,,,,,,
29,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2025-10-07 02:31:48.000,2025-10-07 02:26:16,1194.0,118.0,164.0,34.0,859.0,332.0,1569.0,2025-09-12 07:34:24.000,1.2.0,71.0,73.0,40,True,,50.0,pytest-asyncio,conda-forge/pytest-asyncio,169341.0,157758.0,https://pypi.org/project/pytest-asyncio,2025-09-12 07:33:52.000,11583.0,61010432.0,61051276.0,https://anaconda.org/conda-forge/pytest-asyncio,2025-09-12 13:07:58.151,2652542.0,1.0,['pytest'],1664.0,,,,,,,,,,,,,,,,,,
30,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2025-10-09 00:02:25.000,2025-10-09 00:02:24,8411.0,67.0,1743.0,133.0,2299.0,7112.0,14859.0,2025-10-01 16:37:46.769,1.1.406,490.0,131.0,39,True,,130.0,,,1457.0,1424.0,,,,,1648783.0,,,,2.0,,5485.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2025-10-01 16:37:46.769,33.0,1648594.0,,,,,,,
31,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2025-10-03 16:01:27.000,2025-02-10 20:44:26,1355.0,,901.0,201.0,414.0,468.0,13945.0,2024-11-14 00:11:39.000,0.43.0,75.0,156.0,39,True,,416.0,yapf,conda-forge/yapf,107981.0,106725.0,https://pypi.org/project/yapf,2024-11-14 00:11:39.000,1256.0,9918840.0,9966328.0,https://anaconda.org/conda-forge/yapf,2025-04-22 14:56:24.153,2564386.0,2.0,,,,,,,,,,,,,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2025-10-06 20:20:34.000,2025-10-06 20:11:41,2350.0,88.0,628.0,99.0,1082.0,938.0,7942.0,2025-10-02 08:57:53.000,7.5.1,123.0,220.0,39,True,,215.0,pip-tools,conda-forge/pip-tools,39029.0,36239.0,https://pypi.org/project/pip-tools,2025-10-02 08:57:53.000,2790.0,20517962.0,20522063.0,https://anaconda.org/conda-forge/pip-tools,2025-10-02 17:06:17.950,266596.0,2.0,,,,,,,,,,,,,,,,,,,,
33,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-09-24 19:23:46.000,2025-10-03 10:47:38.256,2025-10-02 17:52:41,9732.0,61.0,336.0,61.0,1261.0,2808.0,2293.0,2025-10-02 17:54:35.000,4.10.0,41.0,171.0,39,True,,649.0,scons,conda-forge/scons,4028.0,3972.0,https://pypi.org/project/scons,2025-10-02 17:40:14.000,56.0,976040.0,993234.0,https://anaconda.org/conda-forge/scons,2025-10-03 10:47:38.256,1064669.0,1.0,,1804.0,,,,,,,,,,,,,,,,,,
34,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2025-10-07 05:41:27.000,2025-10-07 05:41:25,1342.0,22.0,243.0,50.0,540.0,392.0,1715.0,2025-07-01 13:31:02.000,3.8.0,71.0,109.0,39,True,,285.0,pytest-xdist,conda-forge/pytest-xdist,127605.0,121988.0,https://pypi.org/project/pytest-xdist,2025-07-01 13:30:56.000,5617.0,61793208.0,61948980.0,https://anaconda.org/conda-forge/pytest-xdist,2025-07-02 10:39:49.174,9812838.0,2.0,['pytest'],307.0,,,,,,,,,,,,,,,,,,
35,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools-scm,https://github.com/pypa/setuptools-scm,MIT,2015-07-01 17:57:56.000,2025-10-06 19:05:33.000,2025-09-18 16:18:34,2053.0,181.0,227.0,27.0,585.0,601.0,925.0,2025-08-16 12:56:37.000,9.2.0,97.0,149.0,39,True,,37.0,setuptools_scm,conda-forge/setuptools_scm,34107.0,31957.0,https://pypi.org/project/setuptools_scm,2025-08-16 12:56:37.000,2150.0,88807179.0,88891279.0,https://anaconda.org/conda-forge/setuptools_scm,2025-08-16 21:13:36.839,5466531.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
36,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2025-10-09 10:37:28.000,2025-10-08 16:09:40,6531.0,103.0,1625.0,503.0,974.0,1946.0,30153.0,2025-10-08 15:45:21.000,4.3.3,124.0,210.0,38,True,,141.0,glances,conda-forge/glances,1204.0,1200.0,https://pypi.org/project/glances,2025-07-09 15:40:39.000,4.0,173849.0,180816.0,https://anaconda.org/conda-forge/glances,2025-04-22 14:56:20.672,396394.0,1.0,,1691.0,-1.0,,,,,,,,,,,,,,,,,
37,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2025-10-09 09:50:01.000,2025-10-03 13:14:25,985.0,41.0,751.0,139.0,272.0,900.0,22850.0,2024-12-06 11:25:42.000,0.7.3,22.0,68.0,38,True,,231.0,loguru,conda-forge/loguru,154271.0,142999.0,https://pypi.org/project/loguru,2024-12-06 11:20:54.000,11272.0,42686729.0,42743397.0,https://anaconda.org/conda-forge/loguru,2025-05-07 16:22:25.668,3683473.0,2.0,,,,,,,,,,,,,,,,,,,,
38,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4-3.13. You feed it your..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2025-10-09 10:29:52.000,2025-10-09 08:42:03,13977.0,187.0,719.0,138.0,480.0,2469.0,13938.0,2025-09-19 09:47:21.000,2.7.16,359.0,200.0,38,True,,213.0,nuitka,conda-forge/nuitka,3583.0,3441.0,https://pypi.org/project/nuitka,2025-09-19 09:47:21.000,142.0,376171.0,410357.0,https://anaconda.org/conda-forge/nuitka,2025-09-19 14:43:01.611,2222120.0,1.0,,,-1.0,,,,,,,,,,,,,,,,,
39,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2025-10-07 13:36:54.000,2025-10-07 13:36:52,999.0,26.0,1056.0,147.0,1145.0,1440.0,13769.0,2025-08-28 15:46:20.000,1.55.0,124.0,51.0,38,True,,44.0,playwright,,48645.0,45978.0,https://pypi.org/project/playwright,2025-08-28 15:46:20.000,2667.0,23006335.0,23006335.0,,,,2.0,,,-2.0,,,,,,,,,,,,,,,,,
40,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2025-10-09 03:23:15.000,2025-10-09 03:00:04,3150.0,50.0,453.0,40.0,1295.0,1873.0,8477.0,2025-08-22 10:28:14.000,2.25.9,238.0,230.0,38,True,,50.0,pdm,conda-forge/pdm,728.0,518.0,https://pypi.org/project/pdm,2025-08-22 10:28:11.000,210.0,8606715.0,8638462.0,https://anaconda.org/conda-forge/pdm,2025-07-30 09:44:31.684,1554481.0,2.0,,796.0,,,,,,,,,,,,,,,,,,
