,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
12,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-11-17 11:00:30.000000,2021-10-11 16:52:26.000000,385.0,1137.0,2489.0,2021-10-07 07:28:06.000000,4.0.0a9,124.0,251.0,135.0,['pytest'],conda-forge/tox,tox,2052.0,87158.0,50758.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,3729663.0,3737244.0,https://anaconda.org/conda-forge/tox,2021-11-04 10:19:57.583000,379050.0,1.0,,,,,,,,,,,,,,,
13,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-11-18 13:55:08.000000,2021-11-18 03:51:49.000000,1514.0,1385.0,23605.0,2021-11-18 03:57:34.000000,21.11b1,36.0,282.0,349.0,,conda-forge/black,black,,101643.0,95415.0,https://pypi.org/project/black,2021-11-18 03:58:02.000000,6228.0,9708048.0,9767510.0,https://anaconda.org/conda-forge/black,2021-11-02 16:45:32.799000,2473666.0,1.0,,18113.0,,,,,,,,,,,,,
14,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,34,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-11-18 08:33:06.000000,2021-11-18 08:33:05.000000,1678.0,2956.0,22465.0,2021-11-15 01:40:53.000000,2021.11.15,302.0,394.0,579.0,,conda-forge/pipenv,pipenv,,25228.0,22954.0,https://pypi.org/project/pipenv,2021-11-15 01:40:53.000000,2274.0,4086562.0,4088356.0,https://anaconda.org/conda-forge/pipenv,2021-11-15 10:50:46.748000,44872.0,1.0,,,,,,,,,,,,,,,
15,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,34,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000000,2021-11-03 13:22:29.000000,2021-10-30 04:18:06.000000,253.0,340.0,3941.0,2021-10-24 07:01:21.000000,1.6.0,68.0,51.0,92.0,,conda-forge/autopep8,autopep8,2730.0,106524.0,96340.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000000,10184.0,2506964.0,2515692.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178000,567372.0,1.0,,,,,,,,,,,,,,,
16,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000000,2021-11-18 12:59:48.000000,2021-11-15 23:59:43.000000,786.0,1339.0,1476.0,2021-11-16 02:31:59.000000,59.1.1,451.0,468.0,528.0,,conda-forge/setuptools,setuptools,,182668.0,124738.0,https://pypi.org/project/setuptools,2021-11-16 02:31:50.000000,57930.0,169675452.0,170130548.0,https://anaconda.org/conda-forge/setuptools,2021-11-16 05:35:10.625000,29126085.0,1.0,,113.0,,,,,,,,,,,,,
17,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,34,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-11-15 20:32:02.000000,2021-10-10 09:31:18.000000,155.0,199.0,1141.0,2021-10-04 01:48:57.000000,3.0.0,43.0,72.0,106.0,['pytest'],conda-forge/pytest-cov,pytest-cov,860.0,148232.0,104838.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000000,43394.0,11050586.0,11110236.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977000,4056237.0,1.0,,,,,,,,,,,,,,,
18,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-11-18 13:16:28.000000,2021-11-18 13:16:28.000000,997.0,569.0,31000.0,2021-11-16 15:15:03.000000,10.14.0,138.0,134.0,31.0,,conda-forge/rich,rich,2440.0,8541.0,8541.0,https://pypi.org/project/rich,2021-11-16 15:12:25.000000,0.0,2638206.0,2668446.0,https://anaconda.org/conda-forge/rich,2021-11-17 01:07:33.057000,483844.0,1.0,,,,,,,,,,,,,,,
19,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-11-18 12:42:53.000000,2021-11-18 12:40:21.000000,1421.0,2179.0,17116.0,2021-10-04 18:05:17.000000,1.1.11,141.0,315.0,1337.0,,conda-forge/poetry,poetry,1972.0,64.0,,https://pypi.org/project/poetry,2021-10-04 18:05:17.000000,64.0,4236904.0,4456755.0,https://anaconda.org/conda-forge/poetry,2021-11-16 18:20:49.130000,324387.0,2.0,,9277009.0,,,,,,,,,,,,,
20,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000000,2021-11-18 09:54:12.941000,2021-11-18 07:49:15.000000,476.0,1116.0,5502.0,2021-11-18 07:49:37.000000,hypothesis-python-6.24.6,891.0,254.0,67.0,,conda-forge/hypothesis,hypothesis,11087.0,13075.0,10459.0,https://pypi.org/project/hypothesis,2021-11-18 07:49:20.000000,2616.0,2298693.0,2376778.0,https://anaconda.org/conda-forge/hypothesis,2021-11-18 09:54:12.941000,4997450.0,1.0,,,,,,,,,,,,,,,
21,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,33,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-11-15 17:08:53.000000,2021-11-12 05:03:34.000000,469.0,659.0,5315.0,2021-10-12 16:00:05.000000,6.4.0,97.0,163.0,127.0,,conda-forge/pip-tools,pip-tools,1670.0,3252.0,,https://pypi.org/project/pip-tools,2021-10-12 16:00:05.000000,3252.0,3608870.0,3609911.0,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029000,19788.0,2.0,,,,,,,,,,,,,,,
22,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000000,2021-11-18 05:57:28.000000,2021-11-18 05:57:07.000000,428.0,990.0,4313.0,2021-11-09 05:43:22.000000,5.10.1,132.0,251.0,33.0,,conda-forge/isort,isort,,228160.0,203942.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000000,24218.0,17136039.0,17176410.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919000,2583791.0,2.0,,,,,,,,,,,,,,,
23,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000000,2021-11-10 13:42:35.000000,2021-10-19 23:03:00.000000,1612.0,535.0,3880.0,2018-10-05 13:20:49.000000,0.4.2,23.0,108.0,190.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,1347.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000000,23474.0,1925093.0,1955899.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268000,1940794.0,1.0,,,,,,,,,,,,,,,
24,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,33,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-11-15 05:51:09.000000,2021-11-15 05:51:08.000000,177.0,1286.0,1640.0,2021-10-11 12:42:47.000000,4.0.1,81.0,159.0,39.0,,conda-forge/flake8,flake8,,278232.0,206942.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000000,71290.0,14409880.0,14461036.0,https://anaconda.org/conda-forge/flake8,2021-11-02 21:24:52.298000,3325164.0,1.0,,,,,,,,,,,,,,,
25,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,33,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000000,2021-10-20 13:56:41.000000,2021-10-06 20:38:45.000000,158.0,358.0,1087.0,2021-10-06 20:39:49.000000,2.4.0,31.0,78.0,83.0,,conda-forge/pyflakes,pyflakes,516.0,132876.0,106378.0,https://pypi.org/project/pyflakes,2021-10-06 20:39:49.000000,26498.0,14593569.0,14644934.0,https://anaconda.org/conda-forge/pyflakes,2021-10-07 19:30:05.408000,3338748.0,1.0,,,,,,,,,,,,,,,
26,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,Technical documentation that just works.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000000,2021-11-16 09:18:35.000000,2021-11-15 07:24:08.000000,1864.0,1170.0,7989.0,2021-11-13 13:34:43.000000,8.0.0b1,222.0,134.0,15.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,3732.0,11186.0,9684.0,https://pypi.org/project/mkdocs-material,2021-11-13 13:35:19.000000,1502.0,744551.0,746961.0,https://anaconda.org/conda-forge/mkdocs-material,2021-10-30 19:27:02.909000,72323.0,2.0,,,,,,,,,,,,,,,
27,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000000,2021-11-16 20:01:50.000000,2021-11-01 20:05:53.000000,497.0,1250.0,6843.0,2021-09-03 00:45:09.000000,2.15.0,163.0,126.0,25.0,,conda-forge/pre-commit,pre-commit,2102.0,2136.0,,https://pypi.org/project/pre-commit,2021-09-03 00:33:45.000000,2136.0,3979743.0,4011024.0,https://anaconda.org/conda-forge/pre-commit,2021-11-04 17:44:26.308000,834604.0,1.0,,18541.0,,,,,,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000000,2021-11-18 07:57:14.000000,2021-11-18 07:57:14.000000,1089.0,6247.0,4395.0,2021-06-30 04:55:46.000000,4.10.3,100.0,374.0,2055.0,,conda-forge/conda,conda,15780.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000000,2104.0,75474.0,442103.0,https://anaconda.org/conda-forge/conda,2021-11-03 05:49:25.112000,23097664.0,2.0,,,,,,,,,,,,,,,
29,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-11-15 18:11:47.000000,2021-11-01 21:39:26.000000,912.0,1116.0,4000.0,2021-11-01 08:01:30.000000,20.10.0,173.0,220.0,65.0,,conda-forge/virtualenv,virtualenv,,34422.0,,https://pypi.org/project/virtualenv,2021-11-01 08:01:30.000000,34422.0,23606820.0,23630031.0,https://anaconda.org/conda-forge/virtualenv,2021-11-02 07:32:46.596000,1299821.0,2.0,,,,,,,,,,,,,,,
30,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-11-18 12:18:19.000000,2021-11-13 01:35:32.000000,380.0,371.0,3701.0,2021-11-12 12:25:41.000000,1.7.1,32.0,137.0,187.0,,conda-forge/bandit,bandit,1181.0,11452.0,9098.0,https://pypi.org/project/bandit,2021-11-12 12:25:41.000000,2354.0,2139229.0,2142448.0,https://anaconda.org/conda-forge/bandit,2021-11-13 09:57:40.313000,96505.0,1.0,,121.0,,,,,,,,,,,,,
31,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000000,2021-11-09 09:27:42.000000,2021-10-16 04:43:50.000000,294.0,362.0,3446.0,2021-07-09 21:42:28.000000,1.6.0,52.0,56.0,334.0,,conda-forge/invoke,invoke,3523.0,14024.0,9422.0,https://pypi.org/project/invoke,2021-07-09 21:42:28.000000,4602.0,2166549.0,2173506.0,https://anaconda.org/conda-forge/invoke,2021-07-10 12:55:00.642000,466183.0,1.0,,,,,,,,,,,,,,,
32,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-10-25 05:23:45.000000,2016-03-04 01:16:26.000000,361.0,462.0,1341.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,,conda-forge/nose,nose,1004.0,203462.0,116988.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,4518014.0,4547628.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1954545.0,2.0,,,,,,,,,,,,,,,
33,python-json-logger,https://github.com/madzak/python-json-logger,,Json Formatter for the standard python logger.,logging,32,True,madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000000,2021-07-27 23:18:51.000000,2021-07-27 23:18:45.000000,162.0,46.0,1114.0,2021-07-27 23:09:33.000000,2.0.2,20.0,46.0,23.0,,conda-forge/python-json-logger,python-json-logger,196.0,19329.0,18411.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000000,918.0,4379852.0,4398127.0,https://anaconda.org/conda-forge/python-json-logger,2020-10-12 23:31:31.855000,1005130.0,1.0,,,,,,,,,,,,,,,
34,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000000,2021-11-17 20:34:18.000000,2021-11-17 13:37:34.000000,247.0,398.0,1086.0,2021-11-17 13:10:28.000000,1.5.0,136.0,109.0,198.0,,conda-forge/sentry-sdk,sentry-sdk,1315.0,16629.0,15643.0,https://pypi.org/project/sentry-sdk,2021-11-17 13:10:25.000000,986.0,11114441.0,11117731.0,https://anaconda.org/conda-forge/sentry-sdk,2021-11-17 15:09:50.069000,114154.0,1.0,,4476.0,,,,,,,,,,,,,
35,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,31,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-11-18 11:30:48.000000,2021-11-14 11:23:26.000000,1238.0,1208.0,19465.0,2021-08-14 15:24:27.000000,3.2.3,59.0,149.0,206.0,,conda-forge/glances,glances,4138.0,396.0,346.0,https://pypi.org/project/glances,2021-08-21 06:39:00.000000,50.0,125260.0,127435.0,https://anaconda.org/conda-forge/glances,2021-09-13 17:25:17.813000,147291.0,1.0,,695.0,,,,,,,,,,,,,
36,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-11-02 13:32:36.476000,2021-09-09 07:14:10.000000,456.0,402.0,10267.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,79.0,,conda-forge/loguru,loguru,562.0,12179.0,11837.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,2082152.0,2091382.0,https://anaconda.org/conda-forge/loguru,2021-11-02 13:32:36.476000,304597.0,2.0,,,,,,,,,,,,,,,
37,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,31,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-11-16 09:51:57.000000,2021-09-14 17:41:07.000000,781.0,197.0,5733.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,342.0,,conda-forge/pyautogui,pyautogui,402.0,11900.0,11292.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,504441.0,507317.0,https://anaconda.org/conda-forge/pyautogui,2021-11-11 10:15:02.687000,138078.0,2.0,,,,,,,,,,,,,,,
38,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000000,2021-11-11 12:51:57.000000,2021-11-11 12:51:57.000000,1557.0,749.0,4714.0,2021-10-16 08:31:36.000000,3.4.0,114.0,802.0,628.0,,conda-forge/buildbot,buildbot,22378.0,1150.0,258.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000000,892.0,56056.0,58138.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804000,45665.0,2.0,,18029.0,,,,,,,,,,,,,
39,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,31,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000000,2021-11-09 14:45:31.000000,2021-11-09 14:45:31.000000,614.0,552.0,4448.0,2021-10-11 00:56:25.000000,2.8.0,13.0,128.0,113.0,,conda-forge/pycodestyle,pycodestyle,,193957.0,172727.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000000,21230.0,20511756.0,20565539.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620000,3495917.0,1.0,,,,,,,,,,,,,,,
40,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,31,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-11-18 12:29:41.000000,2021-11-18 08:43:58.000000,763.0,3033.0,3680.0,2021-09-16 20:55:08.000000,2.11.1,119.0,427.0,713.0,,conda-forge/pylint,pylint,,37734.0,,https://pypi.org/project/pylint,2021-09-16 20:55:08.000000,37734.0,9504066.0,9542638.0,https://anaconda.org/conda-forge/pylint,2021-09-17 15:38:30.268000,2430091.0,1.0,,,,,,,,,,,,,,,
41,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000000,2021-11-12 00:40:23.000000,2021-08-25 15:42:15.000000,215.0,168.0,3055.0,2021-01-20 07:45:20.000000,1.1.0,56.0,97.0,90.0,,conda-forge/freezegun,freezegun,541.0,8352.0,,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000000,8352.0,3665687.0,3669885.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014000,285479.0,2.0,,,,,,,,,,,,,,,
