,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-09-30 15:24:21.000000,2021-09-01 14:02:18.000000,91.0,2.0,1334.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,https://docs.python.org/3/library/unittest.html,True,Unittest is a test framework included in the Python standard library.,testing,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,38,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000000,2021-10-06 17:51:13.000000,2021-10-05 17:11:01.000000,1557.0,4763.0,4168.0,2021-09-12 07:53:38.000000,4.2.0,156.0,681.0,866.0,['sphinx'],conda-forge/sphinx,sphinx,18141.0,265417.0,160881.0,https://pypi.org/project/sphinx,2021-09-12 07:53:38.000000,104536.0,3963537.0,4028481.0,https://anaconda.org/conda-forge/sphinx,2021-09-12 10:18:31.683000,4026533.0,1.0,,,,,,,,,,,,,,,
4,tqdm,https://github.com/tqdm/tqdm,,"A Fast, Extensible Progress Bar for Python and CLI.",logging,37,True,tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000000,2021-10-03 16:42:04.806402,2021-09-20 16:15:31.000000,1016.0,529.0,19655.0,2021-09-20 15:24:06.000000,4.62.3,124.0,107.0,313.0,,conda-forge/tqdm,tqdm,1889.0,237823.0,211585.0,https://pypi.org/project/tqdm,2021-09-20 15:11:15.000000,26238.0,25601584.0,25725925.0,https://anaconda.org/conda-forge/tqdm,2021-09-20 17:51:38.361000,7946940.0,1.0,tqdm/tqdm,7855.0,https://hub.docker.com/r/tqdm/tqdm,2021-10-03 16:42:04.806402,2.0,3911.0,,,,,,,,,
5,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,37,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-10-05 18:24:24.000000,2021-10-05 18:24:20.000000,1149.0,1302.0,7718.0,2020-12-19 01:19:27.000000,5.8.0,83.0,167.0,203.0,,conda-forge/psutil,psutil,5710.0,135971.0,111305.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,34381354.0,34506492.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,8259123.0,1.0,,,,,,,,,,,,,,,
6,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,36,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-10-07 09:23:22.000000,2021-10-06 20:13:09.000000,1904.0,4867.0,11433.0,,,83.0,494.0,1956.0,,conda-forge/mypy,mypy,9781.0,52323.0,46239.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,7229093.0,7256623.0,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1293923.0,1.0,,,,,,,,,,,,,,,
7,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,36,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000000,2021-10-07 08:26:02.000000,2021-10-06 11:12:48.000000,1800.0,3964.0,7817.0,2021-08-30 17:39:28.000000,6.2.5,148.0,746.0,714.0,['pytest'],conda-forge/pytest,pytest,,511860.0,381276.0,https://pypi.org/project/pytest,2021-08-30 17:39:00.000000,130584.0,31445281.0,31598367.0,https://anaconda.org/conda-forge/pytest,2021-08-31 02:25:39.479000,9644427.0,1.0,,,,,,,,,,,,,,,
8,pip,https://github.com/pypa/pip,,The Python package installer.,dependency-managers,35,True,pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000000,2021-10-06 17:04:31.000000,2021-10-05 07:40:09.000000,2426.0,5049.0,7454.0,2021-08-12 14:54:57.000000,21.2.4,111.0,636.0,923.0,,conda-forge/pip,pip,,79578.0,60912.0,https://pypi.org/project/pip,2021-08-12 14:54:57.000000,18666.0,84246003.0,84647136.0,https://anaconda.org/conda-forge/pip,2021-08-12 18:29:31.614000,25271441.0,1.0,,,,,,,,,,,,,,,
9,jedi,https://github.com/davidhalter/jedi,,"Awesome autocompletion, static analysis and refactoring library for python.",refactoring,35,True,davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000000,2021-10-06 13:16:00.000000,2021-09-02 09:22:08.000000,441.0,1223.0,4982.0,2020-12-25 10:34:25.000000,0.18.0,30.0,145.0,30.0,,conda-forge/jedi,jedi,8224.0,170003.0,154097.0,https://pypi.org/project/jedi,2020-12-25 10:34:25.000000,15906.0,18212936.0,18318175.0,https://anaconda.org/conda-forge/jedi,2021-06-29 02:44:18.629000,6314372.0,1.0,,,,,,,,,,,,,,,
10,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000000,2021-10-04 16:56:39.000000,2021-10-04 16:56:38.000000,385.0,1127.0,2437.0,2021-10-07 07:28:06.000000,4.0.0a9,124.0,251.0,133.0,['pytest'],conda-forge/tox,tox,2051.0,85507.0,49107.0,https://pypi.org/project/tox,2021-09-16 09:44:58.000000,36400.0,3824632.0,3832001.0,https://anaconda.org/conda-forge/tox,2021-09-17 16:40:15.484000,361101.0,1.0,,,,,,,,,,,,,,,
11,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,35,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-10-06 18:54:13.000000,2021-10-04 20:29:31.000000,183.0,1264.0,1511.0,2021-03-14 23:32:11.000000,3.9.0,79.0,156.0,38.0,,conda-forge/flake8,flake8,2005.0,268737.0,197447.0,https://pypi.org/project/flake8,2021-05-08 19:52:32.000000,71290.0,11405456.0,11453273.0,https://anaconda.org/conda-forge/flake8,2021-05-10 17:37:45.968000,3060348.0,1.0,,,,,,,,,,,,,,,
12,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,34,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000000,2021-10-07 08:31:21.000000,2021-10-05 21:22:56.000000,1442.0,1353.0,22619.0,2021-09-14 02:24:50.000000,21.9b0,33.0,273.0,324.0,,conda-forge/black,black,,92334.0,86106.0,https://pypi.org/project/black,2021-09-14 02:25:24.000000,6228.0,8744831.0,8798517.0,https://anaconda.org/conda-forge/black,2021-09-14 05:32:53.068000,2178312.0,1.0,,17283.0,,,,,,,,,,,,,
13,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,34,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000000,2021-10-04 19:49:33.000000,2021-10-04 08:18:47.000000,154.0,199.0,1113.0,2021-10-04 01:48:57.000000,3.0.0,43.0,71.0,105.0,['pytest'],conda-forge/pytest-cov,pytest-cov,858.0,143783.0,100389.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000000,43394.0,10041819.0,10096827.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977000,3685555.0,1.0,,,,,,,2.0,,,,,,,,
14,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000000,2021-10-07 08:27:17.000000,2021-10-06 13:09:37.000000,937.0,528.0,29750.0,2021-10-06 13:09:30.000000,10.12.0,136.0,117.0,25.0,,conda-forge/rich,rich,2292.0,7279.0,7279.0,https://pypi.org/project/rich,2021-10-06 13:08:03.000000,0.0,2146912.0,2173009.0,https://anaconda.org/conda-forge/rich,2021-10-06 20:41:59.786000,391463.0,1.0,,,,,,,,,,,,,,,
15,pipenv,https://github.com/pypa/pipenv,,Python Development Workflow for Humans.,virtual-envs,33,True,pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000000,2021-10-05 03:41:53.000000,2021-08-31 00:56:36.000000,1650.0,2900.0,22323.0,2021-05-29 03:10:16.000000,2021.5.29,298.0,387.0,583.0,,conda-forge/pipenv,pipenv,7109.0,24303.0,22029.0,https://pypi.org/project/pipenv,2021-05-29 03:10:16.000000,2274.0,,1814.0,https://anaconda.org/conda-forge/pipenv,2020-11-15 06:15:51.831000,43552.0,1.0,,,,,,,,,,,,,,,
16,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,33,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000000,2021-10-07 04:25:13.000000,2021-09-19 11:23:53.000000,1365.0,2104.0,16614.0,2021-10-04 18:05:17.000000,1.1.11,141.0,287.0,1273.0,,conda-forge/poetry,poetry,1870.0,64.0,,https://pypi.org/project/poetry,2021-10-04 18:05:17.000000,64.0,3474923.0,3681421.0,https://anaconda.org/conda-forge/poetry,2021-10-05 20:05:28.270000,259473.0,2.0,,8560673.0,,,,,,,,,,,,,
17,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,33,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-10-07 07:57:14.000000,2021-10-07 07:57:14.000000,1835.0,1471.0,12914.0,2021-07-18 19:32:00.000000,1.2.2,47.0,199.0,111.0,['mkdocs'],conda-forge/mkdocs,mkdocs,1578.0,21209.0,15267.0,https://pypi.org/project/mkdocs,2021-07-18 19:20:49.000000,5942.0,,2307.0,https://anaconda.org/conda-forge/mkdocs,2021-07-18 21:27:59.884000,152319.0,1.0,,,,,,,,,,,,,,,
