,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,labels,conda_id,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
19,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-06-09 15:37:45.000,2021-05-29 15:41:00.000,729.0,1235.0,1363.0,2021-05-23 03:55:07.000,57.0.0,430.0,443.0,,conda-forge/setuptools,setuptools,539.0,,162353.0,104423.0,https://pypi.org/project/setuptools,2021-05-23 03:54:57.000,57930.0,102347856.0,102723505.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,22163272.0,1.0,,107.0,,,,,,,,
20,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,33,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-06-10 12:07:32.000,2021-06-10 12:07:32.000,801.0,454.0,26387.0,2021-06-09 17:58:18.000,10.3.0,127.0,93.0,,conda-forge/rich,rich,7.0,2018.0,4460.0,4460.0,https://pypi.org/project/rich,2021-06-09 17:56:37.000,0.0,1800951.0,1822753.0,https://anaconda.org/conda-forge/rich,2021-06-09 20:08:30.573,239831.0,1.0,,,,,,,,,,
21,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-06-09 20:35:35.000,2021-06-09 20:33:59.000,1355.0,1268.0,21286.0,2021-05-31 14:27:43.000,21.5b2,29.0,253.0,,conda-forge/black,black,298.0,,67538.0,61310.0,https://pypi.org/project/black,2021-05-31 14:28:12.000,6228.0,7496917.0,7541684.0,https://anaconda.org/conda-forge/black,2021-06-01 15:30:09.204,1637025.0,2.0,,14155.0,,,,,,,,
22,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,33,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-06-09 18:55:14.000,2021-06-09 18:54:27.000,1595.0,1036.0,6674.0,2021-06-06 13:18:55.000,7.1.7,201.0,117.0,['mkdocs'],conda-forge/mkdocs-material,mkdocs-material,7.0,3386.0,8379.0,6877.0,https://pypi.org/project/mkdocs-material,2021-06-06 13:18:55.000,1502.0,457426.0,459229.0,https://anaconda.org/conda-forge/mkdocs-material,2021-06-07 03:03:39.844,45095.0,1.0,,,,,,,,,,
23,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-06-09 16:29:09.054,2021-06-09 14:28:03.000,463.0,1055.0,5222.0,2021-06-09 14:28:26.000,hypothesis-python-6.14.0,851.0,248.0,,conda-forge/hypothesis,hypothesis,57.0,10832.0,11496.0,8880.0,https://pypi.org/project/hypothesis,2021-06-09 14:28:11.000,2616.0,1701338.0,1772796.0,https://anaconda.org/conda-forge/hypothesis,2021-06-09 16:29:09.054,4216077.0,1.0,,,,,,,,,,
24,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,33,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-06-10 08:50:02.000,2021-06-10 08:49:59.000,396.0,928.0,3941.0,2021-03-21 06:05:17.000,5.8.0,126.0,236.0,,conda-forge/isort,isort,30.0,,200127.0,175909.0,https://pypi.org/project/isort,2020-12-31 01:15:41.000,24218.0,15145983.0,15179237.0,https://anaconda.org/conda-forge/isort,2021-03-21 08:22:11.429,1962013.0,2.0,,,,,,,,,,
25,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-06-10 00:29:40.000,2021-06-10 00:22:07.000,1565.0,494.0,3713.0,2018-10-05 13:20:49.000,0.4.2,23.0,105.0,['sphinx'],conda-forge/sphinx_rtd_theme,sphinx_rtd_theme,193.0,1218.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,1982432.0,2005773.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-04-06 20:57:24.009,1353829.0,1.0,,,,,,,,,,
26,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,32,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-06-10 12:10:05.000,2021-06-04 22:34:15.000,1234.0,1897.0,15312.0,2021-04-14 17:08:31.000,1.1.6,135.0,275.0,,conda-forge/poetry,poetry,1140.0,1809.0,64.0,,https://pypi.org/project/poetry,2021-05-21 14:01:30.000,64.0,2360108.0,2539227.0,https://anaconda.org/conda-forge/poetry,2021-04-15 00:21:03.148,218456.0,2.0,,6710859.0,,,,,,,,
27,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,32,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-06-10 14:09:03.000,2021-06-08 02:16:04.000,449.0,1114.0,6061.0,2021-05-21 21:08:51.000,2.13.0,160.0,121.0,,conda-forge/pre-commit,pre-commit,25.0,2019.0,2136.0,,https://pypi.org/project/pre-commit,2021-05-21 21:05:09.000,2136.0,3261792.0,3287782.0,https://anaconda.org/conda-forge/pre-commit,2021-05-27 13:32:23.502,568607.0,1.0,1.0,6565.0,,,,,,,,
28,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-06-10 12:44:02.000,2021-06-07 14:46:45.000,1033.0,6045.0,4171.0,2021-04-15 16:31:48.000,4.10.1,100.0,358.0,,conda-forge/conda,conda,1990.0,15693.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,57557.0,377997.0,https://anaconda.org/conda-forge/conda,2021-04-21 16:07:33.360,18585576.0,2.0,,,,,,,,,,
29,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-06-08 05:18:32.000,2021-06-08 05:18:32.000,894.0,1077.0,3895.0,2021-05-24 18:15:38.000,20.4.7,162.0,171.0,,conda-forge/virtualenv,virtualenv,61.0,,34422.0,,https://pypi.org/project/virtualenv,2021-05-24 18:15:38.000,34422.0,18574081.0,18592099.0,https://anaconda.org/conda-forge/virtualenv,2021-05-24 21:48:38.685,918947.0,2.0,,,,,,,,,,
30,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,32,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-05-07 15:53:29.000,2021-01-20 07:44:52.000,196.0,165.0,2909.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,,conda-forge/freezegun,freezegun,67.0,521.0,16488.0,8136.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,3870128.0,3873674.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,223426.0,1.0,,,,,,,,,,
31,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,32,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2021-04-09 10:35:26.000,2016-03-04 01:16:26.000,358.0,461.0,1339.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,,conda-forge/nose,nose,447.0,1004.0,196286.0,109812.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,86474.0,3938498.0,3967306.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,1757300.0,1.0,,,,,,,,,,
32,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,32,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-06-09 01:28:59.000,2021-06-02 01:42:11.000,238.0,314.0,1124.0,2021-03-15 16:36:43.000,3.4.0,42.0,102.0,,conda-forge/twine,twine,42.0,955.0,58623.0,41119.0,https://pypi.org/project/twine,2021-03-15 16:36:43.000,17504.0,1864755.0,1869522.0,https://anaconda.org/conda-forge/twine,2021-03-17 03:54:06.297,276527.0,1.0,,,,,,,,,,
33,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,32,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-06-10 01:02:50.000,2021-05-28 17:28:29.000,145.0,345.0,1037.0,2021-03-24 16:32:54.000,2.3.1,30.0,77.0,,conda-forge/pyflakes,pyflakes,80.0,513.0,116700.0,90202.0,https://pypi.org/project/pyflakes,2021-03-24 16:32:54.000,26498.0,12688170.0,12730477.0,https://anaconda.org/conda-forge/pyflakes,2021-03-24 22:10:26.104,2538421.0,1.0,,,,,,,,,,
34,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-06-02 16:41:25.608,2021-06-01 17:24:18.000,143.0,193.0,1030.0,2021-06-01 17:24:42.000,2.12.1,42.0,66.0,['pytest'],conda-forge/pytest-cov,pytest-cov,101.0,813.0,131408.0,88014.0,https://pypi.org/project/pytest-cov,2021-06-01 17:24:42.000,43394.0,12399132.0,12445210.0,https://anaconda.org/conda-forge/pytest-cov,2021-06-02 16:41:25.608,2902971.0,1.0,,,,,,,,,,
35,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,32,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-06-05 04:58:07.000,2021-06-02 14:46:24.000,208.0,374.0,937.0,2021-05-06 17:24:17.000,1.1.0,128.0,97.0,,conda-forge/sentry-sdk,sentry-sdk,171.0,1245.0,12621.0,11635.0,https://pypi.org/project/sentry-sdk,2021-05-06 17:24:12.000,986.0,8938566.0,8941436.0,https://anaconda.org/conda-forge/sentry-sdk,2021-05-11 18:36:53.766,84786.0,2.0,,4469.0,,,,,,,,
36,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-05-30 07:38:09.000,2021-05-30 07:37:32.000,68.0,91.0,411.0,2021-03-30 20:43:51.000,0.8.2,25.0,40.0,,conda-forge/parso,parso,8.0,1086.0,141762.0,130398.0,https://pypi.org/project/parso,2021-03-30 20:43:51.000,11364.0,13042587.0,13140682.0,https://anaconda.org/conda-forge/parso,2021-03-31 00:05:02.064,4120026.0,1.0,,,,,,,,,,
37,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,31,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-04-19 15:15:46.138,2021-03-19 22:08:53.000,403.0,363.0,9094.0,2020-09-20 07:56:32.000,0.5.3,17.0,29.0,,conda-forge/loguru,loguru,49.0,558.0,7839.0,7497.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,1628888.0,1635379.0,https://anaconda.org/conda-forge/loguru,2021-04-19 15:15:46.138,181751.0,2.0,,,,,,,,,,
38,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-06-10 12:50:15.000,2021-06-09 16:05:01.000,426.0,610.0,5019.0,2021-04-14 09:19:42.000,6.1.0,92.0,148.0,,conda-forge/pip-tools,pip-tools,122.0,1566.0,3252.0,,https://pypi.org/project/pip-tools,2021-03-16 00:32:58.000,3252.0,2190972.0,2191771.0,https://anaconda.org/conda-forge/pip-tools,2021-04-14 11:47:58.017,11191.0,2.0,,,,,,,,,,
39,buildbot,https://github.com/buildbot/buildbot,,Python-based continuous integration testing framework; your pull requests are more than welcome!.,build-tools,31,True,buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2021-06-08 19:54:22.000,2021-05-26 09:26:02.000,1517.0,689.0,4629.0,2021-04-28 10:47:25.000,3.1.1,111.0,791.0,,conda-forge/buildbot,buildbot,640.0,21990.0,1140.0,248.0,https://pypi.org/project/buildbot,2021-04-28 11:01:30.000,892.0,56326.0,58270.0,https://anaconda.org/conda-forge/buildbot,2021-04-28 12:55:11.512,34673.0,2.0,,15123.0,,,,,,,,
40,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,31,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-06-06 18:35:24.000,2021-06-06 18:34:32.000,280.0,357.0,3300.0,2020-12-31 02:43:43.000,1.5.0,50.0,56.0,,conda-forge/invoke,invoke,303.0,3511.0,12512.0,7910.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,1558540.0,1563618.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,314839.0,2.0,,,,,,,,,,
41,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,31,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-05-21 22:59:19.000,2021-04-12 17:48:57.000,326.0,364.0,3276.0,2020-12-13 02:48:28.000,1.7.0,31.0,132.0,,conda-forge/bandit,bandit,166.0,1169.0,9180.0,6826.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,1509947.0,1512781.0,https://anaconda.org/conda-forge/bandit,2021-03-10 05:39:36.125,70828.0,1.0,,46.0,,,,,,,,
42,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-06-02 11:44:01.000,2021-06-02 11:43:55.000,132.0,110.0,1424.0,2021-06-02 11:43:46.000,0.13.9,41.0,48.0,,conda-forge/ipdb,ipdb,51.0,351.0,43292.0,26394.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,16898.0,1564743.0,1567637.0,https://anaconda.org/conda-forge/ipdb,2021-04-19 03:20:52.710,170764.0,1.0,,,,,,,,,,
43,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,31,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2021-05-07 18:18:51.000,2019-10-16 17:48:40.000,157.0,125.0,1398.0,2019-01-16 20:35:25.000,1.4.3,41.0,76.0,,conda-forge/logbook,logbook,56.0,1194.0,4653.0,2589.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2064.0,478745.0,480316.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145,42338.0,2.0,,245.0,,,,,,,,
44,tabulate,https://github.com/astanin/python-tabulate,,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",logging,31,True,astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2021-05-16 09:57:59.000,2021-03-04 09:33:31.000,63.0,57.0,850.0,2021-02-22 07:34:12.000,0.8.9,25.0,67.0,,conda-forge/tabulate,tabulate,27.0,502.0,53193.0,45091.0,https://pypi.org/project/tabulate,2021-02-22 07:34:12.000,8102.0,16926828.0,16944457.0,https://anaconda.org/conda-forge/tabulate,2021-02-22 13:39:52.132,1075377.0,2.0,,,,,,,,,,
