,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2024-03-21 23:45:25.000000,2024-03-21 23:45:25,321.0,26.0,159.0,54.0,190.0,3.0,2144.0,2024-03-21 23:45:35.000,2024.03.21,100.0,14.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2024-03-22 21:30:46.000000,2024-03-22 21:30:45,266.0,24.0,42.0,15.0,181.0,14.0,770.0,2023-06-29 18:48:34.000,2023.06.29,68.0,28.0,0,True,mkdocs/catalog,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2024-03-27 03:14:21.000000,2024-03-25 22:37:36,15821.0,342.0,2467.0,191.0,5644.0,4870.0,11253.0,2024-03-09 11:51:50.000,8.1.1,173.0,952.0,48,True,,846.0,pytest,conda-forge/pytest,['pytest'],82.0,117148114.0,1208959.0,1184120.0,https://pypi.org/project/pytest,2024-03-09 11:51:04.000,24839.0,116548352.0,https://anaconda.org/conda-forge/pytest,2024-03-09 13:59:25.744,24590208.0,1.0,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2024-03-28 02:23:33.000000,2024-03-27 00:00:26,14407.0,168.0,2944.0,319.0,5418.0,6152.0,9225.0,2023-12-17 13:05:02.000,23.3.2,138.0,776.0,47,True,,1116.0,pip,conda-forge/pip,,,350710189.0,188461.0,177048.0,https://pypi.org/project/pip,2024-02-03 09:53:09.000,11413.0,348449335.0,https://anaconda.org/conda-forge/pip,2024-02-03 11:45:13.925,103999304.0,1.0,,,,,,,,,,,,,,,,,,
6,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2024-03-26 11:08:37.000000,2024-03-13 10:54:30,14566.0,229.0,1103.0,95.0,1549.0,1852.0,2290.0,2024-03-13 11:21:05.000,69.2.0,203.0,593.0,47,True,,582.0,setuptools,conda-forge/setuptools,,,384865357.0,484275.0,484275.0,https://pypi.org/project/setuptools,,,382611753.0,https://anaconda.org/conda-forge/setuptools,2024-03-13 15:44:29.594,103665800.0,1.0,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2024-03-28 14:08:41.000000,2024-03-23 02:13:53,1839.0,70.0,2354.0,233.0,1701.0,2197.0,37208.0,2024-03-15 19:35:14.000,24.3.0,40.0,440.0,46,True,,380.0,black,conda-forge/black,,71145.0,36727846.0,477170.0,477170.0,https://pypi.org/project/black,,,36510065.0,https://anaconda.org/conda-forge/black,2024-03-18 18:08:22.525,9530259.0,1.0,,,,,,,,,,,,,,,,,,
8,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2024-03-28 11:40:09.000000,2024-03-27 00:37:09,11783.0,109.0,2669.0,235.0,6888.0,7550.0,17411.0,2024-03-08 16:08:36.000,1.9.0,114.0,704.0,46,True,,2744.0,mypy,conda-forge/mypy,,,25570191.0,242800.0,232055.0,https://pypi.org/project/mypy,2024-03-08 16:08:36.000,10745.0,25486243.0,https://anaconda.org/conda-forge/mypy,2024-03-11 14:09:17.474,3777663.0,1.0,,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2024-03-28 14:10:31.000000,2024-03-15 20:17:06,6049.0,43.0,1352.0,234.0,675.0,1430.0,9883.0,2024-01-19 20:47:14.000,5.9.8,93.0,205.0,46,True,,300.0,psutil,conda-forge/psutil,,,102157163.0,476539.0,458298.0,https://pypi.org/project/psutil,2024-01-19 20:47:14.000,18241.0,101495482.0,https://anaconda.org/conda-forge/psutil,2024-02-08 19:11:03.012,29113990.0,1.0,,,,,,,,,,,,,,,,,,
