,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
124,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2023-06-28 10:56:14.000,2023-05-26 21:51:12,740.0,21.0,325.0,82.0,386.0,121.0,207.0,2224.0,2023-05-21 15:39:00.833,8.1.0,13.0,129.0,28,True,,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],8.0,,https://pypi.org/project/pytest-testinfra,228093.0,228485.0,https://anaconda.org/conda-forge/pytest-testinfra,2023-06-16 19:24:25.742,11785.0,3.0,2022-06-19 22:34:24.000,8.0,,,,,,,,,,,,,,,,,
125,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-06-16 16:15:06.955,2023-05-29 16:30:35,590.0,6.0,131.0,32.0,304.0,62.0,117.0,1510.0,2022-12-08 19:10:01.428,2.3.5,55.0,41.0,28,True,,safety,conda-forge/safety,,407.0,21.0,https://pypi.org/project/safety,987357.0,997546.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,69930.0,3.0,2022-10-04 21:08:20.401,386.0,351665.0,,,,,,,,,,,,,,,,
126,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-07-03 05:27:09.000,2023-05-29 13:41:01,712.0,9.0,63.0,14.0,70.0,19.0,51.0,1171.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,28,True,,yappi,conda-forge/yappi,,1324.0,980.0,https://pypi.org/project/yappi,1513618.0,1515756.0,https://anaconda.org/conda-forge/yappi,2023-06-16 13:20:48.597,156119.0,2.0,2022-05-20 09:48:23.000,344.0,,,,,,,,,,,,,,,,,
127,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-06-16 13:25:41.484,2022-07-14 18:31:38,706.0,,61.0,18.0,317.0,91.0,125.0,1115.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,28,True,,pdbpp,conda-forge/pdbpp,,5549.0,4901.0,https://pypi.org/project/pdbpp,257783.0,259180.0,https://anaconda.org/conda-forge/pdbpp,2023-06-16 13:25:41.484,99218.0,2.0,2021-07-09 22:22:20.000,648.0,,,,,,,,,,,,,,,,,
128,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-07-04 11:27:43.000,2023-04-27 00:15:19,1004.0,3.0,107.0,19.0,68.0,92.0,87.0,1093.0,2022-10-25 21:23:01.695,4.0.0,43.0,39.0,28,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],7777.0,7122.0,https://pypi.org/project/pytest-benchmark,717135.0,737473.0,https://anaconda.org/conda-forge/pytest-benchmark,2023-06-16 13:15:49.392,1789795.0,3.0,2021-04-17 19:47:26.000,655.0,,,,,,,,,,,,,,,,,
129,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2023-07-03 20:31:40.000,2023-07-03 20:31:25,603.0,26.0,77.0,15.0,160.0,37.0,69.0,780.0,2023-06-25 03:09:03.218,2.2.0,58.0,37.0,28,True,PyCQA/autoflake,autoflake,conda-forge/autoflake,,679.0,,https://pypi.org/project/autoflake,1535860.0,1545327.0,https://anaconda.org/conda-forge/autoflake,2023-06-16 16:14:56.765,482818.0,2.0,2022-09-01 05:09:02.814,679.0,,,,,,,,,,,,,,,,,
130,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-07-04 04:07:41.000,2023-07-04 04:07:27,1505.0,37.0,185.0,24.0,391.0,96.0,384.0,728.0,2022-12-17 15:59:27.000,7.1.0,50.0,119.0,28,True,,setuptools_scm,conda-forge/setuptools_scm,,,,https://pypi.org/project/setuptools_scm,15815196.0,15835354.0,https://anaconda.org/conda-forge/setuptools_scm,2023-06-16 13:24:17.147,1773918.0,3.0,,,,,,,,,,,,,,,,,,,
131,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,,2010-12-24 02:55:56.000,2023-06-20 08:35:36.000,2023-05-31 18:40:16,630.0,8.0,104.0,25.0,154.0,17.0,65.0,712.0,2022-08-07 15:50:19.406,2.0.4,24.0,42.0,28,False,,pyhamcrest,conda-forge/pyhamcrest,,36269.0,34433.0,https://pypi.org/project/pyhamcrest,1391487.0,1396973.0,https://anaconda.org/conda-forge/pyhamcrest,2023-06-16 13:17:20.732,471854.0,3.0,2021-12-12 20:12:38.000,1836.0,,,,,,,,,,,,,,,,,
132,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,56.0,95.0,477.0,,,18.0,22.0,28,False,,darglint,conda-forge/darglint,,18829.0,18829.0,https://pypi.org/project/darglint,472190.0,473673.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,68253.0,2.0,,,,,,,,,,,,,,,,,,,
133,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-06-16 13:21:20.882,2023-02-09 08:53:43,295.0,,59.0,19.0,60.0,21.0,53.0,473.0,2022-04-20 19:59:44.000,2021.03.14,15.0,24.0,28,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],21347.0,18541.0,https://pypi.org/project/sphinx-autobuild,448084.0,450620.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,190216.0,2.0,2021-03-14 13:46:47.000,2806.0,,,,,,,,,,,,,,,,,
134,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-07-03 13:53:56.000,2023-07-03 13:53:55,562.0,15.0,138.0,35.0,276.0,69.0,131.0,245.0,2022-10-08 14:08:14.000,1.5.0,15.0,76.0,28,False,,numpydoc,conda-forge/numpydoc,['sphinx'],39283.0,39283.0,https://pypi.org/project/numpydoc,378508.0,403270.0,https://anaconda.org/conda-forge/numpydoc,2023-06-16 13:20:56.387,1931498.0,2.0,,,,,,,,,,,,,,,,,,,
135,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-05-11 13:21:06.000,2023-04-25 14:50:41,1065.0,1.0,66.0,33.0,7.0,,,228.0,2023-04-27 15:17:02.669,6.0.1,40.0,186.0,28,True,,hacking,,['flake8'],4392.0,,https://pypi.org/project/hacking,68456.0,68456.0,,,,2.0,2021-04-21 10:37:50.000,4392.0,,,,,,,9.0,,,,,,,,,,
136,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,36.0,4.0,65.0,6.0,43.0,167.0,2022-12-19 16:50:01.696,3.3.2,41.0,32.0,28,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],19713.0,18832.0,https://pypi.org/project/flake8-quotes,791151.0,799451.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,680675.0,2.0,2022-12-19 16:50:01.696,881.0,,,,,,,,,,,,,,,,,
137,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2023-06-16 16:18:42.555,2022-12-22 22:55:55,353.0,,93.0,8.0,81.0,9.0,48.0,153.0,2022-12-22 22:56:11.423,6.0.0,41.0,37.0,28,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],23542.0,22854.0,https://pypi.org/project/flake8-isort,1108612.0,1109554.0,https://anaconda.org/conda-forge/flake8-isort,2023-06-16 16:18:42.555,42405.0,2.0,2022-07-25 13:24:00.888,688.0,,,,,,,,,,,,,,,,,
138,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,1.0,30.0,12.0,45.0,2.0,30.0,127.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,28,True,,gast,conda-forge/gast,,125832.0,123893.0,https://pypi.org/project/gast,12810947.0,12876603.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2297994.0,3.0,2021-11-13 21:39:31.000,1939.0,,,,,,,,,,,,,,,,,
139,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-07-04 01:16:14.000,2023-01-21 22:38:30,6697.0,,199.0,59.0,124.0,309.0,232.0,4802.0,2023-01-02 16:18:55.910,0.24.0,22.0,54.0,27,True,,pyoxidizer,,,152.0,148.0,https://pypi.org/project/pyoxidizer,6402.0,6637.0,,,,3.0,2023-01-02 16:18:55.910,4.0,9899.0,,,,,,,,,,,,,,,,
140,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2023-06-16 13:17:34.885,2018-06-28 13:35:12,500.0,,367.0,5.0,1.0,,,3806.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,27,False,,memory_profiler,conda-forge/memory_profiler,,219.0,,https://pypi.org/project/memory_profiler,762026.0,766009.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,342598.0,3.0,2022-11-15 17:59:01.069,219.0,,,,,,,11.0,,,,,,,,,,
141,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1303.0,104.0,3152.0,658.0,2373.0,3476.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,27,False,,coala-bears,,,12.0,12.0,https://pypi.org/project/coala-bears,5043.0,5044.0,,,,2.0,,,172.0,,,,,,,,,,,,,,,,
142,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-06-19 20:09:39.000,2022-07-14 07:40:12,517.0,,97.0,31.0,361.0,32.0,67.0,2472.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,27,True,,notifiers,conda-forge/notifiers,,998.0,998.0,https://pypi.org/project/notifiers,270891.0,271971.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,33487.0,3.0,,,,,,,,,,,,,,,,,,,
143,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-06-16 13:25:36.186,2023-05-18 17:02:25,1091.0,18.0,78.0,25.0,77.0,5.0,173.0,768.0,2022-09-21 00:00:55.818,3.4.3,145.0,39.0,27,True,,green,conda-forge/green,,221.0,,https://pypi.org/project/green,10840.0,12639.0,https://anaconda.org/conda-forge/green,2023-06-16 13:25:36.186,125971.0,3.0,2022-09-21 00:00:55.818,221.0,,,,,,,,,,,,,,,,,
144,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-07-06 11:34:56.000,2023-06-17 17:10:05,361.0,14.0,46.0,17.0,76.0,26.0,118.0,682.0,2023-06-09 10:59:43.000,2.0.9,43.0,23.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1127.0,1127.0,https://pypi.org/project/pytest-testmon,114560.0,115170.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,39656.0,3.0,,,,,,,,,,,,,,,,,,,
145,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2023-06-16 13:15:30.349,2023-05-06 20:04:56,258.0,1.0,132.0,16.0,123.0,17.0,78.0,461.0,2022-12-19 20:46:55.580,0.13.3,27.0,35.0,27,False,,pep8-naming,conda-forge/pep8-naming,,50220.0,48384.0,https://pypi.org/project/pep8-naming,1838327.0,1841899.0,https://anaconda.org/conda-forge/pep8-naming,2023-06-16 13:15:30.349,317959.0,2.0,2022-12-19 20:46:55.580,1836.0,,,,,,,,,,,,,,,,,
146,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-07-05 01:00:30.000,2023-07-02 15:18:26,800.0,42.0,22.0,5.0,478.0,46.0,78.0,351.0,2023-05-29 15:15:41.228,0.33.2,51.0,16.0,27,True,,nitpick,,['flake8'],1260.0,1249.0,https://pypi.org/project/nitpick,92809.0,92809.0,,,,2.0,2020-05-15 12:39:35.000,11.0,5.0,,,,,,,,,,,,,,,,
147,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2023-07-03 17:27:41.000,2023-04-16 08:34:06,854.0,2.0,26.0,11.0,24.0,167.0,307.0,256.0,2023-06-05 10:23:02.276,0.28.6,48.0,31.0,27,True,,py2app,,,5291.0,4461.0,https://pypi.org/project/py2app,16990.0,16990.0,,,,3.0,2022-12-27 12:57:01.911,830.0,,,,,,,,,,,,,,,,,
148,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-06-16 19:18:02.883,2023-05-08 06:33:29,274.0,15.0,33.0,9.0,97.0,10.0,52.0,228.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,27,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],4011.0,3583.0,https://pypi.org/project/pytest-mypy,254324.0,256090.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,72415.0,3.0,2022-02-07 17:12:40.000,428.0,,,,,,,,,,,,,,,,,
149,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-06-16 16:09:34.593,2023-05-23 22:06:16,330.0,1.0,156.0,55.0,126.0,35.0,130.0,4283.0,2023-03-20 14:10:04.829,23.3.0,23.0,45.0,26,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,67315.0,68108.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,52376.0,2.0,2022-02-18 23:46:48.000,26.0,,,,,,,,,,,,,,,,,
150,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2023-06-09 13:23:39.407,2022-02-16 05:16:40,168.0,,383.0,76.0,41.0,24.0,38.0,4014.0,2023-06-08 22:36:25.599,3.25.1,200.0,16.0,26,False,,rebound,conda-forge/rebound,,43.0,24.0,https://pypi.org/project/rebound,4359.0,8355.0,https://anaconda.org/conda-forge/rebound,2023-06-09 13:23:39.407,295534.0,3.0,2022-04-25 14:15:09.000,19.0,227.0,,,,,,,,,,,,,,,,
151,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,155.0,35.0,183.0,119.0,1921.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,26,False,,uiautomator,,,315.0,248.0,https://pypi.org/project/uiautomator,56616.0,56616.0,,,,3.0,2020-11-16 03:43:07.000,67.0,,,,,,,,,,,,,,,,,
152,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2023-06-16 13:17:35.941,2023-05-30 17:59:57,301.0,3.0,100.0,17.0,130.0,39.0,48.0,1920.0,2023-03-04 00:35:51.589,4.0.3,27.0,39.0,26,True,,line_profiler,conda-forge/line_profiler,,68.0,,https://pypi.org/project/line_profiler,359141.0,363883.0,https://anaconda.org/conda-forge/line_profiler,2023-06-16 13:17:35.941,407859.0,3.0,2022-04-01 07:40:49.000,68.0,,,,,,,,,,,,,,,,,
153,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2023-02-22 17:27:24.000,2023-01-29 19:46:36,3335.0,,565.0,91.0,533.0,66.0,170.0,1715.0,,,,385.0,26,True,,diamond,,,144.0,144.0,https://pypi.org/project/diamond,8162.0,8162.0,,,,3.0,,,,,,,,,,,,,,,,,,,
154,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-07-05 16:39:32.000,2023-07-05 04:54:53,825.0,4.0,56.0,26.0,93.0,34.0,61.0,1078.0,2023-07-05 05:04:00.529,1.24.2,51.0,24.0,26,True,,wily,,,195.0,186.0,https://pypi.org/project/wily,10661.0,10661.0,,,,3.0,2018-10-14 05:01:41.000,9.0,,,,,,,,,,,,,,,,,
155,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-06-16 13:20:11.899,2022-07-24 14:45:54,478.0,,84.0,10.0,59.0,57.0,53.0,1059.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,26,True,,pympler,conda-forge/pympler,,329.0,,https://pypi.org/project/pympler,1839413.0,1843924.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,342867.0,3.0,2021-12-22 16:55:15.000,329.0,,,,,,,,,,,,,,,,,
156,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-06-16 16:19:13.966,2022-12-21 03:55:00,575.0,,137.0,8.0,115.0,118.0,201.0,985.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,26,True,,pdoc3,anaconda/pdoc3,,3594.0,3363.0,https://pypi.org/project/pdoc3,236460.0,236487.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1221.0,3.0,2021-08-03 14:51:19.000,231.0,,,,,,,,,,,,,,,,,
157,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-06-16 16:07:30.628,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,48.0,42.0,699.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,26,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],8919.0,8262.0,https://pypi.org/project/pytest-watch,408731.0,410091.0,https://anaconda.org/conda-forge/pytest-watch,2023-06-16 16:07:30.628,89809.0,3.0,2018-05-20 19:52:16.000,657.0,,,,,,,,,,,,,,,,,
158,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,207.0,24.0,95.0,54.0,83.0,586.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,26,False,,sphinx-bootstrap-theme,,['sphinx'],612.0,,https://pypi.org/project/sphinx-bootstrap-theme,209791.0,209791.0,,,,3.0,2022-02-03 20:27:24.000,612.0,,,,,,,,,,,,,,,,,
159,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-07-04 06:43:06.000,2023-06-27 07:39:34,563.0,16.0,26.0,5.0,498.0,6.0,52.0,522.0,2022-05-11 17:35:06.000,3.12.0,30.0,19.0,26,True,,pytest-randomly,conda-forge/pytest-randomly,,246.0,,https://pypi.org/project/pytest-randomly,776974.0,783429.0,https://anaconda.org/conda-forge/pytest-randomly,2023-06-16 19:27:41.652,135567.0,3.0,2022-05-11 17:35:06.000,246.0,,,,,,,,,,,,,,,,,
160,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,53.0,9.0,171.0,33.0,23.0,196.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,26,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1006.0,1006.0,https://pypi.org/project/data-science-types,73128.0,73407.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,8650.0,3.0,,,,,,,,,,,,,,,,,,,
161,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-07-03 13:32:23.000,2023-07-03 13:32:19,514.0,36.0,38.0,11.0,56.0,4.0,61.0,160.0,2023-06-18 03:41:01.450,0.9.30,30.0,24.0,26,True,,asteval,conda-forge/asteval,,170.0,,https://pypi.org/project/asteval,186083.0,196309.0,https://anaconda.org/conda-forge/asteval,2023-06-18 10:42:56.965,296565.0,3.0,2022-05-24 15:52:50.000,170.0,,,,,,,,,,,,,,,,,
162,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-06-19 15:57:53.000,2023-04-11 16:04:33,1217.0,2.0,326.0,49.0,413.0,89.0,198.0,3106.0,2022-10-05 17:13:10.000,1.4.0,8.0,73.0,25,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,405576.0,405576.0,,,,3.0,,,,,,,,,,,,,,,,,,,
163,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1759.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,833.0,817.0,https://pypi.org/project/dephell,2607.0,2611.0,,,,3.0,2019-03-14 17:37:00.000,16.0,241.0,,,,,,,,,,,,,,,,
164,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-07-05 14:25:43.000,2023-02-25 17:42:34,1421.0,,238.0,94.0,382.0,85.0,420.0,1551.0,2022-11-04 02:55:01.000,0.13.8,9.0,39.0,25,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,20423.0,22873.0,https://anaconda.org/conda-forge/pybuilder,2023-06-15 19:53:28.217,49003.0,3.0,,,,,,,,,,,,,,,,,,,
165,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-06-16 16:11:48.791,2023-01-20 18:08:14,186.0,,93.0,31.0,75.0,46.0,34.0,1475.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,25,True,,bowler,conda-forge/bowler,,11.0,,https://pypi.org/project/bowler,97198.0,97496.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,16715.0,2.0,2020-09-17 01:55:39.000,11.0,,,,,,,,,,,,,,,,,
166,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-06-16 16:15:48.838,2023-02-20 18:24:13,204.0,,35.0,9.0,34.0,7.0,21.0,1249.0,2022-11-24 20:30:35.533,0.2.10,19.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,298.0,271.0,https://pypi.org/project/stackprinter,418415.0,418530.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,5650.0,3.0,2022-11-24 20:30:35.533,27.0,,,,,,,,,,,,,,,,,
