,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
40,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,,2011-12-04 08:49:15.000,2023-07-05 08:07:25.000,2023-07-02 14:02:46,5101.0,302.0,1371.0,497.0,724.0,203.0,1468.0,23072.0,2023-05-18 15:52:21.000,3.4.0.2,34.0,173.0,36,False,,glances,conda-forge/glances,,680.0,680.0,https://pypi.org/project/glances,140076.0,142360.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,199829.0,1.0,,,1395.0,,,,,,,,,,,,,,,,
41,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-06-15 06:24:04.000,2023-06-07 11:16:23,408.0,6.0,1076.0,185.0,150.0,455.0,223.0,8297.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,pyautogui,conda-forge/pyautogui,,25675.0,24921.0,https://pypi.org/project/pyautogui,609801.0,612734.0,https://anaconda.org/conda-forge/pyautogui,2023-06-12 20:13:48.004,199462.0,1.0,2021-07-07 17:05:04.000,754.0,,,,,,,,,,,,,,,,,
42,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-07-06 11:03:54.000,2023-07-06 11:03:52,23735.0,202.0,1626.0,204.0,5373.0,686.0,805.0,5059.0,2023-04-17 01:43:00.835,3.8.0,122.0,840.0,36,True,,buildbot,conda-forge/buildbot,,784.0,327.0,https://pypi.org/project/buildbot,31860.0,34123.0,https://anaconda.org/conda-forge/buildbot,2023-06-16 16:16:17.417,83899.0,2.0,2022-03-06 14:20:53.000,457.0,31568.0,,,,,,,,,,,,,,,,
43,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-07-06 06:57:39.000,2023-07-06 06:57:35,2231.0,54.0,370.0,29.0,1628.0,111.0,960.0,2245.0,2023-05-31 14:30:27.000,0.18.0,56.0,181.0,36,True,,wemake-python-styleguide,,,14954.0,14907.0,https://pypi.org/project/wemake-python-styleguide,239180.0,239180.0,,,,2.0,2020-01-19 11:56:48.000,47.0,,,,,,,,,,,,,,,,,
44,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-07-05 15:49:16.000,2023-07-04 07:29:28,1100.0,25.0,201.0,48.0,368.0,223.0,326.0,1186.0,2023-05-19 10:55:22.213,3.3.1,65.0,90.0,36,True,,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5029.0,,https://pypi.org/project/pytest-xdist,8331871.0,8390270.0,https://anaconda.org/conda-forge/pytest-xdist,2023-06-16 13:21:13.802,4905586.0,1.0,2021-12-10 11:41:55.000,5029.0,,,,,,,,,,,,,,,,,
45,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-06-26 18:39:59.000,2023-06-19 19:08:07,648.0,9.0,219.0,27.0,381.0,77.0,253.0,505.0,2023-04-12 16:11:39.000,23.1,42.0,89.0,36,True,,packaging,conda-forge/packaging,,795245.0,776495.0,https://pypi.org/project/packaging,154628369.0,155039907.0,https://anaconda.org/conda-forge/packaging,2023-06-16 13:17:40.629,34979493.0,2.0,2023-01-09 21:11:31.536,18750.0,722.0,,,,,,,,,,,,,,,,
46,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-07-03 23:33:20.000,2023-07-03 23:33:19,873.0,17.0,134.0,29.0,178.0,36.0,336.0,424.0,2023-03-14 15:11:10.051,0.40.0,72.0,71.0,36,True,,wheel,conda-forge/wheel,,253706.0,217261.0,https://pypi.org/project/wheel,169297468.0,170113530.0,https://anaconda.org/conda-forge/wheel,2023-06-16 13:25:34.618,68549280.0,2.0,2019-05-10 11:19:01.000,36445.0,,,,,,,,,,,,,,,,,
47,pyre-check,facebook/pyre-check,type-checkers,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-07-06 02:29:08.000,2023-07-06 02:24:12,14373.0,413.0,412.0,111.0,364.0,137.0,239.0,6392.0,2023-02-14 01:01:23.450,0.9.18,76.0,246.0,35,True,,pyre-check,,,48.0,,https://pypi.org/project/pyre-check,63897.0,63897.0,,,,3.0,2022-11-08 21:43:56.374,48.0,,,,,,,,,,,,,,,,,
48,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-07-04 06:30:39.000,2023-07-04 06:30:37,1381.0,50.0,181.0,33.0,248.0,32.0,247.0,2633.0,2023-04-06 12:20:58.979,23.1.0,31.0,98.0,35,False,,structlog,conda-forge/structlog,,9825.0,8774.0,https://pypi.org/project/structlog,7977732.0,7981434.0,https://anaconda.org/conda-forge/structlog,2023-06-09 16:58:07.029,310985.0,2.0,2015-09-25 11:27:13.000,1051.0,,,,,,,,,,,,,,,,,
49,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-07-02 12:58:44.000,2023-07-02 08:46:31,4121.0,364.0,233.0,46.0,38.0,8.0,1155.0,2300.0,2023-07-01 02:36:39.000,8.2.9,315.0,29.0,35,False,,pyarmor,,,888.0,865.0,https://pypi.org/project/pyarmor,135107.0,135107.0,,,,2.0,2022-12-11 06:32:00.693,23.0,,,,,,,,,,,,,,,,,
50,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-07-06 10:50:43.000,2023-06-25 18:23:01,8710.0,112.0,285.0,62.0,987.0,658.0,2721.0,1723.0,2023-03-21 16:25:11.000,4.5.2,32.0,149.0,35,True,,scons,conda-forge/scons,,57.0,,https://pypi.org/project/scons,381386.0,387446.0,https://anaconda.org/conda-forge/scons,2023-06-16 13:25:22.382,458676.0,2.0,2022-07-30 21:23:00.222,57.0,1332.0,,,,,,,,,,,,,,,,
51,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-06-29 17:22:42.966,2023-06-29 12:24:48,3152.0,20.0,164.0,27.0,347.0,78.0,229.0,1642.0,2023-06-29 12:30:01.604,1.9.0,83.0,77.0,35,True,,rope,conda-forge/rope,,67052.0,65425.0,https://pypi.org/project/rope,740720.0,776788.0,https://anaconda.org/conda-forge/rope,2023-06-29 17:22:42.966,1190257.0,1.0,2022-06-22 07:57:01.000,1627.0,,,,,,,,,,,,,,,,,
52,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-06-16 13:15:36.736,2023-05-24 18:28:10,920.0,8.0,202.0,37.0,237.0,125.0,238.0,1467.0,2022-09-28 18:41:46.166,4.0.0,44.0,86.0,35,True,,pytest-cov,conda-forge/pytest-cov,['pytest'],294111.0,261899.0,https://pypi.org/project/pytest-cov,21808056.0,21908445.0,https://anaconda.org/conda-forge/pytest-cov,2023-06-16 13:15:36.736,8834311.0,2.0,2021-10-04 01:48:57.000,32212.0,,,,,,,,,,,,,,,,,
53,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-06-19 14:39:45.000,2023-05-06 14:40:18,1079.0,3.0,299.0,37.0,532.0,49.0,415.0,1437.0,2022-12-01 01:51:31.000,4.0.2,52.0,116.0,35,True,,twine,conda-forge/twine,,105843.0,91647.0,https://pypi.org/project/twine,3836980.0,3846543.0,https://anaconda.org/conda-forge/twine,2023-06-16 13:23:13.063,793796.0,2.0,2022-12-01 01:49:17.129,14196.0,,,,,,,,,,,,,,,,,
54,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-06-29 00:18:18.000,2023-06-29 00:18:17,560.0,5.0,169.0,28.0,293.0,56.0,447.0,1275.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,35,True,,pyflakes,conda-forge/pyflakes,,246887.0,233170.0,https://pypi.org/project/pyflakes,20252077.0,20326861.0,https://anaconda.org/conda-forge/pyflakes,2023-06-16 13:17:55.265,6356704.0,2.0,2022-11-24 16:55:02.246,13717.0,,,,,,,,,,,,,,,,,
55,typeguard,agronholm/typeguard,type-checkers,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-07-03 21:09:49.000,2023-06-20 11:49:10,528.0,47.0,93.0,19.0,91.0,14.0,254.0,1232.0,2023-05-12 07:43:21.691,4.0.0,59.0,30.0,35,True,,typeguard,conda-forge/typeguard,,17497.0,16058.0,https://pypi.org/project/typeguard,9716398.0,9722340.0,https://anaconda.org/conda-forge/typeguard,2023-06-16 16:13:28.087,320868.0,3.0,2020-10-17 18:14:14.000,1439.0,,,,,,,,,,,,,,,,,
56,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-06-19 21:31:47.000,2023-04-14 07:08:49,336.0,10.0,344.0,60.0,146.0,162.0,98.0,5232.0,2023-04-14 07:11:09.000,0.4.13,42.0,59.0,34,True,,pipreqs,conda-forge/pipreqs,,21005.0,20641.0,https://pypi.org/project/pipreqs,1100841.0,1101300.0,https://anaconda.org/conda-forge/pipreqs,2023-06-16 13:23:05.413,37705.0,2.0,2021-10-23 09:15:35.000,364.0,,,,,,,,,,,,,,,,,
57,mimesis,lk-geimfari/mimesis,testing,Mimesis is a powerful Python library that empowers developers to generate massive amounts of synthetic data efficiently.,,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-07-01 21:32:23.000,2023-07-01 21:32:17,2499.0,102.0,313.0,61.0,1029.0,7.0,310.0,3994.0,2023-05-26 18:28:01.108,10.1.0,47.0,115.0,34,True,,mimesis,conda-forge/mimesis,,1466.0,1399.0,https://pypi.org/project/mimesis,117998.0,121742.0,https://anaconda.org/conda-forge/mimesis,2023-06-16 19:20:48.693,134618.0,2.0,2022-12-17 18:19:31.923,67.0,447.0,,,,,,,,,,,,,,,,
58,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/landscapeio/prospector,https://github.com/landscapeio/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-06-20 07:24:54.000,2023-06-20 07:24:50,1382.0,22.0,168.0,36.0,260.0,53.0,310.0,1828.0,2023-05-25 01:30:01.451,1.10.2,124.0,89.0,34,True,landscapeio/prospector,prospector,conda-forge/prospector,,5038.0,4357.0,https://pypi.org/project/prospector,711087.0,712027.0,https://anaconda.org/conda-forge/prospector,2023-06-16 13:23:52.144,78077.0,1.0,2022-03-18 13:16:26.000,681.0,,,,,,,,,,,,,,,,,
59,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-06-27 11:05:46.000,2023-06-27 11:05:45,562.0,18.0,130.0,34.0,231.0,11.0,131.0,1615.0,2023-06-16 00:00:00.984,3.11.1,60.0,66.0,34,True,,pytest-mock,conda-forge/pytest-mock,['pytest'],69687.0,64813.0,https://pypi.org/project/pytest-mock,9911695.0,9969559.0,https://anaconda.org/conda-forge/pytest-mock,2023-06-16 11:09:53.662,2140976.0,2.0,2022-07-05 12:51:24.000,4874.0,,,,,,,,,,,,,,,,,
60,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-06-16 13:21:50.931,2023-05-12 08:01:49,682.0,4.0,182.0,35.0,155.0,50.0,134.0,1601.0,2023-05-12 08:13:47.000,1.8.0,71.0,91.0,34,True,,nodeenv,conda-forge/nodeenv,,51519.0,50595.0,https://pypi.org/project/nodeenv,10151968.0,10191589.0,https://anaconda.org/conda-forge/nodeenv,2023-06-16 13:21:50.931,2773487.0,2.0,2022-06-25 15:38:17.000,924.0,,,,,,,,,,,,,,,,,
61,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-07-04 07:05:55.000,2023-02-28 17:40:55,262.0,,208.0,27.0,84.0,9.0,89.0,1509.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,34,True,,python-json-logger,conda-forge/python-json-logger,,55953.0,55149.0,https://pypi.org/project/python-json-logger,16756890.0,16816592.0,https://anaconda.org/conda-forge/python-json-logger,2023-06-16 13:23:58.542,4477721.0,2.0,2022-07-11 14:10:01.875,804.0,,,,,,,,,,,,,,,,,
62,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2023-06-16 13:17:32.308,2016-03-04 01:16:26,1004.0,,387.0,49.0,261.0,452.0,465.0,1361.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,34,False,,nose,conda-forge/nose,,188245.0,143559.0,https://pypi.org/project/nose,4825596.0,4858473.0,https://anaconda.org/conda-forge/nose,2023-06-16 13:17:32.308,2827462.0,2.0,2015-06-02 09:12:36.000,44686.0,,,,,,,,,,,,,,,,,
63,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-2-Clause,2011-12-14 15:33:15.000,2023-06-26 17:54:06.000,2023-05-22 18:16:01,1114.0,13.0,137.0,23.0,311.0,52.0,215.0,757.0,2023-04-29 18:30:51.495,0.13.0,29.0,74.0,34,True,,nose2,conda-forge/nose2,,24602.0,23494.0,https://pypi.org/project/nose2,546389.0,547999.0,https://anaconda.org/conda-forge/nose2,2023-06-16 16:08:37.386,99879.0,2.0,2022-02-13 00:26:17.000,1108.0,,,,,,,,,,,,,,,,,
64,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-07-02 07:17:00.000,2023-07-02 07:16:59,3126.0,43.0,2811.0,379.0,966.0,30.0,1591.0,32456.0,2023-06-20 10:53:03.000,2.3.21,77.0,421.0,33,True,,pyenv,,,1.0,,https://pypi.org/project/pyenv,9939.0,9939.0,,,,2.0,2019-01-12 14:49:22.000,1.0,,,,,,,,,,,,,,,,,
65,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-06-30 13:23:44.000,2023-06-12 04:33:25,472.0,10.0,350.0,115.0,291.0,118.0,186.0,10513.0,2022-09-07 21:58:56.000,0.3.14,20.0,32.0,33,True,,py-spy,conda-forge/py-spy,,2797.0,2797.0,https://pypi.org/project/py-spy,1921422.0,1932631.6666666667,https://anaconda.org/conda-forge/py-spy,2023-06-16 16:18:45.113,453915.0,2.0,,,13076.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,850.6666666666666,407097.0,
66,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2023-07-06 12:59:48.000,2023-07-06 12:59:47,572.0,19.0,298.0,75.0,443.0,135.0,448.0,6621.0,2023-03-12 06:23:00.522,1.2.0,52.0,97.0,33,True,,pipx,conda-forge/pipx,,1313.0,1298.0,https://pypi.org/project/pipx,1249139.0,1250724.0,https://anaconda.org/conda-forge/pipx,2023-06-16 19:28:18.672,29014.0,3.0,2020-10-17 22:48:10.000,15.0,2730.0,,,,,,,,,,,,,,,,
67,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-07-03 21:44:03.000,2023-06-05 21:26:15,871.0,59.0,203.0,55.0,132.0,19.0,99.0,5401.0,2023-06-05 21:27:40.000,4.5.0,27.0,51.0,33,True,,pyinstrument,conda-forge/pyinstrument,,1548.0,1548.0,https://pypi.org/project/pyinstrument,472462.0,475153.0,https://anaconda.org/conda-forge/pyinstrument,2023-06-06 02:06:07.265,220710.0,2.0,,,,,,,,,,,,,,,,,,,
68,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-07-05 12:39:09.000,2023-07-05 12:39:08,2362.0,150.0,230.0,30.0,733.0,30.0,1112.0,4840.0,2023-06-13 04:53:00.844,2.7.4,169.0,125.0,33,True,,pdm,conda-forge/pdm,,189.0,153.0,https://pypi.org/project/pdm,251530.0,258788.0,https://anaconda.org/conda-forge/pdm,2023-06-13 07:21:45.561,159683.0,3.0,2020-10-20 08:26:03.000,36.0,4.0,,,,,,,,,,,,,,,,
69,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-06-16 13:17:16.464,2023-02-22 05:49:22,592.0,,249.0,33.0,219.0,129.0,177.0,3721.0,2022-08-12 12:25:03.405,1.2.2,59.0,109.0,33,True,,freezegun,conda-forge/freezegun,,4536.0,,https://pypi.org/project/freezegun,6106774.0,6120376.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1196985.0,2.0,2022-08-12 12:25:03.405,4536.0,,,,,,,7.0,,,,,,,,,,
70,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-06-16 13:16:13.524,2023-04-30 10:08:19,610.0,1.0,136.0,22.0,88.0,73.0,130.0,1697.0,2022-10-06 17:23:25.701,0.9.0,27.0,84.0,33,True,,tabulate,conda-forge/tabulate,,135168.0,127514.0,https://pypi.org/project/tabulate,47780332.0,47840532.0,https://anaconda.org/conda-forge/tabulate,2023-06-16 13:16:13.524,5177259.0,2.0,2022-06-21 16:26:40.000,7654.0,,,,,,,,,,,,,,,,,
71,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-07-03 12:53:32.000,2023-07-03 12:53:32,956.0,56.0,176.0,27.0,261.0,17.0,311.0,1574.0,2023-06-19 11:55:01.926,14.0.0,99.0,53.0,33,True,,pdoc,,,2195.0,1918.0,https://pypi.org/project/pdoc,104086.0,104086.0,,,,2.0,2022-06-08 15:33:02.000,277.0,,,,,,,,,,,,,,,,,
72,pytest-asyncio,pytest-dev/pytest-asyncio,testing,Asyncio support for pytest.,,https://github.com/pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000,2023-07-03 18:29:58.000,2023-06-27 14:40:07,432.0,27.0,124.0,36.0,331.0,30.0,213.0,1166.0,2023-03-19 10:29:04.493,0.21.0,36.0,42.0,33,True,,pytest-asyncio,conda-forge/pytest-asyncio,['pytest'],858.0,,https://pypi.org/project/pytest-asyncio,5807512.0,5830237.0,https://anaconda.org/conda-forge/pytest-asyncio,2023-06-16 13:24:19.103,1681155.0,2.0,2020-05-03 22:47:30.000,858.0,136.0,,,,,,,,,,,,,,,,
73,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme.",,https://github.com/sphinx-doc/alabaster,https://github.com/sphinx-doc/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-06-16 13:24:00.075,2023-04-21 00:12:44,383.0,9.0,182.0,30.0,88.0,63.0,56.0,695.0,2023-01-13 06:44:02.021,0.7.13,26.0,29.0,33,True,sphinx-doc/alabaster,alabaster,conda-forge/alabaster,['sphinx'],110226.0,102514.0,https://pypi.org/project/alabaster,6428251.0,6502568.0,https://anaconda.org/conda-forge/alabaster,2023-06-16 13:24:00.075,6242656.0,2.0,2023-01-13 06:44:02.021,7712.0,,,,,,,,,,,,,,,,,
74,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-07-04 06:42:51.000,2023-05-13 19:04:08,464.0,26.0,221.0,25.0,320.0,152.0,215.0,604.0,2022-11-11 08:16:56.000,3.2.0,49.0,49.0,33,True,,pytest-html,conda-forge/pytest-html,['pytest'],36086.0,35346.0,https://pypi.org/project/pytest-html,3176596.0,3190302.0,https://anaconda.org/conda-forge/pytest-html,2023-06-28 12:16:30.274,438612.0,2.0,2022-10-25 12:14:09.865,740.0,,,,,,,,,,,,,,,,,
75,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2023-07-06 08:43:57.000,2023-07-06 08:43:43,10082.0,21.0,5312.0,1089.0,351.0,61.0,4917.0,27444.0,2023-06-02 09:26:27.687,1.7.6,92.0,128.0,32,True,,sqlmap,,,7.0,,https://pypi.org/project/sqlmap,8636.0,8636.0,,,,2.0,2022-06-03 22:10:42.000,7.0,,,,,,,,,,,,,,,,,
76,pytype,google/pytype,type-checkers,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-07-01 00:27:30.000,2023-06-30 20:33:13,6044.0,118.0,272.0,56.0,826.0,131.0,501.0,4270.0,2023-06-17 01:46:15.141,2023.6.16,175.0,93.0,32,True,,pytype,conda-forge/pytype,,122.0,,https://pypi.org/project/pytype,185631.0,190101.0,https://anaconda.org/conda-forge/pytype,2023-06-17 19:29:31.399,165426.0,3.0,2023-01-31 21:44:41.768,122.0,,,,,,,,,,,,,,,,,
77,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-06-16 13:21:37.623,2023-05-23 15:52:13,1204.0,5.0,216.0,49.0,267.0,157.0,168.0,2702.0,2022-11-03 17:20:34.545,2022.1.3,76.0,92.0,32,True,,pudb,conda-forge/pudb,,5806.0,5054.0,https://pypi.org/project/pudb,202146.0,204818.0,https://anaconda.org/conda-forge/pudb,2023-06-16 13:21:37.623,224465.0,1.0,2022-11-03 17:20:34.545,752.0,,,,,,,,,,,,,,,,,
78,pex,pantsbuild/pex,packaging,"A tool for generating .pex (Python EXecutable) files, lock files and venvs.",,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-07-05 19:09:35.000,2023-07-05 19:09:33,1341.0,29.0,242.0,55.0,1118.0,157.0,888.0,2336.0,2023-07-02 16:52:00.813,2.1.138,227.0,113.0,32,True,,pex,,,137.0,,https://pypi.org/project/pex,710189.0,834774.0,,,,2.0,2019-12-06 07:57:01.000,137.0,3363806.0,,,,,,,,,,,,,,,,
79,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-07-02 07:06:09.000,2023-07-02 07:06:09,1159.0,14.0,118.0,34.0,266.0,129.0,269.0,1980.0,2023-05-14 14:50:50.819,3.9.0,49.0,67.0,32,True,,flit,conda-forge/flit,,1813.0,1468.0,https://pypi.org/project/flit,148325.0,150437.0,https://anaconda.org/conda-forge/flit,2023-06-16 13:24:46.150,162684.0,3.0,2017-11-04 13:51:45.000,345.0,,,,,,,,,,,,,,,,,
80,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,,2010-07-22 10:13:12.000,2023-07-03 23:37:29.000,2023-07-03 23:37:04,1238.0,42.0,153.0,35.0,160.0,42.0,133.0,1440.0,2023-06-25 23:31:06.000,1.5.3,3.0,77.0,32,False,,logbook,conda-forge/logbook,,4618.0,4618.0,https://pypi.org/project/logbook,2697494.0,2700179.0,https://anaconda.org/conda-forge/logbook,2023-06-16 16:14:38.179,139477.0,2.0,,,318.0,,,,,,,,,,,,,,,,
81,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2023-07-06 04:49:55.000,2023-07-05 23:41:09,1623.0,54.0,201.0,30.0,972.0,72.0,794.0,1099.0,2023-06-27 08:35:30.247,6.15.2,65.0,105.0,32,True,,cx_freeze,conda-forge/cx_freeze,,46.0,,https://pypi.org/project/cx_freeze,104447.0,110893.0,https://anaconda.org/conda-forge/cx_freeze,2023-06-27 13:55:56.997,244948.0,2.0,2022-06-22 04:29:28.000,46.0,,,,,,,,,,,,,,,,,
