,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,labels,conda_id,pypi_id,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,dockerhub_id,github_release_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
0,Python.org Packaging,https://packaging.python.org/overview/,True,An Overview of Packaging for Python.,packaging,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-web-python - Testing,https://github.com/ml-tooling/best-of-web-python,True,Testing libraries & tools for python web frameworks.,testing,0,True,ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000000,2021-09-02 14:18:59.000000,2021-09-01 14:02:18.000000,86.0,2.0,1313.0,2021-09-01 14:02:45.000000,2021.08.26,22.0,6.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,https://docs.python.org/3/library/unittest.html,True,Unittest is a test framework included in the Python standard library.,testing,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,sphinx,https://github.com/sphinx-doc/sphinx,,Main repository for the Sphinx documentation builder.,documentation,38,True,sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000000,2021-09-01 17:27:55.000000,2021-09-01 17:27:55.000000,1549.0,4733.0,4108.0,2021-07-26 17:14:02.000000,4.1.2,155.0,672.0,849.0,['sphinx'],conda-forge/sphinx,sphinx,18091.0,260520.0,155984.0,https://pypi.org/project/sphinx,2021-07-26 17:14:02.000000,104536.0,3879244.0,3941975.0,https://anaconda.org/conda-forge/sphinx,2021-07-26 20:39:24.675000,3826634.0,1.0,,,,,,,,,,,,,,,
4,tqdm,https://github.com/tqdm/tqdm,,"A Fast, Extensible Progress Bar for Python and CLI.",logging,37,True,tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000000,2021-09-02 14:14:12.000000,2021-08-22 21:32:48.000000,994.0,529.0,19315.0,2021-08-23 15:04:14.000000,4.62.2,123.0,107.0,296.0,,conda-forge/tqdm,tqdm,1872.0,228345.0,202107.0,https://pypi.org/project/tqdm,2021-08-23 12:32:48.000000,26238.0,28921177.0,29039615.0,https://anaconda.org/conda-forge/tqdm,2021-08-23 18:18:14.554000,7450820.0,1.0,tqdm/tqdm,7791.0,https://hub.docker.com/r/tqdm/tqdm,2021-08-28 12:32:31.054702,1.0,3830.0,,,,,,,,,
5,psutil,https://github.com/giampaolo/psutil,,Cross-platform lib for process and system monitoring in Python.,profiling,37,True,giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000000,2021-08-20 07:55:57.000000,2021-08-20 07:55:56.000000,1144.0,1291.0,7615.0,2020-12-19 01:19:27.000000,5.8.0,83.0,163.0,201.0,,conda-forge/psutil,psutil,5691.0,128803.0,104137.0,https://pypi.org/project/psutil,2020-12-19 01:19:27.000000,24666.0,28482466.0,28602876.0,https://anaconda.org/conda-forge/psutil,2021-06-29 02:45:06.508000,7826683.0,1.0,,,,,,,,,,,,,,,
6,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,36,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000000,2021-08-30 12:32:55.000000,2021-08-30 12:32:54.000000,1786.0,1460.0,12726.0,2021-07-18 19:32:00.000000,1.2.2,47.0,196.0,100.0,['mkdocs'],conda-forge/mkdocs,mkdocs,1573.0,20392.0,14450.0,https://pypi.org/project/mkdocs,2021-07-18 19:20:49.000000,5942.0,655221.0,657501.0,https://anaconda.org/conda-forge/mkdocs,2021-07-18 21:27:59.884000,148211.0,1.0,,,,,,,,,,,,,,,
7,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,36,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000000,2021-09-01 17:29:16.000000,2021-09-01 17:29:16.000000,1858.0,4787.0,11216.0,,,83.0,487.0,1880.0,,conda-forge/mypy,mypy,9705.0,49092.0,43008.0,https://pypi.org/project/mypy,2021-06-22 18:39:23.000000,6084.0,6827986.0,6853786.0,https://anaconda.org/conda-forge/mypy,2021-06-23 17:56:50.288000,1186813.0,1.0,,,,,,,,,,,,,,,
8,pytest,https://github.com/pytest-dev/pytest,,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",testing,36,True,pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000000,2021-09-02 03:14:30.000000,2021-08-30 19:49:04.000000,1800.0,3941.0,7703.0,2021-08-30 17:39:28.000000,6.2.5,148.0,740.0,714.0,['pytest'],conda-forge/pytest,pytest,,496259.0,365675.0,https://pypi.org/project/pytest,2021-08-30 17:39:00.000000,130584.0,31084925.0,31232297.0,https://anaconda.org/conda-forge/pytest,2021-08-31 02:25:39.479000,9137074.0,1.0,,,,,,,,,,,,,,,
9,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,35,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000000,2021-08-30 20:14:25.000000,2021-08-30 20:14:24.000000,183.0,1255.0,1464.0,2021-03-14 23:32:11.000000,3.9.0,79.0,156.0,37.0,,conda-forge/flake8,flake8,1993.0,261113.0,189823.0,https://pypi.org/project/flake8,2021-05-08 19:52:32.000000,71290.0,11389327.0,11435182.0,https://anaconda.org/conda-forge/flake8,2021-05-10 17:37:45.968000,2888920.0,1.0,,,,,,,,,,,,,,,
