,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-08-24 02:50:20.000,2023-08-23 22:17:19,20373.0,252.0,1974.0,146.0,5007.0,1135.0,5454.0,5567.0,2023-08-23 22:20:17.000,7.2.3,195.0,804.0,45,True,,sphinx,conda-forge/sphinx,['sphinx'],386781.0,324236.0,https://pypi.org/project/sphinx,2023-08-23 22:20:17.000,62545.0,10709659.0,10917430.0,https://anaconda.org/conda-forge/sphinx,2023-08-23 22:40:17.660,8103105.0,1.0,,,,,,,,,,,,,,,,,,,
11,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-08-24 13:42:02.000,2023-08-01 15:44:57,3833.0,71.0,1566.0,538.0,1015.0,118.0,1022.0,44446.0,2023-08-01 15:47:37.000,13.5.2,104.0,227.0,44,True,,rich,conda-forge/rich,,115708.0,115708.0,https://pypi.org/project/rich,,,31653143.0,31780623.0,https://anaconda.org/conda-forge/rich,2023-07-31 12:52:42.810,4716787.0,1.0,,,,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-08-20 20:01:31.000,2023-08-10 10:52:15,1964.0,23.0,1287.0,212.0,522.0,448.0,576.0,25525.0,2023-08-10 11:59:02.000,4.66.1,135.0,112.0,43,True,,tqdm,conda-forge/tqdm,,558784.0,531860.0,https://pypi.org/project/tqdm,2023-08-10 11:38:57.000,26924.0,65483304.0,66072322.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,22375851.0,1.0,11056.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-10 11:42:22.895156,2.0,4107.0,,,,,,,,,,,,,
13,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-08-23 13:43:30.000,2023-08-07 06:49:18,5962.0,25.0,1305.0,237.0,644.0,240.0,1403.0,9479.0,,,37.0,198.0,43,True,,psutil,conda-forge/psutil,,354607.0,354607.0,https://pypi.org/project/psutil,,,69303110.0,69584006.0,https://anaconda.org/conda-forge/psutil,2023-06-16 13:17:58.536,24718869.0,1.0,,,,,,,,,,,,,,,,,,,
14,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-08-24 12:39:55.000,2023-08-24 09:05:08,16463.0,129.0,1401.0,196.0,3780.0,752.0,8508.0,5657.0,2023-08-21 22:53:54.000,23.7.3,100.0,436.0,43,True,,conda,conda-forge/conda,,43675.0,42580.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1095.0,83534.0,1257107.0,https://anaconda.org/conda-forge/conda,2023-08-22 18:18:06.001,45769360.0,1.0,,,,,,,,,,,,,,,,,,,
15,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-08-24 13:35:40.000,2023-08-24 13:20:25,4731.0,1306.0,524.0,63.0,4194.0,426.0,2114.0,17136.0,2023-08-17 21:24:04.000,0.0.285,100.0,247.0,42,True,astral-sh/ruff,ruff,conda-forge/ruff,,14251.0,14251.0,https://pypi.org/project/ruff,,,4692514.0,4733718.0,https://anaconda.org/conda-forge/ruff,2023-08-18 04:37:44.937,314238.0,1.0,50317.0,,,,,,,,,,,,,,,,,,
16,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-08-23 13:39:48.000,2023-08-18 13:51:45,1950.0,93.0,2214.0,228.0,1173.0,108.0,1737.0,16949.0,2023-08-02 14:54:19.000,1.5.2,28.0,242.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],48274.0,48274.0,https://pypi.org/project/mkdocs,,,2281591.0,2292467.0,https://anaconda.org/conda-forge/mkdocs,2023-08-02 15:49:46.651,282790.0,1.0,,,,,,,,,,,,,,,,,,,
17,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-08-24 08:05:01.000,2023-08-24 08:03:19,5495.0,201.0,2939.0,120.0,2487.0,21.0,1938.0,14965.0,2023-08-22 15:13:06.000,9.2.3,164.0,225.0,42,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],35875.0,35875.0,https://pypi.org/project/mkdocs-material,,,2776008.0,2783669.0,https://anaconda.org/conda-forge/mkdocs-material,2023-07-28 21:42:45.191,298803.0,1.0,,,,,,,,,,,,,,,,,,,
18,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-08-21 20:27:41.000,2023-08-21 20:27:41,8936.0,182.0,1893.0,234.0,2223.0,275.0,4712.0,10564.0,2023-07-20 15:43:36.406,1.5.1,54.0,458.0,42,True,,pyinstaller,conda-forge/pyinstaller,,47640.0,47342.0,https://pypi.org/project/pyinstaller,2023-06-24 23:22:29.345,298.0,1521949.0,1543650.0,https://anaconda.org/conda-forge/pyinstaller,2023-06-26 15:53:40.337,479772.0,1.0,740829.0,,,,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-08-17 11:46:08.000,2023-07-28 19:27:52,14131.0,74.0,2150.0,476.0,671.0,296.0,3901.0,8292.0,2023-07-28 19:29:00.000,6.1.1,120.0,186.0,42,True,,robotframework,conda-forge/robotframework,,9373.0,8263.0,https://pypi.org/project/robotframework,2023-07-28 19:27:05.000,1110.0,1722549.0,1727593.0,https://anaconda.org/conda-forge/robotframework,2023-07-28 20:32:29.432,146152.0,1.0,552.0,,,,,,,,,,,,,,,,,,
20,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-08-20 20:59:27.490,2023-08-20 19:30:10,13203.0,223.0,564.0,73.0,2295.0,44.0,1381.0,6870.0,2023-08-20 19:30:14.000,6.82.6,1073.0,314.0,42,True,,hypothesis,conda-forge/hypothesis,,24300.0,22065.0,https://pypi.org/project/hypothesis,2023-08-20 19:30:14.000,2235.0,6274223.0,6480131.0,https://anaconda.org/conda-forge/hypothesis,2023-08-20 20:59:27.490,8030413.0,1.0,,,,,,,,,,,,,,,,,,,
21,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-08-23 14:51:24.000,2023-08-23 08:22:07,8803.0,153.0,983.0,76.0,3883.0,757.0,4326.0,4800.0,2023-07-26 09:53:49.000,2.17.5,76.0,534.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,378184.0,378184.0,https://pypi.org/project/pylint,,,17918483.0,18034975.0,https://anaconda.org/conda-forge/pylint,2023-07-26 12:44:25.216,4426721.0,1.0,,,,,,,,,,,,,,,,,,,
22,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-08-22 13:09:17.000,2023-08-22 13:09:16,2575.0,39.0,732.0,86.0,1113.0,23.0,1808.0,10821.0,2023-06-13 23:12:35.000,3.3.3,185.0,152.0,41,True,,pre-commit,conda-forge/pre-commit,,150420.0,145406.0,https://pypi.org/project/pre-commit,2023-06-13 23:12:05.310,5014.0,12869526.0,12988580.0,https://anaconda.org/conda-forge/pre-commit,2023-06-14 13:24:44.334,3546561.0,1.0,583968.0,,,,,,,,,,,,,,,,,,
23,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-08-22 13:08:00.000,2023-08-22 13:07:59,2411.0,35.0,293.0,39.0,336.0,26.0,1500.0,2973.0,2023-07-29 19:05:02.000,6.1.0,88.0,172.0,41,True,,flake8,conda-forge/flake8,,527240.0,482207.0,https://pypi.org/project/flake8,2023-07-29 19:05:02.000,45033.0,22585797.0,22754497.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6579306.0,1.0,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-08-24 13:46:20.000,2023-08-23 04:38:36,2935.0,53.0,2042.0,184.0,2483.0,630.0,4628.0,26280.0,2023-08-21 17:53:20.000,1.6.1,164.0,475.0,40,True,,poetry,conda-forge/poetry,,289.0,,https://pypi.org/project/poetry,2023-08-21 17:53:20.000,289.0,19507814.0,19779055.0,https://anaconda.org/conda-forge/poetry,2023-08-21 20:30:34.699,971088.0,2.0,15232647.0,,,,,,,,,,,,,,,,,,
25,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-08-22 11:58:33.000,2023-08-20 20:18:05,4102.0,16.0,522.0,48.0,941.0,159.0,1062.0,5970.0,2023-01-30 09:41:30.000,5.11.5,100.0,286.0,40,True,,isort,conda-forge/isort,,408886.0,408886.0,https://pypi.org/project/isort,,,27058434.0,27119203.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5165422.0,2.0,,,,,,,,,,,,,,,,,,,
26,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-08-21 23:42:51.000,2023-08-18 23:25:09,718.0,36.0,939.0,169.0,1299.0,15.0,1280.0,4529.0,2023-08-11 15:48:43.000,20.24.3,62.0,108.0,40,True,,virtualenv,conda-forge/virtualenv,,302472.0,302472.0,https://pypi.org/project/virtualenv,,,87247741.0,87396985.0,https://anaconda.org/conda-forge/virtualenv,2023-08-13 11:38:12.521,5074327.0,2.0,,,,,,,,,,,,,,,,,,,
27,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-08-04 16:01:18.000,2023-07-28 04:20:21,1301.0,39.0,859.0,216.0,322.0,352.0,440.0,13366.0,,,26.0,149.0,39,True,,yapf,conda-forge/yapf,,81744.0,81744.0,https://pypi.org/project/yapf,,,4778768.0,4834335.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1555890.0,2.0,,,,,,,,,,,,,,,,,,,
28,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-08-23 09:36:39.000,2023-08-23 09:36:39,2030.0,110.0,510.0,100.0,962.0,133.0,848.0,7025.0,2023-08-08 23:35:03.000,7.3.0,67.0,196.0,39,True,,pip-tools,conda-forge/pip-tools,,22100.0,22100.0,https://pypi.org/project/pip-tools,,,9843165.0,9846067.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,113207.0,2.0,,,,,,,,,,,,,,,,,,,
29,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-08-23 12:36:48.497,2023-08-22 15:24:55,639.0,48.0,467.0,43.0,1340.0,68.0,1568.0,3343.0,2023-08-24 13:43:31.000,4.10.0,84.0,60.0,39,True,,tox,conda-forge/tox,['pytest'],103753.0,103753.0,https://pypi.org/project/tox,,,11867221.0,11886917.0,https://anaconda.org/conda-forge/tox,2023-08-23 12:36:48.497,768151.0,1.0,,,,,,,,,,,,,,,,,,,
30,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-08-23 19:30:30.000,2023-08-17 15:14:54,1882.0,117.0,397.0,69.0,1296.0,180.0,819.0,1587.0,2023-08-01 14:40:36.000,1.29.2,197.0,186.0,39,True,,sentry-sdk,conda-forge/sentry-sdk,,48616.0,48255.0,https://pypi.org/project/sentry-sdk,2023-08-01 14:40:22.000,361.0,20389276.0,20404470.0,https://anaconda.org/conda-forge/sentry-sdk,2023-08-01 17:08:22.065,574206.0,1.0,3301.0,,,,,,,,,,,,,,,,,,
31,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-08-24 01:14:12.000,2023-08-24 01:14:09,6506.0,336.0,1126.0,110.0,744.0,6.0,4405.0,10750.0,2023-08-23 00:52:29.000,1.1.324,408.0,97.0,38,True,,,,,603.0,592.0,,,,,651354.0,,,,2.0,785.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-08-23 00:44:17.731,11.0,651311.0,,,,,,,,
32,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,,2012-02-19 23:12:30.000,2023-08-01 13:39:11.480,2023-07-28 22:57:34,8386.0,33.0,503.0,114.0,583.0,47.0,1318.0,5487.0,,,22.0,165.0,38,False,,jedi,conda-forge/jedi,,336491.0,336491.0,https://pypi.org/project/jedi,,,26989507.0,27463244.0,https://anaconda.org/conda-forge/jedi,2023-08-01 13:39:11.480,18002031.0,1.0,,,,,,,,,,,,,,,,,,,
33,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-08-23 08:38:33.000,2023-08-18 03:18:51,1319.0,11.0,532.0,66.0,389.0,162.0,455.0,5400.0,2023-03-10 01:02:04.000,1.7.5,12.0,172.0,38,True,,bandit,conda-forge/bandit,,43518.0,43518.0,https://pypi.org/project/bandit,,,3383814.0,3388871.0,https://anaconda.org/conda-forge/bandit,2023-06-16 16:15:12.910,257309.0,1.0,725.0,,,,,,,,,,,,,,,,,,
34,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-08-15 06:26:15.000,2023-08-01 13:37:48,1429.0,72.0,740.0,118.0,488.0,110.0,611.0,4887.0,2023-07-29 17:19:52.000,2.11.0,18.0,132.0,38,True,,pycodestyle,conda-forge/pycodestyle,,11574.0,10.0,https://pypi.org/project/pycodestyle,2023-07-29 17:19:52.000,11564.0,31418221.0,31653015.0,https://anaconda.org/conda-forge/pycodestyle,2023-07-30 14:00:03.599,6809047.0,1.0,,,,,,,,,,,,,,,,,,,
35,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-08-23 16:23:49.000,2023-08-23 16:23:48,1463.0,10.0,1751.0,164.0,694.0,245.0,610.0,4438.0,2023-08-21 18:28:32.000,1.3.0,48.0,115.0,38,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7444.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-08-21 19:00:38.000,7428.0,4572394.0,4664899.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-08-22 09:02:27.150,3515207.0,2.0,,,,,,,,,,,,7.0,,,,,,,
36,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-08-21 22:41:04.000,2023-08-06 06:50:55,727.0,13.0,626.0,132.0,126.0,116.0,705.0,15699.0,2023-04-10 09:14:19.000,0.7.0,19.0,45.0,37,True,,loguru,conda-forge/loguru,,62815.0,60204.0,https://pypi.org/project/loguru,2023-04-10 09:07:15.493,2611.0,7759491.0,7788408.0,https://anaconda.org/conda-forge/loguru,2023-06-16 16:13:46.735,1561569.0,2.0,,,,,,,,,,,,,,,,,,,
37,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-08-24 09:36:29.000,2023-08-21 14:30:00,11295.0,506.0,504.0,129.0,320.0,139.0,1779.0,9545.0,,,179.0,151.0,37,True,,nuitka,conda-forge/nuitka,,1412.0,1412.0,https://pypi.org/project/nuitka,,,75509.0,89995.0,https://anaconda.org/conda-forge/nuitka,2023-08-14 12:17:51.246,564963.0,1.0,,,,,,,,,,,,,,,,,,,
38,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-08-13 21:19:51.000,2023-03-19 12:05:58,2819.0,,286.0,72.0,225.0,116.0,357.0,4408.0,2023-03-03 09:22:25.000,2.0.2,23.0,57.0,37,True,,autopep8,conda-forge/autopep8,,187706.0,187706.0,https://pypi.org/project/autopep8,,,3316166.0,3330706.0,https://anaconda.org/conda-forge/autopep8,2023-06-16 13:17:55.073,1250457.0,3.0,,,,,,,,,,,,,,,,,,,
39,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-08-20 11:21:47.000,2023-08-19 00:09:37,658.0,14.0,228.0,28.0,386.0,74.0,258.0,516.0,2023-04-12 16:11:39.000,23.1,42.0,95.0,37,True,,packaging,conda-forge/packaging,,852958.0,833819.0,https://pypi.org/project/packaging,2023-04-12 16:13:15.470,19139.0,162043464.0,162476014.0,https://anaconda.org/conda-forge/packaging,2023-06-16 13:17:40.629,37198020.0,1.0,738.0,,,,,,,,,,,,,,,,,,
40,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-08-22 21:55:50.000,2023-08-19 15:57:25,5159.0,147.0,1393.0,503.0,744.0,209.0,1482.0,23370.0,2023-05-18 15:52:21.000,3.4.0.2,96.0,175.0,36,True,,glances,conda-forge/glances,,754.0,703.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,51.0,145307.0,147616.0,https://anaconda.org/conda-forge/glances,2023-06-05 20:53:05.651,204228.0,1.0,1488.0,,,,,,,,,,,,,,,,,,
41,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-08-24 01:28:11.000,2023-08-24 01:28:10,24018.0,355.0,1476.0,202.0,5485.0,682.0,824.0,5070.0,2023-08-16 18:57:52.000,3.9.0,59.0,847.0,36,True,,buildbot,conda-forge/buildbot,,331.0,331.0,https://pypi.org/project/buildbot,,,31746.0,34448.0,https://anaconda.org/conda-forge/buildbot,2023-08-17 01:16:51.536,86687.0,1.0,32175.0,,,,,,,,,,,,,,,,,,
