,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-04-08 18:42:47.000,2023-04-08 18:42:46,219.0,25.0,142.0,52.0,134.0,1.0,2.0,1858.0,2023-04-08 18:42:53.000,2023.04.06,84.0,10.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/pawamoy/best-of-mkdocs,https://github.com/pawamoy/best-of-mkdocs,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2023-04-06 20:00:00.000,2023-04-06 20:00:00,149.0,12.0,8.0,6.0,70.0,1.0,2.0,195.0,2023-04-06 20:00:07.000,2023.04.06,55.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-04-13 13:45:03.000,2023-04-13 13:04:48,14936.0,100.0,2305.0,191.0,4994.0,869.0,4430.0,10030.0,2023-04-08 21:47:36.721,7.3.0,159.0,863.0,47,True,pytest,conda-forge/pytest,['pytest'],886805.0,871578.0,https://pypi.org/project/pytest,2023-01-14 12:19:00.550,15227.0,58052668.0,58294341.0,https://anaconda.org/conda-forge/pytest,2023-04-09 13:51:03.595,19575518.0,1.0,,,,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-04-13 07:34:40.000,2023-04-12 12:16:55,13751.0,231.0,2903.0,310.0,5173.0,998.0,5844.0,8662.0,2023-02-17 18:32:12.376,23.0.1,129.0,729.0,47,True,pip,conda-forge/pip,,140745.0,129790.0,https://pypi.org/project/pip,2023-02-17 18:32:12.376,10955.0,130109024.0,131011554.0,https://anaconda.org/conda-forge/pip,2023-02-17 21:52:31.556,73104955.0,1.0,1.0,,,,,,,,,,,,,,,,,,,
6,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2023-04-13 01:44:24.000,2023-04-12 17:59:01,11110.0,218.0,2490.0,228.0,6099.0,2531.0,6484.0,15158.0,2023-04-06 15:28:40.092,1.2.0,102.0,637.0,46,True,mypy,conda-forge/mypy,,188318.0,180061.0,https://pypi.org/project/mypy,2022-11-14 16:58:14.966,8257.0,13460917.0,13505081.0,https://anaconda.org/conda-forge/mypy,2023-04-06 20:15:11.302,2870706.0,1.0,,,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-04-12 13:02:17.000,2023-04-03 13:56:59,1541.0,49.0,2051.0,227.0,1363.0,392.0,1875.0,31976.0,2023-03-29 01:06:04.625,23.3.0,46.0,367.0,45,True,black,conda-forge/black,,368377.0,357266.0,https://pypi.org/project/black,2023-03-29 01:06:04.625,11111.0,19630361.0,19747494.0,https://anaconda.org/conda-forge/black,2023-03-30 13:39:57.146,6877430.0,1.0,,27801.0,,,,,,,,,,,,,,,,,,
8,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-04-06 20:11:09.000,2023-03-28 12:50:20,13742.0,225.0,990.0,90.0,1372.0,552.0,1741.0,1988.0,2023-03-28 13:45:51.000,67.6.1,542.0,564.0,45,True,setuptools,conda-forge/setuptools,,342667.0,304641.0,https://pypi.org/project/setuptools,2023-01-28 19:02:44.046,38026.0,252309865.0,253246773.0,https://anaconda.org/conda-forge/setuptools,2023-03-28 20:51:13.951,75889608.0,1.0,,,,,,,,,,,,,,,,,,,,
9,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-04-13 13:58:49.000,2023-04-13 13:58:49,8272.0,64.0,1824.0,361.0,1666.0,190.0,3727.0,23759.0,2023-03-19 18:59:04.000,2023.3.20,352.0,462.0,44,True,pipenv,conda-forge/pipenv,,75158.0,73901.0,https://pypi.org/project/pipenv,2022-12-19 10:26:16.459,1257.0,6498413.0,6500716.0,https://anaconda.org/conda-forge/pipenv,2023-03-20 04:44:40.512,96760.0,1.0,,,,,,,,,,,,,,,,,,,,
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-04-13 14:09:08.000,2023-04-13 13:14:30,5899.0,30.0,1320.0,239.0,613.0,258.0,1381.0,9230.0,2022-11-07 18:47:02.742,5.9.4,88.0,194.0,44,True,psutil,conda-forge/psutil,,308732.0,291894.0,https://pypi.org/project/psutil,2022-11-07 18:47:02.742,16838.0,63387215.0,63636472.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,20937627.0,1.0,,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-04-13 14:14:03.000,2023-04-13 04:15:50,20057.0,183.0,1904.0,145.0,4867.0,1219.0,5288.0,5333.0,2023-01-10 18:23:33.461,6.1.3,183.0,779.0,44,True,sphinx,conda-forge/sphinx,['sphinx'],357288.0,294778.0,https://pypi.org/project/sphinx,2023-01-10 18:23:33.461,62510.0,8702075.0,8793810.0,https://anaconda.org/conda-forge/sphinx,2023-01-12 15:29:33.921,7338864.0,1.0,,,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-04-12 18:42:29.329,2023-04-12 16:49:18,3755.0,120.0,1541.0,541.0,945.0,118.0,978.0,42876.0,2023-04-12 16:51:08.360,13.3.4,180.0,221.0,43,True,rich,conda-forge/rich,,83168.0,79181.0,https://pypi.org/project/rich,2023-01-28 10:19:14.092,3987.0,22449689.0,22554139.0,https://anaconda.org/conda-forge/rich,2023-04-12 18:42:29.329,3446862.0,1.0,,,,,,,,,,,,,,,,,,,,
13,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-04-09 02:29:28.000,2023-03-03 21:07:28,1940.0,12.0,1230.0,209.0,510.0,426.0,568.0,24485.0,2023-03-03 21:28:29.000,4.65.0,131.0,112.0,43,True,tqdm,conda-forge/tqdm,,465712.0,440674.0,https://pypi.org/project/tqdm,2023-03-03 21:19:01.523,25038.0,59261261.0,59493654.0,https://anaconda.org/conda-forge/tqdm,2023-03-04 16:57:20.216,19041598.0,1.0,,10919.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-03-18 01:39:51.172447,2.0,4084.0,,,,,,,,,,,,,
14,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-04-12 21:54:00.000,2023-04-12 11:13:26,16286.0,125.0,1348.0,200.0,3567.0,796.0,8264.0,5345.0,2023-03-30 03:29:50.000,23.3.1,100.0,421.0,43,True,conda,conda-forge/conda,,40067.0,38974.0,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1093.0,264553.0,774870.0,https://anaconda.org/conda-forge/conda,2023-03-30 15:12:14.391,40825399.0,1.0,,,,,,,,,,,,,,,,,,,,
15,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-04-13 14:08:25.000,2023-04-13 06:46:51,8551.0,341.0,993.0,75.0,3672.0,708.0,4188.0,4621.0,2023-04-03 12:25:16.754,2.17.2,172.0,520.0,43,True,pylint,conda-forge/pylint,,376294.0,353905.0,https://pypi.org/project/pylint,2023-01-22 14:41:49.833,22389.0,13735320.0,13784565.0,https://anaconda.org/conda-forge/pylint,2023-04-05 19:16:16.531,3939659.0,1.0,,,,,,,,pylint-dev/pylint,,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-04-11 12:36:21.000,2023-04-11 12:34:56,5171.0,294.0,2920.0,113.0,2300.0,19.0,1814.0,13421.0,2023-04-07 16:30:03.002,9.1.6,313.0,205.0,42,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],31502.0,30804.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,698.0,2272508.0,2277340.0,https://anaconda.org/conda-forge/mkdocs-material,2023-04-07 19:55:58.677,227143.0,1.0,,,,,,,,,,,,,,,,,,,,
17,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-04-12 19:46:23.000,2023-04-12 19:46:22,8712.0,76.0,1875.0,232.0,2137.0,282.0,4562.0,10181.0,2023-04-11 21:29:39.000,5.10.0,50.0,448.0,42,True,pyinstaller,conda-forge/pyinstaller,,41955.0,41665.0,https://pypi.org/project/pyinstaller,2022-12-04 15:03:02.559,290.0,1125798.0,1137419.0,https://anaconda.org/conda-forge/pyinstaller,2023-04-12 12:56:17.232,422095.0,1.0,,737213.0,,,,,,,,,,,,,,,,,,
18,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-04-12 20:07:41.000,2023-04-12 20:07:39,2503.0,129.0,720.0,89.0,1069.0,22.0,1720.0,10152.0,2023-04-03 20:33:16.838,3.2.2,181.0,149.0,42,True,pre-commit,conda-forge/pre-commit,,126712.0,121611.0,https://pypi.org/project/pre-commit,2023-01-29 23:39:18.572,5101.0,9888740.0,9958898.0,https://anaconda.org/conda-forge/pre-commit,2023-04-05 11:14:12.921,2835972.0,1.0,,382267.0,,,,,,,,,,,,,,,,,,
19,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-04-04 19:28:01.000,2023-04-01 17:51:24,4080.0,53.0,520.0,47.0,919.0,133.0,1061.0,5743.0,2023-01-30 09:46:45.975,5.11.5,143.0,283.0,42,True,isort,conda-forge/isort,,391478.0,374626.0,https://pypi.org/project/isort,2023-01-30 09:46:45.975,16852.0,25700468.0,25756978.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4577324.0,2.0,,,,,,,,,,,,,,,,,,,,
20,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-04-13 12:29:44.000,2023-04-12 21:48:32,13974.0,165.0,2107.0,475.0,648.0,289.0,3836.0,7934.0,2023-01-09 21:14:31.299,6.0.2,98.0,181.0,41,True,robotframework,conda-forge/robotframework,,8555.0,7463.0,https://pypi.org/project/robotframework,2023-01-09 21:14:31.299,1092.0,1598700.0,1600627.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,121111.0,1.0,,545.0,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-04-09 00:07:05.000,2023-04-07 18:53:02,12839.0,221.0,551.0,69.0,2228.0,59.0,1327.0,6631.0,2023-04-07 18:53:23.000,hypothesis-python-6.71.0,1032.0,306.0,41,True,hypothesis,conda-forge/hypothesis,,22288.0,20080.0,https://pypi.org/project/hypothesis,2023-01-27 10:10:58.628,2208.0,4803964.0,4895429.0,https://anaconda.org/conda-forge/hypothesis,2023-04-07 23:35:14.595,7408704.0,1.0,,,,,,,,,,,,,,,,,,,,
22,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-04-12 15:50:21.000,2023-04-12 15:50:21,8350.0,23.0,492.0,115.0,576.0,52.0,1296.0,5380.0,2022-11-21 22:34:01.796,0.18.2,32.0,162.0,41,True,jedi,conda-forge/jedi,,298037.0,289639.0,https://pypi.org/project/jedi,2022-11-21 22:34:01.796,8398.0,18951651.0,19150664.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,15523072.0,1.0,,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-04-10 22:02:26.000,2023-04-09 15:15:28,663.0,32.0,984.0,162.0,1239.0,77.0,1193.0,4433.0,2023-03-12 18:30:48.310,20.21.0,201.0,248.0,41,True,virtualenv,conda-forge/virtualenv,,267098.0,249214.0,https://pypi.org/project/virtualenv,2023-02-28 18:51:08.315,17884.0,45958530.0,46014537.0,https://anaconda.org/conda-forge/virtualenv,2023-03-13 10:36:55.365,4088518.0,2.0,,,,,,,,,,,,,,,,,,,,
24,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-04-11 12:20:26.000,2023-04-11 12:20:24,2368.0,15.0,278.0,36.0,309.0,25.0,1483.0,2756.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,41,True,flake8,conda-forge/flake8,,486754.0,442320.0,https://pypi.org/project/flake8,2022-11-23 19:29:25.198,44434.0,23787222.0,23859845.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,5955113.0,1.0,-1.0,,,,,,,,,,,,,,,,,,,
25,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-04-13 13:12:06.000,2023-04-12 12:49:11,2799.0,93.0,1944.0,185.0,2324.0,709.0,4285.0,24604.0,2023-04-02 16:03:01.413,1.4.2,160.0,448.0,40,True,poetry,conda-forge/poetry,,246.0,,https://pypi.org/project/poetry,2023-01-10 18:28:25.700,246.0,12152274.0,12422808.0,https://anaconda.org/conda-forge/poetry,2023-04-05 19:52:39.807,828278.0,2.0,,15039534.0,,,,,,,,,,,,,,,,,,
26,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-04-10 19:56:21.000,2023-04-10 19:25:00,1824.0,3.0,2219.0,233.0,1113.0,155.0,1665.0,16232.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,40,True,mkdocs,conda-forge/mkdocs,['mkdocs'],46341.0,42070.0,https://pypi.org/project/mkdocs,2022-11-01 18:34:05.525,4271.0,1436261.0,1439136.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,241526.0,1.0,,,,,,,,,,,,,,,,,,,,
27,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-04-13 10:49:20.000,2023-04-05 19:15:41,576.0,65.0,469.0,41.0,1287.0,78.0,1510.0,3229.0,2023-04-05 19:43:42.634,4.4.11,190.0,277.0,40,True,tox,conda-forge/tox,['pytest'],118123.0,96006.0,https://pypi.org/project/tox,2023-02-21 17:41:11.947,22117.0,18576967.0,18586827.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,660654.0,1.0,,,,,,,,,,,,,,,,,,,,
28,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-04-12 20:25:46.000,2023-04-12 20:25:46,1225.0,15.0,894.0,220.0,284.0,386.0,403.0,13186.0,2023-02-21 19:25:03.574,0.29.1,70.0,144.0,39,True,yapf,conda-forge/yapf,,76029.0,73738.0,https://pypi.org/project/yapf,2023-02-21 19:25:03.574,2291.0,4082962.0,4099684.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1371281.0,2.0,,,,,,,,,,,,,,,,,,,,
29,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-04-13 14:33:05.000,2023-04-12 13:47:12,1692.0,88.0,357.0,56.0,1121.0,189.0,681.0,1498.0,2023-04-05 15:45:05.152,1.19.1,178.0,164.0,39,True,sentry-sdk,conda-forge/sentry-sdk,,41784.0,41418.0,https://pypi.org/project/sentry-sdk,2023-03-16 15:54:02.489,366.0,21239353.0,21246990.0,https://anaconda.org/conda-forge/sentry-sdk,2023-04-05 23:34:21.785,400195.0,1.0,,3916.0,,,,,,,,,,,,,,,,,,
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-04-13 06:42:26.000,2023-04-12 05:33:07,10769.0,458.0,457.0,129.0,299.0,240.0,1582.0,8605.0,2023-04-05 07:00:56.135,1.5.5,249.0,135.0,38,True,nuitka,conda-forge/nuitka,,1184.0,1138.0,https://pypi.org/project/nuitka,2023-01-31 18:21:01.683,46.0,67527.0,73198.0,https://anaconda.org/conda-forge/nuitka,2023-04-06 06:55:23.055,476418.0,1.0,,,,,,,,,,,,,,,,,,,,
31,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-03-31 15:07:57.000,2023-02-17 20:13:42,3656.0,51.0,344.0,96.0,238.0,353.0,391.0,3909.0,2023-01-16 22:26:01.797,2.0.0,59.0,58.0,38,True,invoke,conda-forge/invoke,,22641.0,19918.0,https://pypi.org/project/invoke,2023-01-16 22:26:01.797,2723.0,4947188.0,4957760.0,https://anaconda.org/conda-forge/invoke,2023-01-22 15:15:07.411,888100.0,1.0,,,,,,,,,,,,,,,,,,,,
32,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-04-12 17:13:20.000,2023-04-12 17:12:45,4708.0,146.0,1358.0,496.0,629.0,237.0,1420.0,22606.0,2023-01-14 15:00:47.000,3.3.1,92.0,171.0,37,True,glances,conda-forge/glances,,677.0,627.0,https://pypi.org/project/glances,2023-01-17 07:15:06.065,50.0,250678.0,252905.0,https://anaconda.org/conda-forge/glances,2023-01-17 20:09:23.663,188344.0,1.0,,1146.0,,,,,,,,,,,,,,,,,,
33,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-04-10 11:59:26.560,2023-04-10 08:51:07,705.0,21.0,594.0,125.0,106.0,86.0,653.0,14641.0,2023-04-10 09:14:19.000,0.7.0,19.0,42.0,37,True,loguru,conda-forge/loguru,,52148.0,49770.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,2378.0,7539043.0,7560935.0,https://anaconda.org/conda-forge/loguru,2023-04-10 11:59:26.560,1094607.0,2.0,1.0,,,,,,,,,,,,,,,,,,,
34,pyright,Microsoft/pyright,linters,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-04-12 16:17:50.000,2023-04-12 16:17:45,5983.0,332.0,951.0,98.0,542.0,3.0,3894.0,10074.0,2023-04-12 03:35:27.000,1.1.303,387.0,92.0,37,True,,,,489.0,479.0,,,,,477122.0,,,,1.0,,185.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-04-12 03:26:39.646,10.0,477110.0,,,,,,,
35,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-04-13 09:09:43.000,2023-04-10 16:55:45,1303.0,13.0,510.0,67.0,374.0,186.0,446.0,5117.0,2023-03-10 01:08:04.773,1.7.5,36.0,166.0,37,True,bandit,conda-forge/bandit,,42132.0,40410.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1722.0,3155548.0,3160274.0,https://anaconda.org/conda-forge/bandit,2023-03-11 07:26:25.891,221605.0,1.0,,654.0,,,,,,,,,,,,,,,,,,
36,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-02-10 14:58:28.000,2022-12-13 06:27:57,1353.0,,703.0,120.0,450.0,114.0,594.0,4808.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,37,True,pycodestyle,conda-forge/pycodestyle,,336148.0,324634.0,https://pypi.org/project/pycodestyle,2022-11-23 18:29:05.901,11514.0,29843524.0,29918629.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,6158637.0,1.0,,,,,,,,,,,,,,,,,,,,
37,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-04-13 14:03:15.000,2023-02-07 23:30:54,1446.0,6.0,1740.0,164.0,666.0,238.0,592.0,4344.0,2023-02-07 21:51:47.486,1.2.0,42.0,113.0,37,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],7467.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-01-18 21:20:20.529,7451.0,3262855.0,3303478.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3249918.0,2.0,,,,,,,,,,,,,,,,,,,,
38,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-03-19 12:06:00.000,2023-03-19 12:05:58,2819.0,9.0,282.0,72.0,219.0,112.0,353.0,4318.0,2023-03-03 09:23:05.483,2.0.2,73.0,57.0,37,True,autopep8,conda-forge/autopep8,,176798.0,170948.0,https://pypi.org/project/autopep8,2022-12-15 15:08:07.499,5850.0,3424363.0,3437496.0,https://anaconda.org/conda-forge/autopep8,2023-03-03 12:11:53.143,1076983.0,3.0,,,,,,,,,,,,,,,,,,,,
39,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-04-13 07:11:11.000,2023-04-13 03:58:34,643.0,16.0,219.0,26.0,373.0,77.0,250.0,486.0,2023-04-12 16:11:39.000,23.1,42.0,88.0,37,True,packaging,conda-forge/packaging,,688295.0,669566.0,https://pypi.org/project/packaging,2023-01-09 21:11:31.536,18729.0,150567692.0,150931286.0,https://anaconda.org/conda-forge/packaging,2023-04-12 22:06:30.481,29813399.0,2.0,,691.0,,,,,,,,,,,,,,,,,,
40,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-04-10 19:41:49.000,2023-04-09 22:03:56,1877.0,19.0,578.0,105.0,893.0,139.0,800.0,6760.0,2023-04-07 16:50:36.069,6.13.0,112.0,191.0,36,True,pip-tools,conda-forge/pip-tools,,2217.0,,https://pypi.org/project/pip-tools,2023-01-31 13:34:01.833,2217.0,9579751.0,9582011.0,https://anaconda.org/conda-forge/pip-tools,2023-04-07 19:35:02.377,81391.0,2.0,,,,,,,,,,,,,,,,,,,,
41,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-04-10 22:02:33.000,2023-03-21 10:04:16,856.0,30.0,126.0,27.0,162.0,35.0,332.0,403.0,2023-03-14 15:11:10.051,0.40.0,72.0,71.0,36,True,wheel,conda-forge/wheel,,238051.0,201632.0,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,36419.0,171355340.0,172102044.0,https://anaconda.org/conda-forge/wheel,2023-03-14 16:43:24.949,60483084.0,2.0,,,,,,,,,,,,,,,,,,,,
