,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,updated_github_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
184,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,25.0,4.0,38.0,5.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,25,False,flake8-commas,,['flake8'],15308.0,14974.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,334.0,485213.0,485213.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
185,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2022-12-23 19:26:57.671,2022-12-22 23:43:03,285.0,,21.0,3.0,57.0,2.0,42.0,102.0,2022-12-22 23:44:03.313,2.1.0,26.0,17.0,25,True,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9191.0,8778.0,https://pypi.org/project/flake8-builtins,2022-12-22 23:44:03.313,413.0,642964.0,645507.0,https://anaconda.org/conda-forge/flake8-builtins,2022-12-23 19:26:57.671,195831.0,3.0,,,,,,,,,,,,,,,,,,,,
186,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2022-11-04 03:21:51.000,2022-11-04 03:21:51,205.0,,83.0,27.0,113.0,41.0,76.0,1582.0,2022-11-02 23:26:19.000,1.0.3,60.0,39.0,24,True,shiv,,,12.0,,https://pypi.org/project/shiv,2022-11-02 23:25:32.717,12.0,17787.0,17796.0,,,,3.0,,415.0,,,,,,,,,,,,,,,,,,
187,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,71.0,26.0,106.0,80.0,47.0,659.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,redbaron,,,644.0,528.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,116.0,30155.0,30155.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
188,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2023-04-09 13:06:15.460,2023-04-03 08:07:23,1084.0,28.0,157.0,33.0,351.0,37.0,276.0,401.0,2023-02-09 08:48:42.000,3.4.3,41.0,65.0,24,True,,constructor,,13.0,13.0,,,,,73.0,https://anaconda.org/anaconda/constructor,2023-04-09 13:06:15.460,5873.0,3.0,,228.0,,,,,,,,,,,,,,,,,,
189,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2023-04-13 09:36:03.000,2023-04-12 18:14:19,256.0,40.0,48.0,21.0,239.0,41.0,39.0,385.0,2021-07-31 16:17:24.000,0.1.4,7.0,33.0,24,True,fixit,,,38.0,36.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,13856.0,13856.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
190,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,171.0,72.0,32.0,27.0,57.0,3898.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,True,vprof,,,125.0,109.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,4072.0,4072.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
191,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-03-03 17:07:08.000,2023-03-03 17:07:08,349.0,3.0,196.0,59.0,44.0,40.0,16.0,2673.0,,,13.0,23.0,23,True,pyrasite,,,54.0,48.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,28438.0,28438.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
192,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,232.0,70.0,116.0,21.0,78.0,2124.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,python-taint,,,96.0,84.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,5903.0,5904.0,,,,3.0,,102.0,,,,,,,,,,,,,,,,,,
193,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,44.0,22.0,55.0,60.0,72.0,1249.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,23,False,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,211.0,332.0,,,,3.0,,5344.0,,,,,,,,,,,,,,,,,,
194,pynsist,takluyver/pynsist,packaging,Build Windows installers for Python applications.,,https://github.com/takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2022-11-04 09:45:28.000,2022-04-21 14:15:55,556.0,,118.0,32.0,90.0,29.0,143.0,837.0,2020-07-03 08:11:24.000,2.5.1,22.0,30.0,23,True,pynsist,,,234.0,187.0,https://pypi.org/project/pynsist,2022-03-21 11:44:22.000,47.0,1917.0,1917.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
195,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,,71.0,18.0,42.0,32.0,31.0,828.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,23,True,portray,,,807.0,789.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,18.0,17737.0,17737.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
196,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,MIT,2019-03-11 13:16:35.000,2023-03-02 00:11:48.000,2023-01-27 11:02:15,1077.0,2.0,76.0,19.0,32.0,13.0,131.0,571.0,2022-11-05 16:32:25.000,0.13.0.0,25.0,17.0,23,True,py2exe,,,1890.0,1714.0,https://pypi.org/project/py2exe,2022-11-05 16:36:06.716,176.0,16096.0,16353.0,,,,3.0,,12620.0,,,,,,,,,,,,,,,,,,
197,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2022-11-03 10:04:57.000,2022-11-03 10:04:57,807.0,,68.0,23.0,111.0,45.0,59.0,506.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,23,True,pytest-virtualenv,conda-forge/pytest-shutil,,63.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,63.0,40826.0,41484.0,https://anaconda.org/conda-forge/pytest-shutil,2021-10-18 17:46:27.844,37556.0,3.0,,,,,,,,,,,,,,,,,,,,
198,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,13.0,100.0,46.0,30.0,279.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,baron,,,332.0,273.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,30469.0,30469.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
199,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-04-04 02:12:06.000,2023-04-04 02:12:06,113.0,3.0,22.0,6.0,39.0,9.0,12.0,200.0,2022-10-25 11:19:00.465,1.4.1,10.0,10.0,23,True,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1461.0,1371.0,https://pypi.org/project/pytest-datadir,2022-10-25 11:19:00.465,90.0,159273.0,161569.0,https://anaconda.org/conda-forge/pytest-datadir,2022-10-25 16:50:34.913,179102.0,3.0,,,,,,,,,,,,,,,,,,,,
200,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-03-14 18:12:27.000,2023-01-30 05:02:24,826.0,4.0,8.0,5.0,100.0,19.0,24.0,182.0,2023-01-30 01:24:01.118,1.1.1,67.0,8.0,23,True,xdoctest,conda-forge/xdoctest,,122.0,,https://pypi.org/project/xdoctest,2023-01-30 01:24:01.118,122.0,91364.0,94641.0,https://anaconda.org/conda-forge/xdoctest,2023-01-30 06:16:04.314,124542.0,3.0,,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
201,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2022-03-30 17:22:48.000,2022-03-07 18:48:36,240.0,,34.0,2.0,45.0,18.0,80.0,47.0,2022-03-07 18:48:43.000,0.16.1,26.0,23.0,23,False,pytkdocs,conda-forge/pytkdocs,,1231.0,1211.0,https://pypi.org/project/pytkdocs,2022-03-07 18:48:43.000,20.0,115363.0,117956.0,https://anaconda.org/conda-forge/pytkdocs,2022-03-08 15:08:30.099,77815.0,3.0,,,,,,,,,,,,,,,,,,,,
202,xxh,xxh/xxh,shell,Bring your favorite shell wherever you go through the ssh.,,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-02-22 08:14:54.000,2023-02-22 08:14:54,755.0,2.0,88.0,42.0,50.0,19.0,58.0,4343.0,2022-09-29 10:20:01.217,0.8.12,89.0,23.0,22,True,xxh-xxh,,,72.0,72.0,https://pypi.org/project/xxh-xxh,2022-09-29 10:20:01.217,,141.0,178.0,,,,3.0,,1410.0,,,,,,,,,,,,,,,,,,
203,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,79.0,28.0,10.0,5.0,38.0,2627.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,22,False,pretty_errors,conda-forge/pretty_errors,,45.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,45.0,33401.0,33758.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,10369.0,3.0,,,,,,,,,,,,,,,,,,,,
204,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-01-20 18:10:54.000,2023-01-20 18:08:14,186.0,1.0,91.0,30.0,75.0,46.0,34.0,1463.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,22,True,bowler,conda-forge/bowler,,7.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,7.0,85794.0,86086.0,https://anaconda.org/conda-forge/bowler,2019-06-12 18:37:14.246,15479.0,3.0,,,,,,,,,,,,,,,,,,,,
205,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-12-22 20:22:27.544,2022-12-22 13:48:56,431.0,,31.0,18.0,16.0,22.0,26.0,914.0,2022-12-22 13:51:11.775,0.4.3,14.0,22.0,22,True,snoop,conda-forge/snoop,,13.0,,https://pypi.org/project/snoop,2022-12-22 13:51:11.775,13.0,44807.0,44974.0,https://anaconda.org/conda-forge/snoop,2022-12-22 20:22:27.544,3017.0,3.0,,,,,,,,,,,,,,,,,,,,
206,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2022-01-21 18:17:35.000,2019-12-20 19:59:49,222.0,,148.0,16.0,65.0,32.0,28.0,818.0,2018-07-25 01:42:48.000,0.6.0,11.0,36.0,22,False,pycco,,,405.0,291.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,114.0,1688.0,1688.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
207,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-04-13 13:44:31.000,2023-04-05 23:45:13,121.0,8.0,33.0,9.0,79.0,11.0,38.0,672.0,2023-04-05 18:22:56.000,0.11.0,15.0,11.0,22,True,python-devtools,conda-forge/python-devtools,,1412.0,1411.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,323.0,855.0,https://anaconda.org/conda-forge/python-devtools,2023-04-06 21:42:28.182,12781.0,3.0,,,,,,,,,,,,,,,,,,,,
208,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,19.0,8.0,21.0,17.0,21.0,318.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,22,False,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],1722.0,1668.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,54.0,432677.0,438856.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,444909.0,3.0,,,,,,,,,,,,,,,,,,,,
209,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2023-04-12 20:06:59.000,2023-04-12 20:06:58,407.0,10.0,20.0,5.0,174.0,,48.0,287.0,2022-12-12 20:13:01.220,2.4.0,36.0,11.0,22,True,add-trailing-comma,,,14.0,,https://pypi.org/project/add-trailing-comma,2022-12-12 20:13:01.220,14.0,26125.0,26125.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
210,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-01-07 04:42:28.000,2021-10-14 20:29:54,188.0,,58.0,9.0,49.0,52.0,43.0,225.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,22,False,mkdocs-with-pdf,,['mkdocs'],306.0,306.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,,26734.0,26734.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
211,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-11-18 07:39:35.000,2022-02-24 16:06:18,113.0,,19.0,5.0,15.0,9.0,27.0,220.0,2022-02-24 08:21:17.000,0.9.0,21.0,9.0,22,False,xenon,conda-forge/xenon,,1024.0,946.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,78.0,123381.0,123676.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,19507.0,3.0,,,,,,,,,,,,,,,,,,,,
212,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-08-05 12:40:27.000,2022-02-09 02:49:51,186.0,,16.0,6.0,70.0,22.0,30.0,155.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,22,False,pandas-vet,conda-forge/pandas-vet,['flake8'],358.0,345.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,13.0,71808.0,72112.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,14607.0,3.0,,49.0,,,,,,,,,,,,,,,,,,
213,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2023-04-11 15:03:37.804,2023-04-10 19:27:15,234.0,10.0,15.0,2.0,16.0,24.0,21.0,141.0,2023-04-10 19:35:00.918,0.14.1,17.0,16.0,22,True,dlint,conda-forge/dlint,,52.0,,https://pypi.org/project/dlint,2022-08-09 19:17:19.574,52.0,164105.0,164233.0,https://anaconda.org/conda-forge/dlint,2023-04-11 15:03:37.804,2186.0,3.0,,,,,,,,,,,,,,,,,,,,
214,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-04-12 08:16:26.000,2023-04-10 18:42:47,501.0,8.0,355.0,77.0,131.0,120.0,218.0,5465.0,2023-01-29 21:48:52.000,1.2.1,9.0,57.0,21,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
215,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,17.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,21,False,profiling,,,60.0,55.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,5.0,7247.0,7247.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
216,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,185.0,72.0,170.0,88.0,126.0,1746.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,21,False,sixpack,,,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,74.0,74.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
217,pyannotate,dropbox/pyannotate,refactoring,Auto-generate PEP-484 annotations.,,https://github.com/dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2022-07-03 08:24:17.000,2021-10-12 20:53:49,95.0,,61.0,28.0,63.0,34.0,33.0,1380.0,2019-09-16 15:37:03.000,1.2.0,9.0,17.0,21,False,pyannotate,,,142.0,113.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,29.0,3922.0,3922.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
218,pytest-docker,avast/pytest-docker,testing,Docker-based integration tests.,,https://github.com/avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2023-02-12 10:13:02.000,2022-09-14 15:18:11,71.0,,60.0,8.0,52.0,17.0,33.0,333.0,2022-09-19 22:54:45.987,1.0.1,20.0,16.0,21,True,pytest-docker,,['pytest'],34.0,,https://pypi.org/project/pytest-docker,2022-09-19 22:54:45.987,34.0,105521.0,105523.0,,,,3.0,,95.0,,,,,,,,,,,,,,,,,,
219,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2022-11-22 05:06:36.000,2021-10-05 01:31:10,72.0,,41.0,19.0,31.0,41.0,46.0,278.0,2021-10-05 01:33:27.000,0.5.10,24.0,11.0,21,False,mkdocs-pdf-export-plugin,,['mkdocs'],361.0,357.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2021-10-05 01:33:27.000,4.0,18435.0,18435.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
220,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-04-03 22:53:04.000,2023-04-03 22:41:28,472.0,10.0,20.0,4.0,174.0,8.0,97.0,190.0,2023-04-03 22:45:55.442,0.16.0,51.0,14.0,21,True,unimport,,,4.0,,https://pypi.org/project/unimport,2022-01-29 20:05:35.000,4.0,13541.0,13541.0,,,,3.0,,,,,,,,hakancelikdev/unimport,,,,,,,,,,,,
221,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-03-30 15:39:08.410,2023-03-30 10:45:48,131.0,4.0,15.0,4.0,64.0,38.0,71.0,151.0,2022-07-28 16:34:01.302,0.19.3,36.0,12.0,21,True,flake8-simplify,conda-forge/flake8-simplify,,75.0,,https://pypi.org/project/flake8-simplify,2022-07-28 16:34:01.302,75.0,285244.0,286116.0,https://anaconda.org/conda-forge/flake8-simplify,2023-03-30 15:39:08.410,24435.0,3.0,,,,,,,,,,,,,,,,,,,,
222,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,122.0,34.0,4.0,5.0,4.0,1620.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,20,False,heartrate,conda-forge/heartrate,,54.0,51.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,1300.0,1398.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,2168.0,3.0,,,,,,,,,,,,,,,,,,,,
223,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-05-18 12:08:29.000,2022-05-18 12:07:17,415.0,,74.0,42.0,48.0,20.0,34.0,1544.0,2021-11-11 16:04:25.000,0.9.3,39.0,10.0,20,True,birdseye,,,4.0,,https://pypi.org/project/birdseye,2022-05-18 12:08:29.000,4.0,1360.0,1360.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
224,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-11-30 02:55:03.000,2022-11-18 15:26:38,97.0,,53.0,41.0,22.0,8.0,25.0,1525.0,2020-12-02 20:41:20.000,20.12.2,3.0,38.0,20,True,xar,,,24.0,24.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,516.0,516.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
225,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2022-11-01 09:27:31.603,2022-10-29 23:23:34,1055.0,,42.0,15.0,21.0,41.0,52.0,720.0,2022-09-27 22:33:15.252,3.5.1,51.0,9.0,20,True,hunter,conda-forge/hunter,,146.0,125.0,https://pypi.org/project/hunter,2022-09-27 22:33:15.252,21.0,6497.0,8026.0,https://anaconda.org/conda-forge/hunter,2022-11-01 09:27:31.603,32119.0,3.0,,,,,,,,,,,,,,,,,,,,
226,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-12-17 09:19:57.000,2022-12-17 09:19:54,492.0,,20.0,10.0,44.0,7.0,15.0,335.0,2021-12-15 14:34:12.182,0.0.1,23.0,11.0,20,True,manhole,conda-forge/manhole,,276.0,238.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,11922.0,12508.0,https://anaconda.org/conda-forge/manhole,2022-11-02 02:11:21.465,12315.0,3.0,,,,,,,,,,,,,,,,,,,,
227,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-01-23 14:44:55.000,2022-01-08 15:29:29,100.0,,39.0,7.0,25.0,24.0,17.0,156.0,2022-01-08 15:31:25.000,0.5.5,23.0,17.0,20,False,sphinx-markdown-builder,,['sphinx'],737.0,678.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,59.0,32063.0,32063.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
228,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-03-25 02:13:36.000,2022-05-19 03:25:57,154.0,,28.0,6.0,26.0,7.0,21.0,137.0,2021-07-27 09:00:22.000,0.4.8,18.0,9.0,20,True,lazydocs,,,160.0,141.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,19.0,5568.0,5568.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
