,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-02-01 16:34:19.000,2023-02-01 15:38:49,10441.0,438.0,437.0,132.0,290.0,1476.0,8209.0,2023-01-30 00:31:27.880,1.4.1,236.0,132.0,38,True,227.0,nuitka,conda-forge/nuitka,,891.0,854.0,https://pypi.org/project/nuitka,2022-06-30 07:52:49.000,37.0,57318.0,62723.0,https://anaconda.org/conda-forge/nuitka,2023-02-01 07:21:34.594,443286.0,1.0,,,,,,,,,,,,,,,,,,,,
31,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-01-05 10:21:31.000,2022-12-13 06:27:57,1353.0,20.0,688.0,119.0,449.0,592.0,4759.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,38,True,115.0,pycodestyle,conda-forge/pycodestyle,,309319.0,297958.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11361.0,28288870.0,28360176.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5704501.0,1.0,,,,,,,,,,,,,,,,,,,,
32,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-02-01 18:18:06.000,2023-02-01 18:18:05,1443.0,18.0,1701.0,161.0,657.0,584.0,4290.0,2022-11-04 19:24:09.941,1.1.1,40.0,113.0,38,True,218.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6054.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2022-10-13 20:24:36.386,6038.0,4644152.0,4683674.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2022-12-12 17:56:57.173,3082745.0,2.0,,,,,,,,,,,,,,,,,,,,
33,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-01-30 01:26:32.000,2023-01-27 21:31:31,3612.0,44.0,337.0,97.0,229.0,389.0,3827.0,2023-01-16 22:26:01.797,2.0.0,59.0,58.0,38,True,346.0,invoke,conda-forge/invoke,,17994.0,15358.0,https://pypi.org/project/invoke,2023-01-16 22:26:01.797,2636.0,4285740.0,4296388.0,https://anaconda.org/conda-forge/invoke,2023-01-22 15:15:07.411,873202.0,1.0,,,,,,,,,,,,,,,,,,,,
34,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-02-01 21:44:59.000,2023-02-01 19:25:20,635.0,53.0,214.0,25.0,370.0,242.0,459.0,2023-01-08 18:19:14.000,23.0,41.0,86.0,38,True,79.0,packaging,conda-forge/packaging,,599305.0,581639.0,https://pypi.org/project/packaging,2023-01-09 21:11:31.536,17666.0,139384005.0,139701922.0,https://anaconda.org/conda-forge/packaging,2023-01-12 00:11:49.688,25432082.0,1.0,660.0,,,,,,,,,,,,,,,,,,,
35,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-02-01 07:49:33.000,2023-01-30 18:30:29,1860.0,65.0,560.0,104.0,871.0,787.0,6580.0,2023-01-31 13:34:01.833,6.12.2,110.0,187.0,37,True,125.0,pip-tools,conda-forge/pip-tools,,1902.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,1902.0,8957348.0,8959410.0,https://anaconda.org/conda-forge/pip-tools,2023-01-31 17:05:38.377,70114.0,2.0,,,,,,,,,,,,,,,,,,,,
36,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-12-16 10:58:26.000,2022-12-15 14:53:41,2808.0,16.0,279.0,66.0,216.0,349.0,4253.0,2022-12-15 15:08:07.499,2.0.1,72.0,57.0,37,True,104.0,autopep8,conda-forge/autopep8,,160408.0,154723.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5685.0,2956163.0,2968393.0,https://anaconda.org/conda-forge/autopep8,2022-12-15 20:52:01.166,978472.0,2.0,,,,,,,,,,,,,,,,,,,,
37,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-02-01 18:17:36.000,2023-01-26 08:48:38,3111.0,426.0,165.0,25.0,328.0,212.0,1519.0,2023-01-17 02:39:01.107,1.7.0,80.0,78.0,37,True,76.0,rope,conda-forge/rope,,50643.0,49041.0,https://pypi.org/project/rope,2022-06-22 07:57:01.000,1602.0,635356.0,649618.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,998377.0,1.0,,,,,,,,,,,,,,,,,,,,
38,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-01-30 00:59:08.000,2023-01-30 00:59:08,1075.0,31.0,286.0,33.0,526.0,402.0,1363.0,2022-12-01 01:51:31.000,4.0.2,52.0,114.0,37,True,45.0,twine,conda-forge/twine,,91716.0,78866.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,12850.0,3921929.0,3930497.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,668316.0,2.0,,,,,,,,,,,,,,,,,,,,
39,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-01-31 18:46:00.000,2023-01-31 18:45:58,555.0,13.0,169.0,27.0,288.0,441.0,1229.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,37,True,56.0,pyflakes,conda-forge/pyflakes,,204938.0,191294.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13644.0,19307445.0,19376080.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5490801.0,1.0,,,,,,,,,,,,,,,,,,,,
40,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-02-01 21:52:45.000,2023-02-01 21:52:17,693.0,31.0,575.0,120.0,100.0,630.0,13992.0,2022-01-29 13:50:01.000,0.6.0,18.0,42.0,36,True,69.0,loguru,conda-forge/loguru,,39246.0,37537.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,4136321.0,4155449.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,918158.0,2.0,,,,,,,,,,,,,,,,,,,,
41,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-01-30 21:38:32.000,2023-01-30 21:38:32,1210.0,3.0,858.0,218.0,275.0,401.0,13036.0,2020-04-23 19:07:36.000,0.30.0,68.0,140.0,36,True,367.0,yapf,conda-forge/yapf,,50674.0,48585.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,2605348.0,2621361.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1281117.0,3.0,,,,,,,,,,,,,,,,,,,,
42,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-02-01 18:19:35.000,2023-02-01 18:19:29,5729.0,305.0,748.0,88.0,493.0,3633.0,9641.0,2023-02-01 02:45:54.000,1.1.292,376.0,86.0,36,True,5.0,,,,451.0,441.0,,,,,384371.0,,,,2.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-02-01 02:40:07.383,10.0,384371.0,,,,,,,,
43,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-01-29 19:43:54.000,2023-01-29 19:42:53,23420.0,366.0,1619.0,202.0,5281.0,795.0,4978.0,2022-12-04 12:01:05.939,3.7.0,121.0,834.0,36,True,667.0,buildbot,conda-forge/buildbot,,771.0,314.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,457.0,30587.0,32795.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,72720.0,2.0,29110.0,,,,,,,,,,,,,,,,,,,
44,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-02-02 07:19:18.000,2023-02-02 07:19:10,1298.0,47.0,172.0,30.0,229.0,233.0,2377.0,2022-11-24 07:49:29.000,22.3.0,30.0,94.0,35,False,26.0,structlog,conda-forge/structlog,,7011.0,6060.0,https://pypi.org/project/structlog,2022-11-24 07:45:37.941,951.0,3848576.0,3852010.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,271322.0,2.0,,,,,,,,,,,,,,,,,,,,
45,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-12-11 10:54:44.000,2022-12-03 16:10:49,908.0,2.0,190.0,34.0,229.0,230.0,1384.0,2022-09-28 18:41:46.166,4.0.0,44.0,81.0,35,True,126.0,pytest-cov,conda-forge/pytest-cov,['pytest'],201039.0,171050.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,29989.0,17206174.0,17294933.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,7367024.0,1.0,,,,,,,,,,,,,,,,,,,,
46,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-01-16 22:34:10.000,2023-01-16 22:34:07,373.0,19.0,181.0,21.0,84.0,54.0,678.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,35,True,61.0,alabaster,conda-forge/alabaster,['sphinx'],91757.0,84075.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7682.0,6471954.0,6540411.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5408150.0,2.0,,,,,,,,,,,,,,,,,,,,
47,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-02-01 15:10:17.000,2023-01-30 22:02:48,831.0,19.0,123.0,26.0,147.0,324.0,379.0,2022-11-09 20:45:23.777,0.38.4,71.0,68.0,35,True,40.0,wheel,conda-forge/wheel,,35525.0,,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,35525.0,135804692.0,136476853.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,53100726.0,2.0,,,,,,,,,,,,,,,,,,,,
48,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-02-01 19:31:19.000,2023-02-01 19:31:19,544.0,3.0,7711.0,35.0,261.0,125.0,22565.0,2022-10-08 14:12:04.684,1.5.0,23.0,75.0,34,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],40432.0,36029.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,4403.0,413897.0,435714.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1592671.0,2.0,,,,,,,,,,,,,,,,,,,,
49,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-02-01 18:38:23.000,2021-09-14 17:41:07,402.0,,985.0,176.0,145.0,217.0,7647.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,425.0,pyautogui,conda-forge/pyautogui,,20962.0,20351.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,573964.0,576814.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,179566.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-02-02 10:54:17.000,2023-02-02 10:48:13,13542.0,571.0,399.0,111.0,340.0,231.0,6216.0,2022-11-08 21:43:56.374,0.9.17,75.0,232.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,33.0,87817.0,87817.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
51,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-01-28 15:18:36.000,2023-01-04 15:49:35,1290.0,1.0,487.0,62.0,353.0,438.0,4902.0,2022-03-04 07:43:44.000,1.7.4,35.0,160.0,34,True,183.0,bandit,conda-forge/bandit,,29170.0,27636.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1534.0,2901008.0,2905544.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,203671.0,1.0,591.0,,,,,,,,,,,,,,,,,,,
52,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-01-30 02:17:55.000,2023-01-02 10:33:42,2150.0,4.0,354.0,24.0,1526.0,953.0,2131.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,99.0,wemake-python-styleguide,,,11385.0,11354.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,31.0,251685.0,251685.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
53,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-01-31 08:26:36.000,2023-01-31 08:26:32,1341.0,41.0,161.0,35.0,241.0,298.0,1755.0,2023-01-10 19:32:09.781,1.8.4,120.0,86.0,34,True,48.0,prospector,conda-forge/prospector,,4318.0,3645.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,673.0,703018.0,703734.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,55899.0,1.0,,,,,,,,,,,,,,,,,,,,
54,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-01-30 22:52:22.000,2023-01-29 00:56:09,8525.0,143.0,281.0,62.0,941.0,2711.0,1619.0,2022-07-30 21:59:57.000,4.4.0,29.0,147.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,48.0,755001.0,760496.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,388627.0,2.0,1073.0,,,,,,,,,,,,,,,,,,,
55,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-01-31 03:46:39.000,2023-01-03 11:11:23,1008.0,59.0,187.0,53.0,309.0,188.0,1109.0,2022-11-09 16:51:21.000,6.1.1,95.0,53.0,34,True,122.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2498.0,2327.0,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,171.0,621212.0,622369.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52074.0,2.0,,,,,,,,,,,,,,,,,,,,
56,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-01-20 17:00:15.000,2023-01-19 23:01:41,1060.0,28.0,187.0,46.0,340.0,309.0,1073.0,2022-12-03 14:34:08.213,3.1.0,61.0,88.0,34,True,214.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],4683.0,,https://pypi.org/project/pytest-xdist,2021-12-10 11:41:55.000,4683.0,7481177.0,7532730.0,https://anaconda.org/conda-forge/pytest-xdist,2022-12-03 20:29:50.735,4072741.0,2.0,,,,,,,,,,,,,,,,,,,,
57,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-02-02 08:22:08.000,2023-02-02 08:22:07,972.0,18.0,97.0,22.0,65.0,198.0,799.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,34,True,9.0,progressbar2,conda-forge/progressbar2,,26950.0,25438.0,https://pypi.org/project/progressbar2,2022-01-05 13:41:41.000,1512.0,15854295.0,15863549.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,701345.0,2.0,1754.0,,,,,,,,,,,,,,,,,,,
58,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-02-02 14:08:24.000,2023-02-02 12:15:16,3032.0,91.0,2679.0,385.0,922.0,1536.0,30425.0,2023-01-30 05:19:57.000,2.3.12,68.0,408.0,33,True,27.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,8914.0,8914.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
59,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-01-25 20:43:08.000,2023-01-25 15:52:48,605.0,20.0,675.0,115.0,682.0,885.0,7946.0,2023-01-25 17:35:13.011,1.30.0,91.0,30.0,33,True,30.0,playwright,,,3662.0,3586.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,76.0,1100376.0,1100376.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
60,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-01-28 23:57:54.000,2023-01-28 23:57:52,2915.0,296.0,236.0,71.0,210.0,207.0,7239.0,2023-01-06 20:40:06.239,1.5.19,138.0,36.0,33,True,109.0,scalene,,,248.0,245.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,3.0,14747.0,14747.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
61,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-02-02 12:37:36.000,2023-01-10 17:10:21,1197.0,7.0,211.0,47.0,260.0,166.0,2583.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,154.0,pudb,conda-forge/pudb,,4564.0,3825.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,739.0,272464.0,274881.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,190988.0,1.0,,,,,,,,,,,,,,,,,,,,
62,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-01-29 17:23:03.000,2022-12-13 15:35:40,371.0,17.0,146.0,27.0,80.0,125.0,1660.0,2022-12-13 15:37:01.965,0.13.11,44.0,54.0,33,True,61.0,ipdb,conda-forge/ipdb,,46734.0,37933.0,https://pypi.org/project/ipdb,2022-12-13 15:37:01.965,8801.0,2132951.0,2137085.0,https://anaconda.org/conda-forge/ipdb,2022-12-24 23:13:15.419,326637.0,1.0,,,,,,,,,,,,,,,,,,,,
63,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-01-27 01:08:56.000,2022-11-08 14:21:19,598.0,3.0,119.0,21.0,79.0,116.0,1535.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,6688.0,43602621.0,43654065.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4167007.0,2.0,,,,,,,,,,,,,,,,,,,,
64,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-01-17 17:39:49.000,2022-08-20 08:31:04,665.0,,169.0,32.0,150.0,134.0,1530.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,40.0,nodeenv,conda-forge/nodeenv,,36130.0,35229.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,7933169.0,7964006.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2004412.0,2.0,,,,,,,,,,,,,,,,,,,,
65,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-01-16 00:19:22.000,2022-12-16 11:06:01,533.0,7.0,120.0,33.0,206.0,120.0,1519.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,33,True,12.0,pytest-mock,conda-forge/pytest-mock,['pytest'],39738.0,35322.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,4416.0,8705211.0,8729071.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1884974.0,2.0,,,,,,,-1.0,,,,,,,,,,,,,
66,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-02-01 11:08:47.000,2023-02-01 11:08:39,872.0,46.0,162.0,25.0,194.0,290.0,1449.0,2023-01-06 22:04:00.729,12.3.1,94.0,46.0,33,True,15.0,pdoc,,,1232.0,1029.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,203.0,78881.0,78881.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
67,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-01-23 12:20:29.000,2022-11-29 21:40:01,241.0,5.0,197.0,27.0,73.0,49.0,1427.0,2022-07-11 14:10:01.875,2.0.4,24.0,56.0,33,True,39.0,python-json-logger,conda-forge/python-json-logger,,35913.0,35184.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,729.0,12414221.0,12445181.0,https://anaconda.org/conda-forge/python-json-logger,2022-12-21 20:54:44.914,2167205.0,2.0,,,,,,,,,,,,,,,,,,,,
68,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,463.0,1355.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,453.0,nose,conda-forge/nose,,180076.0,135475.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44601.0,6007163.0,6039144.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2590474.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-01-17 23:20:42.339,2023-01-17 20:27:44,742.0,18.0,187.0,20.0,313.0,218.0,1001.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,33,True,104.0,pydocstyle,conda-forge/pydocstyle,,45447.0,42894.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2553.0,3107400.0,3121953.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1149727.0,2.0,59.0,,,,,,,,,,,,,,,,,,,
70,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-01-31 14:43:40.000,2023-01-25 13:59:17,1379.0,12.0,185.0,24.0,351.0,352.0,677.0,2022-12-17 16:09:02.919,7.1.0,79.0,113.0,33,True,106.0,setuptools_scm,conda-forge/setuptools_scm,,531.0,,https://pypi.org/project/setuptools_scm,2022-12-17 16:09:02.919,531.0,19660114.0,19677165.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1415292.0,3.0,,,,,,,,,,,,,,,,,,,,
