,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
41,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-03-02 05:03:27.000,2023-02-23 04:47:26,545.0,4.0,7787.0,34.0,263.0,125.0,22799.0,2022-10-08 14:12:04.684,1.5.0,23.0,75.0,35,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],41696.0,37107.0,https://pypi.org/project/numpydoc,2022-10-08 14:12:04.684,4589.0,426583.0,448911.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1652316.0,2.0,,,,,,,,,,,,,,,,,,,,
42,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-02-27 17:52:08.000,2023-02-23 22:10:04,613.0,19.0,689.0,117.0,688.0,914.0,8120.0,2023-02-27 17:56:28.718,1.31.1,94.0,31.0,35,True,36.0,playwright,,,5145.0,4989.0,https://pypi.org/project/playwright,2023-01-25 17:35:13.011,156.0,1004185.0,1004185.0,,,,1.0,,,,,,,,,,,,,,,,,,,,
43,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-02-27 19:58:38.000,2023-02-27 13:23:30,1294.0,5.0,508.0,65.0,359.0,440.0,4995.0,2022-03-04 07:43:44.000,1.7.4,35.0,162.0,35,True,187.0,bandit,conda-forge/bandit,,40782.0,39248.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,1534.0,3129137.0,3133729.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,210754.0,1.0,628.0,,,,,,,,,,,,,,,,,,,
44,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2023-02-20 14:04:24.000,2023-01-29 19:42:53,23420.0,131.0,1619.0,203.0,5285.0,796.0,4994.0,2022-12-04 12:01:05.939,3.7.0,121.0,834.0,35,True,667.0,buildbot,conda-forge/buildbot,,772.0,315.0,https://pypi.org/project/buildbot,2022-12-04 12:01:05.939,457.0,30410.0,32605.0,https://anaconda.org/conda-forge/buildbot,2022-12-04 16:31:50.847,74051.0,2.0,29383.0,,,,,,,,,,,,,,,,,,,
45,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-12-16 10:58:26.000,2022-12-15 14:53:41,2808.0,9.0,284.0,69.0,216.0,349.0,4282.0,2022-12-15 15:08:07.499,2.0.1,72.0,57.0,35,True,110.0,autopep8,conda-forge/autopep8,,170182.0,164474.0,https://pypi.org/project/autopep8,2022-12-15 15:08:07.499,5708.0,3120772.0,3133280.0,https://anaconda.org/conda-forge/autopep8,2022-12-15 20:52:01.166,1013151.0,3.0,,-2.0,,,,,,,,,,,,,,,,,,
46,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-02-17 06:40:47.000,2022-11-08 14:21:19,598.0,,123.0,21.0,81.0,116.0,1569.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,35,True,63.0,tabulate,conda-forge/tabulate,,115341.0,108582.0,https://pypi.org/project/tabulate,2022-10-06 17:23:25.701,6759.0,46632035.0,46685003.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4343405.0,2.0,,,,,,,,,,,,,,,,,,,,
47,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-02-28 17:40:55.000,2023-02-28 17:40:55,262.0,21.0,201.0,26.0,78.0,89.0,1441.0,2023-02-21 17:40:52.893,2.0.7,27.0,63.0,35,True,3.0,python-json-logger,conda-forge/python-json-logger,,42091.0,41300.0,https://pypi.org/project/python-json-logger,2022-07-11 14:10:01.875,791.0,13641336.0,13676580.0,https://anaconda.org/conda-forge/python-json-logger,2023-02-22 15:29:12.361,2502394.0,2.0,,,,,,,,,,,,,,,,,,,,
48,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2023-03-01 00:27:38.000,2023-02-28 12:05:33,910.0,4.0,191.0,34.0,233.0,234.0,1396.0,2022-09-28 18:41:46.166,4.0.0,44.0,82.0,35,True,127.0,pytest-cov,conda-forge/pytest-cov,['pytest'],268638.0,236345.0,https://pypi.org/project/pytest-cov,2022-09-28 18:41:46.166,32293.0,21600395.0,21691407.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,7645037.0,1.0,,,,,,,,,,,,,,,,,,,,
49,pyflakes,PyCQA/pyflakes,linters,A simple program which checks Python source files for errors.,,https://github.com/PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2023-01-31 18:46:00.000,2023-01-31 18:45:58,555.0,2.0,169.0,27.0,288.0,442.0,1241.0,2022-11-24 16:55:02.246,3.0.1,36.0,84.0,35,True,56.0,pyflakes,conda-forge/pyflakes,,219835.0,206189.0,https://pypi.org/project/pyflakes,2022-11-24 16:55:02.246,13646.0,21326422.0,21396309.0,https://anaconda.org/conda-forge/pyflakes,2022-11-24 20:00:59.834,5660903.0,2.0,,,,,,,,,,,,,,,,,,,,
50,pytest-xdist,pytest-dev/pytest-xdist,testing,pytest plugin for distributed testing and loop-on-failures testing modes.,,https://github.com/pytest-dev/pytest-xdist,https://github.com/pytest-dev/pytest-xdist,MIT,2015-09-01 18:51:45.000,2023-02-27 11:53:39.000,2023-02-27 11:53:38,1068.0,20.0,192.0,47.0,345.0,313.0,1100.0,2023-02-07 15:08:12.360,3.2.0,62.0,89.0,35,True,215.0,pytest-xdist,conda-forge/pytest-xdist,['pytest'],5046.0,,https://pypi.org/project/pytest-xdist,2022-12-03 14:34:08.213,5046.0,8323384.0,8376334.0,https://anaconda.org/conda-forge/pytest-xdist,2023-02-08 14:49:11.500,4236026.0,1.0,,,,,,,,,,,,,,,,,,,,
51,alabaster,bitprophet/alabaster,documentation,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",,https://github.com/bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000,2023-01-16 22:34:10.000,2023-01-16 22:34:07,373.0,19.0,182.0,21.0,84.0,54.0,681.0,2023-01-13 06:44:02.021,0.7.13,26.0,30.0,35,True,61.0,alabaster,conda-forge/alabaster,['sphinx'],95554.0,87869.0,https://pypi.org/project/alabaster,2023-01-13 06:44:02.021,7685.0,6862675.0,6932189.0,https://anaconda.org/conda-forge/alabaster,2023-01-13 21:36:23.432,5561171.0,2.0,,,,,,,,,,,,,,,,,,,,
52,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-02-17 13:59:56.000,2023-01-30 22:02:48,831.0,12.0,123.0,26.0,148.0,325.0,390.0,2022-11-09 20:45:23.777,0.38.4,71.0,68.0,35,True,40.0,wheel,conda-forge/wheel,,35559.0,,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,35559.0,148108504.0,148808046.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,55963366.0,2.0,,,,,,,,,,,,,,,,,,,,
53,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-02-06 13:53:24.000,2021-09-14 17:41:07,402.0,,1002.0,177.0,146.0,221.0,7731.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,425.0,pyautogui,conda-forge/pyautogui,,21891.0,21280.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,611.0,563363.0,566208.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,182100.0,2.0,,,,,,,,,,,,,,,,,,,,
54,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-03-02 09:23:32.000,2023-03-02 09:17:27,13687.0,584.0,412.0,112.0,343.0,232.0,6260.0,2023-02-14 01:01:23.450,0.9.18,76.0,235.0,34,True,137.0,pyre-check,,,39.0,,https://pypi.org/project/pyre-check,2022-11-08 21:43:56.374,39.0,64791.0,64791.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
55,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-02-22 05:49:22.000,2023-02-22 05:49:22,592.0,18.0,246.0,31.0,218.0,177.0,3590.0,2022-08-12 12:25:03.405,1.2.2,59.0,110.0,34,True,135.0,freezegun,conda-forge/freezegun,,4493.0,,https://pypi.org/project/freezegun,2022-08-12 12:25:03.405,4493.0,6635811.0,6644577.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,736393.0,2.0,,,,,,,,,,,,,,,,,,,,
56,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-02-12 09:06:20.000,2023-02-12 09:06:17,1310.0,31.0,172.0,32.0,230.0,235.0,2425.0,2022-11-24 07:49:29.000,22.3.0,30.0,96.0,34,False,27.0,structlog,conda-forge/structlog,,8706.0,7752.0,https://pypi.org/project/structlog,2022-11-24 07:45:37.941,954.0,6846995.0,6850482.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,278972.0,2.0,,,,,,,,,,,,,,,,,,,,
57,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-02-28 06:30:18.000,2023-02-28 06:30:18,1350.0,28.0,161.0,35.0,246.0,302.0,1764.0,2023-02-15 20:46:15.689,1.9.0,121.0,87.0,34,True,52.0,prospector,conda-forge/prospector,,4796.0,4070.0,https://pypi.org/project/prospector,2023-01-10 19:32:09.781,726.0,691358.0,692112.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,59579.0,1.0,,,,,,,,,,,,,,,,,,,,
58,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-03-02 04:03:42.000,2023-03-02 04:03:42,8556.0,123.0,281.0,62.0,951.0,2713.0,1638.0,2022-07-30 21:59:57.000,4.4.0,29.0,148.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2022-07-30 21:23:00.222,48.0,1203867.0,1209438.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,399411.0,2.0,1167.0,,,,,,,,,,,,,,,,,,,
59,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-02-27 11:54:28.000,2023-02-27 11:54:07,542.0,11.0,121.0,33.0,213.0,121.0,1537.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,34,True,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],64072.0,59253.0,https://pypi.org/project/pytest-mock,2022-10-05 18:54:14.310,4819.0,10199345.0,10223425.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1926424.0,2.0,,,,,,,,,,,,,,,,,,,,
60,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-02-10 09:37:04.000,2023-01-17 20:27:44,742.0,18.0,187.0,19.0,313.0,221.0,1013.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,34,True,105.0,pydocstyle,conda-forge/pydocstyle,,54750.0,52184.0,https://pypi.org/project/pydocstyle,2023-01-17 20:31:11.783,2566.0,3284616.0,3299718.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1208170.0,2.0,60.0,,,,,,,,,,,,,,,,,,,
61,progressbar2,WoLpH/python-progressbar,logging,Progressbar 2 - A progress bar for Python 2 and Python 3 - pip install progressbar2.,,https://github.com/wolph/python-progressbar,https://github.com/wolph/python-progressbar,BSD-3-Clause,2012-02-20 06:19:21.000,2023-02-02 08:22:08.000,2023-02-02 08:22:07,972.0,11.0,95.0,22.0,65.0,199.0,806.0,2022-10-26 13:49:10.642,4.2.0,103.0,42.0,34,True,9.0,progressbar2,conda-forge/progressbar2,,27957.0,26404.0,https://pypi.org/project/progressbar2,2022-11-01 15:41:03.059,1553.0,17038629.0,17048334.0,https://anaconda.org/conda-forge/progressbar2,2022-10-27 07:36:32.452,745337.0,2.0,1795.0,,,,,,,,,,,,,,,,,,,
62,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-02-28 03:10:46.000,2022-12-01 18:31:00,393.0,,206.0,23.0,260.0,194.0,565.0,2022-11-11 08:16:56.000,3.2.0,45.0,47.0,34,True,142.0,pytest-html,conda-forge/pytest-html,['pytest'],31190.0,30460.0,https://pypi.org/project/pytest-html,2022-10-25 12:14:09.865,730.0,3302449.0,3307716.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,368694.0,2.0,,2.0,,,,,,,,,,,,,,,,,,
63,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2023-02-14 00:43:52.000,2023-02-14 00:43:52,1110.0,10.0,88.0,22.0,105.0,103.0,526.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,34,True,8.0,parso,conda-forge/parso,,280827.0,274924.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,5903.0,17617982.0,17814374.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,12372700.0,2.0,,,,,,,,,,,,,,,,,,,,
64,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-03-02 08:27:33.000,2023-03-02 08:27:23,3064.0,103.0,2705.0,384.0,934.0,1544.0,30823.0,2023-03-01 05:25:36.000,2.3.14,70.0,413.0,33,True,23.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,1.0,9776.0,9776.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
65,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-02-26 19:48:22.000,2023-02-26 19:48:09,2335.0,13.0,307.0,64.0,973.0,307.0,3913.0,2022-12-17 18:19:31.923,7.0.0,42.0,115.0,33,True,17.0,mimesis,conda-forge/mimesis,,1331.0,1270.0,https://pypi.org/project/mimesis,2022-12-17 18:19:31.923,61.0,108194.0,110817.0,https://anaconda.org/conda-forge/mimesis,2022-12-18 02:34:56.874,83837.0,2.0,382.0,,,,,,,,,,,,,,,,,,,
66,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-02-02 12:37:36.000,2023-01-10 17:10:21,1197.0,4.0,217.0,47.0,260.0,166.0,2600.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,156.0,pudb,conda-forge/pudb,,5229.0,4487.0,https://pypi.org/project/pudb,2022-11-03 17:20:34.545,742.0,250027.0,252468.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,195345.0,1.0,,,,,,,,,,,,,,,,,,,,
67,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-01-29 17:23:03.000,2022-12-13 15:35:40,371.0,17.0,146.0,27.0,80.0,126.0,1666.0,2022-12-13 15:37:01.965,0.13.11,44.0,54.0,33,True,62.0,ipdb,conda-forge/ipdb,,51363.0,42559.0,https://pypi.org/project/ipdb,2022-12-13 15:37:01.965,8804.0,2254839.0,2259033.0,https://anaconda.org/conda-forge/ipdb,2022-12-24 23:13:15.419,335555.0,1.0,,,,,,,,,,,,,,,,,,,,
68,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-01-17 17:39:49.000,2022-08-20 08:31:04,665.0,,169.0,33.0,150.0,134.0,1536.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,40.0,nodeenv,conda-forge/nodeenv,,39250.0,38349.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,901.0,9699420.0,9731714.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,2131460.0,2.0,,,,,,,,,,,,,,,,,,,,
69,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-03-01 09:53:53.000,2023-03-01 09:53:44,889.0,43.0,166.0,27.0,205.0,294.0,1467.0,2023-02-19 18:13:07.217,13.0.0,95.0,47.0,33,True,16.0,pdoc,,,1853.0,1601.0,https://pypi.org/project/pdoc,2023-01-06 22:04:00.729,252.0,90434.0,90434.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
70,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,48.0,261.0,464.0,1356.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,453.0,nose,conda-forge/nose,,183222.0,138621.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,44601.0,5313093.0,5345177.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2630913.0,2.0,,,,,,,,,,,,,,,,,,,,
71,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-02-27 20:00:54.000,2023-02-27 20:00:54,1021.0,29.0,187.0,53.0,311.0,190.0,1130.0,2022-11-09 16:51:21.000,6.1.1,95.0,54.0,33,True,126.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2851.0,2675.0,https://pypi.org/project/pytest-bdd,2022-11-08 17:18:53.914,176.0,728679.0,729814.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,52245.0,2.0,,,,,,,,,,,,,,,,,,,,
72,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-03-01 22:04:38.000,2023-03-01 22:03:46,422.0,96.0,82.0,16.0,73.0,204.0,1107.0,2021-12-10 21:09:37.000,2.13.3,49.0,25.0,33,True,21.0,typeguard,conda-forge/typeguard,,14210.0,12899.0,https://pypi.org/project/typeguard,2023-01-11 20:35:06.704,1311.0,6678559.0,6682824.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,213290.0,1.0,,,,,,,,,,,,,,,,,,,,
73,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-02-27 21:44:22.000,2023-02-24 15:44:57,1415.0,40.0,186.0,24.0,357.0,357.0,687.0,2022-12-17 16:09:02.919,7.1.0,79.0,113.0,33,True,106.0,setuptools_scm,conda-forge/setuptools_scm,,553.0,,https://pypi.org/project/setuptools_scm,2022-12-17 16:09:02.919,553.0,17011500.0,17028904.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1461979.0,3.0,,,,,,,,,,,,,,,,,,,,
74,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-03-01 13:19:31.767,2023-02-28 20:05:14,1758.0,20.0,183.0,21.0,345.0,387.0,655.0,2023-02-28 20:05:00.925,4.35.0,65.0,107.0,33,True,144.0,breathe,conda-forge/breathe,,9928.0,8887.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,1041.0,279496.0,285214.0,https://anaconda.org/conda-forge/breathe,2023-03-01 13:19:31.767,438841.0,2.0,456.0,2.0,,,,,,,,,,,breathe-doc/breathe,,,,,,,
75,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-02-21 11:58:31.000,2022-12-09 01:08:31,462.0,4.0,346.0,111.0,277.0,181.0,9792.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,112.0,py-spy,conda-forge/py-spy,,2435.0,2392.0,https://pypi.org/project/py-spy,2022-09-07 22:00:23.982,42.0,1807849.0,1818023.6666666667,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,378668.0,2.0,11461.0,,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,679.6666666666666,404279.0,
76,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-02-27 21:06:13.000,2023-02-27 20:49:40,2940.0,162.0,247.0,72.0,213.0,213.0,7419.0,2023-02-27 21:09:00.886,1.5.20,139.0,37.0,32,True,117.0,scalene,,,340.0,336.0,https://pypi.org/project/scalene,2023-01-06 20:40:06.239,4.0,15283.0,15283.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
77,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-01-02 21:20:40.562,2023-01-01 22:00:05,639.0,44.0,170.0,42.0,45.0,165.0,4191.0,2023-01-02 21:20:40.562,3.0.1,28.0,7.0,32,True,17.0,alive-progress,conda-forge/alive-progress,,1733.0,1612.0,https://pypi.org/project/alive-progress,2023-01-02 21:20:40.562,121.0,256055.0,256770.0,https://anaconda.org/conda-forge/alive-progress,2023-01-02 01:24:09.927,26455.0,2.0,,,,,,,,,,,,,,,,,,,,
78,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-03-02 05:39:47.000,2023-03-02 05:39:44,5849.0,152.0,266.0,57.0,796.0,480.0,4129.0,2023-02-17 23:16:01.560,2023.2.17,164.0,89.0,32,True,116.0,pytype,conda-forge/pytype,,123.0,,https://pypi.org/project/pytype,2023-01-31 21:44:41.768,123.0,251405.0,255825.0,https://anaconda.org/conda-forge/pytype,2023-02-22 04:44:08.390,150287.0,2.0,,,,,,,,,,,,,,,,,,,,
79,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-03-02 13:12:50.302,2023-03-02 07:42:23,2161.0,109.0,200.0,29.0,622.0,925.0,4007.0,2023-03-02 07:45:03.847,2.4.7,149.0,99.0,32,True,32.0,pdm,conda-forge/pdm,,103.0,89.0,https://pypi.org/project/pdm,2023-01-31 01:06:57.494,14.0,137703.0,142576.0,https://anaconda.org/conda-forge/pdm,2023-03-02 13:12:50.302,87729.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
80,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-03-01 07:09:44.000,2023-02-27 06:36:10,1296.0,31.0,234.0,53.0,1070.0,849.0,2240.0,2023-02-27 06:40:00.727,2.1.124,213.0,113.0,32,True,148.0,pex,,,136.0,,https://pypi.org/project/pex,2023-01-18 23:45:01.979,136.0,1167681.0,1261496.0,,,,2.0,2439214.0,,,,,,,,,,,,,,,,,,,
81,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-02-20 03:25:18.000,2023-01-02 10:33:42,2150.0,2.0,360.0,26.0,1534.0,954.0,2150.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,32,True,113.0,wemake-python-styleguide,,,13887.0,13856.0,https://pypi.org/project/wemake-python-styleguide,2022-09-27 22:22:25.120,31.0,264489.0,264489.0,,,,2.0,,-2.0,,,,,,,,,,,,,,,,,,
