,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-02-06 11:03:07.000,2023-01-26 15:50:30,5872.0,13.0,1302.0,242.0,599.0,1374.0,9122.0,2022-11-07 18:47:02.742,5.9.4,88.0,192.0,44,True,246.0,psutil,conda-forge/psutil,,291729.0,275671.0,https://pypi.org/project/psutil,2022-11-07 18:47:02.742,16058.0,65014954.0,65250953.0,https://anaconda.org/conda-forge/psutil,2022-11-08 06:03:33.939,19587943.0,1.0,,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-03-02 07:55:05.000,2023-02-18 02:16:50,19917.0,170.0,1840.0,142.0,4819.0,5260.0,5237.0,2023-01-10 18:23:33.461,6.1.3,183.0,770.0,44,True,1148.0,sphinx,conda-forge/sphinx,['sphinx'],345250.0,285052.0,https://pypi.org/project/sphinx,2023-01-10 18:23:33.461,60198.0,11271488.0,11361023.0,https://anaconda.org/conda-forge/sphinx,2023-01-12 15:29:33.921,7073328.0,1.0,,1.0,,,,,,,,,,,,,,,,,,
12,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-03-01 22:11:02.000,2023-03-01 21:02:42,8402.0,300.0,979.0,75.0,3537.0,4133.0,4532.0,2023-02-13 16:37:16.528,2.16.2,166.0,514.0,43,True,735.0,pylint,conda-forge/pylint,,369069.0,346979.0,https://pypi.org/project/pylint,2023-01-22 14:41:49.833,22090.0,14208118.0,14255615.0,https://anaconda.org/conda-forge/pylint,2023-02-14 02:44:33.042,3752281.0,1.0,,,,,,,,,,,,,,,,,,,,
13,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-03-01 17:12:26.000,2023-02-19 22:59:38,3669.0,71.0,1487.0,544.0,910.0,951.0,42250.0,2023-01-28 10:20:56.000,13.3.1,177.0,207.0,42,True,103.0,rich,conda-forge/rich,,73520.0,70067.0,https://pypi.org/project/rich,2023-01-28 10:19:14.092,3453.0,23283941.0,23380286.0,https://anaconda.org/conda-forge/rich,2023-01-28 15:47:15.799,3083040.0,1.0,,,,,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-03-02 11:01:27.000,2023-03-02 10:59:29,5086.0,380.0,2828.0,112.0,2225.0,1756.0,12935.0,2023-03-02 08:40:59.824,9.1.0,307.0,197.0,42,True,21.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],29782.0,29232.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,550.0,2311641.0,2316211.0,https://anaconda.org/conda-forge/mkdocs-material,2023-02-26 15:54:41.564,210229.0,1.0,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-02-26 16:01:05.000,2023-02-26 16:01:04,8665.0,69.0,1856.0,232.0,2115.0,4520.0,10071.0,2023-02-11 15:24:26.000,5.8.0,48.0,446.0,42,True,273.0,pyinstaller,conda-forge/pyinstaller,,40320.0,40059.0,https://pypi.org/project/pyinstaller,2022-12-04 15:03:02.559,261.0,1109015.0,1120547.0,https://anaconda.org/conda-forge/pyinstaller,2023-02-11 21:19:21.817,406163.0,1.0,735870.0,,,,,,,,,,,,,,,,,,,
16,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-03-02 07:40:32.000,2023-03-02 07:40:31,4073.0,155.0,513.0,46.0,911.0,1060.0,5643.0,2023-01-30 09:46:45.975,5.11.5,143.0,282.0,42,True,127.0,isort,conda-forge/isort,,380149.0,364758.0,https://pypi.org/project/isort,2023-01-30 09:46:45.975,15391.0,27398221.0,27452746.0,https://anaconda.org/conda-forge/isort,2023-02-01 23:25:16.111,4362043.0,2.0,,,,,,,,,,,,,,,,,,,,
17,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-02-26 02:37:17.000,2022-09-03 10:56:22,1928.0,,1218.0,208.0,505.0,561.0,24129.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,41,True,413.0,tqdm,conda-forge/tqdm,,440489.0,417693.0,https://pypi.org/project/tqdm,2022-09-03 11:12:53.661,22796.0,52064775.0,52284612.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,17792477.0,1.0,10723.0,-1.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-11-12 01:50:51.768311,2.0,4073.0,,,,,,,,,,,,,
18,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-03-01 16:44:28.000,2023-02-28 02:07:23,2476.0,164.0,707.0,90.0,1052.0,1688.0,9876.0,2023-02-28 02:11:59.000,3.1.1,178.0,147.0,41,True,23.0,pre-commit,conda-forge/pre-commit,,119977.0,115202.0,https://pypi.org/project/pre-commit,2023-01-29 23:39:18.572,4775.0,9879373.0,9944013.0,https://anaconda.org/conda-forge/pre-commit,2023-02-28 15:13:44.384,2567443.0,1.0,325608.0,,,,,,,,,,,,,,,,,,,
19,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-03-02 13:29:39.000,2023-03-01 17:32:59,13868.0,94.0,2071.0,475.0,626.0,3796.0,7797.0,2023-01-09 21:14:31.299,6.0.2,97.0,174.0,41,True,296.0,robotframework,conda-forge/robotframework,,8288.0,7239.0,https://pypi.org/project/robotframework,2023-01-09 21:14:31.299,1049.0,1751425.0,1753269.0,https://anaconda.org/conda-forge/robotframework,2023-01-12 19:48:17.751,114042.0,1.0,541.0,,,,,,,,,,,,,,,,,,,
20,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-03-01 15:30:13.000,2023-02-14 00:48:04,8341.0,19.0,485.0,113.0,573.0,1294.0,5345.0,2022-11-21 22:34:01.796,0.18.2,32.0,159.0,41,True,48.0,jedi,conda-forge/jedi,,284783.0,276461.0,https://pypi.org/project/jedi,2022-11-21 22:34:01.796,8322.0,18418417.0,18607121.0,https://anaconda.org/conda-forge/jedi,2022-11-22 16:27:48.875,14530254.0,1.0,,,,,,,,,,,,,,,,,,,,
21,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-02-28 21:12:15.584,2023-02-28 18:50:38,648.0,32.0,978.0,162.0,1217.0,1185.0,4408.0,2023-02-28 18:51:11.000,20.20.0,200.0,244.0,41,True,78.0,virtualenv,conda-forge/virtualenv,,251140.0,233274.0,https://pypi.org/project/virtualenv,2022-12-05 22:47:06.493,17866.0,47276058.0,47327255.0,https://anaconda.org/conda-forge/virtualenv,2023-02-28 21:12:15.584,3686219.0,2.0,,,,,,,,,,,,,,,,,,,,
22,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-02-27 17:30:18.000,2023-02-21 17:14:34,553.0,208.0,461.0,41.0,1258.0,1498.0,3196.0,2023-02-21 17:41:11.947,4.4.6,185.0,270.0,41,True,71.0,tox,conda-forge/tox,['pytest'],113920.0,92172.0,https://pypi.org/project/tox,2023-01-31 21:50:27.263,21748.0,18944424.0,18954095.0,https://anaconda.org/conda-forge/tox,2023-01-18 22:31:34.228,638338.0,1.0,,,,,,,,,,,,,,,,,,,,
23,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-02-22 11:18:14.000,2023-02-21 14:04:35,2362.0,23.0,272.0,34.0,303.0,1473.0,2663.0,2022-11-23 19:29:25.198,6.0.0,87.0,172.0,41,True,26.0,flake8,conda-forge/flake8,,473862.0,430005.0,https://pypi.org/project/flake8,2022-11-23 19:29:25.198,43857.0,23074426.0,23144567.0,https://anaconda.org/conda-forge/flake8,2022-11-25 17:20:29.044,5681447.0,1.0,,,,,,,,,,,,,,,,,,,,
24,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-03-02 02:33:39.000,2023-03-01 18:43:16,2759.0,83.0,1909.0,184.0,2264.0,4205.0,23977.0,2023-02-27 21:51:28.924,1.4.0,158.0,437.0,40,True,671.0,poetry,conda-forge/poetry,,229.0,,https://pypi.org/project/poetry,2023-01-10 18:28:25.700,229.0,11850770.0,12123614.0,https://anaconda.org/conda-forge/poetry,2023-02-28 05:45:26.482,783897.0,1.0,14950677.0,,,,,,,,,,,,,,,,,,,
25,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-02-28 00:58:18.000,2022-11-06 23:57:33,1821.0,,2190.0,234.0,1107.0,1653.0,15980.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,40,True,142.0,mkdocs,conda-forge/mkdocs,['mkdocs'],44420.0,40258.0,https://pypi.org/project/mkdocs,2022-11-01 18:34:05.525,4162.0,1503540.0,1506316.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,230457.0,1.0,,,,,,,,,,,,,,,,,,,,
26,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-02-28 13:08:40.000,2023-02-17 07:54:23,12750.0,189.0,547.0,68.0,2220.0,1318.0,6550.0,2023-02-17 07:54:49.000,hypothesis-python-6.68.2,1026.0,302.0,40,True,52.0,hypothesis,conda-forge/hypothesis,,21649.0,19508.0,https://pypi.org/project/hypothesis,2023-01-27 10:10:58.628,2141.0,5123138.0,5213065.0,https://anaconda.org/conda-forge/hypothesis,2023-02-17 16:51:26.085,7194190.0,1.0,,-1.0,,,,,,,,,,,,,,,,,,
27,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-03-02 14:08:01.000,2023-03-01 22:57:02,16222.0,88.0,1296.0,198.0,3484.0,8053.0,5187.0,2023-01-18 22:30:15.000,23.1.0,100.0,419.0,40,True,977.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1090.0,175878.0,663747.0,https://anaconda.org/conda-forge/conda,2023-02-24 19:35:25.927,38541713.0,1.0,,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,MIT,2018-06-18 22:51:10.000,2023-03-02 13:29:17.000,2023-03-02 13:03:35,1657.0,80.0,346.0,58.0,1088.0,662.0,1456.0,2023-02-27 11:01:12.322,1.16.0,174.0,163.0,40,True,181.0,sentry-sdk,conda-forge/sentry-sdk,,40121.0,39844.0,https://pypi.org/project/sentry-sdk,2023-01-23 10:15:50.376,277.0,24772560.0,24779398.0,https://anaconda.org/conda-forge/sentry-sdk,2023-02-27 13:42:30.686,351328.0,1.0,3733.0,1.0,,,,,,,,,,,,,,,,,,
29,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-02-24 20:31:02.000,2023-02-24 20:31:02,1223.0,14.0,858.0,220.0,281.0,403.0,13124.0,2023-02-21 19:25:03.574,0.29.1,69.0,143.0,38,True,368.0,yapf,conda-forge/yapf,,72514.0,70274.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2240.0,3155245.0,3171474.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,1314602.0,2.0,,1.0,,,,,,,,,,,,,,,,,,
30,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-03-02 13:32:04.000,2023-02-27 10:56:44,10583.0,492.0,448.0,130.0,296.0,1508.0,8383.0,2023-02-13 18:14:13.215,1.4.7,243.0,133.0,38,True,235.0,nuitka,conda-forge/nuitka,,1120.0,1076.0,https://pypi.org/project/nuitka,2023-01-31 18:21:01.683,44.0,67582.0,73078.0,https://anaconda.org/conda-forge/nuitka,2023-02-13 23:41:42.072,456177.0,1.0,,,,,,,,,,,,,,,,,,,,
31,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-02-12 11:49:57.271,2023-02-07 23:30:54,1446.0,14.0,1719.0,162.0,661.0,588.0,4312.0,2022-11-04 19:24:09.941,1.1.1,42.0,113.0,38,True,231.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6912.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-01-18 21:20:20.529,6896.0,4046193.0,4086007.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-02-12 11:49:57.271,3145319.0,2.0,,,,,,,,,,,,,,,,,,,,
32,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2023-02-27 18:18:02.000,2023-02-17 20:13:42,3656.0,88.0,337.0,96.0,235.0,390.0,3858.0,2023-01-16 22:26:01.797,2.0.0,59.0,58.0,38,True,346.0,invoke,conda-forge/invoke,,21804.0,19165.0,https://pypi.org/project/invoke,2023-01-16 22:26:01.797,2639.0,4693846.0,4704431.0,https://anaconda.org/conda-forge/invoke,2023-01-22 15:15:07.411,878583.0,1.0,,,,,,,,,,,,,,,,,,,,
33,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-02-13 08:47:54.000,2023-02-13 08:47:54,639.0,56.0,214.0,25.0,370.0,248.0,474.0,2023-01-08 18:19:14.000,23.0,41.0,87.0,38,True,79.0,packaging,conda-forge/packaging,,642543.0,624801.0,https://pypi.org/project/packaging,2023-01-09 21:11:31.536,17742.0,149528766.0,149859054.0,https://anaconda.org/conda-forge/packaging,2023-01-12 00:11:49.688,26752179.0,1.0,667.0,,,,,,,,,,,,,,,,,,,
34,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2023-02-25 14:17:39.000,2023-02-25 14:04:12,4602.0,73.0,1358.0,494.0,592.0,1373.0,22365.0,2023-01-14 15:00:47.000,3.3.1,92.0,168.0,37,True,237.0,glances,conda-forge/glances,,651.0,601.0,https://pypi.org/project/glances,2023-01-17 07:15:06.065,50.0,217304.0,219511.0,https://anaconda.org/conda-forge/glances,2023-01-17 20:09:23.663,184615.0,1.0,982.0,,,,,,,,,,,,,,,,,,,
35,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-03-02 06:29:53.000,2023-03-02 06:29:44,5815.0,290.0,835.0,93.0,520.0,3736.0,9789.0,2023-02-28 08:10:52.000,1.1.296,380.0,91.0,37,True,11.0,,,,464.0,454.0,,,,,465400.0,,,,1.0,12.0,,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-02-28 08:05:13.352,10.0,465400.0,,,,,,,,
36,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2023-02-10 14:58:28.000,2022-12-13 06:27:57,1353.0,6.0,688.0,120.0,450.0,592.0,4777.0,2022-11-23 18:29:05.901,2.10.0,16.0,131.0,37,True,115.0,pycodestyle,conda-forge/pycodestyle,,323100.0,311719.0,https://pypi.org/project/pycodestyle,2022-11-23 18:29:05.901,11381.0,30133348.0,30205887.0,https://anaconda.org/conda-forge/pycodestyle,2022-11-24 16:23:10.571,5875709.0,1.0,,,,,,,,,,,,,,,,,,,,
37,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2023-03-02 13:22:33.000,2023-03-02 05:20:45,3130.0,323.0,165.0,25.0,341.0,214.0,1545.0,2023-01-17 02:39:01.107,1.7.0,81.0,78.0,37,True,88.0,rope,conda-forge/rope,,60374.0,58747.0,https://pypi.org/project/rope,2023-01-17 02:39:01.107,1627.0,628813.0,643378.0,https://anaconda.org/conda-forge/rope,2023-01-29 10:36:21.444,1034126.0,1.0,,,,,,,,,,,,,,,,,,,,
38,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2023-02-03 13:37:57.000,2023-02-03 13:37:57,1076.0,29.0,288.0,33.0,527.0,403.0,1379.0,2022-12-01 01:51:31.000,4.0.2,52.0,114.0,37,True,45.0,twine,conda-forge/twine,,99193.0,85341.0,https://pypi.org/project/twine,2022-12-01 01:49:17.129,13852.0,4209019.0,4217772.0,https://anaconda.org/conda-forge/twine,2022-12-01 12:45:16.522,691492.0,2.0,,,,,,,,,,,,,,,,,,,,
39,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-03-01 14:59:42.000,2023-02-01 21:52:17,693.0,17.0,583.0,120.0,104.0,633.0,14236.0,2022-01-29 13:50:01.000,0.6.0,18.0,42.0,36,True,74.0,loguru,conda-forge/loguru,,49016.0,47307.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,1709.0,7015804.0,7035910.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,985195.0,2.0,,,,,,,,,,,,,,,,,,,,
40,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-03-02 10:06:13.000,2023-03-01 21:03:07,1867.0,40.0,567.0,105.0,878.0,789.0,6655.0,2023-03-01 11:23:04.406,6.12.3,111.0,188.0,36,True,130.0,pip-tools,conda-forge/pip-tools,,2150.0,,https://pypi.org/project/pip-tools,2023-01-31 13:34:01.833,2150.0,10084346.0,10086458.0,https://anaconda.org/conda-forge/pip-tools,2023-03-01 19:29:58.944,73926.0,2.0,,,,,,,,,,,,,,,,,,,,
