,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,conda_id,labels,pypi_id,open_issue_count,commit_count,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge
10,isort,https://github.com/PyCQA/isort,,A Python utility / library to sort imports.,formatters,36,True,PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2021-02-04 07:47:15.000,2021-02-04 07:47:10.000,375.0,875.0,3686.0,2020-12-31 01:16:34.000,5.7.0,125.0,222.0,conda-forge/isort,,isort,28.0,3449.0,176746.0,152528.0,https://pypi.org/project/isort,2020-10-13 06:36:52.000,24218.0,5053171.0,5081019.0,https://anaconda.org/conda-forge/isort,2020-12-31 02:59:49.605,1531694.0,1.0,,,,,,,,,,
11,mypy,https://github.com/python/mypy,,Optional static typing for Python 3 and 2 (PEP 484).,linters,35,True,python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2021-02-04 11:54:48.000,2021-02-02 23:53:18.000,1590.0,4490.0,9851.0,,,78.0,443.0,conda-forge/mypy,,mypy,1542.0,9348.0,33486.0,27402.0,https://pypi.org/project/mypy,2021-01-22 11:50:58.000,6084.0,2051063.0,2068039.0,https://anaconda.org/conda-forge/mypy,2021-01-22 16:55:44.796,662097.0,1.0,,,,,,,,,,
12,tox,https://github.com/tox-dev/tox,,Command line driven CI frontend and development task automation tool.,testing,35,True,tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2021-02-04 13:12:14.472,2021-02-03 10:10:45.000,342.0,973.0,2051.0,2021-02-02 20:29:05.000,3.21.4,112.0,234.0,conda-forge/tox,['pytest'],tox,149.0,1958.0,77132.0,40732.0,https://pypi.org/project/tox,2021-02-02 20:29:05.000,36400.0,1501503.0,1506647.0,https://anaconda.org/conda-forge/tox,2021-02-04 13:12:14.472,210908.0,1.0,,,,,,,,,,
13,setuptools,https://github.com/pypa/setuptools,,Official project repository for the Setuptools build system.,build-tools,34,True,pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2021-02-03 10:55:27.000,2021-02-01 15:11:49.000,691.0,1191.0,1287.0,2021-02-01 15:39:41.000,53.0.0,419.0,411.0,conda-forge/setuptools,,setuptools,519.0,,146766.0,88836.0,https://pypi.org/project/setuptools,2021-02-01 15:39:30.000,57930.0,43556144.0,43891283.0,https://anaconda.org/conda-forge/setuptools,2021-01-08 05:42:17.824,18432626.0,1.0,103.0,,,,,,,,,
14,flake8,https://github.com/PyCQA/flake8,,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelder's McCabe script.,linters,34,True,PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2021-01-07 23:32:13.000,2021-01-07 23:32:08.000,183.0,,1071.0,2020-10-02 23:34:01.000,3.8.4,76.0,148.0,conda-forge/flake8,,flake8,7.0,1876.0,217733.0,146443.0,https://pypi.org/project/flake8,2020-10-02 23:34:01.000,71290.0,3701389.0,3736149.0,https://anaconda.org/conda-forge/flake8,2020-10-05 05:07:54.333,1946594.0,1.0,,,,,,,,,,
15,black,https://github.com/psf/black,,The uncompromising Python code formatter.,formatters,33,True,psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2021-02-04 14:08:18.000,2021-02-02 23:54:14.000,1192.0,962.0,19398.0,2020-08-26 15:56:21.000,20.8b1,23.0,220.0,conda-forge/black,,black,379.0,872.0,50738.0,44510.0,https://pypi.org/project/black,2020-08-26 15:52:03.000,6228.0,2158057.0,2190252.0,https://anaconda.org/conda-forge/black,2020-09-07 11:42:46.809,1046758.0,2.0,10966.0,-1.0,,,,,,,,
16,mkdocs,https://github.com/mkdocs/mkdocs,,Project documentation with Markdown.,documentation,33,True,mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2021-01-23 17:27:44.000,2021-01-13 14:46:31.000,1598.0,1335.0,11525.0,2020-05-14 15:18:01.000,1.1.2,44.0,181.0,conda-forge/mkdocs,['mkdocs'],mkdocs,133.0,1492.0,16353.0,10411.0,https://pypi.org/project/mkdocs,2020-05-14 15:18:01.000,5942.0,182226.0,184222.0,https://anaconda.org/conda-forge/mkdocs,2020-06-01 13:16:37.068,115797.0,1.0,,,,,,,,,,
17,robotframework,https://github.com/robotframework/robotframework,,Generic automation framework for acceptance testing and RPA.,testing,33,True,robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2021-02-04 14:07:41.000,2021-02-04 14:06:29.000,1563.0,3253.0,5525.0,2020-09-01 18:21:46.000,3.2.2,52.0,132.0,conda-forge/robotframework,,robotframework,188.0,12736.0,4769.0,3361.0,https://pypi.org/project/robotframework,2021-02-03 10:32:52.000,1408.0,304591.0,305605.0,https://anaconda.org/conda-forge/robotframework,2020-09-03 11:47:40.885,37316.0,1.0,497.0,,,,,,,,,
18,hypothesis,https://github.com/HypothesisWorks/hypothesis,,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",testing,33,True,HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2021-02-03 09:33:07.000,2021-02-03 09:32:53.000,449.0,1001.0,4922.0,2021-01-31 11:46:45.000,hypothesis-python-6.1.1,800.0,242.0,conda-forge/hypothesis,,hypothesis,48.0,10509.0,10240.0,7624.0,https://pypi.org/project/hypothesis,2021-01-31 11:46:31.000,2616.0,576357.0,638609.0,https://anaconda.org/conda-forge/hypothesis,2021-01-31 13:01:45.617,3423877.0,1.0,,,,,,,,,,
19,pycodestyle,https://github.com/PyCQA/pycodestyle,,Simple Python style checker in one Python file.,linters,33,True,PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2021-01-26 18:42:44.000,2021-01-07 18:35:38.000,592.0,522.0,4234.0,2020-05-11 20:02:52.000,2.6.0,11.0,124.0,conda-forge/pycodestyle,,pycodestyle,112.0,1199.0,139545.0,118315.0,https://pypi.org/project/pycodestyle,2020-05-11 20:02:52.000,21230.0,5285649.0,5322753.0,https://anaconda.org/conda-forge/pycodestyle,2020-05-12 17:42:46.576,2077846.0,1.0,,,,,,,,,,
20,autopep8,https://github.com/hhatto/autopep8,,A tool that automatically formats Python code to conform to the PEP 8 style guide.,formatters,33,True,hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2021-02-04 14:15:16.000,2021-02-04 06:10:05.000,233.0,330.0,3678.0,2021-02-04 07:28:23.000,1.5.5,65.0,47.0,conda-forge/autopep8,,autopep8,82.0,2676.0,74168.0,63984.0,https://pypi.org/project/autopep8,2021-02-04 06:08:51.000,10184.0,735635.0,742615.0,https://anaconda.org/conda-forge/autopep8,2021-02-04 08:47:28.848,390889.0,2.0,,,,,,,,,,
21,sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,,Sphinx theme for readthedocs.org.,documentation,33,True,readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2021-01-20 18:58:12.000,2021-01-12 02:01:54.000,1477.0,450.0,3588.0,2018-10-05 13:20:49.000,0.4.2,23.0,103.0,conda-forge/sphinx_rtd_theme,['sphinx'],sphinx_rtd_theme,158.0,1187.0,23490.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,23474.0,708127.0,726054.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-01-05 13:49:54.682,968063.0,1.0,,,,,,,,,,
22,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,33,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2021-02-04 06:06:54.000,2021-01-24 09:16:38.000,667.0,2538.0,3186.0,2020-08-21 09:15:44.000,2.6.0,88.0,356.0,conda-forge/pylint,,pylint,660.0,5028.0,214317.0,176583.0,https://pypi.org/project/pylint,2020-08-21 09:15:44.000,37734.0,3003869.0,3031556.0,https://anaconda.org/conda-forge/pylint,2020-10-13 14:32:00.323,1495098.0,1.0,,-1.0,,,,,,,,
23,rich,https://github.com/willmcgugan/rich,,Rich is a Python library for rich text and beautiful formatting in the terminal.,logging,32,True,willmcgugan/rich,https://github.com/willmcgugan/rich,MIT,2019-11-10 15:28:09.000,2021-02-03 12:23:02.000,2021-02-03 12:23:01.000,604.0,356.0,20907.0,2021-01-27 20:58:25.000,9.10.0,112.0,72.0,conda-forge/rich,,rich,10.0,1628.0,2210.0,2210.0,https://pypi.org/project/rich,2021-01-27 20:56:26.000,0.0,485112.0,495688.0,https://anaconda.org/conda-forge/rich,2021-01-27 22:49:10.188,74037.0,1.0,,,,,,,,,,
24,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,32,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2021-02-04 01:30:00.000,2021-01-21 20:59:45.000,5234.0,90.0,16143.0,2020-07-01 21:59:00.000,1.1.0,13.0,65.0,conda-forge/numpydoc,['sphinx'],numpydoc,50.0,432.0,30816.0,23468.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000,7348.0,97045.0,111518.0,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384,709182.0,2.0,,,,,,,,,,
25,mkdocs-material,https://github.com/squidfunk/mkdocs-material,,A Material Design theme for MkDocs.,documentation,32,True,squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2021-02-04 10:40:45.000,2021-02-04 10:39:45.000,1338.0,897.0,5491.0,2021-01-31 09:43:41.000,6.2.7,182.0,102.0,conda-forge/mkdocs-material,['mkdocs'],mkdocs-material,10.0,2990.0,6714.0,5212.0,https://pypi.org/project/mkdocs-material,2021-01-31 09:44:26.000,1502.0,174472.0,175658.0,https://anaconda.org/conda-forge/mkdocs-material,2021-01-31 20:40:52.454,24910.0,2.0,,,,,,,,,,
26,conda,https://github.com/conda/conda,,"OS-agnostic, system-level binary package manager and ecosystem.",dependency-managers,32,True,conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2021-01-26 11:26:10.000,2021-01-07 16:16:50.000,980.0,5983.0,4000.0,2020-11-12 17:08:48.000,4.9.2,100.0,346.0,conda-forge/conda,,conda,1761.0,15584.0,2104.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,2104.0,16088.0,307182.0,https://anaconda.org/conda-forge/conda,2020-11-12 21:09:02.264,15719114.0,2.0,,,,,,,,,,
27,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,32,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2021-02-01 16:40:52.000,2021-02-01 09:38:03.000,878.0,1056.0,3803.0,2021-01-31 10:52:36.000,20.4.2,157.0,171.0,conda-forge/virtualenv,,virtualenv,52.0,,34422.0,,https://pypi.org/project/virtualenv,2021-02-01 09:17:59.000,34422.0,6067361.0,6080197.0,https://anaconda.org/conda-forge/virtualenv,2021-02-01 11:16:19.980,603309.0,2.0,,,,,,,,,,
28,invoke,https://github.com/pyinvoke/invoke,,Pythonic task management & command execution.,build-tools,32,True,pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2021-01-06 14:58:41.830,2020-12-31 16:25:35.000,278.0,357.0,3152.0,2020-12-31 02:43:43.000,1.5.0,50.0,54.0,conda-forge/invoke,,invoke,299.0,3499.0,11477.0,6875.0,https://pypi.org/project/invoke,2020-12-31 02:43:43.000,4602.0,548737.0,552733.0,https://anaconda.org/conda-forge/invoke,2021-01-06 14:58:41.830,231798.0,1.0,,,,,,,,,,
29,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,32,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2021-01-13 14:13:31.000,2020-12-27 05:15:35.000,303.0,362.0,2960.0,2020-12-13 02:48:28.000,1.7.0,31.0,130.0,conda-forge/bandit,,bandit,162.0,1165.0,8131.0,5777.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000,2354.0,489801.0,491829.0,https://anaconda.org/conda-forge/bandit,2020-10-11 11:23:21.028,42590.0,1.0,10.0,,,,,,,,,
30,pytest-cov,https://github.com/pytest-dev/pytest-cov,,Coverage plugin for pytest.,testing,32,True,pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2021-01-29 17:51:06.000,2021-01-20 10:45:57.000,136.0,186.0,948.0,2021-01-20 10:46:34.000,2.11.1,40.0,62.0,conda-forge/pytest-cov,['pytest'],pytest-cov,91.0,797.0,120930.0,77536.0,https://pypi.org/project/pytest-cov,2021-01-20 10:46:34.000,43394.0,3438529.0,3474287.0,https://anaconda.org/conda-forge/pytest-cov,2021-01-20 18:33:16.518,2109758.0,1.0,,,,,,,,,,
31,parso,https://github.com/davidhalter/parso,,A Python Parser.,linters,32,True,davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2021-01-26 21:41:18.000,2021-01-26 21:41:17.000,62.0,80.0,376.0,2020-12-10 15:10:14.000,0.8.1,24.0,37.0,conda-forge/parso,,parso,7.0,1065.0,118476.0,107112.0,https://pypi.org/project/parso,2020-12-10 15:10:14.000,11364.0,6869604.0,6952207.0,https://anaconda.org/conda-forge/parso,2020-12-10 16:40:55.258,3138948.0,1.0,,,,,,,,,,
32,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,32,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2021-01-04 19:45:07.000,2021-01-04 19:44:54.000,84.0,286.0,224.0,2020-12-13 18:09:07.000,0.36.2,64.0,60.0,conda-forge/wheel,,wheel,20.0,727.0,62544.0,,https://pypi.org/project/wheel,2020-12-13 18:09:07.000,62544.0,32137414.0,32408917.0,https://anaconda.org/conda-forge/wheel,2020-12-13 19:48:16.429,14932707.0,1.0,,,,,,,,,,
33,poetry,https://github.com/python-poetry/poetry,,Python dependency management and packaging made easy.,dependency-managers,31,True,python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2021-02-04 07:51:52.000,2021-02-03 19:06:09.000,1071.0,1717.0,13749.0,2020-10-23 20:54:00.000,1.1.4,132.0,250.0,conda-forge/poetry,,poetry,972.0,1674.0,64.0,,https://pypi.org/project/poetry,2020-10-23 20:54:00.000,64.0,730293.0,874460.0,https://anaconda.org/conda-forge/poetry,2020-12-14 11:33:01.818,160831.0,2.0,4837412.0,,,,,,,,,
34,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,31,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2021-02-04 04:11:37.000,2021-01-28 05:14:48.000,1600.0,3564.0,7640.0,2021-01-13 13:13:08.000,4.2,27.0,390.0,conda-forge/pyinstaller,,pyinstaller,405.0,7682.0,14254.0,14254.0,https://pypi.org/project/pyinstaller,2021-01-13 13:12:03.000,0.0,213643.0,224662.0,https://anaconda.org/conda-forge/pyinstaller,2021-02-02 18:07:09.778,191509.0,1.0,670906.0,,,,,,,,,
35,pre-commit,https://github.com/pre-commit/pre-commit,,A framework for managing and maintaining multi-language pre-commit hooks.,others,31,True,pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2021-02-01 20:46:24.000,2021-02-01 20:46:22.000,403.0,1007.0,5435.0,2021-01-27 20:50:43.000,2.10.0,155.0,114.0,conda-forge/pre-commit,,pre-commit,24.0,1938.0,2136.0,,https://pypi.org/project/pre-commit,2021-01-27 20:47:57.000,2136.0,1048660.0,1067525.0,https://anaconda.org/conda-forge/pre-commit,2021-01-28 10:25:44.371,338812.0,1.0,1795.0,,,,,,,,,
36,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,31,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2021-02-02 15:43:08.000,2021-01-23 20:33:27.000,411.0,584.0,4721.0,2020-12-30 17:05:11.000,5.5.0,90.0,139.0,conda-forge/pip-tools,,pip-tools,119.0,1461.0,3252.0,,https://pypi.org/project/pip-tools,2020-12-30 17:05:11.000,3252.0,668281.0,668993.0,https://anaconda.org/conda-forge/pip-tools,2020-12-30 18:26:40.157,7126.0,2.0,,,,,,,,,,
37,freezegun,https://github.com/spulec/freezegun,,Let your Python tests travel through time.,testing,31,True,spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2021-01-20 09:23:22.014,2021-01-20 07:44:52.000,192.0,166.0,2768.0,2021-01-20 07:45:20.000,1.1.0,56.0,94.0,conda-forge/freezegun,,freezegun,60.0,521.0,15490.0,7138.0,https://pypi.org/project/freezegun,2021-01-20 07:45:20.000,8352.0,1117305.0,1120256.0,https://anaconda.org/conda-forge/freezegun,2021-01-20 09:23:22.014,174110.0,2.0,,,,,,,,,,
38,ipdb,https://github.com/gotcha/ipdb,,Integration of IPython pdb.,debugging,31,True,gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-01-26 20:29:41.000,2020-10-21 09:03:20.000,123.0,102.0,1335.0,2020-10-01 14:13:50.000,0.13.4,37.0,44.0,conda-forge/ipdb,,ipdb,50.0,312.0,41460.0,24562.0,https://pypi.org/project/ipdb,2020-10-01 14:13:50.000,16898.0,620644.0,623141.0,https://anaconda.org/conda-forge/ipdb,2020-11-21 18:57:03.677,137357.0,1.0,,,,,,,,,,
39,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,31,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2021-02-01 00:35:05.000,2020-12-23 14:13:30.000,233.0,301.0,1078.0,2020-12-24 11:05:10.000,3.3.0,41.0,99.0,conda-forge/twine,,twine,40.0,941.0,51190.0,33686.0,https://pypi.org/project/twine,2020-12-24 11:05:10.000,17504.0,656697.0,660508.0,https://anaconda.org/conda-forge/twine,2020-12-24 15:31:28.323,205821.0,2.0,,,,,,,,,,
40,pyflakes,https://github.com/PyCQA/pyflakes,,A simple program which checks Python source files for errors.,linters,31,True,PyCQA/pyflakes,https://github.com/PyCQA/pyflakes,MIT,2014-04-07 06:19:46.000,2021-01-27 18:55:30.000,2021-01-05 16:04:38.000,135.0,320.0,980.0,2020-04-10 03:52:17.000,2.2.0,28.0,74.0,conda-forge/pyflakes,,pyflakes,92.0,504.0,103667.0,77169.0,https://pypi.org/project/pyflakes,2020-04-10 03:52:17.000,26498.0,3938302.0,3974005.0,https://anaconda.org/conda-forge/pyflakes,2020-04-10 13:58:22.845,1999410.0,2.0,,,,,,,,,,
41,sentry-sdk,https://github.com/getsentry/sentry-python,,The new Python SDK for Sentry.io.,logging,31,True,getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2021-02-04 14:26:27.000,2021-02-03 20:44:49.000,177.0,350.0,844.0,2020-12-10 11:11:11.000,0.19.5,121.0,83.0,conda-forge/sentry-sdk,,sentry-sdk,133.0,1171.0,9892.0,8906.0,https://pypi.org/project/sentry-sdk,2020-11-19 16:41:33.000,986.0,2108231.0,2110612.0,https://anaconda.org/conda-forge/sentry-sdk,2020-12-10 12:35:18.064,60223.0,2.0,4384.0,,,,,,,,,
42,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,30,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2021-01-31 09:15:21.000,2020-12-19 16:17:53.000,358.0,305.0,8037.0,2020-09-20 07:56:32.000,0.5.3,17.0,28.0,conda-forge/loguru,,loguru,37.0,545.0,5504.0,5162.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,342.0,407625.0,411705.0,https://anaconda.org/conda-forge/loguru,2020-10-10 00:51:36.057,97922.0,2.0,,-1.0,,,,,,,,
43,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,30,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2020-12-26 11:58:36.000,2020-10-04 08:13:41.000,643.0,162.0,4756.0,2020-10-06 22:15:19.000,0.9.52,49.0,42.0,conda-forge/pyautogui,,pyautogui,270.0,361.0,6503.0,5895.0,https://pypi.org/project/pyautogui,2020-10-06 22:15:19.000,608.0,208710.0,211390.0,https://anaconda.org/conda-forge/pyautogui,2020-10-13 12:17:23.308,104524.0,2.0,,,,,,,,,,
