,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,labels,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2025-09-04 17:43:02.000,2025-09-04 17:43:00,363.0,17.0,187.0,57.0,213.0,4.0,2595.0,2025-09-04 17:43:06.000,2025.09.04,100.0,16.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2025-09-04 21:39:51.000,2025-09-04 21:39:49,410.0,19.0,105.0,16.0,320.0,34.0,1511.0,2023-06-29 18:48:34.000,2023.06.29,68.0,62.0,0,True,mkdocs/catalog,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,mypy,python/mypy,type-checkers,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2025-09-11 13:04:00.000,2025-09-11 13:03:58,12864.0,250.0,2977.0,240.0,8278.0,8792.0,19756.0,2025-07-31 07:53:03.000,1.17.1,129.0,811.0,49,True,,2962.0,mypy,conda-forge/mypy,348240.0,322190.0,https://pypi.org/project/mypy,2025-07-31 07:53:03.000,26050.0,67334490.0,67427987.0,https://anaconda.org/conda-forge/mypy,2025-09-02 22:13:22.299,5890343.0,1.0,,,,,,,,,,,,,,,,,,,,
5,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2025-09-10 20:53:11.000,2025-09-09 12:03:59,16771.0,101.0,2859.0,191.0,6493.0,5288.0,13070.0,2025-09-04 14:35:52.000,8.4.2,186.0,1052.0,49,True,,933.0,pytest,conda-forge/pytest,1747268.0,1658658.0,https://pypi.org/project/pytest,2025-09-04 14:34:20.000,88610.0,240060600.0,240734344.0,https://anaconda.org/conda-forge/pytest,2025-09-04 18:51:59.658,39731692.0,1.0,['pytest'],23813.0,,,,,,,,,,,,,,,,,,
6,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2025-08-13 10:52:09.000,2025-08-13 10:52:09,4284.0,64.0,1864.0,535.0,1288.0,1225.0,53656.0,2025-07-25 07:35:18.000,14.1.0,200.0,276.0,47,True,,280.0,rich,conda-forge/rich,496533.0,474423.0,https://pypi.org/project/rich,2025-07-25 07:32:56.000,22110.0,195676395.0,195914898.0,https://anaconda.org/conda-forge/rich,2025-07-25 09:53:40.750,14787231.0,1.0,,,,,,,,,,,,,,,,,,,,
7,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2025-09-11 13:51:23.000,2025-09-11 13:51:22,12111.0,1124.0,1525.0,93.0,12519.0,5660.0,42371.0,2025-09-10 16:31:51.000,0.13.0,374.0,714.0,47,True,astral-sh/ruff,1532.0,ruff,conda-forge/ruff,143327.0,124173.0,https://pypi.org/project/ruff,2025-09-10 16:24:39.000,19154.0,82327058.0,82683921.0,https://anaconda.org/conda-forge/ruff,2025-09-11 02:37:57.505,4605773.0,1.0,,4649409.0,16.0,,,,,,,,,,,,,,,,,
8,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2025-09-11 04:14:32.000,2025-09-11 04:14:30,15411.0,127.0,3129.0,321.0,5899.0,6634.0,9933.0,2025-05-02 15:13:59.000,25.1.1,151.0,842.0,47,True,,1080.0,pip,conda-forge/pip,248445.0,243162.0,https://pypi.org/project/pip,2025-07-30 21:50:13.000,5283.0,403408712.0,406065558.0,https://anaconda.org/conda-forge/pip,2025-07-31 01:24:05.568,170038174.0,1.0,,,,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2025-09-09 15:55:22.000,2025-09-04 15:06:11,6315.0,85.0,1421.0,230.0,790.0,1513.0,10806.0,2025-02-13 21:54:12.000,7.0.0,97.0,223.0,46,True,,352.0,psutil,conda-forge/psutil,767538.0,751462.0,https://pypi.org/project/psutil,2025-02-13 21:54:12.000,16076.0,201547909.0,202359805.0,https://anaconda.org/conda-forge/psutil,2025-08-22 08:38:32.463,50337579.0,1.0,,,,,,,,,,,,,,,,,,,,
