,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,fork_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,pypi_id,conda_id,dockerhub_id,commit_count,github_release_downloads,monthly_downloads,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,projectrank_placing,labels,trending,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,conda_forge,updated_github_id
43,logbook,https://github.com/getlogbook/logbook,,A cool logging replacement for Python.,logging,30,False,getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000000,2021-07-19 14:00:45.000000,2019-10-16 17:48:40.000000,157.0,125.0,1405.0,2019-01-16 20:35:25.000000,1.4.3,41.0,76.0,56.0,logbook,conda-forge/logbook,,1194.0,273.0,924215.0,4830.0,2766.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000000,2064.0,922540.0,https://anaconda.org/conda-forge/logbook,2021-01-11 05:40:29.145000,51850.0,,,,,2.0,,,,,,,,,,
44,pytest-mock,https://github.com/pytest-dev/pytest-mock,,Thin-wrapper around the mock package for easier use with pytest.,testing,30,True,pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000000,2021-10-11 20:03:45.000000,2021-10-11 20:03:44.000000,98.0,91.0,1177.0,2021-05-18 11:53:27.000000,3.6.1,52.0,54.0,12.0,pytest-mock,conda-forge/pytest-mock,,,,5056880.0,26487.0,20307.0,https://pypi.org/project/pytest-mock,2021-05-06 19:21:18.000000,6180.0,5037182.0,https://anaconda.org/conda-forge/pytest-mock,2021-05-07 01:15:17.653000,1241000.0,,,,,2.0,['pytest'],,,,,,,,,
45,twine,https://github.com/pypa/twine,,Utilities for interacting with PyPI.,build-tools,30,True,pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000000,2021-10-12 13:19:26.000000,2021-10-10 01:22:04.000000,243.0,341.0,1175.0,2021-07-24 12:41:53.000000,3.4.2,43.0,103.0,45.0,twine,conda-forge/twine,,,,2194811.0,65539.0,48035.0,https://pypi.org/project/twine,2021-07-20 16:24:13.000000,17504.0,2189088.0,https://anaconda.org/conda-forge/twine,2021-07-20 19:18:02.428000,354837.0,,,,,2.0,,,,,,,,,,
46,pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,,Pytest support for asyncio.,testing,30,True,pytest-dev/pytest-asyncio,https://github.com/pytest-dev/pytest-asyncio,Apache-2.0,2015-04-11 00:18:05.000000,2021-10-27 20:54:21.000000,2021-10-15 23:55:22.000000,89.0,100.0,802.0,2021-10-15 23:29:49.000000,0.16.0,21.0,26.0,78.0,pytest-asyncio,conda-forge/pytest-asyncio,,181.0,,2391061.0,18930.0,16902.0,https://pypi.org/project/pytest-asyncio,2021-10-15 23:29:49.000000,2028.0,2378681.0,https://anaconda.org/conda-forge/pytest-asyncio,2021-10-18 14:13:21.673000,656147.0,,,,,2.0,['pytest'],,,,,,,,,
47,wheel,https://github.com/pypa/wheel,,The official binary distribution format for Python.,build-tools,30,True,pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580000,2021-10-08 03:15:32.000000,2021-10-07 22:22:38.000000,99.0,296.0,270.0,2021-08-09 20:48:33.000000,0.37.0,65.0,62.0,31.0,wheel,conda-forge/wheel,,,,103075069.0,62544.0,,https://pypi.org/project/wheel,2021-08-09 20:48:33.000000,62544.0,102722016.0,https://anaconda.org/conda-forge/wheel,2021-08-13 19:04:03.566000,22242356.0,,,,,2.0,,,,,,,,,,
48,numpydoc,https://github.com/numpy/numpydoc,,Numpy's Sphinx extensions.,documentation,29,True,numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000000,2021-10-25 19:40:13.000000,2021-10-25 16:01:36.000000,6019.0,97.0,18579.0,2020-07-01 21:59:00.000000,1.1.0,13.0,67.0,58.0,numpydoc,conda-forge/numpydoc,,,,15073.0,35802.0,28454.0,https://pypi.org/project/numpydoc,2020-07-01 21:59:00.000000,7348.0,,https://anaconda.org/conda-forge/numpydoc,2020-10-01 19:37:54.384000,859214.0,,,,,2.0,['sphinx'],,,,,,,,,
49,PySnooper,https://github.com/cool-RR/PySnooper,,Never use print for debugging again.,debugging,29,True,cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000000,2021-09-14 17:19:37.000000,2021-09-11 09:46:36.000000,906.0,94.0,14715.0,2021-09-11 09:50:56.000000,1.0.0,55.0,26.0,18.0,pysnooper,conda-forge/pysnooper,,300.0,,84413.0,549.0,503.0,https://pypi.org/project/pysnooper,2021-09-11 09:50:56.000000,46.0,82971.0,https://anaconda.org/conda-forge/pysnooper,2021-05-19 12:14:49.747000,41840.0,,,,,1.0,,,,,,,,,,
50,loguru,https://github.com/Delgan/loguru,,Python logging made (stupidly) simple.,logging,29,True,Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000000,2021-10-18 20:13:10.000000,2021-09-09 07:14:10.000000,447.0,401.0,10086.0,2020-09-20 07:56:32.000000,0.5.3,17.0,30.0,73.0,loguru,conda-forge/loguru,,562.0,,8805.0,11567.0,11225.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000000,342.0,,https://anaconda.org/conda-forge/loguru,2021-09-27 15:58:40.900000,281773.0,,,,,2.0,,,,,,,,,,
51,virtualenv,https://github.com/pypa/virtualenv,,Virtual Python Environment builder.,virtual-envs,29,True,pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000000,2021-10-28 14:15:19.000000,2021-10-28 14:15:19.000000,912.0,1114.0,3982.0,2021-10-23 11:00:04.000000,20.9.0,172.0,220.0,67.0,virtualenv,conda-forge/virtualenv,,,,22495.0,34422.0,,https://pypi.org/project/virtualenv,2021-10-23 11:00:04.000000,34422.0,,https://anaconda.org/conda-forge/virtualenv,2021-06-29 14:18:57.494000,1237275.0,,,,,2.0,,,,,,,,,,
52,nose,https://github.com/nose-devs/nose,,nose is nicer testing for python.,testing,29,False,nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000000,2021-10-25 05:23:45.000000,2016-03-04 01:16:26.000000,358.0,462.0,1340.0,2015-06-02 09:12:36.000000,1.3.7,14.0,95.0,447.0,nose,conda-forge/nose,,1004.0,,29418.0,202549.0,116075.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000000,86474.0,,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277000,1912232.0,,,,,2.0,,,,,,,,,,
53,breathe,https://github.com/michaeljones/breathe,,ReStructuredText and Sphinx bridge to Doxygen.,documentation,29,True,michaeljones/breathe,https://github.com/michaeljones/breathe,BSD-3-Clause,2009-02-03 18:52:25.000000,2021-10-25 16:31:03.000000,2021-09-29 18:40:06.000000,145.0,351.0,557.0,2021-09-14 23:59:31.000000,4.31.0,60.0,96.0,121.0,breathe,conda-forge/breathe,,1540.0,138.0,172570.0,7276.0,5268.0,https://pypi.org/project/breathe,2021-09-14 23:57:53.000000,2008.0,168658.0,https://anaconda.org/conda-forge/breathe,2021-09-15 02:02:02.185000,233349.0,,,,,2.0,,,,,,,,,,
54,pytest-html,https://github.com/pytest-dev/pytest-html,,Plugin for generating HTML reports for pytest results.,testing,29,True,pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000000,2021-10-16 09:11:07.000000,2021-01-23 03:26:17.000000,177.0,180.0,449.0,2020-12-13 15:24:58.000000,3.1.1,44.0,43.0,91.0,pytest-html,conda-forge/pytest-html,,376.0,,1520111.0,14134.0,13150.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000000,984.0,1516721.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698000,179680.0,,,,,2.0,['pytest'],,,,,,,,,
55,hacking,https://github.com/openstack/hacking,,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,linters,29,True,openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000000,2021-10-07 10:15:47.000000,2021-10-07 08:43:54.000000,66.0,,220.0,2021-04-21 10:37:50.000000,4.1.0,37.0,182.0,,hacking,,,1053.0,,469380.0,8690.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000000,8690.0,469380.0,,,,,,,,2.0,['flake8'],,,,,,,,,
56,typed_ast,https://github.com/python/typed_ast,,Modified fork of CPython's ast module that parses `# type:` comments.,ast,29,True,python/typed_ast,https://github.com/python/typed_ast,Apache-2.0,2016-02-16 22:40:09.000000,2021-10-26 17:45:21.000000,2021-10-26 17:45:21.000000,48.0,77.0,187.0,2021-04-11 23:57:40.000000,1.4.3,29.0,22.0,5.0,typed_ast,,,182.0,,12120183.0,10362.0,,https://pypi.org/project/typed_ast,2021-04-11 23:57:40.000000,10362.0,12120183.0,,,,,,,,1.0,,,,,,,,,,
57,Glances,https://github.com/nicolargo/glances,,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",profiling,28,True,nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000000,2021-10-08 15:42:42.000000,2021-10-08 15:41:24.000000,1236.0,1199.0,19365.0,2021-08-14 15:24:27.000000,3.2.3,59.0,147.0,209.0,glances,conda-forge/glances,,4138.0,641.0,2192.0,391.0,341.0,https://pypi.org/project/glances,2021-08-21 06:39:00.000000,50.0,,https://anaconda.org/conda-forge/glances,2021-09-13 17:25:17.813000,146355.0,,,,,1.0,,,,,,,,,,
58,pyinstaller,https://github.com/pyinstaller/pyinstaller,,Freeze (package) Python programs into stand-alone executables.,packaging,28,True,pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000000,2021-10-26 22:27:09.000000,2021-10-26 22:26:08.000000,1713.0,3985.0,8526.0,2021-08-07 05:53:00.000000,4.5.1,31.0,414.0,324.0,pyinstaller,conda-forge/pyinstaller,,8019.0,719516.0,596270.0,0.0,,https://pypi.org/project/pyinstaller,2021-08-07 05:48:19.000000,0.0,584565.0,https://anaconda.org/conda-forge/pyinstaller,2021-08-09 00:07:56.170000,270150.0,,,,,1.0,,,,,,,,,,
59,py-spy,https://github.com/benfred/py-spy,,Sampling profiler for Python programs.,profiling,28,True,benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000000,2021-10-21 19:35:11.000000,2021-10-21 19:35:08.000000,274.0,163.0,7525.0,2021-09-27 21:54:58.000000,0.3.10,33.0,29.0,71.0,py-spy,,,425.0,6811.0,492555.0,50.0,,https://pypi.org/project/py-spy,2021-09-27 21:54:58.000000,50.0,492303.0,,,,,,,,1.0,,,py-spy,,,,,,,
60,Nuitka,https://github.com/Nuitka/Nuitka,,"Nuitka is a Python compiler written in Python. It's fully compatible with Python 2.6, 2.7, 3.3, 3.4, 3.5, 3.6, 3.7,..",packaging,28,True,Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000000,2021-10-28 09:52:22.000000,2021-10-26 12:03:36.000000,336.0,821.0,5941.0,2021-09-27 16:10:00.000000,0.6.17,162.0,103.0,224.0,nuitka,conda-forge/nuitka,,8129.0,,31463.0,54.0,,https://pypi.org/project/nuitka,2021-10-24 09:12:16.000000,54.0,26647.0,https://anaconda.org/conda-forge/nuitka,2021-10-25 21:57:34.260000,317901.0,,,,,1.0,,,,,,,,,,
61,pyautogui,https://github.com/asweigart/pyautogui,,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,testing,28,True,asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000000,2021-10-20 10:09:03.000000,2021-09-14 17:41:07.000000,767.0,196.0,5663.0,2021-07-07 17:05:04.000000,0.9.53,50.0,51.0,336.0,pyautogui,conda-forge/pyautogui,,402.0,,2904.0,11523.0,10915.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000000,608.0,,https://anaconda.org/conda-forge/pyautogui,2021-10-13 11:30:22.592000,136492.0,,,,,2.0,,,,,,,,,,
62,playwright-python,https://github.com/microsoft/playwright-python,,Python version of the Playwright testing and automation library.,testing,28,True,microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000000,2021-10-28 13:30:53.000000,2021-10-27 21:49:09.000000,458.0,461.0,5374.0,2021-10-21 18:49:11.000000,1.16.0,63.0,21.0,22.0,playwright,,,434.0,,123577.0,484.0,484.0,https://pypi.org/project/playwright,2021-10-21 18:49:11.000000,0.0,123577.0,,,,,,,,2.0,,,,,,,,,,
63,pip-tools,https://github.com/jazzband/pip-tools,,A set of tools to keep your pinned Python dependencies fresh.,dependency-managers,28,True,jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000000,2021-10-28 01:13:57.000000,2021-10-27 06:08:39.000000,468.0,655.0,5286.0,2021-10-12 16:00:05.000000,6.4.0,97.0,162.0,119.0,pip-tools,conda-forge/pip-tools,,1663.0,,1009.0,3252.0,,https://pypi.org/project/pip-tools,2021-10-12 16:00:05.000000,3252.0,,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029000,18166.0,,,,,2.0,,-5.0,,,,,,,,
64,pylint,https://github.com/PyCQA/pylint,,It's not just a linter that annoys you!.,linters,28,True,PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000000,2021-10-28 07:04:41.000000,2021-10-27 11:50:08.000000,755.0,3010.0,3635.0,2021-09-16 20:55:08.000000,2.11.1,119.0,421.0,713.0,pylint,conda-forge/pylint,,,,37939.0,37734.0,,https://pypi.org/project/pylint,2021-09-16 20:55:08.000000,37734.0,,https://anaconda.org/conda-forge/pylint,2021-09-17 15:38:30.268000,2352240.0,,,,,2.0,,,,,,,,,,
65,bandit,https://github.com/PyCQA/bandit,,Bandit is a tool designed to find common security issues in Python code.,security,28,True,PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000000,2021-10-25 09:34:06.000000,2021-10-24 18:09:16.000000,364.0,369.0,3620.0,2020-12-13 02:48:28.000000,1.7.0,31.0,134.0,180.0,bandit,conda-forge/bandit,,1178.0,116.0,3218.0,10997.0,8643.0,https://pypi.org/project/bandit,2020-12-13 02:48:28.000000,2354.0,,https://anaconda.org/conda-forge/bandit,2021-09-16 07:37:16.557000,93244.0,,,,,1.0,,,,,,,,,,
66,pytype,https://github.com/google/pytype,,A static type analyzer for Python code.,linters,28,True,google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000000,2021-10-25 21:17:11.000000,2021-10-25 20:18:01.000000,219.0,352.0,3490.0,2021-10-25 21:13:42.000000,2021.10.25,114.0,69.0,96.0,pytype,conda-forge/pytype,,4769.0,,132773.0,88.0,,https://pypi.org/project/pytype,2021-10-25 21:13:42.000000,88.0,129150.0,https://anaconda.org/conda-forge/pytype,2020-10-13 18:48:00.617000,61607.0,,,,,2.0,,,,,,,,,,
67,mimesis,https://github.com/lk-geimfari/mimesis,,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",testing,28,True,lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000000,2021-10-24 20:20:54.000000,2021-10-24 20:20:46.000000,274.0,292.0,3381.0,2021-06-20 13:16:14.000000,5.0.0,31.0,106.0,5.0,mimesis,,,2045.0,177.0,87256.0,84.0,,https://pypi.org/project/mimesis,2020-12-21 11:12:37.000000,84.0,87254.0,,,,,,,,2.0,,,,,,,,,,
68,structlog,https://github.com/hynek/structlog,,Structured Logging for Python.,logging,28,True,hynek/structlog,https://github.com/hynek/structlog,MIT,2013-08-13 15:55:58.000000,2021-10-23 12:09:54.000000,2021-10-23 12:09:53.000000,144.0,164.0,1737.0,2021-10-12 13:33:16.000000,21.2.0,24.0,76.0,31.0,structlog,conda-forge/structlog,,,,2411900.0,4967.0,3761.0,https://pypi.org/project/structlog,2021-10-12 13:29:37.000000,1206.0,2409645.0,https://anaconda.org/conda-forge/structlog,2021-10-13 12:54:53.102000,142090.0,,,,,2.0,,,,,,,,,,
69,pyelftools,https://github.com/eliben/pyelftools,,Parsing ELF and DWARF in Python.,debugging,28,True,eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000000,2021-10-25 14:31:14.000000,2021-10-25 14:31:14.000000,403.0,114.0,1327.0,,,8.0,79.0,54.0,pyelftools,conda-forge/pyelftools,,576.0,,723894.0,3491.0,2607.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000000,884.0,722758.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901000,76121.0,,,,,2.0,,,,,,,,,,
70,scons,https://github.com/SCons/scons,,SCons - a software construction tool.,build-tools,28,True,SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579000,2021-10-28 13:30:59.000000,2021-10-27 19:35:42.000000,239.0,2656.0,1258.0,2021-08-05 19:31:22.000000,4.2.0,14.0,136.0,653.0,scons,conda-forge/scons,,7522.0,379.0,203656.0,50.0,,https://pypi.org/project/scons,2019-12-17 02:49:51.000000,50.0,199353.0,https://anaconda.org/conda-forge/scons,2021-08-01 10:59:18.245000,236019.0,,,,,2.0,,,,,,,,,,
71,radon,https://github.com/rubik/radon,,Various code metrics for Python code.,code-metrics,28,True,rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000000,2021-10-12 16:51:48.000000,2021-08-08 13:24:47.000000,97.0,136.0,1254.0,2021-06-08 16:35:34.000000,5.0.1,53.0,49.0,19.0,radon,conda-forge/radon,,521.0,,379668.0,3161.0,2063.0,https://pypi.org/project/radon,2021-08-08 13:25:20.000000,1098.0,378935.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415000,35193.0,,,,,1.0,,,,,,,,,,
72,doit,https://github.com/pydoit/doit,,task management & automation tool.,build-tools,28,True,pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000000,2021-10-15 17:18:17.000000,2021-07-06 19:44:10.000000,137.0,192.0,1110.0,2020-09-04 06:38:01.000000,0.33.1,43.0,56.0,64.0,doit,conda-forge/doit,,1367.0,,226208.0,1268.0,802.0,https://pypi.org/project/doit,2020-09-04 06:38:01.000000,466.0,224735.0,https://anaconda.org/conda-forge/doit,2020-10-11 16:47:23.103000,67766.0,,,,,2.0,,,,,,,,,,
73,pydocstyle,https://github.com/PyCQA/pydocstyle,,docstring style checker.,linters,28,True,PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000000,2021-10-10 13:59:20.000000,2021-10-10 13:58:44.000000,152.0,195.0,825.0,2021-05-17 20:37:45.000000,6.1.1,17.0,74.0,79.0,pydocstyle,conda-forge/pydocstyle,,714.0,56.0,7163.0,23758.0,19838.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000000,3920.0,,https://anaconda.org/conda-forge/pydocstyle,2021-05-18 22:35:13.379000,451327.0,,,,,2.0,,,,,,,,,,
74,Yappi,https://github.com/sumerc/yappi,,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",profiling,28,True,sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000000,2021-10-05 19:28:48.196000,2021-10-05 12:57:13.000000,50.0,35.0,730.0,2021-10-05 13:05:13.000000,1.3.3,18.0,26.0,16.0,yappi,conda-forge/yappi,,647.0,,795133.0,1127.0,487.0,https://pypi.org/project/yappi,2021-10-05 13:05:13.000000,640.0,793369.0,https://anaconda.org/conda-forge/yappi,2021-10-05 19:28:48.196000,91762.0,,,,,1.0,,,,,,,,,,
75,colorlog,https://github.com/borntyping/python-colorlog,,A colored formatter for the python logging module.,logging,28,True,borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000000,2021-10-08 07:42:59.136000,2021-10-07 11:03:02.000000,74.0,67.0,715.0,2021-08-23 10:16:08.000000,6.4.1,62.0,30.0,,colorlog,conda-forge/colorlog,,,,5239248.0,15538.0,11872.0,https://pypi.org/project/colorlog,2021-08-23 10:10:30.000000,3666.0,5232697.0,https://anaconda.org/conda-forge/colorlog,2021-10-08 07:42:59.136000,432412.0,,,,,2.0,,,,,,,,,,
76,alabaster,https://github.com/bitprophet/alabaster,,"Lightweight, configurable Sphinx theme. Now the Sphinx default!.",documentation,28,True,bitprophet/alabaster,https://github.com/bitprophet/alabaster,BSD-3-Clause,2013-12-07 00:03:15.000000,2021-09-24 20:53:42.000000,2021-09-24 20:53:41.000000,174.0,53.0,624.0,2018-10-03 01:39:17.000000,0.7.12,24.0,28.0,81.0,alabaster,conda-forge/alabaster,,351.0,,48740.0,67884.0,52986.0,https://pypi.org/project/alabaster,2018-10-03 01:39:17.000000,14898.0,,https://anaconda.org/conda-forge/alabaster,2018-10-03 15:29:30.017000,3070673.0,,,,,2.0,['sphinx'],,,,,,,,,
77,astor,https://github.com/berkerpeksag/astor,,Python AST read/write.,ast,28,True,berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000000,2021-10-27 00:10:12.000000,2021-10-27 00:10:12.000000,84.0,75.0,608.0,2019-12-10 01:50:33.000000,0.8.1,14.0,31.0,34.0,astor,conda-forge/astor,,262.0,,4372085.0,3756.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000000,3756.0,4346867.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971000,1361782.0,,,,,2.0,,,,,,,,,,
78,pylint-django,https://github.com/PyCQA/pylint-django,,Pylint plugin for improving code analysis for when using Django.,linters,28,True,PyCQA/pylint-django,https://github.com/PyCQA/pylint-django,GPL-2.0,2013-10-01 06:35:15.000000,2021-09-27 16:49:16.482000,2021-04-26 10:09:38.000000,101.0,150.0,484.0,2021-04-09 06:40:49.000000,2.4.3,49.0,58.0,34.0,pylint-django,conda-forge/pylint-django,,547.0,203.0,697537.0,17481.0,15235.0,https://pypi.org/project/pylint-django,2021-04-09 06:39:56.000000,2246.0,696131.0,https://anaconda.org/conda-forge/pylint-django,2021-09-27 16:49:16.482000,86729.0,,,,,2.0,['pylint'],,,,,,,,,
79,mccabe,https://github.com/PyCQA/mccabe,,McCabe complexity checker for Python.,code-metrics,28,True,PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000000,2021-04-02 23:49:37.000000,2021-04-02 23:49:37.000000,41.0,34.0,439.0,2017-01-26 22:13:14.000000,0.6.1,11.0,21.0,6.0,mccabe,conda-forge/mccabe,,142.0,,17811527.0,253522.0,222512.0,https://pypi.org/project/mccabe,2017-01-26 22:13:14.000000,31010.0,17757881.0,https://anaconda.org/conda-forge/mccabe,2018-07-08 18:43:04.536000,3433364.0,,,,,1.0,,,,,,,,,,
80,ddt,https://github.com/datadriventests/ddt,,Data-Driven Tests for Python Unittest.,testing,28,True,datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000000,2021-10-26 05:16:28.000000,2021-10-04 22:40:52.000000,100.0,38.0,396.0,2021-10-04 22:43:34.000000,1.4.4,28.0,36.0,15.0,ddt,conda-forge/ddt,,222.0,,282966.0,6286.0,3802.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000000,2484.0,281792.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932000,64588.0,,,,,2.0,,,,,,,,,,
81,gast,https://github.com/serge-sans-paille/gast,,Python AST that abstracts the underlying Python version.,ast,28,True,serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000000,2021-10-19 14:20:54.000000,2021-10-19 14:20:54.000000,24.0,25.0,116.0,2021-08-02 05:45:24.000000,0.5.2,19.0,10.0,,gast,conda-forge/gast,,91.0,,9799035.0,72090.0,68702.0,https://pypi.org/project/gast,2021-08-02 05:45:24.000000,3388.0,9767144.0,https://anaconda.org/conda-forge/gast,2021-06-29 07:42:31.263000,1307556.0,,,,,2.0,,,,,,,,,,
82,pipreqs,https://github.com/bndr/pipreqs,,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,dependency-managers,27,True,bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000000,2021-10-23 09:23:42.000000,2021-10-23 09:17:21.000000,250.0,91.0,3725.0,2021-10-23 09:23:42.000000,0.4.11,39.0,51.0,94.0,pipreqs,conda-forge/pipreqs,,311.0,,369.0,7742.0,7214.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000000,528.0,,https://anaconda.org/conda-forge/pipreqs,2019-11-14 14:53:43.131000,22532.0,,,,,3.0,,,,,,,,,,
83,pudb,https://github.com/inducer/pudb,,Full-screen console debugger for Python.,debugging,27,True,inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000000,2021-10-27 13:24:09.000000,2021-10-22 22:20:51.000000,184.0,143.0,2233.0,2017-09-02 18:52:28.000000,2017.1.4,69.0,78.0,136.0,pudb,conda-forge/pudb,,,,164955.0,4034.0,2608.0,https://pypi.org/project/pudb,2021-05-08 20:11:53.000000,1426.0,163208.0,https://anaconda.org/conda-forge/pudb,2021-08-21 21:47:40.449000,110115.0,,,,,2.0,,,,,,,,,,
84,flit,https://github.com/takluyver/flit,,Simplified packaging of Python modules.,build-tools,27,True,takluyver/flit,https://github.com/takluyver/flit,BSD-3-Clause,2015-03-13 21:22:27.000000,2021-10-24 11:07:14.000000,2021-10-24 09:51:23.000000,82.0,183.0,1524.0,2021-10-10 09:45:49.000000,3.4.0,41.0,46.0,96.0,flit,conda-forge/flit,,963.0,,235073.0,226.0,,https://pypi.org/project/flit,2021-10-10 09:45:49.000000,226.0,233357.0,https://anaconda.org/conda-forge/flit,2021-10-12 17:00:40.913000,96111.0,,,,,3.0,,,,,,,,,,
85,pybuilder,https://github.com/pybuilder/pybuilder,,Software build automation tool for Python.,build-tools,27,True,pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000000,2021-10-24 09:21:34.000000,2021-10-24 09:09:28.000000,238.0,410.0,1336.0,2021-10-14 07:45:09.000000,0.13.3,647.0,36.0,89.0,pybuilder,,,1372.0,,16895.0,110.0,,https://pypi.org/project/pybuilder,2021-10-24 09:21:34.000000,110.0,16895.0,,,,,,,,3.0,,,,,,,,,,
86,pdbpp,https://github.com/pdbpp/pdbpp,,"pdb++, a drop-in replacement for pdb (the Python debugger).",debugging,27,True,pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000000,2021-10-16 20:16:40.000000,2021-09-28 22:57:23.000000,46.0,115.0,818.0,2021-07-09 22:22:20.000000,0.10.3,26.0,40.0,64.0,pdbpp,conda-forge/pdbpp,,697.0,,203960.0,3364.0,2336.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000000,1028.0,202665.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419000,64750.0,,,,,2.0,,,,,,,,,,
