,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
111,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-04-11 11:25:55.000,2022-04-11 11:25:55,508.0,13.0,230.0,63.0,359.0,370.0,4971.0,2022-01-04 09:17:35.000,1.0.0,49.0,77.0,109.0,28,True,pipx,conda-forge/pipx,,7.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000,7.0,289425.0,289533.0,https://anaconda.org/conda-forge/pipx,2022-01-04 11:29:53.789,541.0,3.0,,,,,,,,,,,,,,,,,,,,
112,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2022-04-27 16:21:41.000,2021-12-17 14:51:42,666.0,,175.0,53.0,84.0,82.0,4291.0,2021-11-14 19:24:48.000,4.1.1,36.0,38.0,16.0,28,True,pyinstrument,conda-forge/pyinstrument,,730.0,633.0,https://pypi.org/project/pyinstrument,2021-11-14 19:24:48.000,97.0,298487.0,300000.0,https://anaconda.org/conda-forge/pyinstrument,2022-01-26 07:30:47.190,102887.0,3.0,,,,,,,,,,,,,,,,,,,,
113,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-11-05 18:08:14.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3151.0,2371.0,3319.0,2017-05-30 10:07:57.000,0.11.1,730.0,483.0,835.0,28,True,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,4984.0,4985.0,,,,2.0,150.0,,,,,,,,,,,,,,,,,,,
114,mamba,mamba-org/mamba,dependency-managers,The Fast Cross-Platform Package Manager.,,https://github.com/mamba-org/mamba,https://github.com/mamba-org/mamba,BSD-3-Clause,2019-03-05 13:05:10.000,2022-05-05 14:29:08.000,2022-04-27 17:03:30,1845.0,149.0,161.0,35.0,825.0,569.0,3101.0,2022-04-26 14:19:55.000,2022.02.25,91.0,77.0,273.0,28,True,,conda-forge/mamba,,,,,,,,69923.0,https://anaconda.org/conda-forge/mamba,2022-04-26 14:15:35.782,2657091.0,3.0,,,,,,,,,,,,,,,,,,,,
115,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2022-05-03 13:19:26.000,2022-05-03 13:19:25,697.0,12.0,301.0,84.0,345.0,201.0,2038.0,2022-04-12 09:25:32.000,6.7.0,8.0,114.0,118.0,28,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],7.0,,https://pypi.org/project/pytest-testinfra,2022-04-12 09:25:32.000,7.0,149535.0,149713.0,https://anaconda.org/conda-forge/pytest-testinfra,2022-04-26 05:00:53.274,2859.0,3.0,,,,,,,,,,,,,,,,,,,,
116,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2022-03-02 16:30:37.000,2022-02-23 20:48:46,525.0,4.0,97.0,32.0,74.0,139.0,1324.0,2021-08-08 13:25:20.000,5.1.0,54.0,50.0,20.0,28,True,radon,conda-forge/radon,,3114.0,2514.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854,600.0,418406.0,419114.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,38972.0,2.0,,,,,,,,,,,,,,,,,,,,
117,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-03-25 11:38:34.000,2022-03-11 14:15:28,680.0,6.0,91.0,17.0,87.0,92.0,883.0,2022-03-11 14:17:31.000,8.3.8,114.0,48.0,38.0,28,True,pylama,,,4356.0,3763.0,https://pypi.org/project/pylama,2022-03-11 14:17:31.000,593.0,102257.0,102257.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
118,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2022-05-02 15:50:30.000,2022-04-27 21:42:10,314.0,7.0,69.0,18.0,54.0,161.0,869.0,2021-12-10 21:09:37.000,2.13.3,45.0,19.0,34.0,28,True,typeguard,conda-forge/typeguard,,299.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,299.0,4162443.0,4164665.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312,88904.0,2.0,,,,,,,,,,,,,,,,,,,,
119,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/wntrblm/nox,https://github.com/wntrblm/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-05-05 07:28:16.000,2022-05-04 18:08:22,472.0,32.0,111.0,16.0,342.0,250.0,776.0,2022-01-07 23:34:01.000,2022.1.7,22.0,74.0,26.0,28,True,nox,conda-forge/nox,['pytest'],166.0,,https://pypi.org/project/nox,2022-01-07 23:34:01.000,166.0,989086.0,990845.0,https://anaconda.org/conda-forge/nox,2022-04-23 09:39:18.036,75667.0,3.0,,,,,,,,,,,,,,,,,,,wntrblm/nox,
120,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2022-03-21 06:59:29.210,2022-01-20 23:33:27,1058.0,,74.0,23.0,72.0,168.0,734.0,2022-01-20 23:42:44.000,3.4.1,143.0,37.0,4.0,28,True,green,conda-forge/green,,882.0,674.0,https://pypi.org/project/green,2022-01-20 23:42:44.000,208.0,11510.0,13189.0,https://anaconda.org/conda-forge/green,2022-03-21 06:59:29.210,94039.0,3.0,,,,,,,,,,,,,,,,,,,,
121,asv,airspeed-velocity/asv,testing,Airspeed Velocity: A simple Python benchmarking tool with web-based reporting.,,https://github.com/airspeed-velocity/asv,https://github.com/airspeed-velocity/asv,BSD-3-Clause,2013-11-07 20:43:31.000,2022-05-02 19:54:18.000,2022-04-12 10:40:59,2005.0,106.0,146.0,18.0,717.0,360.0,680.0,2022-02-06 14:17:08.000,0.5.1,18.0,68.0,132.0,28,True,asv,conda-forge/asv,,63.0,,https://pypi.org/project/asv,2022-02-06 14:16:23.000,63.0,20148.0,29331.0,https://anaconda.org/conda-forge/asv,2022-02-06 14:59:12.745,587716.0,3.0,,,,,,,,,,,,,,,,,,,,
122,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2022-02-05 18:42:01.000,2021-10-27 00:10:12,262.0,,85.0,24.0,104.0,75.0,654.0,2019-12-10 01:50:33.000,0.8.1,14.0,31.0,34.0,28,True,astor,conda-forge/astor,,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2109.0,4382304.0,4407533.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1538972.0,2.0,,,,,,,,,,,,,,,,,,,,
123,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-04-01 12:19:14.000,2021-10-04 22:40:52,222.0,,101.0,21.0,55.0,39.0,409.0,2021-10-04 22:43:34.000,1.4.4,28.0,36.0,15.0,28,True,ddt,conda-forge/ddt,,5477.0,4164.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000,1313.0,250654.0,251753.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,68171.0,3.0,,,,,,,,,,,,,,,,,,,,
124,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2022-03-29 15:31:16.000,2022-03-28 06:37:02,1060.0,5.0,66.0,32.0,6.0,,222.0,2021-04-21 10:37:50.000,4.1.0,37.0,185.0,,28,True,hacking,,['flake8'],4391.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000,4391.0,255464.0,255464.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
125,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2022-03-06 14:22:47.000,2022-03-06 14:20:17,408.0,3.0,331.0,159.0,70.0,223.0,8507.0,2021-12-22 19:23:21.000,1.0.68,53.0,35.0,61.0,27,True,bpytop,conda-forge/bpytop,,1.0,,https://pypi.org/project/bpytop,2021-12-22 19:23:21.000,1.0,8989.0,9283.0,https://anaconda.org/conda-forge/bpytop,2021-12-22 23:07:43.371,4410.0,3.0,,,,,,,,,,,,,,,,,,,,
126,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2021-12-01 06:29:43.000,2020-11-16 01:36:32,316.0,,600.0,155.0,33.0,119.0,1799.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,171.0,27,False,uiautomator,,,277.0,210.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,67.0,67602.0,67602.0,,,,3.0,,,,,,,,,,,,1.0,,,,,,,,
127,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2022-03-23 17:52:19.000,2021-12-29 11:52:34,474.0,,75.0,8.0,56.0,50.0,904.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,40.0,27,True,pympler,conda-forge/pympler,,294.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,294.0,1399164.0,1402169.0,https://anaconda.org/conda-forge/pympler,2020-10-14 22:08:39.935,186359.0,3.0,,,,,,,,,,,,,,,,,,,,
128,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2022-03-30 13:46:46.605,2021-12-08 13:47:41,655.0,,53.0,12.0,42.0,38.0,904.0,2021-10-05 13:05:13.000,1.3.3,19.0,26.0,17.0,27,True,yappi,conda-forge/yappi,,921.0,580.0,https://pypi.org/project/yappi,2021-12-15 13:51:36.167,341.0,745766.0,747463.0,https://anaconda.org/conda-forge/yappi,2022-03-30 13:46:46.605,100148.0,3.0,,,,,,,,,,,,,,,,,,,,
129,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2022-04-12 12:06:55.000,2022-04-02 17:05:45,347.0,2.0,62.0,18.0,135.0,69.0,860.0,2020-07-06 18:40:33.000,0.9.4,26.0,38.0,35.0,27,True,pytest-sugar,conda-forge/pytest-sugar,['pytest'],12308.0,9729.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000,2579.0,673690.0,675977.0,https://anaconda.org/conda-forge/pytest-sugar,2022-04-11 13:13:26.309,130407.0,3.0,,,,,,,,,,,,,,,,,,,,
130,mkdocstrings,mkdocstrings/mkdocstrings,documentation,"Automatic documentation from sources, for MkDocs.",,https://github.com/mkdocstrings/mkdocstrings,https://github.com/mkdocstrings/mkdocstrings,ISC,2019-12-09 18:09:09.000,2022-04-30 10:53:30.000,2022-04-25 16:11:37,515.0,36.0,72.0,6.0,137.0,217.0,685.0,2022-03-01 18:18:27.000,0.18.1,43.0,29.0,40.0,27,True,mkdocstrings,conda-forge/mkdocstrings,['mkdocs'],188.0,,https://pypi.org/project/mkdocstrings,2022-03-01 18:18:27.000,188.0,169846.0,170651.0,https://anaconda.org/conda-forge/mkdocstrings,2022-04-03 13:20:29.744,15310.0,2.0,,,,,,,,,,,,,,,,,,,,
131,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,207.0,24.0,95.0,82.0,579.0,2022-02-03 20:27:24.000,0.8.1,58.0,39.0,54.0,27,True,sphinx-bootstrap-theme,,['sphinx'],600.0,,https://pypi.org/project/sphinx-bootstrap-theme,2022-02-03 20:27:24.000,600.0,222589.0,222589.0,,,,2.0,,,,,,,,,,,,,,,,,,,,
132,autoflake,myint/autoflake,refactoring,Removes unused imports and unused variables as reported by pyflakes.,,https://github.com/PyCQA/autoflake,https://github.com/PyCQA/autoflake,MIT,2012-12-27 03:40:17.000,2022-04-10 11:48:45.000,2020-12-27 17:36:40,439.0,,55.0,10.0,37.0,34.0,513.0,2019-08-04 15:14:24.000,1.3.1,36.0,17.0,37.0,27,False,autoflake,conda-forge/autoflake,,5073.0,4556.0,https://pypi.org/project/autoflake,2019-08-04 15:14:24.000,517.0,943194.0,951240.0,https://anaconda.org/conda-forge/autoflake,2021-05-26 15:10:21.374,297719.0,2.0,,,,,,,,,,,,,,,,,,,PyCQA/autoflake,
133,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2022-05-02 20:14:33.630,2021-06-11 10:22:09,273.0,,38.0,7.0,35.0,49.0,461.0,2021-06-11 10:22:42.000,15.0.1,63.0,16.0,26.0,27,True,coloredlogs,anaconda/coloredlogs,,12988.0,11254.0,https://pypi.org/project/coloredlogs,2021-06-11 10:22:42.000,1734.0,3235602.0,3235678.0,https://anaconda.org/anaconda/coloredlogs,2022-05-02 20:14:33.630,4274.0,3.0,,,,,,,,,,,,,,,,,,,,
134,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2022-05-04 17:22:10.000,2022-05-04 17:22:09,388.0,19.0,64.0,20.0,269.0,100.0,451.0,2022-01-23 22:29:40.000,3.2.0,38.0,32.0,6.0,27,True,mypy-protobuf,conda-forge/mypy-protobuf,,50.0,,https://pypi.org/project/mypy-protobuf,2022-01-23 22:29:40.000,50.0,799589.0,801538.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-01-24 01:32:53.849,35093.0,2.0,,,,,,,,,,,,,,,,,,,nipunn1313/mypy-protobuf,
135,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2022-04-20 14:45:47.000,2022-04-20 14:45:46,537.0,10.0,34.0,6.0,63.0,73.0,257.0,,,42.0,21.0,19.0,27,True,check-manifest,conda-forge/check-manifest,,10036.0,7464.0,https://pypi.org/project/check-manifest,2022-03-13 10:09:29.000,2572.0,174000.0,175047.0,https://anaconda.org/conda-forge/check-manifest,2022-03-13 13:01:22.255,42965.0,2.0,,,,,,,,,,,,,,,,,,,,
136,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2021-12-05 16:31:05.000,2019-12-22 18:11:19,86.0,,43.0,7.0,33.0,21.0,180.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,18.0,27,False,astunparse,conda-forge/astunparse,,44244.0,43961.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,283.0,6636842.0,6648607.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,694164.0,3.0,,,,,,,,,,,,,,,,,,,,
137,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,MIT,2020-01-14 11:27:41.000,2022-04-30 08:21:58.000,2022-04-30 08:21:11,784.0,85.0,21.0,11.0,20.0,291.0,179.0,2022-04-10 08:45:45.000,0.28,43.0,30.0,131.0,27,True,py2app,,,827.0,,https://pypi.org/project/py2app,2022-04-10 08:25:14.000,827.0,11696.0,11696.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
138,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2022-04-11 20:57:19.000,2022-03-16 16:52:34,228.0,6.0,120.0,51.0,35.0,63.0,5870.0,2022-02-15 23:36:40.000,2.1.2,16.0,18.0,28.0,26,True,icecream,conda-forge/icecream,,51.0,,https://pypi.org/project/icecream,2022-02-15 23:33:58.000,51.0,212150.0,212370.0,https://anaconda.org/conda-forge/icecream,2022-02-16 08:21:38.449,2868.0,3.0,,,,,,,,,,,,,,,,,,,,
139,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2022-04-26 14:58:37.000,2022-04-26 14:58:33,312.0,23.0,136.0,49.0,113.0,118.0,3750.0,2022-02-18 23:46:48.000,22.2.0,22.0,39.0,38.0,26,True,monkeytype,conda-forge/monkeytype,,25.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,25.0,39060.0,39804.0,https://anaconda.org/conda-forge/monkeytype,2022-02-19 14:25:33.147,38688.0,2.0,,,,,,,,,,,,,,,,,,,,
140,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2022-05-05 02:26:45.000,2022-05-03 05:23:57,6026.0,689.0,147.0,57.0,97.0,197.0,3645.0,2022-04-25 06:20:58.000,apple-codesign/0.14.0,12.0,42.0,275.0,26,True,pyoxidizer,,,,,https://pypi.org/project/pyoxidizer,2022-03-08 03:03:37.000,,1468.0,1556.0,,,,3.0,2482.0,,,,,,,,,,,,,,,,,,,
141,PDM,pdm-project/pdm,dependency-managers,A modern Python package manager with PEP 582 support.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2022-05-05 11:20:01.000,2022-05-03 11:00:38,1760.0,129.0,101.0,20.0,384.0,560.0,2363.0,2022-04-21 02:03:30.000,1.14.1,114.0,47.0,24.0,26,True,pdm,conda-forge/pdm,,1.0,,https://pypi.org/project/pdm,2022-04-08 02:38:49.000,1.0,28446.0,29081.0,https://anaconda.org/conda-forge/pdm,2022-04-21 05:52:48.702,5080.0,3.0,,,,,,,,,,,,,,,,,,,,
142,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2022-05-02 17:37:09.000,2022-02-18 08:34:21,491.0,39.0,85.0,34.0,347.0,62.0,2163.0,2022-02-10 14:51:38.000,1.3.3,31.0,18.0,29.0,26,True,notifiers,conda-forge/notifiers,,17.0,,https://pypi.org/project/notifiers,2022-02-10 14:51:38.000,17.0,439850.0,440952.0,https://anaconda.org/conda-forge/notifiers,2021-11-16 00:29:21.949,18738.0,3.0,,,,,,,,,,,,-2.0,,,,,,,,
143,vulture,jendrikseipp/vulture,refactoring,Find dead Python code.,,https://github.com/jendrikseipp/vulture,https://github.com/jendrikseipp/vulture,MIT,2016-08-11 15:39:58.647,2022-04-22 06:34:55.000,2022-01-03 17:23:29,683.0,,101.0,20.0,120.0,140.0,2089.0,2021-01-16 17:51:40.000,2.3,42.0,30.0,19.0,26,True,vulture,conda-forge/vulture,,1851.0,1634.0,https://pypi.org/project/vulture,2021-01-16 17:49:50.000,217.0,273690.0,274452.0,https://anaconda.org/conda-forge/vulture,2020-08-11 23:14:02.062,52591.0,2.0,,,,,,,,,,,,,,,,,,,,
144,beartype,beartype/beartype,linters,Unbearably fast O(1) runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2022-05-05 07:13:56.000,2022-05-05 07:13:10,615.0,69.0,22.0,8.0,23.0,82.0,1131.0,2022-03-15 06:06:23.000,0.10.4,21.0,9.0,18.0,26,True,beartype,conda-forge/beartype,,30.0,,https://pypi.org/project/beartype,2022-03-15 06:06:23.000,30.0,96184.0,96722.0,https://anaconda.org/conda-forge/beartype,2022-03-15 09:40:26.391,12386.0,3.0,,,,,,,,,,,,,,,,,,,,
145,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2022-04-28 19:21:30.000,2022-04-28 19:21:30,701.0,3.0,47.0,18.0,304.0,118.0,892.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,65.0,26,True,pdbpp,conda-forge/pdbpp,,3403.0,2811.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,592.0,299220.0,300479.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,71811.0,3.0,,,,,,,,,,,,,,,,,,,,
146,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-04-26 08:52:23.000,2022-02-03 14:42:26,570.0,,125.0,8.0,109.0,195.0,826.0,2021-08-03 14:51:19.000,0.10.0,34.0,57.0,91.0,26,True,pdoc3,anaconda/pdoc3,,1671.0,1554.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,117.0,237164.0,237187.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,695.0,3.0,,,,,,,,,,,,1.0,,,,,,,,
147,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2022-05-02 20:47:45.000,2022-04-27 09:19:13,462.0,12.0,22.0,3.0,411.0,43.0,424.0,2022-01-10 17:14:34.000,3.11.0,29.0,16.0,6.0,26,True,pytest-randomly,conda-forge/pytest-randomly,,178.0,,https://pypi.org/project/pytest-randomly,2022-01-10 17:14:34.000,178.0,610834.0,615434.0,https://anaconda.org/conda-forge/pytest-randomly,2022-01-10 21:33:59.865,32200.0,3.0,,,,,,,,,,,,,,,,,,,,
148,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2022-03-26 16:05:41.000,2021-10-18 03:34:23,504.0,,36.0,7.0,56.0,94.0,407.0,2021-10-18 03:40:35.000,1.8.1,48.0,22.0,51.0,26,True,darglint,conda-forge/darglint,,2352.0,2299.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,53.0,314406.0,315451.0,https://anaconda.org/conda-forge/darglint,2021-11-05 17:11:34.449,33441.0,3.0,,,,,,,,,,,,,,,,,,,,
149,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,Saxpath,2013-02-09 18:32:52.000,2022-01-23 20:02:29.000,2022-01-23 19:39:11,241.0,,66.0,14.0,107.0,72.0,373.0,2021-08-08 02:45:08.000,0.12.1,23.0,32.0,15.0,26,False,pep8-naming,conda-forge/pep8-naming,,12149.0,10440.0,https://pypi.org/project/pep8-naming,2021-08-08 02:45:08.000,1709.0,1245164.0,1248092.0,https://anaconda.org/conda-forge/pep8-naming,2021-08-08 04:41:02.577,219660.0,3.0,,,,,,,,,,,,,,,,,,,,
150,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2022-05-03 10:10:02.000,2022-05-03 10:10:01,426.0,12.0,16.0,5.0,376.0,35.0,350.0,2022-01-10 17:10:08.000,3.8.0,31.0,12.0,8.0,26,True,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],528.0,,https://pypi.org/project/flake8-comprehensions,2022-01-10 17:10:08.000,528.0,690315.0,698496.0,https://anaconda.org/conda-forge/flake8-comprehensions,2022-01-10 21:45:55.529,539985.0,3.0,,,,,,,,,,,,,,,,,,,,
151,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/dbader/pytest-mypy,https://github.com/dbader/pytest-mypy,MIT,2016-09-29 14:39:23.000,2022-02-07 17:12:40.000,2022-02-07 06:40:37,237.0,3.0,33.0,7.0,84.0,41.0,211.0,2022-02-07 17:12:40.000,0.9.1,19.0,16.0,8.0,26,True,pytest-mypy,conda-forge/pytest-mypy,['pytest'],2050.0,1664.0,https://pypi.org/project/pytest-mypy,2022-02-07 17:12:40.000,386.0,1250993.0,1251898.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,24461.0,3.0,,,,,,,,,,,,,,,,,,,,
152,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-04-27 20:16:45.000,2022-04-27 20:16:45,282.0,6.0,46.0,6.0,64.0,41.0,127.0,2021-10-14 11:43:49.000,4.1.1,33.0,33.0,11.0,26,True,flake8-isort,conda-forge/flake8-isort,['flake8'],6135.0,5523.0,https://pypi.org/project/flake8-isort,2021-10-14 11:43:49.000,612.0,595783.0,596312.0,https://anaconda.org/conda-forge/flake8-isort,2021-10-14 14:17:41.684,16409.0,3.0,,,,,,,,,,,,,,,,,,,,
