,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
196,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2022-05-03 07:49:02.000,2022-02-24 16:06:18,113.0,5.0,18.0,5.0,14.0,27.0,208.0,2021-09-03 15:34:36.000,0.8.0,21.0,9.0,6.0,22,True,xenon,conda-forge/xenon,,416.0,347.0,https://pypi.org/project/xenon,2022-02-24 08:21:17.000,69.0,68651.0,68920.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,14814.0,3.0,,,,,,,,,,,,,,,,,,,,
197,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2021-09-21 08:08:53.000,2021-09-20 15:48:57,221.0,,18.0,2.0,38.0,32.0,80.0,2020-05-14 10:45:01.000,1.5.3,23.0,15.0,4.0,22,True,flake8-builtins,conda-forge/flake8-builtins,['flake8'],4082.0,3783.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,299.0,476507.0,478619.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,139454.0,3.0,,,,,,,,,,,,,,,,,,,,
198,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2021-12-19 14:16:49.287,2018-06-28 13:35:12,500.0,,13.0,5.0,,,71.0,2018-08-16 03:16:49.000,0.54.0,52.0,61.0,,22,False,memory_profiler,conda-forge/memory_profiler,,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,268.0,530258.0,532654.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,172577.0,3.0,,,,,,,,,,,,,,,,,,,,
199,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,17.0,21,False,profiling,,,50.0,45.0,https://pypi.org/project/profiling,2021-12-15 15:24:47.133,5.0,4519.0,4519.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
200,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2021-06-04 01:31:20.000,2017-03-13 17:42:17,340.0,,193.0,60.0,44.0,15.0,2620.0,,,13.0,20.0,40.0,21,False,pyrasite,,,45.0,39.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,21839.0,21839.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
201,PrettyErrors,onelivesleft/PrettyErrors,logging,Prettify Python exception output to make it legible.,,https://github.com/onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-11-27 17:41:04.999,2021-11-24 14:32:14,130.0,,77.0,28.0,10.0,38.0,2533.0,2021-11-24 14:32:07.000,1.2.25,48.0,5.0,3.0,21,True,pretty_errors,conda-forge/pretty_errors,,39.0,,https://pypi.org/project/pretty_errors,2021-11-24 14:32:07.000,39.0,16495.0,16721.0,https://anaconda.org/conda-forge/pretty_errors,2021-11-27 17:41:04.999,4077.0,3.0,,,,,,,,,,,,,,,,,,,,
202,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-08-03 05:52:12.000,2020-08-26 00:32:16,828.0,,185.0,73.0,167.0,125.0,1727.0,2017-11-22 14:27:35.000,2.7.0,37.0,56.0,88.0,21,False,sixpack,,,14.0,10.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,4.0,80.0,80.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
203,snoop,alexmojaki/snoop,debugging,"A powerful set of Python debugging tools, based on PySnooper.",,https://github.com/alexmojaki/snoop,https://github.com/alexmojaki/snoop,MIT,2019-05-13 18:45:35.000,2022-03-26 09:17:46.000,2022-03-26 09:17:40,420.0,2.0,26.0,15.0,12.0,22.0,741.0,2021-11-11 16:57:18.000,0.4.1,12.0,21.0,18.0,21,True,snoop,conda-forge/snoop,,12.0,,https://pypi.org/project/snoop,2021-11-11 16:57:18.000,12.0,26359.0,26403.0,https://anaconda.org/conda-forge/snoop,2021-11-11 19:47:40.294,314.0,3.0,,,,,,,,,,,,,,,,,,,,
204,Fixit,Instagram/Fixit,linters,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2022-02-11 16:53:12.000,2022-01-07 16:44:16,166.0,,43.0,16.0,164.0,25.0,299.0,2021-07-31 16:17:24.000,0.1.4,6.0,29.0,32.0,21,True,fixit,,,19.0,17.0,https://pypi.org/project/fixit,2021-07-30 20:35:02.000,2.0,11867.0,11867.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
205,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2022-05-02 19:39:49.000,2022-04-01 00:24:27,690.0,24.0,14.0,3.0,376.0,73.0,250.0,2022-03-27 17:47:46.000,0.32.0,48.0,14.0,36.0,21,True,nitpick,,['flake8'],4.0,,https://pypi.org/project/nitpick,2022-03-27 17:47:42.000,4.0,9857.0,9857.0,,,,3.0,4.0,,,,,,,,,,,,,,,,,,,
206,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2021-12-15 14:41:21.229,2021-09-24 20:54:11,522.0,,36.0,5.0,26.0,43.0,159.0,2020-01-11 00:29:49.000,1.6.3,33.0,10.0,33.0,21,True,releases,conda-forge/sphinx-releases,['sphinx'],809.0,443.0,https://pypi.org/project/releases,2020-01-11 00:29:49.000,366.0,6491.0,7419.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,44562.0,3.0,,,,,,,,,,,,,,,,,,,,
207,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2022-04-29 14:49:23.000,2021-10-14 20:29:54,188.0,,33.0,7.0,36.0,39.0,141.0,2021-07-03 02:09:02.000,0.9.3,28.0,6.0,34.0,21,True,mkdocs-with-pdf,,['mkdocs'],128.0,128.0,https://pypi.org/project/mkdocs-with-pdf,2021-07-03 02:04:39.000,,12424.0,12424.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
208,xar,facebookincubator/xar,packaging,executable archive format.,,https://github.com/facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2022-04-29 16:07:39.000,2022-04-29 16:06:23,87.0,5.0,51.0,35.0,21.0,23.0,1498.0,2020-12-02 20:41:20.000,20.12.2,3.0,34.0,8.0,20,True,xar,,,19.0,19.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,82.0,82.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
209,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2022-04-20 23:05:54.000,2021-06-13 07:59:39,244.0,,64.0,15.0,38.0,31.0,782.0,2021-06-13 08:00:00.000,1.7.0,28.0,16.0,27.0,20,True,portray,,,17.0,,https://pypi.org/project/portray,2021-06-13 08:00:00.000,17.0,5417.0,5417.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
210,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2022-04-27 20:01:43.000,2021-09-08 10:38:28,98.0,,23.0,8.0,63.0,34.0,500.0,2021-09-29 08:43:45.000,0.8.0,12.0,7.0,7.0,20,True,python-devtools,conda-forge/python-devtools,,665.0,664.0,https://pypi.org/project/python-devtools,2017-08-21 10:32:25.000,1.0,914.0,1095.0,https://anaconda.org/conda-forge/python-devtools,2021-09-29 17:13:46.247,2359.0,3.0,,,,,,,,,,,,,,,,,,,,
211,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2022-04-13 09:53:07.670,2022-02-02 16:18:05,489.0,,19.0,9.0,44.0,15.0,327.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,6.0,20,True,manhole,conda-forge/manhole,,133.0,95.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,38.0,13081.0,13347.0,https://anaconda.org/conda-forge/manhole,2022-04-13 09:53:07.670,2669.0,3.0,,,,,,,,,,,,,,,,,,,,
212,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2022-01-27 10:32:34.000,2022-01-27 10:32:34,98.0,,18.0,9.0,21.0,20.0,252.0,2020-02-01 18:04:00.000,0.6.3,12.0,9.0,15.0,20,True,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],751.0,697.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,54.0,328640.0,334143.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,335708.0,3.0,,,,,,,,,,,,,,,,,,,,
213,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2022-01-18 16:47:45.000,2022-01-18 16:14:21,72.0,,17.0,4.0,24.0,11.0,158.0,2019-10-22 13:04:22.000,1.3.1,9.0,7.0,5.0,20,True,pytest-datadir,conda-forge/pytest-datadir,['pytest'],657.0,586.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,71.0,117812.0,119464.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,110701.0,3.0,,,,,,,,,,,,,,,,,,,,
214,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2021-08-29 14:44:21.000,2021-03-21 11:36:52,70.0,,19.0,4.0,14.0,3.0,103.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,9.0,20,False,dodgy,conda-forge/dodgy,,2000.0,1717.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,283.0,206159.0,206553.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,27233.0,3.0,,,,,,,,,,,,,,,,,,,,
215,Birdseye,alexmojaki/birdseye,debugging,Graphical Python debugger which lets you easily view the values of all evaluated expressions.,,https://github.com/alexmojaki/birdseye,https://github.com/alexmojaki/birdseye,MIT,2017-07-22 18:49:20.000,2022-02-26 10:37:01.000,2022-02-26 10:36:56,413.0,1.0,70.0,45.0,47.0,32.0,1477.0,2021-11-11 16:04:25.000,0.9.3,38.0,10.0,18.0,19,True,birdseye,,,3.0,,https://pypi.org/project/birdseye,2021-11-11 16:04:25.000,3.0,2164.0,2164.0,,,,3.0,,,,,,,,,,,,-2.0,,,,,,,,
216,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2022-04-18 07:11:37.000,2022-03-11 18:31:51,368.0,11.0,41.0,20.0,53.0,72.0,1070.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,50.0,19,True,pyflow,,,1.0,,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,167.0,291.0,,,,3.0,4117.0,,,,,,,,,,,,,,,,,,,
217,vex,sashahart/vex,virtual-envs,Run a command in the named virtualenv.,,https://github.com/sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2021-10-30 20:12:27.000,2019-05-10 19:18:48,200.0,,25.0,13.0,24.0,40.0,372.0,2019-05-10 19:21:38.000,0.0.19,18.0,3.0,2.0,19,False,vex,,,36.0,26.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,10.0,1815.0,1815.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
218,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10,279.0,,47.0,1.0,,,248.0,,,13.0,10.0,,19,False,assertpy,conda-forge/assertpy,,92.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,92.0,338630.0,338893.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,14214.0,3.0,,,,,,,,,,,,,,,,,,,,
219,flakehell,life4/flakehell,linters,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",,https://github.com/life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40,368.0,,34.0,4.0,68.0,,225.0,2021-01-11 18:40:32.000,0.9.0,28.0,16.0,4.0,19,False,flakehell,,['flake8'],12.0,,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,12.0,43457.0,43458.0,,,,3.0,57.0,,,,,,,,,,,,,,,,,,,
220,imhotep,justinabrahms/imhotep,linters,A static-analysis bot for Github.,,https://github.com/justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2022-04-12 18:58:29.000,2022-04-12 18:50:47,399.0,41.0,36.0,7.0,67.0,26.0,218.0,2022-02-20 06:09:19.000,2.0.0,10.0,17.0,20.0,19,True,imhotep,,,16.0,11.0,https://pypi.org/project/imhotep,2022-02-20 06:09:19.000,5.0,19.0,19.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
221,unimport,hakancelik96/unimport,refactoring,"A linter, formatter for finding and removing unused import statements.",,https://github.com/hakancelik96/unimport,https://github.com/hakancelik96/unimport,MIT,2019-09-08 09:49:24.000,2022-05-04 12:33:52.000,2022-05-04 12:30:44,415.0,8.0,12.0,3.0,133.0,69.0,134.0,2022-05-04 12:33:52.000,0.9.6,37.0,13.0,10.0,19,True,unimport,,,23.0,23.0,https://pypi.org/project/unimport,2022-05-04 12:33:52.000,,5487.0,5487.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
222,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2022-02-10 13:58:38.706,2022-02-09 02:49:51,186.0,6.0,15.0,7.0,68.0,30.0,131.0,2022-02-09 03:17:52.000,0.2.3,7.0,12.0,19.0,19,True,pandas-vet,conda-forge/pandas-vet,['flake8'],85.0,76.0,https://pypi.org/project/pandas-vet,2022-02-09 02:48:57.000,9.0,7004.0,7247.0,https://anaconda.org/conda-forge/pandas-vet,2022-02-10 13:58:38.706,8961.0,3.0,44.0,,,,,,,,,,,,,,,,,,,
223,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,sphinx builder that outputs markdown files.,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2022-01-08 15:31:25.000,2022-01-08 15:29:29,100.0,,32.0,7.0,24.0,16.0,127.0,2019-12-23 17:05:52.000,0.5.4,23.0,17.0,21.0,19,True,sphinx-markdown-builder,,['sphinx'],296.0,244.0,https://pypi.org/project/sphinx-markdown-builder,2022-01-08 15:31:25.000,52.0,30868.0,30868.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
224,flake8-mypy,ambv/flake8-mypy,linters,A plugin for flake8 integrating Mypy.,,https://github.com/ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00,50.0,,15.0,4.0,13.0,3.0,103.0,2017-08-31 23:17:01.000,17.8.0,6.0,8.0,19.0,19,False,flake8-mypy,,['flake8'],980.0,870.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,110.0,49464.0,49464.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
225,unify,myint/unify,refactoring,Modifies strings to all use the same quote where possible.,,https://github.com/myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2021-06-29 19:32:02.475,2019-08-07 13:44:00,69.0,,13.0,7.0,9.0,3.0,69.0,2013-06-22 15:34:37.000,0.1.5,10.0,5.0,10.0,19,False,unify,conda-forge/unify,,517.0,481.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,36.0,95318.0,95350.0,https://anaconda.org/conda-forge/unify,2021-06-29 19:32:02.475,356.0,3.0,,,,,,,,,,,,,,,,,,,,
226,pylint-flask,jschaf/pylint-flask,linters,A Pylint plugin to analyze Flask applications.,,https://github.com/jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2021-03-10 19:35:23.000,2021-03-10 19:35:23,40.0,,9.0,5.0,8.0,5.0,60.0,,,5.0,7.0,5.0,19,False,pylint-flask,conda-forge/pylint-flask,['pylint'],6409.0,6054.0,https://pypi.org/project/pylint-flask,2019-01-30 19:26:02.000,355.0,268305.0,269093.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,54407.0,3.0,,,,,,,,,,,,,,,,,,,,
227,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2022-04-23 15:01:11.046,2022-04-22 17:23:22,403.0,125.0,10.0,2.0,11.0,30.0,48.0,2022-04-19 11:29:51.000,0.18.0,36.0,8.0,26.0,19,False,griffe,conda-forge/griffe,,1.0,,https://pypi.org/project/griffe,2022-04-19 11:29:51.000,1.0,13546.0,15829.0,https://anaconda.org/conda-forge/griffe,2022-04-23 15:01:11.046,4567.0,3.0,,,,,,,,,,,,,,,,,,,,
228,mkdocs-git-revision-date-plugin,zhaoterryy/mkdocs-git-revision-date-plugin,documentation,MkDocs plugin for setting revision date from git per markdown file.,,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,https://github.com/zhaoterryy/mkdocs-git-revision-date-plugin,MIT,2018-12-03 04:29:33.000,2022-03-08 14:43:42.000,2022-03-08 14:42:57,26.0,2.0,6.0,4.0,8.0,9.0,42.0,2022-03-08 14:43:59.000,0.3.2,9.0,7.0,3.0,19,False,mkdocs-git-revision-date-plugin,,['mkdocs'],566.0,543.0,https://pypi.org/project/mkdocs-git-revision-date-plugin,2022-03-08 14:42:31.000,23.0,25605.0,25605.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
229,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2022-02-26 06:41:41.000,2022-02-26 06:41:41,481.0,1.0,316.0,75.0,118.0,198.0,4919.0,2019-02-14 00:27:42.000,1.1.5,7.0,48.0,135.0,18,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
230,fake2db,emirozer/fake2db,testing,create custom test databases that are populated with fake data.,,https://github.com/emirozer/fake2db,https://github.com/emirozer/fake2db,GPL-2.0,2014-02-18 19:14:28.000,2021-12-15 15:44:18.935,2019-11-25 09:19:00,242.0,,117.0,66.0,29.0,15.0,2129.0,2019-03-09 13:53:12.000,1.0.0,23.0,18.0,7.0,18,False,fake2db,,,20.0,19.0,https://pypi.org/project/fake2db,2018-02-09 15:43:23.000,1.0,231.0,231.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
231,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2021-11-13 17:38:32.433,2021-11-13 14:58:04,27.0,,116.0,28.0,4.0,3.0,1391.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,4.0,18,True,heartrate,conda-forge/heartrate,,42.0,39.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,696.0,746.0,https://anaconda.org/conda-forge/heartrate,2021-11-13 17:38:32.433,552.0,3.0,,,,,,,,,,,,,,,,,,,,
232,pyheat,csurfer/pyheat,profiling,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,,https://github.com/csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-09-18 20:16:24.000,2021-09-18 20:16:24,55.0,,40.0,14.0,6.0,9.0,716.0,2018-12-06 03:59:34.000,0.0.6,6.0,5.0,5.0,18,True,py-heat,,,45.0,39.0,https://pypi.org/project/py-heat,2018-12-06 03:59:34.000,6.0,1468.0,1468.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
233,dlint,dlint-py/dlint,security,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,,https://github.com/dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2022-04-15 13:41:07.000,2022-04-15 13:40:57,216.0,2.0,6.0,2.0,4.0,15.0,89.0,2021-10-27 13:15:42.000,0.12.0,14.0,8.0,19.0,18,True,dlint,conda-forge/dlint,,43.0,,https://pypi.org/project/dlint,2021-10-27 13:15:42.000,43.0,78145.0,78178.0,https://anaconda.org/conda-forge/dlint,2021-11-09 20:19:38.085,201.0,3.0,,,,,,,,,,,,,,,,,,,,
234,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2022-04-19 17:51:55.000,2022-04-19 17:49:11,212.0,5.0,6.0,2.0,4.0,65.0,39.0,2022-04-19 17:51:49.000,2.3.3,38.0,1.0,1.0,18,False,mkdocs-print-site-plugin,,['mkdocs'],82.0,79.0,https://pypi.org/project/mkdocs-print-site-plugin,2022-04-19 17:51:49.000,3.0,5946.0,5946.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
235,dh-virtualenv,spotify/dh-virtualenv,virtual-envs,Python virtualenvs in Debian packages.,,https://github.com/spotify/dh-virtualenv,https://github.com/spotify/dh-virtualenv,GPL-2.0,2013-10-09 19:03:43.000,2022-04-07 14:47:14.000,2022-04-07 14:47:14,417.0,3.0,168.0,42.0,150.0,171.0,1528.0,,,,59.0,25.0,17,True,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,
236,pynt,rags/pynt,build-tools,A pynt of Python build.,,https://github.com/rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2020-04-13 11:49:33.000,2019-10-04 19:05:46,128.0,,18.0,11.0,9.0,13.0,150.0,2018-06-24 06:23:48.000,0.8.2,7.0,9.0,5.0,17,False,pynt,,,109.0,81.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,28.0,6061.0,6061.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
237,pyformat,myint/pyformat,formatters,Formats Python code to follow a consistent style.,,https://github.com/myint/pyformat,https://github.com/myint/pyformat,Saxpath,2013-03-24 21:45:30.000,2021-10-29 14:54:42.000,2019-05-24 17:17:56,199.0,,7.0,7.0,6.0,3.0,88.0,2014-09-07 13:57:37.000,0.5.7,23.0,3.0,3.0,17,False,pyformat,,,179.0,154.0,https://pypi.org/project/pyformat,2017-01-04 02:31:11.000,25.0,18172.0,18172.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
238,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2021-12-15 19:29:09.000,2021-08-20 18:28:32,147.0,,22.0,5.0,22.0,11.0,84.0,2021-07-27 09:00:22.000,0.4.8,18.0,7.0,3.0,17,True,lazydocs,,,78.0,66.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,12.0,1743.0,1743.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
239,autoimport,lyz-code/autoimport,formatters,Autoimport automatically fixes wrong import statements.,,https://github.com/lyz-code/autoimport,https://github.com/lyz-code/autoimport,GPL-3.0,2020-10-16 22:43:09.000,2022-05-02 18:50:48.000,2022-03-28 07:30:28,474.0,60.0,9.0,2.0,184.0,21.0,44.0,2022-02-16 17:35:44.000,1.2.2,34.0,11.0,5.0,17,False,autoimport,,,2.0,,https://pypi.org/project/autoimport,2022-02-16 17:35:44.000,2.0,2298.0,2298.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
240,tbvaccine,skorokithakis/tbvaccine,logging,A small utility to pretty-print Python tracebacks.,,https://github.com/skorokithakis/tbvaccine,https://github.com/skorokithakis/tbvaccine,MIT,2016-08-27 17:31:59.000,2020-03-01 19:24:46.000,2020-03-01 19:24:44,80.0,,12.0,4.0,18.0,13.0,367.0,2018-12-14 18:07:29.000,0.3.1,12.0,12.0,7.0,16,False,tbvaccine,,,10.0,10.0,https://pypi.org/project/tbvaccine,2018-12-14 18:07:29.000,,2891.0,2891.0,,,,3.0,,,,,,,,,,,,,,,,,,,,
