,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,updated_github_id,conda_forge
48,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2016-07-16 23:19:28.580,2023-01-16 21:20:54.000,2022-12-26 21:41:38,826.0,22.0,124.0,26.0,145.0,324.0,378.0,2022-11-09 20:45:23.777,0.38.4,71.0,67.0,35,True,39.0,wheel,conda-forge/wheel,,35357.0,,https://pypi.org/project/wheel,2022-11-09 20:45:23.777,127536899.0,128201730.0,https://anaconda.org/conda-forge/wheel,2022-11-10 03:42:20.427,51856870.0,2.0,35357.0,,,,,,,,,,,,,,,,,,,,
49,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,BSD-3-Clause,2013-07-24 16:23:39.000,2023-01-07 00:05:55.000,2022-10-08 14:17:24,541.0,,7519.0,34.0,259.0,124.0,21999.0,2022-10-08 14:12:04.684,1.5.0,23.0,74.0,34,True,69.0,numpydoc,conda-forge/numpydoc,['sphinx'],40099.0,35708.0,https://pypi.org/project/numpydoc,2022-06-09 21:27:11.000,332740.0,354405.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1559949.0,2.0,4391.0,,,,,,,,,,,,,,,,,,,,
50,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-01-07 18:07:38.000,2021-09-14 17:41:07,402.0,,985.0,176.0,144.0,217.0,7607.0,2021-07-07 17:05:04.000,0.9.53,50.0,51.0,34,False,425.0,pyautogui,conda-forge/pyautogui,,20535.0,19924.0,https://pypi.org/project/pyautogui,2021-07-07 17:05:04.000,521970.0,524846.0,https://anaconda.org/conda-forge/pyautogui,2022-09-10 02:31:57.039,178348.0,2.0,611.0,,,,,,,,,,,,,,,,,,,,
51,pyre-check,facebook/pyre-check,linters,Performant type-checking for python.,,https://github.com/facebook/pyre-check,https://github.com/facebook/pyre-check,MIT,2017-11-10 17:31:36.000,2023-01-19 11:43:11.000,2023-01-19 11:40:58,13417.0,567.0,399.0,109.0,337.0,230.0,6199.0,2022-11-08 21:43:56.374,0.9.17,75.0,231.0,34,True,125.0,pyre-check,,,33.0,,https://pypi.org/project/pyre-check,2022-06-30 15:56:01.000,164708.0,164708.0,,,,2.0,33.0,,,,,,,,,,,,,,,,,,,,
52,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2023-01-09 22:21:11.000,2023-01-04 15:49:35,1290.0,2.0,486.0,61.0,352.0,438.0,4810.0,2022-03-04 07:43:44.000,1.7.4,35.0,161.0,34,True,183.0,bandit,conda-forge/bandit,,28488.0,26954.0,https://pypi.org/project/bandit,2022-03-04 07:43:44.000,2502546.0,2507118.0,https://anaconda.org/conda-forge/bandit,2022-10-29 14:12:14.100,200749.0,1.0,1534.0,580.0,,,,,,,,,,,,,,,,,,,
53,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2022-11-27 04:07:20.000,2022-08-12 12:22:25,568.0,,235.0,33.0,214.0,173.0,3540.0,2022-08-12 12:25:03.405,1.2.2,59.0,106.0,34,True,109.0,freezegun,conda-forge/freezegun,,4479.0,,https://pypi.org/project/freezegun,2022-03-18 09:06:37.000,5019680.0,5027590.0,https://anaconda.org/conda-forge/freezegun,2022-08-12 15:46:56.359,648688.0,2.0,4479.0,,,,,,,,,,,,,,,,,,,,
54,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,,2013-08-13 15:55:58.000,2023-01-17 03:28:13.000,2023-01-12 08:47:23,1293.0,48.0,171.0,30.0,229.0,233.0,2357.0,2022-11-24 07:49:29.000,22.3.0,30.0,94.0,34,False,23.0,structlog,conda-forge/structlog,,6896.0,5957.0,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,3000784.0,3004215.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,267679.0,2.0,939.0,,,,,,,,,,,,,,,,,,,,
55,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2023-01-18 02:09:12.000,2023-01-02 10:33:42,2150.0,9.0,354.0,24.0,1521.0,952.0,2119.0,2022-09-27 22:22:25.120,0.17.0,55.0,180.0,34,True,99.0,wemake-python-styleguide,,,11093.0,11062.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,223952.0,223952.0,,,,2.0,31.0,,-1.0,,,,,,,,,,,,,,,,,,
56,prospector,PyCQA/prospector,code-metrics,"Inspects Python source files and provides information about type and location of classes, methods etc.",,https://github.com/PyCQA/prospector,https://github.com/PyCQA/prospector,GPL-2.0,2013-08-05 07:26:30.000,2023-01-18 15:52:39.000,2023-01-17 08:04:53,1340.0,40.0,160.0,34.0,240.0,295.0,1752.0,2023-01-10 19:32:09.781,1.8.4,120.0,86.0,34,True,46.0,prospector,conda-forge/prospector,,4228.0,3556.0,https://pypi.org/project/prospector,2022-03-18 13:16:26.000,597513.0,598208.0,https://anaconda.org/conda-forge/prospector,2022-03-10 06:36:03.674,53578.0,1.0,672.0,,,,,,,,,,,,,,,,,,,,
57,scons,SCons/scons,build-tools,SCons - a software construction tool.,,https://github.com/SCons/scons,https://github.com/SCons/scons,MIT,2017-03-23 22:12:34.579,2023-01-19 00:39:29.000,2023-01-17 19:58:42,8482.0,120.0,279.0,60.0,937.0,2706.0,1608.0,2022-07-30 21:59:57.000,4.4.0,29.0,147.0,34,True,653.0,scons,conda-forge/scons,,48.0,,https://pypi.org/project/scons,2021-11-17 16:05:13.000,456467.0,461945.0,https://anaconda.org/conda-forge/scons,2022-10-28 08:26:20.087,381920.0,2.0,48.0,1014.0,,,,,,,,,,,,,,,,,,,
58,pytest-mock,pytest-dev/pytest-mock,testing,Thin-wrapper around the mock package for easier use with pytest.,,https://github.com/pytest-dev/pytest-mock,https://github.com/pytest-dev/pytest-mock,MIT,2014-07-17 00:40:32.000,2023-01-16 00:19:22.000,2022-12-16 11:06:01,533.0,10.0,118.0,33.0,206.0,120.0,1509.0,2022-10-05 18:54:14.310,3.10.0,58.0,64.0,34,True,13.0,pytest-mock,conda-forge/pytest-mock,['pytest'],38986.0,34611.0,https://pypi.org/project/pytest-mock,2022-07-05 12:51:24.000,7506077.0,7530001.0,https://anaconda.org/conda-forge/pytest-mock,2022-10-06 14:14:09.423,1866135.0,2.0,4375.0,,,,,,,,,,,,,,,,,,,,
59,python-json-logger,madzak/python-json-logger,logging,Json Formatter for the standard python logger.,,https://github.com/madzak/python-json-logger,https://github.com/madzak/python-json-logger,BSD-2-Clause,2011-12-27 05:12:26.000,2023-01-08 13:49:33.000,2022-11-29 21:40:01,241.0,10.0,196.0,27.0,72.0,49.0,1418.0,2022-07-11 14:10:01.875,2.0.4,24.0,56.0,34,True,39.0,python-json-logger,conda-forge/python-json-logger,,34748.0,34019.0,https://pypi.org/project/python-json-logger,2021-07-27 23:09:33.000,11238242.0,11267507.0,https://anaconda.org/conda-forge/python-json-logger,2022-12-21 20:54:44.914,2019323.0,2.0,729.0,,,,,,,,,,,,,,,,,,,,
60,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2023-01-17 20:29:21.000,2023-01-03 11:11:23,1008.0,72.0,187.0,53.0,308.0,188.0,1107.0,2022-11-09 16:51:21.000,6.1.1,95.0,53.0,34,True,122.0,pytest-bdd,conda-forge/pytest-bdd,['pytest'],2469.0,2298.0,https://pypi.org/project/pytest-bdd,2022-07-07 14:31:17.000,553809.0,554990.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,51990.0,2.0,171.0,,,,,,,,,,,,,,,,,,,,
61,playwright-python,microsoft/playwright-python,testing,Python version of the Playwright testing and automation library.,,https://github.com/microsoft/playwright-python,https://github.com/microsoft/playwright-python,Apache-2.0,2020-07-01 15:28:13.000,2023-01-17 18:34:58.000,2023-01-17 18:34:56,603.0,28.0,666.0,113.0,680.0,872.0,7885.0,2023-01-04 14:37:14.096,1.29.1,90.0,30.0,33,True,30.0,playwright,,,3356.0,3280.0,https://pypi.org/project/playwright,2022-06-30 23:53:31.000,987936.0,987936.0,,,,2.0,76.0,,,,,,,,,,,,,,,,,,,,
62,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python with AI-powered optimization..",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2023-01-18 23:40:15.000,2023-01-18 00:53:21,2899.0,298.0,236.0,71.0,209.0,206.0,7187.0,2023-01-06 20:40:06.239,1.5.19,138.0,36.0,33,True,102.0,scalene,,,242.0,239.0,https://pypi.org/project/scalene,2022-04-29 20:48:31.000,14061.0,14061.0,,,,2.0,3.0,,,,,,,,,,,,,,,,,,,,
63,mimesis,lk-geimfari/mimesis,testing,"Mimesis is a high-performance fake data generator for Python, which provides data for a variety of purposes in a..",,https://github.com/lk-geimfari/mimesis,https://github.com/lk-geimfari/mimesis,MIT,2016-09-09 21:41:22.000,2023-01-16 10:03:58.000,2023-01-10 17:21:42,2327.0,14.0,303.0,64.0,967.0,307.0,3856.0,2022-12-17 18:19:31.923,7.0.0,42.0,115.0,33,True,14.0,mimesis,conda-forge/mimesis,,1170.0,1109.0,https://pypi.org/project/mimesis,2022-06-22 12:07:12.000,80957.0,83397.0,https://anaconda.org/conda-forge/mimesis,2022-12-18 02:34:56.874,73089.0,2.0,61.0,377.0,,,,,,,,,,,,,,,,,,,
64,pudb,inducer/pudb,debugging,Full-screen console debugger for Python.,,https://github.com/inducer/pudb,https://github.com/inducer/pudb,MIT,2011-05-13 23:44:30.000,2023-01-10 17:10:22.000,2023-01-10 17:10:21,1197.0,9.0,211.0,47.0,258.0,165.0,2576.0,2022-11-03 17:20:34.545,2022.1.3,76.0,91.0,33,True,154.0,pudb,conda-forge/pudb,,4501.0,3762.0,https://pypi.org/project/pudb,2022-03-12 19:52:37.000,243563.0,245979.0,https://anaconda.org/conda-forge/pudb,2022-11-04 08:31:30.859,188500.0,1.0,739.0,,-1.0,,,,,,,,,,,,,,,,,,
65,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2023-01-13 02:43:21.000,2022-12-13 15:35:40,371.0,17.0,145.0,27.0,80.0,125.0,1656.0,2022-12-13 15:37:01.965,0.13.11,43.0,54.0,33,True,61.0,ipdb,conda-forge/ipdb,,46208.0,37414.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,1845754.0,1849892.0,https://anaconda.org/conda-forge/ipdb,2022-12-24 23:13:15.419,322830.0,1.0,8794.0,,,,,,,,,,,,,,,,,,,,
66,nodeenv,ekalinin/nodeenv,virtual-envs,Virtual environment for Node.js & integrator with virtualenv.,,https://github.com/ekalinin/nodeenv,https://github.com/ekalinin/nodeenv,BSD-3-Clause,2011-03-29 15:28:56.000,2023-01-17 17:39:49.000,2022-08-20 08:31:04,665.0,,169.0,32.0,150.0,134.0,1530.0,2022-06-25 15:42:15.000,1.7.0,70.0,84.0,33,True,39.0,nodeenv,conda-forge/nodeenv,,34591.0,33690.0,https://pypi.org/project/nodeenv,2022-06-25 15:38:17.000,6774095.0,6804451.0,https://anaconda.org/conda-forge/nodeenv,2022-06-25 20:07:06.831,1942797.0,2.0,901.0,,,,,,,,,,,,,,,,,,,,
67,tabulate,astanin/python-tabulate,logging,"Pretty-print tabular data in Python, a library and a command-line utility. Repository migrated from..",,https://github.com/astanin/python-tabulate,https://github.com/astanin/python-tabulate,MIT,2016-05-01 20:47:06.376,2023-01-11 11:11:32.000,2022-11-08 14:21:19,598.0,8.0,116.0,21.0,78.0,116.0,1517.0,2022-10-06 17:23:25.701,0.9.0,27.0,83.0,33,True,61.0,tabulate,conda-forge/tabulate,,6688.0,,https://pypi.org/project/tabulate,2022-06-21 16:26:40.000,40592887.0,40643936.0,https://anaconda.org/conda-forge/tabulate,2022-10-07 10:29:50.640,4083928.0,2.0,6688.0,,,,,,,,,,,,,,,,,,,,
68,nose,nose-devs/nose,testing,nose is nicer testing for python.,,https://github.com/nose-devs/nose,https://github.com/nose-devs/nose,LGPL-2.1+,2011-12-13 19:36:32.000,2022-07-03 21:17:25.000,2016-03-04 01:16:26,1004.0,,387.0,47.0,261.0,463.0,1353.0,2015-06-02 09:12:36.000,1.3.7,14.0,95.0,33,False,453.0,nose,conda-forge/nose,,179245.0,134644.0,https://pypi.org/project/nose,2015-06-02 09:12:36.000,5423859.0,5456000.0,https://anaconda.org/conda-forge/nose,2020-10-11 16:52:20.277,2571337.0,2.0,44601.0,,,,,,,,,,,,,,,,,,,,
69,pydocstyle,PyCQA/pydocstyle,linters,docstring style checker.,,https://github.com/PyCQA/pydocstyle,https://github.com/PyCQA/pydocstyle,MIT,2012-01-31 17:18:23.000,2023-01-17 23:20:42.339,2023-01-17 20:27:44,742.0,18.0,187.0,20.0,313.0,218.0,993.0,2023-01-17 20:31:11.783,6.3.0,22.0,89.0,33,True,103.0,pydocstyle,conda-forge/pydocstyle,,44477.0,41948.0,https://pypi.org/project/pydocstyle,2021-05-17 20:37:45.000,2578010.0,2592296.0,https://anaconda.org/conda-forge/pydocstyle,2023-01-17 23:20:42.339,1114314.0,2.0,2529.0,59.0,,,,,,,,,,,,,,,,,,,
70,setuptools_scm,pypa/setuptools_scm,build-tools,the blessed package to manage your versions by scm tags.,,https://github.com/pypa/setuptools_scm,https://github.com/pypa/setuptools_scm,MIT,2015-07-01 17:57:56.000,2023-01-18 16:17:08.000,2023-01-07 12:18:32,1377.0,13.0,182.0,24.0,350.0,352.0,674.0,2022-12-17 16:09:02.919,7.1.0,79.0,112.0,33,True,108.0,setuptools_scm,conda-forge/setuptools_scm,,519.0,,https://pypi.org/project/setuptools_scm,2022-07-01 10:34:12.000,20155072.0,20172043.0,https://anaconda.org/conda-forge/setuptools_scm,2022-12-17 18:47:30.347,1391675.0,3.0,519.0,,,,,,,,,,,,,,,,,,,,
71,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2023-01-17 02:36:00.000,2022-12-01 18:31:00,393.0,6.0,202.0,22.0,258.0,194.0,553.0,2022-11-11 08:16:56.000,3.2.0,45.0,47.0,33,True,137.0,pytest-html,conda-forge/pytest-html,['pytest'],28267.0,27584.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,3254902.0,3259986.0,https://anaconda.org/conda-forge/pytest-html,2022-10-25 19:38:16.703,345727.0,2.0,683.0,,,,,,,,,,,,,,,,,,,,
72,parso,davidhalter/parso,linters,A Python Parser.,,https://github.com/davidhalter/parso,https://github.com/davidhalter/parso,MIT,2017-05-08 20:14:30.000,2022-12-06 20:20:10.000,2022-12-06 20:20:10,1104.0,4.0,87.0,21.0,103.0,101.0,523.0,2021-11-30 21:05:47.000,0.8.3,26.0,46.0,33,True,8.0,parso,conda-forge/parso,,267359.0,261456.0,https://pypi.org/project/parso,2021-11-30 21:05:47.000,15787523.0,15978263.0,https://anaconda.org/conda-forge/parso,2021-12-01 05:04:36.494,11635143.0,2.0,5903.0,,,,,,,,,,,,,,,,,,,,
73,pyenv,pyenv/pyenv,virtual-envs,Simple Python version management.,,https://github.com/pyenv/pyenv,https://github.com/pyenv/pyenv,MIT,2012-08-31 06:57:52.000,2023-01-18 21:21:10.000,2023-01-18 21:21:10,3022.0,97.0,2679.0,384.0,916.0,1527.0,30272.0,2023-01-15 09:45:04.000,2.3.11,67.0,408.0,32,True,27.0,pyenv,,,1.0,,https://pypi.org/project/pyenv,2019-01-12 14:49:22.000,7806.0,7806.0,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,
74,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2023-01-12 02:15:59.000,2022-12-09 01:08:31,462.0,4.0,336.0,111.0,275.0,178.0,9600.0,2022-09-07 22:01:08.223,0.3.14,38.0,31.0,32,True,97.0,py-spy,conda-forge/py-spy,,336.0,295.0,https://pypi.org/project/py-spy,2022-05-17 00:33:00.000,1039154.0,1048939.0,https://anaconda.org/conda-forge/py-spy,2022-09-09 07:18:41.721,359464.0,2.0,40.0,11074.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2022-09-07 22:01:08.223,1.0,305.0,402869.0,,
75,alive-progress,rsalmei/alive-progress,logging,"A new kind of Progress Bar, with real-time throughput, ETA, and very cool animations!.",,https://github.com/rsalmei/alive-progress,https://github.com/rsalmei/alive-progress,MIT,2019-08-05 05:54:30.000,2023-01-02 01:24:09.927,2023-01-01 22:00:05,639.0,44.0,170.0,43.0,45.0,160.0,4091.0,2023-01-02 21:20:40.562,3.0.1,28.0,7.0,32,True,16.0,alive-progress,conda-forge/alive-progress,,1544.0,1435.0,https://pypi.org/project/alive-progress,2022-04-01 19:56:01.000,144313.0,145008.0,https://anaconda.org/conda-forge/alive-progress,2023-01-02 01:24:09.927,24357.0,2.0,109.0,,,,,,,,,,,,,,,,,,,,
76,pytype,google/pytype,linters,A static type analyzer for Python code.,,https://github.com/google/pytype,https://github.com/google/pytype,Apache-2.0,2015-03-18 20:52:08.000,2023-01-19 00:09:55.000,2023-01-19 00:09:52,5782.0,156.0,261.0,56.0,779.0,470.0,4067.0,2023-01-18 00:01:11.215,2023.1.17,160.0,87.0,32,True,109.0,pytype,conda-forge/pytype,,101.0,,https://pypi.org/project/pytype,2022-06-30 19:56:49.000,337009.0,341414.0,https://anaconda.org/conda-forge/pytype,2023-01-11 08:09:29.294,140986.0,2.0,101.0,,,,,,,,,,,,,,,,,,,,
77,PDM,pdm-project/pdm,dependency-managers,A modern Python package and dependency manager supporting the latest PEP standards.,,https://github.com/pdm-project/pdm,https://github.com/pdm-project/pdm,MIT,2019-12-27 03:50:57.000,2023-01-19 00:37:25.000,2023-01-19 00:37:16,2107.0,103.0,181.0,27.0,586.0,871.0,3702.0,2023-01-12 14:31:17.507,2.4.0,141.0,93.0,32,True,26.0,pdm,conda-forge/pdm,,54.0,52.0,https://pypi.org/project/pdm,2022-07-02 11:37:49.000,68147.0,72464.0,https://anaconda.org/conda-forge/pdm,2023-01-17 04:26:44.423,69085.0,2.0,2.0,3.0,,,,,,,,,,,,,,,,,,,
78,pex,pantsbuild/pex,packaging,A library and tool for generating .pex (Python EXecutable) files.,,https://github.com/pantsbuild/pex,https://github.com/pantsbuild/pex,Apache-2.0,2014-07-21 17:06:12.000,2023-01-18 23:41:22.000,2023-01-18 23:08:21,1284.0,37.0,233.0,54.0,1055.0,835.0,2211.0,2023-01-18 23:45:01.979,2.1.121,208.0,113.0,32,True,145.0,pex,,,132.0,,https://pypi.org/project/pex,2022-07-01 19:45:26.000,801794.0,885501.0,,,,2.0,132.0,2092694.0,,,,,,,,,,,,,,,,,,,
79,pyarmor,dashingsoft/pyarmor,security,"A tool used to obfuscate python scripts, bind obfuscated scripts to fixed machine or expire obfuscated scripts.",,https://github.com/dashingsoft/pyarmor,https://github.com/dashingsoft/pyarmor,SGI-B-2.0,2017-08-26 04:11:53.000,2023-01-06 11:51:02.000,2023-01-05 16:12:23,3547.0,29.0,206.0,40.0,33.0,838.0,1972.0,2022-12-11 06:32:00.693,7.7.4,258.0,26.0,32,False,37.0,pyarmor,,,653.0,639.0,https://pypi.org/project/pyarmor,2022-06-28 00:57:42.000,516985.0,516985.0,,,,2.0,14.0,,,,,,,,,,,,,,,,,,,,
80,pdoc,mitmproxy/pdoc,documentation,API Documentation for Python Projects.,,https://github.com/mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2023-01-15 21:41:11.000,2023-01-15 21:41:11,867.0,42.0,162.0,25.0,189.0,290.0,1443.0,2023-01-06 22:04:00.729,12.3.1,94.0,46.0,32,True,14.0,pdoc,,,1205.0,1002.0,https://pypi.org/project/pdoc,2022-06-08 15:33:02.000,62323.0,62323.0,,,,2.0,203.0,,,,,,,,,,,,,,,,,,,,
81,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2023-01-15 22:51:34.000,2023-01-15 18:33:12,369.0,43.0,81.0,17.0,64.0,186.0,1085.0,2021-12-10 21:09:37.000,2.13.3,47.0,24.0,32,True,36.0,typeguard,conda-forge/typeguard,,11319.0,10934.0,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,5815922.0,5819886.0,https://anaconda.org/conda-forge/typeguard,2022-07-27 14:30:31.626,190310.0,2.0,385.0,,,,,,,,,,,,,,,,,,,,
82,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2023-01-10 17:13:55.000,2023-01-10 17:13:51,1097.0,10.0,136.0,22.0,296.0,211.0,738.0,2022-07-16 16:40:18.561,0.12.0,28.0,74.0,32,True,51.0,nose2,conda-forge/nose2,,6696.0,5614.0,https://pypi.org/project/nose2,2022-02-13 00:26:17.000,477845.0,479277.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,80207.0,2.0,1082.0,,,,,,,,,,,,,,,,,,,,
83,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,BSD-3-Clause,2009-02-03 18:52:25.000,2023-01-18 19:40:33.000,2023-01-18 19:40:33,1756.0,30.0,176.0,21.0,344.0,386.0,647.0,2022-06-20 18:54:02.000,4.34.0,64.0,107.0,32,True,141.0,breathe,conda-forge/breathe,,9557.0,8527.0,https://pypi.org/project/breathe,2022-06-20 18:52:31.000,227223.0,232895.0,https://anaconda.org/conda-forge/breathe,2022-06-21 01:45:19.926,423919.0,2.0,1030.0,435.0,,,,,,,,,,,,,,,,,,breathe-doc/breathe,
84,memray,bloomberg/memray,profiling,Memray is a memory profiler for Python.,,https://github.com/bloomberg/memray,https://github.com/bloomberg/memray,Apache-2.0,2022-04-08 18:04:11.000,2023-01-19 14:02:52.000,2023-01-19 13:06:39,909.0,80.0,276.0,53.0,189.0,70.0,9967.0,2023-01-17 23:09:01.475,1.6.0,11.0,22.0,31,True,20.0,memray,conda-forge/memray,,75.0,74.0,https://pypi.org/project/memray,2022-05-16 23:52:50.000,82660.0,84387.0,https://anaconda.org/conda-forge/memray,2023-01-18 04:04:53.209,15550.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,
85,pyinstrument,joerick/pyinstrument,profiling,Call stack profiler for Python. Shows you why your code is slow!.,,https://github.com/joerick/pyinstrument,https://github.com/joerick/pyinstrument,BSD-3-Clause,2014-03-13 17:53:13.000,2023-01-17 12:32:35.000,2022-12-27 19:53:44,809.0,17.0,198.0,55.0,121.0,96.0,5042.0,2022-11-05 12:02:04.078,4.4.0,39.0,47.0,31,True,14.0,pyinstrument,conda-forge/pyinstrument,,1163.0,1057.0,https://pypi.org/project/pyinstrument,2022-07-03 16:21:24.000,412800.0,414876.0,https://anaconda.org/conda-forge/pyinstrument,2022-11-05 17:20:23.957,157779.0,2.0,106.0,,,,,,,,,,,,,,,,,,,,
86,pipreqs,bndr/pipreqs,dependency-managers,pipreqs - Generate pip requirements.txt file based on imports of any project. Looking for maintainers to move this..,,https://github.com/bndr/pipreqs,https://github.com/bndr/pipreqs,Apache-2.0,2015-04-22 16:38:14.000,2023-01-16 14:18:46.000,2023-01-14 14:49:35,315.0,4.0,321.0,58.0,139.0,96.0,4809.0,2021-12-15 16:10:13.225,0.1.0,40.0,53.0,31,True,145.0,pipreqs,conda-forge/pipreqs,,15781.0,15445.0,https://pypi.org/project/pipreqs,2021-10-23 09:15:35.000,792604.0,793025.0,https://anaconda.org/conda-forge/pipreqs,2022-04-08 21:43:21.706,32070.0,3.0,336.0,,2.0,,,,,,,,,,,,,,,,,,
87,flit,pypa/flit,build-tools,Simplified packaging of Python modules.,,https://github.com/pypa/flit,https://github.com/pypa/flit,BSD-3-Clause,2015-03-13 21:22:27.000,2023-01-12 20:38:29.000,2022-12-16 15:24:11,1134.0,14.0,109.0,31.0,251.0,257.0,1886.0,2022-11-05 13:10:04.066,3.8.0,47.0,63.0,31,True,124.0,flit,conda-forge/flit,,270.0,,https://pypi.org/project/flit,2022-02-23 11:36:30.000,206228.0,208210.0,https://anaconda.org/conda-forge/flit,2022-11-06 11:38:49.501,140792.0,3.0,270.0,,,,,,,,,,,,,,,,,,,,
88,doit,pydoit/doit,build-tools,task management & automation tool.,,https://github.com/pydoit/doit,https://github.com/pydoit/doit,MIT,2014-02-14 22:21:23.000,2023-01-16 03:40:21.000,2023-01-16 03:40:03,1483.0,4.0,157.0,51.0,160.0,215.0,1529.0,2022-04-22 15:33:23.000,0.36.0,48.0,65.0,31,True,71.0,doit,conda-forge/doit,,1408.0,1127.0,https://pypi.org/project/doit,2022-04-22 15:33:23.000,400085.0,402636.0,https://anaconda.org/conda-forge/doit,2022-04-22 16:36:58.774,155611.0,3.0,281.0,,,,,,,,,,,,,,,,,,,,
89,logbook,getlogbook/logbook,logging,A cool logging replacement for Python.,,https://github.com/getlogbook/logbook,https://github.com/getlogbook/logbook,BSD-3-Clause,2010-07-22 10:13:12.000,2022-10-28 10:53:26.838,2019-10-16 17:48:40,1195.0,,158.0,35.0,151.0,125.0,1427.0,2019-10-16 18:14:55.000,1.5.3,41.0,76.0,31,False,64.0,logbook,conda-forge/logbook,,4938.0,3755.0,https://pypi.org/project/logbook,2019-10-16 18:14:55.000,2279212.0,2281563.0,https://anaconda.org/conda-forge/logbook,2022-10-28 10:53:26.838,108035.0,3.0,1183.0,283.0,,,,,,,,,,,,,,,,,,,
