,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,trending,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
131,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time multithreading, asyncio and gevent aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2023-01-17 07:07:26.000,2022-11-25 12:58:03,700.0,,61.0,13.0,64.0,21.0,50.0,1128.0,2022-10-31 08:28:00.894,1.4.0,22.0,28.0,27,True,,yappi,conda-forge/yappi,,1270.0,924.0,https://pypi.org/project/yappi,2022-10-31 08:28:00.894,346.0,1354247.0,1356338.0,https://anaconda.org/conda-forge/yappi,2022-11-02 18:35:11.317,148463.0,3.0,,,,,,,,,,,,,,,,,
132,pytest-benchmark,ionelmc/pytest-benchmark,testing,py.test fixture for benchmarking code.,,https://github.com/ionelmc/pytest-benchmark,https://github.com/ionelmc/pytest-benchmark,BSD-2-Clause,2014-10-10 10:55:33.000,2023-04-27 00:15:19.000,2023-04-27 00:15:19,1004.0,3.0,100.0,18.0,67.0,86.0,86.0,1078.0,,,5.0,39.0,27,True,,pytest-benchmark,conda-forge/pytest-benchmark,['pytest'],6740.0,6740.0,https://pypi.org/project/pytest-benchmark,,,979053.0,999191.0,https://anaconda.org/conda-forge/pytest-benchmark,2022-10-26 11:10:23.029,1731885.0,3.0,,,,,,,,,,,,,,,,,
133,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-04-17 09:40:56.000,2022-08-08 11:25:05,700.0,,99.0,20.0,96.0,48.0,95.0,988.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,27,True,,pylama,,,6456.0,5805.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,651.0,179712.0,179712.0,,,,3.0,,,,,,,,,,,,,,,,,
134,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-05-02 07:56:38.000,2023-05-02 07:54:54,349.0,21.0,44.0,16.0,75.0,26.0,115.0,659.0,2023-03-25 21:24:43.000,2.0.2,38.0,23.0,27,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1095.0,1095.0,https://pypi.org/project/pytest-testmon,,,129212.0,129827.0,https://anaconda.org/conda-forge/pytest-testmon,2019-08-03 00:17:17.063,38751.0,3.0,,,,,,,,,,,,,,,,,
135,pep8-naming,PyCQA/pep8-naming,linters,Naming Convention checker for Python.,,https://github.com/PyCQA/pep8-naming,https://github.com/PyCQA/pep8-naming,,2013-02-09 18:32:52.000,2023-05-06 20:04:57.000,2023-05-06 20:04:56,258.0,2.0,131.0,15.0,123.0,16.0,78.0,447.0,2022-12-19 20:46:12.000,0.13.3,18.0,35.0,27,False,,pep8-naming,conda-forge/pep8-naming,,47239.0,47239.0,https://pypi.org/project/pep8-naming,,,1803198.0,1806656.0,https://anaconda.org/conda-forge/pep8-naming,2022-12-20 00:48:27.815,300915.0,3.0,,,,,,,,,,,,,,,,,
136,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2022-11-16 17:18:02.000,2022-08-10 16:41:28,230.0,,109.0,21.0,61.0,12.0,41.0,426.0,2022-08-10 16:47:16.981,1.6.0,31.0,37.0,27,True,,ddt,conda-forge/ddt,,6382.0,5041.0,https://pypi.org/project/ddt,2022-08-10 16:47:16.981,1341.0,358320.0,359442.0,https://anaconda.org/conda-forge/ddt,2022-09-22 12:35:17.572,83082.0,3.0,,,,,,,,,,,,,,,,,
137,numpydoc,numpy/numpydoc,documentation,Numpys Sphinx extensions.,,https://github.com/numpy/numpydoc,https://github.com/numpy/numpydoc,,2013-07-24 16:23:39.000,2023-03-15 17:25:55.000,2023-03-14 19:01:25,547.0,3.0,137.0,34.0,265.0,63.0,127.0,243.0,2022-10-08 14:08:14.000,1.5.0,14.0,76.0,27,False,,numpydoc,conda-forge/numpydoc,['sphinx'],38236.0,38236.0,https://pypi.org/project/numpydoc,,,379404.0,403298.0,https://anaconda.org/conda-forge/numpydoc,2022-10-09 00:00:11.878,1815984.0,2.0,,,,,,,,,,,,,,,,,
138,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-05-09 08:32:48.000,2023-05-08 06:33:29,274.0,15.0,33.0,8.0,97.0,10.0,52.0,224.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,27,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3494.0,3494.0,https://pypi.org/project/pytest-mypy,,,234650.0,236282.0,https://anaconda.org/conda-forge/pytest-mypy,2020-11-24 14:50:18.057,63662.0,3.0,,,,,,,,,,,,,,,,,
139,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2017-05-29 17:11:25.872,2023-04-11 12:34:02.647,2022-02-16 05:16:40,168.0,,383.0,78.0,41.0,24.0,38.0,4019.0,2023-04-07 14:10:00.760,3.24.3,198.0,16.0,26,False,,rebound,conda-forge/rebound,,43.0,24.0,https://pypi.org/project/rebound,2022-04-25 14:15:09.000,19.0,5376.0,9165.0,https://anaconda.org/conda-forge/rebound,2023-04-11 12:34:02.647,272657.0,3.0,,220.0,,,,,,,,,,,,,,,
140,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-05-03 11:15:44.000,2023-05-03 09:02:42,975.0,11.0,362.0,40.0,475.0,167.0,379.0,3096.0,,,10.0,126.0,26,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,2670188.0,2671728.0,https://anaconda.org/conda-forge/factory_boy,2021-10-26 21:47:41.376,123213.0,3.0,,,,,,,,,,,,,,,,,
141,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2023-05-08 15:10:58.000,2023-04-11 16:04:33,1217.0,6.0,319.0,47.0,404.0,86.0,198.0,3039.0,2022-10-05 17:13:10.000,1.4.0,8.0,71.0,26,True,,detect-secrets,,,,,https://pypi.org/project/detect-secrets,,,402450.0,402450.0,,,,3.0,,,,,,,,,,,,,,,,,
142,pdbpp,pdbpp/pdbpp,debugging,"pdb++, a drop-in replacement for pdb (the Python debugger).",,https://github.com/pdbpp/pdbpp,https://github.com/pdbpp/pdbpp,BSD-3-Clause,2017-06-11 13:42:16.000,2023-02-08 01:23:10.000,2022-07-14 18:31:38,706.0,,59.0,19.0,316.0,91.0,125.0,1086.0,2021-07-09 22:22:20.000,0.10.3,26.0,41.0,26,True,,pdbpp,conda-forge/pdbpp,,5443.0,4749.0,https://pypi.org/project/pdbpp,2021-07-09 22:22:20.000,694.0,242343.0,243727.0,https://anaconda.org/conda-forge/pdbpp,2021-07-11 15:21:48.419,95517.0,2.0,,,,,,,,,,,,,,,,,
143,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2023-05-08 19:27:20.000,2023-05-08 19:26:17,1581.0,69.0,195.0,29.0,930.0,66.0,780.0,1071.0,2023-04-08 19:04:21.000,6.14.9,53.0,103.0,26,True,,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,98725.0,102978.0,https://anaconda.org/conda-forge/cx_freeze,2023-04-09 01:25:04.667,221202.0,3.0,,,,,,,,,,,,,,,,,
144,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2023-03-13 06:57:40.000,2023-03-13 01:30:13,821.0,16.0,56.0,25.0,88.0,30.0,60.0,1067.0,2023-02-22 04:00:16.000,1.24.1,50.0,23.0,26,True,,wily,,,188.0,178.0,https://pypi.org/project/wily,2022-10-20 05:13:01.074,10.0,9983.0,9983.0,,,,3.0,,,,,,,,,,,,,,,,,
145,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-03-19 22:56:32.000,2022-07-29 16:12:10,178.0,,35.0,5.0,102.0,21.0,27.0,480.0,2021-09-10 23:05:20.000,1.5.0,14.0,12.0,26,True,,interrogate,,,4382.0,4204.0,https://pypi.org/project/interrogate,2021-09-10 23:05:20.000,178.0,115284.0,115284.0,,,,2.0,,,,,,,,,,,,,,,,,
146,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-02-09 10:55:49.000,2023-02-09 08:53:43,295.0,,58.0,19.0,59.0,16.0,53.0,460.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,26,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],17793.0,17793.0,https://pypi.org/project/sphinx-autobuild,,,397444.0,399849.0,https://anaconda.org/conda-forge/sphinx-autobuild,2021-03-14 17:15:24.297,175609.0,2.0,,,,,,,,,,,,,,,,,
147,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-05-08 21:55:11.000,2023-05-06 17:29:18,525.0,27.0,20.0,7.0,451.0,3.0,51.0,429.0,2023-04-13 09:29:03.639,3.12.0,37.0,15.0,26,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],694.0,,https://pypi.org/project/flake8-comprehensions,2022-10-29 23:12:51.523,694.0,935194.0,944286.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-04-13 19:34:20.810,709194.0,3.0,,,,,,,,,,,,,,,,,
148,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-05-08 18:43:02.000,2023-05-08 18:35:17,91.0,19.0,31.0,7.0,16.0,11.0,47.0,323.0,2023-05-08 18:47:19.000,2.9.1,23.0,6.0,26,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],2652.0,2544.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2022-07-24 17:45:31.955,108.0,104410.0,104410.0,,,,2.0,,,,,,,,,,,,,,,,,
149,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-05-02 21:10:36.000,2022-12-27 20:44:55,370.0,,13.0,5.0,255.0,16.0,30.0,301.0,2022-09-20 20:07:10.434,1.4.0,15.0,16.0,26,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],16261.0,16146.0,https://pypi.org/project/flake8-eradicate,2022-09-20 20:07:10.434,115.0,520012.0,520346.0,https://anaconda.org/conda-forge/flake8-eradicate,2022-09-26 17:26:04.280,8372.0,3.0,,,,,,,,,,,,,,,,,
150,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-05-08 17:24:10.000,2023-04-16 08:34:06,854.0,7.0,25.0,11.0,24.0,161.0,303.0,245.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,26,False,,py2app,,,4409.0,4409.0,https://pypi.org/project/py2app,,,17769.0,17769.0,,,,3.0,,,,,,,,,,,,,,,,,
151,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-04-28 19:12:20.000,2023-04-28 19:12:18,591.0,21.0,40.0,5.0,27.0,28.0,46.0,170.0,2023-04-28 19:14:01.551,2.1.1,37.0,10.0,26,True,,releases,conda-forge/sphinx-releases,['sphinx'],933.0,562.0,https://pypi.org/project/releases,2023-01-02 18:25:53.338,371.0,13045.0,13851.0,https://anaconda.org/conda-forge/sphinx-releases,2021-10-19 17:29:57.242,48378.0,2.0,,,,,,,,,,,,,,,,,
152,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2022-12-20 11:05:53.269,2022-12-19 16:44:44,108.0,,31.0,4.0,65.0,5.0,43.0,166.0,,,15.0,32.0,26,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],18213.0,18213.0,https://pypi.org/project/flake8-quotes,,,782205.0,790668.0,https://anaconda.org/conda-forge/flake8-quotes,2022-12-20 11:05:53.269,677113.0,3.0,,,,,,,,,,,,,,,,,
153,Griffe,mkdocstrings/griffe,documentation,"Signatures for entire Python programs. Extract the structure, the frame, the skeleton of your project, to generate API..",,https://github.com/mkdocstrings/griffe,https://github.com/mkdocstrings/griffe,ISC,2021-09-09 21:49:44.000,2023-05-10 21:36:19.713,2023-05-10 17:03:52,581.0,69.0,26.0,4.0,31.0,28.0,95.0,162.0,,,29.0,17.0,26,True,,griffe,conda-forge/griffe,,1961.0,1961.0,https://pypi.org/project/griffe,,,393542.0,401868.0,https://anaconda.org/conda-forge/griffe,2023-05-10 21:36:19.713,116568.0,2.0,,,,,,,,,,,,,,,,,
154,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-05-07 11:32:06.000,2023-05-07 11:32:06,501.0,31.0,36.0,11.0,56.0,5.0,58.0,150.0,2023-02-11 21:55:09.000,0.9.29,29.0,24.0,26,True,,asteval,conda-forge/asteval,,173.0,,https://pypi.org/project/asteval,2022-11-07 21:57:22.231,173.0,194141.0,197660.0,https://anaconda.org/conda-forge/asteval,2023-02-24 20:47:30.194,278054.0,3.0,,,,,,,,,,,,,,,,,
155,flake8-isort,gforcada/flake8-isort,linters,flake8 plugin that integrates isort.,,https://github.com/gforcada/flake8-isort,https://github.com/gforcada/flake8-isort,GPL-2.0,2015-09-12 19:25:34.000,2022-12-23 09:25:56.098,2022-12-22 22:55:55,353.0,,91.0,7.0,80.0,7.0,48.0,149.0,,,12.0,37.0,26,True,,flake8-isort,conda-forge/flake8-isort,['flake8'],22005.0,22005.0,https://pypi.org/project/flake8-isort,,,1045841.0,1046705.0,https://anaconda.org/conda-forge/flake8-isort,2022-12-23 09:25:56.098,37154.0,3.0,,,,,,,,,,,,,,,,,
156,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-02-28 01:38:58.000,2022-12-04 22:09:17,262.0,,138.0,51.0,41.0,38.0,70.0,6757.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,25,True,,icecream,conda-forge/icecream,,125.0,,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,125.0,264862.0,265472.0,https://anaconda.org/conda-forge/icecream,2022-07-21 16:51:26.595,15261.0,3.0,,,,,,,,,,,,,,,,,
157,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,612.0,155.0,35.0,166.0,119.0,1904.0,2017-02-20 12:00:41.000,0.2.7,1.0,13.0,25,False,,uiautomator,,,244.0,244.0,https://pypi.org/project/uiautomator,,,42128.0,42128.0,,,,3.0,,,,,,,,,,,,,,,,,
158,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,113.0,25.0,221.0,100.0,161.0,1755.0,2020-04-28 06:31:17.000,.0.8.3,11.0,37.0,25,False,,dephell,,,815.0,815.0,https://pypi.org/project/dephell,,,3160.0,3164.0,,,,3.0,,214.0,,,,,,,,,,,,,,,
159,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2022-12-07 18:15:43.000,2022-07-24 14:45:54,478.0,,84.0,10.0,59.0,57.0,53.0,1044.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,25,True,,pympler,conda-forge/pympler,,330.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,330.0,1786414.0,1790570.0,https://anaconda.org/conda-forge/pympler,2022-07-24 00:00:16.620,307572.0,3.0,5.0,,,,,,,,,,,,,,,,
160,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2022-12-21 03:55:00.000,2022-12-21 03:55:00,575.0,,135.0,8.0,114.0,105.0,201.0,965.0,2019-01-24 16:15:02.000,0.3.11,5.0,58.0,25,True,,pdoc3,anaconda/pdoc3,,3212.0,3212.0,https://pypi.org/project/pdoc3,,,232721.0,232749.0,https://anaconda.org/anaconda/pdoc3,2020-11-30 22:53:50.187,1192.0,3.0,,,,,,,,,,,,,,,,,
161,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2022-11-03 15:48:18.639,2019-06-15 20:36:43,183.0,,55.0,11.0,49.0,48.0,42.0,690.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,25,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],8588.0,7913.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,675.0,383048.0,384381.0,https://anaconda.org/conda-forge/pytest-watch,2022-11-03 15:48:18.639,85321.0,3.0,,,,,,,,,,,,,,,,,
162,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-05-11 09:00:05.000,2023-03-13 20:38:27,472.0,9.0,70.0,19.0,415.0,10.0,106.0,563.0,2022-10-20 06:20:02.477,3.4.0,40.0,36.0,25,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,85.0,,https://pypi.org/project/mypy-protobuf,2022-10-20 06:20:02.477,85.0,1097248.0,1100359.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-08-24 19:50:22.562,93344.0,3.0,,,,,,,,,,,,,,,,,
163,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-05-02 14:07:31.000,2023-05-02 14:06:24,564.0,1.0,37.0,6.0,69.0,18.0,76.0,279.0,,,11.0,22.0,25,True,,check-manifest,conda-forge/check-manifest,,9129.0,9129.0,https://pypi.org/project/check-manifest,,,209481.0,211121.0,https://anaconda.org/conda-forge/check-manifest,2022-12-05 13:13:18.863,86924.0,3.0,,,,,,,,,,,,,,,,,
164,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2021-02-16 21:31:02.632,2021-02-16 17:29:00,446.0,,53.0,9.0,171.0,33.0,23.0,194.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,971.0,971.0,https://pypi.org/project/data-science-types,,,110077.0,110351.0,https://anaconda.org/conda-forge/data-science-types,2021-02-16 21:31:02.632,7969.0,3.0,,,,,,,,,,,,,,,,,
165,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/wemake-services/eradicate,https://github.com/wemake-services/eradicate,,2012-12-23 04:39:48.000,2023-03-03 08:37:32.000,2023-03-02 07:12:43,177.0,3.0,23.0,4.0,22.0,6.0,16.0,177.0,2023-03-01 08:38:22.000,2.2.0,3.0,13.0,25,False,wemake-services/eradicate,eradicate,conda-forge/eradicate,,13352.0,13352.0,https://pypi.org/project/eradicate,,,578512.0,578751.0,https://anaconda.org/conda-forge/eradicate,2022-04-13 14:13:20.049,5980.0,2.0,,,,,,,,,,,,,,,,,
166,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2023-04-16 03:54:42.000,2023-04-12 09:10:26,308.0,1.0,928.0,234.0,114.0,21.0,100.0,15844.0,,,23.0,27.0,24,True,,pysnooper,conda-forge/pysnooper,,,,https://pypi.org/project/pysnooper,,,291068.0,292374.0,https://anaconda.org/conda-forge/pysnooper,2022-04-04 02:05:04.609,62701.0,3.0,,,,,,,,,,,,,,,,,
167,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2023-05-09 12:40:26.000,2023-05-09 12:40:25,1036.0,20.0,145.0,38.0,454.0,13.0,356.0,2637.0,,,112.0,34.0,24,True,,pyupgrade,conda-forge/pyupgrade,,,,https://pypi.org/project/pyupgrade,,,382040.0,392283.0,https://anaconda.org/conda-forge/pyupgrade,2023-05-06 23:44:39.754,532663.0,2.0,,,,,,,,,,,,,,,,,
168,beartype,beartype/beartype,linters,Unbearably fast near-real-time runtime type-checking in pure Python.,,https://github.com/beartype/beartype,https://github.com/beartype/beartype,MIT,2020-04-03 06:06:22.000,2023-05-11 08:17:25.000,2023-05-11 07:44:58,926.0,81.0,34.0,12.0,39.0,45.0,138.0,1798.0,2023-05-02 04:55:53.000,0.14.0,25.0,16.0,24,True,,beartype,conda-forge/beartype,,,,https://pypi.org/project/beartype,,,211904.0,213198.0,https://anaconda.org/conda-forge/beartype,2023-05-02 07:37:54.210,45290.0,3.0,,,,,,,,,,,,,,,,,
169,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-02-25 17:42:34.000,2023-02-25 17:42:34,1421.0,6.0,238.0,94.0,381.0,83.0,419.0,1527.0,2022-11-04 02:55:01.000,0.13.8,9.0,39.0,24,True,,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,20273.0,21100.0,https://anaconda.org/conda-forge/pybuilder,2023-02-22 05:27:45.894,42205.0,3.0,,,,,,,,,,,,,,,,,
170,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2022-12-08 10:54:50.000,2020-11-16 12:31:58,468.0,,63.0,22.0,85.0,28.0,52.0,503.0,2020-11-16 12:36:24.000,0.11.2,7.0,23.0,24,False,,mamba,,,761.0,761.0,https://pypi.org/project/mamba,,,12725.0,12725.0,,,,3.0,,,,,,,,,,,,,,,,,
171,xxh,xxh/xxh,shell,Bring your favorite shell wherever you go through the ssh.,,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-04-27 07:35:08.000,2023-04-27 07:35:07,756.0,3.0,88.0,42.0,50.0,19.0,58.0,4380.0,2022-09-29 10:18:30.000,0.8.12,89.0,23.0,23,True,,xxh-xxh,,,74.0,74.0,https://pypi.org/project/xxh-xxh,,,253.0,290.0,,,,3.0,,1458.0,,,,,,,,,,,,,,,
172,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-02-20 18:24:13.000,2023-02-20 18:24:13,204.0,2.0,35.0,8.0,34.0,6.0,21.0,1234.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,23,True,,stackprinter,conda-forge/stackprinter,,256.0,256.0,https://pypi.org/project/stackprinter,,,419673.0,419783.0,https://anaconda.org/conda-forge/stackprinter,2020-10-31 17:18:37.537,5192.0,3.0,,,,,,,,,,,,,,,,,
173,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-01-03 00:40:56.000,2023-01-03 00:40:56,266.0,,71.0,18.0,42.0,32.0,31.0,838.0,2022-12-19 09:01:00.611,1.8.0,29.0,20.0,23,True,,portray,,,813.0,792.0,https://pypi.org/project/portray,2022-12-19 09:01:00.611,21.0,16907.0,16907.0,,,,3.0,,,,,,,,,,,,,,,,,
174,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-04-26 13:55:11.805,2023-04-26 09:11:54,1074.0,19.0,42.0,15.0,21.0,39.0,54.0,724.0,2022-09-11 00:45:22.000,3.3.5,51.0,9.0,23,True,,hunter,conda-forge/hunter,,134.0,134.0,https://pypi.org/project/hunter,,,12504.0,14169.0,https://anaconda.org/conda-forge/hunter,2023-04-26 13:55:11.805,36639.0,3.0,,,,,,,,,,,,,,,,,
