,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_latest_release_published_at,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2023-10-05 17:09:42.000,2023-10-05 17:09:41,271.0,22.0,150.0,52.0,162.0,1.0,2.0,2031.0,2023-10-05 17:09:45.000,2023.10.05,100.0,12.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,best-of-mkdocs,pawamoy/best-of-mkdocs,documentation,Collection of MkDocs projects and plugins.,True,https://github.com/mkdocs/catalog,https://github.com/mkdocs/catalog,CC-BY-SA-4.0,2022-04-17 07:48:22.000,2023-10-07 12:59:37.000,2023-10-07 12:59:36,214.0,30.0,29.0,11.0,128.0,4.0,11.0,464.0,2023-06-29 18:48:34.000,2023.06.29,68.0,18.0,0,True,mkdocs/catalog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2023-10-12 10:25:47.000,2023-10-10 21:16:24,15359.0,178.0,2342.0,192.0,5281.0,791.0,4648.0,10675.0,2023-09-07 18:56:03.000,7.4.2,110.0,915.0,47,True,,pytest,conda-forge/pytest,['pytest'],1044243.0,1044243.0,https://pypi.org/project/pytest,89037970.0,89676524.0,https://anaconda.org/conda-forge/pytest,2023-09-07 23:17:51.935,22987967.0,1.0,,,,,,,,,,,,,,,,,
5,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2023-10-12 11:12:07.000,2023-10-12 11:12:06,14169.0,202.0,2976.0,311.0,5315.0,1043.0,6027.0,8974.0,2023-07-22 09:17:31.000,23.2.1,134.0,753.0,47,True,,pip,conda-forge/pip,,165950.0,154830.0,https://pypi.org/project/pip,166881342.0,169136623.0,https://anaconda.org/conda-forge/pip,2023-07-22 11:20:31.783,92466551.0,1.0,2023-07-22 09:17:31.000,11120.0,,,,,,,,,,,,,,,
6,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2023-10-11 06:27:49.000,2023-10-10 03:02:27,1680.0,81.0,2137.0,227.0,1519.0,372.0,2033.0,33921.0,2023-09-11 00:38:59.000,23.9.1,49.0,405.0,46,True,,black,conda-forge/black,,435337.0,422874.0,https://pypi.org/project/black,28844945.0,29063511.0,https://anaconda.org/conda-forge/black,2023-10-10 18:50:51.392,8488881.0,1.0,2023-09-11 00:38:59.000,12463.0,49699.0,,,,,,,,,,,,,,
7,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-10-12 14:20:58.000,2023-10-08 20:51:31,14155.0,197.0,1044.0,90.0,1446.0,570.0,1804.0,2157.0,2023-09-12 17:22:21.000,68.2.2,552.0,582.0,46,True,,setuptools,conda-forge/setuptools,,441122.0,402438.0,https://pypi.org/project/setuptools,350732055.0,353031549.0,https://anaconda.org/conda-forge/setuptools,2023-09-12 19:55:09.802,94279260.0,1.0,2023-09-12 17:22:04.000,38684.0,,,,,,,,,,,,,,,
8,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2023-10-11 11:34:33.000,2023-10-11 07:48:13,8598.0,180.0,1786.0,360.0,1817.0,179.0,3893.0,24182.0,2023-10-03 13:23:00.000,2023.10.3,93.0,484.0,45,True,,pipenv,conda-forge/pipenv,,113718.0,113718.0,https://pypi.org/project/pipenv,11376928.0,11380109.0,https://anaconda.org/conda-forge/pipenv,2023-10-03 17:41:12.347,130426.0,1.0,,,,,,,,,,,,,,,,,
9,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2023-10-04 12:46:13.000,2023-10-04 12:46:12,5970.0,29.0,1346.0,236.0,650.0,281.0,1407.0,9584.0,2023-07-20 15:38:39.940,0.1.0,90.0,198.0,45,True,,psutil,conda-forge/psutil,,393425.0,375977.0,https://pypi.org/project/psutil,112345911.0,113021166.0,https://anaconda.org/conda-forge/psutil,2023-09-22 07:35:14.305,26334962.0,1.0,2023-04-17 18:27:02.245,17448.0,,,,,,,,,,,,,,,
