,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2023-12-06 01:20:00.000,2023-12-06 01:19:50,14301.0,168.0,1044.0,92.0,1472.0,570.0,1823.0,2190.0,2023-11-21 19:01:21.000,69.0.2,555.0,586.0,45,True,,setuptools,conda-forge/setuptools,,473547.0,434293.0,https://pypi.org/project/setuptools,2023-11-21 19:00:58.000,39254.0,338739557.0,341027530.0,https://anaconda.org/conda-forge/setuptools,2023-09-12 19:55:09.802,98382841.0,1.0,,,,,,,,,,,,,,,,,,,
11,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2023-12-04 13:07:08.000,2023-11-15 22:14:14,20450.0,57.0,1977.0,148.0,5064.0,1207.0,5510.0,5792.0,2023-09-13 23:13:23.000,7.2.6,198.0,790.0,44,True,,sphinx,conda-forge/sphinx,['sphinx'],408951.0,345434.0,https://pypi.org/project/sphinx,2023-09-13 23:13:23.000,63517.0,12457294.0,12656681.0,https://anaconda.org/conda-forge/sphinx,2023-09-13 23:26:46.261,8573675.0,1.0,,,,,,,,,,,,,,,,,,,
12,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2023-12-06 13:58:35.000,2023-11-15 16:31:56,3870.0,37.0,1675.0,548.0,1050.0,197.0,1057.0,45720.0,2023-11-15 16:33:44.000,13.7.0,190.0,235.0,43,True,,rich,conda-forge/rich,,152197.0,146471.0,https://pypi.org/project/rich,2023-11-15 16:32:11.000,5726.0,37723025.0,37863791.0,https://anaconda.org/conda-forge/rich,2023-11-16 18:47:06.251,5771412.0,1.0,,,,,,,,,,,,,,,,,,,
13,ruff,charliermarsh/ruff,linters,"An extremely fast Python linter and code formatter, written in Rust.",,https://github.com/astral-sh/ruff,https://github.com/astral-sh/ruff,MIT,2022-08-09 17:17:44.000,2023-12-07 13:32:15.000,2023-12-07 05:01:55,5821.0,896.0,694.0,69.0,5393.0,611.0,2859.0,21079.0,2023-12-04 23:28:33.000,0.1.7,274.0,328.0,43,True,astral-sh/ruff,ruff,conda-forge/ruff,,26756.0,25010.0,https://pypi.org/project/ruff,2023-12-04 21:53:47.000,1746.0,7951547.0,7994003.0,https://anaconda.org/conda-forge/ruff,2023-12-05 01:59:03.086,438605.0,1.0,104623.0,,,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2023-12-07 13:08:53.285,2023-12-07 11:49:07,5916.0,349.0,3216.0,123.0,2665.0,36.0,2097.0,16483.0,2023-12-07 11:22:09.000,9.5.0,360.0,244.0,43,True,,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],41374.0,40279.0,https://pypi.org/project/mkdocs-material,2023-12-07 11:22:09.000,1095.0,3450222.0,3458065.0,https://anaconda.org/conda-forge/mkdocs-material,2023-12-07 13:08:53.285,337288.0,1.0,,,,,,,,,,,,,,,,,,,
15,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2023-12-07 04:30:02.000,2023-12-06 23:30:55,14392.0,235.0,2208.0,481.0,690.0,307.0,3998.0,8549.0,2023-07-28 19:29:00.000,6.1.1,122.0,191.0,43,True,,robotframework,conda-forge/robotframework,,10503.0,9378.0,https://pypi.org/project/robotframework,2023-11-22 20:52:36.000,1125.0,1839357.0,1844385.0,https://anaconda.org/conda-forge/robotframework,2023-10-10 22:35:13.903,165772.0,1.0,554.0,,,,,,,,,,,,,,,,,,
16,conda,conda/conda,dependency-managers,"A system-level, binary package and environment manager running on all major operating systems and platforms.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2023-12-07 13:25:29.000,2023-12-07 08:39:20,16634.0,149.0,1432.0,197.0,3987.0,736.0,8688.0,5857.0,2023-12-01 04:46:19.000,23.11.0,100.0,447.0,43,True,,conda,conda-forge/conda,,45568.0,44472.0,https://pypi.org/project/conda,2017-04-22 23:43:59.218,1096.0,118756.0,1242003.0,https://anaconda.org/conda-forge/conda,2023-12-04 23:31:22.998,48299655.0,1.0,,,,,,,,,,,,,,,,,,,
17,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2023-12-02 18:44:21.000,2023-10-04 07:41:55,8402.0,16.0,502.0,114.0,591.0,51.0,1324.0,5566.0,2023-10-02 09:20:35.000,0.19.1,34.0,165.0,43,True,,jedi,conda-forge/jedi,,381456.0,372952.0,https://pypi.org/project/jedi,2023-10-02 09:20:35.000,8504.0,30414132.0,30892228.0,https://anaconda.org/conda-forge/jedi,2023-10-03 09:44:27.309,20080063.0,1.0,,,,,,,,,,,,,,,,,,,
18,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2023-11-30 19:24:17.000,2023-08-10 10:52:15,1964.0,,1319.0,208.0,536.0,464.0,577.0,26432.0,2023-08-10 11:59:02.000,4.66.1,135.0,112.0,42,True,,tqdm,conda-forge/tqdm,,630516.0,601942.0,https://pypi.org/project/tqdm,2023-08-10 11:38:57.000,28574.0,81128286.0,81704152.0,https://anaconda.org/conda-forge/tqdm,2023-08-10 12:44:00.709,24178928.0,1.0,11489.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2023-08-26 01:32:37.879259,2.0,4130.0,,,,,,,,,,,,,
19,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2023-12-05 20:48:14.000,2023-12-05 20:48:13,2007.0,54.0,2311.0,229.0,1228.0,129.0,1782.0,17514.0,2023-09-18 21:27:59.000,1.5.3,60.0,245.0,42,True,,mkdocs,conda-forge/mkdocs,['mkdocs'],57820.0,53163.0,https://pypi.org/project/mkdocs,2023-09-18 21:26:09.000,4657.0,2465694.0,2475985.0,https://anaconda.org/conda-forge/mkdocs,2023-09-19 01:25:40.888,308738.0,1.0,,,,,,,,,,,,,,,,,,,
20,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2023-12-07 08:55:44.000,2023-12-07 08:55:44,9081.0,131.0,1950.0,231.0,2300.0,274.0,4837.0,10849.0,2023-11-11 16:53:08.000,6.2.0,59.0,461.0,42,True,,pyinstaller,conda-forge/pyinstaller,,51931.0,51539.0,https://pypi.org/project/pyinstaller,2023-11-11 16:50:48.000,392.0,1895509.0,1916120.0,https://anaconda.org/conda-forge/pyinstaller,2023-11-11 19:11:28.083,510031.0,1.0,742858.0,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2023-12-04 09:43:34.000,2023-12-03 02:37:34,13446.0,197.0,586.0,72.0,2343.0,43.0,1419.0,7047.0,2023-11-27 09:25:30.000,6.91.0,1101.0,320.0,42,True,,hypothesis,conda-forge/hypothesis,,26114.0,23771.0,https://pypi.org/project/hypothesis,2023-11-27 09:25:30.000,2343.0,6251475.0,6444748.0,https://anaconda.org/conda-forge/hypothesis,2023-11-27 12:36:48.546,8310761.0,1.0,,,,,,,,,,,,,,,,,,,
22,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/pylint-dev/pylint,https://github.com/pylint-dev/pylint,GPL-2.0,2015-12-09 05:40:02.000,2023-12-07 13:21:09.000,2023-12-07 12:41:10,8999.0,137.0,1047.0,76.0,4026.0,838.0,4413.0,4959.0,2023-10-22 13:55:18.000,3.0.2,182.0,552.0,42,True,pylint-dev/pylint,pylint,conda-forge/pylint,,418988.0,395931.0,https://pypi.org/project/pylint,2023-10-22 13:55:18.000,23057.0,18838215.0,18950185.0,https://anaconda.org/conda-forge/pylint,2023-10-22 20:06:43.450,4702752.0,1.0,,,,,,,,,,,,,,,,,,,
23,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2023-12-07 00:38:05.000,2023-12-06 02:52:07,754.0,24.0,1086.0,170.0,1334.0,20.0,1288.0,4596.0,2023-12-01 16:24:36.000,20.25.0,214.0,267.0,42,True,,virtualenv,conda-forge/virtualenv,,361163.0,343136.0,https://pypi.org/project/virtualenv,2023-12-01 16:24:36.000,18027.0,107833312.0,107984459.0,https://anaconda.org/conda-forge/virtualenv,2023-12-01 19:29:52.700,5743586.0,2.0,,,,,,,,,,,,,,,,,,,
24,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2023-12-05 22:33:10.000,2023-11-27 22:46:49,2433.0,20.0,293.0,37.0,350.0,26.0,1523.0,3110.0,2023-07-29 19:05:02.000,6.1.0,88.0,173.0,42,True,,flake8,conda-forge/flake8,,555926.0,510016.0,https://pypi.org/project/flake8,2023-07-29 19:05:02.000,45910.0,25083543.0,25245553.0,https://anaconda.org/conda-forge/flake8,2023-07-31 20:03:25.549,6966472.0,1.0,,,,,,,,,,,,,,,,,,,
25,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2023-12-06 09:09:29.000,2023-12-06 03:42:40,3022.0,79.0,2158.0,191.0,2587.0,681.0,4803.0,27645.0,2023-11-16 19:09:04.000,1.7.1,166.0,503.0,41,True,,poetry,conda-forge/poetry,,347.0,,https://pypi.org/project/poetry,2023-11-16 19:09:04.000,347.0,26789139.0,27050775.0,https://anaconda.org/conda-forge/poetry,2023-11-17 02:06:37.060,1076562.0,2.0,15340285.0,,,,,,,,,,,,,,,,,,
26,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2023-12-06 14:29:46.000,2023-11-08 21:44:38,1336.0,30.0,933.0,214.0,358.0,365.0,462.0,13508.0,2023-09-22 18:40:43.000,0.40.2,74.0,151.0,41,True,,yapf,conda-forge/yapf,,89750.0,87421.0,https://pypi.org/project/yapf,2023-09-22 18:40:43.000,2329.0,4903448.0,4955878.0,https://anaconda.org/conda-forge/yapf,2023-07-26 16:15:22.726,1677781.0,2.0,,,,,,,,,,,,,,,,,,,
27,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2023-12-04 19:54:30.000,2023-11-27 22:55:04,2615.0,32.0,755.0,86.0,1146.0,23.0,1888.0,11288.0,2023-10-13 16:06:55.000,3.5.0,187.0,154.0,41,True,,pre-commit,conda-forge/pre-commit,,168730.0,162234.0,https://pypi.org/project/pre-commit,2023-10-13 15:57:46.000,6496.0,15354948.0,15475732.0,https://anaconda.org/conda-forge/pre-commit,2023-10-13 18:39:42.607,3963336.0,1.0,801906.0,,,,,,,,,,,,,,,,,,
28,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2023-12-04 22:11:45.000,2023-12-04 22:11:45,4136.0,33.0,541.0,48.0,957.0,178.0,1065.0,6157.0,2023-01-31 16:31:31.154,5.8.0,143.0,292.0,40,True,,isort,conda-forge/isort,,451404.0,433100.0,https://pypi.org/project/isort,2023-01-31 16:31:31.154,18304.0,26933810.0,26995939.0,https://anaconda.org/conda-forge/isort,2023-06-16 13:18:02.201,5529500.0,2.0,,,,,,,,,,,,,,,,,,,
29,Nuitka,Nuitka/Nuitka,packaging,"Nuitka is a Python compiler written in Python. Its fully compatible with Python 2.6, 2.7, 3.4, 3.5, 3.6, 3.7, 3.8,..",,https://github.com/Nuitka/Nuitka,https://github.com/Nuitka/Nuitka,Apache-2.0,2013-04-23 15:40:33.000,2023-12-07 12:03:55.000,2023-12-02 10:06:28,11702.0,353.0,545.0,134.0,338.0,155.0,1914.0,10089.0,2023-12-01 18:26:13.000,1.9.3,280.0,159.0,39,True,,nuitka,conda-forge/nuitka,,1715.0,1651.0,https://pypi.org/project/nuitka,2023-12-01 18:26:13.000,64.0,94940.0,108906.0,https://anaconda.org/conda-forge/nuitka,2023-12-02 10:12:37.957,600562.0,1.0,,,,,,,,,,,,,,,,,,,
30,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2023-12-07 08:53:22.000,2023-11-29 19:54:35,677.0,22.0,500.0,42.0,1373.0,77.0,1588.0,3400.0,2023-11-28 04:14:11.000,4.11.4,209.0,292.0,39,True,,tox,conda-forge/tox,['pytest'],130298.0,107826.0,https://pypi.org/project/tox,2023-11-28 04:14:11.000,22472.0,13026457.0,13045939.0,https://anaconda.org/conda-forge/tox,2023-11-28 16:27:31.374,837756.0,1.0,,,,,,,,,,,,,,,,,,,
31,pyright,Microsoft/pyright,type-checkers,Static Type Checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2023-12-07 06:03:25.000,2023-12-07 06:03:22,6920.0,357.0,1236.0,111.0,1026.0,12.0,4876.0,11321.0,2023-12-06 03:29:05.000,1.1.339,423.0,101.0,38,True,,,,,695.0,683.0,,,,,809893.0,,,,2.0,1296.0,,,,,,pyright,https://www.npmjs.com/package/pyright,2023-12-06 03:20:25.017,12.0,809829.0,,,,,,,,
32,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2023-12-04 17:30:43.000,2023-11-29 04:14:40,2069.0,30.0,603.0,103.0,982.0,162.0,869.0,7224.0,2023-08-08 23:42:23.000,7.3.0,119.0,204.0,38,True,,pip-tools,conda-forge/pip-tools,,26916.0,24345.0,https://pypi.org/project/pip-tools,2023-08-08 23:42:23.000,2571.0,10162197.0,10165270.0,https://anaconda.org/conda-forge/pip-tools,2023-08-09 01:51:06.267,132172.0,2.0,,,,,,,,,,,,,,,,,,,
33,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2023-11-09 19:33:29.000,2023-10-27 07:04:25,2846.0,13.0,298.0,73.0,234.0,122.0,362.0,4453.0,2023-08-26 13:59:08.000,2.0.4,75.0,60.0,38,True,,autopep8,conda-forge/autopep8,,202720.0,196776.0,https://pypi.org/project/autopep8,2023-08-26 13:49:56.000,5944.0,4160376.0,4193140.0,https://anaconda.org/conda-forge/autopep8,2023-08-26 14:51:03.645,1376094.0,3.0,,,,,,,,,,,,,,,,,,,
34,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,Apache-2.0,2014-05-15 22:49:43.000,2023-11-21 19:28:41.000,2023-11-21 19:28:41,677.0,15.0,235.0,27.0,404.0,73.0,277.0,547.0,2023-10-01 13:50:29.000,23.2,43.0,102.0,38,True,,packaging,conda-forge/packaging,,991473.0,971639.0,https://pypi.org/project/packaging,2023-10-01 13:50:03.000,19834.0,252437874.0,253402300.0,https://anaconda.org/conda-forge/packaging,2023-10-01 23:22:47.528,41469741.0,2.0,747.0,,,,,,,,,,,,,,,,,,
35,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2023-12-06 21:36:37.000,2023-12-03 12:59:43,779.0,29.0,648.0,131.0,153.0,135.0,754.0,16818.0,2023-09-11 15:25:24.000,0.7.2,21.0,51.0,37,True,,loguru,conda-forge/loguru,,72513.0,69306.0,https://pypi.org/project/loguru,2023-09-11 15:24:35.000,3207.0,15323672.0,15367452.0,https://anaconda.org/conda-forge/loguru,2023-09-24 09:55:27.841,1882569.0,1.0,,,,,,,,,,,,,,,,,,,
36,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,MIT,2009-10-02 00:43:37.000,2023-12-07 12:16:21.000,2023-11-21 11:53:20,1442.0,13.0,778.0,117.0,496.0,109.0,630.0,4931.0,2023-10-12 23:39:38.000,2.11.1,19.0,133.0,37,True,,pycodestyle,conda-forge/pycodestyle,,11672.0,20.0,https://pypi.org/project/pycodestyle,2023-10-12 23:39:38.000,11652.0,34394686.0,34614222.0,https://anaconda.org/conda-forge/pycodestyle,2023-10-13 13:17:36.027,7244716.0,1.0,,,,,,,,,,,,,,,,,,,
37,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2023-11-30 15:46:03.000,2023-11-28 18:00:56,1478.0,8.0,1783.0,165.0,710.0,246.0,620.0,4511.0,2023-11-28 04:13:59.000,2.0.0,52.0,115.0,37,True,,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],8006.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2023-11-28 04:13:59.000,7990.0,3976947.0,4064187.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2023-11-28 15:01:30.175,3664089.0,2.0,,,,,,,,,,,,,,,,,,,
38,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2023-12-06 13:16:03.000,2023-12-06 13:09:02,1485.0,63.0,190.0,33.0,275.0,27.0,276.0,2864.0,2023-10-09 14:56:16.000,23.2.0,32.0,106.0,37,True,,structlog,conda-forge/structlog,,11267.0,10148.0,https://pypi.org/project/structlog,2023-10-09 14:56:16.000,1119.0,7669547.0,7679577.0,https://anaconda.org/conda-forge/structlog,2023-10-09 17:50:22.949,351080.0,1.0,,,,,,,,,,,,,,,,,,,
39,wheel,pypa/wheel,build-tools,The official binary distribution format for Python.,,https://github.com/pypa/wheel,https://github.com/pypa/wheel,MIT,2017-07-25 20:24:25.000,2023-11-26 15:42:45.198,2023-11-26 14:35:45,914.0,18.0,143.0,34.0,207.0,43.0,342.0,460.0,2023-11-26 14:37:13.000,0.42.0,77.0,77.0,37,True,,wheel,conda-forge/wheel,,277776.0,240529.0,https://pypi.org/project/wheel,2023-11-26 14:37:10.000,37247.0,287273934.0,289329086.0,https://anaconda.org/conda-forge/wheel,2023-11-26 15:42:45.198,82206091.0,1.0,,,,,,,,,,,,,,,,,,,
40,pyautogui,asweigart/pyautogui,testing,A cross-platform GUI automation Python module for human beings. Used to programmatically control the mouse & keyboard.,,https://github.com/asweigart/pyautogui,https://github.com/asweigart/pyautogui,BSD-3-Clause,2014-07-17 23:30:38.000,2023-10-16 16:49:29.444,2023-06-07 11:16:23,408.0,,1112.0,186.0,157.0,455.0,227.0,8963.0,2023-05-24 20:13:07.561,0.9.54,51.0,52.0,36,True,,pyautogui,conda-forge/pyautogui,,29968.0,29129.0,https://pypi.org/project/pyautogui,2023-05-24 20:13:07.561,839.0,693672.0,699291.0,https://anaconda.org/conda-forge/pyautogui,2023-10-16 16:49:29.444,213539.0,1.0,,,,,,,,,,,,,,,,,,,
