,name,homepage,resource,description,category,projectrank,show,github_id,github_url,license,created_at,updated_at,last_commit_pushed_at,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,conda_id,labels,pypi_id,fork_count,open_issue_count,closed_issue_count,commit_count,dependent_project_count,github_dependent_project_count,contributor_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,updated_github_id,cargo_id,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending
163,interrogate,https://github.com/econchick/interrogate,,Explain yourself! Interrogate a codebase for docstring coverage.,documentation,22,True,econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2021-01-04 07:20:57.000,2020-11-03 22:08:37.000,232.0,2020-11-03 22:11:18.000,1.3.2,12.0,,,interrogate,17.0,11.0,16.0,122.0,311.0,311.0,8.0,https://pypi.org/project/interrogate,2020-11-03 22:11:18.000,,18043.0,18043.0,,,,3.0,,,,,,,,,
164,flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,,Flake8 plugin to find commented out or dead code.,linters,22,True,wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2021-01-13 02:14:04.000,2021-01-12 08:36:00.000,174.0,2020-10-12 08:27:22.000,1.0.0,10.0,,['flake8'],flake8-eradicate,6.0,2.0,23.0,266.0,72.0,,9.0,https://pypi.org/project/flake8-eradicate,2020-10-12 08:26:40.000,72.0,59228.0,59228.0,,,,3.0,,,,,,,,,-1.0
165,releases,https://github.com/bitprophet/releases,,A powerful Sphinx changelog-generating extension.,documentation,22,True,bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2020-01-30 01:07:19.000,2020-01-26 03:27:03.000,149.0,2020-01-11 00:04:02.000,1.6.2,31.0,,['sphinx'],releases,36.0,28.0,42.0,520.0,1013.0,307.0,10.0,https://pypi.org/project/releases,2020-01-11 00:04:02.000,706.0,4871.0,4871.0,,,,3.0,,,,,,,,,1.0
166,memory_profiler,https://github.com/fabianp/memory_profiler,,Monitor Memory usage of Python code.,profiling,22,False,fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2020-10-20 18:00:58.207,2018-06-28 13:35:12.000,59.0,2018-08-16 03:16:49.000,0.54.0,52.0,conda-forge/memory_profiler,,memory_profiler,11.0,,,500.0,534.0,,61.0,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,534.0,108993.0,110799.0,https://anaconda.org/conda-forge/memory_profiler,2020-10-20 18:00:58.207,101169.0,3.0,,,,,,,,,
167,pipx,https://github.com/pipxproject/pipx,,Install and Run Python Applications in Isolated Environments.,dependency-managers,21,True,pipxproject/pipx,https://github.com/pipxproject/pipx,MIT,2018-10-06 18:47:46.000,2021-01-12 07:18:18.000,2021-01-12 07:16:18.000,3071.0,2020-10-17 22:50:20.000,0.15.6.0,40.0,,,pipx,139.0,75.0,274.0,398.0,2.0,,53.0,https://pypi.org/project/pipx,2020-10-17 22:48:10.000,2.0,20761.0,20761.0,,,,3.0,,,,,,,,,
168,dephell,https://github.com/dephell/dephell,,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",dependency-managers,21,True,dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39.000,1669.0,2020-04-28 06:31:17.000,.0.8.3,30.0,,,dephell,92.0,100.0,161.0,2145.0,8.0,,37.0,https://pypi.org/project/dephell,2020-04-28 06:29:24.000,8.0,3027.0,3032.0,,,,3.0,108.0,,,,,,,,
169,sixpack,https://github.com/sixpack/sixpack,,Sixpack is a language-agnostic a/b-testing framework.,testing,21,True,sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2021-01-11 06:24:57.000,2020-08-26 00:32:16.000,1667.0,2017-11-22 14:27:35.000,2.7.0,37.0,,,sixpack,181.0,73.0,125.0,828.0,11.0,8.0,55.0,https://pypi.org/project/sixpack,2017-11-22 14:27:35.000,3.0,113.0,113.0,,,,3.0,,,,,,,,,
170,xar,https://github.com/facebookincubator/xar,,executable archive format.,packaging,21,True,facebookincubator/xar,https://github.com/facebookincubator/xar,BSD-3-Clause,2017-06-29 18:15:26.000,2020-12-04 19:43:52.000,2020-12-04 19:43:26.000,1420.0,2020-12-02 20:41:20.000,20.12.2,3.0,,,xar,45.0,8.0,21.0,53.0,12.0,12.0,21.0,https://pypi.org/project/xar,2020-12-02 20:41:20.000,,157.0,157.0,,,,3.0,,,,,,,,,
171,pycco,https://github.com/pycco-docs/pycco,,Literate-style documentation generator.,documentation,21,False,pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2019-12-20 19:59:53.000,2019-12-20 19:59:49.000,734.0,2018-07-25 01:42:48.000,0.6.0,11.0,,,pycco,126.0,26.0,28.0,222.0,305.0,199.0,36.0,https://pypi.org/project/pycco,2018-07-25 01:42:48.000,106.0,937.0,937.0,,,,3.0,,,,,,,,,
172,pdoc,https://github.com/mitmproxy/pdoc,,Auto-generate API documentation for Python projects.,documentation,21,True,mitmproxy/pdoc,https://github.com/mitmproxy/pdoc,Unlicense,2013-08-04 21:12:50.000,2021-01-14 13:43:59.000,2021-01-14 01:16:26.000,695.0,2016-03-23 17:58:45.000,0.3.2,36.0,,,pdoc,97.0,60.0,73.0,,566.0,278.0,23.0,https://pypi.org/project/pdoc,2016-03-23 17:58:45.000,288.0,3357.0,3357.0,,,,3.0,,,,,,,,,-1.0
173,pynsist,https://github.com/takluyver/pynsist,,Build Windows installers for Python applications.,packaging,21,True,takluyver/pynsist,https://github.com/takluyver/pynsist,MIT,2014-03-30 19:11:21.000,2020-12-11 22:56:39.000,2020-12-11 22:53:20.000,666.0,2020-07-03 08:11:24.000,2.5.1,20.0,,,pynsist,95.0,23.0,123.0,532.0,88.0,,26.0,https://pypi.org/project/pynsist,2020-11-05 21:10:48.000,88.0,1020.0,1020.0,,,,3.0,,,,,,,,,-1.0
174,baron,https://github.com/PyCQA/baron,,"IDE allow you to refactor code, Baron allows you to write refactoring code.",refactoring,21,True,PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2020-03-15 09:15:49.000,2020-02-10 02:47:14.000,252.0,2019-02-25 23:55:38.000,0.8,18.0,,,baron,48.0,41.0,29.0,1489.0,222.0,130.0,31.0,https://pypi.org/project/baron,2018-10-29 00:43:39.000,92.0,6558.0,6558.0,,,,3.0,,,,,,,,,
175,pytest-docker,https://github.com/avast/pytest-docker,,Docker-based integration tests.,testing,21,True,avast/pytest-docker,https://github.com/avast/pytest-docker,MIT,2017-03-07 04:51:13.000,2020-11-12 15:11:07.000,2020-09-22 09:13:51.000,184.0,2020-09-22 09:28:03.000,0.10.1,13.0,,['pytest'],pytest-docker,32.0,16.0,13.0,56.0,14.0,,9.0,https://pypi.org/project/pytest-docker,2020-09-22 09:28:03.000,14.0,12258.0,12263.0,,,,3.0,66.0,,,,,,,,
176,dodgy,https://github.com/landscapeio/dodgy,,Looks at Python code to search for things which look dodgy such as passwords or diffs.,security,21,False,landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2020-09-30 08:09:38.000,2019-12-31 16:45:20.000,87.0,2019-12-31 16:44:58.000,0.2.1,10.0,conda-forge/dodgy,,dodgy,15.0,8.0,2.0,64.0,1707.0,1183.0,11.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,524.0,68403.0,68799.0,https://anaconda.org/conda-forge/dodgy,2020-06-10 17:10:06.579,20999.0,3.0,,,,,,,,,
177,flake8-builtins,https://github.com/gforcada/flake8-builtins,,Check for python builtins being used as variables or parameters.,linters,21,True,gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2020-10-26 15:39:53.000,2020-08-11 08:34:28.000,58.0,2020-05-14 10:45:01.000,1.5.3,23.0,conda-forge/flake8-builtins,['flake8'],flake8-builtins,15.0,2.0,30.0,209.0,2031.0,1519.0,13.0,https://pypi.org/project/flake8-builtins,2020-05-14 10:45:01.000,512.0,135584.0,137630.0,https://anaconda.org/conda-forge/flake8-builtins,2020-05-18 15:22:26.836,102324.0,3.0,,,,,,,,,
178,pylint-flask,https://github.com/jschaf/pylint-flask,,A Pylint plugin to analyze Flask applications.,linters,21,True,jschaf/pylint-flask,https://github.com/jschaf/pylint-flask,GPL-2.0,2015-06-27 20:11:12.000,2021-01-07 06:30:51.000,2021-01-07 06:30:50.000,55.0,,,4.0,conda-forge/pylint-flask,['pylint'],pylint-flask,7.0,3.0,5.0,39.0,4349.0,4249.0,6.0,https://pypi.org/project/pylint-flask,2016-08-27 23:02:08.000,100.0,84516.0,85334.0,https://anaconda.org/conda-forge/pylint-flask,2019-02-02 18:28:49.934,43375.0,3.0,,,,,,,,,
179,Profiling,https://github.com/what-studio/profiling,,Was an interactive continuous Python profiler.,profiling,20,True,what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2020-08-24 01:31:58.000,2020-08-24 01:31:58.000,2999.0,2017-06-28 06:10:16.000,0.1.3,3.0,,,profiling,113.0,15.0,20.0,433.0,34.0,29.0,18.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000,5.0,3930.0,3930.0,,,,3.0,,,,,,,,,
180,pyrasite,https://github.com/lmacken/pyrasite,,Inject code into running Python processes.,debugging,20,False,lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2020-12-24 21:02:34.000,2017-03-13 17:42:17.000,2511.0,,,13.0,,,pyrasite,185.0,37.0,14.0,274.0,31.0,26.0,20.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,5.0,7418.0,7418.0,,,,3.0,,,,,,,,,
181,pyannotate,https://github.com/dropbox/pyannotate,,Auto-generate PEP-484 annotations.,refactoring,20,True,dropbox/pyannotate,https://github.com/dropbox/pyannotate,Apache-2.0,2017-11-13 20:18:08.000,2020-11-24 21:06:25.000,2020-11-10 12:27:42.000,1161.0,2019-09-16 15:37:03.000,1.2.0,9.0,,,pyannotate,40.0,24.0,33.0,93.0,78.0,56.0,15.0,https://pypi.org/project/pyannotate,2019-09-16 15:37:03.000,22.0,861.0,861.0,,,,3.0,,,,,,,,,
182,dlint,https://github.com/dlint-py/dlint,,Dlint is a tool for encouraging best coding practices and helping ensure Python code is secure.,security,20,True,dlint-py/dlint,https://github.com/dlint-py/dlint,BSD-3-Clause,2020-01-08 15:53:36.000,2020-12-08 17:21:33.000,2020-12-08 17:21:32.000,315.0,2020-03-09 15:14:43.000,0.11.0,13.0,,,dlint,13.0,20.0,12.0,201.0,18.0,,7.0,https://pypi.org/project/dlint,2020-10-30 20:40:39.000,18.0,10147.0,10147.0,,,,3.0,,,,,,,,,
183,mkdocstrings,https://github.com/pawamoy/mkdocstrings,,"Automatic documentation from sources, for MkDocs.",documentation,20,True,pawamoy/mkdocstrings,https://github.com/pawamoy/mkdocstrings,ISC,2019-12-09 18:09:09.000,2021-01-14 02:09:30.000,2021-01-12 18:30:50.000,270.0,2021-01-06 21:43:56.000,0.14.0,34.0,,['mkdocs'],mkdocstrings,29.0,43.0,102.0,340.0,0.0,,18.0,https://pypi.org/project/mkdocstrings,2021-01-06 21:43:56.000,0.0,10258.0,10258.0,,,,3.0,,,,,,,,,
184,assertpy,https://github.com/ActivisionGameScience/assertpy,,Simple assertion library for unit testing in python with a fluent API.,testing,20,False,ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2017-11-21 01:38:07.332,2020-07-19 15:23:26.710,2019-10-30 17:50:10.000,248.0,,,13.0,conda-forge/assertpy,,assertpy,47.0,,,279.0,124.0,,10.0,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,124.0,41552.0,41813.0,https://anaconda.org/conda-forge/assertpy,2020-07-19 15:23:26.710,9934.0,3.0,,,,,,,,,
185,flakehell,https://github.com/life4/flakehell,,"Flake8 wrapper to make it nice, legacy-friendly, configurable.",linters,20,True,life4/flakehell,https://github.com/life4/flakehell,MIT,2019-08-06 11:37:21.000,2021-01-11 21:35:41.000,2021-01-11 21:35:40.000,208.0,2021-01-11 18:40:32.000,0.9.0,28.0,,['flake8'],flakehell,26.0,4.0,,368.0,0.0,,15.0,https://pypi.org/project/flakehell,2021-01-11 18:40:32.000,0.0,10308.0,10311.0,,,,3.0,50.0,,,,,,,,
186,xenon,https://github.com/rubik/xenon,,Monitoring tool based on radon.,code-metrics,20,True,rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2020-09-16 11:20:09.000,2020-09-16 11:20:01.000,177.0,2019-10-08 16:24:35.000,0.7.1,17.0,conda-forge/xenon,,xenon,15.0,6.0,23.0,100.0,236.0,174.0,7.0,https://pypi.org/project/xenon,2020-09-16 09:47:41.000,62.0,11707.0,11952.0,https://anaconda.org/conda-forge/xenon,2019-10-12 20:39:43.883,9578.0,3.0,,,,,,,,,
187,pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,,It helps to use fixtures in pytest.mark.parametrize.,testing,20,True,tvorog/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2020-02-01 18:49:47.818,2020-02-01 17:56:35.000,161.0,2019-11-20 10:54:24.000,0.6.3,12.0,conda-forge/pytest-lazy-fixture,['pytest'],pytest-lazy-fixture,11.0,12.0,19.0,92.0,269.0,238.0,7.0,https://pypi.org/project/pytest-lazy-fixture,2020-02-01 18:04:00.000,31.0,44001.0,48787.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2020-02-01 18:49:47.818,215406.0,3.0,,,,,,,,,
188,mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,,An MkDocs plugin to export content pages as PDF files.,documentation,20,True,zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2021-01-06 17:14:12.000,2020-07-23 01:35:13.000,161.0,2020-07-23 01:35:39.000,0.5.8,22.0,,['mkdocs'],mkdocs-pdf-export-plugin,25.0,29.0,41.0,68.0,107.0,103.0,9.0,https://pypi.org/project/mkdocs-pdf-export-plugin,2020-07-23 01:35:04.000,4.0,4463.0,4463.0,,,,3.0,,,,,,,,,
189,add-trailing-comma,https://github.com/asottile/add-trailing-comma,,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,refactoring,20,True,asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2021-01-02 00:38:05.000,2021-01-02 00:37:37.000,159.0,2021-01-02 00:37:56.000,2.0.2,29.0,,,add-trailing-comma,11.0,1.0,29.0,198.0,14.0,,9.0,https://pypi.org/project/add-trailing-comma,2021-01-02 00:37:56.000,14.0,2706.0,2706.0,,,,3.0,,,,,,,,,
190,pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,,pytest plugin for manipulating test data directories and files.,testing,20,False,gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2020-11-22 23:34:25.000,2019-10-22 13:19:39.000,129.0,2019-10-22 13:04:22.000,1.3.1,9.0,conda-forge/pytest-datadir,['pytest'],pytest-datadir,17.0,3.0,11.0,71.0,330.0,278.0,7.0,https://pypi.org/project/pytest-datadir,2019-10-22 13:04:22.000,52.0,43033.0,44212.0,https://anaconda.org/conda-forge/pytest-datadir,2019-10-23 16:32:51.374,60134.0,3.0,,,,,,,,,
191,mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,,An MkDocs plugin that simplifies configuring page titles and their order.,documentation,20,True,lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2020-12-22 01:59:58.000,2020-12-22 01:43:41.000,119.0,2020-12-22 02:04:30.000,2.5.0,16.0,,['mkdocs'],mkdocs-awesome-pages-plugin,17.0,2.0,30.0,53.0,301.0,256.0,2.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2020-12-22 01:59:58.000,45.0,9294.0,9294.0,,,,3.0,,,,,,,,,
192,eradicate,https://github.com/myint/eradicate,,Removes commented-out code from Python files.,refactoring,20,False,myint/eradicate,https://github.com/myint/eradicate,Saxpath,2012-12-23 04:39:48.000,2020-10-06 12:45:07.000,2020-10-01 09:23:01.000,111.0,2020-10-01 09:33:03.000,2.0.0,16.0,,,eradicate,18.0,4.0,13.0,164.0,156.0,,7.0,https://pypi.org/project/eradicate,2020-10-01 09:33:03.000,156.0,66746.0,66746.0,,,,3.0,,,,,,,,,
193,flake8-black,https://github.com/peterjc/flake8-black,,flake8 plugin to run black for checking Python coding style.,linters,20,True,peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2020-07-25 16:32:38.063,2020-07-25 16:06:31.000,81.0,2020-07-25 16:07:56.000,0.2.1,9.0,conda-forge/flake8-black,['flake8'],flake8-black,7.0,4.0,13.0,85.0,558.0,540.0,4.0,https://pypi.org/project/flake8-black,2020-07-25 16:07:56.000,18.0,73738.0,76951.0,https://anaconda.org/conda-forge/flake8-black,2020-07-25 16:32:38.063,61049.0,3.0,,,,,,,,,
194,flake8-bandit,https://github.com/tylerwince/flake8-bandit,,Automated security testing using bandit and flake8.,linters,20,True,tylerwince/flake8-bandit,https://github.com/tylerwince/flake8-bandit,MIT,2017-10-28 23:19:09.000,2020-12-29 20:50:06.000,2020-08-29 05:51:08.000,57.0,2019-10-08 03:58:31.000,2.1.2,11.0,,['flake8'],flake8-bandit,13.0,3.0,7.0,44.0,132.0,,5.0,https://pypi.org/project/flake8-bandit,2019-10-08 03:58:31.000,132.0,65950.0,65950.0,,,,3.0,,,,,,,,,
195,unify,https://github.com/myint/unify,,Modifies strings to all use the same quote where possible.,refactoring,20,False,myint/unify,https://github.com/myint/unify,MIT,2013-03-24 18:02:19.000,2020-11-05 16:46:00.000,2019-08-07 13:44:00.000,53.0,2013-06-22 15:34:37.000,0.1.5,10.0,,,unify,10.0,6.0,3.0,69.0,206.0,191.0,5.0,https://pypi.org/project/unify,2019-08-07 13:46:09.000,15.0,13972.0,13972.0,,,,3.0,,,,,,,,,
196,PrettyErrors,https://github.com/onelivesleft/PrettyErrors,,Prettify Python exception output to make it legible.,logging,19,True,onelivesleft/PrettyErrors,https://github.com/onelivesleft/PrettyErrors,MIT,2018-11-15 16:02:27.000,2021-01-05 04:22:45.000,2020-12-27 21:49:39.000,1774.0,2020-11-24 01:10:26.000,1.2.19,42.0,,,pretty_errors,57.0,,24.0,119.0,0.0,,4.0,https://pypi.org/project/pretty_errors,2020-11-24 01:10:26.000,0.0,6405.0,6405.0,,,,3.0,,,,,,,,,
197,icecream,https://github.com/gruns/icecream,,Never use print() to debug again.,debugging,19,True,gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2020-11-17 20:56:21.000,2020-11-17 20:56:15.000,1672.0,2019-10-26 03:38:01.000,2.0.0,13.0,,,icecream,34.0,9.0,26.0,176.0,2.0,,9.0,https://pypi.org/project/icecream,2019-10-26 03:30:15.000,2.0,2982.0,2982.0,,,,3.0,,,,,,,,,
198,portray,https://github.com/timothycrosley/portray,,Your Project with Great Documentation.,documentation,19,True,timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2021-01-06 19:22:43.000,2020-10-31 06:49:18.000,693.0,2020-06-13 05:04:03.000,1.4.0,23.0,,,portray,50.0,18.0,20.0,201.0,4.0,,11.0,https://pypi.org/project/portray,2020-06-13 05:04:03.000,4.0,3108.0,3108.0,,,,3.0,,,,,,,,,
199,wily,https://github.com/tonybaloney/wily,,"A Python application for tracking, reporting on timing and complexity in Python code.",code-metrics,19,True,tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2020-10-31 17:54:07.000,2020-10-01 23:10:22.000,630.0,2020-09-02 06:33:11.000,1.19.0,45.0,,,wily,34.0,28.0,47.0,686.0,8.0,,14.0,https://pypi.org/project/wily,2020-09-02 06:33:11.000,8.0,1922.0,1922.0,,,,3.0,,,,,,,,,
200,vex,https://github.com/sashahart/vex,,Run a command in the named virtualenv.,virtual-envs,19,False,sashahart/vex,https://github.com/sashahart/vex,MIT,2014-05-09 03:20:02.000,2020-12-18 17:41:21.000,2019-05-10 19:18:48.000,370.0,2019-05-10 19:21:38.000,0.0.19,18.0,,,vex,23.0,2.0,38.0,200.0,35.0,19.0,3.0,https://pypi.org/project/vex,2019-05-10 19:21:38.000,16.0,522.0,522.0,,,,3.0,,,,,,,,,
201,python-manhole,https://github.com/ionelmc/python-manhole,,Debugging manhole for python applications.,debugging,19,False,ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2019-12-10 10:02:01.000,2019-12-10 10:01:59.000,302.0,2019-01-20 11:58:25.000,1.6.0,20.0,,,manhole,14.0,6.0,14.0,459.0,129.0,63.0,9.0,https://pypi.org/project/manhole,2019-01-20 11:58:25.000,66.0,4660.0,4660.0,,,,3.0,,,,,,,,,
202,constructor,https://github.com/conda/constructor,,tool for creating installers from conda packages.,packaging,19,True,conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2020-12-02 23:25:10.000,2020-12-01 19:46:08.000,284.0,2020-11-15 09:12:52.000,3.2.0,35.0,constructor,,,113.0,32.0,188.0,914.0,8.0,8.0,44.0,,,,,67.0,https://anaconda.org/anaconda/constructor,2020-08-22 09:13:31.665,3249.0,3.0,219.0,,,,,,,,
203,pyflow,https://github.com/David-OConnor/pyflow,,An installation and dependency system for Python.,dependency-managers,18,True,David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2021-01-01 01:57:17.000,2020-12-14 19:18:13.000,648.0,2020-11-21 15:09:28.000,0.2.9,23.0,,,pyflow,26.0,38.0,39.0,270.0,,,19.0,https://pypi.org/project/pyflow,2020-11-21 15:18:30.000,,129.0,278.0,,,,3.0,2548.0,,,,,,,,
204,pyheat,https://github.com/csurfer/pyheat,,pprofile + matplotlib = Python program profiled as an awesome heatmap!.,profiling,18,False,csurfer/pyheat,https://github.com/csurfer/pyheat,MIT,2017-02-04 22:56:02.000,2021-01-08 21:28:29.000,2018-12-06 03:53:03.000,491.0,2018-12-02 19:13:32.000,0.0.4,4.0,,,py-heat,27.0,2.0,8.0,51.0,29.0,25.0,4.0,https://pypi.org/project/py-heat,2018-12-06 03:20:43.000,4.0,249.0,249.0,,,,3.0,,,,,,,,,
205,imhotep,https://github.com/justinabrahms/imhotep,,A static-analysis bot for Github.,linters,18,False,justinabrahms/imhotep,https://github.com/justinabrahms/imhotep,MIT,2012-12-17 01:26:32.000,2021-01-05 10:45:01.000,2017-12-09 20:00:47.000,213.0,2016-09-18 21:57:32.000,1.1.0,9.0,,,imhotep,37.0,23.0,23.0,356.0,11.0,7.0,15.0,https://pypi.org/project/imhotep,2016-09-18 21:57:32.000,4.0,51.0,51.0,,,,3.0,,,,,,,,,
206,Fixit,https://github.com/Instagram/Fixit,,"Fixit is a Python Lint Framework based on LibCST. It comes with useful default lint rules for coding convention,..",linters,18,True,Instagram/Fixit,https://github.com/Instagram/Fixit,MIT,2020-02-20 19:09:01.000,2021-01-12 15:22:56.000,2020-12-16 09:27:54.000,211.0,2020-12-11 01:56:10.000,0.1.3,5.0,,,fixit,27.0,17.0,19.0,146.0,2.0,2.0,21.0,https://pypi.org/project/fixit,2020-12-11 01:53:21.000,,435.0,435.0,,,,3.0,,,,,,,,,
207,pynt,https://github.com/rags/pynt,,A pynt of Python build.,build-tools,18,False,rags/pynt,https://github.com/rags/pynt,MIT,2012-11-17 13:12:49.000,2020-04-13 11:49:33.000,2019-10-04 19:05:46.000,149.0,2018-06-24 06:23:48.000,0.8.2,7.0,,,pynt,20.0,5.0,13.0,128.0,87.0,67.0,9.0,https://pypi.org/project/pynt,2018-06-24 06:23:48.000,20.0,2846.0,2846.0,,,,3.0,,,,,,,,,
208,blacken-docs,https://github.com/asottile/blacken-docs,,Run `black` on python code blocks in documentation files.,documentation,18,True,asottile/blacken-docs,https://github.com/asottile/blacken-docs,MIT,2018-06-03 02:48:01.000,2021-01-06 04:14:45.000,2021-01-05 16:03:40.000,148.0,2020-12-20 04:52:14.000,1.9.1,17.0,conda-forge/blacken-docs,,blacken-docs,15.0,2.0,19.0,117.0,22.0,,10.0,https://pypi.org/project/blacken-docs,2020-12-20 04:52:14.000,22.0,4907.0,6900.0,https://anaconda.org/conda-forge/blacken-docs,2020-12-20 06:19:44.385,11962.0,3.0,,,,,,,,,
209,flake8-mypy,https://github.com/ambv/flake8-mypy,,A plugin for flake8 integrating Mypy.,linters,18,True,ambv/flake8-mypy,https://github.com/ambv/flake8-mypy,MIT,2017-02-26 02:27:33.000,2020-06-19 16:51:36.000,2020-06-19 16:51:00.000,106.0,,,6.0,,['flake8'],flake8-mypy,16.0,19.0,3.0,50.0,650.0,618.0,8.0,https://pypi.org/project/flake8-mypy,2017-08-31 23:17:01.000,32.0,18694.0,18694.0,,,,3.0,,,,,,,,,
210,sphinx-markdown-builder,https://github.com/codejamninja/sphinx-markdown-builder,,sphinx builder that outputs markdown files.,documentation,18,True,codejamninja/sphinx-markdown-builder,https://github.com/codejamninja/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2020-10-07 04:18:38.000,2020-10-07 04:18:32.000,91.0,2019-12-23 17:05:52.000,0.5.4,22.0,,['sphinx'],sphinx-markdown-builder,26.0,16.0,16.0,99.0,157.0,115.0,16.0,https://pypi.org/project/sphinx-markdown-builder,2019-12-23 17:05:52.000,42.0,4910.0,4910.0,,,,3.0,,,,,,,,,
211,pandas-vet,https://github.com/deppen8/pandas-vet,,A plugin for Flake8 that checks pandas code.,linters,18,True,deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2020-12-16 03:23:26.000,2020-12-16 03:23:19.000,90.0,2019-07-29 01:14:33.000,0.2.1,5.0,conda-forge/pandas-vet,['flake8'],pandas-vet,13.0,14.0,25.0,175.0,27.0,27.0,9.0,https://pypi.org/project/pandas-vet,2019-07-27 06:54:02.000,,1949.0,2212.0,https://anaconda.org/conda-forge/pandas-vet,2020-02-01 05:31:32.445,5517.0,3.0,31.0,,,,,,,,
212,massedit,https://github.com/elmotec/massedit,,Programmatically edit text files with Python. Useful for source to source transformations.,refactoring,18,True,elmotec/massedit,https://github.com/elmotec/massedit,MIT,2012-03-11 16:18:30.000,2020-12-23 02:17:37.000,2020-12-23 02:11:17.000,87.0,2020-12-23 02:19:02.000,0.69.1,14.0,,,massedit,13.0,3.0,5.0,178.0,10.0,,6.0,https://pypi.org/project/massedit,2020-12-23 01:49:47.000,10.0,1079.0,1079.0,,,,3.0,15.0,,,,,,,,
