,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,pypi_dependent_project_count,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,updated_github_id,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
10,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-11-15 20:11:54.000,2022-11-12 16:55:18,3520.0,135.0,1373.0,542.0,847.0,889.0,40719.0,2022-10-02 16:29:13.235,12.6.0,170.0,199.0,42,True,71.0,rich,conda-forge/rich,,40790.0,38665.0,https://pypi.org/project/rich,2022-05-24 06:40:55.000,14405998.0,14489218.0,https://anaconda.org/conda-forge/rich,2022-10-02 23:18:27.050,2330168.0,1.0,2125.0,,,,,,,,,,,,,,,,,,,,
11,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-11-16 18:27:53.000,2022-11-14 15:31:43,1456.0,68.0,1937.0,225.0,1261.0,1767.0,30210.0,2022-10-06 22:46:02.996,22.10.0,42.0,348.0,42,True,359.0,black,conda-forge/black,,7852.0,,https://pypi.org/project/black,2022-06-28 00:39:54.000,16551717.0,16653257.0,https://anaconda.org/conda-forge/black,2022-10-27 20:13:05.568,5451902.0,1.0,7852.0,25514.0,,,,,,,,,,,,,,,,,,,
12,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-11-13 02:51:24.000,2022-09-03 10:56:22,1928.0,4.0,1168.0,206.0,492.0,560.0,23349.0,2022-09-03 18:04:55.000,4.64.1,130.0,112.0,42,True,376.0,tqdm,conda-forge/tqdm,,368946.0,346517.0,https://pypi.org/project/tqdm,2022-04-04 01:48:46.000,46775291.0,46973155.0,https://anaconda.org/conda-forge/tqdm,2022-09-03 14:17:41.115,15221730.0,1.0,22429.0,10323.0,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2022-11-12 01:50:51.768311,2.0,4055.0,,,,,,,,,,,,,,
13,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-11-16 09:44:54.000,2022-11-06 23:57:33,1821.0,129.0,2107.0,233.0,1092.0,1634.0,15327.0,2022-11-01 18:34:14.000,1.4.2,55.0,225.0,42,True,116.0,mkdocs,conda-forge/mkdocs,['mkdocs'],31039.0,27289.0,https://pypi.org/project/mkdocs,2022-03-26 19:53:18.000,1213746.0,1216424.0,https://anaconda.org/conda-forge/mkdocs,2022-11-12 09:58:55.579,211620.0,1.0,3750.0,,,,,,,,,,,,,,,,,,,,
14,mkdocs-material,squidfunk/mkdocs-material,documentation,Documentation that simply works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-11-17 07:49:56.000,2022-11-15 22:03:04,4645.0,206.0,2589.0,111.0,2083.0,1607.0,11680.0,2022-11-11 17:52:00.720,8.5.10,285.0,168.0,42,True,10.0,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],18614.0,18614.0,https://pypi.org/project/mkdocs-material,2022-11-08 14:44:39.000,1759542.0,1763733.0,https://anaconda.org/conda-forge/mkdocs-material,2022-09-18 18:35:12.577,176025.0,1.0,,,,,,,,,,,,,,,,,,,,,
15,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-11-17 01:58:54.000,2022-11-16 23:19:15,8550.0,96.0,1841.0,233.0,2060.0,4436.0,9763.0,2022-10-31 17:46:11.000,5.6.2,46.0,441.0,42,True,272.0,pyinstaller,conda-forge/pyinstaller,,32217.0,32028.0,https://pypi.org/project/pyinstaller,2022-05-17 18:32:22.000,887334.0,898882.0,https://anaconda.org/conda-forge/pyinstaller,2022-11-09 22:22:41.109,371379.0,1.0,189.0,732897.0,,,,,,,,,,,,,,,,,,,
16,sphinx,sphinx-doc/sphinx,documentation,The Sphinx documentation generator.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-11-17 10:48:10.000,2022-11-13 20:36:24,19746.0,148.0,1780.0,142.0,4722.0,5203.0,5000.0,2022-10-17 21:45:48.000,6.0.0b2,175.0,757.0,42,True,1087.0,sphinx,conda-forge/sphinx,['sphinx'],291517.0,231556.0,https://pypi.org/project/sphinx,2022-06-02 18:12:32.000,8850732.0,8936989.0,https://anaconda.org/conda-forge/sphinx,2022-10-16 10:22:22.751,6469288.0,1.0,59961.0,,,,,,,,,,,,,,,,,,,,
17,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-11-16 00:10:39.000,2022-11-16 00:10:38,2326.0,55.0,242.0,31.0,279.0,1435.0,2439.0,2022-08-03 23:23:36.795,5.0.4,86.0,172.0,42,True,31.0,flake8,conda-forge/flake8,,350670.0,308771.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,18866414.0,18932876.0,https://anaconda.org/conda-forge/flake8,2022-08-04 20:32:50.634,5117646.0,1.0,41899.0,,,,,,,,,,,,,,,,,,,,
18,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-11-12 11:57:24.000,2022-11-12 11:56:52,13771.0,132.0,2039.0,484.0,603.0,3726.0,7542.0,2022-11-03 17:22:13.392,6.0.1,96.0,172.0,41,True,247.0,robotframework,conda-forge/robotframework,,7238.0,6190.0,https://pypi.org/project/robotframework,2022-05-16 07:56:15.000,1327901.0,1329637.0,https://anaconda.org/conda-forge/robotframework,2022-11-03 22:03:39.410,100414.0,1.0,1048.0,539.0,,,,,,,,,,,,,,,,,,,
19,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-11-13 22:48:45.000,2022-11-13 22:48:43,8316.0,45.0,464.0,114.0,564.0,1282.0,5276.0,2021-11-17 00:47:47.000,0.18.1,31.0,156.0,41,True,46.0,jedi,conda-forge/jedi,,249703.0,241394.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,16431074.0,16602659.0,https://anaconda.org/conda-forge/jedi,2022-08-08 11:59:59.996,12525758.0,1.0,8309.0,,,,,,,1.0,,,,,,,,,,,,,
20,poetry,python-poetry/poetry,dependency-managers,Python packaging and dependency management made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-11-16 20:53:40.000,2022-11-16 18:15:18,2666.0,216.0,1805.0,181.0,2146.0,3912.0,22652.0,2022-10-10 19:45:14.090,1.2.2,154.0,416.0,40,True,650.0,poetry,conda-forge/poetry,,155.0,,https://pypi.org/project/poetry,2022-08-31 03:48:14.633,10452401.0,10730741.0,https://anaconda.org/conda-forge/poetry,2022-10-31 19:50:24.779,690310.0,1.0,155.0,14517794.0,,,,,,,,,,,,,,,,,,,
21,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-11-14 11:38:09.550,2022-11-14 07:13:05,12520.0,141.0,537.0,69.0,2171.0,1292.0,6340.0,2022-11-14 07:15:04.292,6.57.1,1000.0,297.0,40,True,42.0,hypothesis,conda-forge/hypothesis,,16776.0,14804.0,https://pypi.org/project/hypothesis,2022-07-05 05:13:25.000,3586021.0,3671062.0,https://anaconda.org/conda-forge/hypothesis,2022-11-14 11:38:09.550,6463119.0,1.0,1972.0,,,,,,,,,,,,,,,,,,,,
22,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-11-17 13:17:28.000,2022-11-17 13:17:26,16126.0,115.0,1267.0,195.0,3359.0,7816.0,4988.0,2022-09-20 09:40:51.000,22.9.0,100.0,406.0,40,True,1029.0,conda,conda-forge/conda,,1090.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,230184.0,679684.0,https://anaconda.org/conda-forge/conda,2022-11-04 21:16:41.349,33712503.0,1.0,1090.0,,,,,,,,,,,,,,,,,,,,
23,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-11-17 13:47:13.000,2022-11-17 13:28:10,8023.0,313.0,927.0,72.0,3212.0,3920.0,4338.0,2022-10-21 21:20:44.478,2.15.5,155.0,492.0,40,True,691.0,pylint,conda-forge/pylint,,21280.0,,https://pypi.org/project/pylint,2022-06-29 13:48:28.000,13167211.0,13212466.0,https://anaconda.org/conda-forge/pylint,2022-10-26 14:36:19.339,3394194.0,1.0,21280.0,,,,,,,,,,,,,,,,,,,,
24,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-11-14 20:19:47.000,2022-11-12 21:40:03,609.0,28.0,966.0,161.0,1174.0,1170.0,4310.0,2022-11-12 22:25:39.236,20.16.7,195.0,240.0,40,True,76.0,virtualenv,conda-forge/virtualenv,,17756.0,,https://pypi.org/project/virtualenv,2022-07-27 21:53:47.000,40851712.0,40895401.0,https://anaconda.org/conda-forge/virtualenv,2022-11-13 19:03:26.724,2970855.0,2.0,17756.0,,,,,,,,,,,,,,,,,,,,
25,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-11-14 17:08:43.000,2022-11-14 05:09:26,2124.0,21.0,440.0,43.0,1065.0,1317.0,3071.0,2022-11-14 05:10:42.085,3.27.1,133.0,267.0,40,True,65.0,tox,conda-forge/tox,['pytest'],86302.0,65411.0,https://pypi.org/project/tox,2022-06-29 23:24:55.000,5417008.0,5426264.0,https://anaconda.org/conda-forge/tox,2022-11-14 13:23:39.814,573907.0,1.0,20891.0,,,,,,,,,,,,,,,,,,,,
26,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-11-17 01:22:53.000,2022-11-17 00:07:27,2305.0,37.0,663.0,83.0,960.0,1589.0,9187.0,2022-07-11 00:58:54.000,2.20.0,169.0,146.0,39,True,20.0,pre-commit,conda-forge/pre-commit,,68991.0,65543.0,https://pypi.org/project/pre-commit,2022-05-05 13:55:13.000,7789834.0,7846124.0,https://anaconda.org/conda-forge/pre-commit,2022-10-28 15:12:46.425,2069751.0,1.0,3448.0,199644.0,,,,,,,,,,,,,,,,,,,
27,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-11-16 18:58:36.000,2022-11-09 12:40:16,1428.0,44.0,1690.0,162.0,636.0,567.0,4227.0,2022-11-04 19:24:09.941,1.1.1,37.0,111.0,39,True,220.0,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],6060.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2022-10-13 20:24:36.386,3357547.0,3396421.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2022-11-06 16:10:03.932,2915601.0,2.0,6044.0,,,,,,,,,,,,,,,,,,,,
28,sentry-sdk,getsentry/sentry-python,logging,The official Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-11-17 14:02:33.000,2022-11-14 12:40:09,1568.0,91.0,325.0,57.0,956.0,604.0,1368.0,2022-11-14 12:40:47.056,1.11.0,167.0,151.0,39,True,182.0,sentry-sdk,conda-forge/sentry-sdk,,25737.0,25737.0,https://pypi.org/project/sentry-sdk,2022-10-21 14:39:28.000,18146253.0,18152204.0,https://anaconda.org/conda-forge/sentry-sdk,2022-11-14 16:09:11.204,281337.0,1.0,,3878.0,,,,,,,,,,,,,,,,,,,
29,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-11-17 05:00:42.000,2022-05-20 06:58:02,3909.0,,491.0,41.0,861.0,1021.0,5345.0,2021-11-09 05:43:22.000,5.10.1,132.0,263.0,38,True,120.0,isort,conda-forge/isort,,301139.0,286017.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,24859933.0,24911276.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,3902128.0,2.0,15122.0,,,,,,,,,,,,,,,,,,,,
30,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-11-15 02:13:24.000,2022-11-15 02:13:23,1337.0,24.0,658.0,120.0,441.0,585.0,4709.0,2022-08-03 23:15:05.358,2.9.1,15.0,131.0,38,True,119.0,pycodestyle,conda-forge/pycodestyle,,280327.0,268965.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,28477559.0,28546279.0,https://anaconda.org/conda-forge/pycodestyle,2022-08-04 18:37:50.261,5291500.0,1.0,11362.0,,,,,,,,,,,,,,,,,,,,
31,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-11-05 09:59:42.000,2022-11-05 09:59:36,2792.0,25.0,278.0,66.0,212.0,346.0,4201.0,2022-10-28 21:13:03.171,2.0.0,71.0,57.0,38,True,103.0,autopep8,conda-forge/autopep8,,147164.0,141478.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,3314081.0,3325727.0,https://anaconda.org/conda-forge/autopep8,2022-10-29 13:49:35.758,896791.0,2.0,5686.0,,,,,,,,,,,,,,,,,,,,
32,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-11-17 10:37:47.000,2022-11-16 13:59:12,4518.0,140.0,1333.0,492.0,569.0,1338.0,21760.0,2022-10-29 09:42:17.000,3.3.0,90.0,165.0,37,True,236.0,glances,conda-forge/glances,,583.0,533.0,https://pypi.org/project/glances,2022-05-26 08:29:00.000,230957.0,233160.0,https://anaconda.org/conda-forge/glances,2022-11-03 21:02:41.924,175551.0,1.0,50.0,827.0,,,,,,,,,,,,,,,,,,,
33,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-11-17 10:15:16.000,2022-11-15 07:52:14,1813.0,58.0,547.0,106.0,829.0,752.0,6399.0,2022-11-14 08:19:01.985,6.10.0,106.0,181.0,37,True,138.0,pip-tools,conda-forge/pip-tools,,1867.0,,https://pypi.org/project/pip-tools,2022-06-30 09:26:49.000,6976310.0,6978266.0,https://anaconda.org/conda-forge/pip-tools,2022-05-24 05:42:55.372,60647.0,2.0,1867.0,,,,,,,,,,,,,,,,,,,,
34,structlog,hynek/structlog,logging,"Simple, powerful, and fast logging for Python.",,https://github.com/hynek/structlog,https://github.com/hynek/structlog,Apache-2.0,2013-08-13 15:55:58.000,2022-11-17 09:54:58.000,2022-11-17 09:54:52,1268.0,194.0,165.0,30.0,222.0,229.0,2264.0,2022-07-20 11:47:25.000,22.1.0,28.0,93.0,37,True,25.0,structlog,conda-forge/structlog,,939.0,,https://pypi.org/project/structlog,2021-12-16 12:48:09.000,3936759.0,3940089.0,https://anaconda.org/conda-forge/structlog,2022-07-28 13:23:10.469,253134.0,2.0,939.0,,,,,,,1.0,,,,,,,,,,,,,
35,loguru,Delgan/loguru,logging,Python logging made (stupidly) simple.,,https://github.com/Delgan/loguru,https://github.com/Delgan/loguru,MIT,2017-08-15 17:22:32.000,2022-11-16 14:36:35.000,2022-11-12 17:24:03,671.0,18.0,559.0,119.0,84.0,606.0,13353.0,2022-01-29 13:50:01.000,0.6.0,18.0,40.0,36,True,60.0,loguru,conda-forge/loguru,,32280.0,30571.0,https://pypi.org/project/loguru,2020-09-20 07:54:28.000,4721271.0,4738529.0,https://anaconda.org/conda-forge/loguru,2022-10-26 21:41:01.021,776635.0,2.0,1709.0,,,,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-11-17 03:12:13.000,2022-11-17 03:12:06,5471.0,195.0,551.0,77.0,456.0,3355.0,8695.0,2022-11-16 03:54:27.000,1.1.280,364.0,83.0,36,True,9.0,,,,403.0,396.0,,,,355888.0,,,,1.0,,,,,,,,1.0,pyright,https://www.npmjs.com/package/pyright,2022-11-16 03:50:49.745,7.0,355888.0,,,,,,,,
37,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-11-15 13:44:48.000,2022-11-07 18:36:09,23181.0,261.0,1609.0,205.0,5179.0,789.0,4932.0,2022-09-22 04:30:44.515,3.6.1,120.0,828.0,36,True,668.0,buildbot,conda-forge/buildbot,,757.0,300.0,https://pypi.org/project/buildbot,2022-03-06 14:20:53.000,29117.0,31365.0,https://anaconda.org/conda-forge/buildbot,2022-09-22 06:41:52.613,68461.0,1.0,457.0,28644.0,,,,,,,,,,,,,,,,,,,
38,invoke,pyinvoke/invoke,build-tools,Pythonic task management & command execution.,,https://github.com/pyinvoke/invoke,https://github.com/pyinvoke/invoke,BSD-2-Clause,2012-02-29 23:59:23.000,2022-11-13 12:37:49.000,2022-09-30 21:53:37,3568.0,10.0,331.0,98.0,220.0,379.0,3735.0,2022-09-30 21:54:38.717,1.7.3,58.0,57.0,36,True,346.0,invoke,conda-forge/invoke,,16690.0,14061.0,https://pypi.org/project/invoke,2022-05-11 16:04:49.000,4041078.0,4051791.0,https://anaconda.org/conda-forge/invoke,2022-10-06 14:51:40.510,846368.0,1.0,2629.0,,,,,,,,,,,,,,,,,,,,
39,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-11-17 08:34:12.000,2022-11-17 08:34:09,2147.0,46.0,354.0,26.0,1502.0,950.0,2076.0,2022-09-27 22:22:25.120,0.17.0,55.0,179.0,36,True,99.0,wemake-python-styleguide,,,7999.0,7968.0,https://pypi.org/project/wemake-python-styleguide,2022-03-11 18:59:38.000,216133.0,216133.0,,,,1.0,31.0,,,,,,,,,,,,,,,,,,,,
40,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-11-16 11:25:32.000,2022-10-26 18:32:42,906.0,9.0,184.0,34.0,228.0,223.0,1342.0,2022-09-28 18:41:46.166,4.0.0,44.0,80.0,36,True,120.0,pytest-cov,conda-forge/pytest-cov,['pytest'],185024.0,155337.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,16446587.0,16530788.0,https://anaconda.org/conda-forge/pytest-cov,2022-09-29 00:56:23.882,6736145.0,1.0,29687.0,,,,,,,,,,,,,,,,,,,,
