,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
0,best-of-web-python - Testing,ml-tooling/best-of-web-python,testing,Testing libraries & tools for python web frameworks.,True,https://github.com/ml-tooling/best-of-web-python,https://github.com/ml-tooling/best-of-web-python,CC-BY-SA-4.0,2021-01-05 13:09:27.000,2022-01-20 18:53:33.000,2022-01-20 18:53:32,108.0,26.0,91.0,49.0,68.0,2.0,1416.0,2022-01-20 18:53:39.000,2022.01.20,31.0,7.0,4.0,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,Python.org Packaging,,packaging,An Overview of Packaging for Python.,True,,https://packaging.python.org/overview/,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,unittest,,testing,Unittest is a test framework included in the Python standard library.,True,,https://docs.python.org/3/library/unittest.html,,,,,,,,,,,,,,,,,0,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,pytest,pytest-dev/pytest,testing,"The pytest framework makes it easy to write small tests, yet scales to support complex functional testing.",,https://github.com/pytest-dev/pytest,https://github.com/pytest-dev/pytest,MIT,2015-06-15 20:28:27.000,2022-01-27 14:18:55.000,2022-01-27 12:39:32,14280.0,233.0,1930.0,192.0,4414.0,4093.0,8207.0,2021-12-07 08:35:24.000,7.0.0rc1,149.0,766.0,726.0,47,True,pytest,conda-forge/pytest,['pytest'],511657.0,431166.0,https://pypi.org/project/pytest,2021-12-07 08:34:56.000,80491.0,31245603.0,31414777.0,https://anaconda.org/conda-forge/pytest,2022-01-07 13:25:59.784,11165492.0,1.0,,,,,,,,,,,,,,,,,,
4,pip,pypa/pip,dependency-managers,The Python package installer.,,https://github.com/pypa/pip,https://github.com/pypa/pip,MIT,2011-03-06 14:30:46.000,2022-01-27 07:09:19.000,2022-01-27 07:09:18,12663.0,165.0,2436.0,293.0,4727.0,5175.0,7697.0,2021-10-22 15:57:09.000,21.3.1,113.0,653.0,911.0,45,True,pip,conda-forge/pip,,80923.0,70439.0,https://pypi.org/project/pip,2021-10-22 15:57:09.000,10484.0,76450147.0,76901406.0,https://anaconda.org/conda-forge/pip,2021-10-22 18:02:50.098,29783150.0,1.0,,,,,,,,,,,,,,,,,,
5,setuptools,pypa/setuptools,build-tools,Official project repository for the Setuptools build system.,,https://github.com/pypa/setuptools,https://github.com/pypa/setuptools,MIT,2016-03-29 14:02:33.000,2022-01-26 10:32:49.000,2022-01-24 12:44:15,11610.0,458.0,813.0,79.0,1030.0,1467.0,1529.0,2022-01-08 21:36:54.000,60.5.0,471.0,478.0,480.0,45,True,setuptools,conda-forge/setuptools,,172884.0,137329.0,https://pypi.org/project/setuptools,2022-01-08 21:36:47.000,35555.0,178908174.0,179393837.0,https://anaconda.org/conda-forge/setuptools,2022-01-16 13:01:35.205,32053713.0,1.0,116.0,,,,,,,,,,,,,,,,,
6,sphinx,sphinx-doc/sphinx,documentation,Main repository for the Sphinx documentation builder.,,https://github.com/sphinx-doc/sphinx,https://github.com/sphinx-doc/sphinx,BSD-3-Clause,2015-01-02 10:53:28.000,2022-01-26 20:55:52.000,2022-01-23 11:21:49,18692.0,388.0,1626.0,130.0,4326.0,4904.0,4382.0,2022-01-16 15:20:56.000,4.4.0,162.0,708.0,960.0,44,True,sphinx,conda-forge/sphinx,['sphinx'],236430.0,177605.0,https://pypi.org/project/sphinx,2022-01-16 15:18:30.000,58825.0,4310325.0,4381484.0,https://anaconda.org/conda-forge/sphinx,2022-01-20 19:43:31.997,4625354.0,1.0,,,,,,,,,,,,,,,,,,
7,black,psf/black,formatters,The uncompromising Python code formatter.,,https://github.com/psf/black,https://github.com/psf/black,MIT,2018-03-14 19:54:45.000,2022-01-27 10:52:39.000,2022-01-27 03:44:39,1241.0,122.0,1537.0,203.0,993.0,1471.0,24464.0,2021-12-05 22:41:43.000,21.12b0,37.0,300.0,350.0,43,True,black,conda-forge/black,,117952.0,111441.0,https://pypi.org/project/black,2021-12-05 22:42:08.000,6511.0,10994148.0,11059357.0,https://anaconda.org/conda-forge/black,2021-12-13 14:19:25.118,2843459.0,1.0,19901.0,,,,,,,,,,,,,,,,,
8,pipenv,pypa/pipenv,virtual-envs,Python Development Workflow for Humans.,,https://github.com/pypa/pipenv,https://github.com/pypa/pipenv,MIT,2017-01-20 00:44:02.000,2022-01-24 19:35:25.000,2022-01-24 19:35:24,7268.0,149.0,1700.0,367.0,1355.0,3050.0,22621.0,2022-01-08 15:34:11.000,2022.1.8,304.0,401.0,559.0,43,True,pipenv,conda-forge/pipenv,,25704.0,24467.0,https://pypi.org/project/pipenv,2022-01-08 15:34:11.000,1237.0,3986238.0,3987954.0,https://anaconda.org/conda-forge/pipenv,2022-01-08 20:44:18.377,46340.0,1.0,,,,,,,,,,,,,,,,,,
9,mypy,python/mypy,linters,Optional static typing for Python.,,https://github.com/python/mypy,https://github.com/python/mypy,MIT,2012-12-07 13:30:23.000,2022-01-27 09:40:44.000,2022-01-27 02:06:08,10031.0,217.0,2023.0,209.0,4851.0,5168.0,12221.0,,,87.0,533.0,2082.0,43,True,mypy,conda-forge/mypy,,62476.0,57060.0,https://pypi.org/project/mypy,2022-01-07 17:03:15.000,5416.0,7386617.0,7418041.0,https://anaconda.org/conda-forge/mypy,2022-01-11 06:15:23.330,1571244.0,1.0,,,,,,,,,,,,,,,,,,
10,psutil,giampaolo/psutil,profiling,Cross-platform lib for process and system monitoring in Python.,,https://github.com/giampaolo/psutil,https://github.com/giampaolo/psutil,BSD-3-Clause,2014-05-23 14:01:48.000,2022-01-27 00:29:18.000,2022-01-16 22:52:11,5756.0,35.0,1188.0,228.0,549.0,1323.0,8056.0,2021-12-29 21:26:19.000,5.9.0,84.0,173.0,210.0,43,True,psutil,conda-forge/psutil,,147351.0,131952.0,https://pypi.org/project/psutil,2021-12-29 21:26:19.000,15399.0,36285760.0,36426845.0,https://anaconda.org/conda-forge/psutil,2021-12-30 18:15:13.024,9734902.0,1.0,,,,,,,,,,,,,,,,,,
11,robotframework,robotframework/robotframework,testing,Generic automation framework for acceptance testing and RPA.,,https://github.com/robotframework/robotframework,https://github.com/robotframework/robotframework,Apache-2.0,2014-06-27 11:10:38.000,2022-01-27 13:20:49.000,2022-01-27 12:23:33,13267.0,206.0,1838.0,472.0,512.0,3521.0,6637.0,2021-12-15 19:00:16.000,4.1.3,81.0,154.0,221.0,42,True,robotframework,conda-forge/robotframework,,5842.0,4828.0,https://pypi.org/project/robotframework,2021-12-15 18:57:24.000,1014.0,814452.0,815927.0,https://anaconda.org/conda-forge/robotframework,2021-12-15 22:28:24.922,70563.0,1.0,514.0,1.0,,,,,,,,,,,,,,,,
12,mkdocs,mkdocs/mkdocs,documentation,Project documentation with Markdown.,,https://github.com/mkdocs/mkdocs,https://github.com/mkdocs/mkdocs,BSD-2-Clause,2014-01-11 21:05:21.000,2022-01-26 00:42:02.000,2022-01-25 22:21:35,1625.0,25.0,1851.0,227.0,994.0,1522.0,13527.0,2021-10-12 21:59:03.000,1.2.3,49.0,210.0,111.0,41,True,mkdocs,conda-forge/mkdocs,['mkdocs'],21395.0,17868.0,https://pypi.org/project/mkdocs,2021-12-15 14:53:23.599,3527.0,724556.0,726910.0,https://anaconda.org/conda-forge/mkdocs,2021-10-13 01:18:18.279,162486.0,1.0,,,,,,,,,,,,,,,,,,
13,jedi,davidhalter/jedi,refactoring,"Awesome autocompletion, static analysis and refactoring library for python.",,https://github.com/davidhalter/jedi,https://github.com/davidhalter/jedi,MIT,2012-02-19 23:12:30.000,2022-01-19 07:06:42.000,2021-12-25 13:08:44,8262.0,31.0,460.0,114.0,553.0,1247.0,5059.0,2021-11-17 00:47:47.000,0.18.1,31.0,149.0,27.0,41,True,jedi,conda-forge/jedi,,182805.0,174546.0,https://pypi.org/project/jedi,2021-11-17 00:47:47.000,8259.0,19788635.0,19907756.0,https://anaconda.org/conda-forge/jedi,2021-11-17 19:12:02.897,7504647.0,1.0,,,,,,,,,,,,,,,,,,
14,flake8,PyCQA/flake8,linters,Flake8 is a wrapper around these tools: PyFlakes; pycodestyle; Ned Batchelders McCabe script.,,https://github.com/PyCQA/flake8,https://github.com/PyCQA/flake8,MIT,2014-09-13 17:06:24.000,2022-01-25 18:52:55.000,2022-01-24 14:09:22,2177.0,145.0,189.0,29.0,193.0,1322.0,1761.0,2021-10-11 12:42:47.000,4.0.1,81.0,160.0,39.0,41,True,flake8,conda-forge/flake8,,262113.0,221595.0,https://pypi.org/project/flake8,2021-10-11 12:42:47.000,40518.0,12610651.0,12664014.0,https://anaconda.org/conda-forge/flake8,2021-11-02 21:24:52.298,3575348.0,1.0,,,,,,,,,,,,,,,,,,
15,tqdm,tqdm/tqdm,logging,"A Fast, Extensible Progress Bar for Python and CLI.",,https://github.com/tqdm/tqdm,https://github.com/tqdm/tqdm,MPL-2.0,2015-06-03 13:13:14.000,2022-01-25 20:55:19.000,2021-09-20 16:15:31,1889.0,,1054.0,199.0,457.0,541.0,20979.0,2021-09-20 15:24:06.000,4.62.3,125.0,107.0,327.0,40,True,tqdm,conda-forge/tqdm,,263378.0,242762.0,https://pypi.org/project/tqdm,2021-12-15 16:50:56.695,20616.0,28369042.0,28510456.0,https://anaconda.org/conda-forge/tqdm,2021-09-20 17:51:38.361,9463291.0,1.0,8248.0,,tqdm/tqdm,https://hub.docker.com/r/tqdm/tqdm,2021-10-30 01:39:15.438974,2.0,3962.0,,,,,,,,,,,
16,mkdocs-material,squidfunk/mkdocs-material,documentation,Technical documentation that just works.,,https://github.com/squidfunk/mkdocs-material,https://github.com/squidfunk/mkdocs-material,MIT,2016-01-28 22:09:23.000,2022-01-25 19:12:56.000,2022-01-25 19:11:50,3994.0,297.0,1990.0,85.0,1736.0,1258.0,8600.0,2022-01-23 11:39:00.000,8.1.8,238.0,143.0,11.0,40,True,mkdocs-material,conda-forge/mkdocs-material,['mkdocs'],11943.0,10846.0,https://pypi.org/project/mkdocs-material,2022-01-23 11:39:00.000,1097.0,761839.0,764320.0,https://anaconda.org/conda-forge/mkdocs-material,2022-01-24 05:33:34.104,79396.0,1.0,,,,,,,,,,,,,,,,,,
17,conda,conda/conda,dependency-managers,"OS-agnostic, system-level binary package manager and ecosystem.",,https://github.com/conda/conda,https://github.com/conda/conda,BSD-3-Clause,2012-10-15 22:08:03.000,2022-01-27 11:58:40.000,2022-01-26 22:58:07,15808.0,51.0,1100.0,196.0,2930.0,6430.0,4481.0,2021-11-22 18:47:32.000,4.11.0,100.0,376.0,1847.0,40,True,conda,conda-forge/conda,,1087.0,,https://pypi.org/project/conda,2017-04-22 23:38:35.000,1087.0,74273.0,447924.0,https://anaconda.org/conda-forge/conda,2021-11-23 11:16:29.692,24287316.0,2.0,,,,,,,,,,,,,,,,,,
18,isort,PyCQA/isort,formatters,A Python utility / library to sort imports.,,https://github.com/PyCQA/isort,https://github.com/PyCQA/isort,MIT,2013-09-02 22:22:53.000,2022-01-21 20:42:34.000,2022-01-07 06:54:33,3876.0,49.0,432.0,38.0,837.0,1006.0,4474.0,2021-11-09 05:43:22.000,5.10.1,132.0,254.0,42.0,40,True,isort,conda-forge/isort,,229771.0,215465.0,https://pypi.org/project/isort,2021-11-09 05:42:44.000,14306.0,14961583.0,15003082.0,https://anaconda.org/conda-forge/isort,2021-11-09 08:52:00.919,2738987.0,2.0,,,,,,,,,,,,,,,,,,
19,virtualenv,pypa/virtualenv,virtual-envs,Virtual Python Environment builder.,,https://github.com/pypa/virtualenv,https://github.com/pypa/virtualenv,MIT,2011-03-06 14:33:27.000,2022-01-27 07:50:40.000,2022-01-27 07:50:40,503.0,45.0,931.0,156.0,1078.0,1134.0,4045.0,2022-01-02 15:54:47.000,20.13.0,179.0,224.0,67.0,40,True,virtualenv,conda-forge/virtualenv,,17659.0,,https://pypi.org/project/virtualenv,2022-01-02 15:54:47.000,17659.0,22515793.0,22540635.0,https://anaconda.org/conda-forge/virtualenv,2022-01-27 01:59:17.712,1440855.0,2.0,,,,,,,,,,,,,,,,,,
20,pylint,PyCQA/pylint,linters,Its not just a linter that annoys you!.,,https://github.com/PyCQA/pylint,https://github.com/PyCQA/pylint,GPL-2.0,2015-12-09 05:40:02.000,2022-01-27 14:16:20.000,2022-01-26 16:04:51,6316.0,309.0,802.0,74.0,1829.0,3167.0,3774.0,2021-12-03 17:31:36.000,2.12.2,132.0,435.0,771.0,40,True,pylint,conda-forge/pylint,,20833.0,,https://pypi.org/project/pylint,2021-12-03 17:31:36.000,20833.0,8611454.0,8650225.0,https://anaconda.org/conda-forge/pylint,2021-12-03 20:37:10.043,2520162.0,1.0,,,,,,,,,,,,,,,,,,
21,rich,Textualize/rich,logging,Rich is a Python library for rich text and beautiful formatting in the terminal.,,https://github.com/Textualize/rich,https://github.com/Textualize/rich,MIT,2019-11-10 15:28:09.000,2022-01-27 12:36:15.000,2022-01-27 10:47:54,2654.0,292.0,1073.0,525.0,567.0,624.0,34301.0,2022-01-09 10:38:06.000,11.0.0,151.0,145.0,28.0,39,True,rich,conda-forge/rich,,12204.0,10907.0,https://pypi.org/project/rich,2022-01-09 10:34:53.000,1297.0,2841352.0,2874148.0,https://anaconda.org/conda-forge/rich,2022-01-09 13:49:50.650,590342.0,1.0,,,,,,,,,,,,,,,,,,
22,poetry,python-poetry/poetry,dependency-managers,Python dependency management and packaging made easy.,,https://github.com/python-poetry/poetry,https://github.com/python-poetry/poetry,MIT,2018-02-28 15:23:47.000,2022-01-27 05:10:01.000,2022-01-25 05:55:39,2028.0,135.0,1480.0,166.0,1443.0,2364.0,18029.0,2021-11-28 06:15:58.000,1.1.12,142.0,324.0,1252.0,39,True,poetry,conda-forge/poetry,,113.0,,https://pypi.org/project/poetry,2021-11-28 06:15:58.000,113.0,4566677.0,4793765.0,https://anaconda.org/conda-forge/poetry,2022-01-27 03:30:39.413,355983.0,2.0,10015208.0,,,,,,,,,,,,,,,,,
23,hypothesis,HypothesisWorks/hypothesis,testing,"Hypothesis is a powerful, flexible, and easy to use library for property-based testing.",,https://github.com/HypothesisWorks/hypothesis,https://github.com/HypothesisWorks/hypothesis,MPL-2.0,2013-03-10 13:51:19.000,2022-01-24 01:28:11.000,2022-01-19 09:00:01,11331.0,281.0,481.0,65.0,2014.0,1149.0,5633.0,2022-01-19 09:00:26.000,hypothesis-python-6.36.0,921.0,255.0,57.0,39,True,hypothesis,conda-forge/hypothesis,,12970.0,11109.0,https://pypi.org/project/hypothesis,2022-01-19 09:00:09.000,1861.0,1980106.0,2058659.0,https://anaconda.org/conda-forge/hypothesis,2022-01-19 12:26:39.841,5184556.0,1.0,,,,,,,,,,,,,,,,,,
24,yapf,google/yapf,formatters,A formatter for Python files.,,https://github.com/google/yapf,https://github.com/google/yapf,Apache-2.0,2015-03-18 18:22:31.000,2022-01-11 21:24:39.000,2022-01-11 21:24:36,1185.0,45.0,840.0,211.0,254.0,391.0,12278.0,2020-04-23 19:07:36.000,0.30.0,68.0,135.0,342.0,38,True,yapf,conda-forge/yapf,,29978.0,27889.0,https://pypi.org/project/yapf,2021-12-26 07:48:00.000,2089.0,1536291.0,1550037.0,https://anaconda.org/conda-forge/yapf,2022-01-06 16:55:17.692,921011.0,2.0,,,,,,,,,,,,,,,,,,
25,tox,tox-dev/tox,testing,Command line driven CI frontend and development task automation tool.,,https://github.com/tox-dev/tox,https://github.com/tox-dev/tox,MIT,2016-09-17 16:54:22.000,2022-01-26 11:34:02.000,2022-01-26 11:13:29,2062.0,10.0,392.0,39.0,978.0,1261.0,2584.0,2022-01-10 16:56:12.000,4.0.0a10,126.0,255.0,136.0,38,True,tox,conda-forge/tox,['pytest'],73501.0,53116.0,https://pypi.org/project/tox,2022-01-04 10:00:51.000,20385.0,3864520.0,3872261.0,https://anaconda.org/conda-forge/tox,2021-12-29 15:02:18.880,402583.0,1.0,,1.0,,,,,,,,,,,,,,,,
26,sentry-sdk,getsentry/sentry-python,logging,The new Python SDK for Sentry.io.,,https://github.com/getsentry/sentry-python,https://github.com/getsentry/sentry-python,BSD-2-Clause,2018-06-18 22:51:10.000,2022-01-26 22:08:10.000,2022-01-26 14:57:55,1346.0,45.0,266.0,44.0,730.0,432.0,1135.0,2022-01-25 14:06:24.000,1.5.4,140.0,118.0,190.0,38,True,sentry-sdk,conda-forge/sentry-sdk,,18234.0,17288.0,https://pypi.org/project/sentry-sdk,2022-01-25 14:06:21.000,946.0,10926536.0,10929895.0,https://anaconda.org/conda-forge/sentry-sdk,2022-01-25 17:46:49.917,123275.0,1.0,4514.0,1.0,,,,,,,,,,,,,,,,
27,pyinstaller,pyinstaller/pyinstaller,packaging,Freeze (package) Python programs into stand-alone executables.,,https://github.com/pyinstaller/pyinstaller,https://github.com/pyinstaller/pyinstaller,GPL-2.0,2011-11-23 11:05:56.000,2022-01-27 09:20:50.000,2022-01-25 12:44:21,8268.0,80.0,1755.0,231.0,1868.0,4092.0,8789.0,2022-01-12 20:14:21.000,4.8,34.0,419.0,314.0,37,True,pyinstaller,conda-forge/pyinstaller,,129.0,,https://pypi.org/project/pyinstaller,2022-01-12 18:53:31.000,129.0,654505.0,666104.0,https://anaconda.org/conda-forge/pyinstaller,2022-01-13 01:13:26.805,288089.0,1.0,723569.0,,,,,,,,,,,,,,,,,
28,pre-commit,pre-commit/pre-commit,others,A framework for managing and maintaining multi-language pre-commit hooks.,,https://github.com/pre-commit/pre-commit,https://github.com/pre-commit/pre-commit,MIT,2014-03-13 00:39:38.000,2022-01-24 17:30:57.000,2022-01-24 02:56:48,2156.0,58.0,545.0,79.0,864.0,1313.0,7298.0,2022-01-18 18:42:21.000,2.17.0,165.0,129.0,21.0,37,True,pre-commit,conda-forge/pre-commit,,2778.0,,https://pypi.org/project/pre-commit,2022-01-18 18:38:17.000,2778.0,3649916.0,3683461.0,https://anaconda.org/conda-forge/pre-commit,2022-01-19 10:50:51.993,957415.0,1.0,27649.0,1.0,,,,,,,,,,,,,,,,
29,pycodestyle,PyCQA/pycodestyle,linters,Simple Python style checker in one Python file.,,https://github.com/PyCQA/pycodestyle,https://github.com/PyCQA/pycodestyle,Saxpath,2009-10-02 00:43:37.000,2022-01-03 22:37:19.000,2022-01-03 22:35:35,1271.0,25.0,614.0,122.0,401.0,556.0,4483.0,2021-10-11 00:56:25.000,2.8.0,13.0,131.0,113.0,37,True,pycodestyle,conda-forge/pycodestyle,,198150.0,186912.0,https://pypi.org/project/pycodestyle,2021-10-11 00:56:25.000,11238.0,17568673.0,17624530.0,https://anaconda.org/conda-forge/pycodestyle,2021-10-11 20:03:59.620,3742468.0,1.0,,,,,,,,,,,,,,,,,,
30,Glances,nicolargo/glances,profiling,"Glances an Eye on your system. A top/htop alternative for GNU/Linux, BSD, Mac OS and Windows operating systems.",,https://github.com/nicolargo/glances,https://github.com/nicolargo/glances,LGPL-3.0,2011-12-04 08:49:15.000,2022-01-23 14:32:27.000,2022-01-23 14:32:19,4228.0,77.0,1265.0,494.0,521.0,1232.0,19870.0,2021-11-29 13:01:08.000,3.2.4.2,78.0,153.0,210.0,36,True,glances,conda-forge/glances,,425.0,375.0,https://pypi.org/project/glances,2021-11-22 10:55:51.000,50.0,141697.0,143854.0,https://anaconda.org/conda-forge/glances,2021-11-20 23:54:35.274,150426.0,1.0,709.0,,,,,,,,,,,,,,,,,
31,buildbot,buildbot/buildbot,build-tools,Python-based continuous integration testing framework; your pull requests are more than welcome!.,,https://github.com/buildbot/buildbot,https://github.com/buildbot/buildbot,GPL-2.0,2010-07-06 17:56:53.000,2022-01-25 23:33:25.000,2022-01-17 13:49:06,22416.0,56.0,1560.0,201.0,4927.0,754.0,4755.0,2021-10-16 08:31:36.000,3.4.0,116.0,806.0,634.0,36,True,buildbot,conda-forge/buildbot,,721.0,264.0,https://pypi.org/project/buildbot,2021-10-16 08:31:36.000,457.0,57967.0,60040.0,https://anaconda.org/conda-forge/buildbot,2021-10-16 13:45:45.804,48761.0,1.0,18832.0,,,,,,,,,,,,,,,,,
32,autopep8,hhatto/autopep8,formatters,A tool that automatically formats Python code to conform to the PEP 8 style guide.,,https://github.com/hhatto/autopep8,https://github.com/hhatto/autopep8,MIT,2010-12-29 20:08:51.000,2022-01-25 01:20:31.000,2022-01-25 01:20:30,2734.0,5.0,255.0,67.0,192.0,340.0,3980.0,2021-10-24 07:01:21.000,1.6.0,68.0,51.0,92.0,36,True,autopep8,conda-forge/autopep8,,109174.0,103567.0,https://pypi.org/project/autopep8,2021-10-24 06:47:35.000,5607.0,2328356.0,2337280.0,https://anaconda.org/conda-forge/autopep8,2021-10-26 17:07:50.178,597971.0,3.0,,,,,,,,,,,,,,,,,,
33,rope,python-rope/rope,refactoring,a python refactoring library.,,https://github.com/python-rope/rope,https://github.com/python-rope/rope,LGPL-3.0,2013-11-30 15:30:20.000,2021-12-20 03:34:57.000,2021-12-20 03:34:42,2285.0,82.0,149.0,25.0,204.0,162.0,1274.0,2021-11-22 15:09:58.000,0.22.0,69.0,68.0,72.0,36,True,rope,conda-forge/rope,,35779.0,34195.0,https://pypi.org/project/rope,2021-12-15 13:42:34.748,1584.0,531651.0,542514.0,https://anaconda.org/conda-forge/rope,2021-11-22 17:32:33.372,619204.0,1.0,,,,,,,,,,,,,,,,,,
34,pytest-cov,pytest-dev/pytest-cov,testing,Coverage plugin for pytest.,,https://github.com/pytest-dev/pytest-cov,https://github.com/pytest-dev/pytest-cov,MIT,2014-04-17 20:01:12.000,2022-01-23 14:06:25.000,2021-12-21 17:09:57,868.0,7.0,166.0,34.0,210.0,205.0,1180.0,2021-10-04 01:48:57.000,3.0.0,43.0,74.0,112.0,36,True,pytest-cov,conda-forge/pytest-cov,['pytest'],139806.0,111531.0,https://pypi.org/project/pytest-cov,2021-10-04 01:48:57.000,28275.0,10033733.0,10097249.0,https://anaconda.org/conda-forge/pytest-cov,2021-10-04 14:17:04.977,4446175.0,1.0,,,,,,,,,,,,,,,,,,
35,packaging,pypa/packaging,packaging,Core utilities for Python packages.,,https://github.com/pypa/packaging,https://github.com/pypa/packaging,BSD-2-Clause,2014-05-15 22:49:43.000,2022-01-21 16:57:23.000,2022-01-20 07:45:01,531.0,10.0,175.0,28.0,280.0,167.0,363.0,2021-11-18 00:41:06.000,21.3,39.0,74.0,66.0,36,True,packaging,conda-forge/packaging,,321391.0,304546.0,https://pypi.org/project/packaging,2021-11-18 00:39:10.000,16845.0,88977099.0,89156646.0,https://anaconda.org/conda-forge/packaging,2021-11-18 12:50:05.153,12029126.0,1.0,228.0,,,,,,,,,,,,,,,,,
36,pyright,Microsoft/pyright,linters,Static type checker for Python.,,https://github.com/microsoft/pyright,https://github.com/microsoft/pyright,MIT,2019-03-12 03:38:46.000,2022-01-26 21:58:41.000,2022-01-26 21:58:41,4511.0,466.0,417.0,79.0,348.0,2376.0,7595.0,2022-01-26 05:36:44.000,1.1.215,296.0,69.0,10.0,35,True,,,,195.0,192.0,,,,,241593.0,,,,1.0,,,,,,,,pyright,https://www.npmjs.com/package/pyright,2022-01-26 05:32:47.996,3.0,241593.0,,,,,,
37,pip-tools,jazzband/pip-tools,dependency-managers,A set of tools to keep your pinned Python dependencies fresh.,,https://github.com/jazzband/pip-tools,https://github.com/jazzband/pip-tools,BSD-3-Clause,2012-09-10 08:50:26.000,2022-01-26 05:34:16.000,2021-11-12 05:03:34,1670.0,7.0,483.0,96.0,736.0,666.0,5486.0,2021-10-12 16:00:05.000,6.4.0,97.0,163.0,139.0,35,True,pip-tools,conda-forge/pip-tools,,1792.0,,https://pypi.org/project/pip-tools,2021-10-12 16:00:05.000,1792.0,3427937.0,3429033.0,https://anaconda.org/conda-forge/pip-tools,2021-10-12 21:23:33.029,23026.0,2.0,,,,,,,,,,,,,,,,,,
38,sphinx_rtd_theme,readthedocs/sphinx_rtd_theme,documentation,Sphinx theme for readthedocs.org.,,https://github.com/readthedocs/sphinx_rtd_theme,https://github.com/readthedocs/sphinx_rtd_theme,MIT,2013-10-17 17:10:49.000,2022-01-19 16:45:03.000,2021-10-19 23:03:00,1347.0,,1611.0,154.0,587.0,542.0,3956.0,2018-10-05 13:20:49.000,0.4.2,23.0,108.0,195.0,35,True,sphinx_rtd_theme,conda-forge/sphinx_rtd_theme,['sphinx'],11910.0,16.0,https://pypi.org/project/sphinx_rtd_theme,2018-10-05 13:20:49.000,11894.0,1886536.0,1918414.0,https://anaconda.org/conda-forge/sphinx_rtd_theme,2021-09-17 07:30:33.268,2072083.0,2.0,,,,,,,,,,,,,,,,,,
39,bandit,PyCQA/bandit,security,Bandit is a tool designed to find common security issues in Python code.,,https://github.com/PyCQA/bandit,https://github.com/PyCQA/bandit,Apache-2.0,2018-04-26 09:08:12.000,2022-01-27 14:08:02.000,2022-01-27 14:07:58,1191.0,13.0,400.0,64.0,240.0,376.0,3830.0,2022-01-26 01:00:17.000,1.7.2,33.0,140.0,192.0,35,True,bandit,conda-forge/bandit,,11950.0,10478.0,https://pypi.org/project/bandit,2022-01-26 01:00:17.000,1472.0,1909711.0,1912985.0,https://anaconda.org/conda-forge/bandit,2022-01-26 10:27:27.386,104679.0,1.0,144.0,,,,,,,,,,,,,,,,,
40,wemake-python-styleguide,wemake-services/wemake-python-styleguide,linters,The strictest and most opinionated python linter ever!.,,https://github.com/wemake-services/wemake-python-styleguide,https://github.com/wemake-services/wemake-python-styleguide,MIT,2018-03-09 21:04:25.000,2022-01-26 06:54:17.000,2022-01-26 06:53:35,1994.0,87.0,318.0,24.0,1344.0,912.0,1752.0,2021-12-13 20:48:04.000,0.16.0,53.0,163.0,81.0,35,True,wemake-python-styleguide,,,977.0,953.0,https://pypi.org/project/wemake-python-styleguide,2021-12-13 20:48:04.000,24.0,71520.0,71520.0,,,,1.0,,,,,,,,,,,,,,,,,,
41,twine,pypa/twine,build-tools,Utilities for interacting with PyPI.,,https://github.com/pypa/twine,https://github.com/pypa/twine,Apache-2.0,2013-08-13 15:39:39.000,2022-01-25 15:37:25.000,2022-01-24 12:14:34,1020.0,33.0,254.0,30.0,463.0,358.0,1212.0,2021-12-07 11:51:46.000,3.7.1,47.0,104.0,34.0,35,True,twine,conda-forge/twine,,65053.0,53098.0,https://pypi.org/project/twine,2021-12-07 11:46:01.000,11955.0,2422530.0,2428540.0,https://anaconda.org/conda-forge/twine,2021-12-07 15:46:27.788,390674.0,2.0,,,,,,,,,,,,,,,,,,
