,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,open_issue_count,projectrank,show,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,trending,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_monthly_downloads,cargo_total_downloads,conda_forge
84,sqlmap,sqlmapproject/sqlmap,security,Automatic SQL injection and database takeover tool.,,https://github.com/sqlmapproject/sqlmap,https://github.com/sqlmapproject/sqlmap,GPL-3.0,2012-06-26 09:52:15.000,2022-01-26 09:26:20.000,2022-01-26 09:26:20,9897.0,33.0,4568.0,1045.0,304.0,4518.0,22266.0,2022-01-03 10:35:57.000,1.6,75.0,111.0,51.0,30,True,sqlmap,,,6.0,,https://pypi.org/project/sqlmap,2022-01-03 10:39:29.000,6.0,5220.0,5220.0,,,,2.0,,,,,,,,,,,,,,,,,,
85,PySnooper,cool-RR/PySnooper,debugging,Never use print for debugging again.,,https://github.com/cool-RR/PySnooper,https://github.com/cool-RR/PySnooper,MIT,2019-04-18 13:55:43.000,2022-01-20 23:47:25.346,2022-01-14 18:37:05,302.0,2.0,916.0,237.0,110.0,96.0,14877.0,2022-01-14 18:39:42.000,1.1.0,56.0,26.0,18.0,30,True,pysnooper,conda-forge/pysnooper,,595.0,547.0,https://pypi.org/project/pysnooper,2022-01-14 18:39:42.000,48.0,208839.0,210201.0,https://anaconda.org/conda-forge/pysnooper,2022-01-20 23:47:25.346,43586.0,1.0,,,,,,,,,,,,,,,,,,
86,py-spy,benfred/py-spy,profiling,Sampling profiler for Python programs.,,https://github.com/benfred/py-spy,https://github.com/benfred/py-spy,MIT,2018-08-01 02:22:15.000,2022-01-27 10:00:30.000,2022-01-17 15:26:15,435.0,10.0,283.0,101.0,241.0,167.0,7872.0,2021-11-13 01:56:30.544,0.3.11,34.0,29.0,71.0,30,True,py-spy,conda-forge/py-spy,,35.0,,https://pypi.org/project/py-spy,2021-11-13 01:54:19.000,35.0,517065.0,538816.0,https://anaconda.org/conda-forge/py-spy,2021-12-18 07:06:29.610,239656.0,2.0,7466.0,,,,,,,,,,,,py-spy,https://crates.io/crates/py-spy,2021-11-13 01:56:30.544,12627.0,395491.0,
87,Scalene,plasma-umass/scalene,profiling,"Scalene: a high-performance, high-precision CPU, GPU, and memory profiler for Python.",,https://github.com/plasma-umass/scalene,https://github.com/plasma-umass/scalene,Apache-2.0,2019-12-17 20:56:28.000,2022-01-25 23:56:27.000,2022-01-25 23:53:28,2212.0,207.0,175.0,64.0,152.0,130.0,5221.0,2022-01-25 23:56:27.000,1.4.2,118.0,25.0,37.0,30,True,scalene,,,84.0,81.0,https://pypi.org/project/scalene,2022-01-25 23:56:27.000,3.0,6679.0,6679.0,,,,2.0,,,,,,,,,,,,,,,,,,
88,ipdb,gotcha/ipdb,debugging,Integration of IPython pdb.,,https://github.com/gotcha/ipdb,https://github.com/gotcha/ipdb,BSD-3-Clause,2011-01-15 17:51:47.000,2021-12-30 19:43:11.000,2021-12-30 16:31:44,354.0,2.0,133.0,25.0,73.0,113.0,1508.0,2021-06-02 11:43:46.000,0.13.9,41.0,49.0,57.0,30,True,ipdb,conda-forge/ipdb,,38689.0,29964.0,https://pypi.org/project/ipdb,2021-06-02 11:43:46.000,8725.0,1869763.0,1873208.0,https://anaconda.org/conda-forge/ipdb,2021-06-24 04:21:01.798,227410.0,1.0,,,,,,,,,,,,,,,,,,
89,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2022-01-20 11:02:04.000,2022-01-12 04:23:14,1384.0,12.0,239.0,94.0,353.0,412.0,1357.0,2022-01-12 04:38:54.000,0.13.4,651.0,36.0,92.0,30,True,pybuilder,conda-forge/pybuilder,,60.0,,https://pypi.org/project/pybuilder,2022-01-12 04:38:54.000,60.0,17596.0,17849.0,https://anaconda.org/conda-forge/pybuilder,2022-01-12 08:27:33.345,8867.0,3.0,,,,,,,,,,,,,,,,,,
90,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2022-01-10 09:57:08.000,2022-01-10 09:55:09,674.0,100.0,88.0,17.0,84.0,90.0,852.0,2022-01-10 09:57:08.000,8.3.7,113.0,46.0,36.0,30,True,pylama,,,3867.0,3275.0,https://pypi.org/project/pylama,2022-01-10 09:57:08.000,592.0,100633.0,100633.0,,,,2.0,,,,,,,,,,,,,,,,,,
91,flake8-bugbear,PyCQA/flake8-bugbear,linters,A plugin for Flake8 finding likely bugs and design problems in your program. Contains warnings that dont belong in..,,https://github.com/PyCQA/flake8-bugbear,https://github.com/PyCQA/flake8-bugbear,MIT,2016-03-15 20:54:43.000,2022-01-27 10:04:25.000,2022-01-12 04:20:50,193.0,14.0,57.0,8.0,108.0,70.0,674.0,2022-01-12 04:23:34.000,22.1.11,39.0,47.0,42.0,30,True,flake8-bugbear,conda-forge/flake8-bugbear,['flake8'],7331.0,6454.0,https://pypi.org/project/flake8-bugbear,2022-01-12 04:23:34.000,877.0,1058046.0,1076813.0,https://anaconda.org/conda-forge/flake8-bugbear,2022-01-12 18:37:51.792,544271.0,2.0,,,,,,,,,,,,,,,,,,
92,PyHamcrest,hamcrest/PyHamcrest,testing,Hamcrest matchers for Python.,,https://github.com/hamcrest/PyHamcrest,https://github.com/hamcrest/PyHamcrest,BSD-3-Clause,2010-12-24 02:55:56.000,2021-12-27 22:28:00.000,2021-12-27 22:27:58,572.0,13.0,91.0,21.0,127.0,50.0,597.0,2021-12-12 20:12:38.000,2.0.3,23.0,37.0,19.0,30,True,pyhamcrest,conda-forge/pyhamcrest,,1812.0,,https://pypi.org/project/pyhamcrest,2021-12-12 20:12:38.000,1812.0,865101.0,870764.0,https://anaconda.org/conda-forge/pyhamcrest,2021-12-13 10:31:09.148,385123.0,2.0,,,,,,,,,,,,,,,,,,
93,pytest-html,pytest-dev/pytest-html,testing,Plugin for generating HTML reports for pytest results.,,https://github.com/pytest-dev/pytest-html,https://github.com/pytest-dev/pytest-html,MPL-2.0,2015-04-14 19:22:42.000,2022-01-26 13:02:38.000,2022-01-25 20:50:19,381.0,5.0,181.0,20.0,225.0,181.0,465.0,2020-12-13 15:24:58.000,3.1.1,44.0,43.0,103.0,30,True,pytest-html,conda-forge/pytest-html,['pytest'],15895.0,15232.0,https://pypi.org/project/pytest-html,2020-12-13 15:24:58.000,663.0,1563180.0,1566796.0,https://anaconda.org/conda-forge/pytest-html,2020-12-13 19:43:13.698,202545.0,2.0,,,,,,,,,,,,,,,,,,
94,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2021-11-05 18:08:14.000,2021-06-11 17:11:55,4487.0,,1356.0,106.0,3151.0,2371.0,3300.0,2017-05-30 10:07:57.000,0.11.1,730.0,482.0,835.0,29,True,coala-bears,,,115.0,10.0,https://pypi.org/project/coala-bears,2017-11-10 21:04:50.000,105.0,3179.0,3180.0,,,,2.0,148.0,,,,,,,,,,,,,,,,,
95,detect-secrets,Yelp/detect-secrets,security,An enterprise friendly way of detecting and preventing secrets in code.,,https://github.com/Yelp/detect-secrets,https://github.com/Yelp/detect-secrets,Apache-2.0,2017-12-05 00:38:38.000,2022-01-26 15:07:35.000,2022-01-17 14:21:43,1109.0,12.0,244.0,47.0,275.0,155.0,2139.0,2021-04-14 21:25:44.000,1.1.0,34.0,54.0,83.0,29,True,detect-secrets,,,23.0,,https://pypi.org/project/detect-secrets,2021-04-14 21:25:44.000,23.0,229433.0,229433.0,,,,3.0,,,,,,,,,,,,,,,,,,
96,Diamond,python-diamond/Diamond,profiling,Diamond is a python daemon that collects system metrics and publishes them to Graphite (and others). It is capable of..,,https://github.com/python-diamond/Diamond,https://github.com/python-diamond/Diamond,MIT,2013-10-11 23:32:13.000,2022-01-15 22:54:55.000,2022-01-15 22:54:55,3262.0,22.0,593.0,92.0,524.0,135.0,1650.0,2016-11-25 22:13:29.000,4.0.515,36.0,361.0,232.0,29,True,diamond,,,106.0,74.0,https://pypi.org/project/diamond,2016-11-25 22:13:29.000,32.0,45466.0,45466.0,,,,2.0,,,,,,,,,,,,,,,,,,
97,pyelftools,eliben/pyelftools,debugging,Parsing ELF and DWARF in Python.,,https://github.com/eliben/pyelftools,https://github.com/eliben/pyelftools,Unlicense,2013-06-08 22:55:54.000,2022-01-13 23:07:39.000,2022-01-13 23:07:39,586.0,9.0,413.0,69.0,217.0,118.0,1377.0,,,8.0,82.0,58.0,29,True,pyelftools,conda-forge/pyelftools,,3437.0,2920.0,https://pypi.org/project/pyelftools,2020-10-27 13:45:19.000,517.0,736917.0,738066.0,https://anaconda.org/conda-forge/pyelftools,2020-10-27 16:16:13.901,80449.0,2.0,,-1.0,,,,,,,,,,,,,,,,
98,pyupgrade,asottile/pyupgrade,refactoring,A tool (and pre-commit hook) to automatically upgrade syntax for newer versions of the language.,,https://github.com/asottile/pyupgrade,https://github.com/asottile/pyupgrade,MIT,2017-02-28 17:50:31.000,2022-01-24 02:24:55.000,2022-01-24 02:24:54,830.0,43.0,93.0,32.0,340.0,248.0,1376.0,2022-01-01 00:43:49.000,2.31.0,124.0,22.0,10.0,29,True,pyupgrade,conda-forge/pyupgrade,,34.0,,https://pypi.org/project/pyupgrade,2022-01-01 00:43:49.000,34.0,204466.0,213050.0,https://anaconda.org/conda-forge/pyupgrade,2022-01-01 03:14:54.401,309041.0,2.0,,,,,,,,,,,,,,,,,,
99,radon,rubik/radon,code-metrics,Various code metrics for Python code.,,https://github.com/rubik/radon,https://github.com/rubik/radon,MIT,2012-09-20 18:58:58.000,2021-12-15 14:08:03.854,2021-08-08 13:24:47,521.0,,97.0,33.0,73.0,136.0,1284.0,2021-08-08 13:25:20.000,5.1.0,54.0,49.0,21.0,29,True,radon,conda-forge/radon,,2828.0,2228.0,https://pypi.org/project/radon,2021-12-15 14:08:03.854,600.0,282159.0,282890.0,https://anaconda.org/conda-forge/radon,2021-09-07 09:02:03.415,37287.0,2.0,,,,,,,,,,,,,,,,,,
100,safety,pyupio/safety,security,Safety checks your installed dependencies for known security vulnerabilities.,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2022-01-11 22:54:29.000,2021-04-28 19:57:23,372.0,,104.0,29.0,238.0,77.0,1195.0,2021-01-15 19:34:46.000,1.10.3,38.0,35.0,44.0,29,True,safety,conda-forge/safety,,3713.0,3391.0,https://pypi.org/project/safety,2021-01-15 19:34:46.000,322.0,701088.0,707482.0,https://anaconda.org/conda-forge/safety,2021-01-15 20:54:00.958,26476.0,3.0,122481.0,,,,,,,,,,,,,,,,,
101,pytest-bdd,pytest-dev/pytest-bdd,testing,BDD library for the py.test runner.,,https://github.com/pytest-dev/pytest-bdd,https://github.com/pytest-dev/pytest-bdd,MIT,2013-03-29 07:27:43.000,2022-01-23 17:08:47.000,2022-01-15 19:36:38,696.0,14.0,166.0,52.0,244.0,150.0,944.0,2021-10-25 16:25:47.000,5.0.0,91.0,45.0,133.0,29,True,pytest-bdd,conda-forge/pytest-bdd,['pytest'],169.0,,https://pypi.org/project/pytest-bdd,2021-10-25 16:25:47.000,169.0,227390.0,228718.0,https://anaconda.org/conda-forge/pytest-bdd,2020-02-03 16:53:59.114,42527.0,3.0,,,,,,,,,,,,,,,,,,
102,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,PSF-2.0,2017-01-22 04:25:52.000,2022-01-27 04:06:33.000,2022-01-25 01:50:56,1230.0,58.0,172.0,26.0,585.0,658.0,864.0,2022-01-24 07:19:20.000,6.10,37.0,93.0,60.0,29,True,cx_freeze,conda-forge/cx_freeze,,153.0,,https://pypi.org/project/cx_freeze,2017-12-16 18:09:35.000,153.0,53365.0,56385.0,https://anaconda.org/conda-forge/cx_freeze,2022-01-24 11:51:51.383,108730.0,2.0,,,,,,,,,,,,,,,,,,
103,colorlog,borntyping/python-colorlog,logging,A colored formatter for the python logging module.,,https://github.com/borntyping/python-colorlog,https://github.com/borntyping/python-colorlog,MIT,2012-09-05 17:57:21.000,2021-11-09 08:26:36.253,2021-11-08 16:54:56,224.0,2.0,76.0,10.0,43.0,71.0,728.0,2021-11-08 16:58:17.000,6.6.0,63.0,30.0,,29,True,colorlog,conda-forge/colorlog,,15667.0,13300.0,https://pypi.org/project/colorlog,2021-11-08 16:56:43.000,2367.0,4912556.0,4919493.0,https://anaconda.org/conda-forge/colorlog,2021-11-09 08:26:36.253,478680.0,3.0,,,,,,,,,,,,,,,,,,
104,nose2,nose-devs/nose2,testing,"The successor to nose, based on unittest2.",,https://github.com/nose-devs/nose2,https://github.com/nose-devs/nose2,BSD-3-Clause,2011-12-14 15:33:15.000,2022-01-04 10:08:05.000,2022-01-03 21:14:45,1008.0,4.0,134.0,24.0,252.0,201.0,701.0,2021-01-27 21:57:28.000,0.10.0,26.0,71.0,55.0,29,True,nose2,conda-forge/nose2,,5529.0,4456.0,https://pypi.org/project/nose2,2021-01-27 21:57:28.000,1073.0,365986.0,366951.0,https://anaconda.org/conda-forge/nose2,2020-02-02 06:02:02.004,42502.0,3.0,,,,,,,,,,,,,,,,,,
105,astor,berkerpeksag/astor,ast,Python AST read/write.,,https://github.com/berkerpeksag/astor,https://github.com/berkerpeksag/astor,BSD-3-Clause,2012-09-19 23:02:51.000,2021-12-15 03:45:47.000,2021-10-27 00:10:12,262.0,,84.0,24.0,104.0,75.0,636.0,2019-12-10 01:50:33.000,0.8.1,14.0,31.0,34.0,29,True,astor,conda-forge/astor,,2109.0,,https://pypi.org/project/astor,2019-12-10 01:50:33.000,2109.0,5155515.0,5180961.0,https://anaconda.org/conda-forge/astor,2020-07-01 13:36:26.971,1450470.0,2.0,,,,,,,,,,,,,,,,,,
106,mccabe,PyCQA/mccabe,code-metrics,McCabe complexity checker for Python.,,https://github.com/PyCQA/mccabe,https://github.com/PyCQA/mccabe,Saxpath,2013-02-20 22:19:04.000,2022-01-24 18:42:20.668,2022-01-24 01:11:19,143.0,1.0,43.0,16.0,52.0,35.0,451.0,2022-01-24 01:14:49.000,0.7.0,13.0,21.0,6.0,29,True,mccabe,conda-forge/mccabe,,256840.0,241000.0,https://pypi.org/project/mccabe,2022-01-24 01:14:49.000,15840.0,16799925.0,16857471.0,https://anaconda.org/conda-forge/mccabe,2022-01-24 18:42:20.668,3855603.0,2.0,,,,,,,,,,,,,,,,,,
107,gdbgui,cs01/gdbgui,debugging,"Browser-based frontend to gdb (gnu debugger). Add breakpoints, view the stack, visualize data structures, and more in..",,https://github.com/cs01/gdbgui,https://github.com/cs01/gdbgui,GPL-3.0,2016-10-27 03:19:25.000,2022-01-16 06:03:42.000,2022-01-16 06:03:38,429.0,2.0,481.0,165.0,134.0,164.0,8411.0,2021-09-06 05:59:07.000,0.15.0.1,93.0,39.0,119.0,28,True,gdbgui,,,134.0,132.0,https://pypi.org/project/gdbgui,2021-09-06 05:54:12.000,2.0,144067.0,144443.0,,,,2.0,6772.0,,,,,,,,,,,,,,,,,
108,pipx,pypa/pipx,dependency-managers,Install and Run Python Applications in Isolated Environments.,,https://github.com/pypa/pipx,https://github.com/pypa/pipx,MIT,2018-10-06 18:47:46.000,2022-01-24 11:38:40.000,2022-01-22 09:05:21,494.0,21.0,214.0,60.0,345.0,349.0,4541.0,2022-01-04 09:17:35.000,1.0.0,49.0,72.0,105.0,28,True,pipx,conda-forge/pipx,,6.0,,https://pypi.org/project/pipx,2022-01-04 09:17:35.000,6.0,81129.0,81239.0,https://anaconda.org/conda-forge/pipx,2022-01-04 11:29:53.789,110.0,3.0,,,,,,,,,,,,,,,,,,
109,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2016-05-26 17:37:38.151,2022-01-24 11:42:39.000,2022-01-06 07:41:24,181.0,6.0,250.0,13.0,67.0,23.0,3527.0,2021-12-30 14:39:07.000,3.4.0,8.0,27.0,29.0,28,True,line_profiler,conda-forge/line_profiler,,353.0,,https://pypi.org/project/line_profiler,2017-12-20 02:30:37.000,353.0,125153.0,128460.0,https://anaconda.org/conda-forge/line_profiler,2021-11-13 04:18:41.049,224937.0,2.0,,,,,,,,,,,,,,,,,,
110,memory-profiler,pythonprofilers/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/pythonprofilers/memory_profiler,https://github.com/pythonprofilers/memory_profiler,BSD-3-Clause,2011-10-14 11:56:14.000,2022-01-17 12:32:24.000,2022-01-17 12:32:24,649.0,8.0,329.0,72.0,137.0,106.0,3289.0,2018-08-16 03:16:49.000,0.54.0,52.0,91.0,111.0,28,True,memory_profiler,conda-forge/memory_profiler,,268.0,,https://pypi.org/project/memory_profiler,2018-08-16 03:16:49.000,268.0,434655.0,436866.0,https://anaconda.org/conda-forge/memory_profiler,2021-12-19 14:16:49.287,150367.0,2.0,,,,,,,,,,,,,,,,,,
111,pytest-testinfra,pytest-dev/pytest-testinfra,testing,Testinfra test your infrastructures.,,https://github.com/pytest-dev/pytest-testinfra,https://github.com/pytest-dev/pytest-testinfra,Apache-2.0,2015-03-15 20:49:52.000,2022-01-20 09:16:21.000,2022-01-20 09:16:21,685.0,10.0,287.0,86.0,335.0,199.0,1999.0,2021-12-07 12:36:00.000,6.5.0,6.0,107.0,116.0,28,True,pytest-testinfra,conda-forge/pytest-testinfra,['pytest'],5.0,,https://pypi.org/project/pytest-testinfra,2021-12-07 12:36:00.000,5.0,114538.0,114737.0,https://anaconda.org/conda-forge/pytest-testinfra,2021-12-12 11:43:25.251,2399.0,3.0,,,,,,,,,,,,,,,,,,
112,pytest-sugar,Teemu/pytest-sugar,testing,"a plugin for py.test that changes the default look and feel of py.test (e.g. progressbar, show tests that fail..",,https://github.com/Teemu/pytest-sugar,https://github.com/Teemu/pytest-sugar,BSD-3-Clause,2013-06-25 21:09:27.000,2021-12-31 11:59:53.000,2020-10-24 18:04:51,344.0,,57.0,18.0,130.0,69.0,818.0,2020-07-06 18:40:33.000,0.9.4,26.0,36.0,35.0,28,False,pytest-sugar,conda-forge/pytest-sugar,['pytest'],11544.0,8965.0,https://pypi.org/project/pytest-sugar,2020-07-06 18:40:33.000,2579.0,542433.0,544739.0,https://anaconda.org/conda-forge/pytest-sugar,2020-09-18 13:41:24.029,122243.0,3.0,,,,,,,,,,,,,,,,,,
113,Yappi,sumerc/yappi,profiling,"Yet Another Python Profiler, but this time thread&coroutine&greenlet aware.",,https://github.com/sumerc/yappi,https://github.com/sumerc/yappi,MIT,2009-10-07 20:46:30.000,2021-12-15 13:51:36.167,2021-12-08 13:47:41,655.0,8.0,52.0,11.0,42.0,38.0,796.0,2021-10-05 13:05:13.000,1.3.3,19.0,27.0,17.0,28,True,yappi,conda-forge/yappi,,858.0,517.0,https://pypi.org/project/yappi,2021-12-15 13:51:36.167,341.0,1012796.0,1014548.0,https://anaconda.org/conda-forge/yappi,2021-11-07 16:26:03.838,96368.0,2.0,,,,,,,,,,,,,,,,,,
114,typeguard,agronholm/typeguard,debugging,Run-time type checker for Python.,,https://github.com/agronholm/typeguard,https://github.com/agronholm/typeguard,MIT,2015-12-27 23:15:37.000,2022-01-03 15:04:31.000,2021-12-10 21:05:38,266.0,9.0,69.0,19.0,47.0,151.0,783.0,2021-12-10 21:09:37.000,2.13.3,45.0,19.0,29.0,28,True,typeguard,conda-forge/typeguard,,299.0,,https://pypi.org/project/typeguard,2021-12-10 21:09:37.000,299.0,9937468.0,9939433.0,https://anaconda.org/conda-forge/typeguard,2021-10-11 07:35:51.312,70744.0,2.0,,,,,,,,,,,,,,,,,,
115,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2022-01-20 23:42:44.000,2022-01-20 23:33:27,1058.0,10.0,74.0,23.0,72.0,169.0,720.0,2022-01-20 23:42:44.000,3.4.1,143.0,37.0,2.0,28,True,green,conda-forge/green,,842.0,634.0,https://pypi.org/project/green,2022-01-20 23:42:44.000,208.0,15473.0,17225.0,https://anaconda.org/conda-forge/green,2020-11-12 18:09:27.157,91121.0,3.0,,,,,,,,,,,,,,,,,,
116,nox,theacodes/nox,testing,Flexible test automation for Python.,,https://github.com/theacodes/nox,https://github.com/theacodes/nox,Apache-2.0,2016-02-24 04:02:58.000,2022-01-20 16:49:13.000,2022-01-20 16:49:13,439.0,37.0,106.0,15.0,304.0,230.0,696.0,2022-01-07 23:34:01.000,2022.1.7,22.0,66.0,30.0,28,True,nox,conda-forge/nox,['pytest'],146.0,,https://pypi.org/project/nox,2022-01-07 23:34:01.000,146.0,743724.0,744886.0,https://anaconda.org/conda-forge/nox,2022-01-13 17:20:23.329,45350.0,3.0,,,,,,,,,,,,,,,,,,
117,prettytable,jazzband/prettytable,logging,Display tabular data in a visually appealing ASCII table format.,,https://github.com/jazzband/prettytable,https://github.com/jazzband/prettytable,BSD-1-Clause,2016-01-15 02:39:17.000,2022-01-25 13:45:25.000,2022-01-06 21:10:50,377.0,20.0,89.0,13.0,90.0,52.0,655.0,2022-01-06 21:31:09.000,3.0.0,20.0,40.0,23.0,28,False,prettytable,conda-forge/prettytable,,528.0,,https://pypi.org/project/prettytable,2022-01-06 21:31:09.000,528.0,3952900.0,3958270.0,https://anaconda.org/conda-forge/prettytable,2022-01-07 09:57:31.703,359849.0,3.0,,,,,,,,,,,,,,,,,,
118,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-01-25 21:58:05.000,2022-01-25 21:58:05,399.0,3.0,206.0,24.0,94.0,82.0,578.0,2021-09-12 03:26:49.000,0.8.0,57.0,39.0,56.0,28,True,sphinx-bootstrap-theme,,['sphinx'],592.0,,https://pypi.org/project/sphinx-bootstrap-theme,2021-09-12 03:26:49.000,592.0,300773.0,300773.0,,,,2.0,,,,,,,,,,,,,,,,,,
119,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/dropbox/mypy-protobuf,https://github.com/dropbox/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2022-01-24 01:32:53.849,2022-01-23 22:30:42,367.0,35.0,64.0,22.0,246.0,94.0,422.0,2022-01-23 22:29:40.000,3.2.0,38.0,31.0,6.0,28,True,mypy-protobuf,conda-forge/mypy-protobuf,,50.0,,https://pypi.org/project/mypy-protobuf,2022-01-23 22:29:40.000,50.0,877698.0,879103.0,https://anaconda.org/conda-forge/mypy-protobuf,2022-01-24 01:32:53.849,19683.0,2.0,,,,,,,,,,,,,,,,,,
120,ddt,datadriventests/ddt,testing,Data-Driven Tests for Python Unittest.,,https://github.com/datadriventests/ddt,https://github.com/datadriventests/ddt,MIT,2012-02-11 22:57:10.000,2021-10-26 05:16:28.000,2021-10-04 22:40:52,222.0,,100.0,22.0,54.0,38.0,401.0,2021-10-04 22:43:34.000,1.4.4,28.0,36.0,15.0,28,True,ddt,conda-forge/ddt,,5271.0,3958.0,https://pypi.org/project/ddt,2021-10-04 22:43:34.000,1313.0,209062.0,210208.0,https://anaconda.org/conda-forge/ddt,2020-05-15 03:17:11.932,66516.0,3.0,,,,,,,,,,,,,,,,,,
121,sphinx-autodoc-typehints,tox-dev/sphinx-autodoc-typehints,documentation,Type hints support for the Sphinx autodoc extension.,,https://github.com/tox-dev/sphinx-autodoc-typehints,https://github.com/tox-dev/sphinx-autodoc-typehints,MIT,2015-09-21 20:41:41.000,2022-01-25 14:26:00.000,2022-01-25 14:22:32,209.0,31.0,79.0,10.0,84.0,109.0,395.0,2022-01-25 14:26:00.000,1.16.0,37.0,36.0,23.0,28,True,sphinx-autodoc-typehints,conda-forge/sphinx-autodoc-typehints,['sphinx'],1291.0,,https://pypi.org/project/sphinx-autodoc-typehints,2022-01-25 14:26:00.000,1291.0,401786.0,407027.0,https://anaconda.org/conda-forge/sphinx-autodoc-typehints,2021-04-15 04:06:00.666,262050.0,2.0,,,,,,,,,,,,,,,,,,
122,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/ines/wasabi,https://github.com/ines/wasabi,MIT,2018-11-17 14:40:55.000,2021-12-07 08:28:14.218,2021-12-06 13:51:43,224.0,19.0,20.0,11.0,12.0,3.0,317.0,2021-12-06 13:54:33.000,0.9.0,35.0,7.0,3.0,28,True,wasabi,conda-forge/wasabi,,16172.0,15898.0,https://pypi.org/project/wasabi,2021-12-06 14:21:35.000,274.0,3709060.0,3725343.0,https://anaconda.org/conda-forge/wasabi,2021-12-07 08:28:14.218,569930.0,3.0,,,,,,,,,,,,,,,,,,
123,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2022-01-10 09:57:18.000,2022-01-10 09:18:37,1055.0,2.0,66.0,32.0,6.0,,221.0,2021-04-21 10:37:50.000,4.1.0,37.0,183.0,,28,True,hacking,,['flake8'],4391.0,,https://pypi.org/project/hacking,2021-04-21 10:37:50.000,4391.0,461971.0,461971.0,,,,2.0,,,,,,,,,,,,,,,,,,
124,astunparse,simonpercivall/astunparse,ast,An AST unparser for Python.,,https://github.com/simonpercivall/astunparse,https://github.com/simonpercivall/astunparse,BSD-3-Clause,2014-03-31 15:34:54.000,2021-12-05 16:31:05.000,2019-12-22 18:11:19,86.0,,42.0,7.0,33.0,21.0,175.0,2019-12-22 18:12:11.000,1.6.3,11.0,10.0,18.0,28,False,astunparse,conda-forge/astunparse,,36323.0,36040.0,https://pypi.org/project/astunparse,2019-12-22 18:12:11.000,283.0,5238694.0,5249112.0,https://anaconda.org/conda-forge/astunparse,2021-01-15 07:40:29.426,573005.0,3.0,,,,,,,,,,,,,,,,,,
125,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2021-11-15 08:20:52.503,2021-11-13 21:38:20,92.0,1.0,25.0,10.0,40.0,25.0,118.0,2021-11-13 21:39:31.000,0.5.3,20.0,10.0,1.0,28,True,gast,conda-forge/gast,,77029.0,75166.0,https://pypi.org/project/gast,2021-11-13 21:39:31.000,1863.0,10547889.0,10578944.0,https://anaconda.org/conda-forge/gast,2021-11-15 08:20:52.503,1366434.0,3.0,,,,,,,,,,,,,,,,,,
