,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,open_issue_count,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,trending,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
147,line_profiler,pyutils/line_profiler,profiling,Line-by-line profiling for Python.,,https://github.com/pyutils/line_profiler,https://github.com/pyutils/line_profiler,BSD-3-Clause,2019-12-10 22:26:33.000,2023-12-15 01:50:13.000,2023-12-05 18:58:24,421.0,24.0,110.0,14.0,160.0,52.0,2301.0,2023-11-03 00:10:48.000,4.1.2,30.0,43.0,27,True,,41.0,line_profiler,conda-forge/line_profiler,,103.0,,https://pypi.org/project/line_profiler,2023-11-03 00:10:48.000,103.0,341983.0,353967.0,https://anaconda.org/conda-forge/line_profiler,2023-09-27 21:27:52.775,455407.0,3.0,,,,,,,,,,,,,,,,,,,
148,safety,pyupio/safety,security,Safety checks Python dependencies for known security vulnerabilities and suggests the proper remediations for..,,https://github.com/pyupio/safety,https://github.com/pyupio/safety,MIT,2016-10-19 13:22:56.000,2023-11-27 10:30:19.000,2023-11-15 15:09:44,591.0,1.0,131.0,32.0,307.0,119.0,1573.0,2022-12-08 19:10:01.428,2.3.5,56.0,41.0,27,True,,62.0,safety,conda-forge/safety,,458.0,30.0,https://pypi.org/project/safety,2023-11-15 15:24:21.000,428.0,895032.0,906466.0,https://anaconda.org/conda-forge/safety,2023-06-16 16:15:06.955,88403.0,3.0,453400.0,,,,,,,,,,,,,,,,,,
149,wily,tonybaloney/wily,code-metrics,"A Python application for tracking, reporting on timing and complexity in Python code.",,https://github.com/tonybaloney/wily,https://github.com/tonybaloney/wily,Apache-2.0,2018-10-11 22:12:25.000,2024-01-10 11:10:34.000,2023-10-11 03:48:44,905.0,,56.0,25.0,123.0,73.0,1161.0,2023-10-11 03:48:57.000,1.25.0,52.0,24.0,27,True,,35.0,wily,,,218.0,209.0,https://pypi.org/project/wily,2023-10-11 03:48:57.000,9.0,14867.0,14867.0,,,,3.0,,,,,,,,,,,,,,,,,,,
150,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-11-15 19:49:03.000,2022-07-24 14:45:54,478.0,,86.0,10.0,61.0,53.0,1118.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,27,False,,56.0,pympler,conda-forge/pympler,,359.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,359.0,1063648.0,1068459.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,394579.0,3.0,,,,,,,,,,,,,,,,,,,
151,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2024-01-04 17:57:04.000,2022-12-21 03:55:00,575.0,,144.0,8.0,121.0,205.0,1051.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,27,False,,123.0,pdoc3,anaconda/pdoc3,,4061.0,3810.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,251.0,142565.0,142600.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1785.0,3.0,,,,,,,,,,,,,,,,,,,
152,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,MIT,2015-02-02 14:21:10.000,2023-12-05 07:38:40.000,2023-11-23 12:41:05,375.0,9.0,50.0,17.0,79.0,126.0,751.0,2023-11-07 09:57:34.000,2.1.0,50.0,24.0,27,True,,24.0,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1204.0,1204.0,https://pypi.org/project/pytest-testmon,,,132681.0,133254.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40684.0,3.0,,,,,,,,,,,,,,,,,,,
153,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-12-22 11:58:12.000,2023-10-24 08:23:51,1761.0,1.0,186.0,20.0,367.0,400.0,708.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,27,False,breathe-doc/breathe,177.0,breathe,conda-forge/breathe,,12025.0,12025.0,https://pypi.org/project/breathe,,,218663.0,230918.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,526277.0,3.0,560.0,,,,,,,,,,,-2.0,,,,,,,
154,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2024-01-08 18:17:55.000,2023-12-31 11:30:57,386.0,14.0,40.0,9.0,241.0,63.0,583.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,27,True,adamchainz/blacken-docs,12.0,blacken-docs,conda-forge/blacken-docs,,876.0,822.0,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,54.0,106643.0,107428.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,32998.0,3.0,,,,,,,,,,,,,,,,,,,
155,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,41.0,7.0,61.0,95.0,482.0,2021-10-18 03:40:35.000,1.8.1,49.0,22.0,27,False,,71.0,darglint,conda-forge/darglint,,20380.0,20226.0,https://pypi.org/project/darglint,2021-10-18 03:40:35.000,154.0,326813.0,328405.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,82787.0,3.0,,,,,,,,,,,,,,,,,,,
156,wasabi,ines/wasabi,logging,A lightweight console printing and formatting toolkit.,,https://github.com/explosion/wasabi,https://github.com/explosion/wasabi,MIT,2018-11-17 14:40:55.000,2023-11-03 14:34:37.000,2023-11-03 14:34:37,258.0,1.0,25.0,14.0,35.0,5.0,431.0,2023-06-07 07:37:46.000,1.1.2,41.0,14.0,27,True,explosion/wasabi,4.0,wasabi,conda-forge/wasabi,,39518.0,39189.0,https://pypi.org/project/wasabi,2023-06-07 07:36:02.865,329.0,4863655.0,4885014.0,https://anaconda.org/conda-forge/wasabi,2023-06-07 10:00:19.970,1260212.0,3.0,,,,,,,,,,,,,,,,,,,
157,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2024-01-08 19:36:25.000,2023-12-31 16:40:27,866.0,45.0,21.0,5.0,509.0,82.0,375.0,2023-12-31 16:40:33.000,0.35.0,53.0,16.0,27,True,,47.0,nitpick,,['flake8'],1291.0,1278.0,https://pypi.org/project/nitpick,2023-12-31 16:40:30.000,13.0,52037.0,52037.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,
158,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2024-01-05 07:22:01.000,2024-01-05 07:21:58,380.0,9.0,14.0,5.0,265.0,31.0,305.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,27,True,,19.0,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],18135.0,18008.0,https://pypi.org/project/flake8-eradicate,2023-05-31 09:59:03.360,127.0,471624.0,472027.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,13321.0,3.0,,,,,,,,,,,,,,,,,,,
159,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-12-22 19:31:19.000,2023-12-09 22:44:55,325.0,29.0,22.0,4.0,73.0,46.0,108.0,2023-11-03 08:51:01.000,2.2.0,28.0,18.0,27,True,,1.0,flake8-builtins,conda-forge/flake8-builtins,['flake8'],10554.0,10033.0,https://pypi.org/project/flake8-builtins,2023-11-03 08:51:01.000,521.0,578509.0,594002.0,https://anaconda.org/conda-forge/flake8-builtins,2023-11-03 15:56:08.359,232406.0,3.0,,,,,,,,,,,,,,,,,,,
160,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2024-01-10 02:28:02.000,2024-01-10 02:27:58,338.0,3.0,163.0,54.0,142.0,138.0,4444.0,2023-03-20 14:10:04.829,23.3.0,23.0,48.0,26,True,,42.0,monkeytype,conda-forge/monkeytype,,29.0,,https://pypi.org/project/monkeytype,2023-03-20 14:10:04.829,29.0,81890.0,82671.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,56233.0,2.0,,,,,,,,,,,,,,,,,,,
161,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,MIT,2018-02-28 04:47:03.000,2024-01-05 17:54:01.155,2022-02-16 05:16:40,168.0,,383.0,77.0,41.0,38.0,4048.0,2024-01-05 16:20:49.000,4.0.3,214.0,16.0,26,False,,24.0,rebound,conda-forge/rebound,,48.0,24.0,https://pypi.org/project/rebound,2024-01-05 16:20:49.000,24.0,9426.0,16782.0,https://anaconda.org/conda-forge/rebound,2024-01-05 17:54:01.155,323538.0,3.0,236.0,,,,,,,,,,,,,,,,,,
162,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,158.0,35.0,119.0,1978.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,26,False,,183.0,uiautomator,,,328.0,260.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,68.0,19369.0,19369.0,,,,3.0,,,,,,,,,,,,,,,,,,,
163,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-11-27 07:51:58.000,2023-11-24 20:16:12,210.0,6.0,36.0,8.0,36.0,24.0,1263.0,2023-11-24 20:12:24.000,0.2.11,20.0,7.0,26,True,,9.0,stackprinter,conda-forge/stackprinter,,353.0,322.0,https://pypi.org/project/stackprinter,2023-11-24 20:12:24.000,31.0,283999.0,284163.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,9069.0,3.0,,,,,,,,,,,,,,,,,,,
164,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,102.0,20.0,98.0,95.0,1034.0,2022-08-08 11:29:01.059,8.4.1,116.0,48.0,26,False,,56.0,pylama,,,6910.0,6230.0,https://pypi.org/project/pylama,2022-08-08 11:29:01.059,680.0,135436.0,135436.0,,,,3.0,,,,,,,,,,,,,,,,,,,
165,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-11-09 15:31:43.000,2023-11-09 15:30:55,473.0,3.0,64.0,23.0,86.0,52.0,513.0,2023-11-09 15:31:52.000,0.11.3,8.0,23.0,26,True,,28.0,mamba,,,901.0,901.0,https://pypi.org/project/mamba,,,4485.0,4485.0,,,,3.0,,,,,,,,,,,,,,,,,,,
166,paver,paver/paver,build-tools,Python-based project scripting.,,https://github.com/paver/paver,https://github.com/paver/paver,BSD-3-Clause,2010-11-11 09:43:52.000,2023-12-29 21:15:34.000,2023-04-16 21:21:14,535.0,,83.0,13.0,87.0,93.0,458.0,2017-12-31 01:13:41.000,1.3.4,28.0,46.0,26,True,,41.0,paver,conda-forge/paver,,961.0,,https://pypi.org/project/paver,2017-12-31 01:13:41.000,961.0,60124.0,60450.0,https://anaconda.org/conda-forge/paver,2023-06-16 13:19:05.560,28075.0,3.0,,,,,,,,,,,,10.0,,,,,,,
167,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,161.0,1761.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,107.0,dephell,,,842.0,825.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,17.0,1744.0,1748.0,,,,3.0,254.0,,,,,,,,,,,,,,,,,,
168,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2024-01-05 22:16:39.000,2023-09-07 16:41:57,207.0,,89.0,28.0,122.0,77.0,1663.0,2023-09-07 16:49:17.000,1.0.4,61.0,39.0,25,True,,43.0,shiv,,,13.0,,https://pypi.org/project/shiv,2023-09-07 16:47:11.000,13.0,19005.0,19017.0,,,,3.0,650.0,,,,,,,,,,,,,,,,,,
169,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,44.0,715.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,25,False,,51.0,pytest-watch,conda-forge/pytest-watch,['pytest'],9838.0,9141.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,697.0,282795.0,285198.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,96158.0,3.0,,,,,,,,,,,,,,,,,,,
170,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2024-01-09 10:11:45.000,2023-10-15 16:08:38,586.0,2.0,57.0,9.0,123.0,129.0,478.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,25,True,PyCQA/docformatter,19.0,docformatter,conda-forge/docformatter,,3445.0,3284.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,161.0,354511.0,357226.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,108599.0,3.0,11.0,,,,,,,,,,,,,,,,,,
171,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,BSD-3-Clause,2016-02-12 06:52:50.000,2024-01-11 12:31:19.000,2024-01-11 12:31:14,1145.0,10.0,164.0,33.0,412.0,303.0,430.0,2023-10-23 21:44:20.000,3.5.0,44.0,70.0,25,True,,30.0,,constructor,,17.0,17.0,,,,,107.0,https://anaconda.org/anaconda/constructor,2023-12-12 17:15:44.014,9732.0,3.0,276.0,,,,,,,,,,,,,,,,,,
172,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2024-01-08 16:46:38.000,2023-04-16 08:34:06,854.0,,33.0,13.0,30.0,307.0,292.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,178.0,py2app,,,4658.0,4658.0,https://pypi.org/project/py2app,,,19190.0,19190.0,,,,3.0,,,,,,,,,,,,-2.0,,,,,,,
173,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-12-18 11:42:17.000,2023-12-18 11:40:52,570.0,2.0,39.0,7.0,71.0,77.0,283.0,,,43.0,22.0,25,True,,20.0,check-manifest,conda-forge/check-manifest,,13039.0,9790.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3249.0,162695.0,164486.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,109253.0,3.0,,,,,,,,,,,,,,,,,,,
174,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,53.0,234.0,2022-12-18 18:49:02.248,0.10.3,23.0,16.0,25,True,realpython/pytest-mypy,10.0,pytest-mypy,conda-forge/pytest-mypy,['pytest'],4356.0,3853.0,https://pypi.org/project/pytest-mypy,2022-12-18 18:49:02.248,503.0,213020.0,215005.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,93296.0,3.0,,,,,,,,,,,,,,,,,,,
175,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-11-07 20:23:38.000,2023-08-12 17:19:26,116.0,,21.0,6.0,17.0,28.0,230.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,25,True,,8.0,xenon,conda-forge/xenon,,1263.0,1175.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,88.0,131426.0,131719.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,22011.0,3.0,,,,,,,,,,,,,,,,,,,
176,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2024-01-01 16:26:19.000,2023-11-07 13:52:10,172.0,3.0,11.0,2.0,54.0,23.0,163.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,25,True,,6.0,flake8-black,conda-forge/flake8-black,['flake8'],7766.0,7487.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,279.0,659915.0,668276.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,459898.0,3.0,,,,,,,,,,,,,,,,,,,
177,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,28.0,4.0,38.0,26.0,127.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,25,False,,5.0,flake8-commas,,['flake8'],17462.0,17064.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,398.0,294308.0,294308.0,,,,3.0,,,,,,,,,,,,,,,,,,,
178,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,207.0,70.0,56.0,46.0,4508.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,True,,32.0,better-exceptions,,,95.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,95.0,115215.0,115215.0,,,,3.0,,,,,,,,,,,,,,,,,,,
179,pybuilder,pybuilder/pybuilder,build-tools,Software build automation tool for Python.,,https://github.com/pybuilder/pybuilder,https://github.com/pybuilder/pybuilder,Apache-2.0,2012-07-23 11:38:06.000,2023-10-05 20:40:10.000,2023-07-10 03:17:08,1424.0,,237.0,91.0,385.0,424.0,1608.0,2023-07-10 03:25:42.000,0.13.10,11.0,39.0,24,True,,87.0,pybuilder,conda-forge/pybuilder,,,,https://pypi.org/project/pybuilder,,,21308.0,23659.0,https://anaconda.org/conda-forge/pybuilder,2023-09-26 20:19:01.834,61131.0,3.0,,,,,,,,,,,,,,,,,,,
180,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,96.0,36.0,76.0,34.0,1497.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,24,True,,44.0,bowler,conda-forge/bowler,,15.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,15.0,62873.0,63163.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,18011.0,2.0,,,,,,,,,,,,,,,,,,,
181,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,48.0,681.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,80.0,redbaron,,,756.0,621.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,135.0,57977.0,57977.0,,,,2.0,,,,,,,,,,,,,,,,,,,
182,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2024-01-01 10:39:00.000,2023-12-21 01:06:06,326.0,18.0,57.0,26.0,311.0,82.0,631.0,2023-10-26 02:37:12.000,2.1.0,11.0,41.0,24,False,,27.0,fixit,,,59.0,56.0,https://pypi.org/project/fixit,2023-10-26 02:37:12.000,3.0,35837.0,35837.0,,,,3.0,,,,,,,,,,,,,,,,,,,
183,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,,78.0,19.0,455.0,111.0,605.0,2023-07-29 00:23:21.000,3.5.0,41.0,37.0,24,True,nipunn1313/mypy-protobuf,12.0,mypy-protobuf,conda-forge/mypy-protobuf,,112.0,,https://pypi.org/project/mypy-protobuf,2023-07-29 00:23:21.000,112.0,2077763.0,2080950.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,121113.0,3.0,,,,,,,,,,,,,,,,,,,
184,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2024-01-01 20:38:27.000,2023-09-07 20:35:16,182.0,,42.0,5.0,108.0,27.0,521.0,,,,12.0,24,True,,30.0,interrogate,,,5718.0,5718.0,https://pypi.org/project/interrogate,,,60579.0,60579.0,,,,3.0,,,,,,,,,,,,-2.0,,,,,,,
185,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-12-06 02:10:10.000,2023-11-11 20:57:26,97.0,1.0,31.0,7.0,18.0,59.0,399.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,24,True,,16.0,mkdocs-awesome-pages-plugin,,['mkdocs'],3807.0,3687.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,2023-08-19 21:30:31.000,120.0,154266.0,154266.0,,,,3.0,,,,,,,,,,,,,,,,,,,
186,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-09-13 20:26:49.000,2023-09-13 20:26:49,293.0,,71.0,10.0,101.0,90.0,276.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,24,True,,12.0,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1262.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1262.0,354090.0,356927.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,244060.0,3.0,,,,,,,,,,,,,,,,,,,
187,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2024-01-08 18:35:26.000,2023-11-13 19:51:32,136.0,3.0,22.0,7.0,56.0,14.0,222.0,2023-10-03 12:20:54.000,1.5.0,11.0,11.0,24,True,,6.0,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1697.0,1566.0,https://pypi.org/project/pytest-datadir,2023-10-03 12:20:51.000,131.0,271193.0,286947.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,236322.0,3.0,2.0,,,,,,,,,,,,,,,,,,
188,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,52.0,10.0,171.0,23.0,199.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,24,False,wearepal/data-science-types,33.0,data-science-types,conda-forge/data-science-types,,1179.0,1128.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,51.0,44152.0,44444.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,10836.0,3.0,,,,,,,,,,,,,,,,,,,
189,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,24.0,5.0,25.0,16.0,192.0,2023-06-09 06:33:02.577,2.3.0,19.0,13.0,24,False,PyCQA/eradicate,7.0,eradicate,conda-forge/eradicate,,15134.0,15039.0,https://pypi.org/project/eradicate,2023-06-09 06:33:02.577,95.0,540762.0,541073.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,10280.0,2.0,,,,,,,,,,,,,,,,,,,
