,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
135,hacking,openstack/hacking,linters,OpenStack Hacking Style Checks. Mirror of code maintained at opendev.org.,,https://github.com/openstack/hacking,https://github.com/openstack/hacking,Apache-2.0,2013-03-26 21:09:28.000,2023-09-25 06:22:00.000,2023-09-25 06:20:54,1070.0,4.0,66.0,33.0,7.0,,,233.0,2023-04-27 15:17:02.669,6.0.1,40.0,187.0,28,True,,hacking,,['flake8'],4397.0,,https://pypi.org/project/hacking,2023-04-27 15:17:02.669,4397.0,76988.0,76988.0,,,,2.0,,,,,,,8.0,,,,,,,,,,,,
136,Bpytop,aristocratos/bpytop,profiling,Linux/OSX/FreeBSD resource monitor.,,https://github.com/aristocratos/bpytop,https://github.com/aristocratos/bpytop,Apache-2.0,2020-07-01 17:41:25.000,2023-10-16 00:20:48.000,2022-03-06 14:20:17,408.0,,381.0,152.0,71.0,75.0,228.0,9581.0,,,8.0,35.0,27,False,,bpytop,conda-forge/bpytop,,154.0,154.0,https://pypi.org/project/bpytop,,,6469.0,6926.0,https://anaconda.org/conda-forge/bpytop,2023-06-16 19:24:35.135,14633.0,3.0,,,,,,,,,,,,,,,,,,,
137,icecream,gruns/icecream,debugging,Never use print() to debug again.,,https://github.com/gruns/icecream,https://github.com/gruns/icecream,MIT,2018-02-13 18:56:12.000,2023-10-07 04:36:05.000,2022-12-04 22:09:17,262.0,,154.0,50.0,48.0,49.0,70.0,7658.0,2022-07-21 09:20:01.329,2.1.3,17.0,21.0,27,True,,icecream,conda-forge/icecream,,149.0,21.0,https://pypi.org/project/icecream,2022-07-21 09:20:01.329,128.0,291597.0,292474.0,https://anaconda.org/conda-forge/icecream,2023-06-16 19:25:30.341,26334.0,3.0,,,,,,,,,,,,,,,,,,,
138,xonsh,xonsh/xonsh,shell,"Python-powered, cross-platform, Unix-gazing shell.",,https://github.com/xonsh/xonsh,https://github.com/xonsh/xonsh,,2015-01-21 22:05:27.000,2023-10-25 20:26:04.000,2023-10-25 20:26:04,10467.0,19.0,592.0,106.0,2581.0,270.0,2197.0,7351.0,2023-08-16 07:02:39.000,0.14.1,99.0,317.0,27,False,,xonsh,,,,,https://pypi.org/project/xonsh,,,6753.0,6842.0,,,,1.0,9228.0,,,,,,,,,,,,,,,,,,
139,coala,coala/coala,linters,"coala provides a unified command-line interface for linting and fixing all your code, regardless of the programming..",,https://github.com/coala/coala,https://github.com/coala/coala,AGPL-3.0,2014-05-15 11:35:34.000,2022-07-03 04:03:12.000,2021-06-11 17:11:55,4487.0,,1296.0,102.0,3152.0,658.0,2373.0,3495.0,2017-05-22 15:58:37.000,0.11.0,17.0,483.0,27,False,,coala-bears,,,12.0,12.0,https://pypi.org/project/coala-bears,,,1672.0,1673.0,,,,2.0,176.0,,,,,,,,,,,,,,,,,,
140,factory_boy,FactoryBoy/factory_boy,testing,A test fixtures replacement for Python.,,https://github.com/FactoryBoy/factory_boy,https://github.com/FactoryBoy/factory_boy,MIT,2011-05-11 08:26:59.000,2023-10-14 08:25:25.000,2023-10-11 10:07:31,992.0,10.0,363.0,41.0,487.0,166.0,395.0,3217.0,,,11.0,129.0,27,True,,factory_boy,conda-forge/factory_boy,,,,https://pypi.org/project/factory_boy,,,3402019.0,3405738.0,https://anaconda.org/conda-forge/factory_boy,2023-07-19 13:42:09.417,137629.0,3.0,,,,,,,,,,,,,,,,,,,
141,notifiers,liiight/notifiers,logging,The easy way to send notifications.,,https://github.com/liiight/notifiers,https://github.com/liiight/notifiers,MIT,2017-06-01 10:20:18.000,2023-10-23 17:39:11.000,2022-07-14 07:40:12,517.0,,99.0,31.0,361.0,33.0,67.0,2530.0,2021-08-23 20:42:56.000,1.3.0,6.0,19.0,27,False,,notifiers,conda-forge/notifiers,,1091.0,1091.0,https://pypi.org/project/notifiers,,,397263.0,398292.0,https://anaconda.org/conda-forge/notifiers,2023-06-16 19:23:52.875,34996.0,3.0,,,,,,,,,,,,,,,,,,,
142,cx_Freeze,marcelotduarte/cx_Freeze,packaging,"Create standalone executables from Python scripts, with the same performance and is cross-platform.",,https://github.com/marcelotduarte/cx_Freeze,https://github.com/marcelotduarte/cx_Freeze,,2017-01-22 04:25:52.000,2023-10-26 04:26:54.000,2023-10-25 18:51:03,1765.0,105.0,196.0,28.0,1112.0,41.0,835.0,1154.0,2023-10-24 14:40:49.000,6.15.10,66.0,107.0,27,True,,cx_freeze,conda-forge/cx_freeze,,,,https://pypi.org/project/cx_freeze,,,146491.0,153139.0,https://anaconda.org/conda-forge/cx_freeze,2023-10-24 20:14:19.337,272570.0,2.0,,,,,,,-5.0,,,,,,,,,,,,
143,pdoc3,pdoc3/pdoc,documentation,Auto-generate API documentation for Python projects.,,https://github.com/pdoc3/pdoc,https://github.com/pdoc3/pdoc,AGPL-3.0,2019-01-02 02:32:40.000,2023-08-24 02:21:44.000,2022-12-21 03:55:00,575.0,,139.0,9.0,116.0,123.0,203.0,1016.0,2021-08-03 14:51:19.000,0.10.0,34.0,58.0,27,True,,pdoc3,anaconda/pdoc3,,3871.0,3653.0,https://pypi.org/project/pdoc3,2021-08-03 14:51:19.000,218.0,193532.0,193568.0,https://anaconda.org/anaconda/pdoc3,2023-06-16 16:19:13.966,1703.0,2.0,,,,,,,,,,,,,,,,,,,
144,pytest-watch,joeyespo/pytest-watch,testing,Local continuous test runner with pytest and watchdog.,,https://github.com/joeyespo/pytest-watch,https://github.com/joeyespo/pytest-watch,MIT,2015-01-12 02:08:20.000,2023-09-28 21:11:23.665,2019-06-15 20:36:43,183.0,,55.0,12.0,49.0,51.0,44.0,708.0,2018-05-20 19:52:16.000,4.2.0,17.0,16.0,27,False,,pytest-watch,conda-forge/pytest-watch,['pytest'],9397.0,8716.0,https://pypi.org/project/pytest-watch,2018-05-20 19:52:16.000,681.0,496683.0,499240.0,https://anaconda.org/conda-forge/pytest-watch,2023-09-28 21:11:23.665,94642.0,3.0,,,,,,,,,,,,,,,,,,,
145,breathe,michaeljones/breathe,documentation,ReStructuredText and Sphinx bridge to Doxygen.,,https://github.com/breathe-doc/breathe,https://github.com/breathe-doc/breathe,,2009-02-03 18:52:25.000,2023-10-24 21:40:40.000,2023-10-24 08:23:51,1761.0,2.0,184.0,19.0,365.0,175.0,399.0,700.0,2023-03-31 19:07:42.000,4.35.0,42.0,107.0,27,False,breathe-doc/breathe,breathe,conda-forge/breathe,,11206.0,11206.0,https://pypi.org/project/breathe,,,317413.0,330335.0,https://anaconda.org/conda-forge/breathe,2023-07-04 04:52:22.769,516163.0,2.0,550.0,,,,,,,,,,,,,,,,,,
146,python-coloredlogs,xolox/python-coloredlogs,logging,Colored terminal output for Pythons logging module.,,https://github.com/xolox/python-coloredlogs,https://github.com/xolox/python-coloredlogs,MIT,2013-05-30 18:57:12.000,2023-06-16 13:23:46.924,2021-06-11 10:22:09,273.0,,40.0,10.0,36.0,29.0,52.0,516.0,,,7.0,15.0,27,False,,coloredlogs,anaconda/coloredlogs,,29690.0,29690.0,https://pypi.org/project/coloredlogs,,,9882312.0,9882472.0,https://anaconda.org/anaconda/coloredlogs,2023-06-16 13:23:46.924,11711.0,3.0,,,,,,,,,,,,,,,,,,,
147,sphinx-autobuild,executablebooks/sphinx-autobuild,documentation,Watch a Sphinx directory and rebuild the documentation when a change is detected. Also includes a livereload enabled..,,https://github.com/executablebooks/sphinx-autobuild,https://github.com/executablebooks/sphinx-autobuild,MIT,2013-12-25 17:09:56.000,2023-07-27 02:41:54.000,2023-02-09 08:53:43,295.0,,63.0,19.0,62.0,23.0,53.0,484.0,2022-04-20 19:59:44.000,2021.03.14,4.0,24.0,27,True,,sphinx-autobuild,conda-forge/sphinx-autobuild,['sphinx'],20029.0,20029.0,https://pypi.org/project/sphinx-autobuild,,,480949.0,483783.0,https://anaconda.org/conda-forge/sphinx-autobuild,2023-06-16 13:21:20.882,221107.0,2.0,,,,,,,,,,,,,,,,,,,
148,docformatter,myint/docformatter,formatters,Formats docstrings to follow PEP 257.,,https://github.com/PyCQA/docformatter,https://github.com/PyCQA/docformatter,MIT,2012-05-26 21:40:48.000,2023-10-15 16:08:39.000,2023-10-15 16:08:38,586.0,6.0,57.0,9.0,122.0,16.0,128.0,462.0,2023-07-12 01:47:02.331,1.7.5,62.0,30.0,27,True,PyCQA/docformatter,docformatter,conda-forge/docformatter,,3311.0,3162.0,https://pypi.org/project/docformatter,2023-07-12 01:47:02.331,149.0,389295.0,391997.0,https://anaconda.org/conda-forge/docformatter,2023-07-18 03:59:16.364,99939.0,3.0,11.0,,,,,,,,,,,,,,,,,,
149,flake8-eradicate,wemake-services/flake8-eradicate,linters,Flake8 plugin to find commented out or dead code.,,https://github.com/wemake-services/flake8-eradicate,https://github.com/wemake-services/flake8-eradicate,MIT,2018-09-21 06:58:51.000,2023-06-01 15:43:14.086,2023-05-31 09:56:43,371.0,,14.0,5.0,256.0,19.0,31.0,304.0,2023-05-31 09:59:03.360,1.5.0,16.0,16.0,27,True,,flake8-eradicate,conda-forge/flake8-eradicate,['flake8'],17564.0,17451.0,https://pypi.org/project/flake8-eradicate,2022-08-11 07:18:01.020,113.0,571922.0,572336.0,https://anaconda.org/conda-forge/flake8-eradicate,2023-06-01 15:43:14.086,12434.0,2.0,,,,,,,,,,,,,,,,,,,
150,flake8-quotes,zheller/flake8-quotes,linters,Flake8 extension for checking quotes in python.,,https://github.com/zheller/flake8-quotes,https://github.com/zheller/flake8-quotes,MIT,2014-03-10 00:05:08.000,2023-06-16 13:20:50.267,2022-12-19 16:44:44,108.0,,37.0,5.0,65.0,6.0,44.0,168.0,2022-12-19 16:50:01.696,3.3.2,41.0,32.0,27,True,,flake8-quotes,conda-forge/flake8-quotes,['flake8'],20835.0,19911.0,https://pypi.org/project/flake8-quotes,2022-12-19 16:50:01.696,924.0,730326.0,738385.0,https://anaconda.org/conda-forge/flake8-quotes,2023-06-16 13:20:50.267,685060.0,2.0,,,,,,,,,,,,,,,,,,,
151,gast,serge-sans-paille/gast,ast,Python AST that abstracts the underlying Python version.,,https://github.com/serge-sans-paille/gast,https://github.com/serge-sans-paille/gast,BSD-3-Clause,2016-07-18 10:39:07.000,2023-07-03 07:21:35.215,2023-04-29 19:35:43,97.0,,30.0,12.0,45.0,3.0,30.0,128.0,2023-04-29 19:44:01.995,0.5.4,21.0,10.0,27,True,,gast,conda-forge/gast,,135930.0,133974.0,https://pypi.org/project/gast,2023-04-29 19:44:01.995,1956.0,12418345.0,12484045.0,https://anaconda.org/conda-forge/gast,2023-07-03 07:21:35.215,2496600.0,3.0,,,,,,,,,,,,,,,,,,,
152,PyOxidizer,indygreg/PyOxidizer,packaging,A modern Python application packaging and distribution tool.,,https://github.com/indygreg/PyOxidizer,https://github.com/indygreg/PyOxidizer,MPL-2.0,2018-12-18 23:32:13.000,2023-09-19 13:54:33.000,2023-01-21 22:38:30,6697.0,,204.0,60.0,128.0,307.0,234.0,4918.0,2022-12-30 01:38:05.000,pyoxidizer/0.24.0,22.0,54.0,26,True,,pyoxidizer,,,149.0,149.0,https://pypi.org/project/pyoxidizer,,,4090.0,4354.0,,,,3.0,11907.0,,,,,,,,,,,,,,,,,,
153,memory_profiler,fabianp/memory_profiler,profiling,Monitor Memory usage of Python code.,,https://github.com/fabianp/memory_profiler,https://github.com/fabianp/memory_profiler,BSD-3-Clause,2016-05-26 17:45:08.632,2023-06-16 13:17:34.885,2018-06-28 13:35:12,500.0,,371.0,5.0,1.0,,,3958.0,2022-11-15 17:59:01.069,0.61.0,59.0,62.0,26,False,,memory_profiler,conda-forge/memory_profiler,,211.0,,https://pypi.org/project/memory_profiler,2022-11-15 17:59:01.069,211.0,940297.0,944502.0,https://anaconda.org/conda-forge/memory_profiler,2023-06-16 13:17:34.885,374275.0,3.0,,,,,,,11.0,,,,,,,,,,,,
154,freezegun,spulec/freezegun,testing,Let your Python tests travel through time.,,https://github.com/spulec/freezegun,https://github.com/spulec/freezegun,Apache-2.0,2012-12-11 05:11:00.000,2023-08-25 00:29:01.000,2023-02-22 05:49:22,592.0,,244.0,33.0,222.0,114.0,178.0,3835.0,,,15.0,109.0,26,True,,freezegun,conda-forge/freezegun,,,,https://pypi.org/project/freezegun,,,7090239.0,7106618.0,https://anaconda.org/conda-forge/freezegun,2023-06-16 13:17:16.464,1490532.0,3.0,,,,,,,,,,,,,,,,,,,
155,uiautomator,xiaocong/uiautomator,testing,Python wrapper of Android uiautomator test tool.,,https://github.com/xiaocong/uiautomator,https://github.com/xiaocong/uiautomator,MIT,2013-08-18 03:38:50.000,2023-02-28 00:25:02.000,2020-11-16 01:36:32,316.0,,636.0,156.0,35.0,183.0,119.0,1948.0,2020-11-16 03:43:07.000,1.0.2,41.0,13.0,26,False,,uiautomator,,,322.0,254.0,https://pypi.org/project/uiautomator,2020-11-16 03:43:07.000,68.0,24284.0,24284.0,,,,3.0,,,,,,,,,,,,,,,,,,,
156,pympler,pympler/pympler,profiling,"Development tool to measure, monitor and analyze the memory behavior of Python objects in a running Python application.",,https://github.com/pympler/pympler,https://github.com/pympler/pympler,Apache-2.0,2012-10-04 23:35:16.000,2023-08-07 14:53:26.000,2022-07-24 14:45:54,478.0,,86.0,10.0,60.0,56.0,53.0,1091.0,2021-12-22 16:55:15.000,1.0.1,17.0,29.0,26,False,,pympler,conda-forge/pympler,,349.0,,https://pypi.org/project/pympler,2021-12-22 16:55:15.000,349.0,1216202.0,1221096.0,https://anaconda.org/conda-forge/pympler,2023-06-16 13:20:11.899,386688.0,3.0,,,,,,,,,,,,,,,,,,,
157,blacken-docs,asottile/blacken-docs,documentation,Run `black` on python code blocks in documentation files.,,https://github.com/adamchainz/blacken-docs,https://github.com/adamchainz/blacken-docs,MIT,2018-06-03 02:48:01.000,2023-10-25 21:56:25.000,2023-10-25 21:56:24,376.0,33.0,40.0,8.0,227.0,10.0,63.0,568.0,2023-08-16 08:58:38.000,1.16.0,26.0,19.0,26,True,adamchainz/blacken-docs,blacken-docs,conda-forge/blacken-docs,,789.0,755.0,https://pypi.org/project/blacken-docs,2023-08-16 08:58:38.000,34.0,166476.0,167299.0,https://anaconda.org/conda-forge/blacken-docs,2023-08-16 10:40:14.275,32125.0,3.0,,,,,,,,,,,,,,,,,,,
158,darglint,terrencepreilly/darglint,linters,A python documentation linter which checks that the docstring description matches the definition.,,https://github.com/terrencepreilly/darglint,https://github.com/terrencepreilly/darglint,MIT,2017-09-25 14:11:21.000,2023-06-16 16:17:00.951,2021-10-18 03:34:23,504.0,,42.0,7.0,61.0,56.0,95.0,481.0,,,18.0,22.0,26,False,,darglint,conda-forge/darglint,,19673.0,19673.0,https://pypi.org/project/darglint,,,424280.0,425881.0,https://anaconda.org/conda-forge/darglint,2023-06-16 16:17:00.951,78461.0,3.0,,,,,,,,,,,,,,,,,,,
159,nitpick,andreoliwa/nitpick,linters,Enforce the same settings on multiple projects.,,https://github.com/andreoliwa/nitpick,https://github.com/andreoliwa/nitpick,MIT,2018-03-23 14:25:24.000,2023-10-24 07:17:55.000,2023-10-24 07:17:20,826.0,25.0,21.0,4.0,489.0,48.0,80.0,365.0,2023-08-19 01:46:45.000,0.34.0,52.0,16.0,26,True,,nitpick,,['flake8'],1279.0,1267.0,https://pypi.org/project/nitpick,2023-08-19 01:46:40.000,12.0,41057.0,41057.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,
160,check-manifest,mgedmin/check-manifest,linters,Tool to check the completeness of MANIFEST.in for Python packages.,,https://github.com/mgedmin/check-manifest,https://github.com/mgedmin/check-manifest,MIT,2013-03-05 15:27:20.000,2023-10-04 13:12:44.000,2023-10-04 13:12:43,568.0,4.0,39.0,6.0,71.0,20.0,76.0,282.0,,,43.0,22.0,26,True,,check-manifest,conda-forge/check-manifest,,12770.0,9609.0,https://pypi.org/project/check-manifest,2022-12-05 08:17:08.785,3161.0,208105.0,209929.0,https://anaconda.org/conda-forge/check-manifest,2023-06-16 16:12:23.756,105811.0,3.0,,,,,,,,,,,,,,,,,,,
161,MonkeyType,Instagram/MonkeyType,refactoring,A Python library that generates static type annotations by collecting runtime types.,,https://github.com/Instagram/MonkeyType,https://github.com/Instagram/MonkeyType,BSD-3-Clause,2017-07-11 00:19:00.000,2023-10-17 20:25:49.000,2023-09-21 19:22:19,335.0,4.0,160.0,54.0,134.0,40.0,135.0,4381.0,2023-03-20 14:10:04.829,23.3.0,23.0,47.0,25,True,,monkeytype,conda-forge/monkeytype,,26.0,,https://pypi.org/project/monkeytype,2022-02-18 23:46:48.000,26.0,56786.0,57585.0,https://anaconda.org/conda-forge/monkeytype,2023-06-16 16:09:34.593,55173.0,2.0,,,,,,,,,,,,,,,,,,,
162,dephell,dephell/dephell,dependency-managers,"Python project management. Manage packages: convert between formats, lock, install, resolve, isolate, test, build..",,https://github.com/dephell/dephell,https://github.com/dephell/dephell,MIT,2018-08-31 17:39:18.000,2021-01-11 21:31:40.000,2021-01-11 21:31:39,2145.0,,118.0,26.0,221.0,107.0,161.0,1757.0,2020-04-28 06:31:17.000,.0.8.3,30.0,37.0,25,False,,dephell,,,838.0,821.0,https://pypi.org/project/dephell,2020-04-28 06:31:03.273,17.0,3276.0,3280.0,,,,3.0,253.0,,,,,,,,,,,,,,,,,,
163,Bowler,facebookincubator/Bowler,refactoring,Safe code refactoring for modern Python.,,https://github.com/facebookincubator/Bowler,https://github.com/facebookincubator/Bowler,MIT,2018-06-07 21:44:17.000,2023-09-26 20:28:23.000,2023-01-20 18:08:14,186.0,,96.0,33.0,76.0,44.0,34.0,1491.0,2020-09-17 01:55:39.000,0.9.0,8.0,27.0,25,True,,bowler,conda-forge/bowler,,13.0,,https://pypi.org/project/bowler,2020-09-17 01:55:39.000,13.0,80106.0,80405.0,https://anaconda.org/conda-forge/bowler,2023-06-16 16:11:48.791,17698.0,2.0,,,,,,,,,,,,,,,,,,,
164,stackprinter,cknd/stackprinter,logging,Debugging-friendly exceptions for Python.,,https://github.com/cknd/stackprinter,https://github.com/cknd/stackprinter,MIT,2018-09-05 10:58:47.000,2023-08-31 12:24:27.000,2023-02-20 18:24:13,204.0,,35.0,8.0,35.0,7.0,21.0,1254.0,2022-11-24 20:29:05.000,0.2.10,7.0,7.0,25,True,,stackprinter,conda-forge/stackprinter,,306.0,306.0,https://pypi.org/project/stackprinter,,,261536.0,261696.0,https://anaconda.org/conda-forge/stackprinter,2023-06-16 16:15:48.838,8348.0,3.0,,,,,,,,,,,,,,,,,,,
165,pylama,klen/pylama,linters,Code audit tool for python.,,https://github.com/klen/pylama,https://github.com/klen/pylama,MIT,2012-08-17 10:10:10.000,2023-10-26 13:50:09.000,2022-08-08 11:25:05,700.0,,96.0,20.0,98.0,51.0,95.0,1024.0,,,,46.0,25,False,,pylama,,,6093.0,6093.0,https://pypi.org/project/pylama,,,191141.0,191141.0,,,,3.0,,,,,,,,,,,,,,,,,,,
166,pytest-testmon,tarpas/pytest-testmon,testing,Selects tests affected by changed files. Executes the right tests first. Continuous test runner when used with pytest-..,,https://github.com/tarpas/pytest-testmon,https://github.com/tarpas/pytest-testmon,AGPL-3.0,2015-02-02 14:21:10.000,2023-10-17 14:47:56.000,2023-10-17 14:41:22,367.0,1.0,51.0,17.0,78.0,29.0,119.0,725.0,2023-10-17 14:48:17.000,2.0.13,85.0,24.0,25,True,,pytest-testmon,conda-forge/pytest-testmon,['pytest'],1178.0,1170.0,https://pypi.org/project/pytest-testmon,2023-10-17 14:45:01.000,8.0,154724.0,155318.0,https://anaconda.org/conda-forge/pytest-testmon,2023-06-16 16:09:13.484,40449.0,3.0,,,,,,,,,,,,,,,,,,,
167,Mamba Test Runner,nestorsalceda/mamba,testing,The definitive testing tool for Python. Born under the banner of Behavior Driven Development (BDD).,,https://github.com/nestorsalceda/mamba,https://github.com/nestorsalceda/mamba,MIT,2013-03-12 18:53:42.000,2023-10-05 13:48:57.000,2020-11-16 12:31:58,468.0,,63.0,24.0,86.0,45.0,52.0,508.0,2020-11-16 12:36:24.000,0.11.2,21.0,23.0,25,False,,mamba,,,984.0,856.0,https://pypi.org/project/mamba,2020-11-16 12:35:41.000,128.0,6968.0,6968.0,,,,3.0,,,,,,,,,,,,,,,,,,,
168,mkdocs-awesome-pages-plugin,lukasgeiter/mkdocs-awesome-pages-plugin,documentation,An MkDocs plugin that simplifies configuring page titles and their order.,,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,https://github.com/lukasgeiter/mkdocs-awesome-pages-plugin,MIT,2018-02-06 21:09:24.000,2023-08-19 21:30:00.000,2023-08-19 21:19:39,96.0,3.0,29.0,7.0,17.0,15.0,55.0,371.0,2023-08-19 21:31:54.000,2.9.2,24.0,7.0,25,True,,mkdocs-awesome-pages-plugin,,['mkdocs'],3344.0,3344.0,https://pypi.org/project/mkdocs-awesome-pages-plugin,,,168311.0,168311.0,,,,3.0,,,,,,,,,,,,,,,,,,,
169,pytest-lazy-fixture,tvorog/pytest-lazy-fixture,testing,It helps to use fixtures in pytest.mark.parametrize.,,https://github.com/TvoroG/pytest-lazy-fixture,https://github.com/TvoroG/pytest-lazy-fixture,MIT,2016-09-29 23:52:48.000,2023-10-02 21:31:31.000,2022-01-27 10:32:34,98.0,,24.0,8.0,23.0,20.0,21.0,346.0,2019-10-13 14:06:01.000,0.6.0,11.0,9.0,25,False,,pytest-lazy-fixture,conda-forge/pytest-lazy-fixture,['pytest'],2077.0,2077.0,https://pypi.org/project/pytest-lazy-fixture,,,521952.0,528927.0,https://anaconda.org/conda-forge/pytest-lazy-fixture,2023-06-16 13:24:44.425,544073.0,3.0,,,,,,,,,,,,,,,,,,,
170,py2app,ronaldoussoren/py2app,packaging,py2app is a Python setuptools command which will allow you to make standalone Mac OS X application bundles and plugins..,,https://github.com/ronaldoussoren/py2app,https://github.com/ronaldoussoren/py2app,,2020-01-14 11:27:41.000,2023-10-23 16:45:40.000,2023-04-16 08:34:06,854.0,,30.0,14.0,30.0,176.0,307.0,278.0,2022-12-28 12:12:07.000,0.28.5,7.0,31.0,25,False,,py2app,,,4567.0,4567.0,https://pypi.org/project/py2app,,,22798.0,22798.0,,,,3.0,,,,,,,,,,,,,,,,,,,
171,flake8-import-order,PyCQA/flake8-import-order,linters,Flake8 plugin that checks import order against various Python Style Guides.,,https://github.com/PyCQA/flake8-import-order,https://github.com/PyCQA/flake8-import-order,LGPL-3.0,2014-03-16 12:46:09.000,2023-09-13 20:26:49.000,2023-09-13 20:26:49,293.0,1.0,71.0,10.0,101.0,12.0,90.0,276.0,2022-11-26 20:15:35.517,0.18.2,35.0,46.0,25,True,,flake8-import-order,conda-forge/flake8-import-order,['flake8'],1254.0,,https://pypi.org/project/flake8-import-order,2022-11-26 20:15:35.517,1254.0,465850.0,468763.0,https://anaconda.org/conda-forge/flake8-import-order,2023-06-16 13:24:07.930,241807.0,3.0,,,,,,,,,,,,,,,,,,,
172,pytest-datadir,gabrielcnr/pytest-datadir,testing,pytest plugin for manipulating test data directories and files.,,https://github.com/gabrielcnr/pytest-datadir,https://github.com/gabrielcnr/pytest-datadir,MIT,2015-07-02 21:41:44.000,2023-10-23 18:52:22.000,2023-10-23 18:45:25,134.0,14.0,21.0,7.0,54.0,7.0,13.0,218.0,2023-10-03 12:20:54.000,1.5.0,11.0,11.0,25,True,,pytest-datadir,conda-forge/pytest-datadir,['pytest'],1647.0,1523.0,https://pypi.org/project/pytest-datadir,2023-10-03 12:20:51.000,124.0,225220.0,244306.0,https://anaconda.org/conda-forge/pytest-datadir,2023-10-03 20:24:49.695,229018.0,3.0,2.0,,,,,,,,,,,,,,,,,,
173,data-science-types,predictive-analytics-lab/data-science-types,linters,"Mypy stubs, i.e., type information, for numpy, pandas and matplotlib.",,https://github.com/wearepal/data-science-types,https://github.com/wearepal/data-science-types,Apache-2.0,2019-09-20 11:45:49.000,2023-06-16 19:24:01.290,2021-02-16 17:29:00,446.0,,52.0,9.0,171.0,33.0,23.0,198.0,2021-02-16 16:47:31.000,0.2.23,26.0,44.0,25,False,wearepal/data-science-types,data-science-types,conda-forge/data-science-types,,1133.0,1087.0,https://pypi.org/project/data-science-types,2021-02-16 16:45:03.000,46.0,61663.0,61944.0,https://anaconda.org/conda-forge/data-science-types,2023-06-16 19:24:01.290,9579.0,3.0,,,,,,,,,,,,,,,,,,,
174,eradicate,myint/eradicate,refactoring,Removes commented-out code from Python files.,,https://github.com/PyCQA/eradicate,https://github.com/PyCQA/eradicate,Saxpath,2012-12-23 04:39:48.000,2023-06-12 14:15:35.396,2023-06-12 09:19:41,183.0,,24.0,5.0,25.0,7.0,16.0,190.0,2023-06-09 06:33:02.577,2.3.0,19.0,13.0,25,False,PyCQA/eradicate,eradicate,conda-forge/eradicate,,14647.0,14553.0,https://pypi.org/project/eradicate,2023-06-09 06:33:02.577,94.0,638342.0,638661.0,https://anaconda.org/conda-forge/eradicate,2023-06-12 14:15:35.396,9591.0,2.0,,,,,,,,,,,,,,,,,,,
175,flake8-black,peterjc/flake8-black,linters,flake8 plugin to run black for checking Python coding style.,,https://github.com/peterjc/flake8-black,https://github.com/peterjc/flake8-black,MIT,2019-01-10 14:40:26.000,2023-10-02 17:14:18.000,2023-10-02 17:14:17,169.0,4.0,11.0,2.0,53.0,6.0,23.0,161.0,2022-12-20 09:31:01.407,0.3.6,20.0,10.0,25,True,,flake8-black,conda-forge/flake8-black,['flake8'],7536.0,7279.0,https://pypi.org/project/flake8-black,2022-12-20 09:31:01.407,257.0,867952.0,876699.0,https://anaconda.org/conda-forge/flake8-black,2023-06-16 16:15:31.454,454853.0,3.0,,,,,,,,,,,,,,,,,,,
176,pandas-vet,deppen8/pandas-vet,linters,A plugin for Flake8 that checks pandas code.,,https://github.com/deppen8/pandas-vet,https://github.com/deppen8/pandas-vet,MIT,2019-02-25 05:19:51.000,2023-08-11 17:41:30.000,2023-08-11 15:07:51,233.0,44.0,18.0,6.0,83.0,11.0,41.0,156.0,2023-08-11 15:10:29.000,2023.8.2,10.0,14.0,25,True,,pandas-vet,conda-forge/pandas-vet,['flake8'],421.0,403.0,https://pypi.org/project/pandas-vet,2023-08-11 15:09:04.000,18.0,40432.0,41270.0,https://anaconda.org/conda-forge/pandas-vet,2023-08-11 17:40:05.281,16754.0,3.0,71.0,,,,,,,,,,,,,,,,,,
177,better-exceptions,Qix-/better-exceptions,logging,"Pretty and useful exceptions in Python, automatically.",,https://github.com/Qix-/better-exceptions,https://github.com/Qix-/better-exceptions,MIT,2017-03-12 11:23:04.000,2023-03-23 11:09:43.000,2023-01-05 00:12:47,102.0,,207.0,70.0,56.0,32.0,46.0,4468.0,2021-01-29 16:48:55.000,0.3.3,16.0,17.0,24,True,,better-exceptions,,,84.0,,https://pypi.org/project/better-exceptions,2021-01-29 16:48:55.000,84.0,110512.0,110512.0,,,,3.0,,,,,,,,,,,,,,,,,,,
