,name,github_id,category,description,resource,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,contributor_count,projectrank,show,updated_github_id,pypi_id,conda_id,labels,dependent_project_count,github_dependent_project_count,pypi_url,pypi_latest_release_published_at,pypi_dependent_project_count,pypi_monthly_downloads,monthly_downloads,conda_url,conda_latest_release_published_at,conda_total_downloads,projectrank_placing,github_release_downloads,dockerhub_id,dockerhub_url,dockerhub_latest_release_published_at,dockerhub_stars,dockerhub_pulls,trending,npm_id,npm_url,npm_latest_release_published_at,npm_dependent_project_count,npm_monthly_downloads,cargo_id,cargo_url,cargo_latest_release_published_at,cargo_dependent_project_count,cargo_monthly_downloads,cargo_total_downloads,conda_forge
178,redbaron,pycqa/redbaron,refactoring,Bottom-up approach to refactoring in python.,,https://github.com/PyCQA/redbaron,https://github.com/PyCQA/redbaron,LGPL-3.0+,2014-03-23 05:34:39.000,2022-01-29 21:54:37.000,2021-12-09 03:12:36,1672.0,,74.0,28.0,106.0,80.0,48.0,676.0,2019-03-17 19:03:54.000,0.9.2,15.0,34.0,24,False,,redbaron,,,728.0,596.0,https://pypi.org/project/redbaron,2019-03-17 18:59:01.000,132.0,59104.0,59104.0,,,,3.0,,,,,,,,,,,,,,,,,,,
179,Fixit,Instagram/Fixit,linters,Advanced Python linting framework with auto-fixes and hierarchical configuration that makes it easy to write custom..,,https://github.com/Instagram/Fixit,https://github.com/Instagram/Fixit,,2020-02-20 19:09:01.000,2023-10-26 02:37:12.000,2023-10-26 02:27:45,320.0,23.0,55.0,27.0,299.0,19.0,82.0,546.0,2023-10-26 02:37:12.000,2.1.0,11.0,40.0,24,False,,fixit,,,49.0,46.0,https://pypi.org/project/fixit,2023-10-26 02:37:12.000,3.0,36178.0,36178.0,,,,3.0,,,,,,,,,,,,,,,,,,,
180,pytest-plugins,man-group/pytest-plugins,testing,A grab-bag of nifty pytest plugins.,,https://github.com/man-group/pytest-plugins,https://github.com/man-group/pytest-plugins,MIT,2015-08-14 07:52:32.000,2023-08-30 11:53:48.000,2022-11-03 10:04:57,807.0,,76.0,24.0,116.0,55.0,58.0,522.0,2019-05-28 06:37:19.000,1.7.0,12.0,62.0,24,True,,pytest-virtualenv,conda-forge/pytest-shutil,,75.0,,https://pypi.org/project/pytest-virtualenv,2019-05-28 06:37:19.000,75.0,50399.0,51286.0,https://anaconda.org/conda-forge/pytest-shutil,2023-06-16 16:13:53.097,55926.0,3.0,,,,,,,,,,,,,,,,,,,
181,interrogate,econchick/interrogate,documentation,Explain yourself! Interrogate a codebase for docstring coverage.,,https://github.com/econchick/interrogate,https://github.com/econchick/interrogate,MIT,2020-04-24 02:33:25.000,2023-10-03 11:56:39.000,2023-09-07 20:35:16,182.0,4.0,40.0,5.0,107.0,27.0,27.0,502.0,,,,12.0,24,True,,interrogate,,,5310.0,5310.0,https://pypi.org/project/interrogate,,,93596.0,93596.0,,,,3.0,,,,,,,,,,,,,,,,,,,
182,pytest-mypy,dbader/pytest-mypy,testing,Mypy static type checker plugin for Pytest.,,https://github.com/realpython/pytest-mypy,https://github.com/realpython/pytest-mypy,MIT,2016-09-29 14:39:23.000,2023-07-16 21:30:01.000,2023-05-08 06:33:29,274.0,,33.0,9.0,97.0,10.0,53.0,232.0,2022-12-18 18:46:32.000,0.10.3,13.0,16.0,24,True,realpython/pytest-mypy,pytest-mypy,conda-forge/pytest-mypy,['pytest'],3748.0,3748.0,https://pypi.org/project/pytest-mypy,,,335187.0,337209.0,https://anaconda.org/conda-forge/pytest-mypy,2023-06-16 19:18:02.883,88999.0,3.0,,,,,,,,,,,,,,,,,,,
183,asteval,newville/asteval,ast,minimalistic evaluator of python expression using ast module.,,https://github.com/newville/asteval,https://github.com/newville/asteval,MIT,2012-03-31 22:10:33.000,2023-10-02 00:50:42.000,2023-10-02 00:50:42,537.0,2.0,38.0,10.0,58.0,3.0,61.0,165.0,2023-07-16 18:33:22.000,0.9.31,31.0,24.0,24,True,,asteval,conda-forge/asteval,,178.0,,https://pypi.org/project/asteval,2022-05-24 15:52:50.000,178.0,273143.0,283615.0,https://anaconda.org/conda-forge/asteval,2023-07-16 20:56:29.139,335135.0,3.0,,,,,,,,,,,,,,,,,,,
184,flake8-commas,PyCQA/flake8-commas,linters,Flake8 extension for enforcing trailing commas in python.,,https://github.com/PyCQA/flake8-commas,https://github.com/PyCQA/flake8-commas,MIT,2015-12-16 09:25:13.000,2021-10-13 19:25:52.000,2021-10-13 19:25:45,176.0,,28.0,4.0,38.0,5.0,26.0,126.0,2021-10-13 19:25:39.000,2.1.0,20.0,12.0,24,False,,flake8-commas,,['flake8'],16921.0,16530.0,https://pypi.org/project/flake8-commas,2021-10-13 19:25:39.000,391.0,389386.0,389386.0,,,,3.0,,,,,,,,,,,,,,,,,,,
185,flake8-builtins,gforcada/flake8-builtins,linters,Check for python builtins being used as variables or parameters.,,https://github.com/gforcada/flake8-builtins,https://github.com/gforcada/flake8-builtins,GPL-2.0,2016-03-02 00:26:51.000,2023-10-17 20:56:22.000,2023-09-16 10:58:51,294.0,9.0,21.0,4.0,69.0,2.0,43.0,105.0,,,19.0,17.0,24,True,,flake8-builtins,conda-forge/flake8-builtins,['flake8'],9728.0,9728.0,https://pypi.org/project/flake8-builtins,,,601100.0,603833.0,https://anaconda.org/conda-forge/flake8-builtins,2023-06-16 13:23:26.276,226888.0,3.0,,,,,,,,,,,,,,,,,,,
186,pytkdocs,mkdocstrings/pytkdocs,documentation,Load Python objects documentation.,,https://github.com/mkdocstrings/pytkdocs,https://github.com/mkdocstrings/pytkdocs,ISC,2020-02-04 21:18:34.000,2023-06-16 19:23:18.580,2022-03-07 18:48:36,240.0,,33.0,3.0,45.0,21.0,80.0,48.0,2022-03-07 18:50:03.302,0.16.1,26.0,23.0,24,False,,pytkdocs,conda-forge/pytkdocs,,1320.0,1309.0,https://pypi.org/project/pytkdocs,2022-03-07 18:50:03.302,11.0,78443.0,81119.0,https://anaconda.org/conda-forge/pytkdocs,2023-06-16 19:23:18.580,96356.0,3.0,,,,,,,,,,,,,,,,,,,
187,vprof,nvdv/vprof,profiling,Visual profiler for Python.,,https://github.com/nvdv/vprof,https://github.com/nvdv/vprof,BSD-2-Clause,2015-06-29 03:59:39.000,2022-07-15 07:43:03.000,2022-07-15 07:43:03,620.0,,170.0,72.0,32.0,28.0,57.0,3931.0,2018-06-24 14:16:36.000,0.37.6,24.0,17.0,23,False,,vprof,,,132.0,116.0,https://pypi.org/project/vprof,2020-02-29 13:31:59.000,16.0,3076.0,3076.0,,,,3.0,,,,,,,,,,,,,,,,,,,
188,pyt,python-security/pyt,security,A Static Analysis Tool for Detecting Security Vulnerabilities in Python Web Applications.,,https://github.com/python-security/pyt,https://github.com/python-security/pyt,GPL-2.0,2016-10-26 15:34:48.000,2020-12-25 03:47:37.000,2020-03-08 21:43:06,1576.0,,233.0,70.0,116.0,22.0,78.0,2150.0,2018-11-01 16:02:57.000,0.42,15.0,22.0,23,False,,python-taint,,,104.0,92.0,https://pypi.org/project/python-taint,2018-11-01 16:02:04.000,12.0,3729.0,3730.0,,,,3.0,111.0,,,,,,,,,,,,,,,,,,
189,python-devtools,samuelcolvin/python-devtools,logging,Dev tools for python.,,https://github.com/samuelcolvin/python-devtools,https://github.com/samuelcolvin/python-devtools,MIT,2017-08-20 15:30:06.000,2023-10-18 00:19:31.000,2023-09-03 16:50:32,132.0,9.0,36.0,11.0,93.0,12.0,39.0,838.0,2023-09-03 16:53:31.000,0.12.2,18.0,12.0,23,True,,python-devtools,conda-forge/python-devtools,,1665.0,1665.0,https://pypi.org/project/python-devtools,,,637.0,1274.0,https://anaconda.org/conda-forge/python-devtools,2023-09-06 00:26:02.432,19119.0,3.0,,,,,,,,,,,,,,,,,,,
190,py2exe,py2exe/py2exe,packaging,Create standalone Windows programs from Python code.,,https://github.com/py2exe/py2exe,https://github.com/py2exe/py2exe,,2019-03-11 13:16:35.000,2023-10-08 20:35:10.000,2023-10-08 14:56:10,1090.0,13.0,82.0,20.0,35.0,11.0,141.0,663.0,2023-10-07 21:15:17.000,0.13.0.1,18.0,20.0,23,False,,py2exe,,,1869.0,1869.0,https://pypi.org/project/py2exe,,,19352.0,19624.0,,,,3.0,15012.0,,,,,,,,,,,,,,,,,,
191,constructor,conda/constructor,packaging,tool for creating installers from conda packages.,,https://github.com/conda/constructor,https://github.com/conda/constructor,,2016-02-12 06:52:50.000,2023-10-25 20:01:12.000,2023-10-16 12:13:27,1136.0,19.0,157.0,33.0,401.0,30.0,296.0,420.0,2023-10-16 12:14:37.000,3.5.0,44.0,70.0,23,False,,,constructor,,15.0,15.0,,,,,105.0,https://anaconda.org/anaconda/constructor,2023-10-24 16:47:40.329,9273.0,3.0,276.0,,,,,,,,,,,,,,,,,,
192,add-trailing-comma,asottile/add-trailing-comma,refactoring,A tool (and pre-commit hook) to automatically add trailing commas to calls and literals.,,https://github.com/asottile/add-trailing-comma,https://github.com/asottile/add-trailing-comma,MIT,2017-07-10 00:55:50.000,2023-10-23 21:49:15.000,2023-10-23 21:49:14,471.0,30.0,22.0,6.0,203.0,,54.0,317.0,2023-08-30 17:27:37.000,3.1.0,41.0,11.0,23,True,,add-trailing-comma,,,22.0,,https://pypi.org/project/add-trailing-comma,2023-08-30 17:27:37.000,22.0,28285.0,28285.0,,,,3.0,,,,,,,,,,,,,,,,,,,
193,baron,PyCQA/baron,refactoring,"IDE allow you to refactor code, Baron allows you to write refactoring code.",,https://github.com/PyCQA/baron,https://github.com/PyCQA/baron,LGPL-3.0,2013-03-21 12:19:00.000,2021-12-09 03:34:37.000,2021-12-09 03:33:22,1505.0,,52.0,15.0,100.0,46.0,30.0,282.0,2021-12-09 03:33:32.000,0.10.1,21.0,33.0,23,False,,baron,,,381.0,322.0,https://pypi.org/project/baron,2021-12-09 03:33:32.000,59.0,59183.0,59183.0,,,,3.0,,,,,,,,,,,,,,,,,,,
194,xenon,rubik/xenon,code-metrics,Monitoring tool based on radon.,,https://github.com/rubik/xenon,https://github.com/rubik/xenon,MIT,2014-02-14 14:19:20.000,2023-08-12 17:24:35.000,2023-08-12 17:19:26,116.0,2.0,20.0,6.0,16.0,8.0,28.0,226.0,2023-08-12 17:24:35.000,0.9.1,22.0,10.0,23,True,,xenon,conda-forge/xenon,,1210.0,1128.0,https://pypi.org/project/xenon,2023-08-12 17:24:35.000,82.0,150371.0,150671.0,https://anaconda.org/conda-forge/xenon,2023-06-16 13:23:09.938,21605.0,3.0,,,,,,,,,,,,,,,,,,,
195,pyenv-virtualenv,pyenv/pyenv-virtualenv,virtual-envs,a pyenv plugin to manage virtualenv (a.k.a. python-virtualenv).,,https://github.com/pyenv/pyenv-virtualenv,https://github.com/pyenv/pyenv-virtualenv,MIT,2013-02-18 12:59:17.000,2023-07-30 13:52:49.000,2023-06-26 22:36:04,503.0,,371.0,74.0,132.0,108.0,225.0,5737.0,2023-07-30 13:52:49.000,1.2.2,10.0,58.0,22,True,,,,,21.0,21.0,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,
196,xxh,xxh/xxh,shell,"Bring your favorite shell wherever you go through the ssh. Xonsh shell, fish, zsh, osquery and so on.",,https://github.com/xxh/xxh,https://github.com/xxh/xxh,BSD-2-Clause,2019-11-03 12:04:13.000,2023-10-07 18:15:31.000,2023-10-07 18:15:30,770.0,2.0,93.0,44.0,57.0,20.0,61.0,4676.0,2022-09-29 10:18:30.000,0.8.12,89.0,25.0,22,True,,xxh-xxh,,,78.0,78.0,https://pypi.org/project/xxh-xxh,,,298.0,340.0,,,,3.0,1882.0,,,,,,,,,,,,,,,,,,
197,rebound,shobrook/rebound,logging,Command-line tool that instantly fetches Stack Overflow results when an exception is thrown.,,https://github.com/shobrook/rebound,https://github.com/shobrook/rebound,,2018-02-28 04:47:03.000,2023-10-04 16:28:37.640,2022-02-16 05:16:40,168.0,,374.0,76.0,41.0,14.0,38.0,4028.0,2018-12-04 10:11:53.000,2.0.0,51.0,16.0,22,False,,rebound,conda-forge/rebound,,24.0,24.0,https://pypi.org/project/rebound,,,17266.0,24971.0,https://anaconda.org/conda-forge/rebound,2023-10-04 16:28:37.640,315807.0,3.0,234.0,,,,,,,,,,,,,,,,,,
198,pyrasite,lmacken/pyrasite,debugging,Inject code into running Python processes.,,https://github.com/lmacken/pyrasite,https://github.com/lmacken/pyrasite,GPL-3.0,2011-09-10 06:01:20.000,2023-10-08 18:16:39.000,2023-10-08 18:16:39,353.0,2.0,198.0,60.0,44.0,40.0,16.0,2733.0,,,13.0,24.0,22,True,,pyrasite,,,56.0,50.0,https://pypi.org/project/pyrasite,2012-05-09 19:11:33.000,6.0,27154.0,27154.0,,,,3.0,,,,,,,,,,,,,,,,,,,
199,shiv,linkedin/shiv,packaging,"shiv is a command line utility for building fully self contained Python zipapps as outlined in PEP 441, but with all..",,https://github.com/linkedin/shiv,https://github.com/linkedin/shiv,BSD-2-Clause,2018-03-13 18:46:23.000,2023-10-20 14:34:56.000,2023-09-07 16:41:57,207.0,2.0,86.0,28.0,119.0,41.0,77.0,1630.0,2023-09-07 16:49:17.000,1.0.4,19.0,39.0,22,True,,shiv,,,,,https://pypi.org/project/shiv,,,29955.0,29966.0,,,,3.0,604.0,,,,,,,,,,,,,,,,,,
200,pyflow,David-OConnor/pyflow,dependency-managers,An installation and dependency system for Python.,,https://github.com/David-OConnor/pyflow,https://github.com/David-OConnor/pyflow,MIT,2019-07-15 09:40:29.000,2023-03-07 21:30:59.000,2022-03-11 18:31:51,368.0,,45.0,24.0,55.0,62.0,73.0,1288.0,2021-07-02 13:17:04.000,0.3.1,26.0,28.0,22,False,,pyflow,,,43.0,42.0,https://pypi.org/project/pyflow,2021-07-02 13:17:04.000,1.0,241.0,369.0,,,,3.0,6402.0,,,,,,,,,,,,,,,,,,
201,pycco,pycco-docs/pycco,documentation,Literate-style documentation generator.,,https://github.com/pycco-docs/pycco,https://github.com/pycco-docs/pycco,MIT,2010-06-29 07:02:31.000,2023-06-12 20:15:00.000,2019-12-20 19:59:49,222.0,,138.0,16.0,66.0,30.0,28.0,835.0,2018-07-25 01:35:11.000,0.6.0,4.0,36.0,22,False,,pycco,,,314.0,314.0,https://pypi.org/project/pycco,,,2400.0,2400.0,,,,3.0,,,,,,,,,,,,,,,,,,,
202,python-hunter,ionelmc/python-hunter,debugging,Hunter is a flexible code tracing toolkit.,,https://github.com/ionelmc/python-hunter,https://github.com/ionelmc/python-hunter,BSD-2-Clause,2015-03-16 18:03:16.000,2023-09-30 00:54:39.787,2023-04-26 09:11:54,1074.0,,43.0,15.0,21.0,41.0,54.0,755.0,2023-04-26 10:15:04.184,3.6.1,53.0,9.0,22,True,,hunter,conda-forge/hunter,,179.0,155.0,https://pypi.org/project/hunter,2023-04-26 10:15:04.184,24.0,9261.0,11201.0,https://anaconda.org/conda-forge/hunter,2023-09-30 00:54:39.787,52394.0,3.0,,,,,,,,,,,,,,,,,,,
203,mkdocs-with-pdf,orzih/mkdocs-with-pdf,documentation,Generate a single PDF file from MkDocs repository.,,https://github.com/orzih/mkdocs-with-pdf,https://github.com/orzih/mkdocs-with-pdf,MIT,2020-02-23 16:34:46.000,2023-06-08 09:34:08.000,2021-10-14 20:29:54,188.0,,67.0,10.0,50.0,54.0,44.0,267.0,2021-07-03 02:09:02.000,0.9.3,27.0,6.0,22,False,,mkdocs-with-pdf,,['mkdocs'],397.0,397.0,https://pypi.org/project/mkdocs-with-pdf,,,30649.0,30649.0,,,,3.0,,,,,,,,,,,,,,,,,,,
204,releases,bitprophet/releases,documentation,A powerful Sphinx changelog-generating extension.,,https://github.com/bitprophet/releases,https://github.com/bitprophet/releases,BSD-2-Clause,2013-09-16 03:56:37.000,2023-09-24 00:06:12.000,2023-09-24 00:06:10,594.0,3.0,35.0,7.0,27.0,28.0,46.0,173.0,,,5.0,10.0,22,True,,releases,conda-forge/sphinx-releases,['sphinx'],599.0,599.0,https://pypi.org/project/releases,,,17494.0,18260.0,https://anaconda.org/conda-forge/sphinx-releases,2023-06-16 16:08:54.259,49815.0,3.0,,,,,,,,,,,,,,,,,,,
205,flake8-simplify,MartinThoma/flake8-simplify,linters,A flake8 plugin that helps you to simplify code.,,https://github.com/MartinThoma/flake8-simplify,https://github.com/MartinThoma/flake8-simplify,MIT,2020-09-19 16:59:41.000,2023-09-26 17:41:17.851,2023-09-24 09:24:40,143.0,12.0,19.0,5.0,69.0,46.0,72.0,167.0,2023-09-23 21:40:23.000,0.21.0,38.0,14.0,22,True,,flake8-simplify,conda-forge/flake8-simplify,,34.0,,https://pypi.org/project/flake8-simplify,2023-09-23 21:40:23.000,34.0,313586.0,314602.0,https://anaconda.org/conda-forge/flake8-simplify,2023-09-26 17:41:17.851,34546.0,3.0,,,,,,,,,,,,,,,,,,,
206,lazydocs,ml-tooling/lazydocs,documentation,Generate markdown API documentation from Google-style Python docstring. The lazy alternative to Sphinx.,,https://github.com/ml-tooling/lazydocs,https://github.com/ml-tooling/lazydocs,MIT,2020-11-10 00:31:46.000,2023-10-18 02:06:37.000,2023-06-11 00:08:52,155.0,,34.0,8.0,37.0,6.0,24.0,155.0,2021-07-27 09:00:22.000,0.4.8,18.0,10.0,22,True,,lazydocs,,,201.0,179.0,https://pypi.org/project/lazydocs,2021-07-27 08:05:42.000,22.0,7976.0,7976.0,,,,3.0,,,,,,,,,,,,,,,,,,,
207,mkdocs-print-site-plugin,timvink/mkdocs-print-site-plugin,documentation,"MkDocs Plugin that adds an additional page that combines all pages, allowing easy exports to PDF and standalone HTML.",,https://github.com/timvink/mkdocs-print-site-plugin,https://github.com/timvink/mkdocs-print-site-plugin,MIT,2020-08-15 12:02:33.000,2023-10-25 17:48:31.000,2023-10-25 17:48:31,229.0,5.0,14.0,3.0,11.0,9.0,72.0,91.0,2023-08-28 07:28:44.000,2.3.6,41.0,5.0,22,True,,mkdocs-print-site-plugin,,['mkdocs'],246.0,246.0,https://pypi.org/project/mkdocs-print-site-plugin,,,20530.0,20530.0,,,,3.0,,,,,,,,,,,,,,,,,,,
208,Profiling,what-studio/profiling,profiling,Was an interactive continuous Python profiler.,,https://github.com/what-studio/profiling,https://github.com/what-studio/profiling,BSD-3-Clause,2014-09-03 10:35:57.000,2021-12-15 15:24:47.133,2020-08-24 01:31:58,433.0,,120.0,75.0,25.0,17.0,20.0,2991.0,2017-06-28 06:10:16.000,0.1.3,4.0,18.0,21,False,,profiling,,,70.0,64.0,https://pypi.org/project/profiling,2017-06-28 06:10:16.000,6.0,2178.0,2178.0,,,,3.0,,,,,,,,,,,,,,,,,,,
209,sixpack,sixpack/sixpack,testing,Sixpack is a language-agnostic a/b-testing framework.,,https://github.com/sixpack/sixpack,https://github.com/sixpack/sixpack,BSD-2-Clause,2012-11-15 00:01:06.000,2022-08-21 18:43:32.000,2020-08-26 00:32:16,828.0,,184.0,71.0,170.0,67.0,128.0,1756.0,2017-07-24 08:26:03.000,2.5.0,13.0,56.0,21,False,,sixpack,,,11.0,11.0,https://pypi.org/project/sixpack,,,105.0,105.0,,,,3.0,,,,,,,,,,,,,,,,,,,
210,portray,timothycrosley/portray,documentation,Your Project with Great Documentation.,,https://github.com/timothycrosley/portray,https://github.com/timothycrosley/portray,MIT,2019-08-21 05:14:04.000,2023-09-19 11:00:56.000,2023-01-03 00:40:56,266.0,,73.0,17.0,43.0,31.0,32.0,854.0,,,,20.0,21,True,,portray,,,808.0,808.0,https://pypi.org/project/portray,,,12255.0,12255.0,,,,3.0,,,,,,,,,,,,,,,,,,,
211,green,CleanCut/green,testing,"Green is a clean, colorful, fast python test runner.",,https://github.com/CleanCut/green,https://github.com/CleanCut/green,MIT,2014-04-01 20:08:18.000,2023-09-28 06:00:07.530,2023-05-18 17:02:25,1091.0,,74.0,25.0,77.0,6.0,173.0,775.0,,,9.0,39.0,21,True,,green,conda-forge/green,,,,https://pypi.org/project/green,,,13414.0,16774.0,https://anaconda.org/conda-forge/green,2023-09-28 06:00:07.530,131066.0,3.0,,,,,,,,,,,,,,,,,,,
212,mypy-protobuf,dropbox/mypy-protobuf,linters,open source tools to generate mypy stubs from protobufs.,,https://github.com/nipunn1313/mypy-protobuf,https://github.com/nipunn1313/mypy-protobuf,Apache-2.0,2017-12-11 21:55:05.000,2023-10-25 08:57:33.000,2023-08-03 07:40:25,478.0,5.0,72.0,20.0,455.0,12.0,111.0,592.0,,,11.0,37.0,21,True,nipunn1313/mypy-protobuf,mypy-protobuf,conda-forge/mypy-protobuf,,,,https://pypi.org/project/mypy-protobuf,,,1828668.0,1832044.0,https://anaconda.org/conda-forge/mypy-protobuf,2023-08-20 18:57:58.024,118192.0,3.0,,,,,,,,,,,,,,,,,,,
213,pytest-randomly,pytest-dev/pytest-randomly,testing,Pytest plugin to randomly order tests and control random.seed.,,https://github.com/pytest-dev/pytest-randomly,https://github.com/pytest-dev/pytest-randomly,MIT,2016-04-08 15:48:10.000,2023-10-25 09:27:30.000,2023-10-25 09:27:28,597.0,26.0,28.0,5.0,524.0,6.0,54.0,540.0,,,8.0,20.0,21,True,,pytest-randomly,conda-forge/pytest-randomly,,,,https://pypi.org/project/pytest-randomly,,,1121758.0,1128559.0,https://anaconda.org/conda-forge/pytest-randomly,2023-08-15 20:36:31.270,163239.0,3.0,,,,,,,-6.0,,,,,,,,,,,,
214,flake8-comprehensions,adamchainz/flake8-comprehensions,linters,A flake8 plugin to help you write better list/set/dict comprehensions.,,https://github.com/adamchainz/flake8-comprehensions,https://github.com/adamchainz/flake8-comprehensions,MIT,2016-04-05 12:15:56.000,2023-10-23 21:54:56.000,2023-10-23 21:54:55,565.0,23.0,21.0,7.0,483.0,4.0,51.0,452.0,,,30.0,15.0,21,True,,flake8-comprehensions,conda-forge/flake8-comprehensions,['flake8'],,,https://pypi.org/project/flake8-comprehensions,,,1008715.0,1027679.0,https://anaconda.org/conda-forge/flake8-comprehensions,2023-07-17 21:11:54.892,758574.0,3.0,,,,,,,-6.0,,,,,,,,,,,,
215,assertpy,ActivisionGameScience/assertpy,testing,Simple assertion library for unit testing in python with a fluent API.,,https://github.com/ActivisionGameScience/assertpy,https://github.com/ActivisionGameScience/assertpy,BSD-3-Clause,2019-11-17 15:47:15.000,2023-09-10 22:29:17.739,2019-10-30 17:50:10,279.0,,61.0,1.0,,,,433.0,,,13.0,10.0,21,False,,assertpy,conda-forge/assertpy,,110.0,,https://pypi.org/project/assertpy,2020-07-19 14:39:02.000,110.0,452717.0,453304.0,https://anaconda.org/conda-forge/assertpy,2023-09-10 22:29:17.739,22909.0,3.0,,,,,,,,,,,,,,,,,,,
216,python-manhole,ionelmc/python-manhole,debugging,Debugging manhole for python applications.,,https://github.com/ionelmc/python-manhole,https://github.com/ionelmc/python-manhole,BSD-2-Clause,2013-06-26 21:49:34.000,2023-06-16 19:26:54.777,2022-12-17 09:19:54,492.0,,23.0,10.0,44.0,7.0,15.0,356.0,2021-04-08 20:14:54.000,1.8.0,23.0,11.0,21,True,,manhole,conda-forge/manhole,,300.0,263.0,https://pypi.org/project/manhole,2021-04-08 20:14:54.000,37.0,16161.0,16833.0,https://anaconda.org/conda-forge/manhole,2023-06-16 19:26:54.777,18150.0,3.0,,,,,,,,,,,,,,,,,,,
217,mkdocs-pdf-export-plugin,zhaoterryy/mkdocs-pdf-export-plugin,documentation,An MkDocs plugin to export content pages as PDF files.,,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,https://github.com/zhaoterryy/mkdocs-pdf-export-plugin,MIT,2018-02-20 15:06:51.000,2023-07-28 19:56:59.000,2021-10-05 01:31:10,72.0,,42.0,19.0,32.0,41.0,46.0,292.0,2020-07-23 01:35:39.000,0.5.8,5.0,11.0,21,False,,mkdocs-pdf-export-plugin,,['mkdocs'],550.0,550.0,https://pypi.org/project/mkdocs-pdf-export-plugin,,,21021.0,21021.0,,,,3.0,,,,,,,,,,,,,,,,,,,
218,unimport,hakancelik96/unimport,refactoring,The ultimate linter and formatter for removing unused import statements in your code.,,https://github.com/hakancelikdev/unimport,https://github.com/hakancelikdev/unimport,MIT,2019-09-08 09:49:24.000,2023-10-23 15:53:33.000,2023-07-07 10:58:24,475.0,,21.0,5.0,179.0,11.0,99.0,235.0,2023-07-07 11:10:02.502,1.0.0,53.0,15.0,21,True,hakancelikdev/unimport,unimport,,,5.0,,https://pypi.org/project/unimport,2022-01-29 20:05:35.000,5.0,13965.0,13965.0,,,,3.0,,,,,,,,,,,,,,,,,,,
219,xdoctest,Erotemic/xdoctest,testing,A rewrite of Pythons builtin doctest module (with pytest plugin integration) with AST instead of REGEX.,,https://github.com/Erotemic/xdoctest,https://github.com/Erotemic/xdoctest,Apache-2.0,2017-09-24 01:59:02.000,2023-10-26 04:48:19.232,2023-10-26 00:20:56,853.0,26.0,10.0,5.0,104.0,18.0,27.0,192.0,2023-10-26 00:22:06.000,1.1.2,12.0,9.0,21,True,,xdoctest,conda-forge/xdoctest,,,,https://pypi.org/project/xdoctest,,,142051.0,146912.0,https://anaconda.org/conda-forge/xdoctest,2023-10-26 04:48:19.232,184726.0,3.0,,,,,,,,,,,,,,,,,,,conda-forge/xdoctest
220,sphinx-markdown-builder,clayrisser/sphinx-markdown-builder,documentation,DISCONTINUED: sphinx builder that outputs markdown files. The active version of this project is now being maintained..,,https://github.com/clayrisser/sphinx-markdown-builder,https://github.com/clayrisser/sphinx-markdown-builder,MIT,2018-11-11 00:07:58.000,2023-06-24 21:25:39.000,2023-06-24 21:25:38,106.0,,41.0,7.0,27.0,,39.0,163.0,2019-10-11 01:01:17.000,0.5.3,4.0,19.0,21,True,,sphinx-markdown-builder,,['sphinx'],743.0,743.0,https://pypi.org/project/sphinx-markdown-builder,,,50638.0,50638.0,,,,3.0,,,,,,,,,,,,,,,,,,,
221,dodgy,landscapeio/dodgy,security,Looks at Python code to search for things which look dodgy such as passwords or diffs.,,https://github.com/landscapeio/dodgy,https://github.com/landscapeio/dodgy,MIT,2013-12-25 12:22:20.000,2023-06-16 13:16:51.618,2021-03-21 11:36:52,70.0,,20.0,6.0,14.0,11.0,3.0,115.0,2019-12-31 16:44:58.000,0.2.1,10.0,14.0,21,False,,dodgy,conda-forge/dodgy,,2873.0,2585.0,https://pypi.org/project/dodgy,2019-12-31 16:44:58.000,288.0,444931.0,445862.0,https://anaconda.org/conda-forge/dodgy,2023-06-16 13:16:51.618,80130.0,3.0,,,,,,,,,,,,,,,,,,,
222,heartrate,alexmojaki/heartrate,profiling,Simple real time visualisation of the execution of a Python program.,,https://github.com/alexmojaki/heartrate,https://github.com/alexmojaki/heartrate,MIT,2019-04-24 17:02:28.000,2023-06-16 19:26:36.247,2021-11-13 14:58:04,27.0,,123.0,34.0,4.0,5.0,4.0,1656.0,2021-11-13 14:58:19.000,0.2.2,4.0,3.0,20,False,,heartrate,conda-forge/heartrate,,56.0,53.0,https://pypi.org/project/heartrate,2021-11-13 14:58:19.000,3.0,994.0,1097.0,https://anaconda.org/conda-forge/heartrate,2023-06-16 19:26:36.247,2893.0,3.0,,,,,,,,,,,,,,,,,,,
223,sphinx-bootstrap-theme,ryan-roemer/sphinx-bootstrap-theme,documentation,Sphinx Bootstrap Theme.,,https://github.com/ryan-roemer/sphinx-bootstrap-theme,https://github.com/ryan-roemer/sphinx-bootstrap-theme,MIT,2011-12-07 14:53:00.000,2022-02-28 16:14:56.000,2022-02-03 20:25:55,403.0,,189.0,24.0,95.0,49.0,83.0,586.0,,,,39.0,20,False,,sphinx-bootstrap-theme,,['sphinx'],,,https://pypi.org/project/sphinx-bootstrap-theme,,,99361.0,99361.0,,,,3.0,,,,,,,,,,,,,,,,,,,
